htid,author,title,year,authgender,female_category,clubs
uc2.ark:/13960/t9w08z21b,"Lynn, Ruth Nadelman,",City sparrows and who fed them,1873,f,high_female,0.0
uiuo.ark:/13960/t6nz8t53n,"Needell, J. H.,",Passing the love of women,1892,f,mixed,0.0
uiuo.ark:/13960/t3pv6sw3b,"Chetwynd, Henry Wayland,",Mrs. Dorriman,1886,f,high_female,0.0
uiuo.ark:/13960/t3pv6tz1p,"Cunningham, H. S.",The Heriots,1890,m,high_female,0.0
uiuo.ark:/13960/t6nz8t11w,"Scott,",The old grey church,1856,f,,0.0
uiuo.ark:/13960/t8cg07c02,"Mackenzie, R. Shelton",Mornings at Matlock,1850,m,,0.0
uiuo.ark:/13960/t3pv6zv7w,"Cobbold, Richard,","Freston Tower, or, The early days of Cardinal Wolsey",1850,m,mixed,0.0
uc2.ark:/13960/t9s17w52c,"Armfield, Anne Constance Smedley.",The flower book;,1910,f,high_male,0.0
uiuo.ark:/13960/t3pv7149n,"Marsh-Caldwell, Anne,",Lettice Arnold,1850,f,high_female,0.0
uiuo.ark:/13960/t89g6990n,"Strickland, Agnes,",How will it end?,1865,f,high_female,0.0
uiuo.ark:/13960/t89g6928c,"Palgrave, William Gifford,",Hermann Agha,1872,m,high_male,0.0
uiuo.ark:/13960/t3mw31t1z,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,0.0
uiuo.ark:/13960/t0000gm33,"Curling, Henry,",John of England,1846,m,mixed,0.0
uiuo.ark:/13960/t88g9846q,"Needell, J. H.,",Passing the love of women,1892,f,mixed,0.0
uiuo.ark:/13960/t02z1vw6b,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,0.0
uiuo.ark:/13960/t02z1vk3v,"Saunders, John,",Guy Waterman,1864,m,high_female,0.0
uiuo.ark:/13960/t6pz5s758,"Warden, Florence,",St. Cuthbert's Tower,1889,f,,0.0
uiuo.ark:/13960/t88g9979x,"Lee, Holme,",Sylvan Holt's daughter,1858,f,high_female,0.0
uiuo.ark:/13960/t02z1r626,"Kett, Henry,",Emily,1809,m,mixed,0.0
uiuo.ark:/13960/t6pz5kg4f,"Fothergill, John M.",Gaythorne Hall,1884,m,mixed,0.0
uiuo.ark:/13960/t6pz5kb4n,"Fenn, George Manville,",The sapphire cross,1871,m,,0.0
uiuo.ark:/13960/t02z1jh4q,,Constancy and contrition,1844,u,,0.0
uiuo.ark:/13960/t02z1h43w,,"Bellegarde, the adopted Indian boy",1832,u,,0.0
uiuo.ark:/13960/t02z1gm85,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,0.0
uiuo.ark:/13960/t01z4sj1f,"Lee, Holme,",Against wind and tide,1859,f,high_female,0.0
uiuo.ark:/13960/t01z4k65d,"Ferrier, Susan,",Marriage;,1881,f,high_female,0.0
uiuo.ark:/13960/t3mw2pz6n,"Baring-Gould, S.",Red spider,1887,m,,0.0
uiuo.ark:/13960/t01z4gh18,"Byron, Henry J.",Paid in full,1865,m,mixed,0.0
uiuo.ark:/13960/t00z7vg6m,"Burdon, Hannah D.",The ward of the crown,1845,f,mixed,0.0
uiuo.ark:/13960/t89g60x7c,"Robinson, A. Mary F.",Arden,1883,f,,0.0
uiuo.ark:/13960/t00z7tr59,,"Walter Evelyn, or, The long minority",1853,u,mixed,0.0
uiuo.ark:/13960/t3mw2rw8j,"Craik, Dinah Maria Mulock,",The unkind word,1870,f,,0.0
uiuo.ark:/13960/t00z7t18b,"Oliphant,",A house in Bloomsbury,1894,f,high_female,0.0
uiuo.ark:/13960/t00z7rm9m,"Lee, Holme,","Country stories, old and new",1872,f,high_female,0.0
uiuo.ark:/13960/t6pz5hg53,"Chetwynd, Henry Wayland,",A brilliant woman,1892,f,high_female,0.0
uiuo.ark:/13960/t00z7fj6j,"Brooke, Emma.",Life the accuser,1896,f,,0.0
uiuo.ark:/13960/t89g61j7v,"Gibbon, Charles,",Fancy free,1884,m,,0.0
uiuo.ark:/13960/t0000tq23,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,mixed,0.0
uiuo.ark:/13960/t0000px9h,"Munster, Wilhelmina Fitzclarence,",Dorinda,1889,f,high_female,0.0
uiuo.ark:/13960/t0000nf8b,"Lewis, Helen Prothero.",Hooks of steel,1894,f,,0.0
uiuo.ark:/13960/t0000m115,"Hart, Fanny Wheeler.",Freda,1878,f,high_female,0.0
uiuo.ark:/13960/t0000gx34,"Davies, Charles Maurice,","'Verts, or, The three creeds",1876,m,mixed,0.0
uiuo.ark:/13960/t6nz8sz22,"Scott,",Trevelyan,1834,f,high_female,0.0
uiuo.ark:/13960/t8cg09g5n,"Payn, James,",For cash only,1882,m,mixed,0.0
uiuo.ark:/13960/t3pv71644,"Marshall, Frederick.","Claire Brandon, a novel",1890,m,high_female,0.0
uc2.ark:/13960/t9h41nk9h,"Macaulay, Rose,",Mystery at Geneva;,1922,f,high_male,0.0
uc2.ark:/13960/t9h41mt6s,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,0.0
uiuo.ark:/13960/t3pv75c60,"Wilton, Maurice.",The old love is the new,1880,m,,0.0
uiuo.ark:/13960/t8ff41q77,"Armstrong, F. Claudius.",The warhawk,1855,m,,0.0
uc2.ark:/13960/t9g44mc4t,"Graham, Stephen,",The quest of the face,1918,m,high_female,0.0
uiuo.ark:/13960/t6n01t83p,"Woods, Margaret L.",Esther Vanhomrigh,1891,f,,0.0
uiuo.ark:/13960/t8ff4515z,"Fullom, S. W.",Down in Devon,1869,m,,0.0
uc2.ark:/13960/t9g44m417,"Cannan, Gilbert,",Time and eternity,1919,m,mixed,0.0
uc2.ark:/13960/t9g44kz60,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,0.0
uiuo.ark:/13960/t6n01sp1p,"Trollope, Frank.",Old times revived;,1870,m,mixed,0.0
uc2.ark:/13960/t9d50n665,"Taylor, S. Howard.",Kate Byrne,1874,m,high_female,0.0
uiuo.ark:/13960/t3qv3sv6h,"Carey, Rosa Nouchette,",Sir Godfrey's grand-daughters,1892,f,,0.0
uiuo.ark:/13960/t3qv3sw8x,"Grey, Oliver.",A virgin widow,1886,m,high_female,0.0
uiuo.ark:/13960/t8ff4985r,"Manning, Anne,",The ladies of Bever Hollow,1858,f,high_female,0.0
uc2.ark:/13960/t9d50n20g,"Henty, G. A.",A search for a secret,1867,m,,0.0
uiuo.ark:/13960/t8ff4dc98,"Savile, Charles Stuart,","Karah Kaplan; or, The Koordish chief",1842,m,high_male,0.0
uc2.ark:/13960/t9d50n06g,"James, G. P. R.",The smuggler,1845,m,mixed,0.0
uiuo.ark:/13960/t3qv3wj4r,,"Eva Desmond, or, Mutation",1858,u,high_female,0.0
uiuo.ark:/13960/t6n01qs54,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,1810,f,high_female,0.0
uiuo.ark:/13960/t6n01pv5m,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,0.0
uiuo.ark:/13960/t3qv42c6x,"Braddon, M. E.",Fenton's quest,1871,f,mixed,0.0
uc2.ark:/13960/t9c53mq7s,"Collingwood, W. G.",Coniston tales,1899,m,high_female,0.0
uiuo.ark:/13960/t8gf1313b,"Chamier, Frederick,",The life of a sailor,1832,m,high_male,0.0
uiuo.ark:/13960/t3qv44b0d,"Mallock, W. H.",A romance of the nineteenth century,1881,m,mixed,0.0
uiuo.ark:/13960/t6n01jf5k,"Harding, Anne Raikes,",Realities,1825,f,high_female,0.0
uiuo.ark:/13960/t3qv45c65,Oliphant,Phoebe junior,1876,f,,0.0
uiuo.ark:/13960/t3qv45p5q,"Stretton, Julia Cecilia Collinson,",The ladies of Lovel-Leigh,1862,f,,0.0
uc2.ark:/13960/t9b56vg7c,"Raven-Hill, L.",Our battalion,1902,u,high_male,0.0
uc2.ark:/13960/t9b56hq1g,"Bercovici, Konrad,",Gypsy blood,1922,u,,0.0
uc2.ark:/13960/t9b56fb83,"Frost, Robert,",North of Boston,1914,m,,0.0
uiuo.ark:/13960/t3pv75696,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,0.0
uc2.ark:/13960/t9h42064p,"Hugo, Victor,",Ninety-three,1889,m,mixed,0.0
uiuo.ark:/13960/t8cg0bk4x,"Delorme, Charles.",The pedlar,1857,m,mixed,0.0
uiuo.ark:/13960/t6n01t845,"Wood, Henry,",Oswald Cray,1864,f,,0.0
uiuo.ark:/13960/t8cg0bv2j,"Parker, Emma.",Aretas,1823,f,,0.0
uiuo.ark:/13960/t6nz8qp53,"Acton, Eugenia de,",The microcosm,1801,f,,0.0
uiuo.ark:/13960/t8cg0c92s,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,0.0
uc2.ark:/13960/t9q23wm6b,"Crawfurd, Oswald,",Beyond the seas;,1888,m,,0.0
uc2.ark:/13960/t9q23t78j,"MacDonald, George,",Alec Forbes of Howglen,1865,m,mixed,0.0
uiuo.ark:/13960/t8df71192,"Lyall, Edna,",To right the wrong,1894,f,high_male,0.0
uiuo.ark:/13960/t8df71205,"Baring-Gould, S.",Court Royal,1886,m,,0.0
uc2.ark:/13960/t9p26w66s,"Henty, G. A.",A search for a secret,1867,m,,0.0
uiuo.ark:/13960/t3pv74163,"Robertson,","Florence, or, The aspirant",1829,f,,0.0
uiuo.ark:/13960/t8df73m5k,"Dixie, Florence,",Redeemed in blood,1889,f,,0.0
uc2.ark:/13960/t9p26sq49,"Bradby, Godfrey Fox, 1863-1947.",The chronicles of Dawnhope,1921,m,high_male,0.0
uc2.ark:/13960/t9p26sk6g,"Sidgwick, Ethel,",Le gentleman,1911,f,,0.0
uiuo.ark:/13960/t8df7873r,"Lytton, Rosina Bulwer Lytton,",Bianca Capello,1843,f,mixed,0.0
uc2.ark:/13960/t9p26rn3h,,Yule logs,1898,m,high_male,0.0
uiuo.ark:/13960/t3pv74d80,"Siddons, Henry,",Virtuous poverty,1804,m,mixed,0.0
uc2.ark:/13960/t9n30638w,"Nevinson, Henry Woodd,",Neighbors of ours;,1895,m,high_female,0.0
uiuo.ark:/13960/t3pv7527f,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,0.0
uc2.ark:/13960/t9n29t025,"Austin, F. Britten",Battlewrack,1917,u,,0.0
uc2.ark:/13960/t9n29qt8k,"Muñoz Escámez, José.",Fairy tales from Spain,1913,u,high_male,0.0
uc2.ark:/13960/t9n29qj04,"Reid, Mayne,",The white chief,1855,m,high_male,0.0
uiuo.ark:/13960/t8df7882q,"MacCabe, William Bernard,",Bertha,1851,m,,0.0
uc2.ark:/13960/t9m32zf40,"Aranha, Graça,",Canaan,1920,u,mixed,0.0
uc2.ark:/13960/t9m32q75w,"Swan, Annie S.,",Wyndham's daughter,1898,f,high_female,0.0
uc2.ark:/13960/t9k35vq9k,"Newbigging, Thomas.",Lancashire humour,1901,m,high_male,0.0
uc2.ark:/13960/t9k35r13g,"Ouida,",Toxin,1895,f,high_female,0.0
uiuo.ark:/13960/t6n01v01j,"Varty-Smith, Augusta A.",Matthew Tindale,1891,f,mixed,0.0
uc2.ark:/13960/t9j38vw47,"Bagnold, Enid.",A diary without dates,1918,f,high_male,0.0
uiuo.ark:/13960/t6n01tr7w,"Collins, Wilkie,",Basil,1852,m,,0.0
uc2.ark:/13960/t9j38pr1x,"Murray, Hilda Louisa Janey Woulf Murray, Baroness.",Echoes of sport,1910,f,,0.0
uiuo.ark:/13960/t8mc9hb8b,"Heighway, Osborn W. Trenery.","Adeline, or, the mysteries, romance, and realities of Jewish life",1854,m,high_female,0.0
uiuo.ark:/13960/t3vt25c4b,,We Costelions,1882,f,high_female,0.0
uiuo.ark:/13960/t3vt2934d,"Stephens, George,",The manuscripts of Erdély,1835,m,,0.0
uc2.ark:/13960/t7np1zf1s,"Crichton, Madeline.",Like a sister,1893,f,high_female,0.0
uiuo.ark:/13960/t6g16g55v,"Clifford, W. K.,",Aunt Anne,1892,f,high_female,0.0
uc2.ark:/13960/t7pn9035n,"Webster, F. A. M.",The hound of Cullan,1918,u,,0.0
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,,0.0
uiuo.ark:/13960/t43r1g050,"Pickering, Ellen,",The fright,1839,f,,0.0
uc2.ark:/13960/t7np2417r,"Burnand, F. C.",Mokeanna!,1873,u,mixed,0.0
uc2.ark:/13960/t7np2253s,"MacManus, Anna,",The passionate hearts,1903,f,,0.0
uc2.ark:/13960/t7np2084s,"Gibbon, Frederick P.",A prisoner of the Gurkhas,1904,m,high_male,0.0
uiuo.ark:/13960/t43r1gv75,"Rowcroft, Charles,","Tales of the colonies, or, The adventures of an emigrant",1843,m,high_male,0.0
uc2.ark:/13960/t7np20046,"Cable, Boyd,",Action front,1916,m,high_male,0.0
uiuo.ark:/13960/t8v98hm24,"Fenn, George Manville,",The star-gazers,1894,m,high_female,0.0
uiuo.ark:/13960/t6g16fv9b,"Hatton, Joseph,",Three recruits and the girls they left behind them,1880,m,mixed,0.0
uiuo.ark:/13960/t8v98nj98,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,0.0
uiuo.ark:/13960/t8v98nt2g,"Lyttleton, M.","Peregrine, or, The fool of fortune",1803,u,high_male,0.0
uiuo.ark:/13960/t8v98nv4w,"Mackenzie, R. Shelton",Mornings at Matlock,1850,m,,0.0
uiuo.ark:/13960/t43r1hc5b,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,0.0
uc2.ark:/13960/t7sn07q6m,"Yonge, Charlotte M.",The armourer's prentices,1884,f,high_male,0.0
uiuo.ark:/13960/t8v98q09x,"Monro, Theodore Russell.",County versus counter,1878,m,,0.0
uiuo.ark:/13960/t44q86m8t,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,0.0
uc2.ark:/13960/t7np1x439,"Brown, Charles Brockden,",Arthur Mervyn,1821,m,,0.0
uiuo.ark:/13960/t44q8883r,"Betham-Edwards, Matilda,",Next of kin wanted,1887,f,,0.0
uc2.ark:/13960/t7mp4ws94,"Harte, Bret,",In a hollow of the hills,1895,m,high_male,0.0
uc2.ark:/13960/t7kp7zz8j,"Wren, Percival Christopher,",The young stagers;,1917,m,,0.0
uc2.ark:/13960/t7kp7zc3h,"Weindel, Henri de.",The real Francis-Joseph,1909,m,high_female,0.0
uiuo.ark:/13960/t8v98s93w,"Slingsby, Henry.",My grandmother's guests and their tales,1825,m,,0.0
uc2.ark:/13960/t7kp7xr0k,"Fyleman, Rose,",The rainbow cat,1922,f,high_male,0.0
uc2.ark:/13960/t7kp7vp6r,"Janis, Elsie,",Love letters of an actress,1915,f,mixed,0.0
uiuo.ark:/13960/t6g16bg6q,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,0.0
uiuo.ark:/13960/t44q8dc1s,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,0.0
uc2.ark:/13960/t7jq17s2g,"Squire, John Collings,",The gold tree,1917,m,high_male,0.0
uiuo.ark:/13960/t6f19jz1w,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,0.0
uiuo.ark:/13960/t8tb1rt9g,"Price, Eleanor C.",Gerald,1885,f,mixed,0.0
uiuo.ark:/13960/t6g16h717,"Linton, E. Lynn",Sowing the wind,1867,f,,0.0
uiuo.ark:/13960/t43r17p8h,"Gerard, E. D.",Reata,1880,f,mixed,0.0
uiuo.ark:/13960/t43r17n3n,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,0.0
uiuo.ark:/13960/t8sb4qd43,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,0.0
uiuo.ark:/13960/t6g16j476,"Braddon, M. E.",Strangers and pilgrims,1873,f,high_female,0.0
uiuo.ark:/13960/t8sb4r697,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,0.0
uc2.ark:/13960/t7sn0352v,"Oliphant,",Magdalen Hepburn,1854,f,high_female,0.0
uiuo.ark:/13960/t42r4d665,"Murray, David Christie,",Hearts,1883,m,high_male,0.0
uc2.ark:/13960/t7rn33g2q,"Taylor, Neville.",Ibex shooting on the Himalayas,1903,u,high_male,0.0
uiuo.ark:/13960/t8tb1cj8v,"Armstrong, F. Claudius.",The warhawk,1855,m,,0.0
uc2.ark:/13960/t7rn32t76,"Pawlowska, Yoï.",A year of strangers,1911,u,high_female,0.0
uiuo.ark:/13960/t8tb1gm5j,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,0.0
uiuo.ark:/13960/t8tb1hb3d,"Grattan, Thomas Colley,",Agnes de Mansfeldt,1836,m,,0.0
uiuo.ark:/13960/t8tb1hc2c,"Gray, Arnold.",Periwinkle,1888,m,mixed,0.0
uc2.ark:/13960/t7rn3286j,"Holl, Henry.",The golden bait,1871,m,,0.0
uc2.ark:/13960/t7rn32566,"Blessington, Marguerite,",Country quarters,1850,f,,0.0
uc2.ark:/13960/t7qn65z8j,"Yonge, Charlotte M.",A reputed changeling,1889,f,high_female,0.0
uc2.ark:/13960/t7qn64k9p,"Fullerton, Georgiana,",Too strange not to be true,1864,f,high_female,0.0
uiuo.ark:/13960/t42r4dd8t,"Oliphant,","Lilliesleaf: being a concluding series of Passages in the life of Mrs. Margaret Maitland, of Sunnyside",1855,f,high_female,0.0
uiuo.ark:/13960/t42r4f278,"Peake, Richard Brinsley,","Cartouche, the celebrated French robber",1844,m,high_male,0.0
uc2.ark:/13960/t7pn95f37,"Zola, Émile,",The attack on the mill,1892,m,high_male,0.0
uiuo.ark:/13960/t42r4ff95,"Prior, Herman L.",Overmatched,1876,m,mixed,0.0
uiuo.ark:/13960/t42r4gz3d,"Saunders, John,","Israel Mort, overman",1876,m,high_male,0.0
uiuo.ark:/13960/t42r4h82c,"Wood, Henry,",Anne Hereford,1868,f,,0.0
uc2.ark:/13960/t7pn9400j,"Wood, Henry,",Our children,1876,f,high_male,0.0
uiuo.ark:/13960/t8tb1pq2x,"James, G. P. R.",Lord Montagu's page,1858,m,high_male,0.0
uiuo.ark:/13960/t42r4hr6k,"Burdon, Hannah D.",The ward of the crown,1845,f,mixed,0.0
uiuo.ark:/13960/t8tb1qq1v,"Rennie,.",Saint Patrick,1819,m,,0.0
uc2.ark:/13960/t7pn93z91,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,0.0
uc2.ark:/13960/t7pn92v2w,"Henham, Ernest George,",Bracken,1910,m,high_female,0.0
uiuo.ark:/13960/t43r14q58,"Browne, J. Jemmett.",Lone lassie,1886,u,,0.0
uiuo.ark:/13960/t43r15q84,"Clarke, Charles,",Crumbs from a sportsman's table,1865,m,,0.0
uc2.ark:/13960/t7jq0zc1x,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,0.0
uiuo.ark:/13960/t8v98sn3c,"Tinsley, Lily.",In the ring,1886,f,mixed,0.0
uiuo.ark:/13960/t8v98sq76,"Price, Eleanor C.",Gerald,1885,f,mixed,0.0
uc2.ark:/13960/t7cr5tc0g,"Holt, Emily Sarah,",One snowy night,1893,f,mixed,0.0
uiuo.ark:/13960/t46q2g33b,"Kennard, Edward,",A crack county,1888,f,,0.0
uc2.ark:/13960/t7cr5r04n,"Fønhus, Mikkjel,",The trail of the elk,1922,u,high_male,0.0
uc2.ark:/13960/t7cr5pp96,"Villamaria,",Fairy circles,1877,f,mixed,0.0
uiuo.ark:/13960/t8w95tf0t,,Stretton of Ringwood Chace,1860,u,high_female,0.0
uiuo.ark:/13960/t8w95tj24,"Taylor, Meadows,",Ralph Darnell,1865,m,,0.0
uiuo.ark:/13960/t6f19bt7h,"Gray, Arnold.",Periwinkle,1888,m,mixed,0.0
uiuo.ark:/13960/t8w95tz11,"Walker, George,",Don Raphael,1803,m,mixed,0.0
uiuo.ark:/13960/t46q2gh46,,"Geraldine Hamilton, or, Self-guidance",1832,u,,0.0
uiuo.ark:/13960/t8x92g77j,"Banim, Michael,",The mayor of Wind-Gap ; and Canvassing,1835,m,mixed,0.0
uc2.ark:/13960/t7br8s493,"Trollope, Frances Milton,",Father Eustace,1847,f,high_female,0.0
uiuo.ark:/13960/t46q2jp29,"Pickering, Ellen,",The fright,1839,f,,0.0
uiuo.ark:/13960/t6f197f0z,"Chamier, Frederick,",Count Königsmark,1845,m,mixed,0.0
uiuo.ark:/13960/t6d22mx43,"Hardy, Thomas,",A pair of blue eyes,1873,m,,0.0
uc2.ark:/13960/t7br8pv5b,"Thomas, Edward,",Rest and unrest,1910,m,high_female,0.0
uiuo.ark:/13960/t8x92qs64,"Mangin, Edward,",George the third,1807,m,high_male,0.0
uiuo.ark:/13960/t46q2mf4z,"Spender, John Kent",A strange temptation,1893,f,high_female,0.0
uiuo.ark:/13960/t46q2mk6q,"Trollope, Frances Milton,",Young love;,1844,f,high_female,0.0
uc2.ark:/13960/t7br8nt9d,,Mother Goose's nursery rhymes,1877,m,,0.0
uiuo.ark:/13960/t8x92sn08,"Page, Hamilton.",The lady resident,1880,m,,0.0
uiuo.ark:/13960/t47p9953s,"Collins, Wilkie,",Jezebel's daughter,1880,m,mixed,0.0
uiuo.ark:/13960/t47p9bj8j,"Dawe, Carlton,",The emu's head,1893,m,,0.0
uc2.ark:/13960/t79s1rp6s,"Quiller-Couch, Arthur,",Lady Good-for-nothing,1910,m,high_female,0.0
uc2.ark:/13960/t79s1p961,"O'Connor, William Frederick Travers,","Folk tales from Tibet, with illustrations by a Tibetan artist and some verses from Tibetan love-songs;",1906,m,high_male,0.0
uiuo.ark:/13960/t8x92td2h,"Rhys, J.","The modern pedagogue, or, Rustic reminiscences",1868,u,,0.0
uiuo.ark:/13960/t47p9cq48,"Grey,",Daughters,1847,f,high_female,0.0
uiuo.ark:/13960/t8x92v932,"Stephenson, Eliza Tabor.",St. Olave's,1863,f,high_female,0.0
uiuo.ark:/13960/t47p9m20q,"Reid, Mayne,",Oceola,1859,m,,0.0
uiuo.ark:/13960/t47p9mr0p,"Shew, E. L.",If men were wise,1894,f,,0.0
uiuo.ark:/13960/t8z89hd7t,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,0.0
uiuo.ark:/13960/t46q29m0j,"Dalton, James,",The maiden's talisman,1834,m,,0.0
uiuo.ark:/13960/t46q28f59,"Clutton-Brock, Ellen.",Marjory,1880,f,high_female,0.0
uc2.ark:/13960/t7hq3w36r,"Schreiner, Olive,",Dream life and real life;,1893,f,high_male,0.0
uiuo.ark:/13960/t6f19dv0d,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,0.0
uc2.ark:/13960/t7hq3v15z,"Pickthall, Rudolf.",The comic kingdom,1914,m,mixed,0.0
uiuo.ark:/13960/t44q8kt63,"Hardy, Thomas,",Far from the madding crowd,1874,m,high_male,0.0
uc2.ark:/13960/t7gq6wq8m,"Cunningham, Allan,",Traditional tales of the English and Scottish peasantry,1822,m,mixed,0.0
uiuo.ark:/13960/t44q8kw5h,"Helme, Elizabeth,",St. Margaret's cave,1801,f,mixed,0.0
uiuo.ark:/13960/t45q57b4w,"Collins, Wilkie,",The legacy of Cain,1889,m,high_female,0.0
uiuo.ark:/13960/t45q58q09,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,0.0
uiuo.ark:/13960/t45q58r2q,,"David Armstrong, or, Before the dawn",1880,u,mixed,0.0
uiuo.ark:/13960/t45q59d34,"Fraser, Julia Agnes.","Shilrick, the drummer, or, Loyal and true",1894,f,mixed,0.0
uiuo.ark:/13960/t8v98sx8c,,Tales of my landlord,1820,m,high_male,0.0
uiuo.ark:/13960/t45q5f55m,"Carter, Mary Elizabeth.",Juliet,1883,m,high_female,0.0
uiuo.ark:/13960/t45q5ff94,Royalist.,The loyalist's daughter,1867,u,,0.0
uiuo.ark:/13960/t45q5fm3g,,Magic and mesmerism,1843,u,high_female,0.0
uc2.ark:/13960/t7fq9xv18,"Wood, Henry,",The master of Greylands,1873,f,,0.0
uiuo.ark:/13960/t6f19jp8p,"Peake, Richard Brinsley,","Cartouche, the celebrated French robber",1844,m,high_male,0.0
uiuo.ark:/13960/t8w95jg8t,,"The fair Carew, or, Husbands and wives",1851,u,high_female,0.0
uc2.ark:/13960/t7fq9wq9x,"Fullerton, Georgiana,",Lady-bird,1852,f,high_female,0.0
uiuo.ark:/13960/t8w95pg0m,"Kennedy, Theo.",Farnorth,1866,m,high_female,0.0
uiuo.ark:/13960/t6f19ht82,"Murray, David Christie,",Joseph's coat,1881,m,,0.0
uc2.ark:/13960/t7fq9w41f,"Bennett, Arnold,",The city of pleasure,1907,m,high_female,0.0
uiuo.ark:/13960/t45q5jj87,"Robinson, F. W.",Woodleigh,1859,m,,0.0
uiuo.ark:/13960/t45q5jz8m,"Barrowcliffe, A. J.",Trust for trust,1859,m,,0.0
uiuo.ark:/13960/t8w95rr4z,"Parker, Hastings,",Bentley Priory,1859,f,high_female,0.0
uc2.ark:/13960/t7fq9s64j,"Young, F. E. Mills",Imprudence,1920,m,,0.0
uc2.ark:/13960/t7dr2vv3s,"Binnie-Clark, Georgina,",A summer on the Canadian prairie,1910,f,,0.0
uc2.ark:/13960/t7dr2tf8d,"Bairnsfather, Bruce,",Bullets & billets,1916,m,high_male,0.0
uiuo.ark:/13960/t45q5k469,"Steward, Isabella Travers,",The interdict,1840,f,high_female,0.0
uiuo.ark:/13960/t8w95sr1x,"Wethered, Charles,",Richer than wealth,1884,f,high_female,0.0
uiuo.ark:/13960/t8w95st29,"Robins, Arthur.",Crispin Ken,1861,m,mixed,0.0
uiuo.ark:/13960/t6f19g419,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,0.0
uc2.ark:/13960/t7sn0686c,"Gorrie, Daniel.","Geordie Purdie in London, or, The adventures of a Fifeshireman in the metropolis",1875,m,high_male,0.0
uiuo.ark:/13960/t8sb4qc54,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,0.0
uiuo.ark:/13960/t3vt29746,"Talbot, Thomas,",The Granvilles,1882,m,,0.0
uc2.ark:/13960/t87h1tb1m,"Lowndes, Marie Belloc,",The Red cross barge,1916,f,,0.0
uc2.ark:/13960/t89g5j479,"Fenn, George Manville,",The golden magnet,1884,m,high_male,0.0
uiuo.ark:/13960/t8pc3d46s,,Hardenbrass and Haverill;,1817,m,,0.0
uc2.ark:/13960/t88g8vf3z,"Pilling, William.",Ponce de Leon,1910,m,high_male,0.0
uiuo.ark:/13960/t3zs3102r,"Bray,","Henry de Pomefrey, or, The eve of St. John",1842,f,,0.0
uiuo.ark:/13960/t8pc3d497,"Harris, Alexander,",The emigrant family ;,1849,m,mixed,0.0
uiuo.ark:/13960/t8pc3jv2x,"Walsh,","The officer's daughter; or, A visit to Ireland in 1790",1810,f,high_female,0.0
uiuo.ark:/13960/t8pc3kb71,"Oliphant,",A rose in June,1874,f,,0.0
uiuo.ark:/13960/t8pc3mf2c,"Riddell, J. H.,",The Earl's promise,1873,f,,0.0
uiuo.ark:/13960/t3zs34654,"Goodrich, A. M.",The myrtle and the heather,1857,u,high_female,0.0
uc2.ark:/13960/t88g8k59z,"Scott, Walter,",The abbot,1820,m,,0.0
uiuo.ark:/13960/t8pc3mt5r,"Smart, Hawley,","Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty",1876,m,mixed,0.0
uc2.ark:/13960/t88g8hv6n,"Esmond, Henry.",A life's hazard,1878,m,mixed,0.0
uc2.ark:/13960/t88g8hr9r,"Prior, Herman Ludolphus,",Six months hence,1870,m,,0.0
uiuo.ark:/13960/t8qc0bg54,,Constancy and contrition,1844,u,,0.0
uc2.ark:/13960/t87h1t00n,"Blackmore, R. D.",Springhaven,1887,m,,0.0
uiuo.ark:/13960/t42r4d21z,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,0.0
