htid,author,title,year,authgender,female_category,england_as_such_intensity
uc1.32106011608509,"McCabe, Pat,",The dead school / | $c: Patrick McCabe,1995,u,mixed,2.6798156286847465
mdp.39015059246804,"Jacobson, Dan.",All for love / | $c: Dan Jacobsen.,2005,m,,2.6794566062002625
mdp.39015049548509,"Wickham, Madeleine,",Cocktails for three / | $c: Madeleine Wickham.,2000,f,high_female,2.677041690462593
uc2.ark:/13960/t2b854q62,"Nicholson, John Gambril,",In Carrington's duty-week,1910,m,high_male,2.676229727559814
mdp.39015082698401,"Holt, Hazel,",A time to die / | $c: Hazel Holt.,2008,f,high_female,2.675442116809803
mdp.39015000687775,"Hayman, Ronald,",Tolstoy.,1970,m,,2.6743688489516475
mdp.39015033089338,"Herdman, John,",Imelda and other stories / | $c: John Herdman.,1993,m,mixed,2.6736895579054316
uc1.32106006714205,"Figes, Eva.",Light / | $c: by Eva Figes.,1983,f,high_female,2.6729391639046294
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,high_female,2.672314157252327
uiuo.ark:/13960/t4qj8185c,"Pisani, Marianna.",The banker-lord,1840,f,,2.670654844567888
mdp.39015015453874,"Kharrāṭ, Idwār,",City of saffron / | $c: Edwar al-Kharrat ; translated by Frances Liardet.,1989,u,,2.670619183057592
uiuo.ark:/13960/t78s5br6x,"Riddell, J. H.,",The senior partner,1881,f,high_male,2.66812524179885
inu.32000007374913,"Marshall, Peter,",The raging moon.,1964,m,,2.6677693446624606
mdp.39015019421042,"Amis, Kingsley.",The folks that live on the hill / | $c: Kingsley Amis.,1990,m,,2.6673068203035397
uc1.b3834467,"Ewers, John Keith,","Money street, | a novel / | $c: by John K. Ewers",1933,m,mixed,2.6669985598207777
mdp.39015001086332,"Tournier, Michel.",Gemini / | $c: Michel Tournier ; translated by Anne Carter.,1981,m,,2.6668373442566993
mdp.39015019476244,,The Peter Owen anthology : | forty years of independent publishing / | $c: selected and with an introduction by Peter Owen ; foreword by D.J. Enright.,1991,u,mixed,2.6664533503986347
mdp.39015010729542,"Enzensberger, Christian.",Smut: | an anatomy of dirt; | $c: translated by Sandra Morris.,1972,m,mixed,2.6663111585121984
uc1.32106013857450,"Myerson, Julie",Me and the fat man / | $c: Julie Myerson,1998,f,,2.66588467382901
nyp.33433074943139,"Comstock, Harriet T.",The shield of silence,1921,f,high_female,2.662808552941072
uc1.$b259846,"Codet, Louis,",The fortunes of Bécot. | $c: Translated from the French by Anthony Bower. With an introd. by Thérèse Mayer.,1954,m,mixed,2.66187529114261
uiuo.ark:/13960/t48p6kn5h,"Oliphant,",Innocent,1873,f,high_female,2.6605651040280955
uc1.b3440940,"Enzensberger, Christian.",Smut: | an anatomy of dirt; | $c: translated by Sandra Morris.,1972,m,high_male,2.660281989890928
mdp.39015030737509,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,2.6582665443864055
mdp.39015018951569,"Roberts, Michèle.",In the red kitchen / | $c: Michèle Roberts.,1990,u,high_female,2.656959906475011
uc2.ark:/13960/t5n878d24,"Maturin, Charles Robert,",The Albigenses,1824,m,,2.6568540191559173
mdp.39015063514528,"Hope, Anthony,","The heart of Princess Osra, | $c: by Anthony Hope [pseud.]",1925,m,high_male,2.6568540191559173
uc1.b4927753,"O'Brien, Flann,",The poor mouth ( | a bad story about the hard life. | $c: Edited by Myles na Gopaleen (Flann O'Brien). Translated by Patrick C. Power and illustrated by Ralph Steadman.,1973,u,high_male,2.6568187252583755
uc1.b3283942,"Kossak, Zofia,","The blaze; | reminiscences of Volhynia, 1917-1919, | $c: by Sophia Kossak; translated from the original Polish.",1927,u,,2.6564187932774894
mdp.39015055183647,"Riley, Gwendoline,",Cold water / | $c: Gwendoline Riley.,2002,f,,2.656183595410115
njp.32101038032569,"Massinger, Philip.",Mart and mansion,1876,m,mixed,2.6537869539833343
mdp.39015043041584,"Merrick, Jay.",Horse latitudes / | $c: Jay Merrick.,1999,m,high_male,2.6532705982240774
uc2.ark:/13960/t03x8895t,"Mather, Marshall,",The sign of the wooden shoon,1896,m,high_male,2.6531180770200176
mdp.39015014317757,"Kernan, Thomas Dickenson,","Now with the morning star, | a novel | $c: by Thomas Kernan.",1945,m,high_male,2.6530828823092434
uc1.32106015537167,,Sisters : | an anthology / | $c: edited by Penelope Farmer,1999,u,high_female,2.651957144372547
mdp.39015002711011,"Prebble, John,",The buffalo soldiers.,1959,m,high_male,2.6516758591429785
mdp.39015046834134,"McAughtry, Sam.",Touch & go / | $c: Sam McAughtry.,1993,m,,2.6516758591429785
uc1.b4557428,"Cope, Jack,",The rain-maker.,1971,m,,2.6516055471588045
mdp.39015064002721,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,2.651211868945295
uc1.b3322474,"Cathcart,",The heir of Mordaunt,1835,f,high_female,2.650340568763086
uiuo.ark:/13960/t8bg39x97,Oliphant,"John, a love story",1870,f,high_female,2.64967342775003
mdp.39015080892840,"King, Danny,",Blue collar / | $c: Danny King.,2009,m,,2.6494511220425503
inu.39000004510009,"Feuchtwanger, Lion,",Jew Süss : | a historical romance / | $c: by Lion Feuchtwanger ; translated from the German by Willa and Edwin Muir.,1928,m,,2.6493996460402074
mdp.39076002872856,"Momjian, Serge.",Conflicting motives / | $c: Serge Momjian.,1994,m,,2.6485155070582937
mdp.39015030738705,"Fane, Julian,",Hounds of spring and other stories / | $c: Julian Fane.,1976,m,mixed,2.6466579326954887
mdp.39015030854148,"Banks, Lynne Reid,",The backward shadow.,1970,f,,2.6456659582161155
mdp.39015030709581,"Mitchell, Yvonne.",God is inexperienced : | a novel / | $c: by Yvonne Mitchell.,1974,f,,2.6450827910913612
mdp.39015050246175,"Desai, Anita,",Diamond dust : | and other stories / | $c: Anita Desai.,2000,f,,2.6449778483105204
inu.30000109970230,"Conway, Peter,",Locked in / | $c: Peter Conway.,2006,m,mixed,2.64389392697565
uc1.b4432451,"Bloch, Donald,",Arising.,1973,m,,2.6421824426976683
mdp.39015030851672,"Bloch, Donald,",Arising.,1973,m,,2.641135688345989
uiuo.ark:/13960/t3902rs2j,"Oliphant,",The primrose path,1878,f,high_female,2.6406474867637546
nyp.33433075771596,"Prest, Thomas Peckett.",Angelina;,1841,m,mixed,2.6404208830887645
mdp.39015073446026,"Petty, John.",A flame in my heart ... / | $c: John Petty.,1958,m,,2.639567110993797
uc1.$b102383,"King-Hall, Stephen, Sir,","Men of destiny : | or, The moment of no return / | $c: Stephen King- Hall.",1960,m,,2.6394277720590176
mdp.39015064913398,"Jacobson, Howard.",Kalooki nights / | $c: Howard Jacobson.,2006,m,,2.6378681804512865
nc01.ark:/13960/t5hb0039z,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,2.6374785704866146
mdp.39015080843686,"Haylett, Jon.",Black mongoose / | $c: by Jon Haylett.,2009,m,,2.635624862727872
njp.32101066459999,"Grand, Sarah.",The heavenly twins,1893,f,high_female,2.634236290995302
mdp.39015067084593,"Service, Robert W.",The pretender,1915,m,high_female,2.631255810689915
mdp.39015068802647,"Riley, Gwendoline,",Joshua Spassky / | $c: Gwendoline Riley.,2007,f,mixed,2.629987113063146
uc2.ark:/13960/t0js9k52b,"Jackson, Murray Cosby.","A soldier's diary, South Africa 1899-1901",1913,m,high_male,2.629572168608167
uc1.b3810590,"Close, Robert Shaw,",She's my lovely.,1962,m,mixed,2.6284662899198317
mdp.39015056165155,"Parsons, Tony,",Man and wife / | $c: Tony Parsons.,2002,m,mixed,2.6279367192837997
mdp.39015073820824,,65 great tales of the supernatural / | $c: edited by Mary Danby.,1979,u,mixed,2.6246236945777897
mdp.39015059246838,"Forster, Margaret,",Is there anything you want? / | $c: Margaret Forster.,2005,f,high_female,2.6234095579554895
mdp.39015031228722,"Davies, W. H.",A weak woman,1911,m,high_female,2.623019620186759
mdp.39015073951637,"Trollope, Joanna.",Friday nights / | $c: Joanna Trollope.,2008,f,,2.622033824236333
uc1.$b385848,"Körmendi, Ferenc,",Weekday in June : | a novel / | $c: by Ferenc Körmendi ; translated by Ferenc Gallo.,1946,u,high_male,2.62167866084654
uc1.b3472632,"Brown, George Mackay.",Time in a red coat / | $c: George Mackay Brown.,1984,m,mixed,2.621025869525332
uc1.32106007014209,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,2.6193438543644816
mdp.39015080878039,"Grace, Harriet.",Cells / | $c: by Harriet Grace.,2008,f,,2.6192866809272273
mdp.39015059389596,"Barrett, Eaton Stannard,",The heroine,1813,m,mixed,2.6188293832656804
mdp.39015001755290,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,2.61876080238831
njp.32101067494490,"Machar, J. S.,",The jail--experiences in 1916,1921,u,high_male,2.6185893659085853
uiuo.ark:/13960/t6pz5gj62,"Carey, Rosa Nouchette,",Lover or friend?,1890,f,,2.613969050606441
mdp.39015068629214,"Broomhall, A. J.",Strong tower.,1947,u,,2.6139234991722575
mdp.39015010466368,"(Charles Percy), Snow, C. P.","Time of hope, | a novel.",1949,f,,2.6131835108120467
mdp.39015073645510,"Ní Dhuibhne, Éilís,","Fox, swallow, scarecrow / | $c: Éilís Ní Dhuibhne.",2007,u,high_female,2.6129786650292
inu.30000110612037,"Gramich, Johannes,",The bridge over the river / | $c: Johannes Gramich.,2008,m,high_female,2.611886696355112
uc2.ark:/13960/t3mw2f986,"Wood, Henry,",Bessy Rane,1870,f,,2.611136497160389
uiuo.ark:/13960/t7tm7hh2x,"Besant, Walter,",This son of Vulcan,1876,m,,2.6108297216855516
uc1.b3327391,"Mills, John,",The life of a foxhound,1890,m,high_male,2.610625244746117
mdp.39015031238671,"Hanley, James,",Between the tides. | $c: With decorations by Timothy Hanley.,1939,m,high_male,2.6103867287938707
njp.32101063606469,"Costello, Louisa Stuart,","The queen's poisoner, or, France in the sixteenth century",1841,f,mixed,2.6103867287938707
mdp.39015056307666,"Tulloch, Jonathan.",The lottery / | $c: Jonathan Tulloch.,2003,m,,2.610165288716908
nyp.33433074870266,"Hamel, Felix John.","Harry Roughton, or, Reminiscences of a revenue officer",1859,m,,2.609671442365406
mdp.39015030946258,"Arnold, Bruce.",A singer at the wedding / | $c: Bruce Arnold.,1978,m,high_female,2.60908134245932
uc2.ark:/13960/t1bk18c52,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,2.6085141903171953
uc1.$b684914,"Ash, Bernard.",Silence for his worship.,1953,m,,2.6078169312514263
mdp.39015037443309,"French, Sean,",The dreamer of dreams / | $c: Sean French.,1995,m,high_male,2.6070520758652154
uc1.$b119556,"Brennan, Christopher.",A massacre of innocents: | a novel.,1967,m,mixed,2.6058631921824102
hvd.hwkd6r,"Hofland,","Ellen, the teacher",1836,f,high_female,2.603759829193355
njp.32101062932932,"Wedgwood, Julia,",Framleigh Hall,1858,f,,2.6034547844990303
mdp.39015063914645,"Ewing, Juliana Horatia Gatty,",Mary's meadow and Letters from a little garden,1886,f,mixed,2.6026078130286545
mdp.39015060123653,"Doyle, Roddy,","Oh, play that thing / | $c: Roddy Doyle.",2004,m,,2.6004927933843462
mdp.39015080739181,"Campbell, Karen,",After the fire / | $c: Karen Campbell.,2009,f,mixed,2.6002797901054153
mdp.39015065891064,"calling himself marquis of Pharnusa. Grosse, Karl,",Horrid mysteries; | a story from the German of the marquis of Grosse by P. Will ...,1927,m,,2.600081469219369
uc1.$b236156,"Davies, Rhys,","A pig in a poke, | stories, | $c: by Rhys Davies.",1931,m,high_female,2.5999012037542575
mdp.39015020168079,"Henty, G. A.",The cat of Bubastes,1888,m,high_female,2.599799815414213
inu.30000038734996,"Tolstai͡a, Tatʹi͡ana,",Sleepwalker in a fog / | $c: Tatyana Tolstaya ; translated from the Russian by Jamey Gambrell.,1991,u,,2.599292992306093
mdp.49015001395582,"Steiner, George,",Proofs and three parables / | $c: George Steiner.,1993,m,,2.598820135658411
mdp.39015053585975,"Obaldia, René de.",The centenarian: | a novel; | $c: translated from the French by Alexander Trocchi.,1970,u,,2.597605008182456
mdp.39015030584596,"Kuprin, A. I.","A Slay soul, and other stories",1916,m,,2.596761837988029
uc1.b3741143,"Val Baker, Denys,",The tenant and other stories / | $c: Denys Val Baker.,1985,m,,2.5953465436472407
mdp.39015022190550,"Garcia Morales, Adelaida.",The silence of the sirens / | $c: Adelaida Garcia Morales ; translated from the Spanish by Concilia Hayter.,1988,f,high_female,2.5925541843824536
uiuo.ark:/13960/t08w42m71,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,2.5919494051476115
uc1.b3578940,"Blackwood, Algernon,",The empty house,1915,m,high_male,2.5918822248717017
mdp.39015020644186,"Amis, Kingsley.",Jake's thing / | $c: [by] Kingsley Amis.,1978,m,,2.591523988873724
njp.32101063607202,"Lawrence, Charles Edward,",Mr. Ambrose,1922,m,mixed,2.5908078138763666
mdp.39015016452388,"Branfield, John.",In the country.,1966,m,mixed,2.588159171789065
mdp.39015048860921,"Sena, Jorge de.",Signs of fire / | $c: Jorge de Sena ; translated by John Byrne.,1999,m,high_male,2.5877047059258436
mdp.39015066739841,,Outside of a dog-- : | an anthology of new writing / | $c: introduction by Alan Bissett.,2006,u,,2.5867866935692483
mdp.39015051324997,"Benson, E. F. (Edward Frederic),","Rex, | $c: by E. F. Benson.",1925,m,,2.586519062645492
mdp.39015063346707,"Titley, Alan.",Parabolas : | stories & fables / | $c: Alan Titley.,2005,m,high_male,2.586452163567235
mdp.39015022182508,"De Wet, Oloff.",Cardboard crucifix : | the story of a pilot in Spain / | $c: by Oloff de Wet.,1938,u,high_male,2.586429864643504
uc1.b4082975,"Williams, Tennessee,",Three players of a summer game : | and other stories / | $c: Tennessee Williams.,1960,m,,2.586418715325824
mdp.39015028874512,"McGrath, Eamonn,",The fish in the stone / | $c: Eamonn McGrath.,1994,u,high_female,2.5861846018568806
uva.x030765296,"Caine, William,",Hoffman's chance,1912,m,mixed,2.5855493646012437
mdp.39015013763563,"Druon, Maurice,","The last detachment: the cadets of Saumur, 1940; | a novel. | $c: Translated from the French by Humphrey Hare.",1957,m,,2.5848142164781907
uc1.32106013037244,"Hammick, Georgina",The Arizona game / | $c: Georgina Hammick,1996,f,high_female,2.584647195657793
uc2.ark:/13960/t6h12vx0n,"Aldrich, Thomas Bailey,",The Stillwater tragedy,1886,m,,2.5827780360555814
uiuo.ark:/13960/t2c82pf2b,"Gore, Leslie.",Annie Jennings,1870,f,high_female,2.582311168495804
mdp.39015005279636,"the Elder Pliny,",Pliny's natural history : | a selection from Philemon Holland's translation / | $c: edited by J. Newsome.,1964,m,high_male,2.5806618107213595
mdp.39015080864617,"Harvey, John,",Far cry / | $c: John Harvey.,2009,m,high_female,2.5801124929046906
dul1.ark:/13960/t7fr0gj3r,,The three chances,1858,u,,2.579446966570367
uiuo.ark:/13960/t1dj5z849,"Macquoid, Katharine S.",Appledore farm,1894,f,high_female,2.5789813023855577
uc1.$b787237,"Mortimer, John,",Three winters / John Mortimer,1956,m,high_female,2.578549050449312
uc2.ark:/13960/t4cn70x6h,"MacDonald, George,",Alec Forbes of Howglen,1865,m,mixed,2.5782831212695467
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,mixed,2.577618538232527
uiuo.ark:/13960/t1pg28m9k,"Pickering, Percival,",A life awry,1893,f,high_female,2.5772531635782583
inu.30000110620865,"McGilvary, Marion.",A lost wife's tale / | $c: Marion McGilvary.,2009,u,,2.576810424057102
uiuo.ark:/13960/t7np2q169,"Sherer, Moyle,",Tales of the wars of our times,1829,m,,2.5762903994538267
mdp.39015047453298,"Humphreys, Emyr.",The gift of a daughter / | $c: Emyr Humphreys.,1998,m,high_female,2.5743559819451836
nyp.33433074911318,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,2.574333891105677
uiuo.ark:/13960/t39z9jk92,"Grey, Edward.",Dr. Sinclair's sister,1891,m,,2.573240868211469
uc1.$b287366,"Pain, Barry,",Barry Pain [Selected pieces],1934,u,mixed,2.5728767334756992
uc2.ark:/13960/t5z60ct07,"Ewing, Juliana Horatia,",A great emergency & other tales,1908,f,,2.570594964204465
mdp.39015000675234,"Sargeson, Frank.",Sunset Village / | $c: Frank Sargeson.,1976,m,mixed,2.5698352735589647
mdp.39015005750024,"Ṣāliḥ, al-Ṭayyib.","The wedding of Zein, | and other stories, | $c: by Tayeb Salih; translated from the Arabic by Denys Johnson-Davies & illustrated by Ibrahim Salahi.",1968,u,high_male,2.5687130747495504
mdp.39015033442453,"Proust, Marcel,","The Guermantes way, | $c: by Marcel Proust: translated by C. K. Scott Moncrieff ...",1925,m,high_male,2.5679050388716624
mdp.39015064690533,"Self, Will.",The book of Dave : | a revelation of the recent past and the distant future / | $c: Will Self.,2006,m,high_male,2.5634846985598343
mdp.39015062113934,"Böll, Heinrich,",Billiards at half past nine. | $c: Translated from the German by Patrick Bowles.,1961,u,,2.563401462847768
mdp.39015051279720,"Jenkins, Robin,",Childish things / | $c: Robin Jenkins.,2001,f,high_female,2.560229396553931
mdp.39015053247840,"Dutton, Geoffrey,",Modern Australian writing.,1966,m,high_female,2.559858013208867
uc2.ark:/13960/t4vh5d15j,"Silberrad, Una Lucy,","Sampson Rideout, Quaker",1911,f,,2.5596396027439337
nyp.33433074911300,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,2.558460829964693
uc1.$b244926,"Spewack, Samuel,",The busy busy people / | $c: by Samuel Spewack.,1949,m,,2.558002711482874
mdp.39015078794370,"Wilson, Robert,",The ignorance of blood / | $c: Robert Wilson.,2009,m,mixed,2.557855493953869
uc2.ark:/13960/t8cf9p28b,"Hyatt, Stanley Portal,",The law of the bolo,1910,m,,2.557315841292979
mdp.39015062827293,"Mazelis, Jo.",Circle games / | $c: Jo Mazelis.,2005,f,mixed,2.556956199340305
nyp.33433075750970,"Smith, Herbert Greenough,",Castle Sombras;,1895,m,high_female,2.556956199340305
uiuo.ark:/13960/t1zc8fb6b,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,2.556727388942154
uc1.b3688400,"Cabell, James Branch,",Jurgen : | a comedy of justice / | $c: Branch Cabell ; with an introd. by Hugh Walpole.,1923,m,high_male,2.5564550489987217
uiuo.ark:/13960/t64466k9s,"Martin, Herbert,",A girl's past,1893,f,high_female,2.556302563971472
nyp.33433008142055,"Balfour, Clara Lucas,",Drift,1861,f,,2.555540411612375
mdp.39015040054002,"D'Aguiar, Fred,",Feeding the ghosts / | $c: Fred D'Aguiar.,1997,m,high_male,2.553691360862126
mdp.39015014876141,"Crewe, Candida,",Accommodating Molly / | $c: Candida Crewe.,1989,f,high_female,2.553474001378876
mdp.39015025389233,"García Morales, Adelaida.","The South ; and, Bene / | $c: Adelaida García Morales ; translated by Sarah Marsh.",1992,f,high_female,2.553300140431508
mdp.39015050023814,"Dowie, Claire.",The year of the monkey ; | Designs for living ; Sodom / | $c: Claire Dowie.,2001,f,high_female,2.5532349486799775
hvd.hwkd9i,"Heney, James.",Agnes : or the sailor's orphan ;,1825,m,,2.553158895843883
mdp.39015042795206,,Shorts : | new writing from Granta Books / | $c: Louis de Bernières ... [et al.].,1998,u,mixed,2.5531263031582174
uiuo.ark:/13960/t4wh34v61,"Oliphant,",Miss Marjoribanks,1866,f,high_female,2.551964374577331
uc1.b3727131,"Bongartz, Roy.",Twelve chases on West Ninety-ninth Street.,1966,m,,2.55124819818096
uiuo.ark:/13960/t5fb5r230,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,2.5508902607009847
mdp.39015060668954,,Urban Welsh : | new short fiction / | $c: edited by Lewis Davies.,2005,u,mixed,2.550467373146129
uc1.32106012744022,"Gee, Sue",The hours of the night / | $c: Sue Gee,1996,f,,2.5500608827035744
uc1.$b103170,"Mitchison, Naomi,",Lobsters on the agenda.,1952,f,,2.550022950206552
mdp.39015014543626,,Sometimes when it rains : | writings by South African women / | $c: edited by Ann Oosthuizen ; linocuts by Bongiwe Dhlomo.,1987,u,,2.549557014468736
uiuo.ark:/13960/t46q2mk6q,"Trollope, Frances Milton,",Young love;,1844,f,high_female,2.5490371012350086
uc2.ark:/13960/t01z46j1d,"Reid, Forrest,",Following darkness,1912,m,,2.548853016142736
uiuo.ark:/13960/t51g16h3b,"Kelly, Tom,",Time and chance,1882,f,mixed,2.547965449588504
mdp.39015018648249,"Byng, Lucy Margaret (Greenly) Schomberg.",Roumanian stories,1921,f,,2.5479005299633104
inu.30000055841815,"Maré, Leon.",Dying is not easy / | $c: Leon Maré.,1996,m,,2.5465379816139957
mdp.39015010918996,"Sciascia, Leonardo.",Mafia vendetta.,1963,m,high_male,2.5463434508046445
mdp.39015041105654,"Chatzēs, Dēmētrēs,",The end of our small town / | $c: Dimitris Hatzis ; translated by David Vere ; edited by Dimitris Tziovas.,1995,u,mixed,2.5442379371318804
uc1.b3834735,"Du Maurier, Daphne,",The scapegoat.,1957,f,,2.5428793022339193
uc2.ark:/13960/t0pr7sw88,"Wood, Henry,",Roland Yorke,1869,f,,2.5393923234170064
njp.32101062932924,"Wedgwood, Julia,",Framleigh Hall,1858,f,,2.5390054715567913
mdp.39015064701801,,The remarkable everyday : | a collection of short stories.,2005,u,mixed,2.5382965491858416
mdp.39015084102907,"Dobbs, Michael,",The edge of madness / | $c: Michael Dobbs.,2009,m,high_male,2.537920766113682
mdp.39015041834410,,"Jazz and palm wine, and other stories / | $c: edited with an introduction by Willfried F. Feuser.",1981,u,high_male,2.5371051630090067
uc1.b4663482,"Grierson, Elizabeth Wilson.",The Scottish fairy book,1918,f,,2.5370407956159937
mdp.39015082739668,"Robinson, Peter,",All the colours of darkness / | $c: Peter Robinson.,2008,m,,2.534083422026253
mdp.39076006257948,"Faulkner, William,",The collected short stories of William Faulkner / | $c: William Faulkner.,1958,m,mixed,2.532094295191553
inu.30000110600156,"Hayden, Torey L.",The sunflower forest : | a novel / | $c: Torey Hayden.,2008,u,,2.529580279392142
uc2.ark:/13960/t8jd4sb70,"Manning, Anne,",Cherry & Violet,1853,f,,2.526507272130098
uc1.$b243633,"Morley, Christopher,","Pandora lifts the lid, | $c: by Christopher Morley and Don Marquis.",1924,m,,2.5258265767472405
inu.32000002548255,"Scott, Paul,",Chinese love pavilion / | $c: Paul Scott.,1967,m,high_male,2.525146248053533
njp.32101013971989,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,2.5240839678599976
mdp.39015022276011,,Disorderly conduct : | the VLS fiction reader / | $c: edited by M. Mark.,1991,u,mixed,2.5233196793701795
mdp.39015084102576,"Russell, Craig,",Lennox / | $c: Craig Russell.,2009,m,,2.523107459146685
mdp.39015070756120,"Johnston, Jennifer,",Foolish mortals / | $c: Jennifer Johnston.,2007,f,,2.5226725192669113
uc1.b3477705,"Braine, John.",The queen of a distant country.,1972,m,mixed,2.5215911239992437
inu.32000007038492,"MacDonald, George,",Malcolm,1875,m,mixed,2.5215911239992437
mdp.39015042982036,"Storey, David,",A serious man / | $c: David Storey.,1998,m,high_female,2.520050148997965
uc1.$b236080,"Comfort, Alex,",The almond tree : | a legend / | $c: by Alex Comfort.,1942,m,,2.519907267412559
inu.30000110622598,"Bostock, Pete.",The lantern club / | $c: Pete Bostock.,2009,m,,2.519907267412559
mdp.39015016444492,"Firbank, Ronald,",Valmouth. | $c: With illus. by Philippe Jullian.,1956,m,high_female,2.517813530729914
uiuo.ark:/13960/t0ms47d1k,,Lemira of Lorraine,1822,u,high_female,2.5176867494146378
uc2.ark:/13960/t0000c64z,"Holme, Constance.",Beautiful end,1918,f,,2.5175916718067497
uc1.$b144788,"Gálvez, Manuel,","Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells.",1934,m,,2.5169263295663336
uc2.ark:/13960/t1xd0w07q,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,2.5167996375808523
mdp.39015053110972,"Woodward, Gerard,",August / | $c: Gerard Woodward.,2001,m,high_female,2.516081957176285
uc1.$b804001,"Thomas, Gwyn,",Now lead us home.,1952,m,,2.5150483727637027
uiuo.ark:/13960/t72v34106,"Oliphant,",Madonna Mary,1867,f,high_female,2.514742678955376
mdp.39015031234167,"Hocking, Mary.",Family circle.,1972,f,,2.51407884151247
mdp.39015002300732,"Creeley, Robert,","The gold diggers, | and other stories.",1965,m,mixed,2.5131942699170646
mdp.39015016442520,"Kimenye, Barbara.",Kalasandra revisted.,1966,f,high_female,2.5124996859375393
uc1.$b243987,"Priestley, J. B. (John Boynton),","The other place, | and other stories of the same sort.",1953,m,,2.512404999685949
inu.30000055969665,,The Penguin book of Latin American short stories / | $c: edited by Thomas Colchie.,1993,u,,2.512209337379665
mdp.39015069313578,"Woodward, Gerard,",A curious Earth / | $c: Gerard Woodward.,2007,m,,2.511847547599511
uc1.32106005534992,"Ackroyd, Peter,",Hawksmoor / | $c: by Peter Ackroyd.,1985,m,high_male,2.509851165825866
uc1.$b323485,"Bullett, Gerald William,",The Peacock brides.,1958,m,high_female,2.5074911297501283
uc2.ark:/13960/t3st7fj83,"Douglass, Frederick,","Narrative of the life of Frederick Douglass, an American slave",1852,m,high_male,2.507208223642974
inu.30000010422933,"Spender, Stephen,","The backward son, | a novel, | $c: by Stephen Spender.",1940,m,,2.507082508085341
inu.30000026345441,"Kneale, Matthew,",Sweet Thames : | a novel / | $c: Matthew Kneale.,1992,m,mixed,2.505951635133442
mdp.39015059376262,,The New British novelist;,1830,u,,2.5040691123074996
uc1.$b242925,"Hanley, James,",Collected stories.,1953,m,,2.4997500249975
uc1.$b243801,"Jacobson, Dan.",The price of diamonds.,1957,m,high_male,2.499468862866641
mdp.39015080844270,"Campbell, Marion May,",Fragments from a paper witch / | $c: Marion May Campbell ; with a preface by Gail Jones.,2008,u,,2.498688188700932
mdp.39015017962575,"Virtue, Noel,",In the country of salvation / | $c: Noel Virtue.,1990,m,high_male,2.4977832173945624
uc1.b3711062,"Nathan, Robert,",The adventures of Tapiola.,1950,m,high_male,2.4966918832546874
inu.39000000572755,"Bramah, Ernest,",[Short stories] / | $c: Ernest Bramah.,1929,m,,2.4959129425565636
mdp.39015047750396,"Jarves, James Jackson,",Kiana,1857,m,,2.495663784174996
uc1.$b244598,"Royde-Smith, Naomi Gwladys.","A blue rose, | a tale",1959,f,high_female,2.495196746263443
mdp.39015013160810,"Adamson, Iain,",The forgotten men.,1965,u,high_male,2.495041105802218
mdp.39015010318452,"Wain, John.","Death of the hind legs, and other stories / | $c: John Wain.",1966,m,mixed,2.4944498490857843
nyp.33433075748859,"Orme, Joseph.",The adventures of Gulliver Redivivus,1881,m,high_male,2.4922118380062304
uc1.b2802929,"Val Baker, Denys,","The flame swallower, and other stories from Cornwall.",1963,m,mixed,2.4919634179770243
mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.,1967,u,high_female,2.4913425845187973
uc1.$b98822,"Bell, Walter Dalrymple Maitland,","The wanderings of an elephant hunter, | $c: by W.D.M. Bell.",1923,m,high_male,2.491187424485881
uiuo.ark:/13960/t6ww7z58t,"Munster, Wilhelmina Fitzclarence,",Dorinda,1889,f,high_female,2.4895439155546706
uc1.32106001622791,"Mishima, Yukio,",New writing in Japan; | $c: edited by Yukio Mishima and Geoffrey Bownas.,1972,m,high_female,2.488490730372029
inu.30000008735510,"Dube, Hope.",Desert storm / | $c: Hope Dube.,1992,f,high_female,2.4864488537470786
uc1.$b243508,"O'Brian, Patrick,","The frozen flame, | a novel.",1953,m,,2.4863870310052465
uiuo.ark:/13960/t7dr3gh53,"Saunders, John,","One against the world; or, Reuben's war. A novel in three volumes",1865,m,mixed,2.4861088667072733
