htid,author,title,year,authgender,female_category,gb_intensity
uc1.32106019391561,"Rohan, Zina,",The officer's daughter / | $c: Zina Rohan,2007,f,high_female,18.92139631495295
uc1.$b614308,"Ammers-Küller, Jo van.","Tantalus, | $c: by Jo van Ammers-Kuller ... Translated from the Dutch by G.J. Renier and Irene Clephane.",1930,f,mixed,18.919430254871752
nyp.33433074865274,"Jolly, Emily.",Bond and free,1860,f,mixed,18.917498686284816
mdp.39015003928036,"Gatty, Alfred,",Aunt Judy's letters,1862,f,high_female,18.908140814081406
mdp.39015033521934,"Aluko, T. M. (Timothy MofOlorunso),",Wrong ones in the dock / | $c: T.M. Aluko.,1982,m,mixed,18.904485089087387
mdp.39015034340722,"Louvish, Simon.",City of Blok / | $c: Simon Louvish.,1988,m,,18.89772282439966
nyp.33433074945837,"Clegg, Thomas Bailey.",The love child,1906,m,mixed,18.896893823077832
inu.32000009141344,"Coppard, A. E. (Alfred Edgar),",Tapster's tapestry / | $c: by A.E. Coppard ; engravings by Gwenda Morgan.,1938,m,high_male,18.89644746787604
mdp.39015037444760,"Banville, John.",Athena / | $c: John Banville.,1995,m,mixed,18.88280442968377
mdp.39015055899911,"Unsworth, Tania.",The seahorse / | $c: Tania Unsworth.,2002,f,high_female,18.880749188127787
inu.32000009629660,"Lockley, R. M. (Ronald Mathias),",Seal woman / | $c: [by] Ronald Lockley ; illustrations by Robert Gillmor.,1974,m,high_male,18.879323365050595
uc1.32106001968434,"Beckett, Samuel,",More pricks than kicks.,1966,m,,18.87682869277961
uiuo.ark:/13960/t7pn9qw7m,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,18.873951043874676
uiuo.ark:/13960/t59c79p60,"Farjeon, B. L.",The Duchess of Rosemary Lane,1876,m,,18.865788778628833
mdp.39015011497297,,Egyptian short stories / | $c: selected and translated from the Arabic by Denys Johnson-Davies.,1978,u,,18.85517653159028
hvd.hn2he5,,"The Governess, or, Evening amusements at a boarding school",1800,u,,18.85318753534973
mdp.39015005236727,"Rabelais, François,",Gargantua and Pantagruel | $c: [by] François Rabelais.,1954,u,high_male,18.853085980845265
njp.32101066164854,"Blackwood, Algernon,",The human chord,1916,m,,18.848501544127245
mdp.39015054447555,"Rivas, Manuel,",Vermeer's milkmaid & other stories / | $c: Manuel Rivas ; translated from the Galician by Jonathan Dunne.,2002,m,,18.847920838732477
mdp.39015059414964,"Manners-Sutton, D.",Black god; | a story of the Congo.,1939,u,high_male,18.84493134163348
uc1.b4402151,,The ninth wave.,1955,u,mixed,18.843217276606502
uc1.$b114284,"Young, Miriam,","Mother wore tights | $c: [by] Miriam Young, illustrated by Howard Williamson.",1944,f,high_female,18.840153076243745
njp.32101037974837,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,18.83381045653157
uc1.$b101734,"Manners-Sutton, D. (Doris),","Black god; | a story of the Congo, | $c: by D. Manners-Sutton.",1934,f,high_male,18.828136767585477
nnc1.cu58447903,"Kingston, William Henry Giles,",Afar in the forest,1892,m,,18.826047322737903
uc1.l0058382789,"Grier, Sydney C.,",The heir,1906,m,mixed,18.8238515311492
inu.30000009170220,"Jolley, Elizabeth,",Cabin fever / | $c: Elizabeth Jolley.,1991,f,high_female,18.821364339788367
mdp.39015049208641,"Busi, Aldo,",Seminar on youth / | $c: Aldo Busi ; translated from the Italian by Stuart Hood.,1988,m,high_female,18.81638000724779
uc1.b4018255,"Fisher, Ruth B.",Twilight tales of the black Baganda,1911,f,high_male,18.816192677813017
hvd.32044009594987,"Brown, Charles Brockden,","Carwin, the biloquist",1822,m,high_female,18.800919156047627
uc1.$b792447,"Enright, D. J. (Dennis Joseph),","Heaven knows where, | a novel.",1957,m,high_male,18.793263659048435
nyp.33433082531017,"Elliott, E. S.",Father's coming home,1862,f,,18.790713211959247
mdp.39015053247840,"Dutton, Geoffrey,",Modern Australian writing.,1966,m,high_female,18.772292096865023
uc1.$b803660,"Colver, Anne,",Mr. Lincoln's wife.,1945,f,high_female,18.772170580772116
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,high_male,18.76495332217861
inu.30000083501357,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,,18.757961227730377
hvd.32044086797222,"Boswell, George.",Maria of the mountain;,1827,m,,18.755568059267596
uc2.ark:/13960/t9q23t78j,"MacDonald, George,",Alec Forbes of Howglen,1865,m,mixed,18.74790759959826
mdp.39015014609021,"Ginzburg, Natalia.",Family / | $c: [Natalia Ginzburg] ; translated from the Italian by Beryl Stockman.,1988,f,mixed,18.73945905428197
mdp.39015033493639,"Simenon, Georges,",Red lights / | $c: Georges Simenon; [translated by Norma Denny].,1975,m,,18.734310015362137
mdp.39015049549069,"Houghton, Gordon.",The apprentice / | $c: Gordon Houghton.,1999,m,high_female,18.718412678604857
uiuo.ark:/13960/t8rb7f32m,"Frere, B.","Rank and fashion!, or, The mazes of life",1821,m,,18.705574261129815
mdp.39015016746391,"Mitford, Mary Russell,",Stories of American life;,1830,f,,18.700327255726975
mdp.39015030029063,"Lie, Jonas Lauritz Idemil,",The visionary,1894,m,,18.694646320659924
njp.32101065702878,"Raine, Allen,",A Welsh witch,1902,f,,18.69374694164802
mdp.39015069332156,"Treasure, Joe,",The male gaze : | a novel / | $c: Joe Treasure.,2007,m,high_female,18.692382853987
mdp.39015047545473,"Maja-Pearce, Adewale.",Loyalties.,1986,u,,18.687707641196013
uc1.$b245043,"Tracy, Don,",Streets of Askelon.,1952,m,mixed,18.67917479556681
mdp.39015028984972,"Maja-Pearce, Adewale.",Loyalties.,1986,u,,18.67646143310714
mdp.39015010729542,"Enzensberger, Christian.",Smut: | an anatomy of dirt; | $c: translated by Sandra Morris.,1972,m,mixed,18.664178109585382
njp.32101067632628,"Ouida,",Princess Napraxine,1884,f,mixed,18.663898188435383
uiuo.ark:/13960/t3708r06t,"Wood, Henry,",The Red court farm,1868,f,,18.663431671843547
inu.30000045714122,"Ginzburg, Natalia.",Family / | $c: Natalia Ginzburg ; translated by Beryl Stockman.,1992,f,mixed,18.64705272972133
uc1.$b322948,"Barrett, Michael.",The reward.,1955,m,high_male,18.639039468166075
hvd.hnp661,"Smallwood, Edward.","Manuella, the executioner's daughter",1837,m,mixed,18.63585538576221
mdp.39015007708384,"Iroh, Eddie.",Forty-eight guns for the general / | $c: Eddie Iroh.,1976,m,high_male,18.630190714320733
uc1.$b800689,"Dragadze, Tamara.",Like milk on the fire; | a novel.,1965,f,high_female,18.622240685298458
uc1.b3322074,"Francis, Francis.",Wild Rose,1895,m,high_male,18.622118421154724
uc1.b3440940,"Enzensberger, Christian.",Smut: | an anatomy of dirt; | $c: translated by Sandra Morris.,1972,m,high_male,18.621973929236496
mdp.39015053111772,"Francis, David,",Agapanthus tango / | $c: David Francis.,2001,m,high_female,18.621028219321857
mdp.39015002710419,"Prichard, Katharine Susannah,",Golden miles.,1948,f,,18.608842138253905
nyp.33433075832182,"Porchat, J. Jacques",Three months under the snow,1855,m,high_male,18.590322409305784
mdp.39015064989331,"Edric, Robert,",The kingdom of ashes / | $c: Robert Edric.,2007,m,,18.589313569390672
uiuo.ark:/13960/t3bz6k827,"Grant, Maria M.",The sun-maid,1876,f,,18.57930265684028
mdp.39015030719259,"Zwelonke, D. M.",Robben Island | $c: [by] D. M. Zwelonke.,1973,u,high_male,18.57786447447866
mdp.39015059306061,"Morken Andersen, Merete.",Oceans of time / | $c: Merete Morken Andersen ; translated from the Norwegian by Barbara J. Haveland.,2004,u,high_female,18.573851247678267
mdp.39015016442512,"Kimenye, Barbara.",Kalasanda. | $c: Illus. by N. Kagwa.,1965,f,high_female,18.571087469821983
uiuo.ark:/13960/t98635387,"Oliphant,",Within the precincts,1879,f,high_female,18.5694555667746
mdp.39076006257948,"Faulkner, William,",The collected short stories of William Faulkner / | $c: William Faulkner.,1958,m,mixed,18.568691498071384
wu.89011120391,"Martenson, Jan,",Death calls on the witches : | a novel / | $c: by Jan Martenson ; translated from the Swedish by Joan Tate.,1979,u,high_female,18.550509559309457
mdp.39015060400457,"O'Grady, Timothy.",Light / | $c: Timothy O'Grady.,2004,m,,18.549625400620386
uc1.$b87336,"Fraser, Ronald,","Landscape with figures, | $c: by Ronald Fraser.",1925,m,,18.549188473004303
uc2.ark:/13960/t5n874m25,,The History of little King Pippin,1810,m,high_male,18.5459940652819
uiuo.ark:/13960/t2n59527q,"Reid, Mayne,",The quadroon,1856,m,high_male,18.532933021980057
inu.30000043724412,"Figgis, Diana.",Sydney nocturne / | $c: Diana Figgis.,1995,f,mixed,18.529842311041932
uc2.ark:/13960/t9b56fb83,"Frost, Robert,",North of Boston,1914,m,,18.52881230313137
mdp.39015021919876,"Hartley, L. P. (Leslie Poles),",Facial justice.,1960,m,high_female,18.527802602611327
uc2.ark:/13960/t7dr2rh8g,"Lover, Samuel,",Handy Andy,1853,m,high_male,18.52252029759516
mdp.39015074051635,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,high_female,18.515212230620193
uc1.32106016455070,"Kidman, Fiona,",Paddy's puzzle / | $c: by Fiona Kidman,1983,f,high_female,18.50192809566471
uc1.$b794470,"Collins, Norman,",Anna / | $c: by Norman Collins.,1942,m,high_female,18.499720132439023
wu.89094594587,"Mījatovīć, Elodie Lawton,",Serbian folk-lore,1874,f,mixed,18.490744355186653
uiuo.ark:/13960/t2r504n3h,"Jenkins, Edward,",Lutchmee and Dilloo,1877,m,,18.480872297172425
mdp.39015032140694,,"Russian short stories / | $c: translated, with an introduction by Rochelle S. Townsend.",1924,u,,18.470205250155843
mdp.39015064948279,"Gardiner, Michael,",Escalator / | $c: Michael Gardiner.,2006,m,mixed,18.45885353738757
wu.89055051759,"Doorly, Eleanor.",The radium woman : | a youth edition of the life of Madame Curie / | $c: by Eleanor Doorly ... and woodcuts by Robert Gibbings.,1940,f,high_female,18.45472440944882
nyp.33433075767206,"Wheelwright, Edith Gray.",Anthony Graeme,1895,f,,18.453802059905655
njp.32101067634111,"Hall, S. C.,",Midsummer Eve,1848,f,,18.443945774799424
nyp.33433075747166,,Sephora;,1826,u,mixed,18.442698535649736
mdp.39015057083993,"Taylor, Meadows,",Tara,1863,m,mixed,18.43776792381514
mdp.39015065815683,"Poe, Edgar Allan,",The works of Edgar Allan Poe,1883,m,,18.436894369458212
nyp.33433073355632,"Dostoyevsky, Fyodor,",Poor folk,1894,f,,18.43629491926439
mdp.39015018047657,"Winny, James.","The descent of Euphues,",1957,m,mixed,18.43521864169309
mdp.39015047446870,"Buckley, Jonathan,",Xerxes / | $c: Jonathan Buckley.,1999,m,high_male,18.43009131272514
wu.89100091255,"Aleksinskaia, Tatiana.",With the Russian wounded,1916,u,high_male,18.424123318798745
uc1.32106014860800,,Hoops of fire : | fifty years of fiction by Pakistani women / | $c: edited by Aamer Hussein ; [translated by Yasmin Hameed ... et al.],1999,u,,18.416467154939156
uc1.b3114920,"Kuehnelt-Leddihn, Erik von,",Night over the east / | $c: translated and adapted from the German by Edwin and Willa Muir.,1936,m,mixed,18.41471409314899
inu.39000005891341,,Amiran-Darejaniani; | a cycle of medieval Georgian tales traditionally ascribed to Mose Khoneli. | $c: Translated by R. H. Stevenson.,1958,u,high_male,18.41267405730945
mdp.39015024283155,,Amiran-Darejaniani; | a cycle of medieval Georgian tales traditionally ascribed to Mose Khoneli. | $c: Translated by R. H. Stevenson.,1958,u,high_male,18.41069661473316
uc1.b4559309,,Hoops of fire : | fifty years of fiction by Pakistani women / | $c: edited by Aamer Hussein ; [translated by Yasmin Hameed ... et al.],1999,u,,18.409164931956894
pst.000049733785,"Laurie, Peter.",Mauby's big adventure / | $c: by Peter Laurie ; illustrated by H. Ann Dodson.,2000,m,high_male,18.39249586168843
inu.30000050890692,"Collen, Lindsey.",The rape of Sita / | $c: Lindsey Collen.,1993,u,high_female,18.389747715648525
uc1.b3727168,"Orlovitz, Gil,",Ice never F: a novel.,1970,m,,18.374516750209462
mdp.39015031938619,"Richardson, John,",Wacousta;,1832,m,high_male,18.373185647917268
nyp.33433082345954,"Kingston, William Henry Giles,",In the wilds of Africa,1872,m,high_male,18.371029966391827
mdp.39015031305678,"Stow, Randolph,",Visitants / | $c: Randolph Stow.,1979,m,,18.367370366543835
nyp.33433074949524,"Craik, Georgiana M.",Riverston,1857,f,,18.36479835451407
uc1.b4376848,"Inoue, Yasushi,",The hunting gun / | $c: Yasushi Inoue ; translated from the Japanese and with an introduction by Sadamichi Yokoö and Sanford Goldstein,1989,u,,18.358729575913348
mdp.39015030714896,"Sutcliffe, Halliwell,",Mistress Barbara Cunliffe / | $c: by Halliwell Sutcliffe.,1924,m,mixed,18.347541757039235
nyp.33433082167705,"Dickens, Charles,",The old curiosity shop,1866,m,,18.34399578088097
uc1.b3548208,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,18.342669281672855
inu.30000100364466,"Bell, Gerard.",Side-show / | $c: by Gerard Bell.,1953,m,high_male,18.3417059824531
uc1.32106012884018,"Batory, Elizabeth,",I do dance / | $c: Elizabeth Batory,1996,f,high_female,18.33335683763697
uc2.ark:/13960/t72v2rk89,"Hawke, Jonathan.",Under the street lamp,1910,m,high_male,18.31680750256435
uc1.32106005619801,,Pulsar 2 : | an original anthology of science fiction and science futures / | $c: edited by George Hay.,1979,u,high_male,18.312954302135573
inu.30000026319594,"West, Morris L.",The ringmaster / | $c: Morris West.,1992,m,mixed,18.3100501831005
mdp.39015073645510,"Ní Dhuibhne, Éilís,","Fox, swallow, scarecrow / | $c: Éilís Ní Dhuibhne.",2007,u,high_female,18.290850655204405
mdp.39015040081617,"Čapek, Karel,",Tales from two pockets / | $c: Karel Čapek ; translated from the Czech by Paul Selver ; with drawings by Karel Svolinsky.,1962,u,,18.290229359476168
mdp.39015030930625,,Canadian short stories / | $c: with an introduction.,1960,u,mixed,18.289708990408062
njp.32101064907049,"Roche, Regina Maria,",The maid of the hamlet;,1833,f,,18.280700150815775
inu.30000118600547,"Tucker, A. N. (Archibald Norman),","The disappointed lion, | and other stories from the Bari of Central Africa; | $c: with a preface by ""Elizabeth"" of the Children's hour, illus. by John Farleigh.",1937,m,,18.279029383539733
uiuo.ark:/13960/t5gb2gf86,"Gissing, Algernon,",The scholar of Bygate,1897,m,,18.27184856291911
nyp.33433074870266,"Hamel, Felix John.","Harry Roughton, or, Reminiscences of a revenue officer",1859,m,,18.26770009655784
inu.32000014416269,"Salmon, E. Marling.",Beyond the call of duty : | African deeds of bravery in wartime.,1952,u,high_male,18.2570593962999
uiuo.ark:/13960/t3pv6sw3b,"Chetwynd, Henry Wayland,",Mrs. Dorriman,1886,f,high_female,18.255392947333192
uc1.b3322601,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,18.252727261665015
njp.32101067646578,"Holmes, W. H. M.","Oakleigh, or, The minor of great expectations",1843,u,high_male,18.25150574922431
mdp.39015001718371,"Carter, Angela,",The passion of new Eve / | $c: Angela Carter.,1982,f,high_female,18.238665971860343
uc1.$b323468,"Brown, Henry Phelps, Sir,",The balloon / | $c: by Henry Phelps Brown.,1953,m,high_male,18.237665578805917
uc2.ark:/13960/t75t3pg64,"Hewlett, Maurice Henry,",The light heart,1920,m,high_male,18.230709630372363
mdp.39015063938917,"Loch, Sydney.",Three predatory women.,1925,m,,18.228042404182855
mdp.39015024903364,"Doyle, Roddy,",The van / | $c: Roddy Doyle.,1991,m,,18.22297245453848
inu.30000055341147,"Munro, Alice.",Selected stories / | $c: Alice Munro.,1996,f,high_female,18.216959545020327
mdp.39015066065841,"Sharpe, Tom.",Wilt / | $c: Tom Sharpe.,1976,m,high_female,18.214545922084604
mdp.39015040051768,"Reynolds, Siri",House of rooms / | $c: Siri Reynolds.,1997,f,high_female,18.19174094960887
mdp.39015053585975,"Obaldia, René de.",The centenarian: | a novel; | $c: translated from the French by Alexander Trocchi.,1970,u,,18.18323505727719
uiuo.ark:/13960/t6058760s,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,18.181542703898423
mdp.39015011876854,"Clarke, Arthur C. (Arthur Charles),",The songs of distant earth.,1986,m,mixed,18.180165439505505
mdp.39015054287589,"Falla, Jonathan.",Blue poppies / | $c: Jonathan Falla.,2001,m,mixed,18.176530463865056
mdp.39015031237665,"Hanley, James,",No directions. | $c: With an introd. by Henry Miller.,1946,m,,18.166204254194746
mdp.39015002753336,"Hon., Sackville-West, Edward,",Piano quintet.,1925,m,high_male,18.162994714568537
uc1.32106008037845,"Sena, Jorge de.",The wondrous physician / | $c: Jorge de Sena ; translated from the Portuguese by Mary Fitton.,1986,m,mixed,18.16200508536142
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,18.157882790866584
mdp.39015026430721,"Meares, Ainslie.",Strange places and simple truths.,1969,u,high_male,18.15672888372431
umn.31951002132614r,"pseud. Zeno,",Play dirty : | The story of the film / | $c: by Zeno.,1969,m,high_male,18.1360201511335
inu.30000009539960,"Cameron, Ian,",The children  / | $c: James Vance Marshall.,1959,m,mixed,18.130722509291996
uc1.$b267821,"Borden, Mary.","The technique of marriage, | $c: by Mary Borden.",1933,f,,18.12927237632104
coo.31924013604990,"Deeping, Warwick,",The lame Englishman.,1928,m,high_male,18.127044687481117
mdp.39015014612710,"Blyton, Enid.",The big Noddy book / | $c: by Enid Blyton.,1959,f,mixed,18.10610175629187
mdp.39015058736599,"Bryant-Jefferies, Richard.",Counselling for progressive disability : | person-centred dialogues / | $c: Richard Bryant-Jefferies.,2004,m,,18.10573750704112
mdp.39015003687004,"Freeborn, Richard.",The emigration of Sergey Ivanovich.,1963,m,high_male,18.105345255006824
hvd.32044086776028,"Cumberland, Richard,",Henry,1825,m,mixed,18.104462750067892
uc1.32106009000859,"Okri, Ben.",Stars of the new curfew / | $c: Ben Okri.,1988,m,,18.083836666787224
mdp.39015011047738,"Saʻdāwī, Nawāl.",Two women in one / | $c: Nawal el-Saadawi ; translated by Osman Nusairi and Jana Gough.,1985,f,mixed,18.08178131377057
pst.000067154463,"Chen, Willi.",Crossbones / | $c: Willi Chen.,2009,m,,18.080276427337377
uc1.$b243864,"Porteous, Crichton.",Wild acres.,1951,u,,18.078207899390843
wu.89099487951,"Fangen, Ronald,",Both are my cousins / | $c: Ronald Fangen ; translated from the Norwegian by Dermot McKay.,1940,m,high_male,18.069703882727623
mdp.39015005729267,"Simenon, Georges,",The others / | $c: by Georges Simenon ; translated from the French by Alastair Hamilton.,1975,m,,18.0631759579128
wu.89053136404,"Galdino, Dirceu.","Golden Lambari / | $c: Dirceu Galdino ; cover and illustrations by Tânia R. Machado ; translated by Thomas Bonnici from the original Portuguese version, Lambari Dourado.",1994,u,,18.045112781954884
nyp.33433067347041,"Ingemann, Bernhard Severin,","King Eric and the outlaws, or, The throne, the church, and the people",1843,f,,18.04457008811765
mdp.39015022273133,"Brooke-Rose, Christine,",Textermination / | $c: Christine Brooke-Rose.,1991,f,,18.038819539649324
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,18.038241071070672
mdp.39015032586607,"Petrignani, Sandra,",The toy catalogue / | $c: Sandra Petrignani ; translated by Ray Lombardo.,1990,f,high_female,18.029062849313092
mdp.39015064755526,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,18.027281285678992
mdp.39015008265731,,Hungarian short stories;,1967,u,,18.021625951141367
uc2.ark:/13960/t6pz52j25,"Ballantyne, R. M.","The world of ice, or, Adventures in the polar regions",1860,m,high_male,18.01859094618801
uc1.b3915526,"Cowan, James,",The adventures of Kimble Bent;,1911,m,high_male,18.017152329017225
mdp.39015022430634,"Mikkelsen, Ejnar,",Two against the ice.,1957,u,high_male,18.015583479709953
mdp.39015003952879,"Hole, Hugh Marshall,",Lobengula / | $c: by Hugh Marshall Hole ...,1929,m,mixed,18.00958109714368
mdp.39015009013494,"Drieu La Rochelle, Pierre,","The comedy of Charleroi, and other stories. | $c: Translated and with an introduction by Douglas Gallagher.",1973,m,high_male,18.006662465112093
uc2.ark:/13960/t8ff43d6j,"Balzac, Honoré de,",A harlot's progress =,1896,m,mixed,18.000954833256372
uiuo.ark:/13960/t9s18k28k,"Parker, Emma,",The guerrilla chief,1815,f,high_female,18.000327278677794
uc2.ark:/13960/t6057fg5w,"Gregory,",Shanwalla,1910,m,high_male,17.99613083187115
njp.32101076207677,,Tales from  Blackwood,1858,u,mixed,17.98836153009003
mdp.39015030141389,"Grant, Roderick,",A savage freedom / | $c: Roderick Grant.,1978,m,,17.985023380530393
uc2.ark:/13960/t9f47kc9n,"Vaka, Demetra,",Some pages from the life of Turkish women,1909,f,high_male,17.973004547170152
uc1.b4974831,"Troyat, Henri,",Sylvie - her teenage years / | $c: Henri Troyat ; translated from the French by Anthea Bell.,1987,m,high_female,17.970259220989263
mdp.39015001528036,"Cendrars, Blaise,",To the end of the world; | $c: translated from the French by Alan Brown.,1967,u,,17.95439583458017
mdp.39015037277327,"Cohen, Albert,",Belle du Seigneur / | $c: Albert Cohen ; translated and with an introduction by David Coward.,1995,m,,17.95283789485023
uc2.ark:/13960/t3ws8mh4r,"James, George Wharton,",How I eliminated fear,1921,m,high_male,17.95009872554299
nyp.33433074875372,"Lytton, Edward Robert Bulwer Lytton,",The ring of Amasis,1863,m,,17.949638442997074
mdp.39015084093528,"Elphinstone, Margaret.",The gathering night / | $c: Margaret Elphinstone.,2009,f,,17.94854749717477
mdp.39015046868231,"(Clive Staples), Lewis, C. S.","Prince Caspian, the return to Narnia. | $c: Illus. by Pauline Baynes.",1962,m,mixed,17.928536852107502
mdp.39015017669725,"Hobson, Mary.",This place is a madhouse / | $c: Mary Hobson.,1980,f,high_female,17.926654374103666
uc1.$b170843,"Bruce, Jean,",Flash point. | $c: Translated by W.G. Corp.,1965,f,,17.925965761405397
mdp.39015019480444,"Wings, Mary,",She came too late / | $c: Mary Wings.,1986,f,high_female,17.92511519522559
uc2.ark:/13960/t7fq9xv18,"Wood, Henry,",The master of Greylands,1873,f,,17.91373845941849
uc1.b3122363,"Stern, G. B. (Gladys Bronwyn),",Dogs in an omnibus / | $c: by G. B. Stern. With frontispiece and illustrations in the text by K. F. Barker.,1942,f,,17.90510295434199
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,17.889887740954425
nyp.33433074865290,"Jones, E.","The bard, or, The towers of Morven",1810,m,high_male,17.88716774585912
uiuo.ark:/13960/t9g45077d,"Carr, Alice Vansittart (Strettell),",Margaret Maliphant,1889,f,mixed,17.877627638812328
inu.39000008906583,"Baum, Vicki,",Nanking road / | $c: Vicki Baum ; [translated by Basil Creighton].,1939,f,mixed,17.875230888398974
nyp.33433076053358,"Poe, Edgar Allan,",The gold bug,1894,m,high_male,17.874165872259294
wu.89053136461,"Galdino, Dirceu.","Rosy Star / | $c: Dirceu Galdino ; cover and illustrations by Tânia R. Machado ; translated by Thomas Bonnici from the original Portuguese version, Estrela Rosa.",1993,u,high_male,17.873100983020553
uc1.32106018868551,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,,17.868606182537743
uc1.32106018254216,"Murdoch, Iris",The unicorn / | $c: Iris Murdoch,1966,f,high_female,17.865597112919506
mdp.39015080851515,,In a fertile desert : | modern writing from the United Arab Emirates / | $c: selected and edited by Denys Johnson-Davis.,2009,u,,17.864890386136846
uc1.b3149800,"Margueritte, V.",The frontiers of the heart,1913,u,mixed,17.853600476096013
inu.39000000192240,"Jenkins, Geoffrey,",Southtrap / | $c: Geoffrey Jenkins.,1980,m,,17.85347651821501
uc2.ark:/13960/t1dj5cc2n,"Paton, Frank Hume Lyall",Lomai of Lenakel,1903,m,,17.852467210968555
uiuo.ark:/13960/t6nz8j160,"Ouida,",Chandos,1866,f,high_male,17.845520774285653
inu.30000110540436,"Alport, Hugh.",Doctor! Doctor! : | tales of an Irish practice / | $c: Hugh and Alice Alport.,2007,m,,17.842927338109746
uc2.ark:/13960/t9h42064p,"Hugo, Victor,",Ninety-three,1889,m,mixed,17.84098584190338
nyp.33433074877931,"Leeds, Virginia Niles.",The daughter of a hundred millions,1897,f,,17.836439846606616
uc1.b3472750,"Kydd, Lionel",Breakdown in communications / | $c: Lionel Kydd,1979,m,,17.830609212481427
uc1.b4097793,"Cary, Joyce,",An American visitor / | $c: Joyce Cary.,1949,f,,17.828136761618
uc2.ark:/13960/t4wh2h41c,"Dahlke, Paul,",Buddhist stories,1913,m,high_male,17.82311246383965
mdp.39015034284680,"Crace, Jim.",Signals of distress / | $c: Jim Crace.,1994,m,,17.82107639301414
uc2.ark:/13960/t4rj4nt5s,,"Marian; or, The light of someone's home",1898,u,high_female,17.799261799036966
mdp.39015037036558,"Karodia, Farida.",Coming home and other stories / | $c: Farida Karodia.,1988,f,mixed,17.79822291589655
mdp.39015063540861,"Dallas, Helen A.",Across the barrier,1913,f,high_female,17.793594306049823
nyp.33433074865563,"Jolly, Emily.",The cypresses,1865,f,high_female,17.787580711147477
mdp.39015003677377,"Fowler, H. W. (Henry Watson),","If wishes were horses, | $c: by H. W. Fowler.",1929,m,high_male,17.786473386989194
mdp.39015065966379,"Paalzow, Henriette (Wach) von,",St. Roche,1847,f,,17.78191169229086
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,17.780148464239677
mdp.39015015469920,"Freeling, Nicolas,",Sand castles / | $c: Nicolas Freeling.,1989,m,mixed,17.77078229522347
inu.30000117926539,"Jünger, Ernst,",On the marble cliffs; | $c: translated from the German by Stuart Hood.,1970,m,high_male,17.768301350390903
mdp.39015029554741,,The Oxford book of American short stories / | $c: edited by Joyce Carol Oates.,1992,u,mixed,17.76672292795594
mdp.39015028352501,"Voynich, E. L.",The humour of Russia;,1914,f,,17.760343469598926
nyp.33433075826275,"Girardin, Emile de,",Stories of an old maid,1856,f,,17.760268664427795
uiuo.ark:/13960/t87h2708v,"Russell, William Clark,",The wreck of the  Grosvenor,1877,m,mixed,17.75603211868921
nyp.33433074866421,"Knight, Arthur Lee.",Leaves from a middy's log,1896,m,high_male,17.751741889672925
uiuo.ark:/13960/t0jt05v28,"MacDonald, George,",What's mine's mine,1886,m,mixed,17.75167027079366
mdp.39015011604223,"Mittelhölzer, Edgar.",Corentyne thunder; | $c: introduction by Louis James.,1970,m,mixed,17.749544584053435
uc1.32106010909254,"Donoghue, Emma,",Hood / | $c: Emma Donoghue,1995,f,high_female,17.74379572051908
inu.39000003730673,"Kroetsch, Robert,",The studhorse man.,1969,m,high_female,17.741768558629154
mdp.39015011585638,"Lamming, George,",Season of adventure.,1960,m,mixed,17.70970736235283
yale.39002085618784,"Inglis, Henry D.",Rambles in the footsteps of Don Quixote,1837,m,high_male,17.70930181077611
mdp.39015016441142,"Hanley, Gerald.","The year of the lion, | a novel.",1953,m,mixed,17.698418941241247
uc1.b3547107,"Albert-Birot, Pierre.",The first book of Grabinoulor : | epic / | $c: by Pierre Albert-Birot ; translated by Barbara Wright in consultation with Arlette Albert-Birot ; with a preface by Barbara Wright and a postface by Arlette Albert-Birot.,1986,m,,17.69807091027078
mdp.39015063934684,"Martin, Stuart,","Babe Jardine, | $c: by Stuart Martin.",1927,m,high_male,17.697772608904508
inu.30000047574516,"Finlay, Ian Hamilton.","The sea-bed, | and other stories / | $c: Ian H. Finlay ; illustrations by Zeliko Kujundzic.",1958,m,high_female,17.69128704113224
mdp.39015022276011,,Disorderly conduct : | the VLS fiction reader / | $c: edited by M. Mark.,1991,u,mixed,17.663237755591258
