htid,author,title,year,authgender,female_category,walking
mdp.39015049548517,"Jooste, Pamela.",Like water in wild places / | $c: Pamela Jooste.,2000,f,high_male,42.7244274429927
uc1.b4973307,,Anthology of British women writers / | $c: edited by Dale Spender and Janet Todd.,1989,u,high_female,42.72260529536432
uc1.b3325304,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,42.722402970850176
uc1.$b389713,"Davies, Rhys,",Nobody answered the bell.,1971,m,high_female,42.72154837750989
mdp.39015019819849,"Forbes, Caroline,",The needle on full / | $c: Caroline Forbes.,1985,f,high_female,42.71998120320827
wu.89075350546,"Higginson, Alexander Henry,",The fox that walked on the water / | $c: A. Henry Higginson ;illustrated by F. A. Stewart.,1939,m,high_male,42.71939460515074
wu.89056511538,"Caṭṭopādhyāya, Śaratcandra,",Srikanta,1922,u,high_male,42.71819137749737
mdp.39015059414865,"Manhood, H. A. (Harold Alfred),",Selected stories; | from collections pub. between 1928-1944.,1947,m,,42.71713860889995
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,42.71506632924451
uc2.ark:/13960/t7fq9s702,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,42.71352951047244
uc2.ark:/13960/t8z89571j,"Frankau, Julia,",Mothers and children,1918,f,high_female,42.71273314033506
uiuo.ark:/13960/t3ws92630,"Fitzgerald, Percy Hetherington,",The second Mrs. Tillotson,1866,m,,42.70446203919577
inu.30000056127594,"Ouida,",In Maremma,1882,f,,42.701966959353065
uc1.b3039412,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,42.699471391354166
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,,42.69789712856642
uc1.$b244970,"Stern, G. B. (Gladys Bronwyn),",The shortest night / | $c: by G.B. Stern.,1931,f,,42.69145933638498
mdp.39015009294888,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,1866,m,mixed,42.6910911454796
mdp.39015053112770,"Rathbone, Julian,",Homage / | $c: Julian Rathbone.,2001,m,,42.68921212373624
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,42.68593006074536
uiuo.ark:/13960/t3708cf7k,"Belfast, Frederick Richard Chichester,",The farce of life,1852,m,,42.68312703155268
nyp.33433074970793,"Church, Alfred John,",Three Greek children;,1889,m,high_male,42.681235194946545
uiuo.ark:/13960/t6g16g55v,"Clifford, W. K.,",Aunt Anne,1892,f,high_female,42.67191859510914
uc1.$b243945,"Norris, Kathleen Thompson,","The Callahans and the Murphys, | $c: by Kathleen Norris;",1924,f,high_female,42.671714859842815
uc2.ark:/13960/t3513z331,"Goncourt, Edmond de,",Renée Mauperin,1888,m,high_female,42.66998800627364
uiuo.ark:/13960/t1vd76p1j,"Fuller,",Crown-Harden,1873,f,,42.6688580549322
njp.32101065597682,"Westrup, Margaret.",Elizabeth's children,1903,f,,42.66211604095563
mdp.39015065815691,"Yonge, Charlotte M.",Nuttie's father,1885,f,mixed,42.66094184350315
uiuo.ark:/13960/t0bv84f1h,"Russell, William Clark,","List, ye landsmen!",1893,m,high_male,42.66003607820194
uc1.$b299687,"Brennan, Frederick Hazlitt.","God got one vote, | $c: by Frederick Hazlitt Brennan.",1928,m,mixed,42.65781452382245
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,,42.65529192215409
mdp.39015063560422,"Howitt, Mary Botham,",Wood Leighton;,1836,f,,42.65326355105711
dul1.ark:/13960/t16m3xm4f,"Hamilton, Cicely,",Theodore savage,1922,u,,42.65163950317302
mdp.39015028443581,"Salkey, Andrew",Escape to an autumn pavement.,1960,m,mixed,42.64493354497856
inu.39000002352529,"Neale, W. Johnson",The pride of the mess,1855,m,high_male,42.64128789049223
uiuo.ark:/13960/t7hq4g562,"Mangin, Edward,",George the third,1807,m,high_male,42.63786242183058
mdp.39015003941518,"Glanville, Brian.",The rise of Gerry Logan.,1963,m,high_male,42.63634748623201
uc1.$b312588,"Stivens, Dal,",Jimmy Brockett: | Portrait of a notable Australian.,1951,m,,42.63061334794954
uiuo.ark:/13960/t6tx3xk23,"Marryat, Frederick,",Peter Simple,1837,m,,42.62849908930025
mdp.39015031302337,"Shaw, Margaret.","Inherit the earth,",1939,f,mixed,42.623150459721124
mdp.39015063977196,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,42.62192112701332
uiuo.ark:/13960/t89g5xf7w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,42.61406873040514
uc2.ark:/13960/t4th8dq0x,"Childe, Wilfred Rowland,",Dream English,1917,m,high_female,42.611618768050754
uiuo.ark:/13960/t6zw24n6x,"Austen, Jane,",Northanger Abbey,1818,f,high_female,42.611042347259705
nyp.33433075766653,"Phillipps-Wolley, Clive.","Gold, gold, in Cariboo: a story of adventure in British Columbia",1894,m,high_male,42.60795464426705
uiuo.ark:/13960/t3zs3dk6v,"Wood, Henry,",Johnny Ludlow,1874,f,,42.60615098274451
uc1.$b579376,"Bernard, Jane.",Black mistress.,1957,f,,42.60479140038672
uiuo.ark:/13960/t0ht34k80,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,42.6032621926479
uiuo.ark:/13960/t51g19j0k,"Reade, Charles,",White lies,1857,m,high_female,42.602329674764846
uiuo.ark:/13960/t25b0s039,,The Twickenham tales,1861,u,,42.60153365521159
uiuo.ark:/13960/t5x63zp1s,"Eliot, George,",Middlemarch;,1899,f,mixed,42.59814612868048
uc1.32106011994172,"Binchy, Maeve.",London Transports / | $c: Maeve Binchy.,1983,f,high_female,42.597097717742166
njp.32101066122530,"Grey, Elizabeth Caroline.",The duke,1839,f,,42.59578727663834
mdp.39015021071926,"Crawford, F. Marion",The witch of Prague,1891,m,high_female,42.58996358249491
uiuo.ark:/13960/t9w09qv52,"Walker, George,",The three Spaniards,1832,m,,42.58830418696265
nyp.33433074873161,"Lawson, J. K.",Dr. Bruno's wife,1893,u,high_female,42.588142244395094
mdp.39015067702038,"Mills, Mark,",The savage garden / | $c: Mark Mills.,2006,m,,42.586140147115756
nyp.33433074932389,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,42.58520589947052
mdp.39015008237995,"Gray, John Alfred.",At the court of the Amīr,1901,m,high_male,42.58257567038785
uc2.ark:/13960/t5bc3zs03,"Herbert, George,",Gerald Fitzgerald,1858,m,,42.57710714103241
uiuo.ark:/13960/t4pk0rn7z,"Fenn, George Manville,",The star-gazers,1894,m,high_female,42.573896119693465
uiuo.ark:/13960/t1rf6927n,"Craik, Georgiana M.",Sydney,1881,f,high_female,42.57130693912303
uc1.32106007984609,"Fauset, Jessie Redmon.",Plum bun : | a novel without a moral / | $c: Jessie Redmon Fauset.,1985,f,high_female,42.567753674598734
mdp.39015061139369,,The Mammoth book of classic chillers / | $c: edited by Tim Haydock.,1986,u,mixed,42.56651017214398
uc1.$b794438,"Charlton, Lionel Evelyn Oswald,",The stolen expedition.,1934,m,high_male,42.565937790670176
uc1.b3321864,"Disraeli, Benjamin,",The young duke,1831,m,,42.56106587712805
inu.30000113547149,"Blandy, Mary.",Razor edge: | the story of a youth club.,1967,f,mixed,42.557848275191205
uc1.32106002044300,"White, Patrick,",A fringe of leaves / | $c: Patrick White.,1976,m,high_female,42.555321918494045
uiuo.ark:/13960/t3rv16c58,"Speight, T. W.",A secret of the sea,1876,m,mixed,42.54970951640619
nyp.33433074915137,"Morgan,",The novice of Saint Dominick,1806,f,high_female,42.54957024934048
mdp.39015014584984,"Parkin, Ray.",Out of the smoke; | the story of a sail. | $c: Wtih an introd. by Laurens van der Post.,1960,m,high_male,42.54453302750596
mdp.39015031299079,"Morier, James Justinian,","The adventures of Hajji Baba of Ispahan, | $c: by James Morier.",1925,m,high_male,42.53799934673787
uc2.ark:/13960/t5db8320h,"Weyman, Stanley John,",The castle inn,1898,f,,42.53780547461557
inu.30000007412517,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1859,f,mixed,42.53328229339458
mdp.39015000607740,"Quentin, Patrick.","The ordeal of Mrs. Snow, and other stories.",1961,m,,42.530765461320115
inu.30000047789270,"Lustig, Arnošt",Diamonds of the night / | $c: Arnošt Lustig ; translated from the Czech by Jeanne Nĕmcová ; with an introduction by Mordecai Schreiber.,1989,u,high_male,42.529061525375674
uc1.$b794739,"Frankau, Gilbert,","The dangerous years; | a trilogy, | $c: Gilbert Frankau.",1937,m,mixed,42.52443256460297
uiuo.ark:/13960/t6sx6wh90,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,42.51651824188452
nyp.33433074876230,"MacIlwaine, Herbert C.",The tower maiden,1907,m,high_male,42.51218682689038
mdp.39015046832567,"Wilson, Angus,",Late call.,1964,m,high_female,42.50536720314684
uiuo.ark:/13960/t7hq4m449,"Trollope, Thomas Adolphus,","Beppo, the conscript",1865,m,high_female,42.502433607085564
uc2.ark:/13960/t42r3tt8s,"Sladen, Douglas Brooke Wheelton,",The tragedy of the pyramids;,1909,m,mixed,42.49541360475119
mdp.49015001342907,"Tey, Josephine,",The Franchise affair / | $c: Josephine Tey [i.e. E. Mackintosh.,1975,f,mixed,42.49304869149123
uc1.$b244999,"McKenna, Stephen,","The way of the phœnix, | $c: by Stephen McKenna.",1932,m,high_female,42.49043965107851
uiuo.ark:/13960/t9g45d53j,"Dickens, Charles,",Great expectations,1861,m,mixed,42.489664676159855
uiuo.ark:/13960/t03x8vb0w,,The ordeal;,1813,u,high_female,42.48753326326617
uiuo.ark:/13960/t16m3vs0x,"Reynolds, Baillie,",The Ides of March,1892,f,,42.474869035820475
uiuo.ark:/13960/t0gt62d3b,"Hardy, Iza Duffus.",Glencairn,1877,f,,42.46198641216435
uc1.b4097211,"Chitty, Thomas Willes, Sir, bart.,","Games of chance; | the interviewer, the investigator, | $c: [by] Thomas Hinde.",1965,m,,42.4616429825058
uc1.b3461266,"Zand, Herbert,","The last sortie, | the story of the cauldron. | $c: Translated from the German by C.M. Woodhouse.",1955,m,mixed,42.45917236065136
mdp.39015053531938,"Graham, Laurie,",The future homemakers of America / | $c: Laurie Graham.,2001,f,,42.45551166087401
mdp.39015000636525,"Leach, Christopher,",The everything man; | being an unauthorised account of some incidents in the life of Glenville Rice Sherrard.,1974,m,,42.452029206996095
uc1.b3962037,"Turgenev, Ivan Sergeevich,",Smoke,1901,m,,42.44791035001334
uc1.b3796975,"Barker, A. L. (Audrey Lillian),","Lost upon the roundabouts,",1964,f,,42.43558495821727
uiuo.ark:/13960/t4sj2299h,"Kingsley, Charles,",Hereward the Wake,1866,m,,42.434178802198865
mdp.39015061135110,"Shafak, Elif,",The flea palace / | $c: by Elif Shafak ; translated by Müge Göçek.,2004,u,,42.43290297217525
mdp.39015002303652,,"A Reader in library management / | $c: edited by Ross Shimmon ; and with linking commentaries by John Allred, K. H. Jones, Peter Jordan.",1976,u,,42.43036966804784
mdp.39015019176158,"Massie, Allan,",The last peacock / | $c: Allan Massie.,1980,m,high_female,42.43008678881389
uc2.ark:/13960/t7xk85d9s,"Kuprin, A. I.",Sasha,1920,m,,42.43004482353453
wu.89006381032,"Muddock, Joyce Emmerson Preston,",In the face of night,1908,m,,42.42910482303206
uc2.ark:/13960/t0qr4qh6q,"Brereton, F. S.",With the Dyaks of Borneo,1913,m,high_male,42.42394432011018
mdp.39015003699934,"Garnett, David,",A net for Venus.,1959,m,mixed,42.42381390086969
mdp.39015065739065,"Smith, Horace,",Brambletye house;,1826,m,,42.419847014874314
mdp.39015062434843,"Sewell, Elizabeth Missing,",A glimpse of the world,1863,f,high_female,42.41723131162893
uc1.b3346516,"Courtier, S. H. (Sidney Hobson)",Death in dream time.,1959,m,,42.41181876016117
uiuo.ark:/13960/t6h13b63v,"Belfast, Frederick Richard Chichester,","Two generations, or, Birth, parentage, and education",1851,m,,42.406123444225344
uc1.$b800282,"Veiel, Christopher,",Intrigue.,1954,m,mixed,42.39923116060829
uc1.$b389151,"Audemars, Pierre.",The veins of compassion.,1967,m,,42.398332332261596
mdp.39015019652240,"Kelly, Sheelagh.",A long way from heaven / | $c: Sheelagh Kelly.,1985,u,mixed,42.39742760954068
uc2.ark:/13960/t73t9mx97,"Macleod, Fiona,","The washer of the ford, and other legendary moralities",1896,m,high_male,42.3964211572761
mdp.39015047757466,"Cleugh, James.",Prelude to Parnassus; | scenes from the life of Alexander Sergeyevich Pushkin (1799-1837) | $c: by James Cleugh.,1936,m,,42.39017803874776
uc2.ark:/13960/t2x34w21d,"Kemp, John,",Wild Dayrell,1861,m,mixed,42.38335746830078
uiuo.ark:/13960/t07w6rt21,"Gissing, Algernon,",The sport of stars,1896,m,,42.379788101059496
mdp.39015021233401,"Lawrence, James Henry,",The empire of the Nairs;,1811,m,,42.3785949569472
uiuo.ark:/13960/t77s8c00d,"Stirling, Fanny,",Sedgely Court,1865,f,high_female,42.375977204646745
uiug.30112041406031,"Bindloss, Harold,",Hawtrey's deputy / | $c: by Harold Bindloss.,1912,m,,42.37354635195154
inu.32000009144462,"Johnston, Hamilton.",The fly in the ointment.,1962,m,mixed,42.37040500262989
uiuo.ark:/13960/t9z03qj2x,"Ollier, Charles,",Ferrers,1842,m,,42.36713665943601
mdp.39015063524956,"Castle, Agnes,",French Nan,1905,f,high_female,42.362624061970465
nyp.33433074795414,"Rider, Dan,",Adventures with Bernard Shaw,1907,u,high_male,42.36211132762857
uiuo.ark:/13960/t8mc9kd44,"Tharp, Theodore A.",The sword of Damocles,1880,m,mixed,42.35656526761648
uc1.b3123812,"Hood, Tom,",A golden heart,1867,m,high_female,42.35621577466493
mdp.39015030734399,"Coppard, A. E. (Alfred Edgar),","Ring the bells of heaven, | $c: by A. E. Coppard.",1933,m,,42.351944660125646
uiuo.ark:/13960/t2z32c481,"Craik, Georgiana M.",Dorcas,1879,f,high_female,42.34639349882035
inu.30000047566116,"Kentish,",The maid of the village,1835,f,,42.34305573885883
uc1.$b794453,"Clewes, Howard,",The long memory : | a novel / | $c: by Howard Clewes.,1951,m,,42.33748698408339
njp.32101068141116,"Marryat, Florence,",Facing the footlights,1883,f,high_female,42.333743842364534
mdp.39015011597997,"Bowen, Elizabeth,","The demon lover, | and other stories | $c: by Elizabeth Bowen.",1947,f,high_female,42.33102864399605
mdp.49015002155100,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,42.32516306524877
uiuo.ark:/13960/t07w6wp8s,,"Life's masquerade, a novel",1867,u,high_male,42.32402691224332
mdp.39015030760295,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,42.32301752792287
mdp.39015012853274,"Flaubert, Gustave,",Sentimental education;,1898,m,high_male,42.32064327377776
uc2.ark:/13960/t19k4bx8b,"Jerrold, Douglas William,",Cakes and ale,1852,m,,42.318378983356624
uc1.b4511935,"Wilkins, Louisa (Jebb)",By desert ways to Baghdad,1909,f,mixed,42.31013327691982
mdp.39015004805001,"Theroux, Paul.",The consul's file / | $c: Paul Theroux.,1977,m,mixed,42.30595667870036
mdp.39015047747947,"Trollope, Anthony,",An old man's love,1884,m,,42.30589387900514
mdp.39015026244684,"Carmichael, Amy,",Lotus buds,1909,f,high_female,42.30439640304158
mdp.39015016735337,,The Library of romance;,1837,u,mixed,42.30065814847531
mdp.39015084102907,"Dobbs, Michael,",The edge of madness / | $c: Michael Dobbs.,2009,m,high_male,42.29867943522803
uc2.ark:/13960/t3cz38c40,"Blackmore, R. D.","Erema, or, My father's sin",1877,m,,42.298099502632695
uiuo.ark:/13960/t2t44bw8b,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,42.29798933486412
uc1.b3325546,"Marks, Mary A. M.",The locket,1889,f,mixed,42.2964132641552
uiuo.ark:/13960/t3708qx4j,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,42.294368806895996
uiuo.ark:/13960/t6c25fv7d,"Moore, Oliver.",The staff officer,1831,m,mixed,42.29069750484885
uc1.b4027104,"Caṭṭopādhyāya, Śaratcandra,","Srikanta, | $c: by Saratchandra Chatterji. Translated by K. C. Sen and Theodosia Thompson. With an introduction by E. J. Thompson.",1922,u,high_male,42.28948780924188
mdp.39015062319531,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,42.28270214655185
uc1.b3446056,"Konsalik, Heinz G.,",Certified insane / | $c: Heinz Konsalik ; translated by Anthea Bell.,1980,m,mixed,42.28180825199958
inu.30000116112115,"Ironside, Virginia.","No, I don't want to join a book club / | $c: Virginia Ironside.",2006,f,mixed,42.281510295547754
nyp.33433076083835,"Howells, William Dean,",Idyls in drab,1896,m,,42.279235130200824
mdp.49015000282831,"Pène du Bois, William,",Lion / | $c: William Pène Du Bois.,1983,m,high_male,42.265426880811496
mdp.39015033860209,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,42.265426880811496
uiuo.ark:/13960/t8qc0pt9p,"Wood, Henry,",The house of Halliwell,1890,f,high_female,42.26393829465009
uva.x002037437,"Martineau, Harriet,",Illustrations of taxation,1824,f,,42.26108211214035
nyp.33433074864913,"Gleig, Charles,",The edge of honesty,1898,m,high_female,42.25630697858414
uc1.b3321908,"Bengough, M. A.",So near akin,1891,f,high_female,42.24757076468103
nyp.33433075771596,"Prest, Thomas Peckett.",Angelina;,1841,m,mixed,42.24673412942023
inu.30000001706039,"Owen, William,",Strange Scottish stories / | $c: retold and illustrated by William Owen.,1985,m,,42.24672084976261
mdp.39015061210319,"Smith, Sam,","Rooms : | &, Dialogues / | $c: Sam Smith.",2005,m,high_male,42.2453398109521
uc2.ark:/13960/t5q816x3v,"Murray, Charles Augustus,",Hassan,1901,m,,42.244001351808045
mdp.39015030026838,"Kielland, Alexander Lange,",Tales of two countries,1891,m,mixed,42.23992276128409
uiuo.ark:/13960/t0cv5585s,"Robinson, F. W.",Mattie,1864,m,mixed,42.23895596952969
uc1.b3324226,"Ouida,",An altruist,1897,f,,42.2373740421167
uc1.$b243981,"Neame, Alan.","Maud Noakes, guerrilla; | a novel.",1965,m,high_female,42.235903767117726
mdp.39015016869177,"Cieza de León, Pedro de,",The war of Chupas,1918,m,high_male,42.229501096342815
mdp.39015080881736,"Kilroy, Claire,",All names have been changed / | $c: Claire Kilroy.,2009,f,,42.22876577872127
hvd.hwad9z,"Scott, Walter,",The Waverley novels,1829,m,,42.22798141968818
mdp.39015062115475,"Moravia, Alberto,",The two of us: | a novel; | $c: translated from the Italian by Angus Davidson.,1972,m,high_female,42.227600463873344
mdp.39015008732235,"Moravia, Alberto,",The voice of the sea and other stories / | $c: Alberto Moravia ; translated from the Italian by Angus Davidson.,1978,m,mixed,42.223946683708405
mdp.39015048900990,"Mackenzie, Compton, Sir,",The rival monster.,1952,m,,42.2210129290124
nyp.33433074929310,"Brebner, Percy James,",The crucible of circumstance,1906,m,,42.220625224577795
mdp.39015065764063,"Thomson, Richard,",Tales of an antiquary,1828,m,high_male,42.21575674596383
mdp.39015063869757,"Gleig, G. R.",Allan Breck,1834,m,,42.21247855333751
uiuo.ark:/13960/t2j681c6n,"Alexander,",Found wanting,1893,f,mixed,42.20893422441083
nyp.33433074969241,"Dickens, Charles,",Our mutual friend,1865,m,,42.20571622089511
pst.000049774849,"Plaidy, Jean,",It began in Vauxhall Gardens / | $c: [by] Jean Plaidy.,1968,f,high_female,42.20472440944882
mdp.39015019380834,"Clark, Elizabeth.","Stories to tell and how to tell them, | $c: by Elizabeth Clark; illustrated by Gladys M. Rees.",1955,f,,42.19663632527578
uc2.ark:/13960/t8cf9p28b,"Hyatt, Stanley Portal,",The law of the bolo,1910,m,,42.19571138133415
uiuo.ark:/13960/t7np2dk8q,"Fane, Violet,",Sophy,1881,f,mixed,42.19479101168216
uiuo.ark:/13960/t5gb2c36h,"Banks, G. Linnaeus",Forbidden to marry,1883,f,high_female,42.18944896910999
inu.30000110618182,"King, Sophie.",The wedding party / | $c: Sophie King.,2009,f,high_female,42.188675092173085
njp.32101067633261,"Diehl, Alice M.",The knave of hearts,1884,f,,42.185616713539574
mdp.39015004701549,Botteghe oscure.,"An anthology of new Italian writers, | $c: edited by Marguerite Caetani and selected from the pages of the review Botteghe oscure.",1951,u,mixed,42.181999102280535
nyp.33433076079825,"Von Hutten,",Kingsmead,1919,f,mixed,42.18064564508268
mdp.39015063608189,"Opie, Amelia Alderson,",Simple tales,1806,f,,42.17416242113432
mdp.39015016414537,"Martins, Harper.","Nongalazi of the Bemba; | [drama and romance of native suprestition, magic and ritual in Central Africa]",1965,m,high_male,42.17407348832305
wu.89017186693,"Beauvoir, Simone de,",The woman destroyed / | $c: Simone de Beauvoir ; translated by Patrick O'Brian,1971,u,mixed,42.17382645470414
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,high_male,42.17192317796552
mdp.39015030711249,"Reade, Charles,",Very hard cash,1864,m,mixed,42.168177693034
uc2.ark:/13960/t3jw89g4h,"Lever, Charles James,",[Charles Lever's novels,1872,m,,42.166252161996496
njp.32101065203703,"Piddington, Rose.",The last of the Cavaliers,1859,f,,42.16578821274557
uiuo.ark:/13960/t06x0248f,"Croffts,",Ankerwick Castle,1800,f,mixed,42.165626581210994
uc1.b4107532,"Gissing, George,",Born in exile,1893,m,,42.161182199548875
uc1.$b243725,"Wren, Percival Christopher,","The snake and the sword, | $c: by Perceval Christopher Wren ...",1928,m,mixed,42.15122562794518
inu.30000087206896,"Morgan, Philippa.",Chaucer and the doctor of physic / | $c: Philippa Morgan.,2006,f,,42.14770020157596
uc1.b5015633,"Croft-Cooke, Rupert,",Three names for Nicholas / | $c: by Rupert Croft-Cooke.,1951,m,,42.142116182572614
umn.31951002049311b,"Scott-Moncrieff, George,",Death's bright shadow.,1948,m,high_male,42.140306149324175
hvd.hwkd36,"Hook, Theodore Edward,",Precepts and practice,1840,m,,42.140115885318686
uiuo.ark:/13960/t1sf3f894,"Whyte-Melville, G. J.",Cerise,1866,m,,42.13967386446348
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,42.13719871902916
mdp.39015063542156,"Collins, Wilkie,", I say no,1884,m,high_female,42.13542325032655
mdp.39015041913065,"Amis, Martin.",Night train / | $c: Martin Amis.,1997,m,,42.130985233089675
uc1.32106005037798,"Sharpe, Tom.",The wilt alternative / | $c: Tom Sharpe.,1979,m,mixed,42.12860310421286
uiuo.ark:/13960/t3dz0vk4w,"Reade, Charles,",Put yourself in his place,1870,m,,42.11462196277535
uc1.b3401746,"Disraeli, Benjamin,",Endymion,1880,m,,42.11032906214282
uiuo.ark:/13960/t8df7dm1c,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,42.10399687227452
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,42.098495170154465
nyp.33433074951843,"Cunningham, Allan,",Paul Jones : a romance,1826,m,high_male,42.09640075773521
uc2.ark:/13960/t9f47p863,"Donovan, Dick,",The great white hand =,1896,m,high_female,42.09197095654004
uc1.32106011376677,"Welsh, Irvine",Marabou stork nightmares : | a novel / | $c: Irvine Welsh,1995,m,mixed,42.09049456331112
mdp.39015078771568,"Hall, M. R.",The coroner / | $c: M.R. Hall.,2009,u,,42.08894797672414
njp.32101072752494,"Meredith, George,",Rhoda Fleming,1889,m,mixed,42.08245004024134
uc1.b3546991,"Seymour-Smith, Martin.",A cupful of tears; | sixteen Victorian novelettes.,1965,m,,42.08244700782272
uc1.b3325320,"Walker, E. O.",A romance of Ceylon,1899,f,,42.0816383784542
mdp.39015030019338,"Pryde, A.",The heart of the northern sea,1907,u,high_female,42.0789727301109
mdp.39015029074617,"Fuller, John,",The worm and the star / | $c: John Fuller.,1993,m,mixed,42.074453489435655
mdp.39015021844843,"Mo, Timothy.",The redundancy of courage / | $c: Timothy Mo.,1991,m,,42.073721369345705
uiuo.ark:/13960/t0zp4pz92,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,42.06857177198834
mdp.39015063975380,"Yonge, Charlotte M.",Beechcroft at Rockstone,1888,f,high_female,42.06806613099996
hvd.32044086803400,"Deacon, William Frederick,",The inn-keeper's album,1823,m,mixed,42.06782480663142
mdp.39015065763115,"Smith, Horace,",Zillah;,1828,m,,42.06688634929538
uc2.ark:/13960/t7vm47s5t,"Caunter, Hobart,",The romance of history: India,1899,m,,42.0660578904581
njp.32101068970142,"Jewsbury, Geraldine Endsor,","Angelo, or, The pine forest in the Alps",1856,f,high_male,42.058040095331556
inu.39000002489586,"Boldrewood, Rolf,",A modern buccaneer,1894,m,,42.05190887631692
uiuo.ark:/13960/t0ns1cz03,"Sinnett, A. P.",United,1886,m,high_female,42.05083478694244
uc2.ark:/13960/t29886z5c,"Lane, Laura M.","Gentleman Verschoyle, a novel",1875,f,,42.03922583148738
mdp.39015065597083,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,mixed,42.03661006585735
mdp.39015074299242,,"The Penguin book of First World War stories / | $c: edited and introduced by Barbara Korte ; assistant editor, Ann-Marie Einhaus.",2007,u,mixed,42.03519439837848
nc01.ark:/13960/t3st8cq20,"Horsley, Reginald",The blue balloon,1896,m,high_male,42.03145182785558
uiuo.ark:/13960/t7tm7sn6z,"Oliphant,","The Athelings, or, The three gifts",1857,f,high_female,42.029887920298876
wu.89099780884,"De la Roche, Mazo,",Young Renny.,1949,f,,42.029205826857556
uiuo.ark:/13960/t2g73vr9s,"Tasma,",Not counting the cost,1895,u,high_female,42.0268972142171
uc1.31158011575700,"Williamson, A. M.",The turnstile of night,1904,f,mixed,42.02563563773902
uva.x030581138,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,42.02515396488225
uc1.$b302077,"(Ralph Hale), Mottram, R. H.","The New providence, | $c: by R. H. Mottram.",1930,u,high_female,42.016806722689076
uiuo.ark:/13960/t5x643q4q,"Mathers, Helen,", Cherry ripe!,1878,f,,42.015499050760944
nyp.33433061821579,"Croker, Thomas Crofton,",Legends of the lakes,1829,m,high_male,42.01460007352555
uc1.$b299691,"Bromfield, Louis,","Lilli Barr, | $c: by Louis Bromfield.",1926,m,high_female,42.012140059782794
mdp.39015030701190,"Kersh, Gerald,",The Brighton monster and others.,1953,m,high_male,42.01092283993838
uiuo.ark:/13960/t05x2pq22,"Erroll, Henry.",The academician,1888,m,,42.01030357972008
njp.32101068179025,"Harwood, John Berwick.",Lady Livingston's legacy,1874,m,,42.01018747046159
nyp.33433006077428,"Balzac, Honoré de,",The unknown masterpiece,1896,f,mixed,42.00562875425307
mdp.39015015385530,"Masefield, John,","Dead Ned, | the autobiography of a corpse who recovered life within the coast of Dead Ned and came to what fortune you shall hear, | $c: by John Masefield.",1938,m,high_male,42.004648514435594
inu.39000002201098,"Traven, B.",The cotton-pickers / | $c: B. Traven.,1979,u,high_male,42.00092402032845
uc1.$b243519,"Yates, Dornford,",Berry and Co. / | $c: Dornford Yates.,1956,u,mixed,41.999160016799664
mdp.39015058730501,"Barnes, Julian",The lemon table / | $c: Julian Barnes,2004,m,mixed,41.999160016799664
mdp.39015022366028,"Courtauld, Augustine,",From the ends of the earth;,1958,u,high_male,41.99886603061717
mdp.39015032434956,"Clarke, Lindsay.",Alice's Masque / | $c: Lindsay Clarke.,1994,u,high_female,41.99439318101854
mdp.39015070739571,"Bennett, Ronan.",Zugzwang / | $c: Ronan Bennett.,2007,m,,41.99254632302766
njp.32101067301786,"Munford, George Frederick.",Ghosts and legends of South Somerset,1922,m,mixed,41.98446574767336
mdp.39015001710691,"Heath, Roy A. K.","Kwaku, or, The man who could not keep his mouth shut : | a novel / | $c: Roy A.K. Heath.",1982,m,,41.98026927344148
