htid,author,title,year,authgender,female_category,farm
uc1.b3475464,"Gallacher, Tom.",Survivor / | $c: Tom Gallacher.,1985,m,mixed,3.4223525251257714
uiuo.ark:/13960/t4dn4qw1h,"Payn, James,",The burnt million,1890,m,,3.4222549237692714
uc1.b3575717,"Defoe, Daniel,","The history and remarkable life of the truly honourable Colonel Jack, | $c: by Daniel Defoe. Printed from the first edition.",1923,m,high_male,3.4220089930396336
uiuo.ark:/13960/t0tq6jr5n,"Strauss, G. L. M.",The old ledger,1865,u,,3.4217279726261762
mdp.39015014878428,"Gordon, Victor.",Mrs Rushworth : | a novel / | $c: by Victor Gordon.,1989,m,,3.421259707824421
mdp.39015021856847,"Galloway, Janice.",Blood / | $c: Janice Galloway.,1991,f,high_female,3.4208500812451894
mdp.39015065780994,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,mixed,3.420343060408959
yale.39002060802312,"Safroni-Middleton, A.",Sailor and beachcomber,1915,m,high_male,3.4196607696516508
mdp.39015049208278,"Oẏālīullāh, Saiẏada,",Tree without roots; | $c: translated from the Bengali by Qaisar Saeed [and others],1967,u,,3.419563321763811
nyp.33433075761274,"Nisbet, Hume,","Hunting for gold, or, Adventures in Klondyke",1897,m,,3.4190371991247264
uc1.$b323482,"Bullett, Gerald William,",Judgment in suspense / | $c: Gerald Bullett.,1946,m,,3.418569670449884
njp.32101065605295,"Wood, Henry,",Mildred Arkell,1882,f,,3.4180114009669174
mdp.39015053497080,"Moggach, Deborah.",Final demand / | $c: Deborah Moggach.,2001,f,high_female,3.4162339437004645
uiuo.ark:/13960/t9p27hw6k,"Spender, John Kent,",A modern Quixote,1894,f,mixed,3.4160005465600873
uc1.b2798666,"Cook, Kenneth,",Blood red roses.,1963,m,,3.415708844978054
hvd.hwadvb,"Scott, Walter,",The Waverley novels,1829,m,,3.414629982158558
uc1.$b163403,"De Polnay, Peter,",Out of the square.,1950,m,mixed,3.4143093705720675
mdp.39015059376056,,The New British novelist;,1830,u,high_female,3.414192799467386
njp.32101064912015,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,3.4141345168999657
mdp.39015031236683,"Howard, Edward,",Rattlin the reefer; | $c: edited with an introduction by Arthur Howse.,1971,m,,3.4140013070747863
nyp.33433074930573,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,3.413843133907997
uiuo.ark:/13960/t5x643b1b,,"The picaroon, or, The merchant smuggler",1845,u,,3.4133770245592476
inu.30000107601274,"Daley-Clarke, Donna.",Lazy eye / | $c: Donna Daley-Clarke.,2005,f,mixed,3.4123481505073023
uiuo.ark:/13960/t5bc4m870,"Sinclair, Catherine,",Cross purposes,1855,f,,3.4120764760074156
uc1.$b444706,"Hostovský, Egon,","Three nights. | $c: Translated from the Czech by Philip H. Smith, Jnr.",1964,u,,3.4120376688958647
inu.39000003774465,"Kazantzakis, Nikos,",God's pauper : | St. Francis of Assisi : a novel / | $c: by Nikos Kazantzakis ; [translated from the Greek by P.A. Bien],1962,u,high_male,3.4116690453581398
uc2.ark:/13960/t5z60f63f,"Minney, R. J.",Maki,1921,u,high_male,3.408664825987661
mdp.39015038021930,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,3.4080452588410375
mdp.39015012405554,"Murdoch, Iris.",The book and the brotherhood / | $c: Iris Murdoch.,1987,f,,3.407967828783696
mdp.39015025157804,"Edgell, Zee.",In times like these / | $c: Zee Edgell.,1991,f,high_female,3.40766588517529
mdp.39015034110778,"Linklater, Eric,",The impregnable women.,1938,m,,3.407561378699334
mdp.39015063938644,"Duchess,",Beauty's daughters,1886,f,,3.4065282707781193
uc1.b4402186,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,3.4058785463710364
mdp.39015014876141,"Crewe, Candida,",Accommodating Molly / | $c: Candida Crewe.,1989,f,high_female,3.4046320018385012
mdp.39015059407562,"Beresford, J. D. (John Davys),","Love's pilgrim, | $c: by J. D. Beresford.",1923,m,high_female,3.404216689739691
mdp.39015047504686,"Ortese, Anna Maria.",The lament of the linnet / | $c: Anna Maria Ortese ; translated from the Italian by Patrick Creagh.,1997,f,,3.4038149958473456
mdp.39015038923598,"Mann, Thomas,",Stories and episodes [from the novels. | $c: With an introd. by E.F. Bozman],1940,m,high_male,3.4036064614065062
uc2.ark:/13960/t1vd75d7f,"Whyte-Melville, G. J.",Sarchedon,1871,m,high_male,3.403096818104475
mdp.39015073486618,"Henty, G. A.",The dash for Khartoum,1892,m,high_male,3.4030775164340286
mdp.39015002164625,"Billington, Rachel.",Cock Robin; or A fight for male survival.,1973,f,high_female,3.4028652125089325
uiuo.ark:/13960/t3nw02p9m,"Ponsonby, Emily,",The young Lord,1856,f,,3.4026336384361495
uiuo.ark:/13960/t0qr54j70,"Craik, Dinah Maria Mulock,",Agatha's husband;,1853,f,high_female,3.4017655163029614
uc1.32106002092556,"Vaka, Demetra,",A child of the Orient,1914,f,,3.4014762406884587
mdp.39015064701926,"Kay, Jackie,",Wish I was here / | $c: Jackie Kay.,2006,u,,3.401360544217687
uc1.b3540934,"Barbour, John,","The Bruce, | an epic poem written around the year A. D. 1375.",1964,m,high_male,3.4002907248569754
nyp.33433082300926,,Brother Reginald's golden secret,1871,u,high_male,3.4002040122407347
uc1.b4974558,"Pickering, Paul,",The blue gate of Babylon / | $c: Paul Pickering.,1989,m,,3.40014620628687
uc2.ark:/13960/t04x56d3j,"White, Hester.",Mountains of necessity,1901,u,,3.4000884022984597
mdp.39015080822862,"Fitch, Stona.",Printer's devil / | $c: Stona Fitch.,2009,u,mixed,3.397662408263115
mdp.39015049645107,"Craig, Amanda,",In a dark wood / | $c: Amanda Craig,2000,f,,3.397258412461144
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,3.395585738539898
hvd.hnp4pz,"Jones, Hannah Maria,","The strangers of the glen; or, The travellers benighted",1827,f,mixed,3.3942315035597
uc2.ark:/13960/t0wp9zn65,"Herbert, George,",Gerald Fitzgerald,1858,m,,3.39328130302002
njp.32101064912213,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_female,3.392216559105133
uc1.32106013464307,"Galloway, Janice,",Blood,1991,f,high_female,3.391670058336725
mdp.39015011559807,"Inchbald,",Nature and art,1893,f,,3.390807520811081
mdp.39015011425355,"Braddon, M. E.","Only a clod, in three vols",1865,f,,3.3903476801546
uiuo.ark:/13960/t5v69r49n,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,3.38971560286092
uiuo.ark:/13960/t4cn7cd4c,"Armstrong, F. C.",The wild gazelle,1868,m,,3.389370932754881
uiuo.ark:/13960/t1ng4z542,"Coke, Henry J.","High and low; or, Life's chances and changes",1854,m,,3.388854058999949
nyp.33433082303508,"Friswell, J. Hain",Out and about;,1860,m,mixed,3.387342629706995
mdp.39015084102907,"Dobbs, Michael,",The edge of madness / | $c: Michael Dobbs.,2009,m,high_male,3.3838943548182425
njp.32101068596525,"Cooper, James Fenimore,",Lionel Lincoln,1832,f,,3.3837321437634995
mdp.39015028424219,,Stories from the Caribbean : | an anthology / selected and introduced by Andrew Salkey.,1965,u,,3.3825780318469723
uc1.b4386256,"Donleavy, J. P. (James Patrick),",Are you listening Rabbi Löw / | $c: J.P. Donleavy.,1987,m,,3.3823778116015557
uiuo.ark:/13960/t6qz2mn29,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,3.3822062131128137
uiuo.ark:/13960/t5m90w577,"Viles, Edward.",Blueskin,1866,m,high_male,3.3822043680623897
inu.30000011825480,"Greene, Graham,",Brighton Rock : | an entertainment / | $c: Graham Greene.,1943,m,,3.3816629327471786
mdp.39015078812800,"Hall, John.",Sherlock Holmes at the Raffles Hotel / | $c: John Hall.,2008,m,,3.381405650328842
inu.30000114341906,"Swarthout, Glendon Fred.",The shootist / | $c: Glendon Swarthout.,1975,m,,3.380548324938305
hvd.32044086801982,,"English life, or Manners at home",1825,u,high_female,3.37963432356619
mdp.39015065597026,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,3.3793243282385994
mdp.39015050483307,"Sillitoe, Alan,",Birthday / | $c: Alan Sillitoe.,2001,m,,3.379253635513703
uc1.b3750786,"Aimard, Gustave,",Collected novels,1885,m,high_male,3.3791013843052005
uc1.$b119993,"Strathern, Paul,",Pass by the sea : | a novel / by Paul Strathern.,1968,m,high_male,3.378454469695263
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,3.3783783783783785
mdp.39015000599111,"Raven, Simon,",The Sabre Squadron /,1966,m,high_male,3.377997973201216
uc1.$b311886,"Saint-Laurent, Cécil,",Goribon's folly / | $c: Jacques Laurent ; translated from the French by Jean Stewart & Robin Chancellor.,1951,u,,3.377807802736024
mdp.39015080868311,"Boyne, John,",The house of special purpose / | $c: John Boyne.,2009,m,,3.377693710734311
mdp.39015025250260,"Barillé, Elisabeth.","Anaïs Nin, naked under the mask / | $c: Elisabeth Barillé ; translated by Elfreda Powell.",1992,f,,3.3771613832853027
mdp.39015062996734,"Converse, Florence,",Long Will.,1933,f,high_male,3.3764962098830043
mdp.39015073668769,"Banks, Iain,",Matter / | $c: Iain M. Banks.,2008,m,high_male,3.3763740636591213
mdp.39015059175672,"Welsh, Louise.",Tamburlaine must die / | $c: Louise Welsh.,2004,f,high_male,3.3763252076440002
uiuo.ark:/13960/t8kd2ht61,"Roche, Regina Maria,",The discarded son;,1807,f,,3.374673078545516
uiuo.ark:/13960/t51g11k92,"Crowe, Catherine,",The story of Lilly Dawson,1847,f,high_female,3.3742745309758404
uiuo.ark:/13960/t09w13v7r,,Wedded life in the upper ranks,1831,u,,3.3727381574731448
uc1.31158011647251,"Young, E. H.",A corn of wheat,1910,f,high_female,3.37207472517591
mdp.39015078784520,"Barker, Susan,",The orientalist and the ghost / | $c: Susan Barker.,2008,f,high_female,3.371942070035237
njp.32101067633139,"Dillwyn, Elizabeth Amy.",Jill,1884,f,high_female,3.370407819346141
uiuo.ark:/13960/t8z89wr7v,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,3.368818218568926
inu.30000110552084,"Calway, Gareth,",River deep mountain high / | $c: Gareth Calway.,2008,m,mixed,3.3680806992135532
mdp.39015016434345,"Menon Marath, S.",The wound of spring / | $c: S. Menon Marath.,1960,u,,3.367986168803467
uiuo.ark:/13960/t2x35d69n,"Rennie,.",Saint Patrick,1819,m,,3.367286808653927
inu.32000002548255,"Scott, Paul,",Chinese love pavilion / | $c: Paul Scott.,1967,m,high_male,3.3668616640713775
uiuo.ark:/13960/t9183zd5v,,Tales of my landlord,1820,m,high_male,3.3666633000033666
mdp.39015066189104,"Thackeray, William Makepeace,",Works,1883,m,,3.3660589060308554
mdp.39015003951053,"pseud. Motley, Mary,",Devils in waiting.,1959,f,high_male,3.3653792221486825
uc1.b4101446,"Nesbit, E. (Edith),","The wonderful garden; or, The three C.'s, | $c: by E. Nesbit...",1933,f,,3.365303718660609
mdp.39015047115665,"Weiss, Daniel Evan.",Hell on wheels / | $c: Daniel Evan Weiss.,1998,m,,3.3649639948852546
mdp.39015039379998,"Colette,","Gigi, and The cat / | $c: Colette.",1953,f,,3.3629836390845957
uc2.ark:/13960/t7zk5bj0g,"Ouida,",The tower of Taddeo,1892,f,high_female,3.3628140027575073
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,high_female,3.3624182512062677
uva.x030581128,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,3.3617212012550426
uiuo.ark:/13960/t0sq9bf6f,"Hardy, Iza Duffus.",Glencairn,1877,f,,3.3615140259172733
inu.39000005925479,"Amadu, Malum.",Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -,1972,u,high_male,3.360215053763441
mdp.39015061469048,"Wakefield, Tom.",The discus throwers / | $c: Tom Wakefield.,1985,m,,3.359876356550079
mdp.39015029993469,"Haran, Maeve.",Scenes from the sex war / | $c: Maeve Haran.,1993,f,high_female,3.359819913652628
uc1.b3346079,"Blight, Leslie,",Love and idleness.,1958,m,,3.35974089678204
uiuo.ark:/13960/t55d9316v,"Banim, John,",Father Connell,1842,m,mixed,3.3591991669186068
uc1.b3347084,"Kenyon, F. W. (Frank Wilson),","I, Eugenia.",1962,m,mixed,3.3582402820921837
uc1.b4439332,"Edwards, Page.","The mules that angels ride / | $c: Page Edwards, Jr.",1973,u,,3.356605800214823
nyp.33433074852983,"Hawtrey, Valentina.",Suzanne,1906,u,,3.3549916684373566
nyp.33433074937156,"Beazley, Samuel,",The Oxonians,1830,m,high_female,3.354072682755035
uiuo.ark:/13960/t7gq7hk0s,"Maitland, Edward,",By and by,1873,m,high_female,3.35345405767941
uc1.$b323538,"Camden, George.","My time, my life.",1950,m,,3.350944407832274
mdp.39015031241758,"James, Henry,",Stories revived,1885,m,,3.3507946968089266
mdp.39015015407326,"James, M. R.",The five jars,1922,u,high_female,3.3498593059091517
mdp.39015080838587,"Fitzgerald, Helen.",The Devil's staircase / | $c: Helen FitzGerald.,2009,f,,3.349354411937099
uiuo.ark:/13960/t4xh07n58,"Oliphant,",Kirsteen,1890,f,high_female,3.3485412916998034
uc1.$b322695,"Bennett, Rolf.","Cranmer Paul, | $c: by Rolf Bennett.",1928,u,,3.348326394856971
uc1.b3322743,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,3.348232970050056
uiuo.ark:/13960/t2h70zw6j,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,3.34817691766833
njp.32101068171196,"Hughes, William,",The three students of Gray's inn;,1846,m,,3.3475604653109046
uc1.$b105776,"McDonell, Gordon,",Burning secret / | $c: Gordon McDonell.,1959,m,,3.3466082125765535
mdp.39015005614345,"Lewis, Wyndham,",Self condemned / | $c: Wyndham Lewis.,1954,m,,3.346589546369787
uc1.$b801678,"Feld, Michael,",Super Shelley's Mein Kampf.,1969,m,,3.346440224211495
mdp.39015066681530,"Bramah, Ernest,",The celestial omnibus | $c: [by] Ernest Bramah. With an introd. by John Connell.,1963,m,high_male,3.3456676949018718
mdp.39015069319161,"Harrison, Fraser.",Minotaur in love / | $c: Fraser Harrison ; illustrated by Harriet Dell.,2007,m,high_female,3.3449663830878498
mdp.39015032028105,"Mrs., Grant, Elizabeth (Raper),",The receipt book of Elizabeth Raper and a portion of her cipher journal.,1924,f,,3.3445934646643702
nyp.33433082332085,"Hood, Tom,",A bunch of keys;,1865,m,,3.3445561773952597
mdp.39015059376072,,The New British novelist;,1830,u,high_female,3.343866512848807
mdp.39015031604625,"Amis, Martin.",Dead babies / | $c: Martin Amis.,1975,m,mixed,3.343512471301518
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,,3.3429908624916425
mdp.39015078771519,"Quinn, Anthony.",The rescue man / | $c: Anthony Quinn.,2009,m,,3.342849311038757
mdp.39015063914710,"Farjeon, B. L.",Miser Farebrother,1888,m,mixed,3.3425811411572015
mdp.39015030712072,"Sinclair, Andrew.",The Raker / | $c: Andrew Sinclair.,1964,m,high_male,3.3423018432794667
mdp.39015016414883,"Melville, Herman,","Typee; or, A narrative of a four month's residence among the natives of a valley of the Marquesas Islands; or, A peep at Polynesian life",1847,m,high_male,3.3411851183614827
uc2.ark:/13960/t02z15c5v,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,3.3404735956440224
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,high_female,3.340392696565408
mdp.39015037284893,Sony Lab'Ou Tansi.,The seven solitudes of Lorsa Lopez / | $c: Sony Labou Tansi ; translated from the French by Clive Wake.,1995,u,mixed,3.3400691394311863
uiuo.ark:/13960/t11n8sc0d,"Burney, Fanny,",The wanderer,1814,f,high_female,3.338861003216436
mdp.39015065780770,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,high_female,3.33850802076552
uc1.32106006950585,"Defoe, Daniel,","An account of the conduct and proceedings of the late John Gow, alias Smith, captain of the late pirates, executed for murther [sic] and piracy, committed on board the George Galley, afterwards call'd the Revenge : | with a relation of all the horrid murthers [sic] they committed in cold blood : as also of their being taken at the islands of Orkney, and sent up prisoners to London / | $c: by Daniel Defoe.",1978,m,high_male,3.338452293516726
mdp.39015065768148,"Eliot, George,",The works of George Eliot,1878,f,,3.3379786870060832
mdp.39015079149517,"Brookfield, Amanda,",Life begins / | $c: Amanda Brookfield.,2008,f,,3.3374049673935535
nyp.33433034411052,"Wood, Henry,",Lady Adelaide's oath,1867,f,mixed,3.337242674752329
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,3.3365586733842716
inu.32000003293752,"Bennett, Arnold,",Anna of the five towns.,1939,m,high_female,3.3364102450037256
njp.32101065601294,"Whyte-Melville, G. J.",Roy's wife;,1899,m,mixed,3.335835209740639
uiuo.ark:/13960/t9m33f72h,"Randolph,",Little Pansy,1881,f,,3.33555703802535
mdp.39015013102531,"Theroux, Paul.",Saint Jack. -,1973,m,high_male,3.334926687194993
inu.30000077972499,"Dickens, Charles,",The life and adventures of Martin Chuzzlewit,1898,m,,3.3341112926349483
inu.30000110590472,"Astaire, Simon.",Private privilege / | $c: Simon Astaire.,2008,m,mixed,3.333851932522837
mdp.39015030760519,"Middleton, Stanley,",Holiday.,1974,m,mixed,3.3326297781579446
mdp.39015018983885,"Lynn, Jonathan.","The complete Yes, Minister : | the diaries of a cabinet minister / | $c: by the Right Hon. James Hacker, MP ; edited by Jonathan Lynn and Antony Jay.",1989,m,high_male,3.3303835650328755
mdp.39015019668618,"Edwards, Nicky.",Mud / | $c: Nicky Edwards.,1986,m,,3.329412025836237
uc1.b3327073,"Massie, W.",Fitzwiggins,1840,u,,3.329227286346839
mdp.39015008794425,"Brecht, Bertolt,",Threepenny novel. | $c: Translated by Desmond I. Vesey. Verses translated by Christopher Isherwood.,1972,u,,3.328052822854404
mdp.39015037461632,"Irish, William.",After-dinner story / | $c: William Irish.,1940,m,,3.3271596038461966
mdp.39015061868363,"Christie, Agatha,",The mirror crack'd from side to side / | $c: by Agatha CHristie.,1962,f,high_female,3.326495536951821
inu.32000009077365,"White, W. J.",One for the road / | $c: by W. J. White.,1956,u,mixed,3.326495536951821
uc1.b3123813,"Hood, Tom,",A golden heart,1867,m,high_female,3.326458652118954
uc1.$b106044,"Tilsley, Frank,",Brother Nap.,1954,m,,3.3249544481240605
uiuo.ark:/13960/t08w4306w,"Wilbraham, Frances M.",For and against,1858,f,mixed,3.3249102274238598
uiuo.ark:/13960/t4cn7n03t,"Manning, Anne,",Poplar house academy,1859,f,high_female,3.32474441027346
mdp.39015005209823,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_female,3.3239524010016175
uc1.b3339478,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,3.323631494732044
mdp.39015062213007,"Baerlein, Henry,",Travels without a passport.,1941,m,,3.321707357581797
njp.32101064710609,"Picken, Andrew,",The sectarian; or The church and the meeting-house,1829,m,mixed,3.3215418597312873
nyp.33433074867494,"Jackson, Wilfrid Scarborough.",Nine points of the law,1903,u,high_male,3.321431536992444
njp.32101064789645,"Picken, Andrew,",The dominies legacy,1830,m,,3.3212660666245974
uc1.$b794470,"Collins, Norman,",Anna / | $c: by Norman Collins.,1942,m,high_female,3.3204625878736707
mdp.39015049687257,"Chambers, Clare.",A dry spell / | $c: Clare Chambers.,2000,f,high_female,3.318642807837307
mdp.39015059164262,"Imoja, Nailah Folami.",Pick of the crop : | a novella / | $c: Nailah Folami Imoja.,2004,u,,3.318620781203332
uiuo.ark:/13960/t1zc89028,"Dunn, George.",Red cap and blue jacket,1894,m,,3.3153750518027354
uc1.$b193205,"Morris, Ira J.",My East was gorgeous,1958,m,,3.314770617873243
mdp.39015003929489,"Ghose, Zulfikar,",The murder of Aziz Khan: | a novel.,1967,u,,3.3141664042951597
uiuo.ark:/13960/t3708qg2r,"Rhodes, Henrietta.",Rosalie,1811,f,high_female,3.3135624109480104
uiuo.ark:/13960/t4wh37d6f,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,3.3126293995859215
mdp.39015030760329,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,3.31193455617317
uc1.b3546644,"Loudon,",First love,1830,f,,3.3111486374623356
mdp.39015037456459,"Bhattacharya, Nalinaksha,",Hem & Maxine / | $c: Nalinaksha Bhattacharya.,1995,u,high_female,3.3104251910115337
uc2.ark:/13960/t2f769094,"Lever, Charles James,",[Charles Lever's novels,1872,m,,3.310203287859416
mdp.39015016751219,"Mehdevi, Mohamed.",Something human.,1961,u,,3.3096418140146784
mdp.39015029540161,"Thomas, Gwyn,",Meadow Prospect revisited / | $c: Gwyn Thomas ; edited by Michael Parnell.,1992,m,high_male,3.3094683890611036
mdp.39015032814553,"Moyano, Daniel.",The devil's trill / | $c: Daniel Moyano ; translated by Giovanni Pontiero.,1988,m,high_male,3.3090668431502315
uiuo.ark:/13960/t2988xr4w,"Doyle, Arthur Conan,",The refugees,1893,m,high_male,3.308902602451897
uc1.b3579182,"Lever, Charles James,",A day's ride,1864,m,mixed,3.308136361380816
nyp.33433034411060,"Wood, Henry,",Lady Adelaide,1874,f,mixed,3.3081285444234405
uc1.b4449967,"Epstein, Seymour,",The successor / | $c: Seymour Epstein.,1962,m,,3.3079722130334104
njp.32101068177078,"Drury, W. P.",Bearers of the burden,1904,u,high_male,3.3077533739084415
mdp.39015063869765,"Gleig, G. R.",Allan Breck,1834,m,,3.306932985003059
uiuo.ark:/13960/t58d0d94q,,Eustace Fitz-Richard,1826,u,,3.306167655761824
uiuo.ark:/13960/t1hh6x83c,"Grey, Elizabeth Caroline.",Mary Seaham. A novel,1852,f,,3.305402680681574
nyp.33433082225586,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,3.3049475064171063
mdp.39015073951520,,Bedford Square 3 : | new writing from the Royal Holloway Creative Writing Programme / | $c: foreword by Andrew Motion.,2008,u,,3.3047654718103505
uiuo.ark:/13960/t6qz2rm4g,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,3.3046380595165314
uc1.$b56315,"Barclay, Hubert, Mrs.,","The queen's cause, | Scottish narrative, 1561-1587.",1938,f,,3.3045616168559078
mdp.39015053230317,"Wakefield, Tom.","Trixie Trash, star ascending / | $c: Tom Wakefield.",1977,m,high_female,3.304474258145529
uiuo.ark:/13960/t1kh1812m,"Yates, Edmund Hodgson,",Wrecked in port,1869,m,,3.304183095799282
uiuo.ark:/13960/t2794jb5n,"Farjeon, B. L.",In a silver sea,1886,m,,3.302073702285035
uc1.b3739061,"Lurie, E. B. (Edward B)",The scaffold / | $c: E.B. Lurie.,1986,m,high_female,3.302073702285035
mdp.39015059414659,"McKenna, Stephen,","The commandment of Moses; | a novel, | $c: by Stephen McKenna.",1923,m,,3.300874731803928
mdp.49015000983156,"Huxley, Aldous,","Eyeless in Gaza, | a novel.",1969,m,,3.299876254640451
inu.32000011401025,"Lyulph,",Shakespeare,1899,u,,3.2996766316900943
uc1.l0051179273,"Panton, Jane Ellen Frith,",Most of the game,1911,f,high_female,3.299077907724791
mdp.39015080843892,,The Solaris book of new science fiction. | $c: edited by George Mann. | $n: Vol. 3 /,2009,u,mixed,3.298425002061516
uc1.b3322071,"Fox, S. M.",George,1890,u,mixed,3.29733740004946
inu.39000003329344,,More voices of Africa : | contemporary voices from African literature / | $c: edited by Barbara Nolen.,1975,u,,3.296902560044838
uc2.ark:/13960/t0tq5tn4r,"Douie, Marjorie.",The pointing man,1917,f,high_male,3.296594617759854
uiuo.ark:/13960/t0sq9kb7g,"Gissing, George,",A life's morning,1888,m,,3.296033224014898
uiuo.ark:/13960/t9086sk6b,"Mallock, W. H.",The new republic;,1877,m,,3.2954358213873784
inu.32000009943616,"Freiwald, Ludwig,","Last days of the German fleet, | $c: by Ludwig Freiwald; translated by Martin Moore; with an introduction by Hector C. Bywater.",1932,m,high_male,3.2950376732640643
uc1.b3322307,"Banks, G. Linnaeus",In his own hand,1885,f,,3.293590672551215
uc2.ark:/13960/t6154g68b,"Fenn, George Manville,",Real gold;,1894,m,high_male,3.293337578079545
uc1.$b301115,"Lehmann, John,",Evil was abroad / | $c: John Lehmann.,1938,m,high_male,3.293048374880627
mdp.39015031227997,"Davie, Elspeth.",Climbers on a stair / | $c: Elspeth Davie.,1978,f,,3.292506255761886
uiuo.ark:/13960/t4kk9pz5p,"Hardy, Duffus,",Madge,1878,m,high_female,3.291530891017412
mdp.39015063536125,"Collins, Mortimer,",[Works,1883,m,mixed,3.2899426453332166
uiuo.ark:/13960/t0dv1xd8x,"Gore,",The manners of the day,1830,f,high_female,3.28893274132544
uiuo.ark:/13960/t3fx7xj5c,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",1804,f,high_female,3.2882838446614713
uiuo.ark:/13960/t87h28b78,"Pemberton, T. Edgar",A very old question,1877,m,mixed,3.2879594923390543
uc2.ark:/13960/t7rn33b3d,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,3.2873830239540642
mdp.39015063046604,"Rasmussen, Albert Henry.",Return to the sea.,1956,m,,3.2869147922122033
mdp.39015002201716,"Chandler, Raymond,",Killer in the rain. | $c: With an introduction by Philip Durham.,1964,m,mixed,3.284611594678929
mdp.39015025114839,"Sitwell, Osbert,",Those were the days : | panorama with figures / | $c: Osbert Sitwell.,1938,m,high_female,3.283586990428344
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,3.283533081595797
uiuo.ark:/13960/t3708cf7k,"Belfast, Frederick Richard Chichester,",The farce of life,1852,m,,3.2833174639655907
uc1.$b245242,"Tuohy, Frank,",The admiral and the nuns : | with other stories / | $c: by Frank Tuohy.,1962,m,mixed,3.2832635639825987
wu.89007333057,"Kincaid, C. A.",An anthology of Indian tales,1922,u,mixed,3.2829940906106367
njp.32101066458991,"Gibbon, Charles,",Clare of Claresmede,1886,m,,3.282563025210084
mdp.39015063238193,,Sunday night and Monday morning : | [new fiction from Nottingham] / | $c: edited by James Urquhart.,2005,u,,3.2824911919819684
inu.32000001871153,"Cholmondeley, Mary,",Red pottage,1899,f,mixed,3.2823259874877735
uc2.ark:/13960/t14m92d7h,"Morgan, Louisa.",Baron Bruno;,1875,f,mixed,3.2812705079406745
uc2.ark:/13960/t1mg7jr51,"Morley, Charles Robert,",Travels in London,1916,m,high_male,3.2808398950131235
uiuo.ark:/13960/t8tb1qq1v,"Rennie,.",Saint Patrick,1819,m,,3.2808398950131235
uiuo.ark:/13960/t4jm2xs5q,"Wood, Henry,",Oswald Cray,1864,f,,3.280552882512466
mdp.39015029242545,"McKenzie, Earl,",Two roads to Mount Joyful / Earl McKenzie.,1992,m,,3.2801941874959
mdp.39015066058002,"Sharpe, Tom.",Porterhouse blue / | $c: Tom Sharpe.,1974,m,high_male,3.2796921462305404
njp.32101069186284,,Chantilly,1832,f,,3.278527285543334
mdp.39015003928002,"Gathorne-Hardy, Jonathan.",Chameleon.,1967,m,,3.2783929317848393
mdp.39015050494759,"Drabble, Margaret,",The peppered moth / | $c: Margaret Drabble.,2000,f,high_female,3.274587238278615
mdp.39015064001392,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,,3.2725297309326056
mdp.39015031234605,"Hartley, L. P. (Leslie Poles),","The sixth heaven, | $c: by L. P. Hartley.",1946,m,mixed,3.2722513089005236
uc2.ark:/13960/t5gb1zf4p,"Kingston, William Henry Giles,",Old Jack,1859,m,high_male,3.2715732995997775
uc2.ark:/13960/t8v984664,"Maclean, Neil N.",Life at a northern university,1906,m,,3.2715233521336877
