htid,author,title,year,authgender,female_category,gb_england_suba1_intensity
uc1.b3834609,"Cusack, Dymphna.",Black lightining.,1964,u,,6.783186741130983
uc2.ark:/13960/t22b9145f,"Madden, Richard Robert,",The Mussulman,1830,m,high_male,6.779752945802655
uc1.$b395374,,Stories of Africa / | $c: chosen by E. C. Parnwell.,1930,u,,6.779595355008667
nyp.33433074919592,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,6.778129236330771
mdp.39015062601011,"Gün, Güneli.",Book of trances : | a novel of magic recitals / | $c: Güneli Gün.,1979,u,mixed,6.777057401676192
mdp.39015027340721,"Kähnert, Maria Elisabeth,","Jagdstaffel 356, by M. E. Kähnert; translated from the German by Claud W. Sykes.",1935,f,high_male,6.77621548365238
mdp.39015009178263,"London, Jack,","Moon-face, and other stories",1906,m,mixed,6.771970812805797
umn.31951002139822l,"Fittall, Edward.",Portrait of Pinrut; a fantasy.,1949,m,high_male,6.771626883358727
uc1.b4376308,,The book of masks : | stories / | $c: by Hwang Sun-won ; edited with an introduction by Martin Holman.,1989,u,high_male,6.771626883358726
nyp.33433075785711,"Marryat, Frederick, 1792-1848.",The mission,1845,m,high_male,6.769678609508016
mdp.39015030709839,"Newby, P. H. (Percy Howard),",A journey to the interior.,1945,m,high_male,6.767600595548853
inu.30000114341906,"Swarthout, Glendon Fred.",The shootist / | $c: Glendon Swarthout.,1975,m,,6.76109664987661
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,6.760411032990807
uc1.32106001601159,"Gorky, Maksim,","The outcasts, and other stories",1905,m,,6.758583400919168
uc1.$b574244,"Taylor, Peter,",Coopers Creek to LangTang II / | $c: Peter Taylor.,1965,m,,6.749232274828737
mdp.39015033405294,"Lemaître, Jules,",Their majesties the kings,1909,m,mixed,6.747638326585695
pst.000024504690,"Bellow, Saul.",The adventures of Augie March / | $c: Saul Bellow.,1953,m,mixed,6.745840346196527
uc1.32106011414247,"Simenon, Georges,",Maigret on the defensive; | $c: translated from the French by Alastair Hamilton,1968,m,mixed,6.745817593092282
wu.89038451712,"Mason, Gertrude.","New life for old clothes, | $c: by Gertrude Mason...With 190 drawings by Kathleen Mann.",1943,f,high_male,6.742633672712562
njp.32101068163847,,Isabella,1823,f,high_female,6.741270055278414
mdp.39015066718845,"Merrill, James,",The (Diblos) notebook.,1965,m,high_female,6.738544474393531
hvd.32044086801958,,Cameron,1832,u,,6.734687005421422
uc1.$b119986,"Serumaga, Robert,",Return to the shadows.,1969,m,high_male,6.733326600006733
mdp.39015056167979,"Svit, Brina.",Con Brio / | $c: Brina Svit.,2002,u,high_female,6.729248679384947
njp.32101067178531,"Trollope, Frances Milton,",A romance of Vienna,1838,f,,6.726668550133861
mdp.39015019612335,"Kuzwayo, Ellen,",Sit down and listen / | $c: Ellen Kuzwayo.,1990,f,mixed,6.723291723627888
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,6.720599477473391
uc2.ark:/13960/t8pc38q2t,"Straparola, Giovanni Francesco,",The Nights of Straparola,1894,m,,6.719617250601406
uc1.$b323468,"Brown, Henry Phelps, Sir,",The balloon / | $c: by Henry Phelps Brown.,1953,m,high_male,6.719139950086389
uiuo.ark:/13960/t3bz6tw45,,Theodore,1807,u,mixed,6.714225765841375
mdp.39015042863939,"Brooke-Rose, Christine,",Subscript / | $c: Christine Brooke-Rose.,1999,f,,6.712423016898525
uc2.ark:/13960/t1zc7v607,"Becke, Louis,",By reef & palm,1894,m,mixed,6.7120100232683
uc1.b3582177,"Maron, Monika.",The defector / | $c: Monika Maron ; translated by David Newton Marinelli.,1988,f,high_female,6.701626819910532
mdp.39015015407326,"James, M. R.",The five jars,1922,u,high_female,6.699718611818303
uc2.ark:/13960/t9q23t78j,"MacDonald, George,",Alec Forbes of Howglen,1865,m,mixed,6.695681285570808
uiuo.ark:/13960/t7gq79p0n,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,6.695569207077218
uc2.ark:/13960/t0wq02b69,"Tourneur,Nigel.",Hidden witchery,1898,u,,6.691947356680796
mdp.39015006960168,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,6.691089142035094
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,6.689336083393723
uiuo.ark:/13960/t6543bw1s,"Smith, Charlotte.",The republican's mistress;,1821,f,high_female,6.688963210702342
uc1.l0079462065,"Sologub, Fydor,",The created legend,1916,u,mixed,6.682854024191931
uiuo.ark:/13960/t39z9t406,"Sime, William,",Haco the dreamer,1884,m,mixed,6.682556300536832
mdp.39015007020632,"Aksenov, Vasiliĭ,","The burn : | a novel in three books : late sixties, early seventies / | $c: Vassily Aksyonov ; translated from the Russian by Michael Glenny.",1984,u,mixed,6.676694800425738
uc1.32106015650531,"Faqīh, Aḥmad Ibrāhīm",Valley of ashes / | $c: Ahmed Fagih ; translated from the Arabic,2000,u,,6.67122533731383
mdp.39015032570882,"Rey Rosa, Rodrigo,",The Pelcari project / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1991,m,high_male,6.666666666666667
mdp.39015005698033,"O'Flaherty, Liam,","Famine,",1937,m,,6.664364431681179
mdp.39015049703187,"Chrislieb, Marie Luise",Uphill steps in India / | $c: by M. L. Chrislieb.,1930,f,high_female,6.663557006730191
inu.32000009525058,"Njoku, Charles.",The new breed / | $c: by Charles Njoku.,1973,m,,6.658942293606085
uc1.b4411184,"Panova, Vera Fedorovna,",Time walked.,1957,f,high_male,6.65173721203521
mdp.39015010486895,"Simenon, Georges,",Maigret has doubt; | $c: translated from the French by Lyn Moir.,1968,m,mixed,6.649820454847719
mdp.39015064875019,"Hardie, Kerry,",The bird woman / | $c: Kerry Hardie.,2006,u,,6.648248555852676
mdp.39015011596718,"Malory, Thomas, Sir,","The noble tale of the Sangreal, | $c: by Sir Thomas Malory.",1923,m,high_male,6.646616041607817
mdp.39015038155605,"Nekrasov, Viktor,",Kira / | $c: by Viktor Nekrassov ; translated from the Russian by Moura Budberg.,1963,u,,6.6465792272243895
inu.39000005775502,"Posselt, Friedrich Wilhelm Traugott,","Fables of the Veld, | $c: by F. Posselt. With a foreword by Professor Carl Meinhof.",1929,m,high_male,6.64599025254763
uiuo.ark:/13960/t59c7hc2h,"Nicholson, Jessie L.",After long waiting,1897,f,,6.645290980678816
uc1.$b245056,"Themerson, Stefan.",Professor Mmas's lecture. | $c: With a pref. by Bertrand Russell.,1953,m,high_male,6.642135047889794
mdp.39015059164262,"Imoja, Nailah Folami.",Pick of the crop : | a novella / | $c: Nailah Folami Imoja.,2004,u,,6.637241562406664
uc1.b3407022,"Household, Geoffrey,",The Spanish cave.,1960,m,high_male,6.63159290861665
mdp.39015024905294,"Thubron, Colin,",Turning back the sun / | $c: Colin Thubron.,1991,m,,6.631123842868889
uc1.b3322603,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,6.6295750442396635
mdp.39015043610834,"Jackont, Amnon,",Borrowed time : | a novel / | $c: by Amnon Jackont ; translated from the Hebrew by Dorothea Shefer-Vanson.,1986,u,mixed,6.626654296911979
uc1.$b87336,"Fraser, Ronald,","Landscape with figures, | $c: by Ronald Fraser.",1925,m,,6.624710168930109
uc1.$b444718,"Hostovský, Egon,",Hide & seek; | two tales of escape: The hideout and The black band.,1950,u,high_male,6.62038700890915
mdp.39076002869522,"Hacikyan, A. J. (Agop Jack),",The lamppost diary / | $c: Agop J. Hacikyan.,2009,m,high_male,6.6201490857574115
mdp.39015063869765,"Gleig, G. R.",Allan Breck,1834,m,,6.613865970006119
njp.32101067646560,"Holmes, W. H. M.","Oakleigh, or, The minor of great expectations",1843,u,high_male,6.612335311523651
uc1.b3321262,"Cooper, James Fenimore,",The water witch;,1830,m,,6.606219755900181
uiuo.ark:/13960/t3417br2t,"Gibbon, Charles,",In honour bound,1874,m,mixed,6.602948216378612
uc1.b4381825,"Gill, Brendan,",Ways of loving.,1974,m,mixed,6.596119597071325
mdp.39015031239349,"Ireland, David,",The unknown industrial prisoner / | $c: David Ireland.,1982,m,,6.591776758493779
uiuo.ark:/13960/t1dj63c0r,"Walford, Lucy Bethia,",A stiff-necked generation,1889,f,,6.591306067297234
nc01.ark:/13960/t8z89qp4f,"McLeod, Isabella.",Westfield,1866,f,high_female,6.584037002287954
uc1.$b242598,"Diebold, Janet.",Castle in Denmark.,1947,f,high_female,6.5835385202838825
nyp.33433075849947,"Kielland, Alexander Lange,",Norse tales and sketches,1897,m,,6.582411795681938
nyp.33433040405478,"Balzac, Honoré de,",La grande Bretèche and other stories,1896,f,mixed,6.581653640477169
mdp.39015030175445,"Keith, Eric A.",My escape from Germany,1918,m,high_male,6.580072907207814
uc1.b4299596,"Ghose, Sudhindra Nath.",Cradle of the clouds; | $c: with illus. by Shrimati Arnakali E. Carlile.,1951,m,,6.577092924927182
uc1.32106018330842,"Cresswell, Ned",A Hollywood conscience / | $c: Ned Cresswell,1994,m,high_male,6.577054301804578
mdp.39015035080772,"Rivolier, Jean.",Emperor penguins. | $c: Translated from the French by Peter Wiles.,1956,f,high_male,6.575918984678109
mdp.39015056673786,"Couto, Mia,",Under the frangipani / | $c: Mia Couto ; translated by David Brookshaw.,2001,f,high_female,6.575342465753424
uc1.b3322605,"Harte, Bret,",The complete works of Bret Harte,1880,m,,6.57399764796973
uc1.$b244990,"Kaplan, Harold J.,","The plenipotentiaries, | a novel.",1950,m,mixed,6.572029442691902
mdp.39015003942276,"Goudge, Elizabeth,","The reward of faith, | and other stories; illustrated by Claughton Pellew.",1950,f,mixed,6.571921465538487
njp.32101067173243,"Scott, Walter,",Tales and romances,1833,m,,6.568719756519457
uc2.ark:/13960/t74t6j03k,"Ashby, Philip H.",The mad Rani,1922,m,,6.565557087518876
uc1.b3477354,"Hughes, Richard Arthur Warren,",In the lap of Atlas : | stories of Morocco / | $c: Richard Hughes.,1979,m,high_male,6.563833278634723
njp.32101063606485,"Costello, Louisa Stuart,","The queen's poisoner, or, France in the sixteenth century",1841,f,mixed,6.563574785371104
uc1.b3438085,"Bienek, Horst,",The first polka : | a novel / | $c: [by] Horst Bienek ; translated from the German by Ralph R. Read,1978,u,,6.563306739786766
mdp.39015036896390,"Sutherland, Millie.",The Brae House.,1979,f,mixed,6.559589182300355
uc1.$b87224,"Davies, Rhys,",Arfon.,1931,m,high_male,6.558667278808946
mdp.39015037857219,"Mackie, Ian.",Trek into Nuba / | $c: Ian Mackie.,1994,m,,6.555299413300702
mdp.39015032763081,"Purdy, James,",Out with the stars / | $c: James Purdy.,1992,m,,6.555055914626951
uc1.$b385848,"Körmendi, Ferenc,",Weekday in June : | a novel / | $c: by Ferenc Körmendi ; translated by Ferenc Gallo.,1946,u,high_male,6.554196652116351
uc2.ark:/13960/t89g5jb8g,"Grant, James,",The romance of war,1846,m,high_male,6.553938917289292
mdp.39015065712757,"pseud. Babbot,",Indian interval.,1960,u,high_male,6.551853238487459
uc1.32106013972234,"Carter, Charlotte",Rhode Island red / | $c: Charlotte Carter,1997,f,high_male,6.549539076187513
mdp.39015014862265,"Vansittart, Peter.",The story of teller: | a novel.,1968,m,,6.545311738652975
uc1.$b801673,"Duckworth, Marilyn,",A barbarous tongue.,1963,f,,6.542254788112722
mdp.39015064876025,"Ngũgĩ wa Thiongʼo,",Wizard of the crow / | $c: Ngũgĩ Wa Thiongʼo.,2006,u,mixed,6.540687340926219
mdp.39015030141389,"Grant, Roderick,",A savage freedom / | $c: Roderick Grant.,1978,m,,6.5400085020110525
mdp.39015011604223,"Mittelhölzer, Edgar.",Corentyne thunder; | $c: introduction by Louis James.,1970,m,mixed,6.539305899388108
uc1.$b96,"Cornelisen, Ann,",Torregreca: | a world in Southern Italy; | $c: illustrated with photographs by the author.,1969,f,,6.535894314588933
uc1.$b189644,"Mauriac, François,",The Holy Terror. | $c: Translated by Anne Carter and illustrated by Eileen Green.,1964,m,,6.529119874640898
inu.30000111080879,"Debney, Patricia,",Losing you / | $c: Patricia Debney.,2007,f,,6.526989099928203
mdp.39015063970274,"Fuller, Roy,","Savage gold, | a story of adventure. | $c: With illus. by Robert Medley.",1957,m,high_male,6.522625356706072
uc2.ark:/13960/t1bk18c52,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,6.521285475792989
uc1.b4929459,,Blood Feud / | $c: Yusuf Sharouni ; selected and translated from the Arabic by Denys Johnson-Davies.,1984,u,high_male,6.521030322791001
uc1.31158002716636,"Berg, Frithjuv,",Swedish fairy tales,1907,u,,6.519011066021284
uc1.b4949097,"Hewison, Rowan.",Salt pan / | $c: by Rowan Hewison.,1980,m,,6.514764084105605
mdp.39015011336198,"Pavese, Cesare.",The house on the hill / | $c: Cesare Pavese ; translated from the Italian by W. J. Strachan.,1956,m,mixed,6.510840549514942
uc1.$b244403,"Wilson, Ethel,",The equations of love: | Tuesday and Wednesday. Lily's story.,1952,f,high_female,6.509004122369278
mdp.39015018508161,"Vázquez Montalbán, Manuel.",The pianist / | $c: Manuel Vázquez Montalbán ; translated by Elisabeth Plaister.,1989,m,,6.507753523483693
uc1.32106010984638,"Calvino, Italo.",Our ancestors : | three novels / | $c: Italo Calvino ; translated from the Italian by Archibald Colquhoun with a new introduction by the author.,1980,m,high_female,6.5070699314805545
uc1.32106015107094,"Zeller, Eva,",The manuscript / | $c: Eva Zeller ; translated from the German by Nadia Lawrence,2000,f,high_female,6.505475441830207
uc2.ark:/13960/t6348qg55,"Currie, Jessie Monteath.",The Hill of goodbye; the story of a solitary white woman's life in Central Africa,1920,f,high_male,6.504699645493872
inu.30000110613803,"Vlugt, Simone van der,",The reunion / | $c: Simone van der Vlugt ; translated from the Dutch by Michele Hutchison.,2009,f,high_female,6.5014070902488195
uc2.ark:/13960/t21c1tp6m,"Colcord, Lincoln,",Under sail,1922,m,high_male,6.49781023794981
uc1.b3768666,"Sagan, Françoise,",The unmade bed / | $c: Franc̈oise Sagan ï.e. F. Quoirez̈ ; translated from the French by Abigail Israel,1978,f,,6.494209330014071
mdp.39015053585975,"Obaldia, René de.",The centenarian: | a novel; | $c: translated from the French by Alexander Trocchi.,1970,u,,6.49401252045614
inu.39000003808560,"Daudet, Alphonse,",Artists' wives,1896,m,,6.48971380362126
mdp.39015047770626,"Friel, George.",Mr Alfred M.A. / | $c: George Friel.,1987,m,high_male,6.489461115149
uc1.32106018494366,"Coetzee, J. M.,",Life & times of Michael K / | $c: J.M. Coetzee.,1983,m,high_male,6.487692846669867
mdp.39015064729026,"Yokomori, Rika,",Tokyo tango / | $c: Rika Yokomori,2006,u,,6.4845936861672815
mdp.39015001600769,"Čapek, Karel,",The absolute at large | $c: [by] Karel Čapek.,1944,u,high_male,6.483297405060213
njp.32101064793308,"Rees, Alfred W.",Ianto the fisherman and other sketches of country life,1904,u,high_male,6.482561908466225
uiuo.ark:/13960/t7sn0rm9x,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,6.477383137212566
wu.89058279688,"Bilby, Julian W.",Nanook of the North : | with 29 photographs / | $c: by Julian W. Bilby.,1925,m,high_male,6.475341898052218
uc1.b3327454,"Whyte-Melville, G. J.",The Queen's Maries,1862,m,,6.474657112950389
mdp.39015024633730,"Laing, B. Kojo.",Search sweet country / | $c: B. Kojo Laing.,1986,u,mixed,6.473874678733969
mdp.39015053532134,"Dunmore, Helen,",The siege / | $c: Helen Dunmore.,2001,f,high_female,6.470293266042283
mdp.39015012091016,"Lermontov, Mikhail I͡Urʹevich,",The heart of a Russian,1912,u,high_female,6.468640033119437
hvd.32044086776028,"Cumberland, Richard,",Henry,1825,m,mixed,6.465879553595677
inu.39000000847785,"Farmer, Philip José.","Blown, or, Sketches among the ruins of my mind : | an exorcism: ritual two / | $c: Philip José Farmer.",1985,m,mixed,6.4657959394801505
uc1.32106013567307,"Hobbs, Jenny",The sweet-smelling jasmine / | $c: Jenny Hobbs,1993,f,,6.464541987200209
mdp.39015047442879,"Blanchard, Stephen",The paraffin child / | $c: Stephen Blanchard,1999,m,,6.462174737204895
mdp.39015019642050,,The Sun maiden and the crescent moon : | Siberian folk tales / | $c: collected and translated by James Riordan.,1989,u,,6.459614490207224
nyp.33433074951835,"Cunningham, Allan,",Paul Jones : a romance,1826,m,high_male,6.4595310380466415
uc1.b3322570,"Griffin, Gerald,",The collegians,1829,m,,6.457236948309819
mdp.39015063240017,"Caldwell, Lucy,",Where they were missed / | $c: Lucy Caldwell.,2006,f,,6.456611570247935
uc1.b5015128,"Croxford, Leslie,",Solomon's folly / | $c: by Leslie Croxford.,1974,m,high_male,6.450364445591176
uc1.$b118702,"Griffiths, Sally,",Winter day in a glasshouse.,1968,f,high_female,6.448534248165392
uiuo.ark:/13960/t52f8115k,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,,6.447765043441818
uc1.$b299729,"Burt, Maxwell Struthers,","The interpreter's house, | $c: by Struthers Burt.",1927,u,mixed,6.445790898543251
uiuo.ark:/13960/t9z03gp2t,,"David Armstrong, or, Before the dawn",1880,u,mixed,6.444406255370338
uc1.$b704639,"Arenas, Reinaldo,","Hallucinations, being an account of the life and adventures of Friar Servando Teresa de Mier; | $c: translated from the Spanish by Gordon Brotherston.",1971,m,,6.443298969072164
mdp.39015070426179,"Riesen, René.",Jungle mission / | $c: René Riesen ; translated by James Oliver.,1957,u,high_male,6.440394152122109
uc1.$b115274,"Day Lewis, C. (Cecil),",The Otterbury incident; | $c: illus. by Edward Ardizzone.,1948,u,high_male,6.440255892834142
mdp.39015059384290,"Aiken, Conrad,","King Coffin, | $c: by Conrad Aiken.",1935,m,high_male,6.439398817726377
uiuo.ark:/13960/t7vm4w671,"Savile, Charles Stuart,","Karah Kaplan; or, The Koordish chief",1842,m,high_male,6.439288244006095
uc1.b4692515,"Welsh, James C.,",The underworld;,1920,m,high_male,6.4367816091954015
mdp.39015033388243,"Mauriac, François,",A kiss for the leper | =Le baiser au lépreux ; [Genetrix] / | $c: François Mauriac ; translated by Gerard Hopkins.,1950,m,,6.433453960595094
mdp.39015037817007,"Seidensticker, Edward,",Very few people come this way : | lyrical episodes from the Year of the Rabbit / | $c: Edward Seidensticker.,1994,m,mixed,6.430454633142563
nyp.33433034410963,"Maartens, Maarten,",The greater glory;,1894,m,mixed,6.426059423524052
mdp.39015000538689,"Osbourne, Ivor.",The mercenary / | $c: Ivor Osbourne.,1977,m,high_male,6.425289941208597
mdp.39015015521092,"Badr, Liyānah.",A compass for the sunflower / | $c: Liana Badr ; translated from the Arabic by Catherine Cobham.,1989,u,,6.419858763107211
mdp.39015031236279,"Howells, William Dean,",The lady of the Aroostook,1891,m,,6.409845522722902
nyp.33433034411227,"Tautphoeus, Jemima Montgomery,",The initials,1868,f,mixed,6.403307765840182
hvd.32044080902273,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,1825,m,,6.402970978534038
mdp.39015002178864,"Lessing, Doris May,",A proper marriage.,1954,f,high_female,6.402800157935733
uiuo.ark:/13960/t4cn7g63f,"Ouida,",The tower of Taddeo,1892,f,high_female,6.402458544080927
mdp.39015013131308,"Vaidya, Suresh.",Islands of the marigold sun.,1960,u,high_male,6.397052238328578
uiuo.ark:/13960/t6sx6kb15,,"Caprice; or, Anecdotes of the Listowel family",1824,u,high_female,6.395906619763352
uc1.b2838583,"Scott, Paul,",The day of the scorpion: | a novel.,1968,m,mixed,6.3905113687197215
mdp.39015020000231,"Lees, Michael,",Special operations executed in Serbia and Italy / | $c: Michael Lees.,1986,m,high_male,6.389317061872546
mdp.39015073653977,,The ends of the Earth : | an anthology of the finest writing about the Arctic and the Antarctic.,2007,u,,6.388843254294216
uc2.ark:/13960/t17m08h7v,"Collingwood, Harry,",The secret of the sands,1879,m,,6.384880602732721
mdp.39015060028241,"Binebine, Mahi.",Welcome to paradise / | $c: Mahi Binebine ; translated by Lulu Norman.,1999,u,,6.383929521418083
uc1.32106006720889,"Narayan, R. K.,",A tiger for Malgudi / | $c: R.K. Narayan.,1983,m,high_male,6.383250351078769
uc1.b3790515,"Queneau, Raymond,","Pierrot, a novel. | $c: Translated from the French by J. Maclaren-Ross.",1950,m,,6.382741068151717
njp.32101064629577,"Sherer, Moyle,",Tales of the wars of our times,1829,m,,6.37950392977442
uiuo.ark:/13960/t1bk22952,"Brewer, James Norris,","An old family legend, or, One husband and two marriages",1811,m,,6.379381837899908
inu.30000100647464,"Scott, Matthew David.",Playing mercy / | $c: Matthew David Scott.,2005,m,,6.377754392678337
uiuo.ark:/13960/t9b573c1d,"MacCabe, William Bernard,",Agnes Arnold,1860,m,,6.373486297004455
uc2.ark:/13960/t9h42064p,"Hugo, Victor,",Ninety-three,1889,m,mixed,6.371780657822635
uc1.$b399772,"Storm, Julie.",Madeleine. | $c: Translated by Peter Wiles.,1964,f,high_female,6.369948403417933
uc1.$b803242,"Heriot, Kay.",The dark tribunal / | $c: Kay Heriot.,1962,f,mixed,6.36936879555236
inu.39000005498550,"Kavčič, Vladimir,",The golden bird : | folk tales from Slovenia / | $c: told by Vladimir Kavc̆ic̆ ; translated by Jan Dekker and Helen Lenc̆ek ; illustrated by Mae Gerhard.,1970,m,high_male,6.368818265770786
uiuo.ark:/13960/t0ns1f09q,"Ouida,",Under two flags,1867,f,high_male,6.368007132167989
njp.32101064912114,"Marryat, Emilia,","Henry Lyle, or, Life and existence",1856,f,mixed,6.367094853795583
mdp.39015049991782,"Martín Gaite, Carmen.",The farewell angel / | $c: Carmen Martin Gaite ; translated from the Spanish by Margaret Jull Costa.,1999,f,,6.365057250153823
uc1.b3787814,"Castro, Ferreira de,",The mission / | $c: by Ferreira de Castro ; with an introd. by Alvaro Salema ; [translted by Ann Stevens].,1963,m,high_male,6.363549587960164
uc1.b4360930,"Watkins, Paul,",In the blue light of African dreams / | $c: Paul Watkins.,1990,m,high_male,6.363448352662307
inu.30000044867673,"Abrahams, Peter,",Mine boy / | $c: Peter Abrahams ; illustrated by Ruth Yudelowitz.,1975,m,high_female,6.363023199582586
mdp.39015030701208,"Kersh, Gerald,",Brain and ten fingers / | $c: a novel by Gerald Kersh.,1943,m,high_male,6.360109393881574
mdp.39076007044089,"Andrzejewski, Jerzy,",Ashes and diamonds; | a novel.,1962,u,mixed,6.35970490969219
mdp.39015061139047,"MacEnulty, Pat.",The language of sharks : | stories / | $c: by Pat MacEnulty.,2004,u,high_female,6.35873435751348
mdp.39015002753336,"Hon., Sackville-West, Edward,",Piano quintet.,1925,m,high_male,6.35704815009899
uc1.$b270466,"Thompson, R. W. (Reginald William)","Argentine interlude, | the first roll of a rolling stone, | $c: by R. W. Thompson.",1931,m,high_male,6.35697598652321
mdp.39015062686194,,Fitzgeorge,1832,m,mixed,6.355124348599752
mdp.39015022238409,"Davie, Elspeth.",Death of a doctor & other stories / | $c: by Elspeth Davie.,1992,f,,6.354552242362622
uc1.b3290867,"(Goodwin, William)",Cloudesley,1830,m,high_male,6.35256749602965
uc1.$b243577,"O'Flaherty, Liam,","Thy neighbour's wife, | $c: by Liam O'Flaherty.",1923,m,,6.352483423988565
mdp.39015050771784,"Monicelli, Furio,",The perfect Jesuit / | $c: Furio Monicelli ; translated by Joseph Farrell.,2001,u,mixed,6.351222610352493
uiuo.ark:/13960/t20c5g68c,"Helps, Arthur,",Ivan de Biron;,1874,m,,6.351088153103564
inu.39000002297005,"Montgomery, L. M. (Lucy Maud),",Chronicles of Avonlea / | $c: by L. M. Montgomery.,1925,f,high_female,6.349448232948557
yale.39002044552355,"Seth-Smith, Elsie K.",The firebrand of the Indies,1922,f,high_male,6.347594261774787
inu.30000056655057,"Mahlobo, Si.",Pinkie of White City / | $c: Si Mahlobo.,1996,m,high_female,6.344238374183179
uc1.32106018775459,"Platonov, Andreĭ","Happy Moscow / | $c: Andrey Platonov ; translated from the Russian by Robert and Elizabeth Chandler with Angela Livingstone, Nadya Bourova and Eric Naiman ; with an introduction by Eric Naiman",2001,u,,6.343265830412788
mdp.39015038105360,"Zoshchenko, Mikhail,","The woman who could not read and other tales, | $c: by Michael Zoshchenko. Translated by Elisaveta Fen.",1940,u,high_male,6.337336417503724
uc1.$b242904,"Hay, Catherine.",Halo round the moon.,1964,f,,6.333202447149425
mdp.39015040178975,"Williams, N. D. (Noel D.),",Prash and Ras / | $c: N.D. Williams.,1997,m,mixed,6.32941437093533
mdp.39015030640505,"Millington, Rosemary,",The islanders: | a Hebridean experience.,1966,f,high_female,6.328012529464808
uc1.32106007652305,"Škvorecký, Josef.",Dvorak in love : | a light-hearted dream / | $c: Josef Skvorecky ; translated from the Czech by Paul Wilson.,1986,m,mixed,6.327832337754378
inu.30000055890119,,Looking for a rain god and other short stories from Africa / | $c: selected and introduced by Ian Gordon.,1995,u,mixed,6.324843987181648
uc1.32106007964171,"Marcone, Maria.",A woman and her family / | $c: Maria Marcone ; translated from the Italian by Etain Addey.,1987,f,high_female,6.320313487548982
inu.39000005570515,"McLeish, Kenneth,",In the beginning : | Creation myths from around the world / | $c: concept and illustrations by Helen Cherry ; stories retold by Kenneth McLeish.,1984,m,,6.318316800404372
wu.89095838223,"Reid, Ian Douglas,",Prisoners at large; | the story of five escapes.,1947,m,high_male,6.318006318006319
uc1.b4376322,"Yun, Hŭng-gil,",The house of twilight / | $c: Yun Heung-gil ; edited with an introduction by Martin Holman.,1989,u,,6.314167729551569
mdp.39015063930542,"Gatty, Alfred,",Legendary tales,1858,f,,6.308849738971341
mdp.39015000613540,"Small, Annie H",Yeshudás,1907,f,high_male,6.308352258390109
mdp.39015002287590,"MacLean, Alistair,",Circus / | $c: Alistair MacLean.,1975,m,high_male,6.308193081173829
inu.30000111282186,"Oakes, Andy,",Citizen one / | $c: Andy Oakes.,2007,m,high_female,6.3061421824857415
uc2.ark:/13960/t0zp44k24,"Castellane, Antione Marie Eugène Philippe Boniface,",Men and things of my time,1911,f,,6.303050676527439
uc2.ark:/13960/t5j96272f,,"Makanna, or, The land of the savage",1834,u,,6.3007009529810185
uiuo.ark:/13960/t56d6ds4n,"Oliphant,",May,1873,f,high_female,6.298617453468964
mdp.39015049631354,"Ndibe, Okey,",Arrows of rain / | $c: Okey Ndibe.,2000,m,,6.295326349717971
mdp.39015063994068,"Galt, John,",The entail,1850,m,mixed,6.292738180140118
mdp.39015065801287,"Dorat, Claude Joseph,","Chevalier de Versenai, a novel",1810,f,high_male,6.292606187729417
mdp.39015037277327,"Cohen, Albert,",Belle du Seigneur / | $c: Albert Cohen ; translated and with an introduction by David Coward.,1995,m,,6.283493263197582
wu.89004395364,"Gaboriau, Emile,",In peril of his life,1884,m,mixed,6.281151741541688
mdp.39015006945078,"Hogg, James,",Winter evening tales,1821,m,,6.280968664945217
inu.30000056741279,"Aluko, T. M.,","One man, one wife / | $c: T. M. Aluko.",1977,u,high_male,6.279336274155822
mdp.39015003471052,"Manning, Frederic.","Her privates, we, | $c: by Private 19022.",1930,m,high_male,6.278153595027702
uc1.$b115268,"Meyer, Gordon.",Death in the campo; | three novellas.,1963,m,mixed,6.2775295828581585
mdp.39015066681415,"Abruquah, Joseph W",The torrent; | a novel.,1968,m,high_male,6.2773325521541725
uc1.b3326438,"Steel, Flora Annie Webster,",Mistress of men,1917,f,,6.277227474169209
uc1.32106010330642,"Tekin, Latife.",Berji Kristin : | tales from the garbage hills : a novel / | $c: by Latife Tekin ; preface by John Berger ; introduction by Saliha Paker ; translated from the Turkish by Ruth Christie and Saliha Paker.,1993,u,high_male,6.2762819305843225
mdp.39015027243370,"(John Ronald Reuel), Tolkien, J. R. R.","The lord of the rings, | $c: by J. R. R. Tolkien.",1966,m,high_male,6.273750627375062
mdp.39015029551986,"Djaman, Noor.",Campus drama : | a contemporary novel / | $c: Noor Djaman.,1992,u,,6.270640859495841
