htid,author,title,year,authgender,female_category,urban_intensity
nyp.33433076072648,"Washburn, Stanley,",Two in the wilderness,1914,m,mixed,24.793388429752067
uc1.$b243098,"Heygate, John, Sir.","Kurumba, | a novel.",1949,m,high_male,24.793095713155687
mdp.39015062627180,"Faber, Michel.",The Fahrenheit twins / | $c: Michel Faber.,2005,m,high_female,24.791339558714157
mdp.39015059376247,,The New British novelist;,1830,u,,24.78967510032071
mdp.39015010783788,"Porter, Anna Maria,",Don Sebastian,1809,f,,24.786455155582672
mdp.39015010860461,"(Charles Percy), Snow, C. P.",The masters.,1951,f,,24.783508761699277
mdp.39015011690552,"Thirkell, Angela,",Happy returns.,1952,f,,24.78054201803723
uc2.ark:/13960/t8x923s6p,"Geen, Philip.",Days stolen for sport,1907,m,,24.77651582723831
uiuo.ark:/13960/t3tt53x7z,"Harding, Anne Raikes,",Decision,1819,f,,24.770485965971545
uiuo.ark:/13960/t9t15mg34,"Power, Marguerite A.,",Sweethearts and wives,1861,f,,24.77035813809475
mdp.39015025343503,"Pollard, Velma.",Considering woman / | $c: Velma Pollard.,1989,f,high_female,24.764735017335315
uc1.$b243502,"Meyerstein, Edward Harry William,",Phoebe Thirsk.,1953,m,mixed,24.7622099544084
hvd.32044086802162,,The story-teller,1830,m,,24.761719193985744
uc1.b3321271,"Bury, Charlotte Campbell,",The divorced,1837,f,high_female,24.756049759660016
uiuo.ark:/13960/t55d9cn5r,"Murray, David Christie,",Time's revenge,1893,m,high_male,24.75002475002475
uiuo.ark:/13960/t16m3hs4q,"Chandler, W. A.",Thrice,1876,u,mixed,24.74913378031769
mdp.39015004174440,"Malory, Thomas, Sir,","Le morte Darthur; | the history of King Arthur and of his noble knights of the round table, | $c: by Sir Thomas Malory.",1929,m,high_male,24.746463317950813
inu.30000029797820,"Newman, Kim.",Jago / | $c: Kim Newman.,1991,f,mixed,24.740227610094013
inu.30000035019011,"Lawrence, David.",Dead orchid.,1958,m,,24.733768464445205
mdp.39015055165859,"O'Brien, Flann,",The Third policeman / | $c: Flann O'Brien.,1967,u,high_male,24.73148671565856
uc2.ark:/13960/t4rj4h741,"Whitechurch, Victor L.",The Canon in residence,1904,m,mixed,24.724553026439818
uiuo.ark:/13960/t79s21g78,"Lyall, Edna,",We two,1884,f,high_female,24.712036134488393
uiuo.ark:/13960/t7zk5ws9k,"Montgomery, Florence,",Seaforth,1878,f,,24.708983088073797
uc1.32106005849879,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,24.70801140575229
uc1.$b243507,"O'Connor, Patrick Fitzgerald.","Not in my house, | a novel.",1951,m,,24.70393873423194
mdp.39015079149517,"Brookfield, Amanda,",Life begins / | $c: Amanda Brookfield.,2008,f,,24.696796758712296
mdp.39015050113540,"Kuppner, Frank,",In the beginning there was physics / | $c: Frank Kuppner.,1999,m,high_male,24.69582969755841
uc1.$b302140,"Oemler, Marie Conway,","The butterfly man, | a novel, | $c: by Marie Conway Oemler.",1937,f,mixed,24.694216151560752
uiuo.ark:/13960/t86h58z2r,"De Merle, William Henry,",Glenlonely,1837,m,,24.68602462430956
mdp.39015063932068,"[Higgenbotham, John C.]",The root,1905,m,high_female,24.685852617496693
mdp.39015053394576,"Leslie, David Stuart,",Two gentlemen sharing / | $c: David Stuart Leslie.,1963,m,,24.676679416284365
uiuo.ark:/13960/t6h13cr9b,"Duffield, Alexander James.",Masston,1877,m,mixed,24.676125848241828
uiuo.ark:/13960/t2891gh6q,"Butt, Beatrice May.",Ingelheim,1892,f,high_female,24.67029182899376
njp.32101059100139,"Oliphant,",The perpetual curate,1864,f,,24.66827659629716
mdp.39015047770626,"Friel, George.",Mr Alfred M.A. / | $c: George Friel.,1987,m,high_male,24.659952237566188
uc2.ark:/13960/t3tt4mg8f,"Ouida,",The tower of Taddeo,1892,f,high_female,24.65863206238634
mdp.39015058117550,"McCrum, Robert.",Mainland / | $c: Robert McCrum.,1992,m,,24.657514377506544
mdp.39015046472810,"Htin Aung, U.",Thirty Burmese tales / | $c: by Maung Htin Aung.,1952,u,high_male,24.657437739969705
uc2.ark:/13960/t79s1ng4w,"Fergusson, Dugald.",Bush life in Australia and New Zealand,1893,m,,24.64452945021269
njp.32101032332254,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,24.63499154198623
uc1.$b292680,"Piovene, Gindo,",Confession of a novice.,1950,u,high_female,24.63357556349304
mdp.39015001044778,"Mosley, Nicholas,",Imago bird : | a novel / | $c: by Nicholas Mosley.,1980,m,high_female,24.63256424993842
hvd.hnncag,"Egan, Pierce,",Paul Jones,1842,m,,24.623754888108486
uc1.$b243601,"Onions, Oliver,",A penny for the harp / | $c: Oliver Onions.,1952,m,,24.621840643165296
uiuo.ark:/13960/t77s80h50,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,24.618793371389884
wu.89099769358,"Phillimore, Cecily Spencer-Smith.","Paul, the Jew / | $c: by the author of ""By an unknown disciple."".",1927,u,high_male,24.611976803211864
hvd.hnp4pz,"Jones, Hannah Maria,","The strangers of the glen; or, The travellers benighted",1827,f,mixed,24.608178400807827
uva.x000315604,"Cullum, Ridgwell,",The way of the strong;,1914,m,,24.604075238257828
mdp.39015073621057,"Diamond, Elizabeth.",An accidental light / | $c: Elizabeth Diamond.,2008,f,high_female,24.59486787090427
njp.32101066459999,"Grand, Sarah.",The heavenly twins,1893,f,high_female,24.58620538262282
uiuo.ark:/13960/t0bv80n02,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,24.585950246977045
uiuo.ark:/13960/t19k4r620,"Hardy, Iza Duffus.",A hero's work,1868,f,,24.585125998770742
mdp.39015012091016,"Lermontov, Mikhail I͡Urʹevich,",The heart of a Russian,1912,u,high_female,24.58083212585386
mdp.39015040572409,"Francis, Dick.",10 lb. penalty / | $c: Dick Francis.,1997,m,,24.57893936024532
uiuo.ark:/13960/t9t15j031,"Manning, Anne,",Meadowleigh: a tale of English country life,1863,f,high_female,24.575631505959592
uc2.ark:/13960/t0xp7133x,"Jenkins, Edward,",Little Hodge,1878,m,,24.57390602236225
mdp.39015063914629,"Ewing, Juliana Horatia Gatty,",The story of a short life,1885,f,,24.57002457002457
uiuo.ark:/13960/t3xs68f29,"Moriarty, H. M.",Crim. con,1812,u,high_female,24.56063748499072
uc1.$b33501,"Todd, W. Hogarth.","Tiger, tiger, with a foreword | $c: by Ian Hay.",1927,u,high_male,24.556147631559565
mdp.39015002716788,"Richards, Alun.",The former Miss Merthyr Tydfil : | stories / | $c: by Alun Richards.,1976,u,high_male,24.555473703976546
uc1.b3325613,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,24.54956878148749
uc2.ark:/13960/t6d21zr72,"Roby, John,",Lancashire legends,1911,m,mixed,24.54640292920408
mdp.39015035508665,"Duchess,",Mrs. Geoffrey,1886,f,high_female,24.544435378481825
mdp.39015024775598,"Dickens, Monica,",Scarred / | $c: Monica Dickens.,1991,f,,24.541985201182925
mdp.39015063938644,"Duchess,",Beauty's daughters,1886,f,,24.527003549602455
nyp.33433034410054,"Carey, Rosa Nouchette,",Nellie's memories;,1880,f,mixed,24.50856438166448
inu.30000060704065,"Geer, Ben.",Something more sinister / | $c: by Ben Geer.,1998,m,high_male,24.507083934450485
uc1.b3295234,"Taylor, Bevis James,",The steam trawler Uganda : | a novel / | $c: by B. J. Taylor.,1954,m,high_male,24.506633809624297
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,24.506440292508874
mdp.39015063869781,"Gleig, G. R.",The Chelsea pensioners,1829,m,,24.505299270967345
uc1.32106007900464,"Kanafānī, Ghassān.",Palestine's children / | $c: Ghassan Kanafani ; translated from the Arabic by Barbara Harlow.,1984,u,mixed,24.4963831810715
inu.30000042813174,"Ricci, Nino.",In a glass house / | $c: Nino Ricci.,1994,m,,24.485604833932307
mdp.39015030948338,"Brown, Geoff,",My struggle / | $c: Geoff Brown.,1975,u,,24.477080551846903
mdp.39015008836739,,Territorial song : | contemporary writing from Finland / | $c: selected and translated by Herbert Lomas.,1981,u,high_male,24.47580974137228
uiuo.ark:/13960/t3hx1vq2p,"Marshall, W.,",Strange Chapman,1882,u,mixed,24.475222436580378
uc1.b3322592,"Hall, S. C.,",Stories of the Irish peasantry,1850,f,,24.465648006049687
mdp.39015024909353,"Parks, Tim.",Goodness / | $c: Tim Parks.,1991,m,high_female,24.46535992861871
mdp.39015010845405,"Nesbitt, Lewis Mariano,","Desert and forest; | the exploration of Abyssinian Danakil, | $c: by L.M. Nesbitt.",1937,m,,24.457797079606824
uiuo.ark:/13960/t3jw8w56g,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,24.457352491592783
mdp.39015019169294,"Leiber, Fritz,",The swords of Lankhmar.,1970,m,,24.457103259928054
uiuo.ark:/13960/t6g16c309,,Excitement,1849,u,high_male,24.45480177225387
mdp.39015062880227,"Vaughan, Dai.",Non-return / | $c: Dai Vaughan.,2005,u,,24.45286709866732
uiuo.ark:/13960/t07w6rt21,"Gissing, Algernon,",The sport of stars,1896,m,,24.449877750611247
uiuo.ark:/13960/t5j96gx5t,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,24.441660810852103
inu.39000000614235,"Malouf, David,",Fly away Peter / | $c: David Malouf.,1983,m,,24.44151146306888
nyp.33433081604062,Author of Spring flowers & summer blossoms.,"Silver blossoms to produce golden fruit for the young and good, or, Golden keys to good old proverbs",1850,f,,24.433150899139953
mdp.39015015365235,,"Cuchulain, the hound of Ulster, | $c: by Eleanor Hull. With 8 illus. by Stephen Reid.",1925,u,mixed,24.43117843258057
mdp.39015012067206,"Hilton, James,","Murder at school, | a detective fantasia, | $c: by James Hilton.",1935,m,high_male,24.4302516315918
njp.32101067643955,"Fenn, George Manville,",Devon boys,1887,m,high_male,24.429202292586677
mdp.39015027330433,"[Woodward, William Arthur]",The countryman's jewel; | days in the life of a sixteenth century squire.,1934,m,,24.42772954432106
mdp.39015008162862,"Grimm, Jacob,",German popular stories and fairy tales,1888,m,,24.425193773203937
uiuo.ark:/13960/t6834466q,"Cornish,",Northwode priory,1857,f,,24.41971056216744
njp.32101038064893,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,24.41917253889625
mdp.39015053576909,"Mole, John,","Thanks, Eddie. / | $c: John Mole.",1989,m,,24.41903056448659
mdp.39015003976340,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,m,mixed,24.4180367898421
mdp.39015058243414,"Humphreys, Emyr.",Old people are a problem / | $c: Emyr Humphreys.,2003,m,,24.41519787936567
mdp.39015051862954,,Reamker (Rāmakerti) : | the Cambodian version of the Rāmāyaṇa / | $c: translated by Judith M. Jacob with the assistance of Kuoch Haksrea.,1986,u,,24.41482343407478
uc1.b2806176,"Addison, Doris M.",Mara.,1964,f,,24.41343509881017
uc1.b3324490,"Howitt, William,","Tallangetta, the squatter's home",1857,m,,24.41138058562902
njp.32101067644060,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,24.40771913801384
uc1.b3123762,Kamouraska.,The Chickenborough Chit-Chat Club,1877,u,,24.404529480671616
uiuo.ark:/13960/t19k4x25q,"Oliphant,",Merkland,1851,f,high_female,24.39619419370578
hvd.hwadap,"Scott, Walter,",The Waverley novels,1829,m,,24.389649032950416
uiuo.ark:/13960/t09w0rn24,,Clara Harrington,1852,u,high_female,24.38808087974459
mdp.39015053577055,"Mokoso, Ndeley.","Man pass man, and other stories / | $c: Ndeley Mokoso.",1987,u,high_male,24.386458864477795
mdp.39015013961159,"Waugh, Evelyn,",Love among the ruins : | a romance of the near future.,1953,m,mixed,24.38231469440832
uc1.b3321285,"Cooper, Thomas,",Wise saws and modern instances,1845,m,high_male,24.378352023403217
uc1.$b684887,"Maclaren, Ian,",Kate Carnegie and those ministers,1896,m,mixed,24.37483073034215
mdp.39015036896390,"Sutherland, Millie.",The Brae House.,1979,f,mixed,24.36418839140132
mdp.39015065966221,"Paalzow, Henriette (Wach) von,",St. Roche,1847,f,,24.36375079943557
uc1.b2801672,"Lindsay, Jack,",Choice of times / | $c: Jack Lindsay.,1964,m,,24.3632751738226
uc2.ark:/13960/t8pc2w822,"Knox, Charles.",Confessions of county quarters,1852,m,,24.35734092782732
nyp.33433088073717,,Fables of Aesop and others,1805,m,high_male,24.353861609181404
yale.39002085618784,"Inglis, Henry D.",Rambles in the footsteps of Don Quixote,1837,m,high_male,24.350289989817153
inu.39000003197535,"Hampson, John,",O providence | $c: [by] John Hampson [pseud.],1932,m,,24.347289740863676
mdp.39015032951421,"Vik, Bjørg,",An aquarium of women / | $c: by Bjørg Vik ; translated by Janet Garton.,1987,u,high_female,24.346517341360304
mdp.39015014519154,"Bainbridge, Beryl,",The dressmaker.,1973,f,high_female,24.344862364581704
uc1.32106019365722,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,24.344597781598527
uc2.ark:/13960/t0gt5m956,"Wilson, A. J.","The rise and progress of Sir Timothy Buncombe, Kt. and M.P",1886,u,,24.342271815544
uiuo.ark:/13960/t2w38cs9p,"Saunders, John,","Israel Mort, overman",1873,m,high_male,24.338238017385965
uc2.ark:/13960/t8jd53n8m,"Wemyss, Mary C. E.","""Things we thought of""",1911,f,,24.33756198472818
uc1.b3435504,"Charles, Gerda.",A logical girl.,1967,f,high_female,24.334240147752514
uc1.$b703635,"Ramuz, C. F. (Charles Ferdinand),",The triumph of death.,1946,m,high_male,24.323995621680787
uiuo.ark:/13960/t4nk3qb7b,"Ouida,",Puck,1870,f,,24.320544780203075
nyp.33433082521190,"Charlesworth, Maria Louisa,",Ministering children,1855,f,,24.32039690887755
mdp.39015049706974,"Keenan, Brian,",Turlough / | $c: Brian Keenan.,2000,m,,24.31955900533004
uiuo.ark:/13960/t7cr6fx3x,"Siddons, Henry,","The maid, wife, and widow",1806,m,mixed,24.311541351721697
uc1.b4948380,"Lloyd-Jones, Robin,",Lord of the dance / | $c: Robin Lloyd-Jones.,1983,u,,24.309061670219528
mdp.39015050470502,"Greenlaw, Lavinia,",Mary George of Allnorthover / | $c: Lavinia Greenlaw.,2001,f,high_female,24.307243558580456
mdp.39015003964148,"Murdoch, Iris.",The Flight from the enchanter.,1962,f,mixed,24.30629062482848
mdp.39015038426048,"Wickham, Madeleine,",The tennis party / | $c: Madeleine Wickham.,1995,f,,24.304826717633155
uc1.$b245262,"Warner, Rex,","Escapade, a tale of Average.",1953,m,high_female,24.30451690098714
uiuo.ark:/13960/t3jw8ts57,"Harris, Richard,",Mayfair to Millbank,1870,m,mixed,24.295432458697764
mdp.39015019125841,"Rayner, Louisa.",Women in a village; | an Englishwoman's experiences and impressions of live in Yugoslavia under German occupation.,1957,f,high_female,24.286966346712287
mdp.39015008243878,"Spenser, Edmund,",Tales from Spenser,1906,m,,24.284288065621546
nyp.33433074870167,"Hood, Thomas,",Tylney Hall,1834,m,,24.282895735316437
inu.39000005833293,"Croker, Thomas Crofton,",Killarney legends,1879,m,high_male,24.282650046541747
mdp.39015046879600,"Warner, Alan.",The Sopranos / | $c: Alan Warner.,1998,m,,24.276558555059236
mdp.39015006998861,"Beresford, J. D. (John Davys),","The monkey-puzzle, | $c: by J. D. Beresford.",1925,m,high_female,24.26488430061986
mdp.39015061210459,"Morrison, Ewan.",The last book you read : | and other stories / | $c: Ewan Morrison.,2005,u,mixed,24.259615205180364
njp.32101037974845,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,24.2492072374557
mdp.39015029176610,"Ali, Tariq.",Shadows of the pomegranate tree / | $c: Tariq Ali.,1992,u,,24.237678403296325
nyp.33433074857727,"Hawkins, Laetitia Matilda,",Rosanne;,1814,f,high_female,24.237018652809553
uiuo.ark:/13960/t2v417c6k,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,24.23612914394529
uc1.$b783425,"Moosdorf, Johanna.",Next door. | $c: Translated by Michael Glenny.,1963,f,,24.23093131057733
nyp.33433034410468,"Carey, Rosa Nouchette,",Barbara Heathcote's trial,1883,f,high_female,24.2304866419672
uc1.$b82976,"Krasnov, P. N. (Petr Nikolaevich),","From the two-headed eagle to the red flag, 1894-1921, | $c: by P. N. Krassnoff.  Translated from the 2d Russian ed.",1923,u,high_female,24.22774076317383
nnc1.cu58507701,"Heeley, Sibyl.",Ellie and the China lady;,1895,f,high_female,24.226762496971652
mdp.39015050732737,"Berger, Thomas,",Little big man.,1965,m,mixed,24.21375154828315
uiuo.ark:/13960/t86h56p87,"Thornton, Elizabeth.",Truth and falsehood,1847,f,mixed,24.212342241457584
njp.32101068167616,"Forrester, Alfred Henry,",A bundle of crowquills,1854,m,,24.211184004998437
mdp.39015010243965,"Berger, John.",The foot of Clive / | $c: John Berger.,1979,m,high_male,24.20721374969741
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,,24.20659693468041
mdp.39015038168210,,Soviet short stories 1942-1943 / | $c: [edited by Ivor Montagu and Herbert Marshall],1943,u,high_female,24.197451201806743
uc1.b3579175,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,24.19324822272677
hvd.hn2ghe,"Hurry, Margaret Ives Mitchell.",The faithful contrast,1804,f,,24.192990944909106
uiuo.ark:/13960/t7br9gz62,"De Merle, William Henry,",Glenlonely,1837,m,,24.189646831156267
inu.32000009267875,"Miller, Patrick, pseud.",Woman in detail; a scientific survey. | $c: With drawings by Mark Severin.,1947,m,high_female,24.187306501547987
uiuo.ark:/13960/t2k64rc26,Blue Tunic,From the peasantry to the peerage,1860,u,,24.18282213534319
wu.89098987373,"Stern, G. B. (Gladys Bronwyn),","The Augs: | an exaggeration, | $c: by G. B. Stern.",1933,f,,24.178957636798707
mdp.39015008877386,"Linklater, Eric,",The faithful ally.,1954,m,mixed,24.17741829131591
coo.31924013236355,"Waugh, Alec,","The loom of youth, | $c: by Alec Waugh; with a preface by Thomas Seccombe.",1929,m,high_male,24.172287982595957
njp.32101067644557,"Flamank, James.",The curate of Steinhollt,1837,m,high_male,24.171023419036025
mdp.39015063915659,"Fitzgerald, Percy Hetherington,",Worldlyman,1913,m,,24.16761168225168
uc1.$b426356,"Jókai, Mór,",Eyes like the sea =,1893,m,high_female,24.15633983138875
uc1.$b111876,"'Edith', pseud.","Somersaults and strange company, | $c: by 'Edith'.",1937,u,,24.15604807053566
uiuo.ark:/13960/t11n8mb1c,"Maberly,",The love-match,1841,f,high_female,24.155038183541127
uc2.ark:/13960/t6348nj0t,"Patmore, P. G.","Chatsworth; or, The romance of a week",1844,m,mixed,24.14561664190193
mdp.39015012113810,"More, Hannah,",Stories for the middle ranks of society and tales for the common people,1818,f,,24.139632028043955
mdp.39015046383959,"Rushdie, Salman.",Grimus : | a novel / | $c: by Salman Rushdie.,1975,m,,24.138609258497684
uiuo.ark:/13960/t6sx6wh90,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,24.13099683998851
mdp.39015033388243,"Mauriac, François,",A kiss for the leper | =Le baiser au lépreux ; [Genetrix] / | $c: François Mauriac ; translated by Gerard Hopkins.,1950,m,,24.1254523522316
mdp.39015031309316,"Themba, Can,",The will to die; | $c: selected by Donald Stuart and Roy Holland. -,1972,u,mixed,24.12448232881669
uiuo.ark:/13960/t78s53x1v,"Gordon,",The fortunes of the Falconars,1844,f,,24.114874493039572
uiuo.ark:/13960/t3tt55s8g,"Muir, Alan,",Golden girls,1883,m,mixed,24.11420487428461
uiuo.ark:/13960/t9x06cj0n,"Chamier, Frederick,",The life of a sailor,1832,m,high_male,24.112726998719012
mdp.39015019380834,"Clark, Elizabeth.","Stories to tell and how to tell them, | $c: by Elizabeth Clark; illustrated by Gladys M. Rees.",1955,f,,24.112363614443307
uc1.b4584501,"(Harold Alfred), Manhood, H. A.","Little Peter the Great, / | $c: by H.A. Manhood, with a frontispiece by Rowland Hilder and a foreword by Henry Williamson ...",1931,u,high_male,24.10916630502917
uc1.b4949055,"Warner, Marina,",The skating party / | $c: Marina Warner.,1982,f,high_female,24.102919466120333
uc1.$b252117,"Hamilton, Alex.","Beam of malice : | fifteen short, dark stories / | $c: Alex Hamilton.",1966,m,,24.096385542168672
inu.39000005543884,"Brabourne, Edward Hugessen Knatchbull-Hugessen,",Queer folk,1874,m,mixed,24.089349587561134
uc2.ark:/13960/t4xg9h40h,"Oliphant,",Hester,1883,f,,24.089053426984812
inu.39000004236860,"Smith, Edward Ernest.",Search for tomorrow / | $c: Edward Lindall.,1974,m,,24.08530577390467
wu.89080350002,"Enquist, Anna.",The secret / | $c: Anna Enquist ; translated by Jeannette K. Ringold.,2000,f,high_female,24.08102556838303
mdp.39015078804054,"Penny, Louise.",The murder stone / | $c: Louise Penny.,2008,f,mixed,24.074088005837968
uc2.ark:/13960/t3st7kj3b,"Ingelow, Jean,",Fated to be free,1875,f,,24.072409808704585
mdp.39015063558186,"Oliphant,",Zaidee,1856,f,high_female,24.06666466111128
uiuo.ark:/13960/t7vm4j15p,"Byron, Henry J.",Paid in full,1865,m,mixed,24.059530151746895
uiuo.ark:/13960/t8ff4d691,"Robertson, Anne J.",Society in a garrison town,1869,f,high_female,24.057835035425164
uc1.b4104679,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,24.052842244191854
njp.32101068163565,"Duros, Edward.",Derwentwater,1830,m,high_male,24.048481739186197
mdp.39015080878047,"Jenkins, Thomas.",A meet with murder / | $c: Thomas Jenkins.,2008,m,,24.046168643796086
mdp.39015006998291,"Sewell, Elizabeth Missing,",Gertrude,1846,f,high_female,24.043415538915987
mdp.39015031468591,"Blakeborough, Richard,","The hand of glory and further grandfather's tales and legends of highwaymen and others collected by the late R. Blakeborough,",1924,m,mixed,24.040484175351292
wu.89099772360,"Charlesworth, Maria Louisa,",Ministering children,1903,f,mixed,24.038461538461537
mdp.39015063548765,"Crockett, S. R.",The men of the Moss Hags,1895,m,,24.034489492421628
mdp.39015048416534,"Newman, Charles,","New Axis : | or, The Little Ed stories, an exhibition / | $c: Charles Newman.",1968,m,,24.030059419783292
uiuo.ark:/13960/t2891wf6s,"English, John,","The grey friar, and the black spirit of the Wye",1810,m,high_male,24.02498598542484
mdp.39015078771477,"McPherson, Catriona,",The winter ground / | $c: Catriona McPherson.,2008,f,,24.02492586058035
mdp.39015061095249,"Walsh, Helen,",Brass / | $c: Helen Walsh.,2004,f,,24.023898556477047
uc1.b3325619,"Marsh-Caldwell, Anne,",Castle Avon,1852,f,,24.02258122635277
inu.30000056127594,"Ouida,",In Maremma,1882,f,,24.0198564146361
uc2.ark:/13960/t11n84h67,"Yonge, Charlotte M.","Grisly Grissell, or, The laidly lady of Whitburn",1894,f,,24.018574364174963
uc1.$b302077,"(Ralph Hale), Mottram, R. H.","The New providence, | $c: by R. H. Mottram.",1930,u,high_female,24.009603841536617
uiuo.ark:/13960/t6h13mc6v,"Payn, James,",Fallen fortunes,1876,m,,24.008925671190703
mdp.39015016868351,"Saurat, Denis,",Death and the dreamer / | $f: with drawings by Edward Bawden.,1946,m,mixed,24.005121092499735
uc1.b3325206,"Taylor, Meadows,",Tippoo Sultaun,1840,m,,23.992999689502355
mdp.39015033358451,"Coppard, A. E. (Alfred Edgar),",Silver circus; | $c: tales by A. E. Coppard.,1928,m,,23.992034644498027
mdp.39015065134689,"Mrabet, Mohammed,",Love with a few hairs;,1967,m,mixed,23.98186099241301
uiuo.ark:/13960/t2891g872,"Baxter, Francis Willoughby,","Percy Lockhart, or, The hidden will",1872,m,high_male,23.98029255956923
mdp.39015080872321,"Waters, Sarah,",The little stranger / | $c: Sarah Waters.,2009,f,high_female,23.976869373075385
uc1.$b299552,"Aldington, Richard,",Two stories / | $c: Richard Aldington.,1930,m,,23.972192256981906
mdp.39015078791822,"Phillips, Marc.",The legend of Sander Grant / | $c: Marc Phillips.,2009,m,,23.9721922569819
uiuo.ark:/13960/t49p3mf7c,"Norris, W. E.",Marcia,1890,f,,23.970851444643312
mdp.39015024534565,,Blue Beard and Puss in boots,1895,m,high_female,23.969319271332697
uiuo.ark:/13960/t1wd4h96x,"Tabor, Eliza.",The last of her line,1879,f,high_female,23.96622605681839
uc1.$b111895,"Donald, David Lamie.","The conversations of Padan Aram, | $c: by David Donald; with a foreword by Sir J.M. Barrie.",1933,m,,23.954964666427117
mdp.39015084093916,"Mina, Denise.",Still midnight / | $c: Denise Mina.,2009,f,high_male,23.946545131512877
uc1.32106012743982,"Myerson, Julie",The touch / | $c: Julie Myerson,1996,f,,23.944448878601644
uc1.$b236080,"Comfort, Alex,",The almond tree : | a legend / | $c: by Alex Comfort.,1942,m,,23.93911904041931
uc1.b4084593,"Blackstock, Charity.","Dewey death / | $c: by Charity Blackstock, [i.e. U. Torday]",1956,f,,23.937100664714873
mdp.39015018903511,"Kelly, Maeve,",Florrie's girls / | Maeve Kelly.,1989,f,high_female,23.934456411672652
uc1.32106012432289,"Pineau, Gisèle",The drifting of spirits / | $c: Gisèle Pineau ; translated by Michael Dash,1999,u,mixed,23.93418100224383
uc1.$b252046,"Tarrant, Noëline.",Dead on noon.,1965,u,mixed,23.921656574717804
uiuo.ark:/13960/t93781k15,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,23.919498515341473
uiuo.ark:/13960/t0000rn0d,"Wethered, Charles,",Richer than wealth,1884,f,high_female,23.918763182500165
uiuo.ark:/13960/t2f76rp04,"Harding, Anne Raikes,",Realities,1825,f,high_female,23.916682973495966
hvd.hwadc1,"Scott, Walter,",The Waverley novels,1829,m,high_male,23.91497747209122
hvd.hwjw1y,"Ferrier, Susan,","Destiny; or, The chief's daughter",1831,f,high_female,23.914454579618052
mdp.39015032316997,"Hudson, Mark.",Coming back brockens : | a year in a mining village / | $c: Mark Hudson.,1994,m,,23.91080013088017
uiuo.ark:/13960/t5w67451b,"Scott, Walter",Rob Roy,1818,m,,23.90438247011952
mdp.39015005016343,"Boschère, Jean de,",Beasts & men;,1918,f,,23.89438681029848
uiuo.ark:/13960/t25b0fr50,"Cunningham, H. S.",Chronicles of Dustypore;,1875,m,high_female,23.891748658804108
uiuo.ark:/13960/t11n8dh8h,,Concealment,1821,u,,23.889755067142783
mdp.39015013299352,"Farah, Nuruddin,",Close sesame : | a novel / | $c: by Nuruddin Farah.,1983,m,mixed,23.886643544395717
nyp.33433040158218,"Farnol, Jeffery,",The money moon,1910,m,mixed,23.884304429344255
uc1.b4105091,"Morier, James Justinian,","Ayesha, the maid of Kars",1834,m,mixed,23.874705545298273
uc2.ark:/13960/t5w66cf5c,"Perrin, Alice,",The woman in the bazaar,1914,f,,23.8676629885986
inu.30000118322431,"Rafy, K U .",Folk-tales of the Khasis,1920,f,high_female,23.865830639387298
mdp.39015020096171,"Mwangi, Meja,",Going down River Road / | $c: [by] Meja Mwangi.,1976,u,high_male,23.8613369984347
uc1.b4948632,"Sillitoe, Alan.",The lost flying boat / | $c: Alan Sillitoe.,1983,m,high_male,23.85837667605096
njp.32101068142163,"Linton, E. Lynn","Paston Carew, millionaire and miser;",1886,f,,23.856858846918488
uiuo.ark:/13960/t97664r09,"Smith, J. F.",Stanfield Hall,1888,m,,23.85298770840939
mdp.39015024519756,"Hauptmann, Gerhart,","The heretic of Soana, | $c: by Gerhart Hauptmann.",1923,u,high_male,23.85180081096123
uiuo.ark:/13960/t5gb2c36h,"Banks, G. Linnaeus",Forbidden to marry,1883,f,high_female,23.846210286888255
mdp.39015029728089,"Klíma, Ivan.",My golden trades / | $c: Ivan Klíma ; translated from the Czech by Paul Wilson.,1992,m,,23.84466901328489
