htid,author,title,year,authgender,female_category,vertical
uc1.32106012237076,"Hawes, James",A white Merc with fins / | $c: James Hawes,1996,m,mixed,394.65076624449046
mdp.39015040570791,"Morandini, Giuliana.",The Café of mirrors / | $c: Giuliana Morandini ; translated from the Italian by Luisa Quartermaine.,1997,u,high_female,394.650295987722
uc1.$b243577,"O'Flaherty, Liam,","Thy neighbour's wife, | $c: by Liam O'Flaherty.",1923,m,,394.6480327152896
nyp.33433074899000,"Manning, Anne,","The colloquies of Edward Osborne, citizen and clothworker, of London",1860,f,,394.6329913180742
mdp.39015015470480,,The Freezer counter : | stories by gay men / | $c: edited by David Rees and Peter Robins.,1989,u,high_male,394.60121118412576
mdp.39015004856038,"Asturias, Miguel Angel.","The Mulatta and Mr. Fly, | a novel. | $c: Translated by Gregory Rabassa.",1963,m,high_female,394.525952410307
mdp.39015050981029,"Tinniswood, Peter.",Call it a canary.,1985,m,high_male,394.5025660122657
njp.32101064792128,"Green, R. E.",Friends of the river-side,1914,u,high_male,394.4972688650617
njp.32101067644649,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,394.48817452890773
njp.32101035558707,"Cornford, L. Cope",The master-beggars of Belgium,1896,u,,394.47462531735414
uva.x030446087,"La Motte-Fouqué, Friedrich Heinrich Karl,",The magic ring,1825,m,mixed,394.4042885429579
mdp.39015031473757,"Kúnos, Ignácz,",Turkish fairy tales and folk tales collected by I. Kunos;,1901,u,high_male,394.39146320551885
uc1.32106013706525,"Faqīh, Aḥmad Ibrāhīm",Gardens of the night : | a trilogy / | $c: Ahmad Faqih,1995,u,high_female,394.3368204440596
nyp.33433074856885,"Gaskell, Elizabeth Cleghorn,",Ruth,1853,f,high_female,394.3139269028132
nyp.33433075762926,"Thonger, M. Ellen.",Jock and I and the hydra,1905,f,,394.2971539052926
mdp.39015031241246,"James, G. P. R.",The robber,1838,m,,394.29102575634914
inu.39000005784777,"Erben, E. J.",Fire bird and other selected Czech folk and fairy stories / | $c: Retold by E. J. Erben ; translated from the original Czech by Dora Round ; introduced by Jan Masaryk ; illus. by Emil Weiss.,1943,u,mixed,394.2542787286064
inu.30000110620865,"McGilvary, Marion.",A lost wife's tale / | $c: Marion McGilvary.,2009,u,,394.2519948807366
uc1.32106001601159,"Gorky, Maksim,","The outcasts, and other stories",1905,m,,394.25069838695146
mdp.39015050154023,"Neeson, Eoin,",Deirdre and other great stories from Celtic mythology / | $c: Eoin Neeson.,1997,u,,394.2359142152491
inu.30000079324954,"Grunberg, Arnon.",Silent extras / | $c: by Arnon Grunberg ; translated from the Dutch by Sam Garrett.,2000,u,,394.2286206786478
mdp.39015053110998,"Wilson, Paul,",Someone to watch over me / | $c: Paul Wilson.,2001,m,high_male,394.2181340341656
mdp.39015073951603,"Kelly, Richard,",Crusaders : | a novel / | $c: Richard T. Kelly.,2008,m,high_male,394.19561243144426
uc1.32106009250041,"Bailey, Hilary,",A stranger to herself / | $c: Hilary Bailey.,1989,f,high_female,394.18948679732165
inu.30000110563131,"Walker, Jacqueline.",Pilgrim state / | $c: Jacqueline Walker.,2008,f,high_female,394.1849831288827
mdp.39015002347378,"Trevor, Elleston.","The 9th directive,",1966,m,high_male,394.1637912095013
uc2.ark:/13960/t6736pk76,"Tallents, Stephen George,",The dancer,1922,m,mixed,394.1322021915871
uc1.$b794438,"Charlton, Lionel Evelyn Oswald,",The stolen expedition.,1934,m,high_male,394.12905361731646
mdp.39015016736475,"Botsford, Keith,",Benvenuto; | [novel],1961,m,mixed,394.1253375831433
mdp.39015014137973,"Leiber, Fritz,","Gather, darkness! / | $c: Fritz Leiber.",1968,m,high_male,394.11757203168247
mdp.39015066619159,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,394.1142459320094
uc1.b4973449,"Arden, Andrew,",The object man / | $c: Andrew Arden.,1986,m,high_female,394.09963818536045
uc1.$b266661,"Gibbon, Perceval,","The adventures of Miss Gregory, | $c: by Perceval Gibbon.",1925,m,high_female,394.061388374124
uc1.b4950600,"Zukofsky, Louis,","Ferdinand, | including [the prefatory piece] It was.",1968,m,high_male,394.04850873021263
mdp.39015021991388,"Lively, Penelope,",City of the mind / | $c: Penelope Lively.,1991,f,mixed,394.03115764894744
wu.89066705278,"Larsson, Björn,",The Celtic ring / | $c: Björn Larsson ; translated by George Simpson.,1997,u,,394.0248939299058
uc1.b3548194,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,high_male,393.996494880681
inu.30000041996913,,The Dedalus book of Portuguese fantasy / | $c: edited by Eugňio Lisboa & Helder Macedo ; translated by Margaret Jull Costa.,1995,u,mixed,393.99607811243345
uc1.$b301782,"MacNeice, Louis,",Roundabout way.,1932,m,mixed,393.9887459650286
nyp.33433074873120,"Laing, Janet.",The wizard's aunt,1903,f,,393.98780809381253
nyp.33433074878640,"Lever, Charles James,",Arthur O'Leary,1844,m,,393.9775623187557
mdp.39015048416500,"Newby, P. H. (Percy Howard),","A guest and his going, | a novel.",1959,m,mixed,393.97305056686014
uc2.ark:/13960/t3707zx7h,"Hamilton, Cicely,",William,1919,u,mixed,393.96350383697353
uc1.$b302196,"Parry, Edward Abbott, Sir,","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",1928,m,,393.9616553591749
mdp.39015022055332,"Deighton, Len,",MAMista / | $c: Len Deighton.,1991,m,mixed,393.9601560029514
mdp.39015067702038,"Mills, Mark,",The savage garden / | $c: Mark Mills.,2006,m,,393.92179636082074
mdp.39015079291335,"Rankin, Robert,",Necrophenia / | $c: Robert Rankin.,2008,m,high_male,393.89267983042777
uc1.$b252070,"Ferris, Paul,",A family affair / | $c: Paul Ferris.,1963,m,high_male,393.8915218536072
uiuo.ark:/13960/t56d6c297,"Law, Agnes.",Eyes so blue;,1878,f,,393.8545115015703
njp.32101064787649,"Benson, E. F. (Edward Frederic),",Visible and invisible / | $c: by E. F. Benson.,1923,m,mixed,393.8539336769425
mdp.39015016751219,"Mehdevi, Mohamed.",Something human.,1961,u,,393.84737586774673
mdp.39015073927488,"Borchard, Ruth.",We are strangers here : | an 'enemy alien' in Prison in 1940 / | $c: Ruth Borchard ; introduction by Charmian Brinson.,2008,f,high_female,393.82393084622385
uc2.ark:/13960/t3xs5m788,"Webb, Edward Meryon.",Runaway Jo,1920,m,,393.78691752351784
mdp.39076006915370,"Icaza, Jorge,",Huasipungo. | $c: [Translated from the original Spanish by Mervyn Savill],1962,u,high_male,393.7487314796022
mdp.39015021978054,"Duffy, Maureen.",Illuminations: | a fable / | $c: Maureen Duffy.,1991,f,high_female,393.73440479691845
mdp.39015059405467,"Phillpotts, Eden,","Peacock house and other mysteries, | $c: by Eden Phillpotts.",1926,m,,393.7242292978461
uiuo.ark:/13960/t4bp0qm52,"Tabor, Eliza.",The last of her line,1879,f,high_female,393.69291952277223
inu.30000092144173,"Knox, E. V. (Edmund Valpy),","Fiction as she is wrote, | $c: by E. V. Knox (""Evoe"" of Punch) With 20 illustrations by George Morrow.",1923,m,mixed,393.6887722403638
umn.31951002120785g,"Salmond, J. B. (James Bell),",Flower of the flax.,1944,m,,393.66721619009724
wu.89005272349,"Mais, S. P. B.",Lovers of silver,1918,u,mixed,393.64081678465203
mdp.39015061750611,"Clarke, Lindsay.",The war at Troy / | $c: Lindsay Clarke.,2004,u,,393.64040693216094
mdp.39015014863271,"Mittelhölzer, Edgar.",The weather family; | a novel.,1959,m,high_female,393.6399605016558
njp.32101068177078,"Drury, W. P.",Bearers of the burden,1904,u,high_male,393.62265149510455
pst.000024504690,"Bellow, Saul.",The adventures of Augie March / | $c: Saul Bellow.,1953,m,mixed,393.6197842005673
mdp.39015019639650,"Plunkett, James,",The circus animals.,1990,m,,393.59178695160915
mdp.39015030703915,"Marshall, Sybil.",Once upon a village / | $c: Sybil Marshall ; drawings by Ewart Oakeshott.,1979,f,mixed,393.5854363622158
mdp.39015078770099,"Cross, Neil.",Burial / | $c: Neil Cross.,2009,m,mixed,393.5775841317221
mdp.39015063913597,"Caine, Hall,",The bondman,1890,m,high_male,393.5679748116496
mdp.39015066711873,"Rive, Richard,","Modern African prose, | an anthology. | $c: Illustrated by Albert Adams.",1964,m,,393.55897381165204
inu.30000084068158,"Menen, Aubrey.",The prevalence of witches : | a novel / | $c: by Aubrey Menen.,1947,m,mixed,393.55303329986106
inu.30000110556754,"Lambert, Charles,",Little monsters / | $c: Charles Lambert.,2008,m,high_female,393.53911436588874
nyp.33433074877170,"Kingsley, Henry,",Hornby Mills;,1872,m,,393.49535076688824
njp.32101064911868,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,393.4901662654334
uc1.$b281591,"Astle, M. J.",The principles of golf / | $c: by M.J. Astle ; illustrated by Marjorie Bates.,1923,u,high_male,393.45490881838623
mdp.39015065444963,"Meredith, George,",The amazing marriage,1895,m,mixed,393.4447204836491
nyp.33433074853080,"Heddle, Ethel F.",A mystery of St. Rule's,1902,f,,393.44395971786196
njp.32101066460120,"Grant, James,",The girl he married,1869,m,high_male,393.44085586860155
nyp.33433076022619,"Stanley, Caroline Abbot,",A modern Madonna,1906,f,high_female,393.42555406812437
mdp.39015059417702,"James, G. P. R.",The Step-mother,1846,m,mixed,393.3484955818202
uiuo.ark:/13960/t6h13cz91,"Fenn, George Manville,",The sapphire cross,1871,m,,393.33691563675444
mdp.39015030354354,"Gobineau, Marcel,",Stephanie / | $c: Marceline Gobineau ; translated from the French by Jocasta Innes.,1974,u,high_female,393.33340022676873
mdp.39015080887139,"Pryce, Malcolm.",From Aberystwyth with love / | $c: Malcolm Pryce.,2009,m,,393.32550695845
uc1.$b58740,"Gibbings, Robert,",Over the reefs.,1948,m,mixed,393.29064881251975
uc1.32106018775459,"Platonov, Andreĭ","Happy Moscow / | $c: Andrey Platonov ; translated from the Russian by Robert and Elizabeth Chandler with Angela Livingstone, Nadya Bourova and Eric Naiman ; with an introduction by Eric Naiman",2001,u,,393.2824814855929
uc1.$b106127,"Lewis, Wyndham,","The human age: book two, Monstre gai; book 3, Malign fiesta.",1955,m,high_male,393.19574758798984
uc1.b4350622,"Perutz, Kathrin,",The garden / | $c: Kathrin Perutz.,1962,f,high_female,393.19237515178384
uc1.b3636450,"Huxley, Elspeth Joscelin Grant,",The mottled lizard / | $c: by Elspeth Huxley.,1982,f,,393.1724859772953
nyp.33433066630538,"Surtees, Robert Smith,","Ask mamma; or, The richest commoner in England",1872,m,,393.14098459452333
mdp.39015073890561,"Saul, John.",Call it tender / | $c: John Saul.,2007,m,mixed,393.1296907519919
uiuo.ark:/13960/t47p9mr0p,"Shew, E. L.",If men were wise,1894,f,,393.1213447461172
mdp.39015072764007,"Finch, Matthew,",Teething troubles / | $c: Matthew Finch.,1956,m,mixed,393.06244779639366
uc1.$b244961,"Stern, G. B. (Gladys Bronwyn),","Long story short, | a collection, | $c: by G.B. Stern.",1939,f,,393.0587891527085
mdp.39015013004513,"Waugh, Harriet,","Mirror, mirror; | a novel.",1973,f,,393.00983924870707
mdp.39015031227039,"Byrne, Donn,","A daughter of the Medici, | and other stories.",1933,m,mixed,393.00873193946234
uc1.b3810593,"Cockburn, Claud,",Jericho Road.,1974,m,high_male,392.9960700392996
mdp.39015032707336,"Fell, Alison.",The pillow boy of the Lady Onogoro / | $c: translated by Arye Blower ; with an introduction by Sir Geoffrey Montague-Pollock ; edited by Alison Fell.,1994,f,high_female,392.99306993293084
uc1.b3739869,"Baring-Gould, S.",In exitu Israel;,1870,m,,392.976483986834
uc1.b5091296,"Neznanskiĭ, Fridrikh.",Operation Faust / | $c: Fridrikh Neznansky.,1988,u,,392.9493656674526
uc1.32106018625274,"Tsushima, Yūko.",The shooting gallery and other stories / | $c: Yūko Tsushima ; selected and translated by Geraldine Harcourt.,1988,u,mixed,392.9125205112379
mdp.39015060403766,"Fairbanks, Tash.",Fearful Symmetry / | $c: by Tash Fairbanks.,1996,u,high_female,392.8989817067676
nyp.33433074868336,"Tynan, Katharine,",The way of a maid,1895,f,high_female,392.8249605767065
uc2.ark:/13960/t2t43mg20,"Laverton, H. S.",The romance of a hill station and other stories,1902,u,mixed,392.7997030805394
mdp.39015022378494,"Ouida,",Folle-Farine,1877,f,,392.78752846972844
mdp.39015063546280,"Dawe, W. Carlton.",Yellow and white,1895,m,mixed,392.7866568631245
uc1.b3578247,,A. E. Housman; | catalogue of an exhibition on the centenary of his birth. | $c: Assembled by John Carter [and] Joseph W. Scott.,1959,u,,392.75567925434177
mdp.39015082753966,"Price, Katie,",Angel uncovered : | Katie Price.,2008,f,high_female,392.75460498725766
uc1.32106017435006,"Moyes, Jojo,",Night music / | $c: Jojo Moyes,2008,f,mixed,392.72399198630774
uc2.ark:/13960/t04x56s6x,"Lindsay, Mayne.",The King of Kerisal,1907,u,high_male,392.7223054886262
mdp.39015065676994,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,392.6918970221853
uc1.b3829923,Xenophon.,The Persian expedition / | $c: Xenophon ; tr. by Rex Warner.,1949,m,high_male,392.6438977788393
uc1.b4379141,"Lang, Andrew,",The true story book,1893,m,high_male,392.64078976890283
uc1.b4082853,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,,392.6350895669928
mdp.39015011812420,"Hoban, Russell.",Turtle diary / | $c: Russell Hoban.,1975,m,,392.6082431963672
uiuo.ark:/13960/t9474rb1h,"Ouida,",Tricotrin,1869,f,,392.57705225056503
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,mixed,392.5713422920127
mdp.39015053493824,"Stead, C. K. (Christian Karlson),",The secret history of modernism / | $c: C.K. Stead.,2001,m,mixed,392.5429462178298
mdp.39015029101873,"Guibert, Hervé.",The compassion protocol / | $c: Hervé Guibert ; translated by James Kirkup.,1993,u,high_female,392.48996807357724
mdp.39015063642469,"Parker, Richard,","A Moor of Spain, | the story of a rogue. | $c: Illustrated by John Harwood.",1953,m,high_male,392.46949162936164
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,high_male,392.4655244913582
njp.32101067300663,"Bowen, Marjorie,",God's playthings,1912,f,,392.4611474709309
uc2.ark:/13960/t0pr7r048,"Aikman, Henry G.",Zell,1921,m,,392.454025198489
uc1.$b119551,"Brathwaite, Errol,",The evil day.,1967,m,high_male,392.43776708420575
mdp.39015008162862,"Grimm, Jacob,",German popular stories and fairy tales,1888,m,,392.43144662280986
mdp.39015014597416,"Wilson, Colin,",The Janus murder case / | $c: Colin Wilson.,1984,m,mixed,392.39395879270694
inu.30000022249449,"Ekwensi, Cyprian.",The passport of Mallam Ilia / | $c: Cyprian Ekwensi.,1964,m,high_male,392.3740940774593
uc1.b3123811,"Hood, Tom,",A golden heart,1867,m,high_female,392.35443192574274
uc1.$b316300,"Frenssen, Gustav,",The pastor of Poggsee / | $c: by Gustav Frenssen ; translated by Katharine G. Potts.,1931,m,high_male,392.3389318585335
mdp.39015037047647,"Wain, John.",A travelling woman; | a novel.,1959,m,mixed,392.3290879812619
uiuo.ark:/13960/t6d22mx43,"Hardy, Thomas,",A pair of blue eyes,1873,m,,392.31071008238524
inu.30000109858310,"McCall Smith, Alexander,",Dream Angus : | the Celtic god of dreams / | $c: Alexander McCall Smith.,2006,m,high_male,392.30338128152437
uiuo.ark:/13960/t05x2kj0m,"Alford, Elizabeth M.",Netherton-on-Sea,1869,f,,392.28603940827696
mdp.39015029102087,"Seabrook, Mike,",Conduct unbecoming / | $c: Mike Seabrook.,1991,m,high_male,392.2765778829276
mdp.39015050981714,"Burgess, Anthony,",Beds in the East.,1959,m,,392.2538298135389
uc1.$b96,"Cornelisen, Ann,",Torregreca: | a world in Southern Italy; | $c: illustrated with photographs by the author.,1969,f,,392.15365887533596
mdp.39015000615511,"Smith, Jonathan,",Wilfred and Eileen / | $c: Jonathan Smith.,1976,m,mixed,392.1425574990424
nyp.33433074935135,"Capes, Bernard Edward Joseph,",Adventures of the Comte de la Muette during the reign of terror,1898,m,,392.13047949484366
uiuo.ark:/13960/t1wd47c13,"Elliot, Frances,",The ill-tempered cousin,1885,f,,392.12641223745004
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,392.07593891869584
uiuo.ark:/13960/t9280v59k,Royalist.,The loyalist's daughter,1867,u,,392.06384641142984
uiuo.ark:/13960/t4xh01128,"Hargreaves, C. Y.",Poste restante,1894,u,mixed,392.0392467704964
inu.30000126983992,"Forsyth, Neil.",Let them come through / | $c: Neil Forsyth.,2009,m,high_male,391.94263069812615
uiuo.ark:/13960/t4kk9xp12,"Smart, Hawley,",Hard lines,1883,m,mixed,391.94059834951645
mdp.39015054266831,"Faber, Michel.",The Courage Consort / | $c: Michel Faber.,2002,m,,391.9222139117427
mdp.39015073486618,"Henty, G. A.",The dash for Khartoum,1892,m,high_male,391.9210939759856
uc1.b3327326,"Montgomery, Florence,",Thrown together,1877,f,high_female,391.9125002049752
uc1.b3448391,"Faludy, György.",Karoton | $c: [by] George Faludy. [Translated from the Hungarian by Flora Papastavrou],1966,u,high_male,391.908863375226
uiuo.ark:/13960/t1wd44n7b,"Douglas, Gertrude,",Brown as a berry,1874,f,mixed,391.90483391299966
inu.32000003326370,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,391.88112775226426
wu.89004591723,"Joyce, P. W.",Old Celtic romances,1914,u,high_male,391.87935189697646
mdp.39015031240792,"James, G. P. R.",The Old Dominion,1856,m,,391.8401017409387
uiuo.ark:/13960/t6931j77s,"Hardy, Thomas,",A pair of blue eyes,1873,m,,391.83846371081614
uc2.ark:/13960/t5t729593,"Tucker, Horace Finn.",The new Arcadia,1894,m,mixed,391.8045946255877
inu.30000109963805,"Marr, Michael.",Baber's apple / | $c: by Michael Marr.,2006,m,mixed,391.7706281462027
mdp.39015001570368,"Rémy,","Ten steps to hope, | $c: by Rémy [pseud.] Translated from the French by Len Ortzen.",1960,u,,391.7362309378352
uc1.32106008824416,"Burchill, Julie.",Ambition / | $c: Julie Burchill.,1989,f,,391.73014145810663
uc1.32106012883259,"Grant, Linda,",The cast iron shore / | $c: Linda Grant,1996,f,high_male,391.6760328326692
mdp.39015024633730,"Laing, B. Kojo.",Search sweet country / | $c: B. Kojo Laing.,1986,u,mixed,391.66941806340515
mdp.49015002155142,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,391.6577392945247
uc1.b3136619,"Wall, Mervyn,",Leaves for the burning : | a novel / | $c: by Mervyn Wall.,1952,m,high_male,391.636527061442
inu.30000029787151,,A fabulous formless darkness / | $c: edited by David G. Hartwell.,1992,u,mixed,391.601961180672
mdp.39015048881224,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,391.5812494150909
uiuo.ark:/13960/t0ks72319,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,391.569733962916
uc1.$b120255,"Lane, Margaret,",The day of the feast: | a novel.,1968,f,,391.5660223821072
uc1.b4102811,"Reach, Angus B.",Clement Lorimer,1849,m,,391.5611265912248
uiuo.ark:/13960/t2r49zr88,"Cambridge, Ada,",A mere chance,1882,f,high_female,391.5178672460226
uc2.ark:/13960/t6j09xg27,"Stables, Gordon,",On to the rescue,1894,m,,391.50041619787237
pst.000033237381,"Blyton, Enid.",The mystery of the pantomime cat / | $c: Enid Blyton ; text illustrations by Mary Gernat.,1966,f,,391.4881770570529
inu.30000087058669,"Booth, Stephen,",One last breath / | $c: Stephen Booth.,2004,m,,391.4463000632468
uc1.$b244108,"Mottram, R. H. (Ralph Hale),","Ten years ago : | Armistice & other memories : | $c: forming a pendant to ""The Spanish farm trilogy"" / by R.H. Mottram ; with a foreword by W.E. Bates.",1928,m,high_male,391.41209440211225
nyp.33433074936810,"Bathgate, Alexander,",Waitaruna,1881,m,high_male,391.4047516536851
uiuo.ark:/13960/t01z4sj1f,"Lee, Holme,",Against wind and tide,1859,f,high_female,391.39929447337477
wu.89057817041,"Lindgren, Torgny,","In praise of truth : | the personal account of Theodore Marklund, picture-framer / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.",1994,u,high_female,391.3847335942565
mdp.39015001044778,"Mosley, Nicholas,",Imago bird : | a novel / | $c: by Nicholas Mosley.,1980,m,high_female,391.3840764156882
uc1.32106013521908,"Krohn, Leena",Dona Quixote and other citizens ; Gold of Ophir / | $c: Leena Krohn ; translated from the Finnish by Hildi Hawkins,1995,u,high_female,391.369624993674
uiuo.ark:/13960/t1sf3dv00,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,391.3610668212784
umn.31951002058296g,"Glover, Halcott.",Both sides of the blanket / | $c: Halcott Glover.,1945,u,high_female,391.33893822435334
uc1.b3762713,"Curval, Philippe,",Brave old world / | $c: Philippe Curval ; translated from French by Steve Cox.,1981,m,,391.325926774329
uc1.b2807206,"Bitsch, Jørgen,",Why Buddha smiles | $c: [by] Jørgen Bisch. Translated by Gwynne Vevers.,1964,u,high_male,391.3114100500583
mdp.39015001028227,"Kennaway, James,",Tunes of glory / | $c: James Kennaway ; introduction by Godfrey Smith.,1980,m,high_male,391.2800447177194
uc2.ark:/13960/t8pc2w85h,"Westrup, Margaret.",Elizabeth in retreat,1912,f,,391.27315938584604
uc1.32106007964650,"Highsmith, Patricia,",Found in the street / | $c: Patricia Highsmith.,1986,f,,391.26155633359684
mdp.39015055184561,"Rower, Ann.",Lee & Elaine / | $c: Ann Rower.,2002,f,high_female,391.26064899014074
uc1.32106007568261,"Templeton, Edith.",Living on yesterday / | $c: Edith Templeton ; new introduction by Anita Brookner.,1986,f,,391.2537453879108
uc2.ark:/13960/t1td9wp75,"Stokes, Samuel Evans.",Arjun - the life-story of an Indian boy,1911,m,high_male,391.2527073290016
mdp.39015030748787,"Haldeman, Charles,",Teagarden's gang.,1971,m,,391.25180768240256
uc1.$b396546,"Jones, David.",The perfumed acres.,1969,m,,391.2253737599553
mdp.39015008704606,"Moorcock, Michael,",The adventures of Una Persson and Catherine Cornelius in the twentieth century : | a romance / | $c: [by] Michael Moorcock.,1976,m,,391.1724714987972
uc2.ark:/13960/t93778v6p,"Hichen, Robert Smythe,",Snake-bite and other stories,1919,m,,391.16896934799956
uc1.32106010866546,"Ballard, J. G.,",The kindness of women / | $c: J.G. Ballard.,1991,m,,391.0935831073864
uc1.32106019365631,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,391.0935831073864
uc1.b3326031,"Skene, Felicia,",Use and abuse,1849,f,mixed,391.0798785700343
mdp.39015050023426,"Baricco, Alessandro,",City / | $c: Alessandro Baricco ; translated by Ann Goldstein.,2001,m,high_male,391.0643083529292
mdp.39015015340147,"Reed, Jeremy.",Red eclipse / | $c: Jeremy Reed.,1989,m,high_male,391.06347539558965
uc1.32106011190763,"Ellroy, James,",L.A. confidential / | $c: James Ellroy,1994,m,,391.0500950718121
uc1.b4238430,,Fairy and folk tales of Ireland / | $c: edited by W.B. Yeats ; with a foreword by Kathleen Raine ; and a list of sources by Mary Helen Thuente.,1988,u,high_male,391.0357667988328
inu.32000011265255,"Coryn, M. S.,","The acquirer, 1027-1087, | $c: by M. Coryn.",1934,u,high_male,390.9967313500766
uiuo.ark:/13960/t78s58r63,"Melville, Julia.",Old memories,1856,f,,390.9815614921195
mdp.39015031228409,"Crane, Stephen,",The Little Regiment,1897,m,high_male,390.97536855178123
uc1.b4145999,"Zürn, Unica.",The house of illnesses : | stories and pictures from a case of jaundice / | $c: Unica Zürn ; translated by Malcolm Green.,1993,u,high_male,390.95224797542585
inu.30000047607704,"Wilson, Colin,",Ritual in the dark / | $c: by Colin Wilson.,1960,m,high_male,390.900389180886
uc2.ark:/13960/t92807b9c,"Crutchley, William Caius,",My life at sea;,1912,m,high_male,390.8760377142555
uc1.b3595865,"Colquhoun, Archibald.",Italian regional tales of the nineteenth century / | $c: edited by Archibald Colquhoun.,1961,m,high_female,390.85860743272104
uiuo.ark:/13960/t84j10t3b,"Knight, Wynter Frore.",Our vicar,1879,u,mixed,390.85789996687646
uc2.ark:/13960/t6445kt74,"Gorky, Maksim,",Three men,1902,m,high_male,390.7687572349096
mdp.39015025200729,"Weldon, Fay.",Growing rich / | $c: Fay Weldon.,1992,f,high_female,390.76715129880256
uc1.b4974561,"Potter, Dennis.",Blackeyes / | $c: Dennis Potter.,1987,m,,390.745501285347
mdp.39015050981722,"Wilson, Ethel,",Love and salt-water.,1956,f,high_female,390.74074074074076
inu.32000000663056,"Haggard, H. Rider","Colonel Quaritch, V. C",1889,m,mixed,390.7328657425305
uc2.ark:/13960/t5z60ct07,"Ewing, Juliana Horatia,",A great emergency & other tales,1908,f,,390.7304345590787
uiuo.ark:/13960/t3dz0vk4w,"Reade, Charles,",Put yourself in his place,1870,m,,390.7301037657491
inu.30000114180940,"Green, Joseph.",Star probe / | $c: by Joseph Green.,1976,m,mixed,390.7171502712904
mdp.39015008922067,"Sandel, Cora,",The leech. | $c: Translated from the Norwegian by Elizabeth Rokkan.,1960,f,,390.71688053733374
umn.31951002098915q,"Scott, B. Montagu.",Clay eternal.,1946,u,high_female,390.64519650027864
mdp.39015043828345,"Wagner, Martin,",Rachel's machine / | $c: Martin Wagner.,1997,m,high_female,390.61964611230655
uc1.32106009866317,"Karodia, Farida.",Daughters of the twilight / | $c: Farida Karodia.,1986,f,high_female,390.60568603213846
uc1.b4095381,"Koestler, Arthur,","Thieves in the night; | chronicle of an experiment, | $c: by Arthur Koestler ...",1946,m,,390.59380422393076
mdp.39015013301679,"Billington, Rachel.",Occasion of sin / | $c: Rachel Billington.,1982,f,high_female,390.5808565939654
uc1.b2799778,"Hill, Pamela.",Maddalena / | $c: Pamela Hill.,1963,f,mixed,390.57732210423535
mdp.39015001710691,"Heath, Roy A. K.","Kwaku, or, The man who could not keep his mouth shut : | a novel / | $c: Roy A.K. Heath.",1982,m,,390.5664337761252
mdp.39015051324252,"Bates, H. E. (Herbert Ernest),",The yellow meads of asphodel / | $c: by H. E. Bates.,1976,m,high_female,390.5505810630596
inu.32000002990176,"Lester, Emma Service.",A vagabond voyage through Brittany,1915,f,,390.5249679897567
inu.30000109969711,"Russell, Craig,",Brother Grimm / | $c: Craig Russell.,2006,m,mixed,390.51190249207326
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,mixed,390.50920854222784
wu.89095289229,"Salten, Felix,",Little world apart / | $c: by Felix Salten.,1947,m,,390.4964241898321
mdp.39015000612831,"Middleton, Christopher,","Pataxanadu, & other prose / | $c: [by] Christopher Middleton.",1977,m,,390.487227288759
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,390.4713747963369
uc1.32106018079001,"Keegan, Mel",Fortunes of war / | $c: Mel Keegan,2000,m,,390.4632313790451
coo.31924001527054,"Wheeler, Harry G.","Exhibition and flying pigeons / | $c: by Harry G. Wheeler ; with drawings by Lexi Hiscocks and more than 85 black and white photographs, many by the photographer Karl Stauber, together with 8 pages in full colour.",1978,m,mixed,390.42321876914576
uc1.b3834611,"Cusack, Dymphna.",Heatwave in Berlin.,1961,u,,390.3956153896344
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,390.3944800036316
mdp.39015063948015,"Molesworth,",This and that,1899,f,,390.3732483841862
uc2.ark:/13960/t2q52jk6g,"Wood, Eric Erskine.",A bachelor in Japan,1916,m,high_female,390.34263408992337
uc2.ark:/13960/t8v981w5c,,"Makanna, or, The land of the savage",1834,u,,390.3391070992925
