htid,author,title,year,authgender,female_category,political_content
mdp.39015002762105,"Mais, Roger.",The hills were joyful together / | $c: Roger Mais ; introduction by Daphne Morris.,1981,m,high_male,12.339943671786534
inu.30000082355367,"Faqīh, Aḥmad Ibrāhīm.","Charles, Diana and me and other stories / | $c: Ahmed Fagih ; translated from the Arabic.",2000,u,,12.338062924120914
mdp.39015005503639,Petronius Arbiter.,The satyricon. | $c: Translated and with an introd. by Paul Dinnage.,1953,u,,12.337410553773486
uiuo.ark:/13960/t2891gh6q,"Butt, Beatrice May.",Ingelheim,1892,f,high_female,12.33514591449688
uc2.ark:/13960/t47p8wp8k,"Coke, Desmond,","Youth, youth-- !",1919,u,high_male,12.331520599805161
uiuo.ark:/13960/t2f76mn01,"Banks, G. Linnaeus",Sybilla and other stories,1884,f,,12.329949447207266
mdp.39015004856038,"Asturias, Miguel Angel.","The Mulatta and Mr. Fly, | a novel. | $c: Translated by Gregory Rabassa.",1963,m,high_female,12.328936012822094
inu.32000002548420,"Scott, Paul,","The bender; | pictures from an exhibition of middle class portraits, a novel.",1963,m,mixed,12.326247321411639
uc1.31158010358751,"Satchell, William.",The toll of the bush,1905,m,,12.325801754886024
uc2.ark:/13960/t6nz8711v,"Kuprin, A. I.",In honour's name,1907,m,mixed,12.32557115816349
uiuo.ark:/13960/t4dn4hp58,"Gaskell, Elizabeth Cleghorn,",North and south,1855,f,high_female,12.319355602937692
uc1.b3322560,"Grey, Elizabeth Caroline.",The trials of life,1829,f,high_female,12.316354359109704
uc2.ark:/13960/t0vq2sq3x,"Reynolds, Stephen Sydney,",How 'twas;,1912,m,,12.31397107975935
uc2.ark:/13960/t2t43qb7v,"Fisher, Thistle Anderson.","Dives' wife, and other fragments",1908,m,,12.308449750753892
njp.32101064912023,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_male,12.307086420360843
mdp.39015017716385,"Flett, Una.",Revisiting empty houses | $c: Una Flett.,1988,f,mixed,12.297223901704191
uiuo.ark:/13960/t6sx6rn18,"Hardy, Iza Duffus.",Love in idleness;,1887,f,mixed,12.2967954551044
uva.x001478014,"Kingsley, Charles,",Westward ho!,1878,m,mixed,12.295188051665674
mdp.39015049643805,"Noon, Jeff.",Pixel juice : | stories from the avant pulp / | $c: Jeff Noon.,2000,m,,12.292562999385371
mdp.39015010305368,,The thousand and one nights,1859,m,high_male,12.290773833589391
inu.30000132461256,"Foldes, Yolanda,",Golden earrings / | $c: by Yolanda Foldes.,1945,f,high_female,12.28863546991742
mdp.39015024893516,,"The Peach thief, | and other Bulgarian stories | $c: [by] Emilian Stanev [and others] translated by Radost Pridham and Jean Morris.",1968,u,,12.28440862856862
uva.x030765296,"Caine, William,",Hoffman's chance,1912,m,mixed,12.281359481855908
mdp.39015005593200,"James, Henry,",Roderick Hudson,1883,m,mixed,12.273402309854315
mdp.39015076149387,"Macbeth, Nigel.",I'm still alive / | $c: Nigel Macbeth.,2008,m,high_female,12.273138701808755
uiuo.ark:/13960/t6n01hs64,"Gibbon, Charles,",Of high degree,1883,m,mixed,12.269938650306749
mdp.39015022220324,"Sturgeon, Theodore.","Starshine, | $c: by Theodore Sturgeon.",1968,m,mixed,12.2671164609369
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,12.26692836113837
uc2.ark:/13960/t0cv4j94x,"Gilchrist, Murray,",A Peakland faggot;,1897,m,high_female,12.26692836113837
uc1.$b792381,"Prior, Ann.",Mirror image.,1969,f,high_female,12.262415695892091
njp.32101066458967,"Gibbon, Charles,",By mead and stream,1884,m,mixed,12.261747435251161
uc1.$b338024,"Baldwin, Bee.",The red dust / | $c: Bee Baldwin.,1965,u,,12.261363218362618
uiuo.ark:/13960/t9668ts7v,"Gilbert, William,","The inquisitor, or, The struggle in Ferrara",1870,m,,12.258908139915006
mdp.39015063869781,"Gleig, G. R.",The Chelsea pensioners,1829,m,,12.252649635483673
uc2.ark:/13960/t12n51664,"O'Riordan, Conal,",Adam and Caroline ;,1921,u,,12.245985837877555
mdp.39015000606601,"(Victor Sawdon), Pritchett, V. S.",Dead man leading;,1937,u,high_male,12.243444192155291
nyp.33433074942404,"Carmichael, Montgomery,",The life of John William Walshe,1902,u,high_male,12.239902080783354
njp.32101074161884,"Cooper, John Butler.",Coo-oo-ee!,1916,m,mixed,12.239357322473685
mdp.39015025293294,"McCabe, Eugene,",Death and nightingales.,1992,m,,12.238570534961516
uc1.32106014434176,"Redmon, Anne",The head of Dionysos / | $c: Anne Redmon,1997,f,high_female,12.236008124709395
mdp.39015005311256,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,12.23556967501453
mdp.39015032998992,"Smith, Iain Crichton,",Consider the lilies / | $c: Iain Crichton Smith ; introduced by Isobel Murray.,1987,u,,12.234660794029486
mdp.39015030745551,"Gifford, Humfrey,","A posie of gilloflowers each differing from other in colour and odour, | yet all sweet, | $c: by Humfrey Gifford, gent.",1933,u,high_male,12.234126221227957
dul1.ark:/13960/t3320fk07,"Braddon, M. E.",Birds of prey,1867,f,mixed,12.2337253222822
uc1.32106006070269,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,12.233489443296447
mdp.39076002872849,"Glass, Lisa.",Prince Rupert's teardrop / | $c: Lisa Glass.,2007,f,high_female,12.233164107896508
uiuo.ark:/13960/t3pv7527f,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,12.232166520560233
nyp.33433074853080,"Heddle, Ethel F.",A mystery of St. Rule's,1902,f,,12.231418436824724
uc1.$b242966,"Gibbs, Philip,",The healing touch / | $c: Phillip Gibbs.,1957,m,mixed,12.229831895401583
njp.32101047141310,,"The thousand & one nights, or, Arabian nights' entertainments",1896,m,,12.225283767644376
uc1.$b120324,"Campbell, Anthony.",The sacred malady: | a novel.,1967,m,,12.224938875305623
uc1.b3578384,"Ferrier, Susan,",The inheritance,1824,f,high_female,12.224803013969616
uiuo.ark:/13960/t6c257w5d,"Daniel,",Tried in the fire. A tale,1860,f,high_female,12.22344456667889
uc2.ark:/13960/t46q1vc8h,"Watson, William Davy,",Trevethlan,1848,m,mixed,12.222448563862294
uc1.b2838035,"Mann, Roderick,",The headliner.,1968,m,,12.221605919017758
uiug.30112046415482,"Gull, Cyril Arthur Edward Ranger,",The race before us / | $c: by Guy Thorne [i.e. C. A. E. R. Gull].,1910,m,mixed,12.220009042806693
mdp.39015063870201,"Gillies, R. P.",Tales of a voyager to the Arctic Ocean,1826,m,,12.219262445318801
mdp.39015063994480,"Galt, John,",The spaewife;,1823,m,,12.21427325074158
inu.30000000704563,"A. L. O. E.,",Idols in the heart,1860,f,high_female,12.213740458015268
inu.30000107497921,"Sampson, Kevin.",Stars are stars / | $c: Kevin Sampson.,2006,m,,12.21324322673886
nyp.33433074920996,"Baldwin, Alfred,",The story of a marriage,1895,f,mixed,12.21067484329634
mdp.39015030836798,,Anticipations / | $c: edited by Christopher Priest.,1978,u,,12.209876680245529
njp.32101038064893,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,12.209586269448126
mdp.39015022378494,"Ouida,",Folle-Farine,1877,f,,12.20882993099906
inu.30000055891166,"Haining, Peter.","The Hollywood nightmare: | tales of fantasy and horror from the film world; | $c: edited by Peter Haining, introduced by Christopher Lee.",1970,m,,12.208177600811375
mdp.39015005014801,"Thompson, Flora.","Lark rise to Candleford, | a trilogy | $c: by Flora Thompson, with an introduction by H. J. Massingham. Illustrated with wood-engravings by Julie Neild.",1945,f,high_female,12.208007611061296
uiuo.ark:/13960/t3xs6716f,"Lemon, Mark,",Loved at last,1864,m,mixed,12.20703125
uc1.32106015058610,"Vaz, Katherine",Mariana / | $c: Katherine Vaz,1998,f,high_female,12.198797342097333
mdp.39015068629214,"Broomhall, A. J.",Strong tower.,1947,u,,12.198309662803869
uc1.b3872886,"Graves, Robert,","The Golden Fleece, | $c: by Robert Graves.",1944,m,,12.197105220361035
uc1.b4949053,"Waddell, Martin",Otley victorious / | $c: by Martin Waddell,1969,m,mixed,12.195971844727856
mdp.39015065444914,"Meredith, George,",The amazing marriage,1895,m,mixed,12.191067272525768
mdp.39015005611697,"Sterne, Laurence,",The works of Laurence Sterne,1803,m,,12.190661952944044
uc2.ark:/13960/t22b8xs3c,"Ouida,",Held in bondage,1863,f,mixed,12.18798751950078
mdp.39015063972528,"Barr, Dennis.","A dock brief, | a novel | $c: by Dennis Barr.",1932,m,high_male,12.178487918939984
mdp.39076006915370,"Icaza, Jorge,",Huasipungo. | $c: [Translated from the original Spanish by Mervyn Savill],1962,u,high_male,12.177795818956769
uc2.ark:/13960/t4bp01n2s,"Mure, A H",With the incomparable 29th,1919,u,high_male,12.175395265510584
uiuo.ark:/13960/t1jh43c78,"Maxwell,",Eleanor's victory,1863,f,high_female,12.174171818144927
uc2.ark:/13960/t90865d2q,"Fowler, Ellen Thorneycroft,",Miss Fallowfield's fortune,1908,f,,12.171965528993622
uiuo.ark:/13960/t0vq3b299,"Grant, Maria M.",The sun-maid,1876,f,,12.167141764583189
inu.30000054049519,"Shields, Carol.",Larry's party / | $c: Carol Shields.,1997,f,,12.1661408190246
mdp.39015005544039,"Amis, Kingsley.",Ending up.,1974,m,mixed,12.16224433948878
inu.30000095317008,"Mars, Alastair,","Unbroken, | the story of a submarine.",1953,u,high_male,12.162162162162161
uc1.b4315954,"Baynes, Dorothy Julia",Fountains of youth;,1936,f,high_female,12.15848948648262
mdp.39015003930842,"Godden, Rumer,",The dark horse / | $c: Rumer Godden.,1981,f,,12.153437143942272
mdp.39015053617646,"Mount, Ferdinand,",The man who rode Ampersand / | $c: by Ferdinand Mount.,1975,m,,12.152940076657007
uc1.$b20576,"Townsend, Walter,","Black cap, murder will out, | $c: by W. & L. Townsend.",1930,m,mixed,12.152735580779233
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,12.148158946511655
nyp.33433074897038,"Merrick, Leonard,",The man who was good,1892,m,high_female,12.13942125309176
uc1.b4079824,"Wolfe, Thomas,",Selections from the works of Thomas Wolfe. | $c: ed. by Maxwell Geismar.,1952,m,mixed,12.139052850401347
uiuo.ark:/13960/t0qr5b57j,"Leys, John K.",The Lindsays,1888,m,,12.137886389383395
njp.32101067644037,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,12.137508636304222
uc1.b4097323,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The last revolution, a novel.",1951,m,high_female,12.135922330097088
inu.30000063983492,,12 gothic tales / | $c: selected and introduced by Richard Dalby.,1998,u,,12.135695748772427
inu.32000001875014,"Priestley, J. B. (John Boynton),",Out of town / | $c: by J.B. Priestley.,1968,m,mixed,12.130314232902034
uc1.b3321700,"Ayscough, John,",A Roman tragedy and others,1909,m,mixed,12.127512127512128
nyp.33433074888953,"Linton, E. Lynn",Dulcie Everton,1896,f,high_female,12.126724268606942
mdp.39015058691323,,Tales from  Blackwood.,1858,u,,12.125621438098703
uiuo.ark:/13960/t0wq0877x,"Beale, Anne.",Country landlords,1860,f,high_female,12.125253872502956
njp.32101064911934,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,12.124794446844144
mdp.39015043786659,"McDonald, Roger,",Mr Darwin's shooter / | $c: Roger McDonald.,1998,m,high_male,12.123521363376573
mdp.39015053122043,"Lynn, Jack,",The Hallelujah flight / | $c: Jack Lynn,1989,m,high_male,12.122907632769152
uiuo.ark:/13960/t2z326117,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,12.122240674966362
uc2.ark:/13960/t2h70f08n,"Whyte-Melville, G. J.",Uncle John,1874,m,,12.121946784653616
inu.39000001297642,"Sagan, Françoise,",The painted lady / | $c: Françoise Sagan ; translated by Lee Fahnestock.,1983,u,mixed,12.120110293003666
uiuo.ark:/13960/t2r501600,"Grant, Courteney.",Land ahead,1878,f,,12.119679197361071
mdp.39015029507251,"Ginzburg, Natalia.",Dear Michael : | a novel / | $c: Natalia Ginzburg ; translated by Sheila Cudahy.,1975,f,,12.119253453987234
inu.30000025826607,"Ricci, N. P. (Nino Pio),",Lives of the saints / | $c: Nino Ricci.,1991,m,,12.115631587874676
uc1.b3687722,"Fuchs, Daniel,",The apathetic bookie joint / | $c: Daniel Fuchs.,1980,m,mixed,12.110159711635726
mdp.39015037444844,"Palin, Michael.",Hemingway's chair / | $c: Michael Palin.,1995,m,mixed,12.110080632953547
uiuo.ark:/13960/t3223j250,"Roberts, Margaret,",Denise,1863,f,high_female,12.108736453351092
njp.32101076207719,,Tales from  Blackwood,1858,u,,12.1078906191789
uiuo.ark:/13960/t0sq9gh3j,"St. Aubyn, Alan.",To his own master,1893,f,mixed,12.105438368186908
uc2.ark:/13960/t5q81cb58,"Gissing, George,",Human odds and ends,1898,m,mixed,12.104925494183583
uiuo.ark:/13960/t3qv3s85d,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,12.103851041939844
uc2.ark:/13960/t59c6v49h,"Adams, Arthur Henry,",A touch of fantasy,1912,m,,12.100677637947726
njp.32101041381631,"Henty, G. A.","A chapter of adventures; or, Through the bombardment of Alexandria",1890,m,high_male,12.097310767816314
mdp.39015062219715,,Folk-lore and legends,1890,u,high_male,12.095868396951841
uc1.b3125474,"Plivier, Theodor,",Stalingrad; | the death of an army. | $c: Tr. from the German by H. Langmead Robinson.,1948,m,high_male,12.092152718631379
uc2.ark:/13960/t9862d842,"West, Rebecca,",The judge,1922,f,high_female,12.088866601595731
mdp.39015064002739,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,high_male,12.087046070984805
uc1.32106012097702,"Willocks, Tim",Bloodstained kings / | $c: Tim Willocks,1995,m,mixed,12.085021681950664
uc1.$b684229,"Fagan, Elisabeth.",From the wings,1922,f,,12.084429883452387
uc1.$b300869,"Hichens, Robert Smythe,",My desert friend and other stories / | $c: by Robert Hichens.,1931,m,mixed,12.08361864099569
njp.32101064382888,"Tharp, Theodore A.",The sword of Damocles,1880,m,mixed,12.082645293809659
uc1.b2834747,"Hall, Julian Henry,",The senior commoner / | $c: by Julian Hall.,1933,m,,12.082015564478874
uiuo.ark:/13960/t3126851x,"Gissing, Algernon,",The sport of stars,1896,m,,12.081124752714478
uc1.b4068742,,"Great German short stories, | $c: edited by Lewis Melville & Reginald Hargreaves.",1929,u,mixed,12.080911907500484
uc2.ark:/13960/t5h993w83,"Maclean, Donald.","The man from Curdie's River; or, Where men are made",1907,m,high_male,12.078935845751989
mdp.39015063626538,"Ferrier, Susan,",Novels,1894,f,high_female,12.078529020988768
mdp.39015030108727,"Scheffel, Joseph Viktor von,",Ekkehard,1911,m,high_male,12.0781566536918
uiuo.ark:/13960/t40s04d2t,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,12.077440548798899
uc2.ark:/13960/t5s75cw95,"Normanby, Constantine Henry Phipps,",The contrast,1832,m,,12.075350185155369
mdp.39015006588399,"Mortimer, Penelope,",Long distance / | $c: Penelope Mortimer.,1974,f,high_female,12.070815450643776
uiuo.ark:/13960/t07w6ps56,"Clarke, Charles.",The flying scud,1867,m,,12.068840667165512
uc1.32106018921038,"Westlake, Donald E.",Point blank / | $c: Richard Stark.,1984,m,high_male,12.063973528195229
uc1.b3435552,"Summers, John,","Dylan, | $c: by John Summers.",1970,m,high_male,12.056373062255304
uc1.$b470338,,Victorian tales for girls / | $c: edited with an introduction by Marghanita Laski.,1947,u,,12.052020904778079
uiuo.ark:/13960/t9r219r74,"Edwards, Amelia Ann Blanford,",Miss Carew,1865,f,mixed,12.051459733060167
uc1.b3326061,"Vachell, Horace Annesley,","Into the Land of Nod, | $c: by Horace Annesley Vachell ...",1931,m,high_female,12.05088918346618
mdp.39015063927506,"Trollope, Thomas Adolphus,",A siren,1870,m,mixed,12.050370548894378
uc1.32106005852287,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,12.049463045803021
njp.32101073371955,"Corp, Harriet.","Tales characteristic, descriptive, and allegorical",1829,f,mixed,12.047985404726253
mdp.39015056303004,"Ledig, Gert,",Payback / | $c: Gert Ledig ; translated from the German by Shaun Whiteside ; introduction by Michael Hofmann.,2003,u,high_male,12.04777804550618
uc2.ark:/13960/t18k7667m,"Wales, Hubert.",The spinster,1912,m,high_female,12.047031611410949
mdp.39015054151397,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,12.046559954223072
mdp.39015037702654,,The Oxford book of travel stories / | $c: edited by Patricia Craig.,1996,u,mixed,12.042657769967395
ncs1.ark:/13960/t7vm4kg7w,"Paludan-Müller, Frederik,",The fountain of youth,1867,m,mixed,12.039006380673381
mdp.39015059901713,,Stories of chivalry and romance,1827,u,,12.039006380673381
mdp.39015053541341,"Kennard, Coleridge, Sir, bart.,",Level crossings / | $c: by Coleridge Kennard.,1924,m,,12.037419177328381
mdp.39015057575576,"Sillitoe, Alan.",New and collected stories / | $c: Alan Sillitoe.,2003,m,mixed,12.036591237361579
uiuo.ark:/13960/t6g16kp69,"Lawrence, George A.","Sans merci; or, Kestrels and falcons",1866,m,mixed,12.036384270165243
uc1.$b244024,"Raddall, Thomas H.,",Tidefall.,1954,m,high_female,12.036073832715768
uiuo.ark:/13960/t83j42304,"Heighway, Osborn W. Trenery.","Adeline, or, the mysteries, romance, and realities of Jewish life",1854,m,high_female,12.035384029045394
uiuo.ark:/13960/t7zk5vs95,"St. Aubyn, Alan.",The junior dean,1891,f,mixed,12.033694344163658
uiuo.ark:/13960/t6rx9nc75,"Gilliat, Edward,",Asylum Christi,1877,m,,12.030959669549642
uc2.ark:/13960/t8gf0qs0t,"Dorling, H. Taprell",The sub ;,1917,u,high_male,12.03040411221086
wu.89053136404,"Galdino, Dirceu.","Golden Lambari / | $c: Dirceu Galdino ; cover and illustrations by Tânia R. Machado ; translated by Thomas Bonnici from the original Portuguese version, Lambari Dourado.",1994,u,,12.030075187969924
uc1.$b242795,"Johnston, Mary,",Croatan / | $c: by Mary Johnston.,1924,f,,12.029496324988873
wu.89090339086,"Bensusan, S. L. (Samuel Levy),",These from God's own county.,1947,m,,12.028133170425987
mdp.39015016423157,"Church, Richard,",The crab-apple tree.,1959,m,mixed,12.027583257604105
inu.30000011865916,"West,",Ringrove;,1827,f,high_female,12.027181430031872
mdp.39015054153674,"Humphreys, Emyr.",Ghosts and strangers / | $c: Emyr Humphreys.,2001,m,,12.02616894362132
nyp.33433074861299,"Maginn, William,",The red barn,1831,m,mixed,12.025710138917686
njp.32101067647709,"James, G. P. R.",One in a thousand,1835,m,,12.02157873382722
mdp.39015050763211,"Tennant, Emma.",The ballad of Sylvia and Ted / | $c: Emma Tennant.,2001,f,high_female,12.020916394526475
uiuo.ark:/13960/t3dz0s21w,"Marshall, Frederick.","Claire Brandon, a novel",1890,m,high_female,12.019591934853812
njp.32101067630606,"Forrester,",The light of other days,1894,f,high_female,12.01923076923077
uiuo.ark:/13960/t03x8j39c,,"The black banner, or, The siege of Clagenfurth",1811,u,,12.018818035094949
uiuo.ark:/13960/t6j10p387,"Norway, Arthur H.",The government official,1887,f,high_male,12.013635476265561
uc1.$b243187,"Herbert, A. P. (Alan Patrick), Sir,","The house by the river, | $c: by A.P. Herbert.",1931,m,mixed,12.008646225282202
uc1.32106013199465,"Arditti, Michael",Pagan and her parents / | $c: Michael Arditti,1996,m,high_female,12.006681979536438
mdp.39015031219374,"Bishop, Phyllis M","The English story in prose, | an introd. to the English novel.",1925,f,,12.003360941063498
mdp.39015030747250,"Gubsky, Nikolai,",The greatest of these / | $c: by Nikolai Gubsky.,1931,u,high_female,12.001470180097062
uc1.32106016492172,"Clement, Jennifer",A true story based on lies / | $c: Jennifer Clement,2001,f,high_female,12.000840058804116
uiuo.ark:/13960/t6f19g419,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,11.9994000299985
mdp.39015050923195,"Tennant, Emma.",The house of hospitalities / | $c: Emma Tennant.,1987,f,high_female,11.996521008907417
uiuo.ark:/13960/t4jm2ks9h,"Croker, B. M.",Mr. Jervis,1894,f,,11.994002998500749
uc1.$b568070,"Simpson, Alyse.",Red dust of Africa.,1952,f,,11.993806834289204
uc1.$b243513,"Meintjes, Johannes.",The silent conspiracy.,1965,m,mixed,11.99151369799834
uiuo.ark:/13960/t8z89jk5h,"Cockton, Henry,",Stanley Thorn,1841,m,,11.991306302930376
nyp.33433082527452,"Morison, R. C. H.,",Chambers's new reciter,1901,u,mixed,11.990473024160803
uc2.ark:/13960/t5t72cz3b,"Lister, Charles.",The college chums,1845,m,mixed,11.990168062189005
mdp.39015077126889,"Peacock, Caro.",Death of a dancer / | $c: Caro Peacock.,2008,f,,11.989744157305443
mdp.39015019385841,"Selvan, Samuel.",Those who eat the cascadura. -,1972,m,,11.989289567985933
nyp.33433074856760,,Getting on,1859,u,,11.988251513516754
wu.89080114168,"Brown, John,",The Enterkin,1865,m,high_male,11.978917105893627
uc1.b3339463,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,11.975875795796947
mdp.39015060459222,,'Blackwood' tales from the outposts ...,1932,u,high_male,11.971541934601177
uiuo.ark:/13960/t7zk5vm8f,"Lytton, Rosina Bulwer Lytton,",The peer's daughters,1849,f,,11.96976253832626
uc1.32106002032487,"McEwan, Ian.","In between the sheets, and other stories / | $c: Ian McEwan.",1978,m,,11.969597223053444
uiuo.ark:/13960/t4fn1v66s,"James, G. P. R.",The fate,1851,m,mixed,11.969085561863073
uc2.ark:/13960/t7xk85d9s,"Kuprin, A. I.",Sasha,1920,m,,11.967448539971278
uc1.b4937286,,Short stories from the Second World War / | $c: chosen by Dan Davin.,1982,u,,11.96622106738692
njp.32101067646701,"Hook, Theodore Edward,",The parson's daughter,1833,m,,11.965300628178284
uc1.b3827536,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1927,m,mixed,11.965157461472193
njp.32101067582179,"Owen, John,",The cotton broker,1921,m,,11.964254488896252
uc1.$b244478,"Richardson, Dorothy Miller,",Pilgrimage | $c: [by] Dorothy M. Richardson.,1938,f,high_female,11.962548022728841
uc1.$b784346,"Campbell, Patrick,",Rough Husbandry / | $c: Patrick Campbell ; drawings by Quentin Blake.,1965,m,,11.961722488038278
uiuo.ark:/13960/t24b3q185,"Robins, Arthur.",Crispin Ken,1861,m,mixed,11.960113023068068
uiuo.ark:/13960/t2s476x7g,"Moberly, A.",Lady Valeria,1886,m,,11.956410344003006
uiuo.ark:/13960/t9p27hw6k,"Spender, John Kent,",A modern Quixote,1894,f,mixed,11.956001912960305
uc1.b4692515,"Welsh, James C.,",The underworld;,1920,m,high_male,11.954022988505747
mdp.39015068050809,"Fielding, Henry,",Works;,1893,m,,11.953000800851054
uc2.ark:/13960/t4sj1h29c,"Wood, Henry,",Oswald Cray,1864,f,,11.94989733951831
uiuo.ark:/13960/t7wm1jd68,"Armstrong, F. C.",The pirates of  The Foam,1863,m,,11.942131841135526
mdp.39015031308227,"Tremain, Rose.",Sadler's birthday / | $c: Rose Tremain.,1976,f,mixed,11.941249054651117
uiuo.ark:/13960/t1ng50q3j,"De Merle, William Henry,","Melton de Mowbray, or, The banker's son",1838,m,,11.940298507462687
uc1.b4093258,"Galsworthy, John,",Caravan : | the assembled tales of John Galsworthy.,1925,m,,11.939568311803283
uiuo.ark:/13960/t8kd2dp41,"Lucas, Reginald Jaffray,",Hoist with her own petard,1894,m,mixed,11.937922801432551
mdp.39015063761319,"Black, William,",The new prince fortunatus,1890,m,mixed,11.937804040946668
mdp.39015051332560,"Bargate, Verity.",Tit for tat / | $c: Verity Bargate.,1981,u,,11.932360561843721
mdp.39015054182723,"Lasdun, James.",The horned man / | $c: James Lasdun.,2002,m,high_female,11.929793167210963
uc1.$b298752,"Phillpotts, Eden,",Tryphena.,1929,m,,11.929646208187886
mdp.39015061750611,"Clarke, Lindsay.",The war at Troy / | $c: Lindsay Clarke.,2004,u,,11.928497179762452
mdp.39015047616373,"Norman, Frank.","The lives of Frank Norman: | told in extracts from his autobiographical books Banana boy, Stand on me, Bang to rights, The guntz; | $c: with an introduction by C. H. Rolph.",1972,m,,11.928281209229507
njp.32101038084735,"Maturin, Charles Robert,",The wild Irish boy,1808,m,,11.927480916030534
mdp.39015002149113,"Graham, Winston.","Jeremy Poldark : | a novel of Cornwall, 1790-1791 / | $c: Winston Graham.",1961,m,mixed,11.925956845073301
mdp.39015059375868,,The New British novelist;,1830,u,high_male,11.923372459659257
njp.32101069165940,"Grant, James,",Shall I win her?,1874,m,mixed,11.922402193722004
uiuo.ark:/13960/t8bg3345h,"Halsted, Leonora B.",Bethesda,1884,f,high_female,11.920608745753283
uc2.ark:/13960/t09w0fn3w,"Praed, Campbell,",Madame Izan;,1899,f,,11.917014246248849
nyp.33433074854955,"Fraser, James Baillie,",The dark falcon;,1844,m,high_male,11.91642613139846
uc2.ark:/13960/t1gh9h23j,"Wood, Henry,",Bessy Rane,1870,f,,11.91642613139846
mdp.39015004398650,,"Something wrong? | $c: by Mrs. Anderson ... [and others]; [editors, Liz Cooper and Roberta Henderson].",1973,u,high_male,11.914123001405866
uiuo.ark:/13960/t41r7c04x,"Milton, Henry.",Rivalry,1840,m,,11.912798316324505
mdp.39015002978644,"Shute, Nevil,","A Nevil Shute omnibus: | No highway, A town like Alice [and] On the beach.",1973,m,,11.910758640883182
nyp.33433081852695,"James, Henry,",The madonna of the future,1879,m,mixed,11.907754594408647
mdp.39015064001533,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,,11.907518274732908
uc1.b3321893,"Black, William,",Magic ink and other tales,1892,m,mixed,11.907065354904967
uc1.b3727158,"Ogilvie, Elisabeth,",My world is an island.,1951,f,,11.9067699909707
uc1.$b268702,"Frith, Dean, pseud.","Booze-runner, | $c: by ""Dean Frith"".",1935,u,mixed,11.90641557359157
uc1.32106017967016,"Faulks, Sebastian",Human traces / | $c: Sebastian Faulks,2005,m,,11.905895799599962
njp.32101068169422,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,11.905706802127153
mdp.39015050988859,"Vereshchagin, Vasiliĭ Vasilʹevich,",Vassili Verestchagin,1887,m,high_male,11.901141187204951
mdp.39015051280033,,Signals -- 3 : | thirty London magazine stories / | $c: selected by Jane Rye and with introduction by Alan Ross.,2001,u,,11.901017536999413
mdp.39015008398441,"Amis, Kingsley.",Russian hide-and-seek : | a melodrama / | $c: Kingsley Amis.,1980,m,mixed,11.897444032440363
uiuo.ark:/13960/t7pn9gh3v,"Gifford, George,",King's baynard,1866,f,,11.897149145635977
uiuo.ark:/13960/t1wd4h329,"Smart, Hawley,",From post to finish,1884,m,mixed,11.896972220569864
mdp.39015069332156,"Treasure, Joe,",The male gaze : | a novel / | $c: Joe Treasure.,2007,m,high_female,11.895152725264454
mdp.39015014593308,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,mixed,11.887214112500594
nyp.33433076075864,"Logan, Olive,","Chateau Frissac, or, Home scenes in France",1862,f,high_female,11.886880126217054
mdp.39015004843739,"Yonge, Charlotte M.",Bye-words;,1889,f,,11.885377420159978
mdp.39015014609013,"Swift, Graham,",Out of this world / | $c: Graham Swift.,1988,m,mixed,11.884247430031493
dul1.ark:/13960/t7gq7nw7v,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,11.883137827422887
uc1.32106005582363,"Ward, Andrew,",The blood seed : | a novel of India / | $c: by Andrew Ward.,1985,m,high_male,11.870208839093575
mdp.39015063967304,"Calt, John,",Rothelan;,1824,m,,11.870140661166834
nc01.ark:/13960/t5hb0039z,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,11.868653567189767
