htid,author,title,year,authgender,female_category,park
uc2.ark:/13960/t5n873r31,"Pickthall, Marmaduke William,",Veiled women,1913,m,,1.1435498073118575
mdp.39015038915255,"Amis, Kingsley.",The Green Man.,1969,m,,1.1435105774728416
uc1.$b397760,"Huré, Anne,",In prison / | $c: Anne Huré ; translated from the French by Emma Craufurd.,1965,f,,1.1434713503253175
uc1.$b383933,"Lustgarten, Edgar,",Defender's triumph / | $c: Edgar Lustgarten.,1951,m,,1.1427787808835965
mdp.39015000599129,"Raven, Simon,",Sound the retreat. -,1971,m,high_male,1.1427396039264532
mdp.39015059376619,,The New British novelist;,1830,u,mixed,1.142622089170228
inu.30000110593971,,The whistleblower / | $c: Anonymous.,2008,u,mixed,1.1425176518977218
uc2.ark:/13960/t7vm47j3q,"Linton, E. Lynn",With a silken thread and other stories,1880,f,,1.1424523882967177
uc2.ark:/13960/t6057dn47,"Herbert, Alice.",Heaven and Charing Cross,1922,f,,1.1421783625730995
mdp.39015008154521,"Defoe, Daniel,","Roxana; or, The fortunate mistress",1855,m,high_female,1.1420566155532883
coo.31924087514372,,"The Vintage book of office life, or, Love among the filing cabinets / | $c: edited, with an introduction, by Jeremy Lewis.",1998,u,,1.1416502554442447
uc1.b4101698,"Thackeray, William Makepeace,",The adventures of Philip on his way through the world,1884,m,,1.1414743282423578
uc2.ark:/13960/t31266s6k,"Taylor, Meadows,",Ralph Darnell,1865,m,,1.1410965938266675
uc1.32106015457804,"Haverty, Anne",One day as a tiger / | $c: Anne Haverty,1997,f,mixed,1.1406020097407412
mdp.39015065780994,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,mixed,1.140114353469653
nyp.33433075761274,"Nisbet, Hume,","Hunting for gold, or, Adventures in Klondyke",1897,m,,1.1396790663749088
uiuo.ark:/13960/t3bz6sc8z,"Lever, Charles James,",Sir Brook Fossbrooke,1866,m,,1.1395751663779743
uc1.$b391310,"Freeman, Gillian.",Jack would be a gentleman / | $c: by Gillian Freeman.,1959,f,,1.138498320714977
mdp.39015000632110,"Lawrence, D. H. (David Herbert),","The trespasser, | $c: by D. H. Lawrence.",1924,m,,1.1381614140517409
mdp.39015060113563,"King, Danny,",The pornographer diaries / | $c: Danny King.,2004,m,mixed,1.1380577905746054
njp.32101064912015,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,1.1380448389666553
nyp.33433067345771,"Eliot, George,",Daniel Deronda,1876,f,,1.137682313590753
mdp.39015027233769,"Lartéguy, Jean,",Yellow fever / | $c: Jean Lartéguy ; translated from the French by Xan Fielding.,1965,f,high_male,1.1372294815370794
mdp.39015063975406,"Wyndham, Horace,",Limelight,1914,m,mixed,1.137074307806015
inu.39000003797672,"Burgess, Anthony,","Inside Mr. Enderby | $c: [by] Joseph Kell, pseud.",1963,m,,1.1363894633968954
uiuo.ark:/13960/t55d9372m,"Blessington, Marguerite,",Country quarters,1850,f,,1.1362732509913984
mdp.39015059418098,"Strong, L. A. G. (Leonard Alfred George),","The unpractised heart, | $c: by L. A. G. Strong.",1942,m,mixed,1.1361312458815243
uc2.ark:/13960/t1gh9pw4v,"Carter, Thomas Thellusson,",Shakespeare's stories of the English kings,1912,m,high_male,1.1361312458815243
mdp.39015038021930,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,1.1360150862803458
mdp.39015066247209,"Padura, Leonardo.",Havana red / | $c: Leonardo Padura ; translated from the Spanish by Peter Bush.,2005,m,,1.1360150862803458
uiuo.ark:/13960/t9w09q43p,"Norris, W. E.",No new thing,1883,f,mixed,1.1359763716914688
uc1.b4402186,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,1.1352928487903455
inu.30000124799192,"Montgomerie, Norah.",The folk tales of Scotland : | The well at the world's end and other tales / | $c: Norah and William Montgomerie.,2005,f,high_male,1.135125317835089
uc1.31158007652646,"Middleton, Jessie Adelaide.",The white ghost book,1916,f,,1.1348547953289376
uc1.$b244967,"Stern, G. B. (Gladys Bronwyn),",Pelican walking : | short stories / | $c: by G. B. Stern.,1934,f,,1.1347002689239638
mdp.39015034938129,"Barakāt, Hudá.",The stone of laughter / | $c: by Hoda Barakat ; translated by Sophie Bennett.,1994,u,high_male,1.1345457845951374
mdp.39015002164625,"Billington, Rachel.",Cock Robin; or A fight for male survival.,1973,f,high_female,1.1342884041696442
mdp.39015066680706,"Langfus, Anna.",The lost shore. | Translated from the French | $c: by Peter Wiles.,1963,f,high_male,1.1340440009072352
uc1.32106002092556,"Vaka, Demetra,",A child of the Orient,1914,f,,1.1338254135628196
uiuo.ark:/13960/t63491h9n,"Gillmor, C.","Jessie of Boulogne, or, The history of a few minutes",1877,m,,1.1335555102133352
mdp.39015064701389,"Murray, John,",A gentleman's relish / | $c: John Murray.,2006,m,,1.1332857353324495
njp.32101064382755,"Thomas, W. Moy",When the snow falls,1859,u,,1.13314447592068
uc1.b3327076,"Mayhew, Augustus,",Paved with gold;,1858,m,,1.1327294626709006
nyp.33433074935341,"Campbell, Walter Douglas.",Beyond the border,1898,m,high_male,1.1326952483434332
mdp.39015010529660,"Lewis, Wyndham,","The vulgar streak, | $c: by Wyndham Lewis.",1942,m,,1.1325156570289585
mdp.39015016434865,"Green, F. L. (Frederick Lawrence),",Clouds in the wind.,1950,m,,1.1308038507640465
mdp.39015070702983,"Docx, Edward.",Self help : | a novel / | $c: Edward Docx.,2007,m,,1.1293501154760492
wu.89004872149,"Craik, Dinah Maria Mulock,",Agatha's husband;,1904,f,high_female,1.128942124781973
mdp.39015010944059,"Barea, Arturo,",The clash. | $c: Translated from the Spanish by Ilsa Barea.,1946,u,high_male,1.1284198173088316
nyp.33433074928791,"Howard, Keble,",Miss Charity,1908,m,mixed,1.1274465590331018
mdp.39015060364406,"Gibson, Miles.",Einstein / | $c: by Miles Gibson.,2004,m,high_male,1.1273575865528787
uc1.b2801278,"Klein-Haparash, Jacob,",He who flees the lion. | $c: Translated from the German by Richard and Clara Winston.,1963,m,mixed,1.12695738410652
uc1.b3810606,"Collis, Maurice,",She was a queen.,1962,m,,1.1259486117053619
uc1.$b311886,"Saint-Laurent, Cécil,",Goribon's folly / | $c: Jacques Laurent ; translated from the French by Jean Stewart & Robin Chancellor.,1951,u,,1.1259359342453414
mdp.39015003507715,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,mixed,1.1258556502942236
umn.31951002009585y,"Maugham, W. Somerset (William Somerset),",The complete short stories of W. Somerset Maugham.,1952,m,mixed,1.1256317608257635
inu.39000002839988,"Lyle, Marius,",The education of a young man : | in twelve lessons / | $c: by Marius Lyle [i.e. U. M. L. Smyth].,1926,u,,1.1253784084898548
mdp.39015021854842,"Holbrook, David,",Jennifer / | $c: David Holbrook.,1991,m,,1.1252137906202178
mdp.39015004058239,"Murdoch, Iris.",The philosopher's pupil / | $c: Iris Murdoch.,1983,f,,1.1248425220469134
njp.32101067300663,"Bowen, Marjorie,",God's playthings,1912,f,,1.124530508512696
uc2.ark:/13960/t0vq2vj6z,"Dinga, Shway,",The repentance of destiny,1913,u,high_male,1.1244925727265571
mdp.39015003963546,"Broderick, John.",An apology for roses.,1973,m,high_female,1.1244419956596539
uc1.b4091420,"Johnson, Pamela Hansford,",A summer to decide.,1954,f,high_female,1.1244230304325094
mdp.39015031311254,"Stern, G. B. (Gladys Bronwyn),",Shining and free; | a day in the life of the matriarch.,1935,f,high_female,1.124353496739375
mdp.39015050981714,"Burgess, Anthony,",Beds in the East.,1959,m,,1.1239364751104268
uc1.b3324303,"Croly, George,","Marston, or, The soldier and statesman",1846,m,,1.1228637517123672
mdp.39015030019023,"Breton, Frederic.",The black mass,1897,m,mixed,1.1227250783100742
uiuo.ark:/13960/t1jh46z6n,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,1.122485632183908
uc1.b4266971,"Brown, Harold,",Most splendid of men : | life in a mining community 1917-25 / | $c: Harold Brown,1981,m,high_male,1.1221455422768334
mdp.39015003951053,"pseud. Motley, Mary,",Devils in waiting.,1959,f,high_male,1.1217930740495607
uiuo.ark:/13960/t7kp8952v,"Besant, Walter,",The master craftsman,1896,m,high_male,1.121440827174754
uiuo.ark:/13960/t65437139,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,1.121239642548802
mdp.39015070461713,,Old 'Miscellany  days,1885,m,,1.1212270709064
mdp.49015002262708,"Valenzuela, Luisa,",The Lizard's tail / | $c: Luisa Valenzuela ; translated from the Spanish by Gregory Rabassa.,1994,f,high_male,1.119507416736636
mdp.39015030026820,"Kielland, Alexander Lange,",Garman & Worse,1885,m,,1.1193194537721065
uc1.32106013465148,,The eagle and the crow : | modern Polish short stories / | $c: edited by Teresa Halikowska and George Hyde,1996,u,,1.1190689346463742
uc1.b3475721,"Harriott, Ted,",Keep on running / | $c: [by] Ted Harriott.,1980,m,high_male,1.118067978533095
mdp.39015031967949,,Shorter Elizabethan novels; | $c: introd. by George Saintsbury. Notes on the authors by Philip Henderson.,1953,u,,1.1180242275850119
mdp.39015066055636,"Naipaul, Shiva,",Fireflies.,1970,u,,1.117324677791496
mdp.39015005291011,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,,1.1171124876419432
uc1.b3477077,,The Irish fairy book / | $c: [edited] by Alfred Perceval Graves ; with illustrations by George Denham.,1938,u,high_male,1.1166821141025784
mdp.39015063516614,"Borrow, George Henry,",Lavengro;,1851,m,mixed,1.1163206072784104
mdp.39015012196773,"Becker, Stephen D.,",A covenant with death | $c: [by] Stephen Becker.,1965,m,mixed,1.116121255413188
uc1.b3595489,"Giovene, Andrea,",The dilemma of love. | $c: Translated by Bernard Wall.,1973,f,,1.1157352137190801
uc2.ark:/13960/t3qv3h130,"Swinton, Ernest Dunlop,",The green curve and other stories,1914,m,high_male,1.115374319621665
uc1.$b281550,"Parry, A. F.","H.M.A.S. Yarra, the story of a gallant ship, | $c: by A.F. Parry ...",1944,u,,1.1150633913537984
uc2.ark:/13960/t2h70b61q,"Golovina, V. N.",Memoirs of Countess Golovine,1910,u,mixed,1.1150136589173218
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,1.1148893472322872
uiuo.ark:/13960/t9k36fd32,"Taylor, Meadows,",A noble queen,1878,m,mixed,1.1143178703156862
uc1.31822038204798,"Macaulay, Rose,",The making of a bigot,1914,f,mixed,1.1140199409569431
uiuo.ark:/13960/t43r17p8h,"Gerard, E. D.",Reata,1880,f,mixed,1.1136353512405899
mdp.39015048903895,"Markandaya, Kamala,",The coffer dams.,1969,u,mixed,1.1134493547560989
uc1.b4973449,"Arden, Andrew,",The object man / | $c: Andrew Arden.,1986,m,high_female,1.113275814082939
uc1.b4937285,,Anticipations / | $c: edited by Christopher Priest.,1978,u,,1.1127926644707558
uiuo.ark:/13960/t4zg71605,"Gordon,",The fortunes of the Falconars,1844,f,,1.1127678988716534
uc1.32106007017350,"Hough, Richard Alexander,",Buller's victory / | $c: Richard Hough.,1984,m,high_male,1.1126812279550031
mdp.39015030948338,"Brown, Geoff,",My struggle / | $c: Geoff Brown.,1975,u,,1.1125945705384959
mdp.39015037470591,"Dé, Shobha,",Snapshots / | $c: Shobha Dé.,1995,u,high_female,1.1122357049906015
uc2.ark:/13960/t48p60j35,"Moncrieff, A. R. Hope",The Pampas,1876,u,high_male,1.1117658176481706
mdp.39015059774839,"Glyn, Elinor,",Man and maid,1922,f,high_female,1.1116669445834029
uc1.b3578384,"Ferrier, Susan,",The inheritance,1824,f,high_female,1.1113457285426924
uc1.32106008523448,"Wodehouse, P. G. (Pelham Grenville),",Lord Emsworth and others.,1956,m,,1.1106175033318526
mdp.39015030738382,"Ertz, Susan.",The philosopher's daughter / | $c: Susan Ertz.,1976,f,high_female,1.1106051687564553
uc2.ark:/13960/t2891453n,"Lancaster, Percival.",Chaloner of the Bengal Cavalry,1915,m,high_male,1.1101736311559127
mdp.39015030836798,,Anticipations / | $c: edited by Christopher Priest.,1978,u,,1.1099887891132298
mdp.39015073479423,"Henty, G. A.",Redskin and cow-boy,1892,m,high_male,1.1099764684988678
nyp.33433082225594,"Smollett, T.",The works of Tobias Smollett,1895,m,high_male,1.109779375860079
njp.32101046807218,"Sykes, S.,",Stories of the four nations,1813,f,mixed,1.1097424287822797
uc1.b3295239,"Thompson, Edward John,",Burmese silver.,1944,m,,1.1096439152675905
mdp.39015054182749,"Redfern, Elizabeth.",The music of the spheres / | $c: Elizabeth Redfern.,2001,f,high_male,1.109206972475029
mdp.39015037461632,"Irish, William.",After-dinner story / | $c: William Irish.,1940,m,,1.1090532012820655
inu.30000007194081,"Rabelais, François,","Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux.",1970,u,high_male,1.1089455868124192
nyp.33433071388346,"Mackintosh, W. R.",Around the Orkney peat-fires,1905,u,high_male,1.1087703736556158
uc1.$b104382,"Myers, Leopold Hamilton,","The root and the flower, | $c: by L. H. Myers.",1935,m,,1.1087089084760795
mdp.39015063547635,"Cossins, George.",Isban-Israel;,1896,m,high_male,1.1086720326393047
uc1.32106005037798,"Sharpe, Tom.",The wilt alternative / | $c: Tom Sharpe.,1979,m,mixed,1.1086474501108647
umn.319510020777820,"Oppenheim, E. Phillips (Edward Phillips),",Passers-by.,1924,m,mixed,1.1086351592554406
mdp.39015016732045,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,1.1085491308974813
mdp.39015065444914,"Meredith, George,",The amazing marriage,1895,m,mixed,1.108278842956888
inu.30000005072487,"Rice, James,","The Cambridge freshman, or, Memoirs of Mr. Golightly",1878,m,,1.1082174322602094
uc1.$b189631,"Masson, René,","The bottle organ, | a novel. Being L'orgue á bouteilles, | $c: translated by Constantine Fitz-Gibbon.",1952,u,high_female,1.1081683086027105
mdp.39076005077875,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,mixed,1.1079473060261253
inu.32000007175351,"Armstrong, Martin Donisthorpe,",Simplicity Jones : | and other stories / | $c: by Martin Armstrong.,1940,m,,1.1074442401825069
uc1.32106016638378,"Suter, Martin,",Small world / | $c: Martin Suter ; translated from the German by Sandra Harper,2001,m,,1.1074442401825069
mdp.39015064564647,"Woodrooffe, Anne Cox,",Shades of character,1844,f,high_female,1.1074258439969213
uc2.ark:/13960/t6834182f,"Philips, F. C.",Social vicissitudes,1886,m,,1.1074197120708749
mdp.39015031302337,"Shaw, Margaret.","Inherit the earth,",1939,f,mixed,1.1070948171356136
inu.39000005770560,"Mackintosh, William R.",Around the Orkney peat-fires,1914,m,high_male,1.10695388430118
uiuo.ark:/13960/t47p9h11h,L. E. L.,"Lady Anne Granard, or, Keeping up appearances",1842,f,high_female,1.1068803683697865
inu.32000001854480,"Mackenzie, Compton, Sir,",Rockets galore.,1957,m,,1.1068558652292297
uc1.b3321953,"Brooks, Shirley,",Aspen court;,1855,m,mixed,1.1067578635146202
mdp.39015021871309,"Thomas, Leslie,",The loves and journeys of revolving Jones / | $c: Leslie Thomas.,1991,m,mixed,1.106586402266289
uc2.ark:/13960/t0rr1v149,"Anstey, F.,",The pariah,1889,m,high_female,1.1065619121389842
mdp.39015061752419,"Stead, C. K. (Christian Karlson),",Mansfield : | a novel / | $c: C.K. Stead.,2004,m,high_female,1.1064272358128369
mdp.39015008441068,"Marsh, Ngaio,",Dead water.,1973,f,mixed,1.1058154836284018
inu.30000094670670,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,1.1053143514015387
mdp.39015062115574,"Wharton, William.",A midnight clear / | $c: William Wharton.,1982,m,high_male,1.1048869148242677
mdp.39015038426048,"Wickham, Madeleine,",The tennis party / | $c: Madeleine Wickham.,1995,f,,1.1047648508015069
mdp.39015063870193,"Gillies, R. P.",Tales of a voyager to the Arctic Ocean,1826,m,,1.1042402826855124
mdp.39015042984644,"Meredith, Christopher,",Sidereal time / | $c: Christopher Meredith.,1998,m,mixed,1.1040452216922805
wu.89006594758,"McKee, Alexander,",The Coal-Scuttle Brigade / | $c: by Alexander McKee.,1957,m,high_male,1.1038136762514488
wu.89002047405,"Leasor, James.","Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.",1978,m,high_male,1.1034604519774012
uc2.ark:/13960/t9n29t025,"Austin, F. Britten",Battlewrack,1917,u,,1.1034117491283046
njp.32101038161772,"Lewis, Alethea,",Rhoda,1816,f,high_female,1.1030831173128894
mdp.39015031234928,"Holme, Constance.",The splendid fairing ... | $c: by Constance Holme.,1933,f,high_female,1.1024507480128325
pst.000032248166,"Murdoch, Iris.",The black prince / | $c: Iris Murdoch.,1973,f,mixed,1.1019405172508787
mdp.39015062434843,"Sewell, Elizabeth Missing,",A glimpse of the world,1863,f,high_female,1.1017462678345178
uc2.ark:/13960/t8x924504,"Vernède, R. E.",The judgement of Illingborough,1908,u,,1.1016977161806343
uiuo.ark:/13960/t1kh1812m,"Yates, Edmund Hodgson,",Wrecked in port,1869,m,,1.1013943652664273
inu.30000112105303,"Derleth, August William,",The adventures of Solar Pons / | $c: August Derleth.,1975,m,high_male,1.1013094569443067
mdp.39015012363548,"Dumitriu, Petru.",The prodigals. | $c: Translated by Norman Denny.,1962,u,,1.1010184420589044
inu.30000047566116,"Kentish,",The maid of the village,1835,f,,1.0998196295807487
mdp.39015064112678,"Moers, Walter,","The 13 1/2 lives of Captain Bluebear : | being the demibiography of a seagoing bear, with numerous illustrations and excerpts from the 'Encyclopaedia of the marvels, life forms and other phenomena of Zamonia and its environs' by Professor Abdullah Nightingale / | $c: Walter Moers ; translated by John Brownjohn.",2001,m,,1.0995354462739493
mdp.39015066054308,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,1.099408518217199
mdp.39015003449090,"Bradbury, Ray,",Long after midnight / | $c: Ray Bradbury.,1976,m,,1.099323915791788
uc1.$b86166,"Brinig, Myron,",Singermann / | $c: Myron Brinig.,1930,m,mixed,1.0991849543563448
mdp.39015015391173,"Humphreys, Emyr.",An absolute hero / | $c: Emyr Humphreys.,1986,m,,1.0984062125855383
njp.32101067628766,"Baring-Gould, S.",Jacquetta and other stories,1890,m,,1.0983458910880215
mdp.39015061210376,"Shafqat, Khan.",Chain of being / | $c: by Khan Shafqat.,2005,u,high_male,1.0969482898576162
mdp.39015062326486,"Baillie, Jamieson.",Walter Crighton;,1901,u,high_male,1.096840003948624
uc1.b3325304,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,1.0954462300217993
mdp.39015048899994,"Mavor, Elizabeth,",The white solitaire / | $c: Elizabeth Mavor.,1988,f,,1.094558947472116
mdp.39015033651012,"Dumitriu, Petru.",Family jewels.,1961,u,high_female,1.0945469670103545
uc1.b3346504,"Coppard, A. E. (Alfred Edgar),","Dark-eyed lady, | fourteen tales.",1947,m,,1.0938764794679385
inu.30000001753379,"Fried, Albert.",The case continued.,1959,m,mixed,1.0932665711880527
uc1.$b579376,"Bernard, Jane.",Black mistress.,1957,f,,1.0924305487278647
uc2.ark:/13960/t89g5jb8g,"Grant, James,",The romance of war,1846,m,high_male,1.0923231528815485
mdp.39015063947918,"Money-Coutts, Hugh Burdett,",The secret of Sarm,1913,m,,1.0922873589583948
uiuo.ark:/13960/t3nv9qx3s,"Barry, William Francis,",The new Antigone,1887,m,,1.0922515673809992
mdp.39015022242401,"Coyle, William.",Chief of staff : | a novel / | $c: William Coyle.,1991,m,high_male,1.0915004857177162
mdp.39015065242243,"Tolstoy, Leo,",Anna Karénina,1896,m,,1.091417095957391
mdp.39015058008189,"Mo, Timothy.",The monkey king / | $c: Timothy Mo.,1978,m,high_male,1.0910241443643147
mdp.39015034434293,"Ackroyd, Peter,",Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.,1994,m,mixed,1.0906433705242722
uc1.$b568070,"Simpson, Alyse.",Red dust of Africa.,1952,f,,1.090346075844473
mdp.39015059376254,,The New British novelist;,1830,u,high_male,1.0901558922925978
njp.32101075689008,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,1.0901321240134305
uc1.32106016517119,"Pérez-Reverte, Arturo",The fencing master / | $c: Arturo Pérez-Reverte ; translated from the Spanish by Margaret Jull Costa,1999,m,high_male,1.089336485146897
mdp.39015009046296,"Thackeray, William Makepeace,",Works,1883,m,mixed,1.0890814142811245
uc2.ark:/13960/t5w66c784,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,1.0882340138423368
uc2.ark:/13960/t5t72b168,"Grimshaw, Beatrice Ethel",Kris-Girl,1917,f,high_female,1.0878788538108397
njp.32101068186079,"Kennedy, Patrick,",Legendary fictions of the Irish Celts,1891,m,,1.0876008069997989
mdp.39015005392397,"Blofeld, John,",People of the sun; | encounters in Siam.,1960,m,high_male,1.0874884454352673
uc1.b4422523,"Masters, John,",Man of war / | $c: John Masters.,1983,m,,1.0874766192526861
uiuo.ark:/13960/t0qr5fn2n,"Shee, Martin Archer,",Oldcourt,1829,m,,1.0870392312458557
mdp.39015002974130,"Jennings, Al,",Through the shadows with O. Henry / | $c: by Al. Jennings.,1922,m,high_male,1.0867911404786228
uc1.$b120401,"Gordon, Richard,",The facemaker | $c: [by] Richard Gordon.,1967,m,,1.086484137331595
mdp.39015030046224,"Wassermann, Jakob,","Faber; | or, The lost years, | $c: by Jacob Wassermann; authorized translation by Harry Hansen.",1930,m,mixed,1.0863661053775122
mdp.39015011326769,,Voices / | $c: edited by Robert Rubens.,1963,u,mixed,1.0861537124733893
uc1.$b395354,"Wood, Christopher (Christopher Hovelle)","""Terrible hard"", says Alice: | a novel.",1970,m,,1.0861419153026535
mdp.39015030760956,"Middleton, Stanley,",Still waters / | $c: [by] Stanley Middleton.,1976,m,,1.0859885754001868
nyp.33433075727374,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,1.085823488533704
mdp.39015003465526,"Munro, Alice.","Dance of the happy shades, and other stories.",1974,f,high_female,1.0856584518510477
uc1.32106008270388,"Camara, Laye.",The guardian of the word : | Kouma Lafôlô Kouma / | $c: Camara Laye ; translated from the French by James Kirkup.,1980,u,high_male,1.0849281777546327
uc1.$b244403,"Wilson, Ethel,",The equations of love: | Tuesday and Wednesday. Lily's story.,1952,f,high_female,1.0848340203948796
mdp.39015005572162,"Boland, John,",No refuge : | science-fiction / | $c: by John Boland.,1963,m,high_male,1.0843164469118667
uc1.$b396517,"Hill, Susan,",I'm the king of the castle,1973,f,,1.0826729028625872
mdp.39015039791739,"Anthon, Rose Reinhardt.","Stories of India, moral, mystical, spiritual and romantic",1913,f,,1.0821925220496726
uc1.32106015514455,"Sillitoe, Alan",The German numbers woman / | $c: Alan Sillitoe,1999,m,,1.0816482155508564
hvd.hwjrd2,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,,1.0808006571267996
uc1.$b300999,"Graeme, Bruce,","The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]",1945,m,high_male,1.080683856744548
uc1.b3327454,"Whyte-Melville, G. J.",The Queen's Maries,1862,m,,1.0791095188250655
mdp.39015029497784,"Millar, George Reid.","Maquis, | $c: by George Millar.",1945,m,high_male,1.0790163686783127
njp.32101067707297,"Blackmore, R. D.",Cradock Nowell,1866,m,,1.0785508590657593
mdp.39015002713694,"Rabelais, François,",Gargantua and Pantagruel ... | $c: [by] François Rabelais.,1954,u,high_male,1.0781845528499112
uva.x000206056,"Forbes, Rosita Torr.",Quest,1922,u,high_female,1.0779346771585643
uiuo.ark:/13960/t5z611s9c,"Liardet, Frederick.",Tales by a barrister,1844,m,high_male,1.07778364571096
nyp.33433081879516,"Ramaswami Raju, P. V.",The tales of the sixty mandarins,1886,u,high_male,1.0774701002047193
uiuo.ark:/13960/t41r7g927,,Will is the cause of woe,1878,f,,1.0773772328643152
mdp.39015005236727,"Rabelais, François,",Gargantua and Pantagruel | $c: [by] François Rabelais.,1954,u,high_male,1.0773191989054436
mdp.39015040368766,"Wallace, Christopher.",The Pied Piper's poison / | $c: Christopher Wallace.,1998,m,high_male,1.075905105169724
uc1.b3885939,"Johnson, Pamela Hansford,",An error of judgement.,1962,f,high_female,1.0758356553452895
uiuo.ark:/13960/t7kp8kh34,"Kavanagh, Julia,",Dora,1868,f,high_female,1.0757199255601813
uc1.32106014066408,"Pennac, Daniel",The fairy gunmother / | $c: Daniel Pennac ; translated from the French by Ian Monk,1998,m,mixed,1.0750607409318627
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,1.0745062643715213
nyp.33433074868302,"Hocking, Joseph,","And shall Trelawney die? ; and, The mist on the moors",1897,m,,1.0743215659311145
uc2.ark:/13960/t4rj4bp4s,"McFadden, G. V.",The trusty servant,1920,u,high_male,1.0742811716110459
mdp.39015015186334,"Green, Henry,","Loving, | a novel.",1945,m,high_female,1.0731340881043085
mdp.39015059975857,"Elphinstone, Margaret.",Voyageurs / | $c: Margaret Elphinstone.,2003,f,,1.0727484351282202
inu.30000001395387,"Lessing, Doris May,","Shikasta : | re, colonised planet 5 : personal, psychological, historical documents relating to visit by Johor (George Sherban) emissary (grade 9) 87th of the period of the last days / | $c: by Doris Lessing.",1979,f,,1.0726103581982291
mdp.39015028895970,"Lively, Penelope,",Cleopatra's sister / | $c: Penelope Lively.,1993,f,,1.072478067823513
mdp.39015039731610,"Mottram, R. H. (Ralph Hale),","The boroughmonger, | $c: by R.H. Mottram.",1929,m,,1.0722250814891061
uc1.$b322783,"Booth, Pat,",Footsteps in the sea | $c: [by] Pat Booth.,1964,u,high_male,1.072110127152261
uc2.ark:/13960/t7np1zk41,"Tremlett, Horace,",Curing Christopher,1914,f,,1.0720296737813704
mdp.39015022222759,"Amadi, Elechi,",Estrangement / | $c: Elechi Amadi.,1986,u,,1.0718458256964318
uc1.$b56595,"Galbraith, Winifred.",Men against the sky / | $c: by Winifred Galbraith.,1940,f,,1.070858721608858
uc1.b3834614,"Cusack, Dymphna.","The sun in exile, | a novel.",1955,u,high_female,1.069965012144103
inu.30000037512682,"Thomas, Donald, 1926-",The raising of Lizzie Meek / | $c: Donald Thomas.,1993,m,mixed,1.069084222455045
mdp.39015048881406,"MacBeth, George.",The lion of Pescara / | $c: George MacBeth.,1984,m,,1.0689813676547617
mdp.39015012304955,"Balchin, Nigel,",Kings of infinite space.,1967,m,,1.0687528722733441
mdp.39015030134665,"Marchwitza, Hans.",Storm over the Ruhr / | $c: by Hans Marchwitza.,1932,m,high_male,1.0683760683760684
uc2.ark:/13960/t1zc7tt78,"Capes, Bernard Edward Joseph,",The fabulists,1915,m,,1.0679881239720614
mdp.39015063338175,"Schonstein, Patricia.",A quilt of dreams / | $c: Patricia Schonstein.,2006,f,high_male,1.0677714541979435
mdp.39015080871018,"Buonaventura, Wendy,",Midnight rose / | $c: Wendy Buonaventura.,2009,f,high_female,1.067703050427615
njp.32101075686376,"Bulgarin, Faddeĭ,",Ivan Vejeeghen;,1831,m,high_male,1.0671219720414042
nyp.33433082225628,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,1.0669398032563002
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,,1.0663822980538522
uiuo.ark:/13960/t0bv7vw62,"Greg, Percy,",Errant,1880,m,high_female,1.0660639851603892
mdp.39015037263749,"Saramago, José",Manual of painting and calligraphy : | a novel / | $c: Josʹe Saramago ; translated from the Portuguese by Giovanni Pontiero.,1995,u,high_female,1.065859455772162
inu.30000068226715,"Stead, C. K. (Christian Karlson),",Talking about O'Dwyer / | $c: C.K. Stead.,1999,m,,1.0649287030233325
