htid,author,title,year,authgender,female_category,streets
mdp.39015013008415,"Ellis, Alice Thomas.",The clothes in the wardrobe / | $c: Alice Thomas Ellis.,1987,f,high_female,23.721978412999643
mdp.39015065590278,"Fane, Violet,",The story of Helen Davenant,1889,f,,23.71822745780132
uc1.$b244970,"Stern, G. B. (Gladys Bronwyn),",The shortest night / | $c: by G.B. Stern.,1931,f,,23.717477409102766
mdp.39015051144924,"Byrne, Donn,","The golden goat, | $c: by Donn Byrne.",1930,m,high_female,23.715789972964
dul1.ark:/13960/t3708t61x,"Levy, Amy,",Reuben Sachs;,1888,f,,23.711130682203102
mdp.39015055116274,"Byatt, A. S. (Antonia Susan),",Still life / | $c: A.S. Byatt.,1985,f,,23.708855257438653
uiuo.ark:/13960/t6d22jj5t,"Roberts,",Delmore,1806,f,mixed,23.70581088689365
uiuo.ark:/13960/t0jt0958v,"Sherer, Moyle,",The story of a life,1825,m,mixed,23.704827488117957
uc1.32106015858761,"Beauvoir, Simone de,",A very easy death; | $c: translated [from the French] by Patrick O'Brian,1966,u,high_female,23.704406056475747
uiuo.ark:/13960/t79s28b7c,"Tytler, Sarah,",Saint Mung's city,1884,f,mixed,23.701550081375323
nyp.33433074913272,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,23.698724577731817
uc1.l0072662026,"Sutherland, E. L.",Jael,1907,u,high_female,23.697569128303627
njp.32101063882672,"Norris, W. E.",Adrian Vidal,1885,f,high_female,23.695880301953217
uiuo.ark:/13960/t6h13d823,"Godwin, William,",Things as they are;,1816,m,mixed,23.69434297561457
uc1.b3325125,"Stockton, Frank Richard,",The shadrach,1893,m,mixed,23.689821273459504
njp.32101065836601,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,23.682964054523445
mdp.39015002672551,"Lewis, C. S. (Clive Staples),",The voyage of the Dawn Treader / | $c: by C.S. Lewis ; with illustrations by Pauline Baynes.,1952,m,,23.670506548840144
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,23.668790460837748
uc2.ark:/13960/t0vq2vj8x,"Herbert, A. P.",The secret battle,1919,u,mixed,23.668327832638624
uc1.$b593135,"Čapek, Karel,","Meteor, | $c: by Karel C̆apek; translated by M. and R. Weatherall.",1935,u,high_male,23.66789213752623
uiuo.ark:/13960/t3tt55q16,"Monro, Theodore Russell.","Love lost, but honour won;",1878,m,,23.666484616785
mdp.39015000354582,"Sparrow, Gerald,",The golden orchid.,1963,m,high_female,23.664438265396676
umn.31951002065818l,"Goolden, Barbara,",Ichabod.,1945,f,,23.659143744728127
nyp.33433074930110,"Brontë, Charlotte,",Shirley,1849,f,,23.65744026496333
hvd.hweedm,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,23.64811603342267
mdp.39015051348715,"Bermant, Chaim,",Dancing bear / | $c: Chaim Bermant.,1984,u,,23.64770179372197
uiuo.ark:/13960/t79s28s8p,"Manning, Anne,",The lady of limited income,1872,f,high_female,23.647450298126785
uiuo.ark:/13960/t2891gh6q,"Butt, Beatrice May.",Ingelheim,1892,f,high_female,23.642363002785686
mdp.39015080868162,"James, Erica,",It's the little things / | $c: Erica James.,2009,f,high_female,23.642238374383936
mdp.39015031385977,"Marriott, Charles,",Davenport,1915,m,mixed,23.641659982268756
mdp.39015014135639,"Mopeli-Paulus, Attwell Sidwell,","Turn to the dark, | $c: by A. S. Mopeli-Paulus & Miriam Basner.",1956,u,,23.63879914900323
uiuo.ark:/13960/t1hh73j8t,"Tytler, Sarah,",Buried diamonds,1886,f,high_female,23.634143459250797
uc2.ark:/13960/t5fb5910q,"Dawson, Alec John,",Mere sentiment,1897,m,mixed,23.633522839173878
nyp.33433067304075,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,23.629954906169388
uiuo.ark:/13960/t9086nd5z,"Gibbon, Charles,",The braes of Yarrow,1881,m,,23.62062497394784
uiuo.ark:/13960/t4bp0s04b,"Collins, Wilkie,",After dark,1856,m,,23.620001417200086
uiuo.ark:/13960/t8cg07c40,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,23.618947644666054
uc2.ark:/13960/t6qz27s0k,"Hofland,",The good grandmother and her offspring;,1854,f,high_female,23.618885660974517
uc2.ark:/13960/t88g8hp4f,"Bullivant, Cecil Henry.",A strong man's way,1919,u,,23.616933341205645
nnc1.1002361655,"Russell, William Clark,",Memoirs of Mrs. Lætitia Boothby,1872,m,,23.61539226409466
uiuo.ark:/13960/t86h55c3c,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,23.61474234629333
uc1.b3324267,"Lockhart, Laurence W. M.",Doubles and quits,1869,m,high_female,23.614466585529783
uiuo.ark:/13960/t9377rb8q,"Gore,",Preferment;,1840,f,mixed,23.613608704339455
uiuo.ark:/13960/t09w0qm47,"Burke, Ulick Ralph,",Beating the air,1879,m,mixed,23.608189895694725
yale.39002088372082,"Haviland, Maud D.",A summer on the Yenesei (1914),1915,f,,23.60222385398091
yale.39002088372082,"Haviland, Maud D.",A summer on the Yenesei (1914),1915,f,,23.60222385398091
uiuo.ark:/13960/t68342r9h,"Barrett, Frank,","The sin of Olga Zassoulich, a novel",1891,m,high_female,23.599073200034326
mdp.39015059420938,"Lang, Andrew,",Prince Ricardo of Pantouflia;,1893,m,mixed,23.595240502915697
uc1.b4376770,,They burn the thistles | $c: [by] Yashar Kemal. Translated from the Turkish by Margaret E. Platon.,1973,u,high_male,23.594551231635574
inu.30000001664782,"Gore,",Castles in the air,1847,f,mixed,23.59444519347445
mdp.39015048881729,"MacBeth, George.",Dizzy's woman / | $c: George Macbeth.,1986,m,,23.593252329833668
uc1.$b318494,"pseud. [i.e. Roger Crétin.]. Vercel, Roger,",Jealous waters.,1934,m,high_male,23.58724798887675
uiuo.ark:/13960/t76t11v96,"Fothergill, Caroline.",Put to the proof,1883,f,high_female,23.58428762348995
nyp.33433074877220,"Kingsley, Henry,",Oakshott castle and The grange garden,1895,m,mixed,23.58371376109698
hvd.hxkelx,"Brunton, Mary,",Self-control,1811,f,high_female,23.581634068525453
mdp.39015079245232,"Nhá̂t Hạnh, Thích.","The essential Thich Nhat Hanh : | Thich Nhat Hanh / | $c: Robert Ellsberg, editor.",2008,u,high_male,23.573045008800605
mdp.39015063558335,"Oliphant,",The railway man and his children,1891,f,,23.571563266075806
uc1.b3327522,"O'Donoghue, F. Talbot.",Donnington Hall,1865,m,mixed,23.569341001225606
uc1.b3123871,"James, G. P. R.",The ancient régime,1841,m,,23.567535719546324
mdp.39015022401213,"Wace,","Wace and Layamon, Arthurian chronicles. | $c: Translated by Eugene Mason. Introd. by Gwyn Jones.",1962,u,high_male,23.566687178412913
uc2.ark:/13960/t8nc5wf3m,"Maeterlinck, Maurice,",Three plays. with introd. by H. Granville Barker,1911,m,high_female,23.560826199638733
uc2.ark:/13960/t6639m589,"London, Jack,",The red one,1919,m,,23.55510824642926
inu.30000078189549,"Van der Vyver, Marita.",Breathing space / | $c: Marita van der Vyver ; translated from the Afrikaans by Isobel Dixon.,2000,f,,23.549460289187373
uiuo.ark:/13960/t2988vt7d,"Smart, Hawley,",Tie and trick,1885,m,high_male,23.54603249352484
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,23.545416492256173
uiuo.ark:/13960/t51g1cb2p,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,23.540197985454636
njp.32101066121938,"Gordon, Frederick.",A Sunday salmon and another,1895,m,,23.536227685845674
uc2.ark:/13960/t42r3qr8n,"Duchess,",The Duchess,1887,f,high_female,23.53592690017998
dul1.ark:/13960/t2h713c5c,"Griffith, George Chetwynd.",Olga Romanoff,1897,m,,23.533525187595814
uiuo.ark:/13960/t88g8wg3t,"Beale, Anne.","Nothing venture, nothing have",1864,f,,23.529086102614496
njp.32101068166048,"Chatterton, Georgiana,","Aunt Dorothy's tale, or, Geraldine Morton",1837,f,high_female,23.52867361023968
uc1.b3322745,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,23.527681788103816
uc1.b3293666,,"The East India sketch-book: comprising an account of the present state of society in Calcutta, Bombay, & c",1832,u,high_female,23.52664392424421
umn.31951000442949l,"Stevens, Frank,",Adventures in hiveland,1903,m,high_female,23.52387673488591
mdp.39015011937029,"Zangwill, Israel,",The old maids' club,1893,m,mixed,23.51621714513124
uc1.b3578739,"Cholmondeley, Mary,",A devotee,1897,f,mixed,23.5148878633785
inu.30000000898381,"Sagan, Françoise,",Engagements of the heart / | $c: Françoise Sagan ; translated by Christine Donougher.,1988,u,mixed,23.503488799118617
uiuo.ark:/13960/t2b85xg8d,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,,23.492928628482826
uc1.b3548206,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,mixed,23.489341711198545
nyp.33433074892997,"Ramsay-Laye, Elizabeth.","Social life in Sydney; or, Colonial experience",1866,f,mixed,23.48914465957518
mdp.39015027233876,"Mofolo, Thomas,",Chaka / | $c: Thomas Mofolo ; new English translation by Daniel P. Kunene.,1981,m,high_male,23.487410747839156
inu.30000094689787,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,23.486532213518675
uiuo.ark:/13960/t4fn1t76t,"Speight, T. W.",A secret of the sea,1876,m,mixed,23.48559829561658
uc1.$b703650,"Marceau, Félicien,",By invitation only; | a novel. | $c: Translated from the French by Anthony Rhodes.,1955,u,,23.484101263444646
uiuo.ark:/13960/t4hm5sg6b,"Mills, John,",Our county,1850,m,,23.47528052960233
nyp.33433074970793,"Church, Alfred John,",Three Greek children;,1889,m,high_male,23.474679357220598
mdp.39076006608140,"Huxley, Aldous,",Collected works.,1970,m,mixed,23.47462823854055
nyp.33433082225628,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,23.472675671638605
nyp.33433082345095,"Kuppord, Skelton,",The uncharted island,1899,m,high_male,23.468393940460686
uiuo.ark:/13960/t6d22890z,"Anderson,","The three paths, or, Truth, vanity, and profession",1852,f,high_female,23.46769740474876
inu.39000003367807,"Heyer, Georgette,",April lady.,1957,f,,23.466906967794017
mdp.39015065781018,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,mixed,23.465139226492745
uc2.ark:/13960/t1wd3q91m,"Masters, Edgar Lee,",Domesday book,1921,m,mixed,23.462933453254994
njp.32101066458165,"Corelli, Marie,",Ardath,1889,f,high_male,23.46132791115977
njp.32101065836593,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,23.46022709499828
nyp.33433074878459,"Lee, Mary,","The oak staircase; or, The stories of Lord and Lady Desmond",1872,f,high_female,23.458409306590745
mdp.39015033437545,"Sutherland, Elizabeth.",Hannah hereafter / | $c: Elizabeth Sutherland.,1976,f,high_female,23.458002844282845
nyp.33433075811822,"Velde, M. S. van de,",French fiction of to-day,1891,u,,23.450657684354148
uiuo.ark:/13960/t36119k7x,"Carne, John,",Stratton hill,1829,m,,23.448858040613423
uc1.b3326039,"Smart, Hawley,",Breezie Langton;,1869,m,mixed,23.434570678665168
mdp.39015032502802,"Persaud, Lakshmi.",Sastra / | $c: Lakshmi Persaud.,1993,u,mixed,23.433472371936073
njp.32101062932932,"Wedgwood, Julia,",Framleigh Hall,1858,f,,23.43109306049127
uc1.b3548775,"Thackeray, William Makepeace,",Works,1883,m,mixed,23.42404409231829
inu.30000112141985,"Simms, William Gilmore,",The kinsmen: or The Black Riders of Congaree,1841,m,high_male,23.423522200016944
nyp.33433076081540,"MacDonald, Ronald,",A human trinity,1907,m,mixed,23.414503612523415
uc1.$b300898,"Holme, Constance.",He-who-came? | $c: By Constance Holme.,1930,f,high_female,23.410979749502516
uc1.32106013881914,"Bergman, Margareta,","Mirror, mirror-- / | $c: by Margareta Bergman ; translated by Veronica Ralston",1998,f,high_female,23.405043786936083
uiuo.ark:/13960/t71v60g1p,"Conway, Hugh,",Bound together,1884,m,,23.403935204533678
inu.30000004081273,"Parker, Gilbert,",The translation of a savage / | $c: by Gilbert Parker.,1926,m,high_female,23.402370325794426
njp.32101064911983,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,23.401638114668028
mdp.39015008365226,"Josipovici, Gabriel,",The echo chamber / | $c: Gabriel Josipovici.,1980,m,,23.401267923243843
uc2.ark:/13960/t1cj8849g,"Cromie, Robert,",The crack of doom,1895,m,high_female,23.400936037441497
inu.32000009540487,"Jarman, Rosemary Hawley.",The King's grey mare.,1973,f,mixed,23.394192137517166
hvd.32044014611149,"Loudon,",The mummy!,1828,f,mixed,23.389624362632738
mdp.49015002539972,"Kneale, Matthew,",English passengers / | $c: Matthew Kneale.,2000,m,high_male,23.3862307600525
uiuo.ark:/13960/t3rv0w958,,"The count, or, Sublinary life",1848,u,,23.38183918796248
uc1.b3332915,"Burnand, F. C.","My time, and what I've done with it",1874,u,mixed,23.3694814461234
uc1.32106012193329,"Wilson, A. N.,",Hearing voices / | $c: A.N. Wilson,1995,m,,23.368996454008798
uc1.32106007017350,"Hough, Richard Alexander,",Buller's victory / | $c: Richard Hough.,1984,m,high_male,23.366305787055065
uc1.$b557739,"Bourdens, Henri.","Cruise to a cruel shore; | $c: author's version in English, edited by Leslie Smith.",1969,u,high_male,23.365060626183624
uiuo.ark:/13960/t6ww7wn88,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,23.355869698832205
mdp.39015059375850,,The New British novelist;,1830,u,,23.355277562876786
uc2.ark:/13960/t51g0m39f,"Perrin, Alice,",The vow of silence,1920,f,,23.354936649734338
uc2.ark:/13960/t40r9p728,"Ayscough, John,",Pages from the past,1922,m,mixed,23.347757058805218
mdp.39015030701190,"Kersh, Gerald,",The Brighton monster and others.,1953,m,high_male,23.339401577743548
uiuo.ark:/13960/t15m6vd95,"Oliphant,",Agnes,1866,f,high_female,23.33349707717247
mdp.39015061328400,"Scott, Lawrence.",Night calypso / | $c: Lawrence Scott.,2004,m,,23.329653696896585
mdp.39015059376015,,The New British novelist;,1830,u,,23.328576133494348
njp.32101064791104,"Stepney, Catherine Pollock Manners,",The new road to ruin,1833,f,,23.325609964700575
mdp.39015080874087,"O'Connell, Sanjida,",The naked name of love / | $c: Sanjida O'Connell.,2009,u,high_male,23.325079843542543
uiuo.ark:/13960/t2j682d0m,"Reade, Charles,",White lies,1857,m,high_female,23.324159164062134
uc1.32106008523448,"Wodehouse, P. G. (Pelham Grenville),",Lord Emsworth and others.,1956,m,,23.322967569968903
mdp.39015050937476,"Sladen, Douglas Brooke Wheelton,",His German wife;,1915,m,high_female,23.32215066109327
njp.32101067627404,"Allen, Grant,",The Duchess of Powysland,1892,m,mixed,23.318629641864714
mdp.39015029843110,"Chapman, Robin,","Christoferus, or, Tom Kyd's revenge / | $c: Robin Chapman.",1993,u,,23.31560120504844
uiuo.ark:/13960/t3gx4wz60,"Lytton, Rosina Bulwer Lytton,","The school for husbands; or, Moliere's life and times",1852,f,,23.313785620774375
njp.32101066121375,"Calderon, George,",The adventures of Downy V. Green,1902,m,,23.31002331002331
mdp.39015002750852,"Rubens, Bernice.",Birds of passage / | $c: by Bernice Rubens.,1981,f,high_female,23.307188747694614
uc1.$b253951,,Twentieth century short stories / | $c: edited for the London Association for the Teaching of English by Douglas R. Barnes and R.F. Egford.,1958,u,high_female,23.301332836238235
uiuo.ark:/13960/t2b85xv1z,"Huish, Robert,",Fitzallan,1832,m,,23.30115185360663
uc1.b2796601,"Kenneth, Claire.",The love riddle / | $c: by Claire Kenneth ; [translated by Eva Johnson from the Hungarian].,1963,f,high_female,23.300119241786707
uiuo.ark:/13960/t8tb1p00j,"Middlemass, Jean.",Baiting the trap,1875,f,high_female,23.294638350739604
uc1.b3290867,"(Goodwin, William)",Cloudesley,1830,m,high_male,23.29274748544203
inu.30000045101692,"Herbert, Kathleen.",Spellcraft : | Old English heroic legends / | $c: Kathleen Herbert.,1993,f,high_male,23.292287147315953
uiuo.ark:/13960/t0ks6zr8k,"Burrard, W. Dutton",A great platonic friendship,1887,u,high_female,23.291699420618976
uiuo.ark:/13960/t4qj82s7g,"Shelley, Mary Wollstonecraft,",Lodore,1835,f,high_female,23.282499875272322
mdp.39015050732737,"Berger, Thomas,",Little big man.,1965,m,mixed,23.282453411810724
inu.30000036909830,"Rosenthal, Hope.",Happy for the child / | $c: Hope Rosenthal.,1990,f,high_female,23.28223658477528
uiuo.ark:/13960/t2697dh52,"Bennett,",Vicissitudes abroad;,1806,f,,23.281441586863057
uc1.$b33720,"Széchenyi, Zsigmond, gróf,","Land of elephants; | big-game hunting in Kenya, Tanganyika and Uganda, | $c: by Count Zsigmond Széchenyi.",1935,u,high_male,23.280176929344663
uiuo.ark:/13960/t20c5m89d,"Robinson, Emma,","The armourer's daughter, or, The border riders",1850,f,mixed,23.278628556226202
mdp.39015077131665,"Fellowes, Julian.",Past imperfect / | $c: Julian Fellowes.,2008,m,high_female,23.27770299675124
uc2.ark:/13960/t2c82602q,"Sandes, John,",Designing fate,1912,m,,23.277080389059773
mdp.39015059415748,"James, G. P. R.",Charles Tyrrell;,1839,m,,23.275004760796428
uiuo.ark:/13960/t7wm20x0v,"Collins, Wilkie,",The moonstone,1868,m,mixed,23.2726203745667
nyp.33433076078975,"Scott, Walter,",The handy volume  Waverly,1877,m,high_male,23.27034011439209
mdp.39015002216672,"Musil, Robert,",Young Törless; | $c: translated from the German by Eithne Wilkins and Ernst Kaiser.,1955,m,high_male,23.266954081981797
mdp.39015030746641,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,23.265432737048908
uc1.$b556319,"Hendry, Frank Coutts.","Around the Horn and home again, | and other tales, | $c: by Shalimar (F.C. Hendry) ...",1929,m,high_male,23.260965883916704
njp.32101068169125,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,23.259420065126378
mdp.39015042022882,"(Terence Hanbury), White, T. H.",Mistress Masham's repose.,1947,m,high_female,23.2591195131091
mdp.39015077638164,"Marston, Edward.",Murder on the Brighton Express / | $c: Edward Marston.,2008,m,,23.25369784347228
mdp.39015063927282,"Sedgwick, Anne Douglas,",The dull Miss Archinard,1898,f,high_female,23.25134706173738
uiuo.ark:/13960/t5bc47r29,"Besant, Walter,",The monks of Thelema,1878,m,,23.249248551073617
uc2.ark:/13960/t3tt4mw5c,"Belcher, Edward,",Horatio Howard Brenton,1856,m,mixed,23.249159453465914
hvd.hwj9xw,"Bunyan, John,","The pilgrim's progress, in two parts",1829,m,,23.245002324500234
inu.30000111192971,"Bennett, Alan,",Four stories / | $c: by Alan Bennett.,2006,m,mixed,23.24473216257366
njp.32101018115053,"Hood, Tom,",Captain Master's children,1865,m,mixed,23.241143464258442
mdp.39015030700093,"Lamb, Charles,",The essays of Elia and Eliana,1890,m,,23.24058228222518
coo.31924013628957,"Huxley, Aldous,","Limbo, | $c: by Aldous Huxley.",1923,m,,23.238057298409853
mdp.39015059427495,"Williamson, A. M.",What I found out in the house of a German prince,1915,f,,23.23378549854342
njp.32101067640720,"Moore, Alicia Radford.",The sisters,1821,f,high_female,23.23150191659891
wu.89035702588,"Rugarli, Giampaolo,",The Crux / | $c: Giampaolo Rugarli ; translated from the Italian by N. S. Thompson.,1990,u,,23.230692390786707
mdp.39015002754979,"Sayers, Dorothy L. (Dorothy Leigh),",Clouds of witness ...,1936,f,,23.22901954954285
nyp.33433000662902,"Kingston, William Henry Giles,",My first voyage to southern seas,1860,m,high_male,23.22837774232394
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,23.227973627316096
mdp.39015000550791,"Houghton, Claude,","Passport to paradise, | $c: by Claude Houghton [pseud.] ...",1944,m,,23.2240315132243
uiuo.ark:/13960/t4rj4tc32,"Ellis, Sarah Stickney,",Friends at their own fireside,1858,f,,23.221706184307017
mdp.39015058385488,"Frere, Mary,",Old Deccan days;,1898,f,high_male,23.218017181332716
uc1.$b792347,"Rubens, Bernice.",The elected member.,1969,f,,23.21213783789487
uiuo.ark:/13960/t5x63rd5n,,Amat,1881,u,,23.21179873584973
uc2.ark:/13960/t9s18647f,"Thackeray, William Makepeace,",The Newcomes,1869,m,mixed,23.211148633272956
uc1.32106000771011,"Fabre, Maurice.",History of fashion; | $c: translated [from the French] by Joan White.,1967,m,mixed,23.21031864451739
uc1.b3325737,"Russell, William Clark,",Heart of oak,1896,m,high_female,23.209092161854407
uc1.b3546645,"Loudon,",First love,1830,f,,23.196790655786916
uc1.b4450236,"(John Edward), Williams, John","Stoner, | a novel | $c: [by] John Williams.",1973,m,,23.187733688878584
uc1.b3865739,"White, T. H. (Terence Hanbury),","Mistress Masham's repose, | $c: by T.H. White.",1966,m,high_female,23.186613595084438
mdp.39015011230482,"Kirst, Hans Hellmut,",What became of Gunner Asch. | $c: Translated from the German by J. Maxwell Brownjohn.,1964,m,high_male,23.18636270890913
mdp.39015014516044,"Holden, Ursula.",Unicorn sisters / | $c: Ursula Holden.,1988,f,high_female,23.184821670079987
mdp.39015014942588,"Forster, Margaret,",Have the men had enough? : | a novel / | $c: by Margaret Forster.,1989,f,high_female,23.180549735652576
mdp.39015029877738,"Groult, Benoîte",Salt on our skin / | $c: Benoîte Groult ; translated by Mo Teitelbaum.,1992,u,high_male,23.172584258091096
mdp.39015019867129,"Crewe, Candida,",Mad about bees / | $c: Candida Crew.,1991,f,high_female,23.172509679350398
nyp.33433069253114,"Bengough, Julia M.","Gladys; or, The story ov Penbirth",1884,f,high_female,23.171135385633896
uc2.ark:/13960/t6833x99n,"Fielding, H.",Love's legend,1914,m,high_female,23.16928570455072
uiuo.ark:/13960/t7np2dk8q,"Fane, Violet,",Sophy,1881,f,mixed,23.165767614256875
uc1.$b800337,"Cecil, Mary.",Growing pains.,1964,f,high_female,23.163042079526445
mdp.39015062877082,"Fuller, John,",Flawed angel : | a tale / | $c: John Fuller.,2005,m,high_male,23.161345496009123
mdp.39015003931790,"Golding, Louis,","Adventures in living dangerously, | $c: by Louis Golding.",1930,m,mixed,23.16065776268046
uc1.$b794739,"Frankau, Gilbert,","The dangerous years; | a trilogy, | $c: Gilbert Frankau.",1937,m,mixed,23.160628450364115
uc1.$b244144,"Murry, John Middleton,","The voyage, | $c: by John Middleton Murry.",1924,m,,23.158333526319446
mdp.39015005719573,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,,23.15145820140407
uiuo.ark:/13960/t3126j49n,"Sala, George Augustus,",The strange adventures of Captain Dangerous,1863,m,,23.14779092915233
uc1.b3739526,"Seeber, Gerd Christian,",Patriots / | $c: Gerd Christian Seeber.,1985,m,,23.140495867768596
njp.32101067173235,"Scott, Walter,",Tales and romances,1833,m,,23.139220979560356
uiuo.ark:/13960/t6251xm88,"Clarke, Charles.",The flying scud,1867,m,,23.137436372049976
wu.89094356276,"Herbert, A. P. Sir, (Alan Patrick),",The trials of Topsy.,1928,m,high_male,23.13030069390902
uiuo.ark:/13960/t4fn1pb13,"Tytler, Sarah,",Lady Bell,1873,f,high_female,23.124789774638412
mdp.39015063994225,"Galt, John,",The spaewife;,1823,m,,23.12385492449172
mdp.39015065596853,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,23.121842269679394
mdp.39015053037571,"Cooper, James Fenimore,",Ned Myers,1843,m,,23.11974248163759
uc1.$b87094,"Chapman, Hester W.,","Eugénie, | an historical romance.",1961,f,,23.11822376553403
mdp.39015021859734,Virgil.,The Aeneid / | $c: Virgil ; translated by David West.,1990,m,,23.104228073737495
mdp.39015017702112,"Binding, Paul.",Kingfisher weather / | $c: Paul Binding.,1989,m,,23.10386573881542
uc1.b3321969,"Coleman, John,",The rival queens,1887,m,mixed,23.102394948276306
uc1.$b244536,"Rhodes, Anthony Richard Ewart.","A ball in Venice, | a novel.",1953,m,,23.088660456151622
uiuo.ark:/13960/t7zk5x86t,"James, G. P. R.","Beauchamp: or, The error",1848,m,,23.08787501763657
uc2.ark:/13960/t3707zj06,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,23.08624636872583
inu.39000005842724,"Brooksbank, Frank Henry.","Legends of ancient Egypt; | stories of Egyptian gods and heroes, by F.H. Brooksbank, B.A. Illustrated by Evelyn Paul.",1923,m,high_female,23.082027756138377
mdp.39015066639884,"Bacchelli, Riccardo,",Nothing new under the sun.,1955,m,,23.081501998372147
nyp.33433081852653,"James, Henry,",Washington Square ; The Pension Beaurepas ; A bundle of letters,1881,m,high_female,23.079800399519304
mdp.39015059372105,"Lockhart, J. G.",Reginald Dalton,1823,m,,23.075565690705975
uiuo.ark:/13960/t6zw21s7z,,Out of the meshes,1868,u,,23.07514806553342
mdp.39015063994068,"Galt, John,",The entail,1850,m,mixed,23.073373327180434
mdp.39015055894680,"Byatt, A. S. (Antonia Susan),",A whistling woman / | $c: A. S. Byatt.,2002,f,mixed,23.071835441415484
uiuo.ark:/13960/t7sn0tn1b,"Oliphant,",The last of the Mortimers,1862,f,high_female,23.071091921821957
wu.89092531755,"Hogg, James,",The three perils of woman,1823,m,,23.069302899947076
uc2.ark:/13960/t3513z331,"Goncourt, Edmond de,",Renée Mauperin,1888,m,high_female,23.064858381769536
njp.32101068973104,"Lawrence, George A.",Barren honour,1862,m,,23.064410400835175
mdp.39015030709573,"Mitchison, Naomi,",Beyond this limit. | $c: Pictures by Wyndham Lewis and words by Naomi Mitchison.,1935,f,high_female,23.062730627306273
mdp.39015002334954,"Christiansen, Reidar Thoralf,",Folktales of Norway. | $c: edited by Reidar Thorwald Christiansen. Translated by Pat Shaw Iversen.,1964,m,high_male,23.06032879565573
uiuo.ark:/13960/t99604q44,"Payn, James,",Walter's word;,1875,m,,23.051034991471116
uiuo.ark:/13960/t0rr24g8r,"Charles, Elizabeth Rundle,",Against the stream,1873,f,high_female,23.05032654629274
nyp.33433073355632,"Dostoyevsky, Fyodor,",Poor folk,1894,f,,23.04536864908049
nc01.ark:/13960/t8z89qp4f,"McLeod, Isabella.",Westfield,1866,f,high_female,23.044129508007835
uc1.b3962037,"Turgenev, Ivan Sergeevich,",Smoke,1901,m,,23.043151332864387
dul1.ark:/13960/t9w09nr1z,"Hughs,",A mother's care rewarded,1824,f,high_female,23.030861354214647
mdp.39015054377612,"Jacobson, Howard.",Who's sorry now / | $c: Howard Jacobson.,2002,m,,23.02811812630526
mdp.39015024909353,"Parks, Tim.",Goodness / | $c: Tim Parks.,1991,m,high_female,23.0262211092882
mdp.39015043787004,"Dowrick, Stephanie.",Tasting salt : | a novel / | $c: Stephanie Dowrick.,1997,f,high_female,23.025387346435522
uc1.b2801401,"Monsarrat, Nicholas,",A fair day's work.,1964,m,high_male,23.02246608982599
njp.32101067178549,"Trollope, Frances Milton,","Second love, or, Beauty and intellect",1851,f,,23.010420433253344
mdp.39015004984913,,Soviet humour : | stories and cartoons from Crocodile / | $c: selected and translated by Peter Tempest.,1949,u,mixed,23.00966405890474
mdp.39015065597075,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,mixed,23.005372065260644
uiuo.ark:/13960/t9280xt7z,"Power, Marguerite A.,",Sweethearts and wives,1861,f,,22.995906728602307
uiuo.ark:/13960/t2s471w6g,"Gifford, George,",King's baynard,1866,f,,22.99379167624741
mdp.39015011632562,"Huxley, Aldous,",[The collected works of Aldous Huxley],1946,m,,22.987427284668794
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,22.98473157117058
uc1.$b236245,"Brent of Bin Bin, pseud.","Up the country; | a tale of the early Australian squattocracy, | $c: by Brent of Bin Bin. 2d. impression.",1928,u,,22.984415083707756
uiuo.ark:/13960/t6155765c,"Norris, W. E.",Billy Bellew,1895,f,,22.984154453517927
