htid,author,title,year,authgender,female_category,gb_subcity_intensity
nyp.33433076093461,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,12.354321953630112
nyp.33433088075381,"Syrett, Netta.",The magic city and other fairy tales,1903,f,high_female,12.349817399128456
uiuo.ark:/13960/t58d08q7w,"Edmonds,","Mary Myles, a study",1888,f,,12.347012794592008
uiuo.ark:/13960/t4rj5246n,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,12.345869535023688
uiuo.ark:/13960/t03x8wp18,"Sharp, William,",The sport of chance,1888,m,mixed,12.33616037008481
uiuo.ark:/13960/t4th95j1n,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,12.318521777386712
mdp.39015002326968,"Linklater, Eric,",The men of Ness; | the saga of Thorlief Coalbiter's sons.,1952,m,high_male,12.317242908347396
mdp.39015034275498,"Bissundyal, Churaumanie.",Whom the kiskadees call / | $c: Churaumanie Bissundyal.,1994,u,high_male,12.312238364934746
mdp.39015064364675,"Adams, William,",Sacred allegories,1867,m,high_female,12.311783608091304
uc1.b3548451,"Barrie, J. M. (James Matthew),","J.M. Barrie's Peter Pan & Wendy, | $c: retold by May Byron for little people ; with the approval of the author ; pictures by Mabel Lucie Attwell.",1925,m,mixed,12.311227839789886
uc2.ark:/13960/t22b92q40,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,mixed,12.309261400354332
nyp.33433075756704,"Sinclair, Catherine,","Modern accomplishments ; or, The march of intellect",1836,f,high_female,12.30456884021748
uiuo.ark:/13960/t7hq4m576,"Walford, Lucy Bethia,",Troublesome daughters,1880,f,high_female,12.300459217144107
mdp.39015034025984,"Bogarde, Dirk,",A period of adjustment / | $c: Dirk Bogarde.,1994,u,mixed,12.296341838303103
nyp.33433074863303,"Grant, David,",Scotch stories,1887,m,mixed,12.289692634787205
mdp.39015032202015,"Hensher, Philip.",Other Lulus / | $c: Philip Hensher.,1994,m,,12.288484461211398
uiuo.ark:/13960/t71v5vw11,"Drury, Anna H.",Deep waters,1863,f,high_female,12.281994595922376
inu.30000110557422,"Topolski, Carol.",Monster love / | $c: Carol Topolski.,2008,f,high_female,12.275963663147555
uiuo.ark:/13960/t94751g10,"Norris, W. E.",Billy Bellew,1895,f,,12.270942408376964
uc2.ark:/13960/t4zg6mm44,"Farjeon, B. L.",The tragedy of Featherstone,1888,m,,12.27054088544223
uiuo.ark:/13960/t9t15pw6s,"Collins, Wilkie,",The Queen of Hearts,1859,m,,12.265638689328895
inu.30000111288217,"Clough, Lara.",Facing into the west wind / | $c: by Lara Clough.,2006,f,,12.265423770391267
nyp.33433074936844,"Barter-Snow, Laura A.","Honor's quest; or, How they came home",1906,f,,12.264107556223268
uc1.32106011680334,"Clewlow, Carol",One for the money / | $c: Carol Clewlow,1994,f,,12.25834829572905
uc1.$b120422,"Manning, Olivia.","A romantic hero, and other stories.",1967,f,,12.256704417316271
uc2.ark:/13960/t4cn71435,"Tennyson, Alfred Browning Stanley,",A portentous history,1911,m,,12.254794688421846
uiuo.ark:/13960/t44q87z39,"Dowling, Richard,",Tempest-driven,1886,m,,12.251598833647792
uc2.ark:/13960/t00z7d24w,"Ainsworth, William Harrison,",Rockwood,1878,m,,12.248297486649356
mdp.39015030854478,"Barker, George,",Alanna autumnal.,1933,m,,12.241899942871132
uc1.b3321189,"Boyd, Archibald.",The crown ward,1856,m,mixed,12.241400416207616
mdp.39015022050424,"Hood, Stuart,",A den of foxes / | $c: Stuart Hood.,1991,m,mixed,12.24099174289466
mdp.39076006608280,"Huxley, Aldous,",Collected works.,1970,m,high_male,12.240247817940435
dul1.ark:/13960/t3708t937,"Reeve, Clara,",The two mentors,1803,f,,12.237252077979532
njp.32101071987307,"Hunt, Leigh,",A book for a corner;,1849,m,,12.236008124709397
mdp.39015005311256,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,12.235569675014531
njp.32101065704585,"Riddell, J. H.,",Mortomley's estate,1874,f,,12.22848932300026
uiuo.ark:/13960/t5n87h69q,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,12.22817779770518
uiuo.ark:/13960/t8cg0bv2j,"Parker, Emma.",Aretas,1823,f,,12.22518796226492
mdp.39015008852306,"Sillitoe, Alan.",Key to the door / | $c: by Allan Sillitoe.,1961,m,,12.222309136420526
uiuo.ark:/13960/t9086v22h,"James, G. P. R.",Agincourt,1844,m,,12.22029111449055
mdp.39015040341110,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,,12.213527353939297
uiuo.ark:/13960/t41r72r9g,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,12.212142358688066
mdp.39015038901628,"Knox, Ronald Arbuthnott,","The three taps; | a detective story without a moral, | $c: by Ronald A. Knox.",1951,m,,12.210310386090017
uiuo.ark:/13960/t4nk41h3r,"Yates, Edmund Hodgson,",Black sheep,1867,m,,12.206369012097868
mdp.39015016434675,"Graves, Charles,","Seven pilots, | $c: by Charles Graves; with 17 illustrations.",1943,m,high_male,12.205541315757356
uiuo.ark:/13960/t0xp7hm6w,"Chalcraft, Harriette Amiel.",Lucy Aylmer,1857,f,high_female,12.203307096223076
mdp.39015061868363,"Christie, Agatha,",The mirror crack'd from side to side / | $c: by Agatha CHristie.,1962,f,high_female,12.19715030215668
inu.30000011865858,"West,",Ringrove;,1827,f,high_female,12.191983093783444
inu.30000118957434,"Sava, George,",No crown of laurels.,1950,m,high_male,12.18209419570066
mdp.39015059378540,"Yonge, Charlotte M.",Heartsease;,1854,f,high_female,12.17974436865937
uiuo.ark:/13960/t6155765c,"Norris, W. E.",Billy Bellew,1895,f,,12.168081769509492
njp.32101067630028,"Bramston, Mary.",Ralph and Bruno,1875,f,mixed,12.1671770121469
inu.30000054049519,"Shields, Carol.",Larry's party / | $c: Carol Shields.,1997,f,,12.1661408190246
uiuo.ark:/13960/t9474wz74,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,12.159955529305494
mdp.39015024252606,"Reinhard, John Revell,",Mediaeval pageant.,1935,m,high_male,12.15914584895446
mdp.39015002978644,"Shute, Nevil,","A Nevil Shute omnibus: | No highway, A town like Alice [and] On the beach.",1973,m,,12.158899445901582
uc1.$b721006,"Pryce-Jones, Alan,",People in the south | $c: [by] Alan Pryce-Jones.,1932,m,high_female,12.157463466822282
uiuo.ark:/13960/t1hh6wp6s,"Fitzgerald, Percy Hetherington,",Seventy-five Brooke Street,1867,m,,12.15620726333384
mdp.39015061196625,"Astley, Neil.",The sheep who changed the world / | $c: Neil Astley.,2005,m,,12.154985414017505
nyp.33433074889894,"Williams, Robert Folkestone",The youth of Shakspeare,1839,m,,12.153326365426215
uc1.32106014862756,"Sayers, Dorothy L. (Dorothy Leigh),","The Sayers tandem, | comprising The nine tailors and Busman's honeymoon",1962,f,,12.151898734177216
inu.39000003654576,"Barber, Noel,",A handful of ashes; | a personal testament of the battle of Budapest.,1957,m,,12.150176177554574
uc2.ark:/13960/t8z897d42,"Grant, James,",Second to none,1864,m,mixed,12.149684108213185
uiuo.ark:/13960/t13n2r41p,"Pardoe,",The poor relation,1858,f,high_female,12.146029983342586
mdp.39015017702849,"Callow, Philip.",Another flesh / | $c: Philip Callow.,1989,m,,12.13954405895772
uiuo.ark:/13960/t0bv84p5k,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,12.12709192335678
uiuo.ark:/13960/t52f8cg80,"Thomson, A. T.,",Constance,1833,f,,12.126111560226354
uiuo.ark:/13960/t16m3w88g,Oliphant,Phoebe junior,1876,f,,12.11772368560566
uc1.b3314600,"Marryat, Frederick,","Japhet, in search of a father",1836,m,,12.1153380179307
mdp.39015048860822,"Thomas, Ruth,",The dance settee and other stories / | $c: Ruth Thomas.,1999,f,high_female,12.11078950236766
uc1.b4101775,"De la Mare, Walter,",The lord fish | $c: [by] Walter De La Mare; illustrated by Rex Whistler.,1933,m,,12.102275227742815
njp.32101066454982,"Blessington, Marguerite,",The lottery of life,1842,f,mixed,12.10197934595525
uiuo.ark:/13960/t6b28hx8f,"Walford, Lucy Bethia,",The baby's grandmother,1884,f,mixed,12.09963182548874
uc1.$b323480,"Bullett, Gerald William,",The alderman's son.,1954,m,,12.096449020187633
uiuo.ark:/13960/t2w389p5k,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,12.092995132569458
uc1.32106009455525,"Davis, Lindsay.",The silver pigs.,1989,u,high_female,12.092751403263026
yale.39002029600468,"Palmer, Gertrude.",Word-pictures from Cherry-tree land,1909,f,mixed,12.091606007109863
uiuo.ark:/13960/t7hq4g15s,"McCarthy, Justin H.",A London legend,1895,m,,12.0910212076512
uc1.b3123806,"Wynne, Catherine Simpson.",A horrid girl,1876,f,high_female,12.09072882913382
mdp.39015022430345,"Birabongse Bhanudej, Prince,","Blue wings to Bangkok, | $c: by H.H. Prince Birabongse (B. Bira)",1954,m,high_male,12.089639179223404
mdp.39015030760964,"Middleton, Stanley,",A Man made of smoke.,1973,m,high_male,12.089107713949732
mdp.39015002299959,"O'Brien, Edna.",Girls in their married bliss / | $c: Edna O'Brien.,1974,f,high_female,12.088348558896165
uc1.b3475531,"Hocking, Mary.",A time of war: | a novel.,1968,f,mixed,12.088244182532485
mdp.39015079151943,"Maclean, Charles.",Home before dark / | $c: Charles Maclean.,2008,m,,12.0783157996449
uc1.$b111876,"'Edith', pseud.","Somersaults and strange company, | $c: by 'Edith'.",1937,u,,12.07802403526783
uc1.$b301817,"Mather, Edward (Edward Arthur),",A chaste polygamy and other stories / | $c: by Edward Mather  [i.e. E. A. Mather Jackson.],1936,m,,12.076711269986957
inu.39000004090481,"Swift, Graham,",The sweet shop owner / | $c: Graham Swift.,1983,m,,12.072045970351056
inu.30000110566936,"Glazer, Daphne.",By the tide of Humber / | $c: Daphne Glazer.,2007,f,high_female,12.065221138267436
mdp.39015030760394,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,12.06010757615958
nyp.33433074875828,"Mackarness, Henry S.,",Influence,1853,f,high_female,12.057756654374456
njp.32101068163672,,"Frascati's, or, Scenes in Paris",1830,m,mixed,12.057150895243453
uiuo.ark:/13960/t9x06cj0n,"Chamier, Frederick,",The life of a sailor,1832,m,high_male,12.056363499359506
uiuo.ark:/13960/t5bc4m39q,"Savile, Charles Stuart,","Leonard Normandale; or, The three brothers",1850,m,high_male,12.05351761822492
inu.39000005931964,"Yeats, W. B.",Fairy and folk tales of the Irish peasantry,1888,m,high_male,12.051865557895034
mdp.39015058131015,"O'Hanlon, Redmond,",Trawler : | a journey through the North Atlantic / | $c: Redmond O'Hanlon.,2003,m,high_male,12.037658865418974
uiuo.ark:/13960/t4jm2xs5q,"Wood, Henry,",Oswald Cray,1864,f,,12.02869390254571
mdp.39015078771568,"Hall, M. R.",The coroner / | $c: M.R. Hall.,2009,u,,12.025413707635472
mdp.39015059246861,,Bracket : | [a new generation in fiction / | $c: edited by Ra Page].,2004,u,,12.02483127658615
mdp.39015077113572,"Gébler, Carlo,",A good day for a dog / | $c: Carlo Gébler.,2008,m,mixed,12.019849923588094
mdp.39015001164691,"Verel, Shirley.",The dark side of Venus / | $c: Shirley Verel.,1960,f,,12.01977252580495
mdp.39015050775017,"Rice, Ben,",Pobby and Dingan / | $c: Ben Rice.,2000,m,high_male,12.01634222542658
uiuo.ark:/13960/t03x8j28f,"Boyle, Frederick,",The golden prime,1882,m,mixed,12.014898474107891
coo.31924001527054,"Wheeler, Harry G.","Exhibition and flying pigeons / | $c: by Harry G. Wheeler ; with drawings by Lexi Hiscocks and more than 85 black and white photographs, many by the photographer Karl Stauber, together with 8 pages in full colour.",1978,m,mixed,12.013022115973714
nyp.33433074930656,"Mills, George,","The beggar's benison, or, A hero, without a name, but, with an aim",1866,m,,12.009023923691233
mdp.39015013301679,"Billington, Rachel.",Occasion of sin / | $c: Rachel Billington.,1982,f,high_female,12.00700644140581
mdp.39015029146803,"Thirkell, Angela,","Three score and ten, | $c: by Angela Thirkell and C. A. Lejeune.",1961,f,high_female,12.00662765846747
mdp.39015053499847,"Ballard, J. G.,",The atrocity exhibition / | $c: J. G. Ballard.,1969,m,,12.006243246488172
uc1.32106012743131,"Mackay, Shena",The Orchard on fire / | $c: Shena Mackay,1995,f,,12.00609909834196
uiuo.ark:/13960/t5j96j43c,"Fraser, Alexander,",Not while she lives,1870,f,,12.005090158227087
mdp.39015047740991,"Parks, Tim.",Destiny / | $c: Tim Parks.,1999,m,,12.001320145215972
uiuo.ark:/13960/t6f19g419,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,11.9994000299985
uc1.32106019365565,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,11.998464196582836
mdp.39015048825536,"Ginzburg, Natalia.",All our yesterdays / | $c: Natalia Ginzburg ; translated from the Italian by Angus Davidson.,1999,f,,11.997216645738188
uiuo.ark:/13960/t4bp0qm52,"Tabor, Eliza.",The last of her line,1879,f,high_female,11.990647295109811
uiuo.ark:/13960/t24b3kw8q,"Lytton, Rosina Bulwer Lytton,",The peer's daughters,1849,f,,11.98543308901489
uc2.ark:/13960/t8x926p4m,"Barrett, Frank,",Little Lady Linton,1884,m,high_female,11.985234191476104
uc1.$b783880,"Birmingham, George A.,",Up,1919,m,,11.98501872659176
uiuo.ark:/13960/t8z89k24q,"Coulton,",My eldest brother,1861,f,high_female,11.983941518365391
uiuo.ark:/13960/t4hm5ts3b,"McCarthy, Justin,",The riddle ring,1896,m,mixed,11.982074816075151
mdp.39015063986668,"Black, William,",White wings,1880,m,mixed,11.978507135767824
dul1.ark:/13960/t1vd7n98c,"Oliphant,",Salem Chapel,1863,f,,11.97676507575304
uiuo.ark:/13960/t48p6kn5h,"Oliphant,",Innocent,1873,f,high_female,11.97254296812643
mdp.39015024907951,"Sillitoe, Alan.",Leonard's war : | a love story / | $c: Alan Sillitoe.,1991,m,,11.969040082985344
mdp.39015054266831,"Faber, Michel.",The Courage Consort / | $c: Michel Faber.,2002,m,,11.967090501121914
mdp.39015058132781,"Shakespeare, Nicholas,",Snowleg / | $c: Nicholas Shakespeare.,2004,m,,11.965698331449849
inu.32000007265780,"Lawrence, D. H. (David Herbert),",Sun. | $c: by D. H. Lawrence.,1926,m,high_female,11.96315348725924
wu.89066705278,"Larsson, Björn,",The Celtic ring / | $c: Björn Larsson ; translated by George Simpson.,1997,u,,11.96146999430071
mdp.39015050937476,"Sladen, Douglas Brooke Wheelton,",His German wife;,1915,m,high_female,11.960077262099112
nyp.33433074943717,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,11.952965082400754
uiuo.ark:/13960/t08w3ph7r,Blue Tunic,From the peasantry to the peerage,1860,u,,11.95207219051603
uc1.32106018262607,"Aboulela, Leila,",The translator / | $c: Leila Aboulela,1999,f,,11.949017525225704
mdp.39015019002388,"Boyd, William,",Brazzaville Beach : | a novel / | $c: by William Boyd.,1990,m,mixed,11.943774680690646
hvd.32044050502038,"Zagoskin, M. N.","The young Muscovite, or The Poles in Russia",1834,m,mixed,11.942946836825223
pst.000061716865,"Tidhar, Lavie.",An occupation of angels / | $c: Lavie Tidhar ; introduction by Liz Williams.,2005,u,mixed,11.942437451483848
uiuo.ark:/13960/t8kd2dp41,"Lucas, Reginald Jaffray,",Hoist with her own petard,1894,m,mixed,11.937922801432553
uiuo.ark:/13960/t0bv7vg8n,"Gissing, Algernon,",At society's expense,1894,m,high_female,11.937732785789322
nyp.33433074869003,,Hyde Nugent,1827,u,mixed,11.936633528298348
mdp.49015000711896,"Reid, John Macnair,",Scottish short stories. | $c: Selected with an introduction by J. M. Reid.,1963,m,mixed,11.934011934011938
uc2.ark:/13960/t7kp7zz8j,"Wren, Percival Christopher,",The young stagers;,1917,m,,11.931750387781888
uiuo.ark:/13960/t9g45c91z,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,11.930326890956811
uc1.$b242783,"Jones, A. Miles,",Penelope / | $c: by Ann Bullingham [pseud.],1953,m,high_female,11.92631704487548
uc1.b4974556,"MacDowell, John,",Cara massimina / | $c: John MacDowell.,1990,m,,11.922697564518051
njp.32101069165940,"Grant, James,",Shall I win her?,1874,m,mixed,11.922402193722004
uiuo.ark:/13960/t9t15ck9g,"Farjeon, B. L.",Basil and Annette,1890,m,,11.920574912298626
mdp.39015003686113,"Fraser, Ronald,",Maia : | a novel.,1948,m,high_female,11.914138773240843
dul1.ark:/13960/t7fr0mh5x,"Edwards, Amelia Ann Blanford,",In the days of my youth,1873,f,mixed,11.911064055055586
uiuo.ark:/13960/t2c82nf0z,"Dickens, Helen.",The mill wheel,1874,f,high_female,11.909015124449208
uc1.b4422795,"Wackrill, H. R.",The inscription over the gate / | $c: H.R. Wackrill.,1937,u,high_male,11.909015124449208
mdp.39015006995917,"Oliphant,",The Ladies Lindores,1883,f,mixed,11.908306043465318
nyp.33433081852695,"James, Henry,",The madonna of the future,1879,m,mixed,11.907754594408647
inu.30000027384795,,The Omnibus of 20th century ghost stories / | $c: edited by Robert Phillips.,1992,u,,11.904265893683002
uiuo.ark:/13960/t3dz0rt4s,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,11.903473650037874
nyp.33433076051048,"Payne, Will,",Jerry the dreamer,1896,m,high_male,11.903446047630789
uc1.31822028616142,"Palmer, Robert,",Deep into blue holes : | the story of the Andros Project / | $c: Robert Palmer,1989,m,high_male,11.902353095206925
mdp.39015005594836,"Shadbolt, Maurice.",The New Zealanders: | a sequence of stories.,1960,m,mixed,11.902037079423208
inu.32000004490712,"Martineau, Harriet,",Illustrations of political economy,1834,f,mixed,11.899803653239722
mdp.39015069342908,,"The Hashish club: | an anthology of drug literature / | $c: edited by Peter Haining, preface by Brian W. Aldiss.",1975,u,high_male,11.89815182041723
uc1.32106015514455,"Sillitoe, Alan",The German numbers woman / | $c: Alan Sillitoe,1999,m,,11.89813037105942
mdp.39015053240621,,Best Irish short stories / | $c: edited by David Marcus.,1976,u,,11.89767995240928
mdp.39015018989353,"Kennedy, E. L.,",Twelve in Arcady / | $c: E.L. Kennedy.,1986,u,mixed,11.893434823977165
uc2.ark:/13960/t04x58s0v,"Collis, E. T.",Murder by warrant,1898,f,high_male,11.89325800936594
uiuo.ark:/13960/t4gm8jv5q,"Davus,","The black squire; or, A lady's four wishes",1879,u,,11.88996378965573
mdp.39015053747898,"Welch, Denton.",Brave and cruel : | and other stories / | $c: by Denton Welch.,1948,m,high_female,11.885724164757749
mdp.39015004843739,"Yonge, Charlotte M.",Bye-words;,1889,f,,11.885377420159976
uc1.32106007020925,"Battye, Evelyn.",Costumes and characters of the British Raj / | $c: Evelyn Battye ; illustrated by Cecil Elgee ; introduction by M.M. Kaye.,1982,f,mixed,11.88495364868077
mdp.39015029913418,"Williams, Eric,",The tunnel.,1951,m,high_male,11.883669677196318
dul1.ark:/13960/t7gq7nw7v,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,11.883137827422887
njp.32101068170875,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,11.882330973841896
uc1.$b790389,"Peterkiewicz, Jerzy,","That angel burning at my left side, | a novel | $c: by Jerzy Peterkiewicz.",1963,u,mixed,11.878499915153572
uc2.ark:/13960/t0wp9zn65,"Herbert, George,",Gerald Fitzgerald,1858,m,,11.876484560570072
uc2.ark:/13960/t7br8r429,"Maxwell-Scott, Mary Monica,","Madame Elizabeth de France, 1764-1794",1908,f,high_female,11.87472168621048
mdp.39015059377435,"[Hockley, William Browne]",Pandurang Hàrì,1873,m,mixed,11.868283630400068
mdp.39015011821892,"Sillitoe, Alan.",The ragman's daughter.,1963,m,mixed,11.862748005575492
nyp.33433074955455,,The Metropolis,1822,u,mixed,11.862161681263716
mdp.39015013008415,"Ellis, Alice Thomas.",The clothes in the wardrobe / | $c: Alice Thomas Ellis.,1987,f,high_female,11.86098920649982
uiuo.ark:/13960/t3cz3vk37,"Tabor, Eliza.",Alec's bride,1867,f,,11.860285832888572
mdp.39015029966465,"Boult, Katharine F.,",Asgard & the Norse heroes,1914,f,,11.859426267311468
mdp.39015006945052,"Martineau, Harriet,",Illustrations of political economy,1832,f,,11.857051388460718
mdp.39015039248037,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,,11.854837514633315
mdp.39015056943023,"Colquhoun, Keith.",Killing Stalin / | $c: Keith Colquhoun.,2002,m,,11.85074829010632
inu.32000004496024,"Gore,","Mrs. Armytage, or Female domination",1836,f,high_female,11.84857520883114
uc2.ark:/13960/t3kw59m30,"Watson, H. B. Marriott",Diogenes of London,1893,u,,11.847814818654385
uc2.ark:/13960/t3513x02s,"Stanton, Coralie.","Raven, V.C",1913,u,mixed,11.838802860254772
uiuo.ark:/13960/t6qz2mn29,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,11.837721745894846
mdp.39015056164703,"Sinha, Indra.",The death of Mr Love / | $c: Indra Sinha.,2002,f,high_female,11.837425823087097
nc01.ark:/13960/t7rn45d40,"Penny, F. E.",The unlucky mark,1909,m,,11.837121212121213
uc1.$b174765,"Reyburn, Wallace.","Rehearsal for invasion ; | an eyewitness story of the Dieppe raid, | $c: by Wallace Reyburn.",1943,m,high_male,11.837121212121213
uc1.b4238430,,Fairy and folk tales of Ireland / | $c: edited by W.B. Yeats ; with a foreword by Kathleen Raine ; and a list of sources by Mary Helen Thuente.,1988,u,high_male,11.835774082386088
nyp.33433067303796,"Mills, John,",The English fireside,1844,m,,11.831379183871464
uc2.ark:/13960/t1pg1p98n,"Lever, Charles James,",The Martins of Cro' Martin,1872,m,,11.828440301861797
uc1.b3810590,"Close, Robert Shaw,",She's my lovely.,1962,m,mixed,11.828098304639242
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,11.825922421948912
mdp.39015063928504,"Disraeli, Benjamin,",Lothair,1870,m,,11.823325732623935
mdp.39015050023525,,Borderline : | the Mainstream book of Scottish gay writing / | $c: edited by Joseph Mills ; introduction by Toni Davidson.,2001,u,high_male,11.823126034523526
mdp.49015001135871,,The Penguin book of horror stories / | $c: edited by J.A. Cuddon.,1984,u,,11.818933932159318
nyp.33433074868302,"Hocking, Joseph,","And shall Trelawney die? ; and, The mist on the moors",1897,m,,11.81753722524226
mdp.39015059429897,"Dasent, George Webbe,",The vikings of the Baltic;,1875,m,high_male,11.817362660088335
mdp.39015060123380,"Barry, Desmond,",Cressida's bed / | $c: Desmond Barry,2004,m,,11.8170717296254
uc1.$b251004,"Williams, Gordon M.,",The camp | $c: [by] Gordon M. Williams.,1966,m,high_male,11.816885541646643
uc1.b3327447,"Whiting, Sydney,",The romance of a garret,1867,u,,11.811333630803958
mdp.39015032980198,"Artmann, Hans Carl.","The Quest for Dr. U : | or, A solitary mirror in which the day reflects / | $c: Hans Carl Artmann ; translated by Malcolm Green & Derk Wynand.",1993,m,,11.80888500507782
uiuo.ark:/13960/t2j67st9n,"Daniel, Mackenzie,",Elsie's married life,1865,f,,11.802991215202251
mdp.39015082751408,"Clark, Cassandra.",Hangman blind / | $c: Cassandra Clark.,2008,f,,11.80062838346142
mdp.39015078794321,"Young, Robyn,",Requiem / | $c: Robyn Young.,2008,f,high_male,11.799410029498526
uc1.32106005854119,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,11.795035974859722
njp.32101065841809,"Brooke, Frances,",Manners,1817,f,high_female,11.794439764111203
njp.32101068178019,"Hervey, Elizabeth",Amabel;,1814,f,mixed,11.79265149345508
uc2.ark:/13960/t8jd4sb70,"Manning, Anne,",Cherry & Violet,1853,f,,11.790367269940456
uiuo.ark:/13960/t2z32dz67,"Poynter, E. Frances","The wooing of Catherine, and other tales",1886,f,,11.78768691903543
uc1.32106019365060,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,11.78715347610523
hvd.32044086801958,,Cameron,1832,u,,11.78570225948749
mdp.39015031006409,,To catch a sunbeam : | Victorian reality through the magic lantern / | $c: designed and edited by G. A. Household from the collection of L. M. H. Smith.,1979,u,mixed,11.782379451530236
mdp.39015011328922,,--and other stories : | a collection of contemporary short stories.,1981,u,,11.78087571176124
uiuo.ark:/13960/t5z60sp7s,"Old Sailor,","Hamilton King, or, The smuggler and the dwarf",1839,m,high_male,11.779430170065524
uc1.32106009246999,"Thomas, Leslie,",Orders for New York / | $c: Leslie Thomas.,1989,m,,11.778909861892284
njp.32101032330431,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,11.77864462443445
mdp.39015069360355,"Thomson, Rupert.",Death of a murderer / | $c: Rupert Thomson.,2007,m,high_male,11.778008103269574
nyp.33433074938055,"Lytton, Edward Bulwer Lytton,","Pelham, or, The adventures of a gentleman",1828,m,high_male,11.777869383428538
uc1.b3123646,"Fullom, S. W.",The great highway,1854,m,,11.77155338726449
njp.32101064790874,"Smythies, Gordon,","Cousin Geoffrey, the old bachelor",1840,f,,11.771110751438282
mdp.39015012304955,"Balchin, Nigel,",Kings of infinite space.,1967,m,,11.756281595006786
uc1.b3347084,"Kenyon, F. W. (Frank Wilson),","I, Eugenia.",1962,m,mixed,11.753840987322643
mdp.39015005650323,"(Pelham Grenville), Wodehouse, P. G.","The girl on the boat, | $c: by P. G. Wodehouse.",1924,m,,11.752952929423516
uc1.$b794684,"Mac Intyre, Tom,",Dance the dance.,1970,m,,11.751571772724605
inu.30000110604273,"Connell, Rebecca.",The art of losing / | $c: Rebecca Connell.,2009,f,high_female,11.75138345832532
uc1.b3578385,"Ferrier, Susan,",The inheritance,1824,f,high_female,11.749807433711505
inu.30000054085406,"Malet, Lucas,",Mrs. Lorimer,1882,f,high_female,11.744966442953022
nyp.33433067294771,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,,11.742085100761768
mdp.39015058718951,"Basham, A. L. (Arthur Llewellyn)",Golden furrow : | a novel / | $c: by A.L. Basham.,2004,m,,11.741774886691871
uc1.32106006790882,"Campbell, John.",Saturday night in York Street / | $c: John Campbell ; illustrated by Hector McDonnell.,1982,m,,11.741223435481976
uiuo.ark:/13960/t2s476m21,"Braddon, M. E.",The story of Barbara,1880,f,high_female,11.739451264506606
uc1.b3871533,"Smart, Hawley,",The great tontine,1882,m,,11.739172760538052
uiuo.ark:/13960/t85h7x25v,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,11.728204198697105
uiuo.ark:/13960/t0qr5616m,"Farjeon, B. L.",Jessie Trim;,1874,m,,11.726422561637008
mdp.39015018941461,"White, Kenneth,",The blue road / | $c: Kenneth White.,1990,m,high_male,11.725735057016388
mdp.39015063540275,"Bretherton, Ralph Harold.",Two sisters,1920,m,high_female,11.724998534375183
nyp.33433074927223,"Begbie, Harold,",The vigil,1907,m,mixed,11.72332942555686
uiuo.ark:/13960/t4nk3vp5h,"Salter, Peter King.",Whitepatch,1887,m,high_female,11.72195522213105
njp.32101065852186,"Praed, Campbell,","Moloch, a story of sacrifice",1883,f,mixed,11.720352391928584
njp.32101063577561,,Laxdæla saga,1899,u,,11.718933108329818
uc1.$b244876,"Simpson, Helen,","Saraband for dead lovers, | $c: by Helen Simpson.",1935,f,,11.715660909721068
uiuo.ark:/13960/t7np2gb6f,"Hardy, Duffus,",In sight of land;,1885,m,,11.708230886313078
uc1.b3562480,"Ford, Ford Madox,",Christina's fairy book / | $c: by Ford Madox Ford ; illustrated by Jennetta Vise.,1949,m,mixed,11.706860220088972
uiuo.ark:/13960/t6n01t83p,"Woods, Margaret L.",Esther Vanhomrigh,1891,f,,11.706175007316356
mdp.39015040572409,"Francis, Dick.",10 lb. penalty / | $c: Dick Francis.,1997,m,,11.704256838212055
