htid,author,title,year,authgender,female_category,gb_scotland_intensity
mdp.39015059879810,"Jones, William Tudor,","Nature, thought, & personal experience, | $c: by W. Tudor Jones ...",1926,m,,0.0
mdp.39015059901713,,Stories of chivalry and romance,1827,u,,0.0
mdp.39015059960818,"Bosco, John,",Cautionary tales of war and conflicts / | $c: John Bosco.,2002,m,mixed,0.0
mdp.39015059970981,"Namjoshi, Suniti,",The mothers of Maya Diip / | $c: Suniti Namjoshi.,1989,u,high_female,0.0
mdp.39015059973035,"Enquist, Anna.",The ice carriers / | $c: Anna Enquist ; translated by Jeannette K. Ringold.,2003,f,,0.0
mdp.39015059975709,"Hayman, Carole.",Hard choices / | $c: Carole Hayman.,2003,f,,0.0
mdp.39015059975873,"Rathbone, Julian,",As bad as it gets / | $c: Julian Rathbone.,2003,m,mixed,0.0
mdp.39015059979099,"Grunberg, Arnon.",Phantom pain / | $c: by Arnon Grunberg ; translated from the Dutch by Sam Garrett.,2003,u,high_female,0.0
mdp.39015059982127,"Dunmore, Helen,",Mourning Ruby / | $c: Helen Dunmore.,2003,f,,0.0
mdp.39015059415748,"James, G. P. R.",Charles Tyrrell;,1839,m,,0.0
mdp.39015059984875,"Sealy, I. Allan.",The Everest Hotel : | a calendar / | $c: I. Allan Sealy.,1999,m,,0.0
mdp.39015060001735,"Chamberlain, Lesley.",Girl in a garden / | $c: Lesley Chamberlain.,2003,u,high_female,0.0
mdp.39015060001743,"Mahjoub, Jamal,",Travelling with Djinns / | $c: Jamal Mahjoub.,2003,m,mixed,0.0
mdp.39015060008623,"Freud, Esther",The sea house / | $c: Esther Freud,2003,f,,0.0
mdp.39015060008938,"Christensen, Lars Saabye,",The half brother / | $c: by Lars Saabye Christensen ; translated from the Norwegian by Kenneth Steven.,2003,m,,0.0
mdp.39015060009431,"Rygg, Pernille,",The golden section / | $c: Pernille Rygg ; translated from the Norwegian by Don Bartlett.,2003,u,mixed,0.0
mdp.39015060028241,"Binebine, Mahi.",Welcome to paradise / | $c: Mahi Binebine ; translated by Lulu Norman.,1999,u,,0.0
mdp.39015060032169,"Green, Angela.",The colour of water / | $c: Angela Green.,2003,f,high_female,0.0
mdp.39015060064774,"Williams, N. D. (Noel D.),",Julie Mango : | stories / | $c: N.D. Williams.,2004,m,,0.0
mdp.39015060083287,"Bollas, Christopher.",Dark at the end of the tunnel / | $c: by Christopher Bollas.,2004,m,,0.0
mdp.39015060095018,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,0.0
mdp.39015059774995,"[Weldon, A. E.],",The clanking of chains,1920,u,high_male,0.0
mdp.39015059774839,"Glyn, Elinor,",Man and maid,1922,f,high_female,0.0
mdp.39015059722002,"Hulbert, William Davenport,",Forest neighbors;,1903,m,high_male,0.0
mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.,1966,u,,0.0
mdp.39015059417702,"James, G. P. R.",The Step-mother,1846,m,mixed,0.0
mdp.39015059417710,"James, G. P. R.",The Step-mother,1846,m,mixed,0.0
mdp.39015059417850,"Strong, L. A. G. (Leonard Alfred George),",Dewer rides. | $c: By L. A. G. Strong.,1929,m,mixed,0.0
mdp.39015059418098,"Strong, L. A. G. (Leonard Alfred George),","The unpractised heart, | $c: by L. A. G. Strong.",1942,m,mixed,0.0
mdp.39015059421894,"Jefferies, Richard,",World's end,1877,m,,0.0
mdp.39015059421944,"Graham, Stephen,","Midsummer music, | $c: by Stephen Graham.",1926,m,,0.0
mdp.39015059422025,"Jeffries, Richard,",Greene Ferne farm,1880,m,,0.0
mdp.39015059422041,"Jefferies, Richard,",World's end,1877,m,,0.0
mdp.39015059422199,"Jefferies, Richard,",World's end,1877,m,,0.0
mdp.39015059423056,"Kennedy, Bart,",Slavery,1905,m,high_male,0.0
mdp.39015059423239,"Penny, Fanny Emily Farr.",The Sanyasi.,1936,f,,0.0
mdp.39015059427495,"Williamson, A. M.",What I found out in the house of a German prince,1915,f,,0.0
mdp.39015059433204,"Sterndale, Robert Armitage,",Seonee;,1877,m,high_male,0.0
mdp.39015059433345,,Fitzgeorge,1832,m,mixed,0.0
mdp.39015059435704,"Simpson, Bertram Lenox,",The human cobweb;,1910,m,,0.0
mdp.39015059481294,"Wren, Percival Christopher,",Father Gregory; | a tale of Hindostan.,1926,m,,0.0
mdp.39015059551518,"Preston, John,",Kings of the roundhouse / | $c: John Preston.,2004,m,,0.0
mdp.39015059551542,"Magrs, Paul.",To the devil - a diva! / | $c: Paul Magrs.,2004,m,high_female,0.0
mdp.39015059573587,"Koumantareas, Menēs.",Their smell makes me want to cry : | / | $c: Menis Koumantareas ; translated by Patricia Felisa Barbeito & Vangelis Calotychos.,2004,u,mixed,0.0
mdp.39015059585300,"McGill, Robert,",The mysteries / | $c: Robert McGill.,2004,m,,0.0
mdp.39015059587454,,"Dreams never end / | $c: Andrew Newsham, Mick Scully, H.P. Tinker ; edited by Nicholas Royle.",2004,u,high_male,0.0
mdp.39015059594583,"Jones, Cherie,",The burning bush women & other stories / | $c: Cherie Jones.,2004,f,high_female,0.0
mdp.39015059704976,"Cochrane, Louise.",Social work for Jill.,1954,f,high_female,0.0
mdp.39015062842300,"Drewe, Robert,",Grace / | $c: Robert Drewe.,2005,m,,0.0
mdp.39015062863595,"Kertész, Imre,",Fatelessness / | $c: Imre Kertész ; translated from the Hungarian by Tim Wilkinson.,2005,m,,0.0
mdp.39015064690491,"Duncan, Glen,",The bloodstone papers / | $c: Glen Duncan.,2006,m,mixed,0.0
mdp.39015063943560,"Howitt, Mary Botham,",Our cousins in Ohio,1849,f,,0.0
mdp.39015063933306,"Huxley, Elspeth Joscelin Grant,",The red rock wilderness : | a novel.,1957,m,mixed,0.0
mdp.39015063934684,"Martin, Stuart,","Babe Jardine, | $c: by Stuart Martin.",1927,m,high_male,0.0
mdp.39015063935012,"Mansfield, Estrith.",The flaming flower.,1927,f,high_female,0.0
mdp.39015063935954,"Phillpotts, Eden,","Black, white, and brindled, | $c: by Eden Phillpotts.",1923,m,,0.0
mdp.39015063938347,"Duchess,",Nora Creina,1893,f,high_female,0.0
mdp.39015063938420,"Duchess,",An unsatisfactory lover,1894,f,mixed,0.0
mdp.39015063938461,"Duchess,",Faith and unfaith,1887,f,,0.0
mdp.39015063938644,"Duchess,",Beauty's daughters,1886,f,,0.0
mdp.39015063939329,"Lever, Charles James,",St. Patrick's eve,1845,m,high_male,0.0
mdp.39015063940103,"Le Fanu, Joseph Sheridan,",Morley Court,1873,m,,0.0
mdp.39015063942158,"Ouida,",Tricotrin,1877,f,mixed,0.0
mdp.39015063944964,"Mayne, Ethel Colburn,","Nine of hearts, | $c: by Ethel Colburn Mayne.",1923,f,high_female,0.0
mdp.39015063933108,"Lewis, Eiluned.","Dew on the grass, | $c: by Eiluned Lewis; with a prefatory letter by Charles Morgan.",1934,f,high_female,0.0
mdp.39015063945086,"Miers, Earl Schenck,","Valley in arms, | a novel of the settlement of Connecticut.",1946,m,high_male,0.0
mdp.39015063945771,"Parker, Gilbert,","The trail of the sword, | $c: by Sir Gilbert Parker.",1927,m,,0.0
mdp.39015063946571,"Phillpotts, Eden,",The human boy,1899,m,high_male,0.0
mdp.39015063946860,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,0.0
mdp.39015063947207,"Profugus, Fato",The white olive,1899,u,,0.0
mdp.39015063949641,"Rea, Lorna, Mrs.","The happy prisoner, | $c: by Lorna Rea; wood engravings by Leslie N. Smith.",1931,f,high_female,0.0
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,0.0
mdp.39015063958063,"Cooper, James Fenimore,",The headsman;,1833,m,,0.0
mdp.39015063958071,"Cooper, James Fenimore,",The headsman;,1833,m,,0.0
mdp.39015063958089,"Cooper, James Fenimore,",The headsman;,1833,m,,0.0
mdp.39015063960325,"Smedley, Francis Edward",Frank Fairlegh;,1904,m,,0.0
mdp.39015063933264,"Lawler, O'Dermid W.",East London visions,1910,u,mixed,0.0
mdp.39015063932985,"Lawless, Emily,",With Essex in Ireland;being extracts from a diary kept in Ireland during the year 1599,1890,f,high_male,0.0
mdp.39015062864072,Xiaoxiaosheng.,Beyond the golden lotus : | Chin P'ing Mei / | $c: [Hsiao-hsiao-sheng] ; translated by Vladimir Kean.,2004,u,high_female,0.0
mdp.39015063925815,"Rendall, Vernon Horace,",The London nights of Belsize,1917,m,high_male,0.0
mdp.39015063914645,"Ewing, Juliana Horatia Gatty,",Mary's meadow and Letters from a little garden,1886,f,mixed,0.0
mdp.39015063914702,"Farjeon, B. L.",Miser Farebrother,1888,m,mixed,0.0
mdp.39015063914710,"Farjeon, B. L.",Miser Farebrother,1888,m,mixed,0.0
mdp.39015063914819,"Banim, Michael,",Irish tales,1866,m,,0.0
mdp.39015063918802,"Hare, Martin.","Polonaise, | $c: by Martin Hare [pseud.]",1939,m,high_female,0.0
mdp.39015063919115,"Harding, E. F.",The junior subaltern,1914,u,,0.0
mdp.39015063919388,"Birmingham, George A.,",Good conduct,1920,m,mixed,0.0
mdp.39015063920188,"Hall, James,",Kentucky,1834,m,,0.0
mdp.39015063920287,"Johnston, Mary,","Sir Mortimer, | $c: by Mary Johnston.",1925,f,,0.0
mdp.39015063921244,"Leland, Charles Godfrey,",Johnnykin and the goblins,1877,m,high_male,0.0
mdp.39015063923638,"Hornung, E. W.",The unbidden guest,1894,m,high_female,0.0
mdp.39015063927142,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,0.0
mdp.39015063932068,"[Higgenbotham, John C.]",The root,1905,m,high_female,0.0
mdp.39015063927456,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,0.0
mdp.39015063927480,"Trollope, Thomas Adolphus,",A siren,1870,m,mixed,0.0
mdp.39015063927498,"Trollope, Thomas Adolphus,",A siren,1870,m,mixed,0.0
mdp.39015063927506,"Trollope, Thomas Adolphus,",A siren,1870,m,mixed,0.0
mdp.39015063928157,"[Hawker, Mary Elizabeth]",Cecilia de Noël,1891,f,high_female,0.0
mdp.39015063928199,"Austin, Alfred,",Won by a head,1866,m,,0.0
mdp.39015063928231,"Austin, Alfred,",Won by a head,1866,m,,0.0
mdp.39015063928496,"Disraeli, Benjamin,",Lothair,1870,m,,0.0
mdp.39015063930542,"Gatty, Alfred,",Legendary tales,1858,f,,0.0
mdp.39015063930971,"Hodgetts, J. Frederick.","Richard IV, Plantagenet",1888,m,high_male,0.0
mdp.39015063932027,"Hope, Anthony,","Simon Dale, | $c: by Anthony Hope [pseud.]",1925,m,,0.0
mdp.39015063961398,"Winter, John Strange,",Aunt Johnnie,1894,m,high_female,0.0
mdp.39015063961414,"Winter, John Strange,",Everybody's favourite,1897,m,,0.0
mdp.39015063961505,"Winter, John Strange,",A seventh child,1894,m,,0.0
mdp.39015064367587,"Martindale, Cyril Charlie,","St. Christopher, breaker of men & other stories",1917,m,high_male,0.0
mdp.39015064001228,,Sketches of character,1808,u,high_female,0.0
mdp.39015064001236,,Sketches of character,1808,u,high_female,0.0
mdp.39015064001533,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,,0.0
mdp.39015064001541,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,0.0
mdp.39015064002721,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,0.0
mdp.39015064002739,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,high_male,0.0
mdp.39015064003026,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,0.0
mdp.39015064112678,"Moers, Walter,","The 13 1/2 lives of Captain Bluebear : | being the demibiography of a seagoing bear, with numerous illustrations and excerpts from the 'Encyclopaedia of the marvels, life forms and other phenomena of Zamonia and its environs' by Professor Abdullah Nightingale / | $c: Walter Moers ; translated by John Brownjohn.",2001,m,,0.0
mdp.39015064126637,"Gavin, Catherine Irvine.",The house of war / | $c: [by] Catherine Gavin.,1970,f,,0.0
mdp.39015064136289,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The story of Mona Sheehy, | $c: by Lord Dunsany.",1939,m,high_female,0.0
mdp.39015064364675,"Adams, William,",Sacred allegories,1867,m,high_female,0.0
mdp.39015064376356,"Dearden, Harold,",The wind of circumstance.,1938,m,,0.0
mdp.39015063961539,"Winter, John Strange,",The strange story of my life,1896,m,,0.0
mdp.39015064408845,"Viebig, Clara,",Absolution,1908,f,,0.0
mdp.39015064415188,"Banim, John,",The croppy;,1828,m,,0.0
mdp.39015064415196,"Banim, John,",The croppy;,1828,m,,0.0
mdp.39015064415204,"Banim, John,",The croppy;,1828,m,,0.0
mdp.39015064447942,"Neumann, Alfred,","Six of them, | $c: by Alfred Neumann, translated from the German by Anatol Murad.",1945,m,,0.0
mdp.39015064466116,"Borrow, George Henry,",Lavengro;,1851,m,mixed,0.0
mdp.39015064480661,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,0.0
mdp.39015064544813,"Hofland,",Tales of the Priory,1820,f,high_female,0.0
mdp.39015064544847,"Hofland,",Tales of the Priory,1820,f,high_female,0.0
mdp.39015064564498,"Prichard, K.",Roving hearts,1903,f,,0.0
mdp.39015064564621,"Woodrooffe, Anne Cox,",Shades of character,1844,f,high_female,0.0
mdp.39015063992641,"Cuthbertson,",Romance of the Pyrenees,1822,u,high_female,0.0
mdp.39015063992484,"Cuthbertson,",Romance of the Pyrenees,1822,u,high_female,0.0
mdp.39015063992336,"Cuthbertson,",Romance of the Pyrenees,1822,u,high_female,0.0
mdp.39015063992120,"Copping, Arthur Edward,",Souls in khaki,1917,m,high_male,0.0
mdp.39015063963261,"Verschoyle, Catherine Mildred.",Oldham; | a novel | $c: by Catherine M. Verschoyle.,1927,f,high_female,0.0
mdp.39015063963394,"Taylor, Mary Argyle.",Delfina of the Dolphins,1912,f,high_female,0.0
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,0.0
mdp.39015063964608,"Willcocks, M. P.",The power behind,1913,f,high_female,0.0
mdp.39015063970274,"Fuller, Roy,","Savage gold, | a story of adventure. | $c: With illus. by Robert Medley.",1957,m,high_male,0.0
mdp.39015063972171,"Erichsen, Erich Anton,",Forced to fight;,1917,m,,0.0
mdp.39015063972528,"Barr, Dennis.","A dock brief, | a novel | $c: by Dennis Barr.",1932,m,high_male,0.0
mdp.39015063972619,"Somerville, E. Œ.",An Irish cousin,1903,f,,0.0
mdp.39015063973534,"Willcocks, M. P.",Widdicombe,1905,f,mixed,0.0
mdp.39015063974300,"White, Richard Grant,",Mr. Washington Adams in England,1883,m,,0.0
mdp.39015063975208,"Tonge, Charlotte Mary,",Dynevor Terrace,1857,f,mixed,0.0
mdp.39015063975455,"Shorthouse, J. H.",The little schoolmaster Mark,1885,u,,0.0
mdp.39015063975463,"Shorthouse, J. H.",Sir Percival;,1888,u,high_male,0.0
mdp.39015063975562,"Wyllarde, Dolf.",The holiday husband,1919,m,high_female,0.0
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,0.0
mdp.39015063976545,"Ewing, Juliana Horatia Gatty,",Daddy Darwin's dovecot;,1890,f,,0.0
mdp.39015063976552,"Ewing, Juliana Horatia Gatty,",The Brownies & other tales,1886,f,mixed,0.0
mdp.39015063977196,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
mdp.39015063977204,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
mdp.39015063977212,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
mdp.39015063977220,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
mdp.39015063979374,"[Simpson, Bertram Lenox]",The forbidden boundary,1908,m,high_male,0.0
mdp.39015063991247,"Dwinger, Edwin Erich,","The army behind barbed wire, | a Siberian diary, | $c: by Edwin Erich Dwinger. Translated by Ian F. D. Morrow.",1930,m,high_male,0.0
mdp.39015063914017,"Doyle, Arthur Conan, Sir,","The tragedy of the Korosko, | $c: by Arthur Conan Doyle.",1927,m,mixed,0.0
mdp.39015063913563,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,0.0
mdp.39015063913555,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,0.0
mdp.39015063536117,"Collins, Mortimer,",[Works,1883,m,,0.0
mdp.39015063510492,"Boissard, Violet.","The land of afternoon, | $c: by Violet Boissard.",1930,f,high_female,0.0
mdp.39015063512332,"Dougall, L.",Beggars all,1893,u,,0.0
mdp.39015063512498,"Cooke, W. Bourne.",Madam Domino,1907,u,high_male,0.0
mdp.39015063514445,"Hawker, Mary Elizabeth.",The Hôtel d'Angleterre,1891,f,high_female,0.0
mdp.39015063514528,"Hope, Anthony,","The heart of Princess Osra, | $c: by Anthony Hope [pseud.]",1925,m,high_male,0.0
mdp.39015063514544,"Hope, Anthony,",The king's mirror | [a novel] | $c: by Anthony Hope [pseud.],1925,m,high_female,0.0
mdp.39015063524956,"Castle, Agnes,",French Nan,1905,f,high_female,0.0
mdp.39015063525003,"Castle, Agnes,",Wroth,1908,f,,0.0
mdp.39015063526779,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,0.0
mdp.39015063526787,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,0.0
mdp.39015063526795,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,0.0
mdp.39015063536141,"Collins, Mortimer,",[Works,1883,m,mixed,0.0
mdp.39015063542032,"Beckett, Arthur,",Emancipation,1907,m,mixed,0.0
mdp.39015063536513,"Collins, Mortimer,",[Works,1883,m,,0.0
mdp.39015063536539,"Collins, Mortimer,",[Works,1883,m,mixed,0.0
mdp.39015063536547,"Collins, Mortimer,",[Works,1883,m,high_female,0.0
mdp.39015063536828,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,0.0
mdp.39015063538998,"Hope, Anthony,","Rupert of Hentzau ... | being the sequel to a story by the same writer entitled ""The prisoner of Zenda"" | $c: [by Anthony Hope, pseud.]",1925,m,high_male,0.0
mdp.39015063539004,"Hope, Anthony,",Quisante | [a novel] | $c: by Anthony Hope [pseud.],1925,m,mixed,0.0
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,mixed,0.0
mdp.39015063540275,"Bretherton, Ralph Harold.",Two sisters,1920,m,high_female,0.0
mdp.39015063540861,"Dallas, Helen A.",Across the barrier,1913,f,high_female,0.0
mdp.39015063541158,"Severn, Doris.",The next room,1911,f,high_female,0.0
mdp.39015063541489,"Boddingon, Harry.","Outline of an address delivered to the ""Link Association of Spirit Circles"" Wortley Hall, Finsbury Park, | preliminary to the public demonstration o[f] kilnascrene, November 28th, 1936. The development of clairvoyance and the scientific formation of circles.",1937,m,high_female,0.0
mdp.39015063348794,"Ma, Jian,",Stick out your tongue / | $c: Ma Jian ; translated from the Chinese by Flora Drew.,2006,u,high_male,0.0
mdp.39015063348778,"Ismailov, Hamid,",The railway / | $c: Hamid Ismailov.,2006,m,,0.0
mdp.39015063346707,"Titley, Alan.",Parabolas : | stories & fables / | $c: Alan Titley.,2005,m,high_male,0.0
mdp.39015063338407,"Robinson, Ray,",Electricity / | $c: Ray Robinson.,2006,m,high_male,0.0
mdp.39015062865863,"Tremain, Rose.",The darkness of Wallis Simpson : | and other stories / | $c: Rose Tremain.,2005,f,,0.0
mdp.39015062877082,"Fuller, John,",Flawed angel : | a tale / | $c: John Fuller.,2005,m,high_male,0.0
mdp.39015062880599,"Fleming, Laurence.",On Torquemada's sofa : | a novel / | $c: Laurence Fleming.,2005,m,,0.0
mdp.39015062973634,"Hall, Bolton,",Even as you and I;,1903,u,high_male,0.0
mdp.39015062996734,"Converse, Florence,",Long Will.,1933,f,high_male,0.0
mdp.39015062998896,"Sienkiewicz, Henryk,",In Monte Carlo,1899,m,,0.0
mdp.39015063006624,"(Audrey Lillian), Barker, A. L.",Apology for a hero.,1950,u,high_male,0.0
mdp.39015063020096,"Gorky, Maksim,",Heartache & The old woman Izergil,1905,m,high_male,0.0
mdp.39015063025087,"Acton, Harold,","Peonies and ponies, | a novel.",1950,m,,0.0
mdp.39015063025194,"Chase, Richard,","The honeymoon, and A religious man.",1955,m,,0.0
mdp.39015063025772,"Lorraine, Michelle.",Castle in the sea. | $c: Translated by Charlotte Haldane.,1956,f,,0.0
mdp.39015063044153,"Wast, Hugo,",The strength of lovers / | $c: by Hugo Wast [pseud.] translated from the Spanish by Louis Imbert and Jacques Le Clerq.,1930,u,high_male,0.0
mdp.39015063080595,"(John Desmond), Bernal, J. D.","Science for peace and socialism,",1949,u,mixed,0.0
mdp.39015063084522,"Gorbatov, Boris Leontevich,",Tara's family / | $c: by Boris Gorbatov ; translated from the Russian by Elizabeth Donnelly.,1944,u,,0.0
mdp.39015063176195,"Jorner, Per,",After the campfires / | $c: Per Jorner ; translated by Laurie Thompson ; illustrated by David Bromley.,1999,m,high_male,0.0
mdp.39015063238193,,Sunday night and Monday morning : | [new fiction from Nottingham] / | $c: edited by James Urquhart.,2005,u,,0.0
mdp.39015063238458,"Roberts, Michael Symmons,",Patrick's alphabet / | $c: Michael Symmons Roberts.,2006,m,high_male,0.0
mdp.39015063239852,"Alderman, Naomi.",Disobedience / | $c: Naomi Alderman.,2006,f,,0.0
mdp.39015063239902,"Miano, Sarah Emily.",Van Rijn / | $c: Sarah Miano.,2006,f,mixed,0.0
mdp.39015063276946,"Doyle, Mogue.",Down a road all rebels run / | $c: Mogue Doyle.,2005,u,mixed,0.0
mdp.39015063303625,"Langley, Lee.",A conversation on the Quai Voltaire / | $c: Lee Langley.,2006,m,mixed,0.0
mdp.39015063306941,"Keating, H. R. F. (Henry Reymond Fitzwalter),",One man and his bomb / | $c: H.R.F. Keating.,2006,m,high_female,0.0
mdp.39015063317732,"Bauld, Alison.",Mozart's sister : | a novel / | $c: A.M. Bauld.,2005,f,,0.0
mdp.39015063541562,"Robertson, Mabel Nixon.","""The other side God's door""",1920,f,,0.0
mdp.39015063542164,"Collins, Wilkie,", I say no,1884,m,high_female,0.0
mdp.39015063913548,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,0.0
mdp.39015063751914,"Banim, John,",The smuggler;,1831,m,mixed,0.0
mdp.39015063617032,"Gallenga, Antonio Carlo Napoleone,",The Blackgown papers,1846,m,mixed,0.0
mdp.39015063617040,"Gallenga, Antonio Carlo Napoleone,",The Blackgown papers,1846,m,mixed,0.0
mdp.39015063617065,"Edgeworth, Maria,",Patronage,1814,f,,0.0
mdp.39015063617073,"Edgeworth, Maria,",Patronage,1814,f,,0.0
mdp.39015063623832,"Priestman, Edmund Yerbury,",With a B.-P. scout in Gallipoli;,1917,m,high_male,0.0
mdp.39015063642410,"Schilling, Ton,",Tigermen of Anai | $c: [by] Ton Schilling. Translated by E. W. Dickes.,1957,u,,0.0
mdp.39015063642469,"Parker, Richard,","A Moor of Spain, | the story of a rogue. | $c: Illustrated by John Harwood.",1953,m,high_male,0.0
mdp.39015063691003,"Genlis, Stéphanie Félicité,",Placide,1817,f,,0.0
mdp.39015063691151,"Genlis, Stéphanie Félicité,",Placide,1817,f,,0.0
mdp.39015063702545,"Chiari, Pietro.",The prize in the lottery;,1817,m,mixed,0.0
mdp.39015063751906,"Banim, John,",The smuggler;,1831,m,mixed,0.0
mdp.39015063751930,"Banim, John,",The smuggler;,1831,m,mixed,0.0
mdp.39015063542362,"Malden, Charles,",Jane Austen,1889,f,high_female,0.0
mdp.39015063753480,"Armstrong, Martin,","The bazaar and other stories, | $c: by Martin Armstrong.",1924,m,high_female,0.0
mdp.39015063755634,"Fitzgerald, Percy Hetherington,",Proverbs & comediettas,1869,m,,0.0
mdp.39015063758299,"Mason, Catherine George (Ward)",The cottage on the cliff,1823,f,high_female,0.0
mdp.39015063760287,"Stevenson, George,",Jenny Cartwright,1914,m,high_female,0.0
mdp.39015063869799,"Gleig, G. R.",The Chelsea pensioners,1829,m,,0.0
mdp.39015063870078,"Gaspey, Thomas,",The Lollards,1822,m,mixed,0.0
mdp.39015063870102,"Fraser, James Baillie,",The Kuzzilbash,1828,m,,0.0
mdp.39015063870177,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,0.0
mdp.39015063885001,"Jones, Henry Festing,","Castellinaria, and other Sicilian diversions",1911,m,,0.0
mdp.39015063913514,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,0.0
mdp.39015063913530,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,0.0
mdp.39015063608387,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,0.0
mdp.39015063608379,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,0.0
mdp.39015063608353,"Opie, Amelia Alderson,",Simple tales,1806,f,,0.0
mdp.39015063608346,"Opie, Amelia Alderson,",Simple tales,1806,f,,0.0
mdp.39015063542578,"Audemars, Pierre.","Hercule and the gods, | $c: by Pierre Audemars.",1944,m,high_male,0.0
mdp.39015063543790,"Broughton, Rhoda,",Scylla or Charybdis?,1895,f,high_female,0.0
mdp.39015063543816,"Brough, Robert B.",Which is which?,1860,m,,0.0
mdp.39015063545563,"Hobbes, John Oliver,",A study in temptations,1893,f,high_female,0.0
mdp.39015063546165,"De Sélincourt, Hugh.",A daughter of the morning;,1912,m,,0.0
mdp.39015063546587,"Cunningham, J. W.",Sancho,1816,m,high_female,0.0
mdp.39015063547627,"Coryn, Marjorie,","Black Mastiff, / | $c: by M. Coryn.",1933,f,high_male,0.0
mdp.39015063547874,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,0.0
mdp.39015063548252,"Barr, Robert,","From whose bourne, etc",1893,m,,0.0
mdp.39015063550092,"Gooch, Richard Heathoote,",An old man-of-war's-man's yarn,1870,m,high_male,0.0
mdp.39015063551504,"Crockett, S. R.",The red axe,1898,m,high_female,0.0
mdp.39015063551843,"West, Rebecca,","The harsh voice, four short novels,",1935,f,,0.0
mdp.39015063552262,"Gregg, Mary (Kirby)",Julia Maitland,1882,f,high_female,0.0
mdp.39015063554334,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,0.0
mdp.39015063554375,,Quinland;,1857,u,,0.0
mdp.39015063556404,"Opie, Amelia Alderson,",New tales,1818,f,,0.0
mdp.39015063559374,"Oliphant,",He that will not when he may,1883,f,,0.0
mdp.39015063560422,"Howitt, Mary Botham,",Wood Leighton;,1836,f,,0.0
mdp.39015063560430,"Howitt, Mary Botham,",Wood Leighton;,1836,f,,0.0
mdp.39015063560547,"Horne, R. H.",The dreamer and the worker,1851,m,,0.0
mdp.39015063560695,"Hewlett, J.",The parish clerk,1841,m,,0.0
mdp.39015063590437,"DÁuvergne, Edmund Basil Francis.",The bride of two kings,1910,m,,0.0
mdp.39015063608189,"Opie, Amelia Alderson,",Simple tales,1806,f,,0.0
mdp.39015084096679,"Shaw, Fiona.",Tell it to the bees / | $c: Fiona Shaw.,2009,f,,0.0
mdp.39015084099889,"Hill, Melissa,",Please forgive me : | is it ever too late to forgive and forget? / | $c: Melissa Hill.,2009,f,,0.0
nyp.33433074951686,"Dawe, Carlton,",Kakemonos,1897,m,,0.0
nnc1.cu58305971,"Pennypacker, Morton,","Harry's work; or, The need of the age",1899,m,high_male,0.0
nnc1.1002390230,"Stretton, Hesba,",The Clives of Burcot,1867,m,,0.0
nnc1.1002390256,"Suffling, Ernest R.","The fur traders of the West, or, Adventures among the redskins",1896,m,,0.0
nnc1.1002390337,"Stretton, Hesba,",The Clives of Burcot,1867,m,,0.0
nnc1.1002391503,,"Temugin; or, The Tartar chief",1843,u,high_male,0.0
nnc1.1002391554,,"Temugin; or, The Tartar chief",1843,u,high_male,0.0
