htid,author,title,year,authgender,female_category,intl_intensity
mdp.39015059791759,"Fraser, James Baillie,",The Persian adventurer,1830,m,high_male,64.99935000649994
mdp.39015055899481,"Bardsley, Wendy Louise.",The other concerto / | $c: Wendy Louise Bardsley.,2002,f,,64.99742920615826
mdp.39015070493674,"Jacks, L. P.",The legends of Smokeover,1921,m,high_male,64.99187601549806
uiuo.ark:/13960/t4fn1v66s,"James, G. P. R.",The fate,1851,m,mixed,64.97503590725668
uiuo.ark:/13960/t94751j3v,"Payn, James,",The talk of the town,1885,m,,64.97383486109648
uiuo.ark:/13960/t75t3x02t,"Black, William,",In far Lochaber,1888,m,high_female,64.96980814797828
uiuo.ark:/13960/t2794dz8h,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,64.92317424381147
inu.30000132088950,"Basnett, Fred.",Country matters.,1971,m,,64.90031539276077
uc1.$b86278,"Balchin, Nigel,",Last recollections of my Uncle Charles.,1954,m,,64.87744840811733
uc2.ark:/13960/t59c7659g,"Dickinson, Humphrey Neville,",Thomson's friend,1917,m,high_male,64.86135884546782
mdp.39015005515948,"Nichols, Beverley,",Laughter on the stairs / | $c: with drawings by William McLaren.,1953,m,,64.8613588454678
mdp.39015082670582,"Asher, Neal L.,",The gabble and other stories / | $c: Neal Asher.,2008,m,high_male,64.84599077191669
nyp.33433074862784,"Hall, Evelyn Beatrice,",Matthew Hargraves,1914,f,,64.83529171440497
uiuo.ark:/13960/t2d801965,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,64.8263194857112
uc1.32106018277571,"Gummerson, Drew",The lodger / | $c: Drew Gummerson,2002,m,,64.79605646279148
uc1.b3716770,"Raeburn, Anna.",Keeper of dreams.,1990,f,high_female,64.7937399278962
uiuo.ark:/13960/t3jw8ts57,"Harris, Richard,",Mayfair to Millbank,1870,m,mixed,64.7878198898607
mdp.39015034257892,Xiaoxiaosheng.,"The golden lotus : | a translation, from the Chinese original, of the novel Chin Pʻing Mei / | $c: by Clement Egerton.",1995,u,,64.78568565765708
osu.32435070795778,"Weyman, Stanley John,","The Castle Inn, | $c: by Stanley J. Weyman.",1927,m,high_male,64.78352731582706
uiuo.ark:/13960/t4xg9x52w,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,64.76930696841544
mdp.39015034647167,"Zelazny, Roger.",Doorways in the sand / | $c: Roger Zelazny.,1977,m,high_male,64.75635421725757
uiuo.ark:/13960/t63499v9f,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,64.74948646959007
uc1.b4395819,"Andreyev, Leonid,",He who gets slapped;,1922,m,mixed,64.74487436411286
inu.30000011910175,"Cockton, Henry,",The sisters;,1844,m,,64.73283321225895
nyp.33433074874268,"Lewis, M. G.",Romantic tales,1808,m,mixed,64.69816508815126
njp.32101064787946,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,64.69807564698075
uc1.b3327356,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,64.69142191745374
uiuo.ark:/13960/t4sj2431s,"Oliphant,",Kirsteen,1890,f,high_female,64.688155756457
mdp.39015064701926,"Kay, Jackie,",Wish I was here / | $c: Jackie Kay.,2006,u,,64.62585034013604
uc1.b4396710,"Tai, Hou-ying.",Stones of the wall / | $c: Dai Houying ; translated by Frances Wood.,1985,u,mixed,64.60698626557101
nyp.33433082300926,,Brother Reginald's golden secret,1871,u,high_male,64.60387623257395
uc2.ark:/13960/t9p26w66s,"Henty, G. A.",A search for a secret,1867,m,,64.58954879586628
uiuo.ark:/13960/t6sx6xb4r,"Riddell, J. H.,",Phemie Keller,1866,f,,64.58664546899841
inu.30000110585852,"Genney, Paul.",Pleading guilty / | $c: Paul Genney.,2007,m,high_female,64.5625621811562
inu.32000009255607,"Powys, John Cowper,",Jobber Skald : | a novel.,1935,m,mixed,64.56129433727443
mdp.39015031308128,"Trickett, Rachel,",A visit to Timon.,1970,f,mixed,64.56055780321942
mdp.39015059593296,"Evans, Lissa.",Odd one out / | $c: Lissa Evans.,2004,f,mixed,64.5577792123951
njp.32101067634111,"Hall, S. C.,",Midsummer Eve,1848,f,,64.55381021179798
uc1.$b803403,"Kilpatrick, Florence A. (Florence Antoinette),","The eldest Miss Grimmett, | $c: by Florence A. Kilpatrick.",1936,f,high_female,64.55324941410909
uc1.b3322475,"Cathcart,",The heir of Mordaunt,1835,f,high_female,64.5212261666491
mdp.39015030201027,"Urquhart, Fred,",The collected stories of Fred Urquhart.,1967,m,high_female,64.50979567223416
nyp.33433066630538,"Surtees, Robert Smith,","Ask mamma; or, The richest commoner in England",1872,m,,64.50337112508946
inu.32000011310887,"Tolstoy, Leo,",My husband and I;,1887,m,,64.49758932277533
uiuo.ark:/13960/t6h13cz91,"Fenn, George Manville,",The sapphire cross,1871,m,,64.48146157979582
mdp.39015030853074,"Burke, John Frederick,",The suburbs of pleasure | $c: [by] John Burke.,1967,m,mixed,64.45906849150789
mdp.39015058135206,"Armitage, Simon,",The white stuff / | $c: Simon Armitage.,2004,m,high_female,64.43791570646891
inu.30000067331961,"Kersh, Gerald,",Clock without hands / | $c: by Gerald Kersh.,1949,m,,64.43639282960271
inu.30000067263156,,Footprint : | recipes for life / | $c: MAMA East African Women's Group (Hooyada Africada Bari) ; edited by Amina Souleiman.,2000,u,high_female,64.42607108343176
uc1.$b243676,"Mortimer, John,",Answer yes or no / | $c: John Mortimer,1950,m,high_female,64.42536518663634
uiuo.ark:/13960/t49p3dr9w,,The eve of San-Pietro,1804,u,high_female,64.42440129737415
njp.32101067644037,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,64.42216122346088
uiuo.ark:/13960/t98635n8d,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,64.42192063219379
mdp.39015056908935,"Griffiths, Niall,",Stump / | $c: Niall Griffiths.,2003,m,high_male,64.42166910688141
uiuo.ark:/13960/t0sq9hv9b,, That little Frenchman,1874,u,mixed,64.40580096386613
uva.x002450454,"Lablache, Fanny,",Starlight stories,1884,f,high_female,64.39150032195751
mdp.39015006588399,"Mortimer, Penelope,",Long distance / | $c: Penelope Mortimer.,1974,f,high_female,64.37768240343347
mdp.39015000614779,"Smith, Emma,",The opportunity of a lifetime / | $c: by Emma Smith.,1978,f,,64.37293386351597
uiuo.ark:/13960/t0dv21x0d,"Jephson, R. Mounteney",The girl he left behind him,1876,m,,64.36041834271921
mdp.39015019954950,"Coppard, A. E. (Alfred Edgar),","Selected tales from his twelve volumes published between the wars, | $c: by A. E. Coppard.",1946,m,,64.35954498577111
mdp.39015040123294,,"The Golden Lotus; | a translation, from the Chinese original, of the novel Chin Pʻing Mei, | $c: by Clement Egerton.",1972,u,,64.35537367370178
njp.32101065848366,"Murray, David Christie,",The weaker vessel,1888,m,mixed,64.3525002839081
mdp.39015059405590,"Kaye-Smith, Sheila.","The ploughman's progress, | $c: by Sheila Kaye-Smith.",1933,f,,64.35159806468526
uc1.$b322782,"Borden, Mary.",Action for slander; | a novel | $c: by Mary Borden.,1936,f,,64.34889791183295
dul1.ark:/13960/t3jw91q2r,"Butler, Samuel,","Erewhon, or, Over the range",1872,m,high_female,64.3285387129146
njp.32101075688984,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,64.31394560209547
nyp.33433074937008,"Bateman, J. C.,","The two families; or, The power of religion",1864,f,,64.31360539009265
nyp.33433074878020,"Le Gallienne, Richard,",The book-bills of Narcissus,1895,m,,64.30149011714055
njp.32101067633261,"Diehl, Alice M.",The knave of hearts,1884,f,,64.28284451586981
mdp.39015012082031,"Jones, Eirwen",Folk tales of Wales / | $c: Eirwen Jones ; drawings by A. E. Bestall.,1978,u,mixed,64.27423674343866
nyp.33433074951884,"Davies, Florence H.",Silver thorns;,1898,f,high_female,64.26184560020565
uc2.ark:/13960/t18k75f7b,"Middleton, Richard,",The day before yesterday,1912,m,high_male,64.2593590647154
uiuo.ark:/13960/t3nw0002f,"Leys, John K.",The Lindsays,1888,m,,64.23006795955578
uiuo.ark:/13960/t9183kc4c,"Burrard, W. Dutton",A great platonic friendship,1887,u,high_female,64.21621319782781
mdp.39015082698401,"Holt, Hazel,",A time to die / | $c: Hazel Holt.,2008,f,high_female,64.21061080343527
uc1.$b169792,"Carson, Anthony",The golden kiss.,1966,m,mixed,64.20774773489335
mdp.39015056209573,"Kennedy, A. L.",Indelible acts / | $c: A.L. Kennedy.,2002,u,,64.18216572951403
uiuo.ark:/13960/t3xs61z24,"Crowberry, Daniel.","North of the Tweed, or, Lorance Langton: his life, incidents, and adventures in Scotland",1867,m,,64.16642744972224
mdp.49015002143544,"Shaw, Bernard,",Works.,1930,m,,64.16304963200604
inu.32000004611473,"Gilbert, Michael Francis,",Close quarters / | $c: by Michael Gilbert.,1951,m,high_male,64.16273570893881
njp.32101064789595,"Pickering, Ellen,","The prince and the pedlar, or, The siege of Bristol",1839,f,high_male,64.15369143808304
uc2.ark:/13960/t6ww7df79,"Marryat, Frederick,",The king's own,1830,m,,64.13956769931372
mdp.39015021854842,"Holbrook, David,",Jennifer / | $c: David Holbrook.,1991,m,,64.13718606535241
mdp.39015050655326,"Moravia, Alberto,","Bitter honeymoon, and other stories, | $c: by Alberto Moravia [pseud.]",1954,m,,64.13304289173678
uiuo.ark:/13960/t74t7970r,"Burney, Fanny,",The wanderer,1814,f,high_female,64.13134098634002
inu.30000110625906,"Rusbridge, Jane.",The devil's music / | $c: Jane Rusbridge.,2009,f,,64.10129977712471
inu.39000003982860,"Egbuna, Obi B.",The madness of Didi / | $c: Obi B. Egbuna.,1980,u,mixed,64.09628686649278
uiuo.ark:/13960/t1pg29s78,"Panton, J. E.",Having and holding,1890,f,mixed,64.09593714462939
uc1.$b787073,"Macfall, Haldane,",The wooings of Jezebel Pettyfer;,1898,m,mixed,64.08489525909592
uiuo.ark:/13960/t54f2cg8b,"Oliphant,",The prodigals and their inheritance,1894,f,,64.08113228574614
uc1.$b236276,"Hinde, Thomas,",For the good of the company / | $c: Thomas Hinde.,1961,m,,64.07428415369426
nyp.33433074961578,"Onions, Oliver,",Back o' the moon and other stories,1906,m,,64.06996847350757
inu.39000002585144,"Burley, W. J. (William John)",The schoolmaster : | a novel / | $c: by W. J. Burley.,1977,m,,64.0584963439785
mdp.39015050807968,"Muir, William.",The 18th pale descendant / | $c: William Muir.,2001,m,mixed,64.0176271792047
uiuo.ark:/13960/t8jd54p32,"Besant, Walter,",Children of Gibeon,1886,m,,64.01727211106368
mdp.39015048881968,"MacInnes, Colin.",All day Saturday.,1966,m,,64.01725096447043
hvd.hxkel8,"Brunton, Mary,",Self-control,1811,f,high_female,64.00085334471126
mdp.39015024974621,"Yaşar Kemal,",To crush the serpent / | $c: Yashar Kemal ; translated from the Turkish by Thilda Kemal.,1991,u,mixed,63.969781893505534
mdp.39015003929976,"Glaskin, G. M. (Gerald Marcus),",The man who didn't count.,1965,m,,63.96239606110641
uiuo.ark:/13960/t2k64w690,"Hamerton, Philip Gilbert,",Wenderholme,1869,m,mixed,63.93698370885656
inu.39000005915975,"Fuja, Abayomi,",Fourteen hundred cowries; | traditional stories of the Yoruba.,1962,u,high_male,63.93621422392718
uc1.b3548014,"Rowcroft, Charles,",Fanny the little milliner,1853,m,,63.924313612682575
uc2.ark:/13960/t41r71522,"Williamson, Henry,",Dandelion days,1922,m,high_male,63.91461008093188
uc1.32106016548742,"Welsh, Louise",The cutting room / | $c: Louise Welsh,2002,f,,63.894523326572
mdp.39015063975562,"Wyllarde, Dolf.",The holiday husband,1919,m,high_female,63.893994947459475
umn.319510020680239,"Rowdon, Maurice.",Perimeter West.,1956,m,,63.88663027064699
uc2.ark:/13960/t2f76k53s,"Blackmore, R. D.",Kit and Kitty,1890,m,,63.88306843154291
mdp.39015008776349,"Campbell, Michael,",Lord dismiss us.,1967,m,,63.868725204809806
mdp.39015003679555,"Taylor, Elizabeth,",Angel.,1957,f,high_female,63.86426460775904
uc2.ark:/13960/t3416vn3s,,The white house at St. Réal,1863,u,,63.85143178719076
nnc1.1002365359,"Sinclair, Catherine,",Modern flirtations,1841,f,,63.845438521006535
inu.39000005925479,"Amadu, Malum.",Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -,1972,u,high_male,63.84408602150537
uiuo.ark:/13960/t8rb7n92s,"Payn, James,",The burnt million,1890,m,,63.82721799582535
mdp.39015012988369,"Ransome, Arthur,",Pigeon post.,1958,m,high_female,63.8157244984008
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,63.802348469422384
nyp.33433075751960,"Stevenson, George,",Topham's folly,1913,m,high_female,63.801577095233824
uiuo.ark:/13960/t4gm8r74n,"Braddon, M. E.",An open verdict,1878,f,high_female,63.80047850358876
mdp.39015059378383,"Yonge, Charlotte M.",Heartsease;,1854,f,high_female,63.79607208270167
inu.30000110628322,"Redfern, Margaret,",Flint / | $c: by Margaret Redfern.,2009,f,high_male,63.74336624269915
mdp.39015063975406,"Wyndham, Horace,",Limelight,1914,m,mixed,63.67616123713686
osu.32435010562262,"Kenyon, C. Fred (Charles Frederick),",A Lover at forty / | $c: by Gerald Cumberland ; pseud. of Charles Frederick Kenyon.,1922,m,high_female,63.66298633974208
umn.31951002096203z,"Moore, Reginald Arthur,",Silence comes after : | twenty-two stories.,1947,m,,63.659653753590575
mdp.39015060123810,"McDonald, Paul,","Kiss me softly, Amy Turtle / | $c: Paul McDonald.",2004,m,,63.643773517490885
mdp.39015002385782,"Leverson, Ada.",The little Ottleys: | Love's shadow. Tenterhooks. Love at second sight. | $c: With a foreword by Celia MacInnes.,1962,f,high_female,63.64309314460072
hvd.hn5cdq,,More tales for idle hours,1831,u,,63.64247074214192
nc01.ark:/13960/t83j4gg8w,"Bradley-Birt, F. B.",Bengal fairy tales,1920,u,mixed,63.63892254408831
uc2.ark:/13960/t2v40mp0w,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,63.63736492357397
mdp.39015031886198,"Alverdes, Paul,","The whistlers' room, | $c: by Paul Alverdes.",1929,m,high_male,63.60219716681121
uiuo.ark:/13960/t1hh6xh40,"Halse, George.","Graham Aspen, painter",1889,m,,63.59053896859248
mdp.39015066609572,"Vittorini, Elio,",Tune for an elephant / | $c: Elio Vittorini ; translated from the Italian by Eric Mosbacher.,1955,m,high_female,63.58434008538468
uc1.$b154139,"Kramp, Willy,",The prophecy. | $c: [Translated from the German],1952,u,,63.57630538740083
mdp.39015014134996,"Nott, Kathleen.",Private fires : | a novel / | $c: Kathleen Nott.,1960,f,,63.53525085211984
uc2.ark:/13960/t2j67fq76,"Ritchie, Anne Thackeray,",Five old friends and A young prince,1890,f,high_female,63.50711703091525
mdp.39015068050775,"Fielding, Henry,",Works;,1893,m,,63.50599265639794
uc1.b3327283,"Whyte-Melville, G. J.",Black but comely,1879,m,,63.50358341649277
mdp.39015000607021,"Orwell, George,","Keep the aspidistra flying,",1936,m,,63.49687728043823
mdp.39015002178864,"Lessing, Doris May,",A proper marriage.,1954,f,high_female,63.49443489952939
uc1.b2806594,"Grayland, Valerie.",Night of the reaper.,1963,f,,63.49112600773706
mdp.39015037284893,Sony Lab'Ou Tansi.,The seven solitudes of Lorsa Lopez / | $c: Sony Labou Tansi ; translated from the French by Clive Wake.,1995,u,mixed,63.46131364919254
uiuo.ark:/13960/t4pk0r814,"Douglas, John,",Measure for measure,1886,m,,63.44788063611617
mdp.39015078545020,,The little Robinson and other tales,1886,u,,63.43165239454487
njp.32101067640688,,The School of fashion,1829,f,,63.42957130358705
njp.32101067176014,"Sheppard, Elizabeth Sara,",Charles Auchester,1911,f,,63.42533026475545
inu.30000045137340,"Katondwaci, Jackson.",Shadow of death / | $c: Jackson Katondwaci.,1993,m,mixed,63.42047776759918
uiuo.ark:/13960/t2s46xt21,"Carter, Robert S.",Talbot Hall,1855,m,mixed,63.41154090044389
nyp.33433034411052,"Wood, Henry,",Lady Adelaide's oath,1867,f,mixed,63.407610820294245
mdp.39015028028903,"Gorky, Maksim,",The Orloff couple and Malva,1901,m,high_male,63.40065249838195
mdp.39015018854870,"Brookner, Anita.",Brief lives / | $c: Anita Brookner.,1990,f,high_female,63.39597946788277
mdp.39015008009964,"Wain, John.",A winter in the hills.,1970,m,,63.391608208427414
mdp.39015061210319,"Smith, Sam,","Rooms : | &, Dialogues / | $c: Sam Smith.",2005,m,high_male,63.368009716428155
nyp.33433074868336,"Tynan, Katharine,",The way of a maid,1895,f,high_female,63.358864609146195
uiuo.ark:/13960/t4th95j1n,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,63.35239771227455
uiuo.ark:/13960/t7sn0tq36,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,63.34905328359259
uva.x030765296,"Caine, William,",Hoffman's chance,1912,m,mixed,63.34595943273046
mdp.39015019559114,"Ellis, Alice Thomas.",The inn at the edge of the world / | $c: Alice Thomas Ellis.,1990,f,,63.327044605987055
inu.32000002550475,"Trollope, Frances Milton,",The young countess,1848,f,high_female,63.31166324371902
uc2.ark:/13960/t7rn3298z,"Oliphant,",The Melvilles,1852,f,,63.307166371233215
uiuo.ark:/13960/t8mc9b524,"Grey, Herbert.",The three paths,1859,m,,63.30115524608324
nyp.33433088074210,"Bussey, George Moir.","Fables, original and selected",1842,m,,63.29054137028746
mdp.39015028028762,"Gorky, Maksim,","Decadence, | $c: by Maxim Gorky; translated from the Russian by Veronica Scott-Gatty ...",1928,m,,63.26428842561236
nyp.33433034410666,"Notley, F. E. M.",Olive Varcoe,1879,f,mixed,63.25818585255004
uiuo.ark:/13960/t5gb2cd8h,"Chandler, W. A.",Thrice,1876,u,mixed,63.24956820006325
njp.32101065203703,"Piddington, Rose.",The last of the Cavaliers,1859,f,,63.24868231911837
mdp.39015034322985,"Cronise, Florence M.","Cunnie Rabbit, Mr. Spider and the other beef;",1903,f,high_male,63.2457730741662
mdp.39015002179029,"Lessing, Doris May,",Martha Quest.,1952,f,high_female,63.24201569551844
wu.89100097930,"Duhamel, Georges,",The new book of martyrs,1918,u,high_male,63.22825399692891
uiuo.ark:/13960/t4hm5w02c,"Noble, Frances.",Violet Mortimer,1879,u,,63.22239693938754
uc1.b3687340,"De Camp, Etta,",Return of Frank R. Stockton,1913,f,,63.20432478954304
mdp.39015040179494,"Pears, Tim,",In a land of plenty / | $c: Tim Pears.,1997,m,,63.19789081885856
mdp.39015078812198,"Owen, Charlie,",Bravo jubilee / | $c: Charlie Owen.,2008,m,high_male,63.19058279771793
mdp.39015029208397,"Hill, Susan,",The mist in the mirror / | $c: Susan Hill.,1992,f,,63.18418925868784
mdp.39015063626538,"Ferrier, Susan,",Novels,1894,f,high_female,63.179997955941246
uiuo.ark:/13960/t4cn7n03t,"Manning, Anne,",Poplar house academy,1859,f,high_female,63.170143795195735
uc2.ark:/13960/t0gt5mj2w,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,63.163712447199075
njp.32101068167194,"Dallas, Robert Charles,",Percival,1801,m,,63.16297906333017
inu.39000003451189,"Craik, Dinah Maria Mulock,",Domestic stories,1867,f,,63.119757115174615
nyp.33433074931068,"Buchanan, Emily Handasyde,",For the week-end,1907,f,high_female,63.09218099707783
uc1.32106001601159,"Gorky, Maksim,","The outcasts, and other stories",1905,m,,63.08011174191223
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,63.05673509785766
nyp.33433066731575,"James, Henry,",The spoils of Poynton,1897,m,high_female,63.04917835912011
mdp.39015050023426,"Baricco, Alessandro,",City / | $c: Alessandro Baricco ; translated by Ann Goldstein.,2001,m,high_male,63.04740483249837
mdp.39015043828345,"Wagner, Martin,",Rachel's machine / | $c: Martin Wagner.,1997,m,high_female,63.0473814777758
uiuo.ark:/13960/t1jh42h3q,,Laura Erle,1873,u,high_female,63.04507723021961
uc1.b4411990,"Irving, W.",Old Christmas,1908,u,high_male,63.03845345660853
dul1.ark:/13960/t6058fr3w,"Bayfield, E. G.,",A winter in Bath,1807,f,high_female,63.03269478472966
wu.89052867785,"Staalesen, Gunnar,",Yours until death / | $c: Gunnar Staalesen ; translated by Margaret Amassian.,1993,m,high_male,63.03072747964632
uiuo.ark:/13960/t0xp7g23v,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,63.01272143621447
mdp.39015046831205,"(Charles Percy), Snow, C. P.",Death under sail.,1959,f,,63.00322491083442
wu.89098869050,"Pansy,","Workers together, or, An endless chain",1887,f,mixed,63.00071463497195
uiuo.ark:/13960/t4hm5jm5r,"Cook, Dutton,",Leo,1863,m,mixed,62.99934137052203
njp.32101051672564,"Bremer, Fredrika,",Fredrika Bremer's works,1852,f,high_female,62.98528133425663
njp.32101066121987,"Grey,",Alice Seymour,1831,f,high_female,62.96771693589403
mdp.39015037453761,"Unsworth, Barry,",Morality play / | $c: Barry Unsworth.,1995,m,high_male,62.96216911370699
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,62.95803740697772
mdp.39015056908968,"Litt, Toby,",Finding myself / | $c: Toby Litt.,2003,m,high_female,62.94888550496995
uiuo.ark:/13960/t19k4qp4t,"Grant, Louisa Keir.",Charles Stanley,1854,f,high_female,62.917210158827594
uc1.b3325594,"Mathers, Helen,",Story of a sin,1882,f,,62.91286568103177
mdp.39015046878438,"Kelman, James,",The good times / | $c: James Kelman.,1998,m,,62.90114037437827
njp.32101072041781,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,62.89901563040538
inu.39000002119589,"Sayers, Dorothy L. (Dorothy Leigh),",The unpleasantness at the Bellona Club / | $c: by Dorothy L. Sayers.,1935,f,,62.89509311671837
uc2.ark:/13960/t6d21sc53,"Straus, Ralph.",The scandalous Mr. Waldo,1909,m,,62.891901025044135
uc1.$b794772,"Frankau, Gilbert,","Martin Make-Believe, | a romance.",1930,m,mixed,62.88000567948439
mdp.39015014135498,"Morrison, Nancy Brysson.",The hidden fairing; | a novel.,1951,f,mixed,62.861006013307566
uc1.$b807494,"Bjørnson, Bjørnstjerne,","Pastor Sang, being the Norwegian drama Over aevne",1893,m,,62.853551225644246
mdp.39015053114644,"Nicoll, Ruaridh.",White male heart / | $c: Ruaridh Nicoll.,2001,u,,62.76338204967273
uiuo.ark:/13960/t55d9bk8w,"Martin, Herbert,",A girl's past,1893,f,high_female,62.75415432501632
nyp.33433074879234,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,62.735257214554586
mdp.39015066184444,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,62.735257214554586
mdp.39015019780264,"Clarke, Pauline,",The white elephant. | $c: Illustrated by Richard Kennedy.,1952,f,high_female,62.73374351550247
njp.32101063603953,"Eiloart, Elizabeth,","Ernie Elton, the lazy boy",1866,f,,62.72757871546158
uiuo.ark:/13960/t0qr5b57j,"Leys, John K.",The Lindsays,1888,m,,62.712413011814206
mdp.39015064690525,"Myerson, Julie.",The story of you / | $c: Julie Myerson.,2006,f,,62.71141347725288
uiuo.ark:/13960/t9183t92d,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,62.66387427647962
mdp.39015031238671,"Hanley, James,",Between the tides. | $c: With decorations by Timothy Hanley.,1939,m,high_male,62.64928149105289
uiuo.ark:/13960/t5n87hv4t,"Carey, Rosa Nouchette,",For Lilias,1885,f,high_female,62.6330953275711
njp.32101063693772,"Pardoe,",The rival beauties,1848,f,high_female,62.6262864975363
inu.30000111246181,"Thomas, Aneurin Gareth.",Luggage from elsewhere / | $c: Aneurin Gareth Thomas.,2007,m,,62.61740763932372
mdp.39015065767892,"Eliot, George,",The works of George Eliot,1878,f,,62.61331140309889
uc1.$b803406,"Kilpatrick, Florence A. (Florence Antoinette),","Six marriages, | $c: by Florence A. Kilpatrick.",1937,f,,62.61296915425236
njp.32101007059759,"James, G. P. R.",Forest days;,1843,m,,62.611937038600985
njp.32101066455070,"Blinkhoolie,",Blair Athol,1881,u,,62.60659312191015
mdp.39015056653242,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,62.60130792018333
uiuo.ark:/13960/t21c2mc0k,"Robinson, F. W.",The man she cared for,1884,m,mixed,62.60090277091365
mdp.39015030846482,"Bragg, Melvyn,",Josh Lawton | [a novel],1972,m,,62.59972996194919
uc1.b3326031,"Skene, Felicia,",Use and abuse,1849,f,mixed,62.59970517558208
uc1.$b302055,"Mordaunt, Elinor,",Mrs. Van Kleek / | $c: by Elinor Mordaunt.,1934,f,high_female,62.59965747357231
uc1.$b787181,"Doyle, Lynn,",Lobster salad,1922,m,,62.55187595481829
uiuo.ark:/13960/t78s57g82,"Knight, Wynter Frore.",Our vicar,1879,u,mixed,62.549878135582254
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,62.546910182636985
uiuo.ark:/13960/t3xs63p4b,"Grey, Elizabeth Caroline.",Mary Seaham. A novel,1852,f,,62.54483913099464
wu.89098987373,"Stern, G. B. (Gladys Bronwyn),","The Augs: | an exaggeration, | $c: by G. B. Stern.",1933,f,,62.53178699172078
uiuo.ark:/13960/t4qj7zt1d,"Merrick, Leonard,",Violet Moses,1891,m,high_female,62.518755626688005
mdp.39015055174513,"Baker, Howard.",Sawdust Caesar / | $c: Howard Baker.,1999,m,,62.49765633788732
uiuo.ark:/13960/t17m0zv9k,"Colmore, G.",A daughter of music,1894,u,high_female,62.495493113477394
mdp.39015047684694,"Warburton, Edward.","'Disallowed'; | the tragedy of the means test, | $c: by Edward Warburton and Carl Butler.",1935,m,,62.4930253319942
uc1.$b396622,"Patterson, Orlando,","An absence of ruins, | $c: [by] H. Orlando Patterson.",1967,m,,62.470716851475885
uc2.ark:/13960/t4jm23s9q,"Scott, Evelyn,",The narrow house,1921,f,high_female,62.46189081066611
mdp.39015063626512,"Ferrier, Susan,",Novels,1894,f,high_female,62.42443877268811
mdp.39015059400468,"Fortescue, J. W.",The drummer's coat,1899,m,,62.42331618485911
mdp.39015059407562,"Beresford, J. D. (John Davys),","Love's pilgrim, | $c: by J. D. Beresford.",1923,m,high_female,62.410639311894336
uc1.b4091420,"Johnson, Pamela Hansford,",A summer to decide.,1954,f,high_female,62.40547818900427
mdp.39015065597521,"Trollope, Frances Milton,",The widow married,1857,f,high_female,62.393122891343545
uiuo.ark:/13960/t6834cj82,"Oliphant,",Merkland,1851,f,high_female,62.39252507114269
uc1.b3327358,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,62.39144731295213
uc1.32106016613827,"Magnan, Pierre,",Beyond the grave / | $c: Pierre Magnan ; translated from the French by Patricia Clancy,2002,m,,62.37330422579137
mdp.39015066639884,"Bacchelli, Riccardo,",Nothing new under the sun.,1955,m,,62.360549258759825
uiuo.ark:/13960/t2z32gn5j,"West,",The infidel father,1802,f,high_female,62.34656899037524
umn.31951002077786s,"Oppenheim, E. Phillips (Edward Phillips),",As a man lives.,1926,m,,62.33224357914288
uiuo.ark:/13960/t3ws92630,"Fitzgerald, Percy Hetherington,",The second Mrs. Tillotson,1866,m,,62.32543108423168
mdp.39015008008206,"Braine, John.",Stay with me till morning.,1970,m,mixed,62.31935445744555
inu.30000006633014,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,,62.31235484053702
uiuo.ark:/13960/t5r78qs7t,"Grant, Maria M.",One May day,1882,f,,62.30307777204193
uc1.$b787419,"O'Flaherty, Liam,","Return of the brute, | $c: by Liam O'Flaherty.",1929,m,high_male,62.30230997795457
uc1.b4091175,"Lessing, Doris May,",This was the old chief's country : | stories / | $c: by Doris Lessing.,1951,f,high_female,62.290595063942234
