htid,author,title,year,authgender,female_category,gb_strict_london_intensity
uc1.b5015220,"Hegarty, Walter.",You can't get there from here / | $c: Walter Hegarty.,1975,m,,1.376026860044308
wu.89046632451,"Cordelli, Franco,",Pinkerton / | $c: Franco Cordelli ; translated by Teresa Waugh.,1990,m,,1.3752888106502366
mdp.39015014138302,"Lytton, David.",The freedom of the cage.,1966,m,mixed,1.375156424043235
njp.32101068169513,"Gerard, E.",Beggar my neighbor,1882,f,high_female,1.37379621107005
inu.30000110540436,"Alport, Hugh.",Doctor! Doctor! : | tales of an Irish practice / | $c: Hugh and Alice Alport.,2007,m,,1.3725328721622885
inu.30000076343411,"Krasznahorkai, László.",The melancholy of resistance / | $c: László Krasznahorkai ; translated by George Szirtes.,1998,u,,1.3722786000013725
inu.39000007434207,"Le Breton, Auguste,",The law of the streets. | $c: Translated by Nigel Ryan.,1957,m,high_male,1.3713846871185835
mdp.39015010389347,"O'Connor, John J. (John Joseph),","Come day, go day.",1984,m,,1.3713470742310172
mdp.39015014117751,"Porter, Anna Maria,",Roche-blanche;,1822,f,high_male,1.3710650433256553
mdp.39015059375991,,The New British novelist;,1830,u,high_male,1.3702947504008112
uc1.b3346278,"Dunning, Philip,",Broadway : | a novel / | $c: by Philip Dunning and George Abbott.,1928,m,mixed,1.369881779202455
mdp.39015037036558,"Karodia, Farida.",Coming home and other stories / | $c: Farida Karodia.,1988,f,mixed,1.3690940704535808
mdp.39015029934554,"Pownall, David,",The Sphinx and the Sybarites / | $c: David Pownall.,1993,m,high_male,1.366829775019819
njp.32101064912254,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,1.3655046222331462
uc1.$b103174,"Mitchison, Naomi,",Behold your king : | a novel / | $c: by Naomi Mitchison.,1957,f,mixed,1.3654859764590217
inu.30000079547562,"Shah, Amina.",Arabian fairy tales / | $c: retold by Amina Shah.,1989,f,,1.3653927552260408
njp.32101035558707,"Cornford, L. Cope",The master-beggars of Belgium,1896,u,,1.364964101444132
inu.30000003141797,"Lamport, F. J. (Francis John)",The Penguin book of German stories / | $c: edited by F. J. Lamport.,1974,m,,1.3647591882412349
uc1.b3888656,"Williamson, Henry,","Salar the salmon, | $c: by Henry Williamson.",1935,m,high_male,1.3645170973992304
wu.89092531763,"Hogg, James,",The three perils of woman,1823,m,,1.3643495463537758
uc1.$b119611,"Gordon, Gerald,",The crooked rain.,1954,m,,1.3637634415934212
uc1.$b311939,"Ramuz, C. F. (Charles Ferdinand),","Beauty on earth, translated from the French.",1929,m,high_female,1.363196422972586
njp.32101067647790,"James, G. P. R.",The woodman,1849,m,,1.3631220948460354
uc2.ark:/13960/t6833x99n,"Fielding, H.",Love's legend,1914,m,high_female,1.362899159091219
uc1.$b745779,"Douglas, Keith Castellain,",Alamein to Zem Zem.,1946,m,high_male,1.3610256689441165
nyp.33433076079031,"Scott, Walter,",The handy volume  Waverly,1877,m,,1.3597240666627386
uc1.b4376800,,Fire from the ashes : | short stories about Hiroshima and Nagasaki / | $c: edited by Kenzaburō Ōe,1985,u,,1.3590464929805248
uc1.32106013035099,,The star : | & other Korean short stories / | $c: translated from the Korean by Agnita Tennant,1996,u,high_male,1.3581051716644936
uiuo.ark:/13960/t9z03hb2r,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps",1809,f,,1.358086727418413
wu.89092531755,"Hogg, James,",The three perils of woman,1823,m,,1.3570178176439456
njp.32101068970662,"Kavanagh, Julia,","Seven years, and other tales",1860,f,,1.355950589160531
uc1.b3872886,"Graves, Robert,","The Golden Fleece, | $c: by Robert Graves.",1944,m,,1.3552339133734483
mdp.49015000752700,"Wideman, John Edgar.",Damballah / | $c: John Edgar Wideman.,1981,m,high_female,1.355160450997398
mdp.39015041543987,"Edgell, Zee.",The festival of San Joaquin / | $c: Zee Edgell.,1997,f,high_female,1.3549768298962088
mdp.39015030930625,,Canadian short stories / | $c: with an introduction.,1960,u,mixed,1.3547932585487454
mdp.39015014204542,"Rybakov, Vladimir.",The burden / | $c: Vladimir Rybakov ; translated by J.R. Dorrell.,1984,m,,1.35420616434646
mdp.39015050657850,"Halter, Toni.",The high meadows / | $c: Toni Halter ; translated from the Romansh by Anna Lee-Samos.,1980,f,high_male,1.3531250422851575
uiuo.ark:/13960/t3jw90w9z,Oliphant,"John, a love story",1870,f,high_female,1.3524113494360446
coo.31924001450448,"Richmond, William Kenneth.","Saga of swans and Harrier over the fen, | $c: by W. Kenneth Richmond.",1949,m,high_male,1.3520273650338683
mdp.39015025258610,"Page, Kathy,",Island paradise.,1989,f,,1.3518445919457098
uc1.b3339464,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,1.349048246462121
uc2.ark:/13960/t10p0xs0f,"Harding, Ellison.",The woman who vowed,1908,m,high_female,1.3452613170108294
uc1.b4018255,"Fisher, Ruth B.",Twilight tales of the black Baganda,1911,f,high_male,1.34401376270093
umn.31951002047679b,"Meersch, Maxence van der,",The bellringer's wife.,1951,m,mixed,1.3426964029163366
uc1.31822004671095,"Fison, Lorimer,",Tales from old Fiji,1904,u,high_female,1.3426964029163366
uc2.ark:/13960/t1bk1951v,"Jacob, Violet.",Tales of my own country,1922,f,,1.3408060926228849
nyp.33433075768782,"Taylor, Isaac,",The temple of Melekartha,1831,m,high_female,1.3405364827003767
inu.30000036605800,"Narayan, R. K.,","An astrologer's day, | and other stories.",1947,m,high_male,1.340446636819388
uiuo.ark:/13960/t1bk20m2t,"Scott, Walter,",Chronicles of the Canongate,1828,m,,1.3402849445792175
uc1.b3762859,"Japrisot, Sébastien,",The 10:30 from Marseille. | $c: Translated by Francis Price.,1964,u,,1.3385268173847864
inu.30000126982374,"Brijs, Stefan,",The angel maker / | $c: Stefan Brijs ; translated from the Dutch by Hester Velmans.,2008,m,high_male,1.338517859174536
uc1.$b391214,"Agunwa, Clement,",More than once: | a novel.,1967,m,high_male,1.3378821325841193
mdp.39015019555567,"Davy, Ross,",Kenzo : | a Tokyo story / | $c: Ross Davy.,1985,m,,1.3368983957219251
mdp.39015032233440,,The alphabet garden : | European short stories / | $c: edited by Pete Ayrton.,1994,u,,1.336094595497361
mdp.39015047673622,"Grey, Zane,","Tales of swordfish and tuna, | $c: by Zane Grey, with ninety illustrations from photographs taken by the author and from drawings by Frank E. Phares.",1927,m,high_male,1.335648457326032
mdp.39015033284335,"Farmer, Philip José.",Dare / | $c: Philip José Farmer.,1977,m,mixed,1.3350065415320536
uc2.ark:/13960/t0000420b,"Sheppard, Alfred Tresidder,",The autobiography of Judas Iscariot,1920,m,,1.3343474373857465
mdp.39015014603172,"Chodzko, Alexander,",Fairy tales of the Slav peasants and herdsmen,1896,f,mixed,1.334009231343881
uc1.b4223371,"Beyerlein, Franz Adam,",Jena or Sedan?,1905,m,,1.3323829001978589
mdp.39015052285676,"Gokhale, Namita,",The book of shadows / | $c: Namita Gokhale.,1999,u,,1.331699781601236
mdp.39015014445582,"Ferlet, René,",Aconcagua: | south face. | $c: Translated from the French by E. Noel Bowman.,1956,u,high_male,1.3315224627839473
njp.32101068169505,"Gerard, E.",Beggar my neighbor,1882,f,high_female,1.3315047334993275
mdp.39015002189283,"Golding, William,","Lord of the flies, | a novel.",1955,m,high_male,1.3308667935426344
uc2.ark:/13960/t9862cg69,"Heidenstam, Verner von,",A king and his campaigners,1902,u,,1.3302294645826405
wu.89100339167,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,1.3301645856980704
uc1.$b243207,"Grayland, Valerie.",The dead men of Eden.,1962,f,mixed,1.3296457823635783
mdp.39015029273334,"Palmer, William,",Leporello.,1992,m,mixed,1.3295927457419792
uiuo.ark:/13960/t43r1hn5x,"Pottinger, Henry,","Blue and green, or, The gift of God",1879,m,,1.3293099552022545
mdp.39015011296202,"Rasputin, Valentin Grigorʹevich.",You live and love and other stories / | $c: Valentin Rasputin ; translated by Alan Myers.,1985,m,,1.3292569453675396
inu.39000008990975,"Baum, Vicki,",Central stores / | $c: Vicki Baum.,1940,f,high_female,1.329168605037549
uiuo.ark:/13960/t0tq6j43m,"Rolfe, Ann,",The oath of allegiance,1847,f,mixed,1.3275628601014258
uc2.ark:/13960/t03x8895t,"Mather, Marshall,",The sign of the wooden shoon,1896,m,high_male,1.3265590385100088
mdp.39015002711011,"Prebble, John,",The buffalo soldiers.,1959,m,high_male,1.3258379295714893
mdp.39015015383980,"Saʻdāwī, Nawāl.",The fall of the imam / | $c: Nawal El Saadawi ; translated from the Arabic by Sherif Hetata.,1988,f,,1.3249947000212
uc1.$b785374,"Joseph, M. K.",The hole in the zero:,1967,u,high_male,1.3245208545808551
uc1.b3768656,"Queneau, Raymond,",The Sunday of life / | $c: Raymond Queneau ; translated by Barbara Wright.,1976,m,,1.3242928276300456
uc1.$b794634,"Meiring, Jane.",Candle in the wind.,1959,f,high_female,1.3237669111222896
mdp.39015056817649,"Citron, Lana,",Spilt milk / | $c: Lana Citron.,2001,f,,1.323574179714902
mdp.39015001802647,"Zola, Émile,",The fortune of the Rougons,1886,m,high_male,1.3225763787858749
mdp.39015033265276,"Davis, Lindsey.",Last act in Palmyra / | $c: Lindsey Davis.,1994,u,,1.321291959277782
uc1.b3723293,"Vučo, Aleksandar.",The holidays. | $c: Translated by Alec Brown.,1959,u,,1.3199664728515896
mdp.39015029966465,"Boult, Katharine F.,",Asgard & the Norse heroes,1914,f,,1.3177140297012742
uc1.b4350201,"Larsen, May,",The golden cowrie : | New Caledonia: its people and places.,1961,f,high_male,1.3161358252171624
mdp.39015033576516,"Guicciardi-Fiastri, Virginia,",From opposite shores,1914,f,high_female,1.314907101813257
mdp.39015050154411,"Leitao, Lino.",The gift of the holy cross / | $c: Lino Leitão.,1999,m,,1.3145441161005362
uc1.b4929388,,"Roubles in words kopeks in figures, and other stories / | $c: by Vasily Shukshin ; translated from the Russian by Natasha Ward and David Iliffe.",1984,u,high_male,1.314336785657957
inu.32000009193022,"Chaplin, Sid.",The watchers and the watched / | $c: Sid Chaplin.,1962,m,mixed,1.3139741147099402
uc1.l0072665615,"McIver, G. M.",Neuroomia,1894,u,high_male,1.312783889516108
hvd.hxjh6y,,The fables of Pilpay,1818,m,high_male,1.3126460318710456
uc2.ark:/13960/t81j99n9t,"Moore, Henry Charles.","The Dacoit's treasure, or, In the days of Po Thaw",1897,m,high_male,1.3116646335864846
mdp.39015021998029,"Tournier, Michel.",The midnight love feast / | $c: by Michel Tournier ; translated from the French by Barbara Wright.,1991,m,,1.3116130216940791
uc1.32106017269595,"Wu, Cheng'en,",Monkey. | $c: Translated from the Chinese by Arthur Waley,1942,u,high_male,1.311441011383308
uc1.$b63261,"Wu, Cheng'en,",Monkey. | $c: Translated from the Chinese by Arthur Waley.,1942,u,high_male,1.311355023145416
uc1.$b120269,"Grossman, Alfred,",The do-gooders.,1968,m,high_female,1.3113378268509532
uc1.b4450849,"Fine, Anne.",Taking the devil's advice / | $c: Anne Fine.,1990,f,,1.3104098962155362
njp.32101067866838,"Chekhov, Anton Pavlovich,",The cook's wedding and other stories,1922,m,,1.3099635830123924
uc1.b4948526,"Brown, George Mackay.",Magnus: | a novel.,1973,m,,1.3094146916328402
uc1.b3810867,"Byrne, Donn,",Brother Saul / | $c: by Donn Byrne.,1927,m,high_male,1.3090290277186896
mdp.39015003463588,"Kent, John.","Stories from ancient Greece, | $c: with decorations by Ann Buckmaster.",1947,m,,1.3079076094064714
mdp.39015066663462,"Slotine, Henri,",Fugue in a garden; | $c: translated by Philippe Green and T. Ritchie.,1968,u,mixed,1.3078562927505526
uc1.$b56506,"Driberg, Jack Herbert.",People of the small arrow / | $c: by J. H. Driberg ; with drawings by Pearl Binder.,1930,m,high_male,1.3070186903672725
uiuo.ark:/13960/t0tq5v60d,"Gautier, Théophile,",Mademoiselle de Maupin,1899,f,,1.3069759843162885
mdp.39015066055040,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,1.3064039923706008
uc2.ark:/13960/t0gt5np3k,"Douglas, George,",The new border tales,1895,m,,1.3063186633747437
nyp.33433075865703,"Navarro Villoslada, Francisco,",Doña Blanca of Navarre,1854,m,mixed,1.3058921855411618
uc1.$b312109,"Simenon, Georges,",The burgomaster of Furnes / | $c: Georges Simenon ; translated from the French by Geoffrey Sainsbury.,1952,m,mixed,1.304393196285088
uc1.$b787406,"Nichols, Wallace B. (Wallace Bertram),","Old Apollo, | $c: by Wallace B. Nichols.",1946,m,,1.3040444939981353
inu.30000053369009,"Palmer, Martin.",Essential Chinese mythology / | $c: Martin Palmer and Zhao Xiaomin ; with Joanne O'Brien and James Palmer.,1997,m,high_male,1.3039679745465451
mdp.39015013446607,"Pavese, Cesare.","Summer storm, and other stories; | $c: translated and with an introduction by A. E. Murch.",1966,m,mixed,1.3038319621367198
mdp.39015066580484,"Murciaux, Christian,","The unforsaken, | a novel. | $c: Translated from the French by Peter Wiles.",1963,m,high_male,1.3036874800372855
mdp.39015036624222,"Tolstoy, Leo,","The long exile, and other stories for children",1889,m,high_male,1.3034750645220157
uc1.b3548195,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,high_male,1.3030589308401472
mdp.39015033860191,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,1.3030504410825745
njp.32101035558053,"Radcliffe, Ann Ward,",The romance of the forest,1820,f,,1.3024394691256724
uc1.$b119435,"Rodoreda, Mercè,",The pigeon girl: | a novel; | $c: translated from the Catalan by Eda O'Shiel.,1967,u,high_female,1.2999675008124796
inu.30000038734996,"Tolstai͡a, Tatʹi͡ana,",Sleepwalker in a fog / | $c: Tatyana Tolstaya ; translated from the Russian by Jamey Gambrell.,1991,u,,1.2996464961530465
mdp.39015029925230,"Ginzburg, Natalia.",The city and the house / | $c: Natalia Ginzburg ; translated from the Italian by Dick Davis.,1986,f,,1.2993087677355646
mdp.39015050607830,"Mikdadi, F. J.",Tamra / | $c: Faysal Mikdadi.,1988,u,,1.2946827379950543
mdp.49015001327015,"Coulter, Stephen,",Damned shall be desire; | the passionate life of Guy de Maupassant.,1958,m,mixed,1.2941716977591418
uc1.b4082975,"Williams, Tennessee,",Three players of a summer game : | and other stories / | $c: Tennessee Williams.,1960,m,,1.293209357662912
inu.30000055840536,"Mousley, K. M. (Keith M.),",The baobab tree / | $c: K.M. Mousley.,1997,m,high_male,1.2929585477489591
uc1.$b799192,"Engstrand, Stuart David,",The scattered seed.,1954,m,mixed,1.2929585477489591
mdp.39015013763563,"Druon, Maurice,","The last detachment: the cadets of Saumur, 1940; | a novel. | $c: Translated from the French by Humphrey Hare.",1957,m,,1.292407108239095
inu.30000078265943,"Hedges, Dick.",Jade Sea B.C. : | a book of the Turkana Trilogy / | $c: by Dick Hedges.,1999,m,high_male,1.2922233995813197
uc1.$b361314,"Canaday, John,","The Cabinda affair, | $c: by Matthew Head [pseud.]",1950,m,,1.291138913635718
uiuo.ark:/13960/t5h99gc5g,"Cuthbertson, Catherine.",Forest of Montalbano,1810,f,mixed,1.290505749203113
nyp.33433074833298,"Blissett, Nellie K.",The bindweed,1904,f,,1.290472441961002
uc1.$b568065,"Meester, James.",And the river flowed on; | an adventurous journey down the Tana River.,1958,m,high_male,1.2903725305495697
inu.32000009218639,"Golding, William,","Sometime, never; | three tales of imagination, | $c: by William Golding, John Wyndham [and] Mervyn Peake.",1956,m,mixed,1.2893410178057991
mdp.39015059384290,"Aiken, Conrad,","King Coffin, | $c: by Conrad Aiken.",1935,m,high_male,1.2878797635452754
mdp.39015029877738,"Groult, Benoîte",Salt on our skin / | $c: Benoîte Groult ; translated by Mo Teitelbaum.,1992,u,high_male,1.287365792116172
uiuo.ark:/13960/t39z9jk92,"Grey, Edward.",Dr. Sinclair's sister,1891,m,,1.2866204341057346
uc1.b3469109,"Tarsis, Valeriĭ.",The pleasure factory,1967,u,mixed,1.286570774258292
uc1.$b323494,"Burnett, W. R. (William Riley),","Tomorrows another day, | $c: by W.R. Burnett ...",1946,m,,1.28628944084998
mdp.39015066824171,"McCall Smith, Alexander,",The good husband of Zebra Drive / | $c: Alexander McCall Smith.,2007,m,high_male,1.285545328328277
mdp.39015020809144,"Chekhov, Anton Pavlovich,","The kiss, and other stories",1908,m,high_female,1.2854792266556971
mdp.39015033556617,"Pavese, Cesare.","Festival night, and other stories.",1964,m,,1.2849671690888298
mdp.39015028749664,"Farmer, Philip José.",The alley god / | $c: Philip José Farmer.,1972,m,high_female,1.2839772479231668
mdp.39015033442453,"Proust, Marcel,","The Guermantes way, | $c: by Marcel Proust: translated by C. K. Scott Moncrieff ...",1925,m,high_male,1.2839525194358312
mdp.39015017744668,"Borodin, Leonid,",The third truth / | $c: Leonid Borodin ; translated from the Russian by Catriona Kelly.,1989,u,high_male,1.2831699430272543
nyp.33433067294730,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,,1.282857179510205
mdp.39015053680529,"Green, Julien,",Moira;,1951,m,high_male,1.2824458807838308
uc2.ark:/13960/t00z75s7v,"Art͡sybashev, M.",Tales of the revolution,1917,m,high_female,1.2819526703074122
inu.30000041634266,"Proust, Marcel,",Remembrance of things past / | $c: [Marcel Proust ; translated by C.K. Scott Moncrieff].,1949,m,high_male,1.2812792291824158
uc1.$b242722,"Kirstein, Lincoln,",For my brother : | a true story / | $c: by José Martínez Berlanga as told to Lincoln Kirstein.,1943,m,mixed,1.2765359919322925
nyp.33433082539549,"Henty, G. A.",For the temple;,1887,m,high_male,1.2760961666071156
uiuo.ark:/13960/t4wh34v61,"Oliphant,",Miss Marjoribanks,1866,f,high_female,1.2759821872886654
uc1.$b243637,"Onions, Oliver,",The story of Ragged Robyn.,1949,m,,1.275591555583902
uc2.ark:/13960/t3vt1jm0q,"Baillie, W. W.,",Days and nights of shikar,1921,f,,1.2752824750682277
mdp.39015017695944,,"The story of Burnt Njal, from the Icelandic of the Njals saga, | $c: by George Webbe Dasent.",1923,u,,1.2751849018107626
uc1.$b82976,"Krasnov, P. N. (Petr Nikolaevich),","From the two-headed eagle to the red flag, 1894-1921, | $c: by P. N. Krassnoff.  Translated from the 2d Russian ed.",1923,u,high_female,1.2751442506933597
inu.32000007466461,"Mackworth, Cecily.",I came out of France.,1942,u,,1.2748922716030495
mdp.39015055080876,"Charry, Brinda.",The hottest day of the year / | $c: Brinda Charry.,2001,f,high_female,1.2746160219233955
njp.32101068169380,"Aulney, Léonie, d',",The notary's daughter,1878,m,mixed,1.27396649468119
mdp.39015018648249,"Byng, Lucy Margaret (Greenly) Schomberg.",Roumanian stories,1921,f,,1.2739502649816552
uc1.$b244386,"Wilson, Phillip.",Beneath the thunder.,1963,m,,1.2739015783640557
uc2.ark:/13960/t1wd3vq81,"Taylor, Meadows,",Tippoo Sultaun,1840,m,,1.2737555408366026
mdp.39015030062650,,"The story of Burnt Njal, from the Icelandic of the Njals saga, | $c: by George Webbe Dasent.",1923,u,,1.273074474856779
uc1.b4097002,"Asterisk,","Gone native; | a tale of the South Seas, | $c: by ""Asterisk"" [pseud.].",1924,u,high_male,1.270987175739397
mdp.39015018386261,"Allen, Hugh,",The lonely tiger / | $c: Hugh Allen.,1987,m,mixed,1.2700993217669625
mdp.39015038144773,"Leonov, Leonid,",Sot / | $c: Leonid Leonov ; with a foreword by Maxim Gorky [pseud.] ; [translated from the Russian by Ivor Montagu & Sergei Nolbandov],1931,u,,1.2700831904489744
uc1.32106002042221,"Head, Bessie,",When rain clouds gather: | a novel.,1969,f,,1.2697284050941504
uc1.32106001785135,"Vian, Boris,",Heartsnatcher; | $c: translated from the French by Stanley Chapman.,1968,m,,1.269341592515962
uc1.b3796822,"Baybars, Taner.","A trap for the burglar, | a novel. | $c: Specially illustrated with 15 original drawings by Arthur Boyd.",1965,u,mixed,1.2669935510028254
mdp.39015013326197,"Synge, Ursula,",Kalevala : | heroic tales from Finland / | $c: Ursula Synge.,1977,f,high_female,1.2650701481397144
mdp.39015001511008,"Camus, Albert,",Collected fiction.,1960,m,,1.264872795959153
mdp.39015003666040,"Goddard, Donald.",Easy money / | $c: Donald Goddard.,1980,m,high_male,1.264558226583543
mdp.39015066986780,"Romanov, Panteleĭmon,",On the Volga and other stories | $c: [by] Panteleimon Romanof; translated by Ann Gretton.,1934,u,mixed,1.264142595284748
mdp.39015060403311,"Hill, Eleanor,",A passionate development / | $c: Eleanor Hill.,2003,f,high_female,1.2635675566394158
mdp.39015082675789,"Swainston, Steph.",The modern world / | $c: Steph Swainston.,2008,f,high_female,1.2628175986260544
wu.89092531771,"Hogg, James,",The three perils of woman,1823,m,,1.2617341273846776
uc1.b3711108,"Masters, John,",Trial at Monomoy.,1964,m,,1.2607717183688136
uc1.b3117791,"Evans, Colin,",An end to asking why.,1967,m,high_male,1.259429981990151
nyp.33433075908982,"Lennep, J. van","The rose of Dekama; or, The Friesian heiress",1847,m,high_male,1.2582309273161936
mdp.39015037500116,,"Roubles in words kopeks in figures, and other stories / | $c: by Vasily Shukshin ; translated from the Russian by Natasha Ward and David Iliffe.",1984,u,high_male,1.2566918842838113
uc1.b4084443,"Stephens, James,",Irish fairy tales,1920,m,high_male,1.255209117839032
mdp.39015051149857,"Hanley, Clifford.",The taste of too much / | $c: Clifford Hanley.,1989,m,mixed,1.2537612838515546
mdp.39015016451323,"Bergamini, David,",The fleet in the window : | a novel / | $c: by David Bergamini.,1961,m,,1.2535883967857993
mdp.39015056807418,"Lingard, Joan",The kiss / | $c: Joan Lingard,2002,f,mixed,1.2534469791927805
uc1.32106011364442,"Lingard, Joan",The kiss / | $c: Joan Lingard,2002,f,,1.2530386186502267
uiuo.ark:/13960/t6251zn27,"Cuthbertson, Catherine.",Forest of Montalbano,1810,f,mixed,1.2529915172474282
uc1.b5041314,"Angulo, Jaime de.","Red Indian tales; | $c: written and illustrated by Jaime de Angulo, with a foreword by Carl Carmer.",1954,m,high_male,1.2527246761706712
uc1.b3739869,"Baring-Gould, S.",In exitu Israel;,1870,m,,1.251517464926223
wu.89012948386,"Traven, B.",March to the Montería / | $c: B. Traven.,1982,u,high_male,1.2496407282906163
inu.30000066055785,"Shukshin, Vasiliĭ Makarovich.","Roubles in words, kopeks in figures and other stories / | $c: Vasily Shukshin ; translated from the Russian by Natasha Ward and David Iliffe ; introduction by Yevgeny Yevtushenko.",1985,u,high_male,1.2490320001998452
mdp.39015078787556,"McCall Smith, Alexander,",Tea time for the traditionally built / | $c: Alexander McCall Smith.,2009,m,high_male,1.2480810753466545
mdp.39015061135110,"Shafak, Elif,",The flea palace / | $c: by Elif Shafak ; translated by Müge Göçek.,2004,u,,1.2480265580051544
mdp.39015001687220,"Faulkner, William,",Faulkner's county; | tales of Yoknapatawpha County.,1955,m,,1.2473545688518932
njp.32101013572068,"Freytag, Gustav,",Our forefathers,1873,m,,1.2468128346913203
wu.89016085169,"Haag, Lina.",How long the night; | $c: tr. by E. W. Dickes and Arnold Bender.,1948,f,,1.2464942349641632
uc1.$b440997,"Kennedy, Grace,",Father Clement,1825,f,,1.2461369753763334
uc2.ark:/13960/t38053876,"Ouida,",Pascarel,1873,f,mixed,1.2455006289778177
mdp.39015013790400,"O'Flaherty, Liam,",Insurrection.,1950,m,,1.2454540925621482
uc1.$b447386,"Kuncewiczowa, Maria Szczepańska,","The forester, | a novel. | $c: [Translated from the Polish by H. C. Stevens]",1954,f,,1.2451439386393066
mdp.39015008516778,"Rab, Gusztáv,",Sabaria. | $c: Translated from the Hungarian by Florence Ignotus and Anthony Rhodes.,1963,u,,1.2449579204222898
uc1.32106001622791,"Mishima, Yukio,",New writing in Japan; | $c: edited by Yukio Mishima and Geoffrey Bownas.,1972,m,high_female,1.2442453651860146
uc1.b3157702,"Bruckner, Karl,",The hour of the robots. | $c: Translated by Frances Lobb.,1964,m,,1.243781094527363
inu.39000002336563,"Sargeson, Frank.","That summer, and other stories | $c: [by] Frank Sargeson.",1946,m,mixed,1.2428690388893722
njp.32101067629962,"Bray,",De Foix,1884,f,high_male,1.2415034606908966
mdp.39015064690483,"Harvey, Kenneth J.",Inside / | $c: Kenneth J. Harvey.,2006,m,,1.241326232947281
hvd.hwnetk,"Ward, Catherine G.","The forest girl, or, The mountain hut",1826,f,,1.23964124782288
uc1.b3346922,"Forrest, David,",The last blue sea / | $c: David Forrest.,1959,m,high_male,1.2385741534345662
uc2.ark:/13960/t54f1ww6k,"Woolf, Leonard,",The village in the jungle,1913,m,high_male,1.237654397386074
mdp.39015019139545,"Vincenz, Stanisław,","On the high uplands : | sagas, songs, tales and legends of the Carpathians / | $f: translated by H.C. Stevens; illus. by Z. Czermanski. -",1955,u,high_male,1.236200907371466
uc1.$b305461,"Heidenstam, Verner von,",The tree of the Folkungs.,1925,u,,1.2356204668174124
uc1.$b112597,"Barns, H. E.","Naju of the Nile, | $c: by H.E. Barns. With sixteen full-page illustrations by Warwick Reynolds.",1924,u,high_male,1.235589932413231
mdp.39015008376769,"Hanley, James,",Drift | $c: [by] James Hanley.,1944,m,mixed,1.2351626091574957
mdp.39015036718743,"David, Janina,",A touch of earth; | a wartime childhood.,1966,f,high_female,1.2348423106369315
inu.30000111286070,"Uri, Helene,",Honey tongues : | a novel / | $c: by Helene Uri ; translated from the Norwegian by Kari Dickson.,2007,f,high_female,1.2344916980433307
inu.30000060951062,"Geldart, Edmund Martin,",Folk-lore of modern Greece,1884,m,high_male,1.234445980643887
uc1.31175029135012,"Clement, George.",The strange cult / | $c: by George Clement.,1920,m,high_female,1.2341260536351182
mdp.39015005674315,"Bowles, Jane Auer,",Two serious ladies.,1965,f,high_female,1.2315119271930148
uc2.ark:/13960/t75t3jg6g,"Trollope, Thomas Adolphus,",Giulio Malatesta,1863,m,mixed,1.2309964916599987
mdp.39015002715087,"pseud. Richardson, Henry Handel,","The end of a childhood, and other stories, | $c: by Henry Handel Richardson [pseud.]",1934,m,high_female,1.2298307752853208
mdp.39015030750791,"Howells, William Dean,",The rise of Silas Lapham,1891,m,,1.2298005263546252
mdp.39015069302696,"Buckingham, Will.",Cargo fever / | $c: Will Buckingham.,2007,m,,1.2294981188678782
mdp.39015022101409,"Amosov, Nikolaĭ Mikhaĭlovich.",Russian surgeon | $c: [by] Prof. N. Amosoff; translated from the Russian by George St. George.,1966,u,mixed,1.229362084014605
nyp.33433074863303,"Grant, David,",Scotch stories,1887,m,mixed,1.2289692634787204
njp.32101066460062,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,1.22869745782496
mdp.39015017670186,"Alain-Fournier,",Lost domain | (Le grand Meaulnes),1959,u,,1.2281542070422362
uc1.$b252112,"Addison, Doris Maureen.","Bird of time, | $c: by Doris M. Addison.",1965,f,high_female,1.228124040528093
mdp.39015014138062,"Jenkins, Will,",A Murray Leinster omnibus.,1968,m,,1.2280109292972707
uc1.$b289593,"Linnankoski, Johannes,",The song of the blood-red flower / | $c: by Johannes Linnankoski [i. e. V. Peltonen].,1920,u,high_male,1.2279279943024142
mdp.39015005593200,"James, Henry,",Roderick Hudson,1883,m,mixed,1.2273402309854315
uc1.$b243901,"Pickthall, Marmaduke William,",The early hours.,1925,m,high_male,1.2270691453463405
nyp.33433074872262,"Hort, Alfred,","Hena; or, Life in Tahiti",1866,f,high_female,1.2267379810346308
uc1.32106017800589,"Druzhnikov, I͡Uriĭ,",Madonna from Russia / | $c: Yuri Druzhnikov ; translated from the Russian by Thomas Moore,2006,u,mixed,1.2263468354119913
mdp.39015014855376,"Willis, Granville Pratt.","Escape at dawn, | $c: by G.P. Willis and Michael P. O'Connor.",1961,m,mixed,1.223960245771217
njp.32101068970688,"Kavanagh, Julia,",Nathalie,1850,f,high_female,1.2236307571827123
hvd.hwj9xw,"Bunyan, John,","The pilgrim's progress, in two parts",1829,m,,1.2234211749736963
