htid,author,title,year,authgender,female_category,urban_others
uiug.30112046408131,"Gould, Nat.",King of the ranges : | a blend of fact and fiction / | $c: by Nat Gould.,1902,m,high_male,21.673721250446224
uc1.b3472664,"Clarke, Austin,",Amongst thistles and thorns / | $c: Austin C. Clarke.,1965,m,,21.66985340981517
inu.32000009367931,"Trollope, Anthony,",The Macdermots of Ballycloran,1880,m,,21.66868579420658
mdp.39015007047379,"Grahame, Kenneth,",Dream days,1899,m,,21.66330885379433
nyp.33433074850409,"Haggard, H. Rider",Doctor Therne,1898,m,,21.662604928242622
uiug.30112070553711,"Reid, Forrest,","Peter Waring, | $c: by Forrest Reid ...",1937,m,,21.656459255537555
mdp.39015065597083,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,mixed,21.65522336725985
uc2.ark:/13960/t8sb40745,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,21.65358037244158
mdp.39015050657850,"Halter, Toni.",The high meadows / | $c: Toni Halter ; translated from the Romansh by Anna Lee-Samos.,1980,f,high_male,21.65000067656252
uiuo.ark:/13960/t9m33bc60,"Liddell, Charles Francis.","Hidden links, or, The schoolfellows",1857,m,mixed,21.642679363705227
uiuo.ark:/13960/t9g44zp8x,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,21.642040647687253
inu.30000007084035,"Wodehouse, P. G. (Pelham Grenville),","Very good, Jeeves! | $c: [by] P. G. Wodehouse.",1958,m,,21.64078360246911
uiuo.ark:/13960/t06w9mr29,"Blessington, Marguerite,","Grace Cassidy, or, The repealers",1833,f,,21.64072784981335
mdp.39015031468591,"Blakeborough, Richard,","The hand of glory and further grandfather's tales and legends of highwaymen and others collected by the late R. Blakeborough,",1924,m,mixed,21.636435757816162
nyp.33433074938923,"Lytton, Edward Bulwer Lytton,",Devereux,1829,m,high_male,21.63507044919815
mdp.39015032586607,"Petrignani, Sandra,",The toy catalogue / | $c: Sandra Petrignani ; translated by Ray Lombardo.,1990,f,high_female,21.63487541917571
uiuo.ark:/13960/t9280vb6c,"Mainwaring, Kate.",Is it for ever?,1873,f,high_female,21.63003979927323
mdp.39015063547627,"Coryn, Marjorie,","Black Mastiff, / | $c: by M. Coryn.",1933,f,high_male,21.627981417238367
nyp.33433074850227,"Hayes, Margaret E.",In His courts,1884,f,high_female,21.6242933489852
uiuo.ark:/13960/t0vq3fj8b,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,21.623271728208195
inu.30000107312005,"Taylor, Debbie,",Hungry ghosts / | $c: Debbie Taylor.,2006,f,high_female,21.621923235197702
mdp.39015048712288,"De Camp, L. Sprague (Lyon Sprague),",An elephant for Aristotle.,1966,u,mixed,21.61935117238653
mdp.39015050740219,"Scannell, Vernon.",Feminine endings / | $c: Vernon Scannell.,2000,m,mixed,21.61811598119224
uc1.$b33720,"Széchenyi, Zsigmond, gróf,","Land of elephants; | big-game hunting in Kenya, Tanganyika and Uganda, | $c: by Count Zsigmond Széchenyi.",1935,u,high_male,21.617307148677188
nyp.33433076075864,"Logan, Olive,","Chateau Frissac, or, Home scenes in France",1862,f,high_female,21.612509320394643
nyp.33433074876222,"Macilwaine, H. C.",Anthony Britten,1906,u,,21.60093809788311
nc01.ark:/13960/t3223rs8b,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,21.600896437202145
dul1.ark:/13960/t3vt27q8k,"Riddell, J. H.,",Did he deserve it?,1897,f,high_male,21.596273100299264
mdp.39015065767900,"Eliot, George,",The works of George Eliot,1878,f,,21.595433035378953
uiuo.ark:/13960/t74t6z08z,"Thomas, Annie,","No hero, but a man",1894,f,,21.59227613436565
nyp.33433022469625,"Wood, Henry,",Trevlyn hold,1885,f,,21.590022088253367
uc2.ark:/13960/t6d21sc53,"Straus, Ralph.",The scandalous Mr. Waldo,1909,m,,21.589757068298727
mdp.39015031228680,"Davin, Dan,",Roads from home.,1949,m,mixed,21.588099069749184
uiuo.ark:/13960/t2891gh6q,"Butt, Beatrice May.",Ingelheim,1892,f,high_female,21.586505350369542
uiuo.ark:/13960/t9w09q43p,"Norris, W. E.",No new thing,1883,f,mixed,21.583551062137907
mdp.39015005062834,"Goldsmith, Oliver,",The citizen of the world,1891,m,mixed,21.581698719485875
uiuo.ark:/13960/t7qn6qt3z,"Braddon, M. E.",Mount Royal,1882,f,,21.572490759783125
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,high_male,21.564039807217483
uc2.ark:/13960/t27947r1c,"McKenna, Stephen,",Soliloquy;,1922,m,,21.55936824096419
mdp.39015038020676,"Borodin, Sergeĭ,","Dmitri Donskoi, | $c: a novel translated from the Russian by Eden and Cedar Paul.",1944,u,high_male,21.554821094984913
uc2.ark:/13960/t5w66bj6s,"Streuvels, Stijn,",The path of life,1915,u,high_female,21.55425794568327
inu.30000123121687,"Welsh, Irvine.",Trainspotting / | $c: Irvine Welsh.,1994,m,mixed,21.547080370609784
nyp.33433074964754,"Banim, John,",Tales,1825,m,,21.545790790371427
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,21.545392224072078
uc1.b3321919,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,21.543509603433705
uc1.32106013037244,"Hammick, Georgina",The Arizona game / | $c: Georgina Hammick,1996,f,high_female,21.538726630481605
nyp.33433034410898,"Alexander,",Which shall it be?,1867,f,high_female,21.53259331522838
mdp.39015051155912,"Banim, John,",Tales,1826,m,,21.52775286139715
mdp.39015004753219,"Fielding, Gabriel,","Eight days, | $c: by Gabriel Fielding [pseud.]",1958,m,,21.520417496099423
mdp.39015065764055,"Thomson, Richard,",Tales of an antiquary,1828,m,high_male,21.51970077368448
mdp.39015005084556,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,mixed,21.51848796757881
uc1.32106013526931,"Fish, Laura",Flight of black swans / | $c: Laura Fish,1995,f,,21.51727529816796
uc1.$b372446,"Jefferies, Richard,","After London, or, Wild England",1886,m,mixed,21.513020053876087
njp.32101068573482,"Prevost, Marcel,",Léa,1902,u,high_female,21.506077096027894
nyp.33433067377410,"Surtees, Robert Smith,",Mr. Facey Romford's hounds,1865,m,,21.504300860172034
uc1.32106007326066,"Khalīfah, Saḥar.",Wild thorns / | $c: Sahar Khalifeh ; translated by Trevor LeGassick and Elizabeth Fernea.,1985,u,high_male,21.503353179136372
uc1.$b236245,"Brent of Bin Bin, pseud.","Up the country; | a tale of the early Australian squattocracy, | $c: by Brent of Bin Bin. 2d. impression.",1928,u,,21.501549594436288
mdp.39015054181535,"Rose, Lynda.",Shooting the shaman / | $c: Lynda Rose.,2001,f,mixed,21.500472358862428
mdp.39015039762870,"Sharma, Partap,",Days of the turban.,1986,u,high_male,21.496939373256733
uc1.32106017320273,"Dawes, Kwame Senu Neville,",A place to hide / | $c: Kwame Dawes,2002,m,,21.491895764305543
uiuo.ark:/13960/t1ng51548,"Fenton, J. D.",Memoirs of a lady in waiting,1860,u,mixed,21.49151085321298
mdp.39015062625499,"Lee, Seung-U.",The reverse side of life / | $c: Lee Seung-U ; translated by Yoo-Jung Kong.,2005,u,,21.474368806945424
uc1.32106007856906,"James, Siân.",Dragons & roses / | $c: Siân James.,1983,u,mixed,21.473627700979733
njp.32101066458959,"Gibbon, Charles,",By mead and stream,1884,m,mixed,21.473435570746023
uc2.ark:/13960/t1gh9hf3g,"Maxwell, W. H.","The bivouac; or, Stories of the Peninsular War",1837,m,mixed,21.471207111263794
inu.32000006175014,"Eaton, Charlotte A.",Continental adventures,1826,f,,21.470881695441857
uc2.ark:/13960/t41r6q39f,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,21.46869744641771
mdp.39015011501692,"Banks, Lynne Reid,",Casualties : | a novel / | $c: by Lynne Reid Banks.,1986,f,,21.461739571545635
uiuo.ark:/13960/t6n01t83p,"Woods, Margaret L.",Esther Vanhomrigh,1891,f,,21.46132084674666
uiuo.ark:/13960/t2697hj0b,"Fitzgerald, Geraldine Penrose.",The silver whistle;,1890,f,mixed,21.459227467811157
uc1.b3324286,"Duros, Edward.",Otterbourne;,1832,m,high_male,21.454239894159084
uiuo.ark:/13960/t5gb2d916,"Collins, Wilkie,",The frozen deep,1874,m,,21.45308924485126
njp.32101062729254,"Bernhard, Carl,",The Queen of Denmark,1846,f,,21.451555237754736
mdp.39015030931136,,Charles' wain.,1933,u,mixed,21.451336111792106
mdp.39015055116274,"Byatt, A. S. (Antonia Susan),",Still life / | $c: A.S. Byatt.,1985,f,,21.450869042444495
uc1.32106010982954,Bảo Ninh.,"The sorrow of war : | a novel / | $c: Bao Ninh ; English version by Frank Palmos ; based on the translation from the Vietnamese by Vo Bang Thanh and Phan Thanh Hao, with Katerina Pierce.",1993,u,high_female,21.449765840056244
uiuo.ark:/13960/t0bv7w31r,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,21.44165919457331
mdp.39015038579432,"Clausen, Jan,","Sinking, stealing / | $c: Jan Clausen.",1985,u,high_female,21.44098184909985
nyp.33433074875281,"Macdonald, W. A.",The oldest story,1908,u,high_male,21.437146287086264
mdp.39015000630833,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,21.435206135232335
uc1.32106015834119,"Nobbs, David",Going gently / | $c: David Nobbs,2000,m,high_female,21.43465187063269
uiuo.ark:/13960/t3zs3358q,"Curtois, Margaret Anne.",Tracked,1888,f,,21.434217048240384
uc2.ark:/13960/t9c53g23p,"MacGill, Patrick,",Children of the dead end;,1914,m,mixed,21.427040925648168
njp.32101064214263,"Charlotte Elizabeth,",Derry,1833,f,high_male,21.420573487171996
uiuo.ark:/13960/t21c2mc0k,"Robinson, F. W.",The man she cared for,1884,m,mixed,21.416098316365193
uiuo.ark:/13960/t50g45q3f,"Law, Agnes.",Eyes so blue;,1878,f,,21.410601816332722
uc1.b3117791,"Evans, Colin,",An end to asking why.,1967,m,high_male,21.41030969383257
uc2.ark:/13960/t11n81138,"Diver, Maud,",Strange roads,1918,f,,21.41028624621829
uc2.ark:/13960/t51g0m39f,"Perrin, Alice,",The vow of silence,1920,f,,21.408691928923144
uc1.$b391214,"Agunwa, Clement,",More than once: | a novel.,1967,m,high_male,21.406114121345908
uiuo.ark:/13960/t9g459825,"McCarthy, Justin,",The riddle ring,1896,m,mixed,21.403127914265184
uc1.$b299579,"Anthony, John.",The story of Hassan (Hassan Ali Shah) : | a novel of India / | $c: written by himself and Englished by John Anthony.,1928,m,,21.399020400399447
mdp.39015080902532,"Lewycka, Marina,",We are all made of glue / | $c: Marina Lewycka.,2009,f,,21.395561134250013
uiuo.ark:/13960/t20c5g35k,"Law, Agnes.",Eyes so blue;,1878,f,,21.391899600684543
mdp.39015000630676,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,21.38732444571184
njp.32101068598620,"Gissing, George,",The odd women,1893,m,high_female,21.380609520727635
uc2.ark:/13960/t3hx16q77,"Andersen, H. C.",What the moon saw,1866,m,high_female,21.376656690893544
uc1.$b119575,"Blackstock, Charity.","Mr. Christopoulos, | $c: by Charity Blackstock.",1963,f,,21.373049709214033
uc2.ark:/13960/t27941g2s,"Cupples, George,",The adventures of Mark Willis,1872,f,high_male,21.371073065324246
uc1.$b188734,"Lesort, Paul-André,",The wind bloweth where it listeth; | $c: translated by Antonia White.,1955,u,mixed,21.37050705637704
inu.30000110604273,"Connell, Rebecca.",The art of losing / | $c: Rebecca Connell.,2009,f,high_female,21.366151742409674
mdp.39015050498230,"Leitch, Maurice,",The eggman's apprentice / | $c: Maurice Leitch.,2001,m,mixed,21.366104517089198
inu.39000001573463,"Cookson, Catherine.",The Mary Ann omnibus / | $c: Catherine Cookson.,1981,f,high_female,21.366092500501534
uiuo.ark:/13960/t4qj8185c,"Pisani, Marianna.",The banker-lord,1840,f,,21.365238756543103
uiuo.ark:/13960/t9571c66r,"Zola, Émile,",Piping hot!,1888,m,high_female,21.364973368312267
uiuo.ark:/13960/t6j10ks03,"Braddon, M. E.",Dead men's shoes,1876,f,,21.364173704975006
mdp.39015053763754,"Carr, Simon,",The hop quad dolly / | $c: Simon Carr.,1993,m,,21.36381237231784
mdp.39015059481294,"Wren, Percival Christopher,",Father Gregory; | a tale of Hindostan.,1926,m,,21.36265238692036
uc2.ark:/13960/t7tm73t7d,"Howitt, William,","The year-book of the country; or, The field, the forest, and the fireside",1850,m,,21.35983451749258
mdp.39015016444054,"Courage, James.",Fires in the distance.,1952,m,,21.357126754547288
uc2.ark:/13960/t6c250h43,"Harvey, G. Bianca.","Respice finem, or, Love in exile",1885,f,high_female,21.354593017048085
mdp.39015000548910,,Edgar Allan Poe and Ambrose Bierce / | $c: edited by Anthony Adams.,1976,u,high_male,21.352313167259787
uc1.b3425597,"Browne, Charles Robert.","Maori witchery; | native life in New Zealand, | $c: by C.R. Browne ...",1929,m,high_male,21.351878965348952
uc1.$b703806,"Groussard, Serge,",The woman with no past.,1954,m,,21.35105780566824
mdp.39015002987488,"Baker, Sarah S.",The children of the plains;,1865,f,,21.345476537763705
mdp.39015034434301,"Jordan, Neil,",Sunrise with sea monster / | $c: Neil Jordan,1994,m,high_male,21.344066349554822
uc2.ark:/13960/t1hh6f27t,"Robins, Arthur,",Black moss,1864,m,mixed,21.338644284799773
uc1.$b236230,"Dew Roberts, Elizabeth.",The island feud : | a novel / | $c: by B. Dew Roberts.,1947,f,high_male,21.33850630455868
uiuo.ark:/13960/t10p1mx4t,"Oliphant,",The laird of Norlaw,1858,f,,21.33560913164071
njp.32101063691446,"Gale, Norman,",All expenses paid,1895,m,high_male,21.33447117179583
uiuo.ark:/13960/t46q29m0j,"Dalton, James,",The maiden's talisman,1834,m,,21.331408037018196
mdp.39015063536836,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,21.324992891669037
mdp.39015048881992,"MacDonald, George,",Robert Falconer,1868,m,mixed,21.32468972576449
uiuo.ark:/13960/t6k07m540,,"Malcolm Douglas, or, The Sibylline prophecy",1812,u,,21.32455980015841
uc1.$b794636,"Matheson, Jean.",The island.,1952,f,mixed,21.324144048857878
uc2.ark:/13960/t3st7k39d,"Eliot, George,",Felix Holt,1899,f,mixed,21.323938438716855
mdp.39015066189104,"Thackeray, William Makepeace,",Works,1883,m,,21.31837307152875
uc1.32106013460719,"Magrs, Paul,",Does it show? / | $c: Paul Magrs,1997,m,,21.317643547682238
uc1.b3339471,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,21.316256139762075
nyp.33433074862784,"Hall, Evelyn Beatrice,",Matthew Hargraves,1914,f,,21.31571234446191
mdp.39015050286049,"Hassel, Sven,",Comrades of war | $c: [by] Sven Hassel; [translated from the Danish by Sverre Lyngstad].,1982,m,mixed,21.31544730466169
uiuo.ark:/13960/t1vd76x25,"Gore,",A life's lessons,1856,f,,21.312494449871238
uiuo.ark:/13960/t3kw61r4b,"Williams, F.,",Seymour and his friends;,1857,u,,21.308331557639036
mdp.39015063536521,"Collins, Mortimer,",[Works,1883,m,mixed,21.307745709238628
mdp.39015015477014,"Berger, John.",Once in Europa / | $c: John Berger.,1989,m,mixed,21.306710091771045
mdp.39015010689167,"Moran, Jack William Grace.",Spearhead in Malaya. | $c: With a foreword by Gerald Templer.,1959,m,,21.30578920904388
uc2.ark:/13960/t50g3kq2j,"Mackenzie, Donald A.",Stories of Russian folk-life,1916,m,,21.304617291602106
uiuo.ark:/13960/t9m33b51w,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,21.30379207498935
uc1.$b710884,"Lanzmann, Jacques,",Qui vive / | $c: Jacques Lanzmann ; translated by Tony White.,1967,m,high_male,21.303338233101126
nyp.33433074943139,"Comstock, Harriet T.",The shield of silence,1921,f,high_female,21.302468423528577
mdp.39015059172737,"Ferguson, Alex.",The pineapple king of Jarrow & other stories / | $c: Alex Ferguson.,2004,m,,21.291948094962088
uva.x030581128,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,21.290900941281937
uiuo.ark:/13960/t09w0s33v,"Broughton, Rhoda,"," Good-bye, Sweetheart!",1872,f,high_female,21.289052104955026
mdp.39015063554318,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,21.28889024056446
uiuo.ark:/13960/t9t15cc7t,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,21.286559666226744
mdp.39015080864617,"Harvey, John,",Far cry / | $c: John Harvey.,2009,m,high_female,21.285928066463697
mdp.39015066184444,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,21.28517655493816
mdp.39015063626504,"Ferrier, Susan,",Novels,1894,f,high_female,21.282130104755375
mdp.39015065780564,"Besant, Walter,",Herr Paulus;,1888,m,,21.280426918103096
uiuo.ark:/13960/t3bz6gz1g,"Chetwynd, Henry Wayland,",A brilliant woman,1892,f,high_female,21.274949713755223
mdp.39015029474957,"Peyton, K. M.",Late to smile / | $c: K. M. Peyton.,1992,f,,21.272500734407764
uc1.$b801673,"Duckworth, Marilyn,",A barbarous tongue.,1963,f,,21.26232806136635
njp.32101067644060,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,21.25833602343141
mdp.39015000570385,,German women writers of the twentieth century / | $c: edited by Elizabeth Rütschi Herrmann and Edna Huttenmaier Spitz.,1978,u,,21.254190456868486
mdp.39015066740294,"Rendell, Ruth,",The water's lovely / | $c: Ruth Rendell.,2006,f,high_female,21.253811380598542
mdp.39015014516044,"Holden, Ursula.",Unicorn sisters / | $c: Ursula Holden.,1988,f,high_female,21.252753197573323
uiuo.ark:/13960/t23b6nf6k,"Mackay, Charles,","The twin soul; or, The strange experiences of Mr. Rameses",1887,m,high_male,21.251900410325153
inu.39000005833293,"Croker, Thomas Crofton,",Killarney legends,1879,m,high_male,21.247318790724027
njp.32101063690760,"Fielding, Henry,",The works of Henry Fielding,1893,m,high_male,21.246390527972803
uc1.32106011717540,"Sam, Agnes.",Jesus is Indian and other stories / | $c: Agnes Sam.,1994,f,high_female,21.246082753492324
njp.32101074876358,,The New Decameron ...,1919,u,,21.243987192910577
uc2.ark:/13960/t7vm46k5q,"Andreyev, Leonid,",The dark,1922,m,high_male,21.2422465799983
mdp.39015043790941,"Leitch, Maurice,",The smoke king / | $c: Maurice Leitch.,1998,m,high_male,21.235775691627246
mdp.39015048772746,"Beaven, Derek.",Acts of mutiny / | $c: Derek Beaven.,1998,m,,21.235430135434854
mdp.39015002753518,"Sabatini, Rafael,",The sea-hawk,1915,m,high_male,21.22924156822462
uc1.b3477432,"Crisp, Quentin.","Chog, a Gothic fantasy / | $c: Quentin Crisp ; illustrations, Jo Lynch",1979,m,high_female,21.22891850454063
uc1.b3632735,,German women writers of the twentieth century / | $c: edited by Elizabeth Rütschi Herrmann and Edna Huttenmaier Spitz.,1978,u,,21.22527737578389
uc1.$b300939,"Hueffer, Oliver Madox,","The Right Honourable | (being three days from the life of Elbert, second Baron Thornton Heath) | $c: [by] Oliver Madox Hueffer.",1931,m,,21.22494461616014
uc1.$b397525,"Lanzmann, Jacques,",Qui vive / | $c: Jacques Lanzmann ; translated by Tony White.,1967,m,high_male,21.224212581713218
mdp.39015059899115,,The New Decameron ...,1919,u,,21.22112411326017
mdp.39015029237065,"Brookner, Anita.",Fraud / | $c: Anita Brookner.,1992,f,high_female,21.22075166136148
uc1.$b808999,"Cross, Ian,","The backward sex, | a novel.",1960,m,,21.21983751667273
uc2.ark:/13960/t9f47kq37,"Diver, Maud,",Lilamani,1911,f,high_female,21.219496973101165
uc2.ark:/13960/t87h1fk92,"Macfarlan, Alexander.",Mockery,1918,m,high_male,21.216407355021218
mdp.39015060123810,"McDonald, Paul,","Kiss me softly, Amy Turtle / | $c: Paul McDonald.",2004,m,,21.214591172496956
mdp.39015016434519,"Graves, Charles,","The avengers, | $c: by Charles Graves. With 17 illustrations.",1942,m,high_male,21.213671587406566
uc1.$b115484,"Rand, James S.",Run for the trees by James S. Rand.,1966,m,high_male,21.21260688796915
uiuo.ark:/13960/t84j13q2r,"Prickett,",Warwick Castle,1815,f,mixed,21.209316674379146
mdp.39015013160810,"Adamson, Iain,",The forgotten men.,1965,u,high_male,21.207849399318853
uc2.ark:/13960/t7qn64k9p,"Fullerton, Georgiana,",Too strange not to be true,1864,f,high_female,21.206808799411863
uc1.b3346516,"Courtier, S. H. (Sidney Hobson)",Death in dream time.,1959,m,,21.205909380080584
uc1.l0072662026,"Sutherland, E. L.",Jael,1907,u,high_female,21.203088167429563
uc1.$b301223,"MacColla, Fionn.","The Albannach, | $c: by Fionn Mac Colla ...",1932,u,high_male,21.20269779088082
mdp.39015024519756,"Hauptmann, Gerhart,","The heretic of Soana, | $c: by Gerhart Hauptmann.",1923,u,high_male,21.201600720854426
mdp.39015066882039,"Jones, Lloyd,",Mr Cassini / | $c: Lloyd Jones.,2006,m,high_male,21.2002148288436
uc2.ark:/13960/t3708422b,"Yonge, Charlotte M.",My young Alcides,1875,f,,21.197149798627077
mdp.39015082664676,"Mower, John.",First class! / | $c: John Mower.,2008,m,high_female,21.196732170457054
uc1.b3549891,"Reynolds, George W. M.",Mary Price;,1852,m,,21.196057533298806
uc1.$b242708,"Kiely, Benedict.",There was an ancient house : | a novel / | $c: by Benedict Kiely.,1955,m,high_male,21.19399246649904
uiuo.ark:/13960/t3514df76,"Hardy, Duffus,",Madge,1878,m,high_female,21.191828430957024
uiuo.ark:/13960/t3223j250,"Roberts, Margaret,",Denise,1863,f,high_female,21.190288793364413
mdp.39015000599095,"Raven, Simon,",Places where they sing.,1970,m,,21.18918409869451
uc2.ark:/13960/t59c6xv2c,"Grant, James,",Second to none,1864,m,mixed,21.188889316947257
uc2.ark:/13960/t9j38nw38,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,21.18846076426778
mdp.39015018943913,"Treherne, John.",The walk to Acorn Bridge.,1989,m,high_female,21.185991822207157
mdp.39015041827281,"Butenschön, Andrea.","The life of a Mogul princess, | Jahānarā begam, daughter of Shāhjhān. | $c: With an introduction by Laurence Binyon.",1931,f,high_male,21.18569259560044
mdp.39015080847570,"Gowers, Rebecca.",The twisted heart / | $c: Rebecca Gowers.,2009,f,mixed,21.18419658934435
uc1.$b242706,"King, Francis Henry.",An air that kills / | $c: by Francis King.,1948,m,mixed,21.18360611871739
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,21.182897597413458
uiuo.ark:/13960/t2988w212,"Strange, Calthorpe.",Two worlds of fashion,1872,u,,21.181952976064395
uc1.31158011611125,"Penny, F. E.",The inevitable law,1908,m,,21.181831713209448
nyp.33433074902697,"Macmillan, Malcolm Kingsley.",Dagonet the jester,1886,m,,21.180457497881953
uc1.$b794634,"Meiring, Jane.",Candle in the wind.,1959,f,high_female,21.180270577956634
inu.30000103166694,"Barnard, Jack,",The Hump; | the greatest untold story of the war.,1960,m,high_male,21.17999020425453
mdp.39015047730844,"Dunmore, Helen,",With your crooked heart / | $c: Helen Dunmore.,1999,f,mixed,21.173837203440243
uc1.32106017858892,"Pearse, Lesley",Secrets / | $c: Lesley Pearse,2004,u,high_female,21.169098760902084
mdp.39015063891389,"Kingsley, Henry,",Number seventeen,1875,m,,21.166433293171384
uc1.b4102902,"Tupper, Martin Farquhar,",Rides and reveries of the late Mr. Æsop Smith,1858,m,,21.165265447704158
mdp.39015063921251,"Oman, Carola,","Major Grant, | $c: by Carola Oman.",1931,f,high_male,21.158796769757025
uc2.ark:/13960/t2j67935h,"Bierce, Ambrose,",In the midst of life,1892,m,high_male,21.157422357827688
mdp.39015067683121,"Belben, Rosalind,",Our horses in Egypt / | $c: Rosalind Belben.,2007,f,high_female,21.156234190314123
uc1.b4974547,"Murray, John,",Kin / | $c: John Murray.,1986,m,mixed,21.155961750021156
inu.39000003575102,"Cope, Jack,",The fair house.,1955,m,mixed,21.154786931630372
mdp.39015031644431,"Hook, Theodore Edward,",Maxwell,1830,m,mixed,21.154072158890585
mdp.39015051168774,"Astley, Thea.",It's raining in Mango : | pictures from the family album / | $c: Thea Astley.,1987,f,mixed,21.148107244401626
uiuo.ark:/13960/t2f76pf24,"Croker, B. M.",Interference,1891,f,high_female,21.147113419018304
uiuo.ark:/13960/t0qr5g32w,"Thompson, Harriet Diana Calvert.",The Wyndham family: a story of modern life,1876,f,high_female,21.14351158488239
mdp.39015061175090,"Clarke, George Elliott.",George & Rue / | $c: George Elliott Clarke.,2005,m,high_male,21.130480718436345
inu.32000000647083,"Thirkell, Angela Mackail,",Private enterprise : | a novel / | $c: by Angela Thirkell.,1947,f,high_female,21.129922611658436
njp.32101063693491,"Neale, W. Johnson",Gentleman Jack,1837,m,,21.121405840772763
uiuo.ark:/13960/t25b0gf8t,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,21.119961380642046
mdp.39015034409881,"Zameenzad, Adam.","Gorgeous white female : | the comic adventures of a demented nonager, or, A chronicle of wisdom and enlightenment, or, The story of a love / | $c: Adam Zameenzad.",1995,m,,21.117589779086547
uiuo.ark:/13960/t5m90w22g,"Spender, John Kent",A strange temptation,1893,f,high_female,21.117342030549754
uiuo.ark:/13960/t3st8816q,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,21.10919209364805
mdp.39015034866338,"Thorpe, Adam,",Still / | $c: Adam Thorpe.,1995,m,,21.106264487414002
njp.32101065848333,"Murray, David Christie,",The weaker vessel,1888,m,mixed,21.10230782511942
uiuo.ark:/13960/t13n2fg6v,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,21.101840729799047
uiuo.ark:/13960/t5p84sj7q,L. E. L.,"Lady Anne Granard, or, Keeping up appearances",1842,f,high_female,21.099141140842974
mdp.39015000574452,"Murray, Joseph,",Gallipoli as I saw it | $c: [by] Joseph Murray.,1965,m,high_male,21.098686329161715
wu.89057942831,Fríða Á. Sigurðardóttir.,Night watch / | $c: Frída Á. Sigurdardóttir ; translated from the Icelandic by Katjana Edwardsen.,1995,u,high_female,21.093782959035874
uiuo.ark:/13960/t8jd5fz3c,"Lee, Holme,",This work-a-day world,1875,f,,21.09293873312565
mdp.39015050301905,"Griffiths, Niall,",Grits / | $c: Niall Griffiths.,2000,m,,21.092899842282634
uiuo.ark:/13960/t66406j9p,"Harwood, John Berwick.",Plain John Orpington,1866,m,,21.09178762487297
uc2.ark:/13960/t5m908k56,"Yonge, Charlotte M.",The armourer's prentices,1884,f,high_male,21.09022397817865
njp.32101068163508,,The eccentric traveller,1826,m,high_male,21.08746431352193
njp.32101068167616,"Forrester, Alfred Henry,",A bundle of crowquills,1854,m,,21.087160262417996
uiuo.ark:/13960/t45q5jz8m,"Barrowcliffe, A. J.",Trust for trust,1859,m,,21.079258010118043
njp.32101065835504,"St. John, Percy B.",The fireside,1847,m,high_female,21.07862326477762
mdp.39015067683154,"Gowers, Rebecca.",When to walk / | $c: Rebecca Gowers.,2007,f,,21.07821256757427
mdp.39015024367099,"Warner, Rex,",The aerodrome; | a novel.,1946,m,high_male,21.07481559536354
inu.30000087206896,"Morgan, Philippa.",Chaucer and the doctor of physic / | $c: Philippa Morgan.,2006,f,,21.07385010078798
uc1.$b254025,"Haworth, Peter,","Rumours and hoaxes; | classic tales of fraud and deception, | $c: collected and arranged with an introduction by Peter Haworth.",1928,m,high_male,21.071041014781336
nyp.33433081604344,"Black, William,",Judith Shakespeare;,1884,m,high_female,21.070005091917896
mdp.39015058006282,"Brown, John,"," With brains, sir",1866,m,,21.067711625163273
uc2.ark:/13960/t00z7d24w,"Ainsworth, William Harrison,",Rockwood,1878,m,,21.067071677036893
uc1.b3326166,"Moreland, Olivia.","The charms of dandyism, or, Living in style",1819,f,,21.06657036234501
