htid,author,title,year,authgender,female_category,urban_generics
uc1.31822006627186,"Ross-Johnson, Cecil",The trader,1909,u,,76.89645891806683
pst.000033009544,"Lord, Walter,",A night to remember / | $c: Walter Lord.,1955,m,,76.89231999507889
nyp.33433074856778,,Getting on,1859,u,,76.89108926427781
uiuo.ark:/13960/t55d9fc6g,"Riddell, J. H.,",Berna Boyle,1884,f,,76.88658410901536
uiuo.ark:/13960/t79s21g78,"Lyall, Edna,",We two,1884,f,high_female,76.8818901961861
uc2.ark:/13960/t3126594x,"Croker, B. M.",A bird of passage,1887,f,high_female,76.88130380928555
uiuo.ark:/13960/t56d67b76,,"A Country curate's autobiography, or, Passages of a life without a living",1836,u,mixed,76.87535403123567
uiuo.ark:/13960/t6k07pr0h,"Reade, Charles,",Put yourself in his place,1870,m,,76.87395037490835
uiuo.ark:/13960/t0ks72r67,"Glemham, Henry.",George Hern,1878,m,mixed,76.83817879545677
hvd.32044080902273,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,1825,m,,76.83565174240847
uiuo.ark:/13960/t42r4d665,"Murray, David Christie,",Hearts,1883,m,high_male,76.82543924109827
uc1.31822038201737,"Lorenzini, Paolo",The heart of Pinocchio,1919,u,high_male,76.81840129932839
mdp.39015059415649,"James, G. P. R.",Heidelberg,1846,m,mixed,76.81764094530885
uc1.b4973449,"Arden, Andrew,",The object man / | $c: Andrew Arden.,1986,m,high_female,76.8160311717228
uc1.32106005852287,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,76.81532691699427
uiuo.ark:/13960/t6xw4sj8v,"Fenn, George Manville,",King of the castle,1892,m,mixed,76.81430142630191
uc2.ark:/13960/t0js9km06,"Stern, G. B.",Twos and threes,1916,u,,76.80658507778479
hvd.32044086780350,"Knowles, James Sheridan,","The Magdalen, and other tales",1832,m,,76.80491551459293
mdp.39015079149228,"Knight, Alanna.",Murder in paradise / | $c: Alanna Knight.,2008,f,,76.80294923325056
mdp.39015073483847,"Henty, G. A.",The lion of St. Mark,1889,m,high_male,76.80147458831209
mdp.39076006765213,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,76.8012668250198
mdp.39015049548475,"Brink, André P. (André Philippus),",The rights of desire / | $c: André Brink.,2000,u,high_female,76.79790744711589
uc1.b3327209,"Roberts, Morley,",The degradation of Geoffrey Alwith,1895,m,,76.79783737289958
uc1.b3314280,"Kingsley, Henry,",The Harveys,1872,m,,76.78883071553228
mdp.39015005279636,"the Elder Pliny,",Pliny's natural history : | a selection from Philemon Holland's translation / | $c: edited by J. Newsome.,1964,m,high_male,76.77468886896044
uiuo.ark:/13960/t5m90wb8z,"Whyte-Melville, G. J.",Good for nothing,1861,m,mixed,76.76650189008433
mdp.39015053539204,"Naipaul, Shiva,",The chip-chip gatherers.,1973,u,,76.76013196838073
hvd.hwkd36,"Hook, Theodore Edward,",Precepts and practice,1840,m,,76.75521107683046
uc2.ark:/13960/t6qz2665z,"Festing, Gabrielle.",Honor among thieves;,1917,f,,76.75333397294445
njp.32101076207735,,Tales from  Blackwood,1858,u,,76.7522539578579
nyp.33433075811822,"Velde, M. S. van de,",French fiction of to-day,1891,u,,76.74760696697722
uc1.32106013037343,"Thubron, Colin,",Distance / | $c: Colin Thubron,1996,m,high_female,76.74702262666685
mdp.39015008629449,"Collis, Maurice,",Sanda Mala | $c: [by] Maurice Collis.,1939,m,,76.73890355454601
umn.31951001138135h,Homer.,The Odyssey / | $c: Homer ; translated by E.V. Rieu.,1946,m,,76.73468343745803
uc1.b2832089,"Fowkes, Aubrey.",New face at Repton Hall : | from the private papers of Francis Gresley / | $c: by Aubrey Fowkes.,1965,m,high_male,76.69671925870273
nyp.33433074929922,"Blessington, Marguerite,",The honey-moon,1837,f,mixed,76.69386574801665
njp.32101064790866,"Smythies, Gordon,","Cousin Geoffrey, the old bachelor",1840,f,,76.68942287450001
uc1.$b301794,"Mantle, Winifred.","Happy is the house, | a novel.",1951,f,high_female,76.68892611906841
uiuo.ark:/13960/t8v98dn3t,"Bates, E. Katherine",George Vyvian,1890,f,mixed,76.67405009371272
mdp.39015077128869,"Davidson, Doris,",The nickum / | $c: Doris Davidson.,2008,f,mixed,76.66597753428434
njp.32101068178357,"Henty, G. A.",One of the 28th,1889,m,mixed,76.66013170461972
mdp.39015078789040,"Cobley, Michael.",The seeds of Earth / | $c: Michael Cobley.,2009,m,high_male,76.65857492820203
uiuo.ark:/13960/t6pz5jt8f,,The Davenels;,1829,u,high_female,76.65282657297988
njp.32101066454982,"Blessington, Marguerite,",The lottery of life,1842,f,mixed,76.64586919104991
mdp.39015059896392,"Barclay, Marguerite",Letters from Fleet street,1910,f,high_male,76.63369095722447
nyp.33433074938949,"Lytton, Edward Bulwer Lytton,",Devereux,1829,m,high_male,76.6163930704729
mdp.39015082753966,"Price, Katie,",Angel uncovered : | Katie Price.,2008,f,high_female,76.61537468950611
mdp.39015066063184,"Shelley, Mary Wollstonecraft,",Tales and stories,1891,f,,76.6103289540002
nyp.33433074964754,"Banim, John,",Tales,1825,m,,76.60725614354284
uiuo.ark:/13960/t2v412738,"Cresswell, Henry.",Cancelled bonds,1895,m,,76.5948134369187
nyp.33433076071509,"Harte, Bret,",An heiress of Red Dog,1879,m,,76.59357181356557
nyp.33433074915137,"Morgan,",The novice of Saint Dominick,1806,f,high_female,76.58922644881287
dul1.ark:/13960/t7vm4xm9s,"Irvine, Leigh H.",An affair in the South Seas,1901,u,high_male,76.57247037374658
njp.32101046807218,"Sykes, S.,",Stories of the four nations,1813,f,mixed,76.57222758597729
uiuo.ark:/13960/t3tt55r9h,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,76.5625
uc1.$b299647,"Barns, Thomas Alexander,","Tales of the ivory trade, | $c: by T. Alexander Barns.",1923,m,high_male,76.55530037122098
mdp.39015051155912,"Banim, John,",Tales,1826,m,,76.54312128496765
uc2.ark:/13960/t1mg7q89r,"Rhys, Grace Little,",The charming of Estercel,1913,f,high_male,76.54110735847071
uiuo.ark:/13960/t6155666f,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,76.53479599832352
uiuo.ark:/13960/t2j683d9c,"Taylor, Meadows,",Ralph Darnell,1865,m,,76.53275182420532
nyp.33433074865555,"Jolly, Emily.",The cypresses,1865,f,high_female,76.53251698648548
uc1.b3322575,"Griffin, Gerald,",The rivals,1830,m,,76.52879618423863
njp.32101066164839,"Blackwood, Algernon,",Karma,1918,m,mixed,76.51417525773196
uc2.ark:/13960/t6g160t62,"Grier, Sydney C.,",The advanced-guard,1912,m,,76.51283294445624
njp.32101062729262,"Bernhard, Carl,",The Queen of Denmark,1846,f,,76.51245551601423
mdp.39015031473757,"Kúnos, Ignácz,",Turkish fairy tales and folk tales collected by I. Kunos;,1901,u,high_male,76.50402965190666
uiuo.ark:/13960/t5q81zc29,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,,76.48601398601399
mdp.39015051004573,Pepetela.,Mayombe / | $c: Pepetela ; translated from the Portuguese by Michael Wolfers.,1983,u,high_male,76.48029626051604
inu.30000110569641,"Vernon, Roland,",A dark enchantment / | $c: Roland Vernon.,2008,m,high_male,76.46515737662206
mdp.39015005734341,"Joly, Cyril.",Take these men.,1955,m,,76.46504910047366
mdp.39015063947918,"Money-Coutts, Hugh Burdett,",The secret of Sarm,1913,m,,76.46011512708763
uva.x000335016,"Brentwood, Evelyn.",Hector Graeme,1912,f,,76.4571394637608
nyp.33433078795170,"Dostoyevsky, Fyodor,",The idiot,1887,m,,76.45512703949217
wu.89092530542,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,76.4525993883792
uc1.b4398108,"Merezhkovsky, Dmitry Sergeyevich,","December the fourteenth, | $c: by Dmitri S. Merezhkovsky; translated from the Russian by Nathalie A. Duddington.",1923,m,high_male,76.44618468279495
mdp.39015016437488,"MacInnes, Colin.",June in her spring.,1952,m,,76.44136065621969
uiuo.ark:/13960/t75t3x02t,"Black, William,",In far Lochaber,1888,m,high_female,76.43506840938623
uc2.ark:/13960/t4fn11n37,"Ker, David,",Among the dark mountains,1906,m,high_male,76.42807269158914
uiuo.ark:/13960/t0xp7p672,"Brookfield, Arthur Montagu,",The autobiography of Thomas Allen,1882,m,mixed,76.42427049559981
mdp.39015043788994,"Nolan, Simon,",As good as it gets / | $c: Simon Nolan.,1998,m,,76.42120631444475
uc1.b4095436,"Hanley, James,","Boy, | $c: by James Hanley.",1931,m,mixed,76.41935781387933
mdp.39015016440045,"(Solomon Alexander Amu), Djoleto, S. A. Amu",The strange man.,1967,u,high_male,76.41209552530769
uc2.ark:/13960/t4fn13b4h,"Lyons, A. Neil",Moby Lane and thereabouts,1916,m,,76.4100239590753
njp.32101076207701,,Tales from  Blackwood,1858,u,mixed,76.39419404125286
mdp.39015011692194,"O'Faolain, Julia.",The Irish signorina / | $c: by Julia O'Faolain.,1985,f,,76.37474541751527
uc2.ark:/13960/t9w090b83,"Lancaster, G. B.,",Sons o' men,1905,f,high_male,76.37242385555354
uc1.b3321920,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,76.36956079017038
uiuo.ark:/13960/t2988tq27,"Lytton, Rosina Bulwer Lytton,",Very successful!,1856,f,mixed,76.3631314834282
nyp.33433075755243,"Walker, William Sylvester.",From the land of the Wombat,1899,m,,76.36210912145394
uiuo.ark:/13960/t8cg0c13p,"Stone, Evelyn.",Hugh Moore,1885,f,mixed,76.3558181124038
uiuo.ark:/13960/t1rf6dn04,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,76.35274970363078
mdp.39015016452388,"Branfield, John.",In the country.,1966,m,mixed,76.35069556777742
uc1.32106007940551,"Weldon, Fay.",The hearts and lives of men / | $c: Fay Weldon.,1987,f,,76.3474239946989
mdp.39015012304930,"Balchin, Nigel,",The fall of the sparrow.,1955,m,,76.3463068478619
uiuo.ark:/13960/t4th9621s,"James, G. P. R.",Leonora d'Orco,1857,m,,76.33852666643534
uc1.$b783912,"Dame. Macaulay, Rose,","They were defeated, | $c: by Rose Macaulay.",1960,f,high_male,76.33402801337662
mdp.39015003929760,"Gibbs, Philip,","The age of reason, | a novel, | $c: by Philip Gibbs.",1928,m,high_female,76.32436078347844
uiuo.ark:/13960/t6xw52b9b,"Oliphant,",The last of the Mortimers,1862,f,high_female,76.32009921612898
uc1.b3578772,"Hewlett, J.","Peter Priggins, the college scout",1841,m,high_male,76.31322338576335
uc1.b3470470,"Dibner, Martin.",The admiral: | a novel.,1968,m,high_male,76.30414305184998
mdp.39015029184838,"(Audrey Lillian), Barker, A. L.",Zeph / | $c: A.L. Barker.,1992,u,high_female,76.30227439471753
uc1.$b794292,"Blackburn, Thomas,",The feast of the wolf.,1971,m,,76.3004246284501
uc1.32106014480880,"Dunne, Catherine,",In the beginning / | $c: Catherine Dunne,1997,f,high_female,76.28411595185625
mdp.39015065597026,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,76.27617769452839
mdp.39015030848892,"Bailey, Paul,",Peter Smart's confessions / | $c: Paul Bailey.,1977,m,mixed,76.27245610928753
mdp.39015030748787,"Haldeman, Charles,",Teagarden's gang.,1971,m,,76.26933972543037
mdp.39015064001525,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,76.26780559923029
uc2.ark:/13960/t9d50n20g,"Henty, G. A.",A search for a secret,1867,m,,76.266877577538
mdp.39015034287337,"McLaurin, David,",The bishop of San Fernando : | a novel / | $c: by David McLaurin.,1994,m,high_male,76.26310772163966
uc2.ark:/13960/t3222tn9g,"Serao, Matilde,","Farewell, love!",1906,f,high_female,76.25641522223299
uiuo.ark:/13960/t5k93g04d,"Besant, Walter,",The ten years' tenant,1881,m,,76.25180038973143
uiuo.ark:/13960/t6g16c309,,Excitement,1849,u,high_male,76.2414408193797
mdp.39015066057228,"Plomer, William,",Museum pieces / | $c: by William Plomer.,1952,m,,76.24037220940689
uiuo.ark:/13960/t42r4bz28,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,76.23371563129987
njp.32101067407955,"Defoe, Daniel,",The memoirs of Captain George Carleton,1840,m,high_male,76.23202683367344
njp.32101067173011,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,high_male,76.21891940238146
uc2.ark:/13960/t2n58f36m,,Dacia Singleton,1867,u,high_female,76.21413348764344
mdp.39015008005897,"Niwa, Fumio,",The Buddha tree; | a novel;,1966,m,mixed,76.19524771283785
uc2.ark:/13960/t9v11x28p,"Irvine, Leigh Hadley,",An affair in the South seas; a story of romantic adventure,1901,u,high_male,76.19185835570714
uiuo.ark:/13960/t1sf34x0k,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,76.16568112891387
nyp.33433073356838,"Turgenev, Ivan Sergeevich,",On the eve,1871,m,,76.16247995724211
mdp.39015018999477,"Dreher, Sarah.",Something shady : | a Stoner McTavish mystery / | $c: Sarah Dreher.,1988,f,high_female,76.15526802218115
mdp.39015063550589,"Edgeworth, Maria,",Stories of Ireland,1886,f,,76.15005305536484
njp.32101069186128,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,76.13848584973424
mdp.39015033456545,"Loti, Pierre,",The book of pity & of death,1892,m,high_female,76.1212018691984
uc1.$b802486,"Guenther, Johannes von,","Cagliostro, | a novel, | $c: by Johannes von Guenther, translated by Huntley Paterson.",1928,u,mixed,76.11850391544823
nyp.33433075762660,"Trollope, Frances Milton,",The refugee in America,1833,f,,76.09109190716887
uc1.$b744312,"Tierce, Antoinette,","Between two fires, | $c: by Antoinette Tierce; being a true account of how the author sheltered four escaped British prisoners of war in her house in Lille during the German occupation of that city.  Now published for the first time.  Translated by J. Lewis May.  With nineteen illustrations.",1931,f,mixed,76.08924683351673
uiuo.ark:/13960/t6sx6nm41,"Ouida,",Chandos,1866,f,high_male,76.08619604001959
uc1.32106005619801,,Pulsar 2 : | an original anthology of science fiction and science futures / | $c: edited by George Hay.,1979,u,high_male,76.06919479348622
njp.32101068574464,"Lawrence, D. H.","The Prussian officer, and other stories",1914,m,high_female,76.06861779420514
uiuo.ark:/13960/t2s471w6g,"Gifford, George,",King's baynard,1866,f,,76.05638785220299
hvd.hn2ghe,"Hurry, Margaret Ives Mitchell.",The faithful contrast,1804,f,,76.03511439828576
uiuo.ark:/13960/t23b6pk6s,"Smythies, Gordon,",The breach of promise;,1845,f,,76.03305785123968
mdp.39015010558420,"Pym, Barbara.",Crampton Hodnet / | $c: Barbara Pym.,1985,f,,76.02951440821617
uc1.$b87098,"Charques, Dorothy.",Men like shadows.,1952,f,high_male,76.0280832009396
mdp.39015050286049,"Hassel, Sven,",Comrades of war | $c: [by] Sven Hassel; [translated from the Danish by Sverre Lyngstad].,1982,m,mixed,76.02509538662669
mdp.39015016435201,"Kennedy, Margaret,",The forgotten smile.,1961,f,high_female,76.02012297372833
uiuo.ark:/13960/t19k4q55k,,"Eva Desmond, or, Mutation",1858,u,high_female,75.9984293657931
nyp.33433081587903,"Brereton, F. S.",A gallant grenadier,1901,m,high_male,75.99810849152199
uc2.ark:/13960/t4hm5k49t,"Lawrence, D. H.",The white peacock,1911,m,high_female,75.99446859933474
mdp.39015037490417,"March, Caeia,",Reflections / | $c: Caeia March.,1995,u,high_female,75.99388514319546
inu.39000001845168,"Ramdoyal, Ramesh Dutt,",Tales from Mauritius / | $c: by Ramesh Ramdoyal ; edited by Rodney Phillips ; cover design and illustrations by Nazal Rosunally.,1979,u,high_male,75.99361653621096
inu.30000044498537,"Mpompolas, J.",The bus to terminus / | $c: J. Ralton [i.e. J. Mpompolas].,1993,u,high_male,75.99301317968377
uc2.ark:/13960/t3rv0k41c,"Whyte-Melville, G. J.",Digby Grand,1853,m,,75.96199632661391
mdp.39015027793119,"Langdon, Samuel.",Punchi Nona;,1884,m,,75.960905453993
uc1.b4101358,"Gore,",Self,1845,f,mixed,75.95805155346467
inu.32000007094834,"Bury, Charlotte Campbell,", Alla giornata,1826,f,,75.95486111111111
uc1.b3339472,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,75.9482578151244
mdp.39015059376452,,The New British novelist;,1830,u,high_male,75.9336742600341
mdp.39015080862736,"Thorpe, Adam,",Hodd / | $c: Adam Thorpe.,2009,m,,75.93127475210672
mdp.39015065768114,"Eliot, George,",The works of George Eliot,1878,f,,75.93075761125067
nyp.33433074946967,"Cobb, Thomas,",Mr. Passingham,1899,m,,75.9301442672741
nyp.33433040405494,"Balzac, Honoré de,",Ursule Mirouet,1895,f,high_male,75.9301442672741
mdp.39015015503199,,Korean classical literature : an anthology / | $c: edited by Chung Chong-wha.,1989,u,,75.9283426266461
nyp.33433074955026,"Lathom, Francis,",Men and manners,1800,m,,75.92508724724938
mdp.39015030846748,"Boyle, Kay,","Wedding day, | and other stories, | $c: by Kay Boyle.",1932,f,high_female,75.89556769884639
njp.32101067647659,"James, G. P. R.",My Aunt Pontypool,1835,m,mixed,75.89025102159954
nyp.33433074946777,,"The close of S. Andrew's; or, Cathedral lights and shadows",1870,u,,75.88131647653466
uiuo.ark:/13960/t2988wk1s,"Warburton, Eliot,",Reginald Hastings,1850,m,,75.87707913180647
uiuo.ark:/13960/t78s52g23,"Crowberry, Daniel.","North of the Tweed, or, Lorance Langton: his life, incidents, and adventures in Scotland",1867,m,,75.84245453761959
mdp.39015010964859,"Hook, Theodore Edward,",Gilbert Gurney,1836,m,,75.83981441551296
uc1.$b23884,"Hyatt, Ernest.","All over the place; | the true record of the author's striking and varied experiences in many parts of the world, | $c: by Ernest Hyatt.",1935,m,,75.83930612375693
njp.32101067630903,,Forman,1819,u,,75.8279170535438
mdp.39015084108151,"Hudson, Robert.",The Kilburn Social Club / | $c: Robert Hudson.,2009,m,mixed,75.81889053240675
uiuo.ark:/13960/t07w6ww9z,"Madden, Daniel Owen,","Wynville, or, Clubs and coteries",1852,m,,75.80351728320194
mdp.39015058691349,,Tales from  Blackwood.,1858,u,,75.7940450462446
njp.32101067631075,"Brooks, Shirley,",Aspen court;,1855,m,mixed,75.75912692725076
mdp.39015055226602,"Grieg, Nordahl,",The ship sails on / | $c: by Nordahl Grieg ; translated from the Norwegian by A.G. Chater.,1927,u,high_male,75.75885115911042
mdp.39015037030908,"Arkless, David C.",The secret war : | Dhofar 1971/1972 / | $c: David C. Arkless.,1988,m,high_male,75.75622537922675
uc1.b4088954,"Sharp, Margery,","Martha, Eric, and George.",1964,f,high_female,75.7556627357895
uiuo.ark:/13960/t7kp8kf94,"James, G. P. R.","Beauchamp: or, The error",1848,m,,75.74505591362309
uc1.$b243502,"Meyerstein, Edward Harry William,",Phoebe Thirsk.,1953,m,mixed,75.74323044877865
uiuo.ark:/13960/t4th8w57x,"Farjeon, B. L.",The Duchess of Rosemary Lane,1876,m,,75.73931903466796
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,75.73196294543241
uiuo.ark:/13960/t2x352f66,"Chamier, Frederick,",Count Königsmark,1845,m,mixed,75.72933171777426
mdp.39015063975380,"Yonge, Charlotte M.",Beechcroft at Rockstone,1888,f,high_female,75.72251903579992
mdp.39015063558194,"Oliphant,",The railway man and his children,1891,f,,75.72024374707034
njp.32101066105519,"O'Donoghue, Power,",The knave of clubs,1868,f,high_female,75.71755590773023
uc1.b3726462,"Akwanya, Amechi.",Orimili / | $c: Amechi Akwanya.,1991,u,high_male,75.68213503286198
uiuo.ark:/13960/t3223j250,"Roberts, Margaret,",Denise,1863,f,high_female,75.67960283344433
mdp.39015002966581,"Blackwood, Algernon,",Tales of the uncanny and supernatural.,1949,m,mixed,75.67722833532193
uiug.30112046430838,"Lawrence, D. H. (David Herbert),","The Prussian officer, and other stories, | $c: by D.H. Lawrence.",1932,m,high_female,75.67668432455967
uc2.ark:/13960/t3707zj06,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,75.67158531971245
hvd.hn2hed,"Kendall, Edward Augustus,","Lessons of virtue, or, The book of happiness",1801,m,high_male,75.66840423743064
wu.89099487951,"Fangen, Ronald,",Both are my cousins / | $c: Ronald Fangen ; translated from the Norwegian by Dermot McKay.,1940,m,high_male,75.66688500892192
mdp.39015016769575,"Willcocks, M. P.",Change,1915,f,,75.66668484484921
uiug.30112049092098,"Stuart, Esmè,",Harum scarum : | a poor relation / | $c: by Esmè Stuart [i.e. A. C. Leroy].,1910,u,high_female,75.66504166981937
coo.31924002882581,"Jones, Ken,",Orphans of the sea.,1970,m,,75.64816725122068
njp.32101064710856,"Philips, F. C.",The fatal phryne,1889,m,high_female,75.63636363636364
wu.89057385544,"Dracott, Alice Elizabeth,",Simla village tales;,1906,f,high_male,75.63368765331153
wu.89099248965,"Mordaunt, Elinor,",The processionals,1918,f,,75.62913466972508
nyp.33433074851100,"Harris, Henry E.",The king of Andorra,1899,m,high_male,75.62501853554376
mdp.39015062065597,"Johnston, Hugh Anthony Stephens.",A selection of Hausa stories;,1966,m,high_male,75.62189054726367
uiuo.ark:/13960/t18k7kz90,"Baring-Gould, S.",The queen of love,1894,m,mixed,75.62117392870003
uc1.b4007836,"Swain, John,","Spit once for luck : | fostering Julie, a disturbed child / | $c: [by] John Swain ; foreword by Jean S. Heywood.",1977,m,high_female,75.61656584457887
uc2.ark:/13960/t4wh2gq9f,"Rosegger, Peter,",The forest farm,1912,m,high_male,75.61252240935644
mdp.49015001218206,"Wyndham, John,",Trouble with lichen | $c: [by] John Wyndham.,1965,m,high_female,75.61160028293374
mdp.39015031239299,"Innes, Hammond,",Golden Soak.,1973,m,mixed,75.60876172121122
uc2.ark:/13960/t77s7m05b,"Cardigan and Lancastre, Adeline Louis Maria de Horsey,",My recollections,1909,f,mixed,75.60483870967742
uc2.ark:/13960/t8nc5wj5x,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,75.5979107486484
mdp.39015033791503,"Zangwill, Israel,",Children of the Ghetto,1892,m,,75.59721802237678
wu.89099789984,"Skrine, Mary J. H.",The devout lady,1917,f,high_female,75.58703189444107
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,75.55653840483562
uiuo.ark:/13960/t8sb4ph22,"Braddon, M. E.",Mount Royal,1882,f,,75.54569710997525
nyp.33433076093479,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,mixed,75.54481652989787
uiuo.ark:/13960/t2697q61t,"Oliphant,",At his gates,1872,f,,75.53971135878713
mdp.39015001721565,,"The Body and the dream : | French erotic fiction, 1464-1900 / | $c: translated and introduced by Jennifer Birkett.",1983,u,high_female,75.53907430298035
mdp.39015082679492,"Fenn, Jaine.",Principles of Angels / | $c: by Jaine Fenn.,2008,f,high_male,75.5318354236008
nyp.33433074928833,"Belloc, Hilaire,","Emmanuel Burden, merchant, of Thames St., in the city of London, exporter of hardware",1904,m,high_male,75.52083333333333
mdp.39015068803355,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,,75.51515494765856
uc1.32106018946951,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,mixed,75.50802744716798
mdp.39015058691315,,Tales from  Blackwood.,1858,u,mixed,75.48575573985843
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,75.48425065888794
nyp.33433074854930,"Fraser, James Baillie,",The dark falcon;,1844,m,high_male,75.46762977737049
mdp.39015013111151,"Zhang, Xianliang.",Half of man is woman / | $c: Zhang Xianliang ; translated by Martha Avery.,1988,u,high_male,75.45782584720757
mdp.39015000549371,"Pohl, Frederik.",Rogue star | $c: [by] Frederick Pohl [and] Jack Williamson.,1972,m,mixed,75.43981411629802
nyp.33433074853080,"Heddle, Ethel F.",A mystery of St. Rule's,1902,f,,75.42708036041913
uc2.ark:/13960/t4wh2h41c,"Dahlke, Paul,",Buddhist stories,1913,m,high_male,75.40547580855235
mdp.39015059394513,"Crawford, F. Marion",Marzio's crucifix,1887,m,high_male,75.4051247030034
nyp.33433075860753,"Wyllarde, Dolf.",Uriah the Hittite,1904,m,,75.40398400290162
inu.30000005487255,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1913,f,,75.38805155642571
mdp.39015064002572,"(Alan Patrick), Herbert, A. P.","Topsy, M. P.,",1929,m,high_female,75.37747626787271
mdp.39015010416306,"Maxwell, May.",An early pilgrimage / | $c: by May Maxwell ; with a foreword by David Hofman.,1969,f,high_male,75.37417895983633
uc2.ark:/13960/t84j0hc2v,"Whyte-Melville, G. J.",Uncle John,1874,m,,75.36964376759549
mdp.39015050998288,"(Henry Major), Tomlinson, H. M.",All hands.,1937,m,,75.36668792393762
uc1.b4974535,"Mantel, Hilary,",Fludd / | $c: Hilary Mantel.,1989,f,,75.36545133951425
njp.32101067645919,"Hofland,",The Godmother's tales,1842,f,high_female,75.35346725098654
uiuo.ark:/13960/t22b9j89c,"St. Aubyn, Alan.",The junior dean,1891,f,mixed,75.35334609588205
njp.32101063603565,"Ashbee, Charles Robert.",From Whitechapel to Camelot,1892,m,high_male,75.35227187099692
mdp.39015011539486,"[Macchetta, Blanche Roosevelt (Tucker)],",Elisabeth of Roumania,1891,f,high_female,75.34659433393611
uc1.b4398234,,"Brusilov's breakthrough, | a novel of the first world war, | $c: by S. Sergeyev-Tsensky, translated from the Russian by Helen Altschuler.",1945,u,high_male,75.3248939912889
uc1.l0075944124,"Bjelke-Petersen, Marie.",Dusk,1921,f,,75.32078584686568
uc2.ark:/13960/t8x923s6p,"Geen, Philip.",Days stolen for sport,1907,m,,75.32060811480446
njp.32101068171196,"Hughes, William,",The three students of Gray's inn;,1846,m,,75.32011046949536
mdp.39015066648919,"Mauriac, François,",The little misery (Le sagouin),1952,m,,75.31821947729156
mdp.39015011876854,"Clarke, Arthur C. (Arthur Charles),",The songs of distant earth.,1986,m,mixed,75.31782824937993
uiuo.ark:/13960/t0ms4bx1j,"Savage, M. W.","Reuben Medlicott, or, The coming man",1852,m,,75.30655451199932
uiuo.ark:/13960/t8hd8f55v,"Peile, W. O.",West of Swardham,1885,u,,75.3044451138173
uiuo.ark:/13960/t0tq6jr5n,"Strauss, G. L. M.",The old ledger,1865,u,,75.27801539777587
uiuo.ark:/13960/t08w3xn6z,"Lytton, Edward Bulwer Lytton,",Ernest Maltravers,1837,m,,75.27601204416193
njp.32101066121839,"Gore,","The popular member, The wheel of fortune, etc",1844,f,high_female,75.24574941564471
mdp.39015024638838,"Jókai, Mór,",The Lion of Janina;,1897,m,high_male,75.24376919746851
mdp.39015063536117,"Collins, Mortimer,",[Works,1883,m,,75.23831217687216
uc1.l0060630589,,"English short stories, | selected to show the development of the short story from the fifteenth to the twentieth century.",1930,u,,75.23821048810132
mdp.39015016434345,"Menon Marath, S.",The wound of spring / | $c: S. Menon Marath.,1960,u,,75.21835776994409
mdp.39015005786630,"Beresford, George Charles.","Schooldays with Kipling, | $c: by G. C. Beresford (M'Turk) illustrated by the author; with a preface by General Dunsterville (Stalky)",1936,m,high_male,75.21533422297708
uiuo.ark:/13960/t6c25g95p,"James, G. P. R.",Arabella Stuart,1844,m,,75.20792780038931
uiuo.ark:/13960/t12n5n16b,"Lewis, Arthur,",The master of Riverswood,1876,f,,75.20290595379987
uiuo.ark:/13960/t00z7t48p,"Speight, T. W.",In the dead of night,1874,m,,75.19037563191911
mdp.39076005032995,"Clarke, Arthur C. (Arthur Charles),",Glide path / | $c: Arthur C. Clarke.,1969,m,high_male,75.18707259729565
mdp.39015030739737,"Derby, Mark.",The big water / | $c: Mark Derby.,1973,m,mixed,75.17635549147829
nc01.ark:/13960/t8pc43f12,"La Motte-Fouqué, Friedrich Heinrich Karl,",Undine,1909,m,high_female,75.1712233420569
