htid,author,title,year,authgender,female_category,intl_subcountry_intensity
mdp.39015053240613,,"Best short stories from Stand magazine / | $c: edited by Lorna Tracy, Jon Silkin and John Wardle.",1988,u,high_female,111.4888128627485
uiuo.ark:/13960/t1dj5z40k,"Lyle, Max.","Fair oaks, or, The experiences of Arnold Osborne, M.D",1856,m,mixed,111.47606250622076
uiuo.ark:/13960/t9q247n69,"Croker, B. M.",Mr. Jervis,1894,f,,111.4706939949658
uc2.ark:/13960/t7pn93z91,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,111.44883485309018
uiuo.ark:/13960/t6g16bg6q,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,111.44632564841496
uc2.ark:/13960/t6348nj0t,"Patmore, P. G.","Chatsworth; or, The romance of a week",1844,m,mixed,111.44130757800892
mdp.39015008005244,"Pavese, Cesare.","Told in confidence, | and other stories, | $c: edited, translated from the Italian, and with an introduction by A. E. Murch.",1971,m,high_male,111.40991164041488
uc1.b3548192,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,111.40850237082728
uiuo.ark:/13960/t7gq7jq9b,"Speight, T. W.",In the dead of night,1874,m,,111.3963287644694
uiuo.ark:/13960/t9n30dj0b,"Monro, Theodore Russell.","Love lost, but honour won;",1878,m,,111.38704258271856
mdp.39015052310714,"Gour, Neelum Saran,",Virtual realities / | $c: Neelum Saran Gour.,2002,u,mixed,111.37284276717163
mdp.39015061140318,"Gee, Maggie,",Light years / | $c: Maggie Gee.,2004,f,mixed,111.358574610245
njp.32101066459007,"Gibbon, Charles,",A heart's problem,1881,m,,111.34884939522294
uc1.31158010982378,"Bennett, Arnold,",Leonora,1910,m,high_female,111.3397887917946
inu.30000011823097,"Dickens, Charles,",A tale of two cities,1898,m,mixed,111.33508344271516
coo.31924014164572,"Mackenzie, Compton,",Sinister street.,1949,m,,111.33489285580254
mdp.39015013125623,"Carr, Emily,",The house of all sorts. | $c: With a foreword by Ira Dilworth.,1946,u,mixed,111.30807601929342
nyp.33433044758377,"Pyne, W. H.",The twenty-ninth of May,1825,m,high_male,111.27977792426924
mdp.39015061320605,"Frame, Ronald.",Time in Carnbeg : | short stories / | $c: by Ronald Frame.,2004,m,high_female,111.2470797641562
uiuo.ark:/13960/t2h70sq7q,"Gibbon, Charles,",Of high degree,1883,m,mixed,111.22547229323683
uiuo.ark:/13960/t07w71742,"Smart, Hawley,",Two kisses,1875,m,mixed,111.22073728585524
uc1.$b787413,"Laverty, Maura,",Never no more : | the story of a lost village / | $c: by Maura Laverty.,1942,f,high_female,111.20319761647488
mdp.39015010733163,"MacDonald, George,",The gifts of the child Christ,1882,m,mixed,111.1957349581112
nyp.33433075783294,"Thisted, Valdemar Adolph,",Letters from hell,1866,m,high_female,111.1921472040555
mdp.39015000639974,"Le Gallienne, Richard,",The quest of the golden girl,1896,m,high_female,111.18070779830882
uc1.$b252042,"Lovelace, Earl,",While gods are falling.,1965,m,,111.17713584695896
coo.31924014412450,"Marie, de France,","Lays of Marie de France, | and other French legends. | $c: Translated with an introduction by Eugene Mason.",1959,m,high_male,111.17029900178336
uc2.ark:/13960/t75t3hk9v,"Bruun, Laurids,",Van Zanten's happy days;,1908,u,high_male,111.1637194557095
inu.30000041996913,,The Dedalus book of Portuguese fantasy / | $c: edited by Eugňio Lisboa & Helder Macedo ; translated by Margaret Jull Costa.,1995,u,mixed,111.15026974272776
wu.89098868110,"Baylor, Frances Courtenay,",Claudia,1894,m,mixed,111.12601306688634
mdp.39015061857481,"McCall Smith, Alexander,",In the company of cheerful ladies / | $c: Alexander McCall Smith.,2004,m,high_male,111.12511312994764
uc1.b4689293,"Packard, Frank Lucius,",The miracle man,1914,m,high_female,111.11899189067782
mdp.39015019873507,"Fell, Alison.",Mer de Glace / | $c: Alison Fell.,1991,f,high_female,111.1007278655162
uc1.$b684919,"Atkins, John,","Rain and the river, | a novel.",1954,m,,111.10053010824365
uiuo.ark:/13960/t0ks7331q,"Gray, Arnold.",Like lost sheep,1885,m,high_female,111.097395383286
nyp.33433075723571,"Ross,","The balance of comfort; or, The old maid and married woman",1817,f,high_female,111.08809851066631
uiuo.ark:/13960/t8gf12d5t,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,111.0864252388358
inu.39000002836737,"O'Donnell, Peter.",Last day in Limbo / | $c: [by] Peter O'Donnell.,1976,m,,111.08553586261422
mdp.39015048416500,"Newby, P. H. (Percy Howard),","A guest and his going, | a novel.",1959,m,mixed,111.06687063852976
mdp.39015002652405,"Bradbury, Malcolm,",Who do you think you are? : | Stories and parodies / | $c: by Malcolm Bradbury.,1976,m,mixed,111.0668453394179
nyp.33433076091531,"Edgeworth, Maria,",Tales and novels,1848,f,high_female,111.06444537775911
mdp.39015064701389,"Murray, John,",A gentleman's relish / | $c: John Murray.,2006,m,,111.06200206258006
mdp.39015010720897,"Halley, David.","With Wingate in Burma, | being the story of the adventures of Sargent Tony Aubret of the King's (Liverpool) regiment during the 1843 Wingate expedition into Burma, | $c: by David Halley.",1945,m,high_male,111.04589368148864
uiuo.ark:/13960/t7kp8952v,"Besant, Walter,",The master craftsman,1896,m,high_male,111.02264189030063
mdp.39015059168891,"Duffy, Maureen.",Alchemy / | $c: Maureen Duffy.,2004,f,mixed,111.01695471953435
nyp.33433074959804,"Dickberry, F.",The nymph,1906,m,high_female,110.99768282209584
mdp.39015063623832,"Priestman, Edmund Yerbury,",With a B.-P. scout in Gallipoli;,1917,m,high_male,110.98779134295228
nyp.33433075876734,"Thurston, E. Temple","The ""Flower of Gloster,""",1911,f,high_male,110.98589625379913
uc2.ark:/13960/t7zk5bj0g,"Ouida,",The tower of Taddeo,1892,f,high_female,110.97286209099774
uc2.ark:/13960/t88g8k59z,"Scott, Walter,",The abbot,1820,m,,110.96777773154122
nyp.33433082225628,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,110.96173953865522
uiuo.ark:/13960/t17m0sd0b,"Kettle, Rosa Mackenzie,",The earl's cedars,1860,f,,110.9612014071898
inu.32000005270816,,"The Abduction, or, The adventures of Major Sarney",1825,u,,110.9578835576268
uc1.32106007791715,,More stories from the Raj and after : | from Kipling to the present day / | $c: selected and introduced by Saros Cowasjee.,1986,u,mixed,110.94785450838104
mdp.39015066882039,"Jones, Lloyd,",Mr Cassini / | $c: Lloyd Jones.,2006,m,high_male,110.94779093761484
uiuo.ark:/13960/t1pg22j1b,"Feilden, Phoebe M.","Grantham secrets, a novel",1875,f,high_female,110.93604295958067
pst.000058096123,"Carter, Angela,","The bloody chamber, and other stories / | $c: Angela Carter.",1979,f,high_male,110.93381961857004
uc1.$b397760,"Huré, Anne,",In prison / | $c: Anne Huré ; translated from the French by Emma Craufurd.,1965,f,,110.91672098155578
mdp.39015033791503,"Zangwill, Israel,",Children of the Ghetto,1892,m,,110.8759197661526
uc2.ark:/13960/t2z31tf9j,"Lyall, Edna,",Donovan,1882,f,,110.85791710291308
uc1.32106019462990,"Atkinson, Kate",Behind the scenes at the museum / | $c: Kate Atkinson,1995,f,,110.83852044092102
nyp.33433074867460,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,110.81802431753266
uiuo.ark:/13960/t7kp8kh34,"Kavanagh, Julia,",Dora,1868,f,high_female,110.79915233269864
uc1.$b701483,"Nizovoĭ, Pavel,","Into the Arctic night, | $c: by Pavel Nizovoy; translated from the Russian by Joseph Bimstone.",1947,u,high_male,110.78939773393788
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,110.77956653027675
mdp.39015017965305,"Ng'ombe, James.",Sugarcane with salt / | $c: James Ng'ombe.,1989,m,high_male,110.74605928605706
uc1.b4356098,"Woolf, Douglas,","Spring of the lamb; | $c: a tale by Douglas Woolf. Broken field runner; a Douglas Woolf notebook, by Paul Metcalf. With two photos. by Ralph Eugene Meatyard",1972,m,high_male,110.70694290684804
wu.89034885616,"Schoeman, Karel.",Another country / | $c: Karel Schoeman ; translated by David Schalkwyk.,1991,f,,110.67080789689768
uiuo.ark:/13960/t9474p24j,"Byron, Henry J.",Paid in full,1865,m,mixed,110.6642975155086
mdp.39015063536521,"Collins, Mortimer,",[Works,1883,m,mixed,110.6628083608845
mdp.39015074054688,"Jooste, Pamela.",Star of the morning / | $c: Pamela Jooste.,2007,f,high_female,110.6434155141311
mdp.39015047778520,"Winter, John Strange,",A blameless woman,1895,m,high_female,110.62159103261736
mdp.39015012970136,"Streatfeild, Noel.",Away from the vicarage.,1965,f,high_female,110.59123777116122
njp.32101067866820,"Chekhov, Anton Pavlovich,",The horse-stealers and other stories,1921,m,high_male,110.5912377711612
mdp.39015064001681,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,110.57757850250692
mdp.39015019176158,"Massie, Allan,",The last peacock / | $c: Allan Massie.,1980,m,high_female,110.57537769206044
uiuo.ark:/13960/t1xd1j22f,"Ormsby, Anne.",The soldier's family,1807,f,,110.56916368694658
uiuo.ark:/13960/t8cg01t5t,"Cresswell, Henry.",A wily widow,1888,m,high_female,110.5271938605272
uc1.b3324549,"Lever, Charles James,",One of them,1861,m,high_male,110.52654847694416
uc1.$b318443,"Istrati, Panait,",The bitter orange tree / | $c: by Panaït Istrati.,1931,u,,110.51860857071809
uc1.b3039415,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,110.51660797853692
uc1.b3322743,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,110.49168801165187
uc2.ark:/13960/t3gx4k019,"Fortescue-Brickdale, Eleanor.",Eleanor Fortesque Brickdale's Golden book of famous women,1919,f,high_female,110.49032688458972
mdp.39015030701190,"Kersh, Gerald,",The Brighton monster and others.,1953,m,high_male,110.47316746798612
uc1.b3339467,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,110.45802373294887
mdp.39015055899911,"Unsworth, Tania.",The seahorse / | $c: Tania Unsworth.,2002,f,high_female,110.45238275054751
uc2.ark:/13960/t9571gv0m,"MacCarthy, Desmond,",Remnants,1918,u,high_male,110.44598087075612
nnc1.cr00325899,"Taylor, Meadows,",Confessions of a thug,1879,m,high_male,110.42895432556064
uc1.b3327071,"Massie, W.",Sydenham;,1830,u,,110.40939804796184
mdp.39015047130904,,So that you can know me : | an anthology of Pakistani women writers / | $c: edited by Yasmin Hameed & Asif Aslam Farrukhi.,1997,u,high_female,110.40383653331952
mdp.39015010822388,,The Tristan legend : | texts from Northern and Eastern Europe in modern English translation / | $c: edited by Joyce Hill.,1977,u,mixed,110.38693018746582
uc2.ark:/13960/t6qz2cw12,"Strindberg, August,",The confession of a fool,1912,m,high_female,110.38209867276564
uiuo.ark:/13960/t2f76tm8x,"Clarke, Charles.",Lord Falconberg's heir,1868,m,high_male,110.37527593818989
mdp.39015056885810,"Heller, Zoë.",Notes on a scandal / | $c: Zoe Heller.,2003,u,high_female,110.37527593818984
mdp.39015011813261,"Brittain, Frederick.",Mostly Mymms; | tales and sketches of South Mymms and elsewhere.,1954,m,high_male,110.35271999019088
bc.ark:/13960/t1rf67m70,"McKay, Louise.",The mountains of Mourne,1922,f,mixed,110.34661820070104
mdp.39015065767934,"Eliot, George,",The works of George Eliot,1878,f,,110.3404791929382
uc1.b3322307,"Banks, G. Linnaeus",In his own hand,1885,f,,110.33528753046572
uc1.l0075944124,"Bjelke-Petersen, Marie.",Dusk,1921,f,,110.291150704339
uc1.$b244970,"Stern, G. B. (Gladys Bronwyn),",The shortest night / | $c: by G.B. Stern.,1931,f,,110.28626995232788
uiuo.ark:/13960/t61557p1q,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,110.28253334733746
uc1.$b302154,"Oliver, Jane, pseud.",Isle of glory | $c: [by] Jane Oliver.,1947,f,high_male,110.26404953849747
dul1.ark:/13960/t5cc1m03n,"Macquoid, Katharine S.",In the sweet spring-time,1880,f,high_female,110.23501492765828
mdp.39015080859328,"Marshall, Michael,",Bad things / | $c: Michael Marshall.,2009,m,high_female,110.21335785897251
uc1.$b116738,,"The English review book of short stories, | $c: compiled by Horace Shipp; with a foreword by Ford Madox Ford.",1932,u,,110.1992966002345
njp.32101067646552,"Holmes, W. H. M.","Oakleigh, or, The minor of great expectations",1843,u,high_male,110.16094701071736
uiuo.ark:/13960/t0qr5ds02,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,110.15931997172032
uc2.ark:/13960/t54f1ww6k,"Woolf, Leonard,",The village in the jungle,1913,m,high_male,110.1512413673606
mdp.39015025293294,"McCabe, Eugene,",Death and nightingales.,1992,m,,110.14713481465364
mdp.39015059587454,,"Dreams never end / | $c: Andrew Newsham, Mick Scully, H.P. Tinker ; edited by Nicholas Royle.",2004,u,high_male,110.14470735690684
mdp.39015031299079,"Morier, James Justinian,","The adventures of Hajji Baba of Ispahan, | $c: by James Morier.",1925,m,high_male,110.1430340228034
uc1.b3321893,"Black, William,",Magic ink and other tales,1892,m,mixed,110.14035453287092
mdp.39015001669533,"De Leeuw, Adèle,",Indonesian legends & folk tales | $c: told by Adèle de Leeuw. Illustrated by Ronni Solbert.,1961,u,mixed,110.1392938127632
mdp.39015066051494,"(Antonia Susan), Byatt, A. S.",Possession : | a romance / | $c: A.S. Byatt.,1990,u,,110.12359754359598
uiuo.ark:/13960/t6d22kt69,"Watson, Aaron,",The Marquis of Carabas,1892,m,,110.1045026946628
mdp.39015053240621,,Best Irish short stories / | $c: edited by David Marcus.,1976,u,,110.05353955978585
mdp.39015003929760,"Gibbs, Philip,","The age of reason, | a novel, | $c: by Philip Gibbs.",1928,m,high_female,110.04907833896893
uc1.b4379991,"Soriano, Osvaldo.",Winter quarters : | a novel of Argentina / | $c: Osvaldo Soriano ; translated by Nick Caistor.,1989,m,mixed,110.04401760704282
uc1.31822006630453,"Raabe, H. E",Cannibal nights : | the reminiscences of a free-lance trader / | $c: by H.E. Raabe,1927,u,mixed,110.04204170311222
nyp.33433034410401,"Alexander,",The wooing o't,1874,f,high_female,110.03018081368094
mdp.39015025295075,"Mackay, Shena.",Dunedin.,1992,f,,110.02074887948667
uiuo.ark:/13960/t54f2fn0j,"Vane, Capel.",The desire of the moth,1895,f,high_female,110.00396525921283
mdp.39015029176610,"Ali, Tariq.",Shadows of the pomegranate tree / | $c: Tariq Ali.,1992,u,,110.00177121496029
uiuo.ark:/13960/t5m90tf32,"Maunsell, Thomasine.",Legends of the Jacobite wars,1873,f,mixed,109.98758204718824
mdp.39015059405699,"Le Gallienne, Richard,",The romance of Zion chapel,1898,m,high_female,109.9424634441309
uc2.ark:/13960/t7pn91j8b,"Lever, Charles James,",[Charles Lever's novels,1872,m,,109.91844322915964
uc1.$b301015,"Johnston, Myrtle,",The maiden / | $c: by Myrtle Johnston.,1932,f,,109.9002443935505
mdp.39015031918884,"Poli͡akov, A. (Aleksandr),","With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.",1941,u,,109.8843597927895
mdp.39015046353432,"Amis, Martin.",London fields / | $c: Martin Amis.,1989,m,mixed,109.86998718183484
uc1.32106019365573,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,109.82390042633028
njp.32101068174794,"Jennings, Louis J.",The millionaire,1883,m,,109.8217985909656
uc1.$b243193,"Grove, Frederick Philip,","Fruits of the earth, | $c: by Frederick Philip Grove.",1933,m,mixed,109.82042041113054
uc2.ark:/13960/t6ww7b84s,"Topham, Anne,",Daphne in the Fatherland,1913,f,mixed,109.81770261366135
mdp.39015025343537,"Déry, Tibor,",Niki; | the story of a dog. | $c: In an English version by Edward Hyams.,1958,u,high_female,109.79894593011906
uiuo.ark:/13960/t84j1244p,"Merrick, Leonard,",The man who was good,1892,m,high_female,109.78233821742758
mdp.39015022061835,"Rayner, Richard,",The elephant / | $c: Richard Rayner.,1991,m,mixed,109.77932116052426
uc1.b3321966,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,109.75915704967385
uiuo.ark:/13960/t9v12mm90,"Alexander,",Mona's choice,1887,f,high_female,109.75494370328316
inu.30000007706124,,They made their name.,1968,u,high_male,109.73550928531232
uc2.ark:/13960/t0bv7c67s,"Robinson, F. W.",Coward conscience,1879,m,mixed,109.73315683132448
mdp.39015056903647,"Fell, Alison.",Tricks of the light / | $c: Alison Fell.,2003,f,,109.72327651645848
mdp.39015092871014,"Beerbohm, Max, Sir,",[Works].,1922,m,,109.70927043335163
mdp.39015050524167,,Vox 'n' roll : | fiction for the 21st century / | $c: edited by Richard Thomas.,2000,u,,109.7061684272433
mdp.39015048876182,"Laing, B. Kojo.",Woman of the aeroplanes.,1988,u,high_male,109.70001265769378
mdp.39015028871070,"Delaney, Frank,",Telling the pictures / | $c: Frank Delaney.,1993,m,,109.69872432823666
uc2.ark:/13960/t4hm57j35,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,109.69185249332466
uc1.$b119529,"Ash, William,",The lotus in the sky / | $c: William Ash.,1961,m,high_male,109.66899037773813
mdp.39015074299119,"Rahim, Jennifer,",Songster and other stories / | $c: Jennifer Rahim.,2007,f,mixed,109.65630114566284
uiuo.ark:/13960/t6zw1zc7c,"Jeaffreson, John Cordy,",A noble woman,1868,m,high_female,109.64279531421316
uiuo.ark:/13960/t6vx0rr2f,"Hamilton, Rowan.",The last of the cornets,1890,m,high_male,109.62908825141604
dul1.ark:/13960/t2794pm0g,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,109.6168756516857
nnc1.1002269686,"Daunt, William J. O'Neill,",The gentleman in debt;,1851,m,,109.61562651619975
mdp.39015077628017,"Gregory, Susanna,",The butcher of Smithfield / | $c: Susanna Gregory.,2008,f,,109.61533903728106
uc2.ark:/13960/t8cf9m759,"Young, F. E. Mills",Grit Lawless,1912,m,mixed,109.58279637763108
mdp.39015016732037,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,109.56759929563688
mdp.39015030707296,"Meredith, George,",Lord Ormont and his Aminta,1894,m,,109.55035664727215
hvd.hwkcjs,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,,109.51470275748215
njp.32101066459783,"Gore,","Temptation and atonement, and other tales",1847,f,mixed,109.50962235284643
mdp.39015054181352,,"Long journey home : | short stories by new lesbian writers / | $c: Caeia March, editor.",1999,u,high_female,109.48290382347987
mdp.49015001135871,,The Penguin book of horror stories / | $c: edited by J.A. Cuddon.,1984,u,,109.48065116105474
uiuo.ark:/13960/t6154w074,"Schmidt, Otto Ernst,",Asmus Semper,1909,m,high_male,109.47763528307787
dul1.ark:/13960/t1tf0gj5c,"Gubbins, Herbert.",The elixir of life,1914,m,mixed,109.4716801523084
inu.32000002629717,"Grant, James,",Did she love him?,1876,m,mixed,109.46907498631634
mdp.39015016965918,,And thus will I freely sing : | an anthology of lesbian and gay writing from Scotland / | $c: edited by Toni Davidson ; with an introduction by Edwin Morgan.,1989,u,,109.46416394501668
uiuo.ark:/13960/t9474wz74,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,109.43959976374944
mdp.39015065146287,"Rebreanu, Liviu,",The uprising : | a novel / | $c: by Liviu Rebreanu ; translated by P. Crandjean and S. Hartauer.,1964,u,,109.43387170318462
uiuo.ark:/13960/t3vt1xh6t,"Capes, J. M.",The mosaic-worker's daughter,1868,m,high_female,109.42599347283549
nyp.33433074943741,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,109.41483706479217
uiuo.ark:/13960/t4qj7ps62,"Boldrewood, Rolf,",A colonial reformer,1890,m,high_male,109.40541038545256
mdp.39015053483007,"Maguire, Susie.",The short hello / | $c: Susie Maguire.,2000,f,,109.39768161067047
inu.39000002994254,"Macklin, Robert.",The Queenslander / | $c: Robert Macklin.,1975,m,,109.38209435753498
uc1.b5063732,"Piasecki, Serginsz,",Lover of the Great Bear.,1938,u,mixed,109.37749425029116
uc2.ark:/13960/t3rv0mk5j,"Hobbes, John Oliver,",The tales of John Oliver Hobbes [i.e. P. Craigie],1894,f,high_female,109.37144451050771
uc1.b3325543,"Manning, Anne,",The good old times,1857,f,,109.356662754721
nyp.33433074876669,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,109.35535021050904
uc2.ark:/13960/t6rx96z9c,"George, Walter Lionel,",The making of an Englishman,1914,m,high_female,109.34601255636233
pst.000043639397,"Sanderson, Mark.",Audacious perversion / | $c: Mark Sanderson.,1998,m,,109.34505692706573
inu.30000126981137,"Page, Jeremy,",The wake / | $c: Jeremy Page.,2009,m,high_female,109.33138966418376
uiuo.ark:/13960/t7mp5q48f,"Wood, Henry,",East Lynne,1862,f,,109.32836923440595
mdp.39015054151561,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,109.32355243325765
uc1.b4562676,,The Tristan legend : | texts from Northern and Eastern Europe in modern English translation / | $c: edited by Joyce Hill.,1977,u,,109.31791375391964
nyp.33433074970678,"Chatterton, Georgiana,",The heiress and her lovers,1863,f,,109.31319669183746
mdp.39015039379998,"Colette,","Gigi, and The cat / | $c: Colette.",1953,f,,109.29696827024937
uiuo.ark:/13960/t2n593h7q,"Moore, Oliver.",The staff officer,1831,m,mixed,109.28638941398864
uc1.$b249257,"Birmingham, George A.",Two scamps / | $c: by George A. Birmingham.,1950,m,high_female,109.2648606873026
njp.32101064912015,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,109.25230454079892
uiuo.ark:/13960/t2z32fz8m,"Tabor, Eliza.",Hope Meredith,1874,f,high_female,109.25191190845835
uc1.$b302115,"Niven, Frederick,","The Lost cabin mine, | $c: by Frederick Niven.",1929,m,high_male,109.24407604288676
uc2.ark:/13960/t27941g2s,"Cupples, George,",The adventures of Mark Willis,1872,f,high_male,109.22992900054614
uc1.32106006786252,"Troyat, Henri,",Sylvie / | $c: Henri Troyat ; translated by Anthea Bell.,1982,m,high_female,109.22197546146285
mdp.39015012358670,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,109.22019013229016
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,109.217063560048
wu.89099762619,"Oppenheim, E. Phillips (Edward Phillips),","The Oppenheim omnibus,: | forty-one stories / | $c: by E. Phillips Oppenheim.",1931,m,,109.21347468318676
mdp.39015066648919,"Mauriac, François,",The little misery (Le sagouin),1952,m,,109.21141824207275
mdp.39015028020710,"Guli͡ashki, Andreĭ.",The Zakhov mission; | $c: translated by Maurice Michael.,1968,u,mixed,109.20140537460829
njp.32101065762294,"Braddon, M. E.",Hostages to fortune;,1875,f,mixed,109.20101259120764
uc1.b3475708,"Forbes, Bryan,",The rewrite man / | $c: Bryan Forbes.,1983,m,,109.18650122538108
mdp.39015073428784,"Henty, G. A.",In freedom's cause,1885,m,high_male,109.14805341679433
inu.30000050938111,"Pienaar, Vincent.",Jimmy's place : | a man's pub is his castle / | $c: Vincent Pienaar ; with illustrations by Denise Hurry.,1993,m,,109.12825779946078
uc1.b3588958,"Couteaux, André.",Portrait of the boy as a young wolf; | $c: translated from the French by Barbara Wright.,1968,u,high_female,109.1280318231422
uc1.b3290602,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,,109.10159036549032
uiuo.ark:/13960/t3mw2pz6n,"Baring-Gould, S.",Red spider,1887,m,,109.0966348749325
njp.32101067644656,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,109.09531698250434
mdp.39015008982939,Apuleius.,The story of Cupid & Psyche,1903,m,high_female,109.0909090909091
mdp.39015073951520,,Bedford Square 3 : | new writing from the Royal Holloway Creative Writing Programme / | $c: foreword by Andrew Motion.,2008,u,,109.05726056974154
mdp.39015021877058,,My grandmother's cactus : | stories by Egyptian women / | $c: introduced and translated by Marilyn Booth.,1991,u,mixed,109.05305596404553
mdp.39015017702112,"Binding, Paul.",Kingfisher weather / | $c: Paul Binding.,1989,m,,109.05024628720878
nyp.33433074793690,"Harrison, W. H.","Christmas tales, historical and domestic",1832,u,,109.02360487817243
nyp.33433067303671,"Grattan, Thomas Colley,","High-ways and by-ways, or, Tales of the roadside",1825,m,mixed,109.01609138926425
mdp.39015054103141,"Drabble, Margaret,",The ice age / | $c: Margaret Drabble.,1977,f,mixed,109.0069839646968
mdp.39015047453298,"Humphreys, Emyr.",The gift of a daughter / | $c: Emyr Humphreys.,1998,m,high_female,108.98106990234608
uiuo.ark:/13960/t3cz3km8s,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,108.960786498768
uc1.$b101840,"Golding, Louis,",The loving brothers / | $c: by Louis Golding.,1952,m,mixed,108.95605213648606
mdp.39015079193598,"McCall Smith, Alexander,",La's orchestra saves the world / | $c: Alexander McCall Smith.,2008,m,,108.94960475504496
mdp.39015001687220,"Faulkner, William,",Faulkner's county; | tales of Yoknapatawpha County.,1955,m,,108.93563234639868
mdp.39015051278771,"Harris, Joanne,",Five quarters of the orange / | $c: Joanne Harris.,2001,f,,108.93246187363836
mdp.39015077108242,"Anthony, Peter,",A town called Immaculate / | $c: Peter Anthony.,2007,m,mixed,108.9243980076353
mdp.39015005912830,"Barlow, Jane,",A creel of Irish stories,1897,f,high_female,108.91927871233206
uiuo.ark:/13960/t11n8rr4v,"Yonge, Charlotte M.",The dove in the eagle's nest,1866,f,mixed,108.9167587653965
uiuo.ark:/13960/t08w4053f,"Oliphant,",The laird of Norlaw,1858,f,,108.91603411585317
uiuo.ark:/13960/t4bp0qf2c,"Norris, W. E.",The Countess Radna,1893,f,mixed,108.89009877887533
uiuo.ark:/13960/t7sn0vg3g,"West,",Alicia de Lacy;,1814,f,high_female,108.8850174216028
uc2.ark:/13960/t07w68j53,"Fisher, William,",Ralph Rutherford,1851,m,,108.88133811410016
uc1.b4974501,"Fuller, John.",The burning boys.,1989,m,,108.85834807456796
mdp.39015032316997,"Hudson, Mark.",Coming back brockens : | a year in a mining village / | $c: Mark Hudson.,1994,m,,108.85706375374392
inu.30000042020531,"Gondwe, Walije,",Double dating / | $c: Walije Gondwe.,1994,u,high_male,108.8244540639888
uc1.b3322071,"Fox, S. M.",George,1890,u,mixed,108.81213420163218
mdp.39015076198111,,Jambula tree : | a selection of works from the Caine Prize for African Writing.,2008,u,,108.80110251783888
uiuo.ark:/13960/t5cc1n952,"Payn, James,",Under one roof,1879,m,,108.77870009453386
mdp.39015063626504,"Ferrier, Susan,",Novels,1894,f,high_female,108.77533164652746
mdp.39015029228379,"Pasolini, Pier Paolo,",Theorem / | $c: Pier Paolo Pasolini ; translated from the Italian and with an introduction by Stuart Hood.,1992,m,,108.76873788711782
uc1.b5170808,"Boileau, Pierre,",Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson.,1966,m,,108.75870069605568
mdp.39015013940112,"Lennox, Charlotte,","The female Quixote, or, The adventures of Arabella; | $c: edited with an introduction by Margaret Dalziel; Chronology and appendix by Duncan Isles.",1970,m,high_female,108.74530756549544
njp.32101066122720,"Birmingham, George A.,",The search party,1909,m,,108.74336565704937
inu.39000003475303,"O'Brien, Edna.",The country girls / | $c: Edna O'Brien.,1976,f,,108.74014942175825
uva.x000192302,"Poe, Edgar Allan,","The fall of the house of Usher, and other tales and prose writings selected and edited, with introd",1889,m,,108.7278106508876
uc2.ark:/13960/t00004p1w,"Penny, F. E.",The outcaste,1912,m,mixed,108.72555312487718
inu.39000005593822,"Dixon, Geoffrey M.",Folktales and legends of Kent / | $c: by Geoffrey M. Dixon ; and illustrated by Susy-Jane Tanner.,1984,m,mixed,108.72378980067306
mdp.39015063552635,"Betham-Edwards, Matilda,",Felicia,1879,f,,108.71757535210229
