htid,author,title,year,authgender,period,diff
mdp.39015030996832,"Ainsworth, William Harrison,",Rookwood,1878,m,1851-1900,-0.13745300991409115
njp.32101066121938,"Gordon, Frederick.",A Sunday salmon and another,1895,m,1851-1900,-0.13732492958210674
uiuo.ark:/13960/t9086vr6d,"McCarthy, Justin.",Red diamonds,1893,m,1851-1900,-0.13717742063937716
uiuo.ark:/13960/t2w381979,"Barclay, Florence L.",Guy Mervyn;,1891,f,1851-1900,-0.13692316180388253
nyp.33433082306006,"Hohler, Venetia.",The green toby jug and The princess who lived opposite,1898,f,1851-1900,-0.13692316180388253
uiuo.ark:/13960/t08w4306w,"Wilbraham, Frances M.",For and against,1858,f,1851-1900,-0.13648728951446337
uc2.ark:/13960/t2s46w55j,"Pentreath,Dolly.",In a Cornish township with old Vogue folk,1893,u,1851-1900,-0.13646944129571575
uc2.ark:/13960/t9x066b4t,"Braddon, M. E.",Thou art the man,1894,f,1851-1900,-0.13624839797122396
mdp.39015047667145,"Black, William,",Green pastures and Piccadilly,1877,m,1851-1900,-0.13618876767903576
uiuo.ark:/13960/t1zc8846k,"Cresswell, Henry.",Cancelled bonds,1895,m,1851-1900,-0.13603110114375755
uiuo.ark:/13960/t5r78w70b,"Braddon, M. E.",Hostages to fortune;,1875,f,1851-1900,-0.13595299445001408
nyp.33433076057607,"Friswell, J. Hain",Pleasure,1871,m,1851-1900,-0.13592382802640107
mdp.39015063536521,"Collins, Mortimer,",[Works,1883,m,1851-1900,-0.13584101719001146
uiuo.ark:/13960/t7np2gb6f,"Hardy, Duffus,",In sight of land;,1885,m,1851-1900,-0.13560737233019837
mdp.39015065768049,"Eliot, George,",The works of George Eliot,1878,f,1851-1900,-0.13560737233019826
uiuo.ark:/13960/t1bk2153w,"Thompson, Harriet Diana Calvert.",The Wyndham family: a story of modern life,1876,f,1851-1900,-0.13560737233019826
uc2.ark:/13960/t4bp03746,"Whyte-Melville, G. J.",Market Harborough;,1862,m,1851-1900,-0.13535984757772312
mdp.39015063761319,"Black, William,",The new prince fortunatus,1890,m,1851-1900,-0.13499761623263745
njp.32101065762294,"Braddon, M. E.",Hostages to fortune;,1875,f,1851-1900,-0.13470375787236694
mdp.39015063560497,"Howitt, William,",The man of the people,1860,m,1851-1900,-0.13467154345319304
uc2.ark:/13960/t9862hm6r,"Sinclair, Catherine,","London homes, including The murder hole; The drowning dragoon; The priest and the curate; Lady Mary Pierrepoint; and Frank Vansittart",1853,f,1851-1900,-0.13441689613972246
uiuo.ark:/13960/t09w0x65t,"Eliot, George,",Middlemarch;,1899,f,1851-1900,-0.13441689613972235
uiuo.ark:/13960/t64466k9s,"Martin, Herbert,",A girl's past,1893,f,1851-1900,-0.13441689613972224
uc2.ark:/13960/t8v98589w,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,1851-1900,-0.13441689613972208
uiuo.ark:/13960/t0pr8dt48,"Smart, Hawley,",Bitter is the rind,1870,m,1851-1900,-0.13441689613972208
mdp.39015014938636,"Owen, Daniel.","Rhys Lewis, minister of Bethel",1888,m,1851-1900,-0.13441689613972196
uc2.ark:/13960/t9n30638w,"Nevinson, Henry Woodd,",Neighbors of ours;,1895,m,1851-1900,-0.13404487233019846
uiuo.ark:/13960/t6pz5tn4k,"Riddell, J. H.,",Susan Drummond,1884,f,1851-1900,-0.13404487233019835
uiuo.ark:/13960/t8ff4515z,"Fullom, S. W.",Down in Devon,1869,m,1851-1900,-0.13397185831150676
uiuo.ark:/13960/t2x35943m,"Tytler, Sarah,",Saint Mung's city,1884,f,1851-1900,-0.13386318628368687
mdp.39015009215792,"Ewing, Juliana Horatia Gatty,",Six to sixteen,1886,f,1851-1900,-0.13386318628368665
uiuo.ark:/13960/t6zw1zc7c,"Jeaffreson, John Cordy,",A noble woman,1868,m,1851-1900,-0.13373904492806316
uc1.b3322522,"Gladstone, Alfred.",The man of the hour,1863,m,1851-1900,-0.13368429540712135
uiuo.ark:/13960/t20c59n08,"Dering, Edward Heneage,","Sherborne, or, The house at the four ways",1875,m,1851-1900,-0.13299543203169084
mdp.39015063558327,"Oliphant,",Zaidee,1856,f,1851-1900,-0.13273126613550806
uc2.ark:/13960/t9g44kx90,"Randolph,",Woodroffe,1883,f,1851-1900,-0.13266619585961015
uiuo.ark:/13960/t3qv45p5q,"Stretton, Julia Cecilia Collinson,",The ladies of Lovel-Leigh,1862,f,1851-1900,-0.13234650276498106
uc2.ark:/13960/t6736s49k,"Mathers, Helen,",Eyre's acquittal,1884,f,1851-1900,-0.13234650276498106
uiuo.ark:/13960/t2z32c481,"Craik, Georgiana M.",Dorcas,1879,f,1851-1900,-0.13234650276498094
uiuo.ark:/13960/t1wd4h96x,"Tabor, Eliza.",The last of her line,1879,f,1851-1900,-0.13234650276498094
uiuo.ark:/13960/t7wm1jm9d,"Baring-Gould, S.",In the roar of the sea;,1892,m,1851-1900,-0.13234650276498094
uiuo.ark:/13960/t16m3w71n,"Smart, Hawley,",From post to finish,1884,m,1851-1900,-0.13217599978117855
nyp.33433074864947,"Glass, Andrew.",Tales and traditions of Ayrshire and Galloway,1873,m,1851-1900,-0.13213847280866747
inu.32000001871153,"Cholmondeley, Mary,",Red pottage,1899,f,1851-1900,-0.13209734367690307
uiuo.ark:/13960/t7jq1mz7p,"Sheridan, Frederick.",Shot!,1866,m,1851-1900,-0.13203594375876987
uiuo.ark:/13960/t1wd4j393,"Wood, Henry,",Orville college,1867,f,1851-1900,-0.13203594375876976
mdp.39015059378540,"Yonge, Charlotte M.",Heartsease;,1854,f,1851-1900,-0.13193438654820777
nnc1.0315302911,"Wilson, John Mackay,",Wilson's Tales of the Borders and of Scotland,1885,m,1851-1900,-0.13190209123990887
uiuo.ark:/13960/t9c540365,"Forde, Gertrude.",In the old palazzo,1885,f,1851-1900,-0.13188396807487918
uc1.b3123811,"Hood, Tom,",A golden heart,1867,m,1851-1900,-0.13181949354231964
mdp.39015031299459,"Morley, Henry.",Gossip,1857,m,1851-1900,-0.13169170967959604
uc2.ark:/13960/t3fx7905r,"Whyte-Melville, G. J.",Katerfelto,1875,m,1851-1900,-0.13164297103570005
nyp.33433082353859,"Jones, Cecelia Anne.",Count up the sunny days,1897,f,1851-1900,-0.13161577569154292
uiuo.ark:/13960/t8rb7pg9t,"Scott,",The old grey church,1856,f,1851-1900,-0.13144070566353178
uiuo.ark:/13960/t52f8c60j,"Newman, Mrs.",Jean,1875,f,1851-1900,-0.13144070566353178
mdp.39015063748001,"Black, William,",White heather,1885,m,1851-1900,-0.13134469951913824
njp.32101067707289,"Blackmore, R. D.",Cradock Nowell,1866,m,1851-1900,-0.13126852935499167
nnc1.1002390230,"Stretton, Hesba,",The Clives of Burcot,1867,m,1851-1900,-0.13115531753567777
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,1851-1900,-0.13101553559550466
mdp.39015078569681,"Marryat, Frederick,",The little savage,1889,m,1851-1900,-0.13101553559550444
uc2.ark:/13960/t3zs2zv2r,"Gilbert, W. S.",Foggerty's fairy,1890,u,1851-1900,-0.13090257528222804
nyp.33433034410880,"Alexander,",Look before you leap,1882,f,1851-1900,-0.13083858620303085
mdp.39015064466116,"Borrow, George Henry,",Lavengro;,1851,m,1851-1900,-0.13080939253221857
uiuo.ark:/13960/t7hq4bq34,"Hamley, W. G.",The house of Lys,1879,u,1851-1900,-0.13080939253221857
mdp.39015000605744,"Gissing, George,",The crown of life,1899,m,1851-1900,-0.13060737233019826
njp.32101062932932,"Wedgwood, Julia,",Framleigh Hall,1858,f,1851-1900,-0.13060737233019826
uc2.ark:/13960/t5k93dc12,"Black, William,",Three feathers,1875,m,1851-1900,-0.13038138362963336
uiuo.ark:/13960/t6sx6jz1t,"Banks, G. Linnaeus",Forbidden to marry,1883,f,1851-1900,-0.13021521546745335
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,1851-1900,-0.13008789181071784
uiuo.ark:/13960/t1gj01z3b,"Braddon, M. E.",The lady's mile,1866,f,1851-1900,-0.13002484805835374
uiuo.ark:/13960/t41r7g927,,Will is the cause of woe,1878,f,1851-1900,-0.12983814156096746
uiuo.ark:/13960/t19k4w11x,"Braddon, M. E.",Lost for love,1874,f,1851-1900,-0.12959471410235035
uiuo.ark:/13960/t5n87h69q,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,1851-1900,-0.12940436481140144
uiuo.ark:/13960/t2f76z32z,"Lee, Holme,",The Wortlebank diary,1860,f,1851-1900,-0.12935737233019834
uiuo.ark:/13960/t20c5gc55,"MacDonald, George,",The seaboard parish,1868,m,1851-1900,-0.12912589084871684
uiuo.ark:/13960/t6n01hs64,"Gibbon, Charles,",Of high degree,1883,m,1851-1900,-0.12912589084871684
mdp.39015030707270,"Meredith, George,",Lord Ormont and his Aminta,1894,m,1851-1900,-0.12890005525702763
uiuo.ark:/13960/t06x0132p,"Tucker, Marwood,",Michael Tresidder,1872,m,1851-1900,-0.12890005525702752
uiuo.ark:/13960/t5gb2c896,"Boyle, Frederick,",The treasure of Thorburns,1887,m,1851-1900,-0.12867966148682464
inu.32000006900049,"Collins, Mortimer,",You play me false,1878,m,1851-1900,-0.12859298384098977
uiuo.ark:/13960/t5h99t88q,"Collins, Wilkie,",The two destinies,1876,m,1851-1900,-0.12830648737444617
nyp.33433075722755,"Dudeney, Henry,",The maternity of Harriott Wicken,1899,f,1851-1900,-0.12825443115372787
uiuo.ark:/13960/t3611cv1f,"Davidson, Hugh Coleman,",The old Adam,1888,m,1851-1900,-0.12825443115372764
uc2.ark:/13960/t4hm57j35,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,1851-1900,-0.12802030765358147
uiuo.ark:/13960/t6vx0qd31,"Dowling, Richard,",An isle of Surrey,1889,m,1851-1900,-0.12784875164054327
uc2.ark:/13960/t03x87n2f,"Doudney, Sarah,","Faith Harrowby; or, The smugglers' cave",1871,f,1851-1900,-0.12784875164054316
uiuo.ark:/13960/t5p84ks3f,,Clara Harrington,1852,u,1851-1900,-0.12784875164054316
njp.32101027058062,"Yonge, Charlotte M.",The caged lion,1882,f,1851-1900,-0.12764440936723542
mdp.39015063536505,"Collins, Mortimer,",[Works,1883,m,1851-1900,-0.12757865170356653
inu.39000003450728,"A. L. O. E.,",The blacksmith of Boniface Lane,1893,f,1851-1900,-0.12738589582013116
uiuo.ark:/13960/t63499v9f,"Wilkins, W. H.",The forbidden sacrifice,1893,m,1851-1900,-0.12727403899686507
uiuo.ark:/13960/t2794t97g,,Stretton of Ringwood Chace,1860,u,1851-1900,-0.12727403899686507
uiuo.ark:/13960/t8bg39x97,Oliphant,"John, a love story",1870,f,1851-1900,-0.12727403899686507
uiuo.ark:/13960/t4hm5jm5r,"Cook, Dutton,",Leo,1863,m,1851-1900,-0.12709088881371478
njp.32101068179025,"Harwood, John Berwick.",Lady Livingston's legacy,1874,m,1851-1900,-0.12709088881371466
nyp.33433074871439,"Keary, Annie,",A York and a Lancaster rose,1876,f,1851-1900,-0.12691172015628527
uiuo.ark:/13960/t7wm1p76p,"Gray, Arnold.",Periwinkle,1888,m,1851-1900,-0.12673640458826296
uiuo.ark:/13960/t98635n8d,"Tabor, Eliza.",Jeanie's quiet life,1868,f,1851-1900,-0.12673640458826285
uiuo.ark:/13960/t76t1804g,"Lee, Holme,",Kathie Brande,1856,f,1851-1900,-0.12673640458826285
uiuo.ark:/13960/t10p1ht7p,"Harrison, F. Bayford.",The ideal artist;,1893,m,1851-1900,-0.12673640458826274
uiuo.ark:/13960/t7cr6b55s,"Knight, Legh.",Tonic bitters,1868,u,1851-1900,-0.12633064277044997
mdp.39015063548732,"Crockett, S. R.",Lochinvar,1897,m,1851-1900,-0.12629364684000244
njp.32101068174885,"Jenkins, Edward,",Lord Bantam,1872,m,1851-1900,-0.12623237233019835
uc2.ark:/13960/t23b5z64t,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,1851-1900,-0.12607128985597166
uiuo.ark:/13960/t4mk70p0z,"Yates, Edmund Hodgson,",Broken to harness,1864,m,1851-1900,-0.12594479564308186
uiuo.ark:/13960/t02z1vk3v,"Saunders, John,",Guy Waterman,1864,m,1851-1900,-0.12575888748171365
uiuo.ark:/13960/t8jd57p96,"Fothergill, Caroline.",An enthusiast,1887,f,1851-1900,-0.12575888748171365
mdp.39015070494425,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,1851-1900,-0.12568274921462036
uiuo.ark:/13960/t7cr6539r,"Craik, Dinah Maria Mulock,",Avillion and other tales,1853,f,1851-1900,-0.12553274546452664
uiuo.ark:/13960/t4cn7qk6q,"Reid, Mayne,",Gwen Wynn,1877,m,1851-1900,-0.12545885747871327
uiuo.ark:/13960/t6f19hd76,"Middleton, Colin.",Innes of Blairavon,1893,m,1851-1900,-0.12531325468313975
uiuo.ark:/13960/t1bk21c23,"Smart, Hawley,",Without love or licence,1890,m,1851-1900,-0.12531325468313947
uiuo.ark:/13960/t1vd7g25q,"Savage, M. W.","Reuben Medlicott, or, The coming man",1852,m,1851-1900,-0.12526535278622436
nyp.33433074857453,"Gaskell, Elizabeth Cleghorn,",Cranford and other tales,1886,f,1851-1900,-0.12514225605112866
uiuo.ark:/13960/t45q5d02h,"Hatton, Joseph,",Bitter sweets,1865,m,1851-1900,-0.12489308661591286
mdp.39015063975521,"Yonge, Charlotte M.",The Carbonels,1895,f,1851-1900,-0.12489308661591275
njp.32101067645562,"Griffiths, Arthur,",A wayward woman,1879,m,1851-1900,-0.12489308661591275
uiuo.ark:/13960/t52f8bf46,"Mathers, Helen,", Cherry ripe!,1878,f,1851-1900,-0.12489308661591264
mdp.39015031219713,"Black, William,",Sabina Zembra,1887,m,1851-1900,-0.12489308661591247
uiuo.ark:/13960/t4th91m9r,"St. Aubyn, Alan.",In the face of the world,1894,f,1851-1900,-0.12475831572642493
uiuo.ark:/13960/t3qv4413t,"Payn, James,",By proxy,1878,m,1851-1900,-0.12473166611550918
nyp.33433074964317,"Norris, W. E.",Thirlby hall,1883,f,1851-1900,-0.12469187937245185
nyp.33433068187339,"Stewart, George.","Shetland fireside tales; or, The hermit of Trosswickness",1877,m,1851-1900,-0.12462606391898357
uc2.ark:/13960/t3cz38c40,"Blackmore, R. D.","Erema, or, My father's sin",1877,m,1851-1900,-0.12462606391898345
uc2.ark:/13960/t41r6qk68,"Moore, George,",A modern lover,1897,m,1851-1900,-0.12459338631621236
njp.32101067643930,"Fendall, Percy.",Spiders and flies,1886,m,1851-1900,-0.12449626121908736
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,1851-1900,-0.12443561104926687
nyp.33433081859484,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,1851-1900,-0.12401733401602216
uiuo.ark:/13960/t4gm8vk7t,"Tabor, Eliza.",Rachel's secret,1866,f,1851-1900,-0.12388170861338432
uc2.ark:/13960/t1hh6f27t,"Robins, Arthur,",Black moss,1864,m,1851-1900,-0.12388170861338405
uc1.b3123762,Kamouraska.,The Chickenborough Chit-Chat Club,1877,u,1851-1900,-0.12376526706704044
uc1.b3325725,"Quiller-Couch, Arthur Thomas,",The ship of stars;,1899,m,1851-1900,-0.12353840681295714
mdp.39015019906778,"Dickens, Charles,",The lazy tour of two idle apprentices,1890,m,1851-1900,-0.12351059813664994
njp.32101068605839,"Wells, H. G.",Select conversations with an uncle,1895,m,1851-1900,-0.12342788515071124
mdp.39015063552262,"Gregg, Mary (Kirby)",Julia Maitland,1882,f,1851-1900,-0.12342788515071113
njp.32101065704411,"Reade, John Edmund,",The light of other days,1858,m,1851-1900,-0.12342788515071107
uiuo.ark:/13960/t1vd76x25,"Gore,",A life's lessons,1856,f,1851-1900,-0.12333464505747105
uiuo.ark:/13960/t2p566t0s,"Somers, Robert,",The martyr of Glencree,1878,m,1851-1900,-0.12331923673697798
uiuo.ark:/13960/t2794dz8h,"Alexander, G. G.",Doctor Victoria,1881,u,1851-1900,-0.12310737233019847
uiuo.ark:/13960/t8jd57r2q,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,1851-1900,-0.12300406654507418
uiuo.ark:/13960/t6ww82d2p,"Wood, Henry,",East Lynne,1862,f,1851-1900,-0.12297486349627618
mdp.39015063961430,"Winter, John Strange,",Into an unknown world,1897,m,1851-1900,-0.12280249428141787
njp.32101065192492,"Oliphant,",Brownlows,1868,f,1851-1900,-0.12280249428141787
uiuo.ark:/13960/t48p6jb14,"Marsh-Caldwell, Anne,","The heiress of Haughton; or, The mother's secret",1855,f,1851-1900,-0.12280249428141787
nyp.33433074935010,"Carey, Rosa Nouchette,",Averil,1891,f,1851-1900,-0.12280249428141776
uiuo.ark:/13960/t15m6vd95,"Oliphant,",Agnes,1866,f,1851-1900,-0.12280249428141776
uiuo.ark:/13960/t2c82nf0z,"Dickens, Helen.",The mill wheel,1874,f,1851-1900,-0.12280249428141776
uc2.ark:/13960/t4kk9997k,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,1851-1900,-0.12280249428141776
nyp.33433074899000,"Manning, Anne,","The colloquies of Edward Osborne, citizen and clothworker, of London",1860,f,1851-1900,-0.12265556510128267
uc2.ark:/13960/t9b56mg60,"Keith, Leslie",The mischief-maker,1898,f,1851-1900,-0.12260737233019847
uiuo.ark:/13960/t5bc4gr07,"Liddell, Charles Francis.","Hidden links, or, The schoolfellows",1857,m,1851-1900,-0.12241839595224557
uiuo.ark:/13960/t9w09n469,"Oliphant,","Lilliesleaf: being a concluding series of Passages in the life of Mrs. Margaret Maitland, of Sunnyside",1855,f,1851-1900,-0.12223527930694256
uiuo.ark:/13960/t3029776n,"Gibbon, Charles,",In love and war,1877,m,1851-1900,-0.12223527930694256
njp.32101068600442,"MacDonald, George,",Home again,1893,m,1851-1900,-0.12223527930694256
uiuo.ark:/13960/t9m33fz7b,"Murray, Eustace Clare Grenville,",That artful vicar,1879,m,1851-1900,-0.12223527930694256
uiuo.ark:/13960/t76t15n95,"Salter, Peter King.",Whitepatch,1887,m,1851-1900,-0.12223527930694245
uc1.b3327455,"Whyte-Melville, G. J.",The Queen's Maries,1862,m,1851-1900,-0.12202289744435385
mdp.39015065597083,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,1851-1900,-0.12197100869383476
uc2.ark:/13960/t29886z5c,"Lane, Laura M.","Gentleman Verschoyle, a novel",1875,f,1851-1900,-0.12197100869383476
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,1851-1900,-0.12178055668774024
nyp.33433074873310,"Knowles, James Sheridan,",George Lovell,1852,m,1851-1900,-0.12171848344130948
uiuo.ark:/13960/t7fr07r8z,"Duffield, Alexander James.",Masston,1877,m,1851-1900,-0.12171848344130948
uiuo.ark:/13960/t1dj63c2q,,The Twickenham tales,1861,u,1851-1900,-0.12171848344130937
inu.32000001682634,"Reade, Charles,",A perilous secret,1884,m,1851-1900,-0.12147693754758976
uc2.ark:/13960/t4vh5j85b,"Black, William,",The maid of Killeena,1874,m,1851-1900,-0.12139873923667327
uiuo.ark:/13960/t3zs39j08,"Norris, W. E.",Matthew Austin,1894,f,1851-1900,-0.12136006050224146
uiuo.ark:/13960/t2f76tm8x,"Clarke, Charles.",Lord Falconberg's heir,1868,m,1851-1900,-0.12124567020253885
uiuo.ark:/13960/t8hd83z70,"Caine, Hall,",A son of Hagar,1887,m,1851-1900,-0.12124567020253885
uiuo.ark:/13960/t9g456t7h,"Lockhart, Laurence W. M.",Fair to see,1871,m,1851-1900,-0.12124567020253885
dul1.ark:/13960/t3zs37s7z,"Braddon, M. E.",Joshua Haggard's daughter,1876,f,1851-1900,-0.12124567020253862
uiuo.ark:/13960/t4zg7692j,"Neale, W. Johnson","Scapegrace at sea, or, Soldiers afloat and sailors ashore",1863,m,1851-1900,-0.12102403899686504
njp.32101068971470,"Kernahan, Coulson,",The house of Rimmon,1885,f,1851-1900,-0.12081145396285142
uiuo.ark:/13960/t8rb7mk8v,"Norton, Caroline Sheridan,",Old Sir Douglas,1868,f,1851-1900,-0.12074250746533344
uc2.ark:/13960/t21c26g3d,"Quiller-Couch, Arthur Thomas,",Dead man's rock,1887,m,1851-1900,-0.12064753297276876
inu.30000054085406,"Malet, Lucas,",Mrs. Lorimer,1882,f,1851-1900,-0.12060737233019836
mdp.39015063948056,"Moncrieff, A. R. Hope",Cap and gown comedy,1893,u,1851-1900,-0.12060737233019836
uc2.ark:/13960/t50g3m773,"Burnand, F. C.","What's the odds? or, The dumb jockey of Jeddington",1879,u,1851-1900,-0.12041129389882588
njp.32101065704601,"Riddell, J. H.,",Mortomley's estate,1874,f,1851-1900,-0.12041129389882577
uiuo.ark:/13960/t78s51318,"Chatterton, Georgiana,",The lost bride,1872,f,1851-1900,-0.12022275694558293
uc1.b3579187,"Banks, G. Linnaeus",The Manchester man,1876,f,1851-1900,-0.12013118185400773
njp.32101062932924,"Wedgwood, Julia,",Framleigh Hall,1858,f,1851-1900,-0.12004133459434946
nyp.33433074870902,"Hocking, Silas K.",Her Benny,1890,m,1851-1900,-0.12004133459434935
uiuo.ark:/13960/t1bk2000s,"Ponsonby, Emily,",The two brothers,1858,f,1851-1900,-0.11969828142110744
uiuo.ark:/13960/t1fj34d94,"Wingfield, Lewis,",Barbara Philpot,1885,m,1851-1900,-0.11953594375876975
inu.30000003786799,"Benson, E. F.",Limitations,1896,m,1851-1900,-0.11948311197516875
uiuo.ark:/13960/t60582z9x,"Mallock, W. H.",The old order changes,1886,m,1851-1900,-0.11937930215475984
nyp.33433074902382,"Molloy, J. Fitzgerald",A modern magician,1887,m,1851-1900,-0.11937930215475967
uiuo.ark:/13960/t2697hc03,"Edmonds,","Mary Myles, a study",1888,f,1851-1900,-0.11922806198537073
mdp.39015065597067,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,1851-1900,-0.11921157883115457
dul1.ark:/13960/t0ns18511,"Braddon, M. E.",Birds of prey,1867,f,1851-1900,-0.11917880090162702
uiuo.ark:/13960/t2f76tb8b,"Neil, Ross,",Carleton Grange,1866,f,1851-1900,-0.11908194860138477
njp.32101067628766,"Baring-Gould, S.",Jacquetta and other stories,1890,m,1851-1900,-0.11894070566353176
uc1.b3324455,"Jerrold, Blanchard,",Cent per cent,1869,m,1851-1900,-0.11889466514787783
uiuo.ark:/13960/t2k65210v,"Oliphant,",May,1873,f,1851-1900,-0.11880409364167377
uiuo.ark:/13960/t2h70sq7q,"Gibbon, Charles,",Of high degree,1883,m,1851-1900,-0.11871548043830654
uiuo.ark:/13960/t0ns19n9k,"Moore, Frank Frankfort,",A gray eye or so,1893,m,1851-1900,-0.11867188845923066
uiuo.ark:/13960/t15m6gr74,"Boyle, Frederick,",The treasure of Thorburns,1887,m,1851-1900,-0.11854388026670626
inu.39000005543884,"Brabourne, Edward Hugessen Knatchbull-Hugessen,",Queer folk,1874,m,1851-1900,-0.11854388026670615
uiuo.ark:/13960/t2x35cg1z,"Parker, Hastings,",Bentley Priory,1859,f,1851-1900,-0.11841987233019835
uiuo.ark:/13960/t6qz2v302,"Ponsonby, Emily,",Mary Lyndsay,1863,f,1851-1900,-0.11841987233019824
uc2.ark:/13960/t5s75cj48,"Taylor, S. Howard.",Kate Byrne,1874,m,1851-1900,-0.11829968002250607
uiuo.ark:/13960/t8ff4cc9v,"Peart, Emily.",Maude Maynard,1876,f,1851-1900,-0.11807005889736266
mdp.39015078569707,"Kingston, William Henry Giles,",The rival Crusoes,1878,f,1851-1900,-0.11785374914179264
uc2.ark:/13960/t6pz53c7r,"Runciman, James,",The romance of the coast,1883,m,1851-1900,-0.11775022947305563
mdp.39015063938644,"Duchess,",Beauty's daughters,1886,f,1851-1900,-0.11755181677464294
mdp.39015063536117,"Collins, Mortimer,",[Works,1883,m,1851-1900,-0.11738244008087595
uc1.$b397253,"Disraeli, Benjamin,",Novels and tales,1881,m,1851-1900,-0.11722988888648994
uiuo.ark:/13960/t4kk9pz5p,"Hardy, Duffus,",Madge,1878,m,1851-1900,-0.11718631969861926
uiuo.ark:/13960/t5h99kx2f,"Hatton, Joseph,",Bitter sweets,1865,m,1851-1900,-0.11693648625424896
uiuo.ark:/13960/t8gf15x2b,"Fothergill, Caroline.",Diana Wentworth,1889,f,1851-1900,-0.11683143872023988
nyp.33433075727168,"Fawcett, E. Douglas",Hartmann the anarchist,1893,f,1851-1900,-0.11678021183637127
uiuo.ark:/13960/t4kk9pn1q,"Everett-Green, Evelyn,",Torwood's trust,1884,f,1851-1900,-0.11678021183637116
uiuo.ark:/13960/t1fj2tw7b,"De Fonblanque, Albany,",A family tree,1876,m,1851-1900,-0.11655975328257945
uiuo.ark:/13960/t4gm8jv5q,"Davus,","The black squire; or, A lady's four wishes",1879,u,1851-1900,-0.11655975328257917
uiuo.ark:/13960/t54f2346k,"Black, William,",Three feathers,1875,m,1851-1900,-0.11648972527137486
uc2.ark:/13960/t00z76012,"Whyte-Melville, G. J.",Holmby house,1860,m,1851-1900,-0.11626774968868875
njp.32101075688935,"Defoe, Daniel,",Romances and narratives,1899,m,1851-1900,-0.11617530106071067
uiuo.ark:/13960/t5z613f1v,"Oliphant,","Lilliesleaf: being a concluding series of Passages in the life of Mrs. Margaret Maitland, of Sunnyside",1855,f,1851-1900,-0.11610187782470377
uiuo.ark:/13960/t9f47xt5p,"Lyall, Edna,",We two,1884,f,1851-1900,-0.11598371641621985
uiuo.ark:/13960/t0ms48w4q,"Needell, Mary Anna Lupton,",The story of Philip Methuen,1886,f,1851-1900,-0.11587053022493526
uiuo.ark:/13960/t87h1wq97,"Belfast, Frederick Richard Chichester,","Two generations, or, Birth, parentage, and education",1851,m,1851-1900,-0.11576201150545606
nyp.33433044731895,"Cole, Alfred W.","Lorimer Littlegood, esq",1858,m,1851-1900,-0.11559076103451726
uiuo.ark:/13960/t2k64w690,"Hamerton, Philip Gilbert,",Wenderholme,1869,m,1851-1900,-0.11555786737970336
uiuo.ark:/13960/t23b6pf8z,"Smart, Hawley,",Beatrice and Benedick,1891,m,1851-1900,-0.11523700195982783
uiuo.ark:/13960/t9183k29r,"Baring-Gould, S.",John Herring;,1883,m,1851-1900,-0.11522275694558287
uiuo.ark:/13960/t5r78n789,"Collins, Charles James,",The man in chains,1864,m,1851-1900,-0.11519452829350108
uiuo.ark:/13960/t6f19bt7h,"Gray, Arnold.",Periwinkle,1888,m,1851-1900,-0.11503215109126047
uc2.ark:/13960/t4pk0d543,"Whyte-Melville, G. J.",Uncle John,1874,m,1851-1900,-0.11473960373515696
uiuo.ark:/13960/t8w95t53p,"Shand, Alexander Innes,",Fortune's wheel,1886,m,1851-1900,-0.11467241298060488
uiuo.ark:/13960/t8hd8gh7q,"Southey, Robert,",The doctor,1865,m,1851-1900,-0.11381250053532654
uc2.ark:/13960/t6c24sq2z,"Austen, Jane,",Sense and sensibility,1882,f,1851-1900,-0.11369379208328484
inu.30000048964963,"Kingsley, Henry,",The Hillyars and the Burtons,1865,m,1851-1900,-0.11353134893838557
uc2.ark:/13960/t42r3tv0c,"Lyall, Edna,",Donovan,1882,f,1851-1900,-0.11336980326942503
mdp.39015030760345,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,1851-1900,-0.11333961276735682
uc2.ark:/13960/t21c21s79,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,1851-1900,-0.11332476363454613
uiuo.ark:/13960/t75t3xd3p,"Chatterton, Georgiana,",Country coteries,1868,f,1851-1900,-0.11319804590532817
uiuo.ark:/13960/t23b6qf7w,"Wood, Henry,",East Lynne,1862,f,1851-1900,-0.11302283126739643
njp.32101067633915,"Haggard, H. Rider",Beatrice,1890,m,1851-1900,-0.11258365691517846
