htid,author,title,year,authgender,female_category,home
uc2.ark:/13960/t7hq3sv1z,"Lethbridge, Marjorie Colt (Byrne)",Russian chaps,1916,f,,0.0
mdp.39015033860191,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,0.0
uiuo.ark:/13960/t5j96gx5t,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,0.0
nyp.33433074909924,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,0.0
nyp.33433074909916,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,0.0
uc2.ark:/13960/t7kp7vp6r,"Janis, Elsie,",Love letters of an actress,1915,f,mixed,0.0
nyp.33433074904826,"Montrésor, F. F.",Worth while,1896,u,high_female,0.0
nyp.33433066604400,"Reid, Mayne,",The tiger-hunter,1872,m,,0.0
mdp.39015038133636,"Nilin, Pavel,",Comrade Venka / | $c: Pavel Nilin ; translated from the Russian by Joseph Barnes.,1959,u,,0.0
nyp.33433074902093,"Mitford, Bertram,",The induna's wife,1898,m,high_male,0.0
uiuo.ark:/13960/t5h99gv86,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,0.0
mdp.39015038139229,"Dudint͡sev, Vladimir,",A New Year's tale / | $c: Vladimir Dudintsev; Trans. by Max Howard. Decorations by William McLaren.,1960,m,high_male,0.0
nyp.33433074899000,"Manning, Anne,","The colloquies of Edward Osborne, citizen and clothworker, of London",1860,f,,0.0
nyp.33433074915111,"Morgan,",The novice of Saint Dominick,1806,f,high_female,0.0
uiuo.ark:/13960/t4pk10550,"Philips, F. C.",The dean and his daughter,1887,m,,0.0
uiuo.ark:/13960/t5m90gs99,"Battersby, John.",Tell-tale Sophas,1826,m,high_female,0.0
mdp.39015056190716,"Coelho, Paulo,",The devil and Miss Prym / | $c: Paulo Coelho.,2001,m,high_female,0.0
mdp.39015033860209,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,0.0
nyp.33433057525093,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,0.0
uiuo.ark:/13960/t5q81w50t,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,0.0
mdp.39015033908990,"Cuthbertson, David.","Thirty-three years' adventures in bookland, including walks in the humorous avenues of library life;",1910,m,high_male,0.0
mdp.39015033964035,"Valenzuela, Luisa,",Bedside manners / | $c: Luisa Valenzuela.,1994,f,high_female,0.0
mdp.39015056753950,"Bird, Robert Montgomery,",Cortes,1835,m,,0.0
nyp.33433057525101,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,0.0
nyp.33433074919444,"Ainsworth, William Harrison,",John Law,1864,m,mixed,0.0
uiuo.ark:/13960/t5p84n50r,"Dixie, Florence,",Redeemed in blood,1889,f,,0.0
nyp.33433074919436,"Ainsworth, William Harrison,",John Law,1864,m,mixed,0.0
uiuo.ark:/13960/t5n87wh6v,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,0.0
nyp.33433074918602,"Abbott, Charles T.",The cliff dweller's daughter,1899,m,high_male,0.0
uc2.ark:/13960/t7br8ph3w,"Bunbury, Selina,","Evelyn, or, A journey from Stockholm to Rome in 1847-48",1849,f,high_female,0.0
nyp.33433074917034,"Martineau, Harriet,",Forest and game-law tales,1845,f,,0.0
mdp.39015056653242,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,0.0
mdp.39015056303004,"Ledig, Gert,",Payback / | $c: Gert Ledig ; translated from the German by Shaun Whiteside ; introduction by Michael Hofmann.,2003,u,high_male,0.0
uc2.ark:/13960/t7cr5pp96,"Villamaria,",Fairy circles,1877,f,mixed,0.0
nyp.33433074915699,"Morier, James Justinian,",Zohrab,1832,m,,0.0
uiuo.ark:/13960/t5m90vz2q,"Pottinger, Henry,","Blue and green, or, The gift of God",1879,m,,0.0
uiuo.ark:/13960/t5m90t075,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,1810,f,high_female,0.0
mdp.39015035305625,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,0.0
mdp.39015035331308,"Endō, Shūsaku,",The sea and poison: | a novel; | $c: translated from the Japanese by Michael Gallagher.,1972,m,,0.0
mdp.39015056222303,,"The Wycliffe New Testament (1388) : | an edition in modern spelling, with an introduction, the original prologues and the Epistle to the Laodiceans / | $c: edited for The Tyndale Society by W.R. Cooper.",2002,u,high_male,0.0
uiuo.ark:/13960/t71v63h97,"Pardoe,",The romance of the harem,1839,f,,0.0
mdp.39015018941461,"White, Kenneth,",The blue road / | $c: Kenneth White.,1990,m,high_male,0.0
mdp.39015001131930,"Florian,",Eleazar and Naphtaly,1827,m,mixed,0.0
uc1.$b56546,"Evans, Allen Roy.",Meat; a tale of the reindeer trek (1929-1935) | $c: by Allen Roy Evans.,1935,m,high_male,0.0
uc2.ark:/13960/t2988792t,"Maclean, Donald.","The luck of the ""Gold Moidore""",1920,m,high_male,0.0
uc1.$b605193,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,0.0
uiuo.ark:/13960/t0qr5fj5r,"Savile, Charles Stuart,","Karah Kaplan; or, The Koordish chief",1842,m,high_male,0.0
njp.32101067645869,"Hoffman, Charles Fenno,",Wild scenes in the forest and prairie,1839,m,mixed,0.0
uiuo.ark:/13960/t89g60k4f,"Curtois, Margaret Anne.",The romance of a country,1893,f,high_male,0.0
mdp.39015008238647,Cuchulain.,The hound of Ulster. | $c: Retold by Rosemary Sutcliff. With drawings by Victor Ambrus.,1963,u,high_male,0.0
mdp.39015008243878,"Spenser, Edmund,",Tales from Spenser,1906,m,,0.0
njp.32101067647428,"James, G. P. R.",Attila,1837,m,,0.0
uc1.$b593135,"Čapek, Karel,","Meteor, | $c: by Karel C̆apek; translated by M. and R. Weatherall.",1935,u,high_male,0.0
mdp.39015008298674,"McGrady, Samuel Hugh,",Legends and myths of Greece and Rome. | With a frontispiece.,1948,m,high_male,0.0
njp.32101067647436,"James, G. P. R.",Attila,1837,m,,0.0
njp.32101067647444,"James, G. P. R.",Attila,1837,m,,0.0
uc1.$b661999,"Mardrus, Joseph C. V.","The queen of Sheba, | $c: translated into French from his own Arabic text...",1924,m,high_male,0.0
uc1.$b56506,"Driberg, Jack Herbert.",People of the small arrow / | $c: by J. H. Driberg ; with drawings by Pearl Binder.,1930,m,high_male,0.0
uiuo.ark:/13960/t0pr8dk1p,"Russell, William Clark,",The Golden Hope,1887,m,,0.0
mdp.39015008509427,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,0.0
mdp.39015063927506,"Trollope, Thomas Adolphus,",A siren,1870,m,mixed,0.0
mdp.39015008523915,"Pereira, Michael,",Stranger in the land.,1967,m,high_male,0.0
mdp.39015008531587,"Pyle, Katharine,","Heroic tales from Greek mythology, | $c: retold and illustrated by Katharine Pyle; 12 illustrations.",1934,f,,0.0
uiuo.ark:/13960/t87h2708v,"Russell, William Clark,",The wreck of the  Grosvenor,1877,m,mixed,0.0
uc1.$b56451,"Cummins, Geraldine Dorothy,","When Nero was dictator, | $c: by Geraldine Cummins. Introduction by A.H.E. Lee.",1939,f,high_male,0.0
uc1.$b56431,"Court Treatt, Stella.","Stampede; | a romance of Arab life, | $c: by Stella Court Treatt; with 32 illustrations from the famous film.",1930,f,mixed,0.0
uc2.ark:/13960/t2h70nx9q,"MacDonald, George,",Phantastes,1874,m,high_male,0.0
mdp.39015008635735,"Murasaki Shikibu,","The lady of the boat : | being the fifth part of ""The tale of Genji"" / | $c: by Lady Murasaki ; translated from the Japanese byArthur Waley.",1932,f,high_male,0.0
njp.32101067645588,"Hill, G. D.","Scenes of 1792; or, A tale of revolution",1848,u,,0.0
uc1.$b662448,"Emelʹi︠a︡nova, N. (Nina),",The surgeon. | $c: Translated by J. Fineberg.,1945,f,high_male,0.0
uiuo.ark:/13960/t8gf1fc8c,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,0.0
uc1.$b704628,"Huidobro, Vicente,",Portrait of a paladin / | $c: translated by Warre B. Wells from the Spanish of Vicente Huidobro,1931,m,,0.0
uc2.ark:/13960/t1vd75d7f,"Whyte-Melville, G. J.",Sarchedon,1871,m,high_male,0.0
uiuo.ark:/13960/t0tq6g56p,"Morier, David R.",Photo the Suliote,1857,m,,0.0
uiuo.ark:/13960/t0tq68t19,"Finch, Emily.",The last days of Mary Stuart,1841,f,mixed,0.0
uc1.$b742823,"Niezychowski, Alfred von.","The cruise of the Kronprinz Wilhelm, | $c: by Count Alfred von Niezychowski.  With a foreword by Rear-Admiral Walter McLean, U.S.N., and an introduction by Count Luckner.",1928,m,high_male,0.0
mdp.39015005899045,"Foster, Alan Dean,",Star trek log three / | $c: Alan Dean Foster ; based on the popular series created by Gene Roddenberry.,1975,m,high_male,0.0
njp.32101067631331,"Brown, Oliver Madox,",Gabriel Denver,1875,m,high_female,0.0
uiuo.ark:/13960/t8ff41q77,"Armstrong, F. Claudius.",The warhawk,1855,m,,0.0
uiuo.ark:/13960/t0sq9jb15,"Warner,",Herbert-Lodge,1808,f,high_female,0.0
uiuo.ark:/13960/t0sq9hn5q,"Smith, Charlotte.",The republican's mistress;,1821,f,high_female,0.0
uiuo.ark:/13960/t3gx4tt8b,"Martineau, Harriet,",Forest and game-law tales,1845,f,,0.0
mdp.39015006587300,"Bonhomme, Samuel,",Enoch Powell and the West Indian immigrants.,1971,m,high_male,0.0
uc2.ark:/13960/t1zc8833p,"Whyte-Melville, G. J.",Sarchedon,1871,m,high_male,0.0
uc1.$b675646,"Garnett, Edward,",Papa's war & other satires / | $c: by Edward Garnett.,1923,m,high_male,0.0
uiuo.ark:/13960/t3gx4wm6h,"Pardoe,",The Mardens ; and The Daventrys,1835,f,,0.0
uiuo.ark:/13960/t0sq9d34t,"MacCabe, William Bernard,",Bertha,1851,m,,0.0
uiuo.ark:/13960/t8cg0bv2j,"Parker, Emma.",Aretas,1823,f,,0.0
mdp.39015006945433,"Hogg, James,",The mountain bard ;,1821,m,high_male,0.0
uc1.$b703707,"Boulle, Pierre,",The Chinese executioner. | $c: Translated from the French by Xan Fielding.,1962,m,high_male,0.0
uc1.$b703706,"Boulle, Pierre,",Saving face. | $c: Translated from the French by Xan Fielding.,1956,m,mixed,0.0
mdp.39015006984754,"Alington, Cyril Argentine,",Eton fables,1921,m,high_male,0.0
uc2.ark:/13960/t22b9145f,"Madden, Richard Robert,",The Mussulman,1830,m,high_male,0.0
uc1.$b686407,"Matthews, W. R. (Walter Robert),",The adventures of Gabriel in his search for Mr. Shaw : | a modest companion for Mr. Shaw's Black girl / | $c: by W.R. Matthews ; illustrated by Ruth Wood.,1933,m,high_male,0.0
njp.32101067644680,"Fleming, George,",Vestigia,1884,f,high_male,0.0
njp.32101067644698,"Fleming, George,",Vestigia,1884,f,high_male,0.0
mdp.39015008713003,"Moorcock, Michael,",The blood red game.,1974,m,,0.0
njp.32101067647725,"James, G. P. R.",One in a thousand,1835,m,,0.0
mdp.39015008718739,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
mdp.39015063870078,"Gaspey, Thomas,",The Lollards,1822,m,mixed,0.0
uc1.$b398528,"Sitwell, Constance,",Seek paradise / | $c: by Constance Sitwell.,1948,f,,0.0
uc1.$b39839,"(Petr), Nikiforov, P.","The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov.",1931,u,high_male,0.0
njp.32101068150943,"Doyle, Arthur Conan,",The man from Archangel,1899,m,high_female,0.0
uc1.$b391306,"Fisher, Roy,",The ship's orchestra.,1966,m,mixed,0.0
uiuo.ark:/13960/t0ms47d1k,,Lemira of Lorraine,1822,u,high_female,0.0
mdp.39015063870185,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,0.0
mdp.39015009375588,"Konstantinović, Radomir.",Exitus: | a novel;,1966,u,high_male,0.0
njp.32101068163540,"Johnson, Arthur.",Dinan,1821,m,high_male,0.0
mdp.39015063870102,"Fraser, James Baillie,",The Kuzzilbash,1828,m,,0.0
uiuo.ark:/13960/t80k30p2x,"Edgeworth, Maria,",Tales of real life,1810,f,high_female,0.0
uiuo.ark:/13960/t80k3088f,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,0.0
mdp.39015010416306,"Maxwell, May.",An early pilgrimage / | $c: by May Maxwell ; with a foreword by David Hofman.,1969,f,high_male,0.0
mdp.39015008775283,"(Hans Christian), Branner, H. C.","The riding master, | a novel;",1951,u,,0.0
uiuo.ark:/13960/t0ks7bz5r,"Warren, Samuel,",Now and then,1848,m,high_male,0.0
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,high_male,0.0
uiuo.ark:/13960/t3pv71644,"Marshall, Frederick.","Claire Brandon, a novel",1890,m,high_female,0.0
uc1.$b33501,"Todd, W. Hogarth.","Tiger, tiger, with a foreword | $c: by Ian Hay.",1927,u,high_male,0.0
mdp.39015010589326,"master of H. M. S. Dolphin. Robertson, George,","An account of the discovery of Tahiti : | from the journal of George Robertson / | $c: edited, with an introduction by Oliver Warner ; with wood engravings by Robert Gibbings.",1955,m,high_male,0.0
uiuo.ark:/13960/t7zk5pn7b,"Curtois, Margaret Anne.",The romance of a country,1893,f,high_male,0.0
mdp.39015063869757,"Gleig, G. R.",Allan Breck,1834,m,,0.0
uc1.$b323598,"Colum, Padraic,",Three men. | $c: By Padraic Colum.,1930,m,high_male,0.0
njp.32101068163847,,Isabella,1823,f,high_female,0.0
mdp.39015010783788,"Porter, Anna Maria,",Don Sebastian,1809,f,,0.0
mdp.39015010783796,"Porter, Anna Maria,",Don Sebastian,1809,f,,0.0
mdp.39015063914017,"Doyle, Arthur Conan, Sir,","The tragedy of the Korosko, | $c: by Arthur Conan Doyle.",1927,m,mixed,0.0
uc1.$b42258,"Masters, David,","""I.D."" New tales of the submarine war, | $c: by David Masters.",1935,m,high_male,0.0
mdp.39015063915659,"Fitzgerald, Percy Hetherington,",Worldlyman,1913,m,,0.0
uc1.$b440997,"Kennedy, Grace,",Father Clement,1825,f,,0.0
uiuo.ark:/13960/t86h55c3c,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,0.0
uiuo.ark:/13960/t3kw5pr97,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,0.0
mdp.39015063920287,"Johnston, Mary,","Sir Mortimer, | $c: by Mary Johnston.",1925,f,,0.0
mdp.39015008790134,,The two brothers of different sex; | a story from the Chinese. | $c: [Translation of Tse-hiong-hoing-ti has been made from the French of Stanislas Julien by Frances Hume] Illustrated by Edy Legrand.,1955,u,high_female,0.0
mdp.39015008792726,"(Alan Patrick), Herbert, A. P.","Mr. Gay's London, | with extracts from the Proceedings at the Sessions of the Peace, and Oyer and Terminer for the city of London and county of Middlesex in the years 1732 and 1733.",1948,m,high_male,0.0
uiuo.ark:/13960/t85h8434p,"Parker, Emma,",The guerrilla chief,1815,f,high_female,0.0
mdp.39015008801758,"Emecheta, Buchi.",The rape of Shavi.,1983,f,,0.0
mdp.39015008832415,"Foxall, Raymond.",The guinea-pigs : | Britain's first paratroop raid / | $c: by Raymond Foxall.,1983,m,high_male,0.0
uiuo.ark:/13960/t3kw5zj7w,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,0.0
uiuo.ark:/13960/t0ns18d6k,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,0.0
uc2.ark:/13960/t8mc8v67t,"Reeve, James Knapp,",The three Richard Whalens;,1897,m,,0.0
mdp.39015008844709,"Spenser, Edmund,",The faerie queene. | $c: Introd. by J.W. Hales.,1955,m,,0.0
uc1.$b518763,"Sïrdani, Sydney,","Don't be fright; | radio magic, | $c: by Sirdani [pseud.] illus. by Michaelson.",1946,u,high_male,0.0
uc2.ark:/13960/t2p55g671,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,0.0
mdp.39015008982939,Apuleius.,The story of Cupid & Psyche,1903,m,high_female,0.0
mdp.39015008984356,"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik,","The history of Hayy ibn Yaqzan / | $c: by Abu Bakr ibn Tufail ; translated from the Arabic by Simon Ockley ; revised, with an introduction by A.S. Fulton.",1929,u,high_male,0.0
uc2.ark:/13960/t2p55k875,"Smart, Hawley,",The master of Rathkelly,1888,m,mixed,0.0
mdp.39015009018279,"Moorcock, Michael,",The city of the beast / | $c: Michael Moorcock.,1977,m,high_male,0.0
uc1.$b492992,,The books of the Maccabees.,1949,u,high_male,0.0
uc2.ark:/13960/t2s46jt7w,,The king and the countess,1849,u,,0.0
uiuo.ark:/13960/t84j0rz88,"Besant, Walter,",All in a garden fair;,1883,m,,0.0
uiuo.ark:/13960/t83j44b8z,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,0.0
uiuo.ark:/13960/t3kw62633,"Pottinger, Henry,","Blue and green, or, The gift of God",1879,m,,0.0
uc1.$b745779,"Douglas, Keith Castellain,",Alamein to Zem Zem.,1946,m,high_male,0.0
njp.32101067630713,"Bray,",The Talba,1884,f,mixed,0.0
pst.000021175879,"Irwin, Robert,",The Arabian nightmare / | $c: Robert Irwin.,1987,m,,0.0
uc1.31822006734099,"Kelman, Janet Harvey",The story of Chalmers of New Guinea;,1906,f,high_male,0.0
mdp.39015002349713,"Niẓāmī Ganjavī,",The story of the seven princesses / | $c: [by] Nizami ; [translated from the Persian and edited by R. Gelpke ; English version by Elsie and George Hill].,1976,u,high_male,0.0
uc2.ark:/13960/t17m06c77,,The household of Sir Thomas More,1896,m,mixed,0.0
uc1.31822022095780,"Mathews, Basil,",The ships of peace. | $c: Rev. and edited by Joyce Reason,1947,m,high_male,0.0
uiuo.ark:/13960/t8tb1qq1v,"Rennie,.",Saint Patrick,1819,m,,0.0
njp.32101066591742,"Lamb, Caroline,",Ada Reis,1823,f,high_female,0.0
njp.32101066909290,"La Motte-Fouqué, Friedrich Heinrich Karl,",Thiodolf the Icelander,1845,m,,0.0
uiuo.ark:/13960/t8tb1hb3d,"Grattan, Thomas Colley,",Agnes de Mansfeldt,1836,m,,0.0
mdp.39015063986817,"Black, William,",White wings,1880,m,mixed,0.0
mdp.39015002753518,"Sabatini, Rafael,",The sea-hawk,1915,m,high_male,0.0
uc1.31822011370293,"Mielche, Hakon,",Round the world with Galathea. | $c: [Tr. from the Danish by M. A. Michael],1953,u,high_male,0.0
uc1.31822010542447,"La Croix, Robert de",Mysteries of the Pacific / | $c: by Robert de La Croix. Translated from the French by James Cleugh,1957,m,high_male,0.0
uc1.31822004859112,,"Catalogue of the George Ortiz collection of African and Oceanic works of art ... / | $c: sold by auction by Sotheby Parke Bernet and Co. ... 29th June, 1978",1978,u,high_male,0.0
uc2.ark:/13960/t16m3bj9x,"Weyman, Stanley John,",A gentleman of France,1893,m,high_male,0.0
mdp.39015003203067,"(John Henry Charles) Colson, John H. C.","Progressive exercise therapy in rehabilitation and physical education, | $c: by John H. C. Colson; with a foreword by J. M. P. Clark.",1969,m,high_male,0.0
mdp.39015003462614,"Jones, Rufus M.",Stories of Hebrew heroes,1911,m,high_male,0.0
mdp.39015003463588,"Kent, John.","Stories from ancient Greece, | $c: with decorations by Ann Buckmaster.",1947,m,,0.0
mdp.39015003470831,"Painter, William,",The palace of pleasure;,1890,f,,0.0
uc1.31822004671095,"Fison, Lorimer,",Tales from old Fiji,1904,u,high_female,0.0
uiuo.ark:/13960/t8rb7nw7t,"Reid, Mayne,",The giraffe-hunters,1867,m,high_male,0.0
njp.32101067173177,"Scott, Walter,",Tales and romances,1833,m,high_male,0.0
mdp.39015063977220,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
uc1.31822001403641,"Huskinson, Janet",Roman sculpture from Cyrenaica in the British Museum / | $c: Janet Huskinson,1975,f,high_male,0.0
uc1.31175021780286,"Goodsir, Robert Anstruther.","An Arctic voyage to Baffin's Bay and Lancaster Sound, in search of friends with Sir John Franklin / | $c: by Robert Anstruther Goodsir.",1996,m,high_male,0.0
mdp.39015063977212,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
mdp.39015063994225,"Galt, John,",The spaewife;,1823,m,,0.0
mdp.39015063994233,"Galt, John,",The spaewife;,1823,m,,0.0
mdp.39015063947207,"Profugus, Fato",The white olive,1899,u,,0.0
uc1.31822038199006,"Bloxam, John Francis",The priest and the acolyte,1907,m,high_male,0.0
mdp.39015064002739,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,high_male,0.0
mdp.39015001160764,"O'Connor, Ulick.",Irish tales and sagas / | $c: Ulick O'Connor ; illustrations by Pauline Bewick.,1981,u,mixed,0.0
mdp.39015064002721,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,0.0
uc2.ark:/13960/t12n51x90,"Harvey, T. Edmund",Poor Raoul & other fables,1905,m,high_male,0.0
mdp.39015001610214,"Cid,",The poem of the Cid (El poema del mio Cid),1959,u,high_male,0.0
mdp.39015001669533,"De Leeuw, Adèle,",Indonesian legends & folk tales | $c: told by Adèle de Leeuw. Illustrated by Ronni Solbert.,1961,u,mixed,0.0
uc1.32106000155983,"Powell, Robert,","Crisis in consciousness: | commentaries on love, life and death and other matters.",1967,m,high_male,0.0
uiuo.ark:/13960/t8x92ph7m,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,0.0
mdp.39015001677288,"Mitchell, Carleton,",Beyond horizons : | sea adventure in the age of discovery / | $c: by Carleton Mitchell.,1953,m,high_male,0.0
uc1.31822038205001,"Poe, Edgar Allan,","The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America",1838,m,,0.0
uiuo.ark:/13960/t10p1fv4v,"Greg, Percy,",Errant,1880,m,high_female,0.0
mdp.39015001802803,,Raoul de Cambrai; | an old French feudal epic | $c: translated by Jessie Crosland.,1926,u,high_male,0.0
mdp.39015063994480,"Galt, John,",The spaewife;,1823,m,,0.0
mdp.39015001890030,,Legends of Ireland. | $c: By J. J. Campbell. With drawings by Louis le Brocquy.,1955,u,high_male,0.0
mdp.39015064001541,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,0.0
uc2.ark:/13960/t15m6448d,"Goy, Mathilde Keck.","Alone in Africa; or, Seven years on the Zambesi",1902,f,high_male,0.0
uiuo.ark:/13960/t0zp4pz92,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,0.0
uiuo.ark:/13960/t8v98sn3c,"Tinsley, Lily.",In the ring,1886,f,mixed,0.0
uc1.31822027864008,"Pape, William H",The littlest amoeba / | $c: by William H. Pape,1998,m,,0.0
mdp.39015002189283,"Golding, William,","Lord of the flies, | a novel.",1955,m,high_male,0.0
mdp.39015002193913,"Cervantes Saavedra, Miguel de,",Stories,1909,m,high_female,0.0
uc2.ark:/13960/t16m34v61,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,0.0
njp.32101066477751,"Baker, Henry Barton,",Strafford,1878,m,,0.0
uc2.ark:/13960/t16m34w2j,"Ebers, Georg,",Cleopatra,1894,m,,0.0
mdp.39015063977204,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
njp.32101067173235,"Scott, Walter,",Tales and romances,1833,m,,0.0
mdp.39015003699488,"Gascoigne, Bamber.",Murgatreud's empire.,1972,u,high_male,0.0
mdp.39015005303568,"Lagerkvist, Pär,",The Holy Land : | a novel / | $c: by Par Lägerkvist [sic] ; translated by Naomi Walford.,1966,m,high_male,0.0
mdp.39015063967320,"Galt, John,",The earthquake;,1820,m,high_male,0.0
uc1.$b787419,"O'Flaherty, Liam,","Return of the brute, | $c: by Liam O'Flaherty.",1929,m,high_male,0.0
mdp.39015005213262,"Steegmann, Mary G.",Bianca Cappello,1913,f,,0.0
njp.32101067629962,"Bray,",De Foix,1884,f,high_male,0.0
mdp.39015063967304,"Calt, John,",Rothelan;,1824,m,,0.0
uc2.ark:/13960/t1qf8mt9n,"Larrouy, Maurice,",The odyssey of a torpedoed tramp,1918,m,high_male,0.0
mdp.39015005256261,"Murray, Margaret Alice.",Ancient Egyptian legends / | $c: by M. A. Murray.,1927,f,high_female,0.0
uiuo.ark:/13960/t8kd2582s,"Armstrong, F. C.",The wild gazelle,1868,m,,0.0
mdp.39015005279495,"Alpers, Antony,","Maori myths & tribal legends,",1964,m,,0.0
mdp.39015063967296,"Calt, John,",Rothelan;,1824,m,,0.0
njp.32101067630200,"Boyle, Mary Louisa,",The state prisoner,1837,f,high_male,0.0
mdp.39015005304228,"Ḥakīm, Tawfīq.",Maze of justice / | $c: by Tewfik el Hakim ; translated by A. S. Eban.,1947,u,high_male,0.0
uc1.31158011310967,"Mackail, J. W.",Biblia innocentium; part second,1901,u,high_male,0.0
mdp.39015005310183,"Sproul, Barbara C.",Primal myths : | creating the world / | $c: Barbara C. Sproul.,1980,f,high_male,0.0
uiuo.ark:/13960/t8jd54p70,"Beste, John Richard Digby,",Pope,1840,m,,0.0
mdp.39015063959756,"Webber, Charles W.",Adventures in the Camanche country,1848,m,high_male,0.0
mdp.39015063958089,"Cooper, James Fenimore,",The headsman;,1833,m,,0.0
uc2.ark:/13960/t1sf2p739,"Moore, T. Sturge",The powers of the air,1920,u,mixed,0.0
uiuo.ark:/13960/t3dz0j70r,,"Guards, hussars and infantry",1838,u,high_male,0.0
uiuo.ark:/13960/t3dz0kv1q,,The curse of Ulrica; or The white cross knights of Riddarholmen,1815,u,,0.0
uiuo.ark:/13960/t8hd8b900,"Harding, Anne Raikes,",Decision,1819,f,,0.0
uc1.$b76936,"Masters, David,","Divers in deep sea; | more romances of salvage, | $c: by David Masters.",1938,m,high_male,0.0
njp.32101067630390,"Brooks, Elbridge S.",A son of Issachar,1890,m,mixed,0.0
mdp.39015005601482,"Smith, Rowland,","The Greek romances of Heliodorus, Longus, and Achilles Tatius",1901,u,,0.0
uc2.ark:/13960/t1pg1p49w,"James, G. P. R.",Dark scenes of history,1849,m,high_male,0.0
uc1.$b794409,"Conrad, Joseph,","The nature of a crime, | $c: by Joseph Conrad and F. M. Hueffer.",1924,m,high_male,0.0
uc2.ark:/13960/t1ng4jq86,"Grant, C. W.",John Justified,1870,u,high_male,0.0
uc1.$b795541,"Lloyd, Roger B. (Roger Bradshaigh),",The troubling of the city / | $c: Roger Lloyd.,1962,m,high_male,0.0
uiuo.ark:/13960/t8qc0nj1t,"Scargill, William Pitt,",Tales of my time,1829,m,high_female,0.0
uc2.ark:/13960/t1cj8849g,"Cromie, Robert,",The crack of doom,1895,m,high_female,0.0
uiuo.ark:/13960/t8qc0kg70,"Morier, David R.",Photo the Suliote,1857,m,,0.0
uc2.ark:/13960/t1cj88m4b,,"The fisherman's children; or, The sunbeam of Hardrick Cove",1882,u,,0.0
uc1.31158004733423,"Pu, Songling,",Strange stories from the lodge of leisures,1913,u,high_male,0.0
mdp.39015063977196,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,0.0
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,0.0
uiuo.ark:/13960/t8qc0bg54,,Constancy and contrition,1844,u,,0.0
mdp.39015063975455,"Shorthouse, J. H.",The little schoolmaster Mark,1885,u,,0.0
uc1.$b83911,"Bayley, Victor,","Permanent way through the Khyber, | $c: by Victor Bayley.",1934,m,high_male,0.0
njp.32101067627628,"Appleton,",Edgar,1816,f,high_male,0.0
uc2.ark:/13960/t1gh9h54c,"Le Queux, William,",The veiled man,1899,m,mixed,0.0
