htid,author,title,year,authgender,female_category,intensity
mdp.39015082691083,"Gaffney, David.",Never never / | $c: David Gaffney.,2008,m,,161.133760434867
njp.32101068166162,"Chetwynd, Henry Wayland,",Sara,1886,f,high_female,161.12494507104145
mdp.39015054151397,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,161.12273938773362
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,,161.09438546453282
mdp.39015000606619,"(Victor Sawdon), Pritchett, V. S.","Nothing like leather,",1935,u,,161.09275824950817
inu.30000121090322,"Powys, Theodore Francis,","The rival pastors, / | $c: by T. F. Powys.",1927,m,mixed,161.06764841233317
uc1.b2849084,"Tripp, Miles,",Malice and the maternal instinct / | $c: Miles Tripp.,1969,m,mixed,161.0658182541261
uc2.ark:/13960/t5fb52k2z,"Trollope, Frances Eleanor,",A charming fellow,1876,f,,161.06189775346422
inu.39000005566182,,Tales of Mozambique.,1980,u,high_male,161.04424478725204
hvd.hn2gic,"Sandham, Elizabeth.",The adopted daughter,1815,f,high_female,161.03059581320457
mdp.49015000804295,"Beti, Mongo,",The poor Christ of Bomba; | $c: translated by Gerald Moore.,1971,u,,161.00939727802978
inu.30000120807353,"Smith, Paul,",Come trailing blood / | $c: Paul Smith.,1977,m,high_female,160.94636462398898
uiuo.ark:/13960/t0sq9gk6w,"Harley, St. John.",Eunice,1876,m,,160.93204587696633
mdp.39015011236208,"A. L. O. E.,",A wreath of Indian stories,1876,f,,160.9083184176746
mdp.39015066017982,"Abrahams, Peter,",Mine boy.,1956,m,high_female,160.90622385273863
uc1.b3039413,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,160.90425531914894
uc1.b3314601,"Marryat, Frederick,","Japhet, in search of a father",1836,m,,160.90353523632706
wu.89054838123,"D'Avigdor, Elim Henry,",A loose rein,1887,f,high_male,160.8936977446779
nyp.33433034410583,"Fothergill, Jessie,","Aldyth; or,  Let the end try the man.",1891,f,high_female,160.8885198256176
mdp.39015051000894,"Virtue, Noel,",Then upon the evil season / | $c: Noel Virtue.,1988,m,,160.85968723570093
uc2.ark:/13960/t2j67k655,"Kuprin, A. I.",The bracelet of garnets,1917,m,high_female,160.85599218359027
uc1.b4068742,,"Great German short stories, | $c: edited by Lewis Melville & Reginald Hargreaves.",1929,u,mixed,160.8271397686002
mdp.39015009365274,"King, Francis Henry,",Hard feelings and other stories / | $c: Francis King.,1976,m,,160.82266073461918
uiuo.ark:/13960/t3hx1x46t,"Oliphant,",Miss Marjoribanks,1866,f,high_female,160.80891758542973
uc1.32106005037798,"Sharpe, Tom.",The wilt alternative / | $c: Tom Sharpe.,1979,m,mixed,160.7538802660754
mdp.39015019773806,"Cole, Barry.",The search for Rita.,1970,m,mixed,160.75266087957087
uc2.ark:/13960/t1hh6f27t,"Robins, Arthur,",Black moss,1864,m,mixed,160.75112027882497
uc1.b3325207,"Taylor, Meadows,",Tippoo Sultaun,1840,m,,160.7125975567484
mdp.39015011039743,"Ghose, Zulfikar,",Don Bueno / | $c: Zulfikar Ghose.,1983,u,,160.7098177338953
njp.32101068171196,"Hughes, William,",The three students of Gray's inn;,1846,m,,160.68290233492343
uc1.32106015472191,"Connolly, Cressida",The happiest days / | $c: Cressida Connolly,1999,u,high_female,160.6818499371245
mdp.39015056908968,"Litt, Toby,",Finding myself / | $c: Toby Litt.,2003,m,high_female,160.66953633649476
inu.30000087144949,"Biswas, Tina,",Dancing with the two-headed tigress / | $c: Tina Biswas.,2006,f,,160.65967248654715
mdp.39015066035992,"Oyono, Ferdinand,",The old man and the medal; | $c: translated from the French by John Reed.,1967,m,,160.61502923554465
mdp.39015034897945,"Weldon, Fay.",Splitting.,1995,f,high_female,160.61332876477647
uiuo.ark:/13960/t2j682401,"Pisani, Marianna.",The banker-lord,1840,f,,160.58810934265935
mdp.39015052820290,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,mixed,160.57778402658042
uc2.ark:/13960/t0js9k568,"Sinclair, May.",Life and death of Harriett Frean,1922,f,high_female,160.55373198230342
mdp.39015033409965,"Maeterlinck, Maurice,",The massacre of the innocents,1914,m,high_male,160.54585591009433
nyp.33433074946918,"Cobb, Thomas,",Carpet courtship;,1898,m,,160.54139498122905
uiuo.ark:/13960/t79s2gq4b,"Holstein, Anthony Frederick,",The miseries of an heiress,1810,m,,160.53591247819884
nyp.33433074872031,"Howell, W. May,",Reminiscences of Australia,1869,f,high_female,160.5288754280111
uiuo.ark:/13960/t3st85m9j,"Marryat, Florence,",How they loved him,1882,f,high_female,160.51627274662997
uc1.$b236286,"Clapham, Walter.",Night by my witness : | a novel / | $c: by Walter Clapham.,1952,m,high_male,160.5107324549073
nyp.33433074942677,"Cooper, Katherine,",Margaret and Elizabeth;,1873,f,,160.50606618514848
uc1.l0060630589,,"English short stories, | selected to show the development of the short story from the fifteenth to the twentieth century.",1930,u,,160.47310628581047
uc2.ark:/13960/t21c21s79,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,mixed,160.44506064648897
mdp.39015063914710,"Farjeon, B. L.",Miser Farebrother,1888,m,mixed,160.4438947755457
uc1.32106006667668,"Narayan, R. K.,",Malgudi days / | $c: R.K. Narayan.,1982,m,,160.43798663923204
mdp.39015047130904,,So that you can know me : | an anthology of Pakistani women writers / | $c: edited by Yasmin Hameed & Asif Aslam Farrukhi.,1997,u,high_female,160.43057496247997
uc1.b3073048,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,160.42185005013187
uiuo.ark:/13960/t2h70r81k,"Cresswell, Henry.",Cancelled bonds,1895,m,,160.4152773021395
uc1.$b243676,"Mortimer, John,",Answer yes or no / | $c: John Mortimer,1950,m,high_female,160.40601128101292
mdp.39015047112548,"Duncan, Glen,",Hope / | $c: Glen Duncan.,1998,m,high_female,160.4012750542034
uiuo.ark:/13960/t3029cd8h,"Marshall, W.,",Strange Chapman,1882,u,mixed,160.38144776766362
uc1.$b795541,"Lloyd, Roger B. (Roger Bradshaigh),",The troubling of the city / | $c: Roger Lloyd.,1962,m,high_male,160.379609256952
mdp.39015001741860,"Cooper, William,",Scenes from later life : | a novel / | $c: by William Cooper.,1983,m,,160.37491236999549
uc1.b3578348,"Crowe, Eyre Evans,",Today in Ireland,1825,m,,160.3691763897298
uiuo.ark:/13960/t9766382k,,Poor Nellie,1887,f,,160.34878480773867
mdp.39015015390928,"Humphreys, Emyr.",Open secrets / | $c: Emyr Humphreys.,1988,m,,160.33878280615886
nyp.33433074873476,"Lavenu, L. S.","Erlesmere: or, Contrasts of character",1862,u,mixed,160.32483907092157
nyp.33433075861348,"Young, Florence Ethel Mills,",The triumph of Jill,1903,f,high_female,160.3000817530417
uc1.b3834613,"Cusack, Dymphna.",Say no to death.,1951,u,,160.27290505668364
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,160.27211951300802
uc2.ark:/13960/t12n50c8x,"Grant, Elizabeth.","Holiday rambles: or, Peeps into the book of nature",1856,f,,160.24289449270475
mdp.39015082740211,"Campbell, Karen,",The twilight time / | $c: Karen Campbell.,2008,f,high_female,160.23905935341372
mdp.39015030126570,"Roscoe, Thomas,",The German novelists,1826,m,,160.21789633902108
uc1.32106017483899,"Perriam, Wendy,",Little marvel and other stories / | $c: Wendy Perriam,2008,f,high_female,160.2138906463661
uiuo.ark:/13960/t8sb4r697,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,160.2009794105332
uc2.ark:/13960/t5k932s6q,"Kernahan, Coulson,",A dead man's diary,1890,m,,160.1777456274059
nyp.33433074964762,"Banim, John,",Tales,1825,m,,160.16408176433987
uiuo.ark:/13960/t3dz0tb88,"Oliphant,",Mrs. Arthur,1877,f,high_female,160.1314470313022
mdp.39015007061354,"Solzhenit͡syn, Aleksandr Isaevich,",Stories and prose poems | $c: [by] Alexander Solzhenitsyn. Translated by Michael Glenny.,1971,m,mixed,160.09161447134713
uiuo.ark:/13960/t14m9rq7t,"Kavanagh, Julia,",Adèle,1858,f,,160.06739679865203
uiuo.ark:/13960/t50g40536,,Concealment,1821,u,,160.04267804747928
mdp.39015056460549,"Tokarczuk, Olga,","House of day, house of night / | $c: Olga Tocarczuk ; translated by Antonia Lloyd-Jones.",2002,f,,160.02717780002862
mdp.39015011585638,"Lamming, George,",Season of adventure.,1960,m,mixed,159.99804582539448
uiuo.ark:/13960/t08w3sq9n,,The Golden calf,1849,u,mixed,159.9970233111942
uc1.32106002042221,"Head, Bessie,",When rain clouds gather: | a novel.,1969,f,,159.98577904186294
nyp.33433073356804,"Turgenev, Ivan Sergeevich,",Fathers and sons,1883,m,,159.9668216962408
uiuo.ark:/13960/t6pz5vc3x,"Talbot, Thomas,",The Granvilles,1882,m,,159.94738179589518
uc1.32106012163546,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,159.9402889587887
uc1.32106005359697,"Sarton, May,",The single hound / | $c: by May Sarton,1938,f,mixed,159.90847514918286
mdp.39015037453563,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,159.90050635160344
njp.32101068169141,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,159.89766549408378
mdp.39015041167548,"Huth, Angela,",Such visitors : | stories / | $c: by Angela Huth.,1989,f,,159.88606438437145
uc1.b4948784,"Heath, Roy A. K.",From the heat of the day : | a novel / | $c: by Roy A. K. Heath.,1979,m,mixed,159.8844705760999
uc2.ark:/13960/t40r9tf4k,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,mixed,159.88160119263034
uiuo.ark:/13960/t7qn6gr2p,"Douglas, John,",Measure for measure,1886,m,,159.87818804720214
mdp.39015077137126,"Knight, Afsaneh,",Slaughterhouse heart / | $c: by Afsaneh Knight.,2008,u,mixed,159.85697007940263
uc1.$b119726,"Baron, Alexander,",The lowlife / | $c: by Alexander Baron.,1963,m,,159.81510621557828
njp.32101065864496,"Marsh-Caldwell, Anne,","Mount Sorel, or, The heiress of the De Veres",1845,f,,159.77928625302684
uiuo.ark:/13960/t9j39cf40,"Reid, Mayne,",The death shot,1873,m,,159.77051144719405
uc1.$b302140,"Oemler, Marie Conway,","The butterfly man, | a novel, | $c: by Marie Conway Oemler.",1937,f,mixed,159.7407107304086
uc1.b3548121,"Hall, Thomas,",Rowland Bradshaw,1848,m,high_male,159.7185090639392
uiuo.ark:/13960/t20c5br9c,"Everett-Green, Evelyn,",Torwood's trust,1884,f,mixed,159.695260420482
mdp.39015053680040,"Troyat, Henri,",An intimate friendship; | $c: translated from the French by Joyce Emerson.,1968,m,mixed,159.69281561759848
mdp.39015059405590,"Kaye-Smith, Sheila.","The ploughman's progress, | $c: by Sheila Kaye-Smith.",1933,f,,159.68729890125604
njp.32101067646016,"Hofland,",Tales of the manor,1822,f,high_female,159.6535044734596
mdp.39015032299565,"Hartnett, D. W.,",Black milk / | $c: David Hartnett.,1994,u,,159.65259595121017
mdp.39015014513793,"Hamilton, Patrick,",The West Pier.,1951,m,high_female,159.62759506313765
uc1.32106002032487,"McEwan, Ian.","In between the sheets, and other stories / | $c: Ian McEwan.",1978,m,,159.5946296407126
mdp.39015059376247,,The New British novelist;,1830,u,,159.58353345831463
uiuo.ark:/13960/t43r1hc5b,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,159.55961546132676
inu.32000007494240,"James, M. R. (Montague Rhodes),",The collected ghost stories of M.R. James.,1931,u,high_male,159.55462168371858
uc1.32106018091402,"Gemmell, David",Troy : | lord of the silver bow / | $c: David Gemmell. Lord of the silver bow,2005,m,,159.54559659636064
uc2.ark:/13960/t1kh0kw82,"Burke, Thomas,",Whispering windows;,1921,m,,159.53797801566662
uc1.b3469109,"Tarsis, Valeriĭ.",The pleasure factory,1967,u,mixed,159.5347760080282
mdp.39015024905351,"Barstow, Stan,",Next of kin / | $c: Stan Barstow.,1991,m,,159.51322058248735
inu.32000006737318,"Reeman, Douglas.",Path of the storm / | $c: Douglas Reeman.,1966,m,high_male,159.4757402555632
mdp.39015031597860,"Böll, Heinrich,",The safety net / | $c: Heinrich Böll ; translated from the German by Leila Vennewitz.,1982,u,,159.4601977011155
uiuo.ark:/13960/t78s5bv2b,"Roche, John Hamilton.",A Suffolk tale;,1810,m,,159.45414766195717
mdp.39015030719739,"Wells, H. G.",The wonderful visit,1896,m,,159.4327550399631
uiuo.ark:/13960/t33207p5h,"Coleridge, Christabel R.",Hugh Crichton's romance,1875,f,,159.41747991124325
mdp.39015025104293,"Johnson, Eyvind,","Return to Ithaca, | the Odyssey retold as a modern novel;",1952,u,mixed,159.3530858576611
inu.32000001029240,,Sir Gawain and the Green Knight. | $c: Translated into modern English by M. R. Ridley. Illustrated by John G. Galsworthy.,1962,u,high_male,159.34731340429605
mdp.39015005418150,"Čapek, Karel,","Three novels: | Hordubal, An ordinary life [and] Meteor. | $c: Tr. by M. and R. Weatherall.",1949,u,,159.33698111746125
inu.39000005494831,"Power, Phyllis M.",Legends from the Outback / | $c: Phyllis M. Power ; illustrated by Ida Outhwaite.,1958,f,,159.3266195701188
mdp.39015040125950,"Gordimer, Nadine.",July's people / | $c: Nadine Gordimer.,1981,f,,159.2793980337233
inu.39000002775034,"Beresford, J. D. (John Davys),","The Camberwell miracle, | $c: by J. D. Beresford.",1933,m,,159.25552837338708
uc1.32106012494560,"Freud, Esther",The wild / | $c: Esther Freud,2000,f,mixed,159.2528611530987
inu.30000111286070,"Uri, Helene,",Honey tongues : | a novel / | $c: by Helene Uri ; translated from the Norwegian by Kari Dickson.,2007,f,high_female,159.24942904758973
mdp.39015014117710,"Porter, Anna Maria,",The village of Mariendorpt,1821,f,,159.23865190430698
uc2.ark:/13960/t04x54s82,"Stockton, Frank Richard,",A borrowed month,1887,m,,159.22060724532585
mdp.39015016453584,"Beamish, North Ludlow,",Peace campaigns of a cornet,1829,m,,159.1551669256839
uc1.32106014499120,"Fagerholm, Monika,",Wonderful women by the water : | a novel / | $c: Monika Fagerholm ; translated from the Swedish by Joan Tate,1997,f,mixed,159.15073725503692
mdp.39015032957311,,The Penguin book of Russian short stories / | $c: edited by David Richards.,1981,u,,159.12510126142806
uiuo.ark:/13960/t78s50f4s,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,mixed,159.11162675064227
uc1.32106019365730,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,159.10189212296942
mdp.39015063554334,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,159.08470055117226
njp.32101068971330,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,159.0606744172595
uc1.b3475708,"Forbes, Bryan,",The rewrite man / | $c: Bryan Forbes.,1983,m,,159.03251265435946
nyp.33433075761076,"Farjeon, B. L.",A secret inheritance,1887,m,mixed,159.03241331687207
uiuo.ark:/13960/t8cg09c0w,"Pardoe,",The poor relation,1858,f,high_female,159.0250427286914
inu.30000029463019,"Koranteng, Kwasi.",The gold diggers / | $c: Kwasi Koranteng ; illustrated by Pauline King.,1992,u,high_male,159.01928470234483
nyp.33433075864003,"Bjørnson, Bjørnstjerne,",The heritage of the Kurts,1892,m,mixed,159.0034855785922
uc1.$b322889,"Abrahams, Peter,",Mine boy / | $c: by Peter Abrahams.,1954,m,high_female,158.93731667291215
mdp.39015002753336,"Hon., Sackville-West, Edward,",Piano quintet.,1925,m,high_male,158.9262037524747
mdp.39015077120007,"Curzon, Clare.",Off track / | $c: Clare Curzon.,2008,f,mixed,158.91408707167687
uc1.32106005852287,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,158.90229391652733
inu.30000083748826,"Blessington, Marguerite,","Marmaduke Herbert; or, The fatal error",1847,f,,158.90046312015318
njp.32101007059775,"James, G. P. R.",Forest days;,1843,m,,158.88517994839873
uiuo.ark:/13960/t1cj9227h,,Ravensdale,1873,u,mixed,158.87818188097953
uiuo.ark:/13960/t4hm5w02c,"Noble, Frances.",Violet Mortimer,1879,u,,158.86653589897384
uiuo.ark:/13960/t3tt50h1f,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,158.83857235891162
wu.89054845235,,My favorite horse stories / | $c: edited by Dawn Palethorpe Wofford ; with illustrations by Joan Thompson.,1959,u,,158.83016985639654
mdp.39015001687220,"Faulkner, William,",Faulkner's county; | tales of Yoknapatawpha County.,1955,m,,158.8298151004744
mdp.39015000635485,"Lessing, Doris May,",The sun between their feet | $c: [by] Doris Lessing.,1973,f,mixed,158.8073445319184
uc1.b3549891,"Reynolds, George W. M.",Mary Price;,1852,m,,158.77046869282316
mdp.39015046441278,"Sánchez Ferlosio, Rafael,",The one day of the week / | $c: Rafael Sanchez Ferlosio ; translated from the Spanish by J.M. Cohen.,1962,m,mixed,158.7580550673696
uc1.$b299889,"Courage, James,",The young have secrets : | a novel / | $c: by James Courage.,1954,m,mixed,158.7174828804728
mdp.39015040123005,"Unsworth, Barry,",Pascali's island / | $c: Barry Unsworth.,1980,m,,158.71230582736604
mdp.39015033987820,"Trevor, William,",Felicia's journey / | $c: William Trevor.,1994,m,,158.6759374552347
njp.32101067707347,"Blackmore, R. D.","Erema, or, My father's sin",1877,m,,158.67185778300154
uiuo.ark:/13960/t46q27f6c,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,158.66195088090436
mdp.39015060399147,"Taverner, Jay.",Something wicked / | $c: Jay Taverner.,2002,m,high_female,158.6576600399048
mdp.39015047512127,"Jewell, Lisa.",Ralph's party / | $c: Lisa Jewell.,1999,f,mixed,158.65746344335767
uc1.32106007959502,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",The man who ate the phoenix.,1949,m,mixed,158.65384615384616
wu.89100004506,"Hainsselin, Montague Thomas,",Grand fleet days,1917,m,high_male,158.64967861173355
mdp.39015024648019,"Tagore, Rabindranath,","Broken ties, and other stories,",1925,m,mixed,158.63258709920487
uc2.ark:/13960/t2r49mj31,"Keith, Leslie",The mischief-maker,1898,f,,158.61686097232138
uiuo.ark:/13960/t5j96tb8s,,True to the life,1868,u,,158.6141263120147
uiuo.ark:/13960/t02z1vw6b,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,158.5870207406947
mdp.39015067689730,"Clark, Clare.",The nature of monsters / | $c: Clare Clark.,2007,f,high_female,158.56454469323597
mdp.39015065768031,"Eliot, George,",The works of George Eliot,1878,f,mixed,158.55508065628015
uc1.$b322717,"Bentley, Phyllis Eleanor,",Crescendo / | $c: by Phyllis Bentley.,1958,f,mixed,158.54818645266724
nyp.33433081892964,,Sweet first-fruits,1893,m,high_male,158.54520448511016
uiuo.ark:/13960/t8kd29d3q,"Ham, J. Panton",The bridal bar,1872,u,,158.5445609306566
pst.000009864269,"Hampden, John,",Ghost stories / | $c: selected with an introd. by John Hampden.,1939,m,,158.52532147232034
wu.89007190838,"Vries, Theun de,",Son of Rembrandt.,1938,u,,158.51219714493735
mdp.39015059172737,"Ferguson, Alex.",The pineapple king of Jarrow & other stories / | $c: Alex Ferguson.,2004,m,,158.50672470694002
mdp.39015019594293,"Collins, Merle.",Rain darling :stories / | $c: Merle Collins.,1990,u,high_female,158.4866427457494
mdp.39015005291201,,Fools and philosophers; | a gallery of comic figures from English literature /4carranged by J. B. Priestley.,1925,u,,158.48042537064896
uc1.$b302154,"Oliver, Jane, pseud.",Isle of glory | $c: [by] Jane Oliver.,1947,f,high_male,158.45893211823812
uiuo.ark:/13960/t7br94x31,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,158.44601949732694
mdp.39015051321142,"Bainbridge, Beryl,",Another part of the wood / | $c: Beryl Bainbridge.,1979,f,high_male,158.43788806577305
wu.89012500179,"Japrisot, Sebastien,",One deadly summer / | $c: Sébastien Japrisot [i.e. J.B. Rossi] ; translated by Alan Sheridan.,1981,u,high_female,158.39270126432575
mdp.39015011223214,,Modern Swedish short stories ...,1934,u,mixed,158.38566910426889
uiuo.ark:/13960/t02z1ww8q,"Lee, Holme,",Sylvan Holt's daughter,1858,f,high_female,158.3464110503174
mdp.39015049548566,"Hillmore, Susan.",Malaria / | $c: Susan Hillmore.,2000,f,,158.34285120963554
uc2.ark:/13960/t3319tx67,,Episodes in an obscure life,1871,u,mixed,158.33879979189757
inu.32000003326370,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,158.325875955118
uc1.$b102416,"Kaye-Smith, Sheila,",A wedding morn : | a story / | $c: Sheila Kaye-Smith.,1928,f,,158.32013998833432
mdp.39076006915370,"Icaza, Jorge,",Huasipungo. | $c: [Translated from the original Spanish by Mervyn Savill],1962,u,high_male,158.31134564643804
mdp.39015051324294,"Barstow, Stan,",B-movie / | $c: Stan Barstow.,1987,m,high_female,158.2930372747577
uiuo.ark:/13960/t6c25fw5w,"Muir, Alan,",Golden girls,1883,m,mixed,158.2849128431176
uiuo.ark:/13960/t14m9vx9q,"Black, William,",Donald Ross of Heimra,1891,m,,158.27085098559576
uc1.b3123646,"Fullom, S. W.",The great highway,1854,m,,158.26199553988923
mdp.39015067313505,"Symons-Jeune, Bertram Hanmer Banbury.",Natural rock gardening,1933,m,high_male,158.26040166489946
mdp.39015065847421,"Isherwood, Christopher,",All the conspirators : | a novel / | $c: by Christopher Isherwood.,1928,m,,158.24962157699187
nyp.33433073355632,"Dostoyevsky, Fyodor,",Poor folk,1894,f,,158.24486472368605
dul1.ark:/13960/t0ft99k1b,"Grogan, Gerald,",A drop in infinity,1915,m,,158.23654165247302
mdp.39015000546955,"Plunkett, James,",Strumpet city.,1969,m,,158.2341955239781
mdp.39015009354328,"Endō, Shūsaku,",Volcano : | a novel / | $c: Shusaku Endo ; translated from the Japanese and with an introd. by Richard A. Schuchert.,1978,m,,158.23030265423574
uiuo.ark:/13960/t3bz6g13b,"Carey, Rosa Nouchette,",The search for Basil Lyndhurst,1889,f,,158.22390551416538
inu.39000005702753,,The story of the Volsungs & Niblungs : | with certain songs from the Elder Edda / | $c: translated from the Icelandic by Eiríkr Magnússon and William Morris.,1980,u,mixed,158.2118692564042
uc1.b3752241,"Simenon, Georges,",Maigret and the Saturday caller / | $c: Georges Simenon ; translated from the French by Tony White.,1964,m,mixed,158.1830201152139
mdp.39015058850085,"Perriam, Wendy,",Virgin in the gym and other stories / | $c: Wendy Perriam.,2004,f,high_female,158.11475232298727
uc2.ark:/13960/t7kp7zz8j,"Wren, Percival Christopher,",The young stagers;,1917,m,,158.09569263811002
uc1.$b252121,"Charteris, Hugo.",The river-watcher.,1965,m,high_female,158.03253426003823
mdp.39015048903143,"Malory, Thomas,",La mort d'Arthure,1858,m,high_male,158.02639744598633
uiuo.ark:/13960/t4zg71605,"Gordon,",The fortunes of the Falconars,1844,f,,158.01304163977477
mdp.39015063542156,"Collins, Wilkie,", I say no,1884,m,high_female,158.00783718872455
uiuo.ark:/13960/t89g61j5w,Author of No appeal.,Gerald Hastings of Barton,1870,u,,158.0038167155726
uiuo.ark:/13960/t6f197g9r,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,157.9778830963665
uiuo.ark:/13960/t9474sq87,"Hardinge, William Money,",Eugenia,1883,m,high_female,157.97536222633565
njp.32101066457043,"Cobbold, Richard.",Courtland,1852,m,,157.96674235906406
uc1.$b115506,"Bermant, Chaim,","Ben preserve us, | $c: by Chaim Bermant.",1965,u,mixed,157.9023612921918
uc2.ark:/13960/t81j9bn0w,"Lyon, Thomas M.",More adventures in kilt and khaki,1917,m,,157.89993091878023
uiuo.ark:/13960/t0qr5ds1j,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,157.8957887794056
uiuo.ark:/13960/t8v98p59r,"St. Aubyn, Alan.",In the face of the world,1894,f,high_female,157.85877529863583
mdp.39015017702849,"Callow, Philip.",Another flesh / | $c: Philip Callow.,1989,m,,157.81407276645035
uiuo.ark:/13960/t76t19t16,,"The times, a novel",1811,u,high_female,157.807628651707
mdp.39015000627375,"Kriesel, Henry,",The rich man.,1952,m,high_male,157.7924831605834
uiuo.ark:/13960/t4zg7692j,"Neale, W. Johnson","Scapegrace at sea, or, Soldiers afloat and sailors ashore",1863,m,high_male,157.78833352509
uc1.b3039415,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,157.7719851831527
uc1.$b106127,"Lewis, Wyndham,","The human age: book two, Monstre gai; book 3, Malign fiesta.",1955,m,high_male,157.76979371968096
uc2.ark:/13960/t51g0kt60,"Sutherland, Joan,",Cavanagh of Kultānn,1916,f,mixed,157.75941688924394
uc1.$b70929,"Buren, Märtha.",Camilla / | $c: Märtha Burén ; translated from the Swedish by Joan Tate.,1965,u,high_female,157.72870662460568
uiuo.ark:/13960/t97663t4q,"Holstein, Anthony Frederick,","The inhabitants of Earth, or, The follies of woman",1811,m,high_female,157.7211680925297
mdp.39015082746945,"Ingrams, Rachel,",Blood tender / | $c: Rachel Ingrams.,2008,f,mixed,157.70556737328545
uc1.32106018792033,"Salazar, Oswaldo,",From the darkness / | $c: Oswaldo Salazar ; translated from Spanish by Gavin O'Toole,2007,m,,157.69347017622243
uc1.$b298752,"Phillpotts, Eden,",Tryphena.,1929,m,,157.6788020560486
uc1.$b119993,"Strathern, Paul,",Pass by the sea : | a novel / by Paul Strathern.,1968,m,high_male,157.661208585779
uc1.$b792447,"Enright, D. J. (Dennis Joseph),","Heaven knows where, | a novel.",1957,m,high_male,157.65460069535067
mdp.39015008779889,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,157.64725068630912
nnc1.0037105930,,The orphans of Llangloed,1802,u,mixed,157.59680946867363
uiuo.ark:/13960/t4cn7dt3p,"Belfast, Frederick Richard Chichester,",The farce of life,1852,m,,157.59427514673956
mdp.49015002077072,,French short stories; | nouvelles françaises.,1966,u,,157.58980301274627
uc2.ark:/13960/t1rf5r43m,"Marsh-Caldwell, Anne,",Tales of the woods and fields,1836,f,,157.58619965120923
mdp.39015062688026,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,157.5718717908315
mdp.39015038414739,"Tal, Ali.",On the walls of my being / | $c: Ali Tal.,1995,m,,157.54753589445093
mdp.39015064948303,"Buckley, Jonathan,",So he takes the dog / | $c: Jonathan Buckley.,2006,m,mixed,157.5130765572991
uc1.b3327076,"Mayhew, Augustus,",Paved with gold;,1858,m,,157.44939531125516
mdp.39015029242545,"McKenzie, Earl,",Two roads to Mount Joyful / Earl McKenzie.,1992,m,,157.4493209998032
mdp.39015062880599,"Fleming, Laurence.",On Torquemada's sofa : | a novel / | $c: Laurence Fleming.,2005,m,,157.43187000108574
mdp.39015030946258,"Arnold, Bruce.",A singer at the wedding / | $c: Bruce Arnold.,1978,m,high_female,157.414574328379
uiuo.ark:/13960/t54f25x38,"Greenough, Richard S.,",Treason at home,1865,f,high_female,157.4017199017199
uc2.ark:/13960/t81j99n9t,"Moore, Henry Charles.","The Dacoit's treasure, or, In the days of Po Thaw",1897,m,high_male,157.39975603037814
inu.30000067331961,"Kersh, Gerald,",Clock without hands / | $c: by Gerald Kersh.,1949,m,,157.39381199361972
mdp.39015082663785,"Irvine, Susan.",Muse / | $c: A.S. Irvine.,2008,f,,157.38986439110263
