htid,author,title,year,authgender,female_category,shops
hvd.32044010414142,"Niemcewicz, Julian Ursyn,","Levi and Sarah, or, The Jewish lovers",1830,m,mixed,0.0
njp.32101074206200,"Malherbe, Henry,",The flaming sword of France;,1918,m,high_male,0.0
mdp.39015063559390,"Oliphant,",A little pilgrim in the unseen,1883,f,high_female,0.0
uva.x030794682,"Trask, Katrina,",In my lady's garden;,1907,u,high_female,0.0
mdp.39015050555005,"Armitage, G. E.",A season of peace : | a novel / | $c: by G.E. Armitage.,1985,u,,0.0
hvd.32044011625829,"Trollope, Frances Milton,","Life and adventures of Michael Armstrong, the factory boy",1840,f,,0.0
njp.32101075688893,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,0.0
uva.x030788416,"Sanders, Ella Katharine.",For prince & people,1897,f,high_male,0.0
mdp.39015066608921,"Biert, Cla,","Only a game, | and other stories; | $c: translated from the German by Alan Brown.",1969,u,,0.0
mdp.39015063558327,"Oliphant,",Zaidee,1856,f,high_female,0.0
mdp.39015050556292,"Herbert, A. P. (Alan Patrick),","The old flame, | $c: by A. P. Herbert.",1925,m,high_female,0.0
uiuo.ark:/13960/t6640cm5q,"Smart, Hawley,",Broken bonds,1874,m,,0.0
mdp.39015063558186,"Oliphant,",Zaidee,1856,f,high_female,0.0
mdp.39015066681464,"Sellassie, Berhane Mariam Sahle,",Warrior king / | $c: Sahle Sellassie.,1974,f,high_male,0.0
uiuo.ark:/13960/t6154x005,"Craik, Dinah Maria Mulock,",Agatha's husband;,1853,f,high_female,0.0
nnc1.1002317702,"Bray,",The protestant;,1828,f,,0.0
uiuo.ark:/13960/t60587q7w,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,0.0
mdp.39015065780549,"Besant, Walter,",Herr Paulus;,1888,m,,0.0
uiuo.ark:/13960/t5v69sj8z,"Deccan, Hilary.",Light in the offing,1892,f,high_female,0.0
nyp.33433034410666,"Notley, F. E. M.",Olive Varcoe,1879,f,mixed,0.0
nyp.33433034410583,"Fothergill, Jessie,","Aldyth; or,  Let the end try the man.",1891,f,high_female,0.0
uiuo.ark:/13960/t5v701778,"Pardoe,",The Mardens ; and The Daventrys,1835,f,,0.0
uiuo.ark:/13960/t5v701797,"Palmer, Alicia Tindal,",The sons of Altringham;,1811,f,mixed,0.0
wu.89009176827,"Beckett, Samuel,",Ill seen ill said / | $c: by Samuel Beckett ; translated from French by the author.,1982,m,high_female,0.0
uiuo.ark:/13960/t5v702v0c,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,0.0
mdp.39015065769393,"Surr, T. S.",Splendid misery,1801,m,mixed,0.0
uiuo.ark:/13960/t5v702w95,,Spoken in anger,1877,u,high_female,0.0
nyp.33433034410484,"Werner, E.,",Success and how he won it,1885,f,mixed,0.0
mdp.39015049863296,Kenjo wan Jumbam.,The white man of God / | $c: Kenjo Jumbam.,1980,u,,0.0
dul1.ark:/13960/t6pz5w17s,"Corbett, Julian Stafford,",Kophetua the Thirteenth,1889,u,,0.0
mdp.39015065780564,"Besant, Walter,",Herr Paulus;,1888,m,,0.0
wu.89009493602,"Gunn, Jeannie,",The little black princess,1905,u,high_male,0.0
wu.89008118069,,Aucassin & Nicolette / | $c: translated from the Old-French by F. W. Bourdillon and illustrated by Lettice Sandford.,1947,u,high_female,0.0
nyp.33433022846897,"Rasmussen, Knud,",Eskimo folk-tales,1921,u,high_male,0.0
uiuo.ark:/13960/t5w672s7g,,The privateer,1848,u,mixed,0.0
nyp.33433022846673,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0
uiuo.ark:/13960/t5w67442c,"Rhodes, Henrietta.",Rosalie,1811,f,high_female,0.0
uiuo.ark:/13960/t5w67451b,"Scott, Walter",Rob Roy,1818,m,,0.0
uiuo.ark:/13960/t5w674d6w,"Watson, Aaron,",The Marquis of Carabas,1892,m,,0.0
nyp.33433022846665,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0
mdp.39015065780770,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,high_female,0.0
uiuo.ark:/13960/t5w675c99,"Croffts,",Ankerwick Castle,1800,f,mixed,0.0
uiuo.ark:/13960/t5w676591,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,0.0
nyp.33433022846657,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0
mdp.39015065769344,"Surr, T. S.",Splendid misery,1801,m,mixed,0.0
uiuo.ark:/13960/t5v69r49n,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,0.0
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,high_male,0.0
mdp.39015065763354,"Smith, Horace,",Zillah;,1828,m,,0.0
uiuo.ark:/13960/t5s75p40p,"Disraeli, Benjamin,",Contarini Fleming: a psychological auto-biography. In four volumes [in 2],1832,m,high_male,0.0
nyp.33433051569915,"Karamzin, Nikolaĭ Mikhaĭlovich,",Russian tales,1803,m,high_female,0.0
uiuo.ark:/13960/t5s75w58g,"Kettle, Rosa Mackenzie,",The earl's cedars,1860,f,,0.0
inu.30000042020531,"Gondwe, Walije,",Double dating / | $c: Walije Gondwe.,1994,u,high_male,0.0
nyp.33433045008178,"Lane, Amelia.",The fortress,1840,f,mixed,0.0
uiuo.ark:/13960/t5s75xx8r,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,0.0
mdp.39015063748019,"Black, William,",White heather,1885,m,,0.0
nyp.33433044175218,"Bradford, C. S.",In lifes byways,1905,u,,0.0
mdp.39015065762950,"Smith, Horace,",The Tor hill,1826,m,,0.0
mdp.39015065763206,"Smith, Horace,",Zillah;,1828,m,,0.0
mdp.39015049706974,"Keenan, Brian,",Turlough / | $c: Brian Keenan.,2000,m,,0.0
uiuo.ark:/13960/t5t72p66n,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,0.0
mdp.39015065763503,"Smith, Horace,",Walter Colyton,1830,m,,0.0
dul1.ark:/13960/t6b28fr9v,"Harvey, Jane,",Brougham Castle,1816,f,,0.0
mdp.39015063691151,"Genlis, Stéphanie Félicité,",Placide,1817,f,,0.0
wu.89014636112,"Lynch, Conor.",Equal citizenship and the end of sectarian politics.,1987,u,high_male,0.0
mdp.39015063642469,"Parker, Richard,","A Moor of Spain, | the story of a rogue. | $c: Illustrated by John Harwood.",1953,m,high_male,0.0
uiuo.ark:/13960/t5t72x582,"Lever, Charles James,",Tony Butler,1865,m,,0.0
uiuo.ark:/13960/t5t72zj11,"Mills, John,",Too fast to last,1881,m,high_male,0.0
uiuo.ark:/13960/t5t72zv9x,"Oliphant,",The minister's wife,1869,f,high_female,0.0
uiuo.ark:/13960/t5t732x5h,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,0.0
mdp.39015049725347,"Moorcock, Michael,",The dreamthief's daughter / | $c: Michael Moorcock.,2001,m,high_male,0.0
wu.89012679007,"Bemmann, Hans.",The stone and the flute / | $c: Hans Bemmann ; translated from German by Anthea Bell.,1986,m,,0.0
mdp.39015063642410,"Schilling, Ton,",Tigermen of Anai | $c: [by] Ton Schilling. Translated by E. W. Dickes.,1957,u,,0.0
wu.89011095320,"Andersen, Carl Christian Thorvald,",Three sketches of life in Iceland,1877,f,,0.0
dul1.ark:/13960/t6834jn51,E. W.,The island of anarchy,1887,f,high_male,0.0
dul1.ark:/13960/t6pz5zn09,"Morgan,",Florence Macarthy,1818,f,mixed,0.0
mdp.39015065785647,"Howison, John.",Tales of the colonies,1830,m,,0.0
mdp.39015050742462,"Mills, Magnus.",Three to see the king / | $c: Magnus Mills.,2001,m,high_male,0.0
nnc1.1002390256,"Suffling, Ernest R.","The fur traders of the West, or, Adventures among the redskins",1896,m,,0.0
mdp.39015065973151,"Haldane, Charlotte.","Man's world,",1926,f,,0.0
mdp.39015065992953,"Murasaki Shikibu,","The sacred tree : | being the second part of ""The tale of Genji"" / | $c: translated from the Japanese by Arthur Waley.",1926,f,,0.0
mdp.39015050245052,"Anderson, Barbara,",Long hot summer / | $c: Barbara Anderson.,2000,f,mixed,0.0
nnc1.1002391600,,"Temugin; or, The Tartar chief",1843,u,high_male,0.0
dul1.ark:/13960/t7hq4jb64,"Wood, Henry,",Court Netherleigh,1881,f,,0.0
nnc1.1002391554,,"Temugin; or, The Tartar chief",1843,u,high_male,0.0
mdp.39015066018634,"Defoe, Daniel,","The fortunate mistress, | or A history of the life and vast variety of fortunes of Mademoiselle de Beleau, afterwards call'd the Countess de Wintselsheim, in Germany. Being the person known by the name of the Lady Roxana, in the time of King Charles II.",1927,m,high_male,0.0
uiuo.ark:/13960/t5z61419r,,The ordeal;,1813,u,high_female,0.0
nnc1.1002391503,,"Temugin; or, The Tartar chief",1843,u,high_male,0.0
mdp.39015063617438,"Hook, James,",Percy Mallory,1824,m,,0.0
mdp.39015063617065,"Edgeworth, Maria,",Patronage,1814,f,,0.0
wu.89005048947,"Jameson, Storm,",Lady Susan and life;,1920,f,high_female,0.0
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,0.0
mdp.39015065966379,"Paalzow, Henriette (Wach) von,",St. Roche,1847,f,,0.0
uiuo.ark:/13960/t6057tp0q,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,0.0
wu.89005036728,"Gould, Nathaniel,",The silken rein,1903,m,,0.0
wu.89004950820,"Oakeshott, R. Ewart.","The blindfold game; | the day at Jutland, | $c: written and illustrated by Ewart Oakeshott.",1969,m,high_male,0.0
wu.89004872149,"Craik, Dinah Maria Mulock,",Agatha's husband;,1904,f,high_female,0.0
dul1.ark:/13960/t7vm4xm9s,"Irvine, Leigh H.",An affair in the South Seas,1901,u,high_male,0.0
inu.30000039915339,"Coetzee, J. M.,",Dusklands / | $c: J.M. Coetzee.,1983,m,,0.0
mdp.39015066049530,"(Jerome David), Salinger, J. D.",The catcher in the rye / | $c: J. D. Salinger.,1951,u,,0.0
nnc1.1002331306,"Neele, Henry,",The romance of history,1833,m,,0.0
dul1.ark:/13960/t83j4512f,"Harris-Burland, J. B.",Dr. Silex,1905,m,,0.0
nnc1.1002331250,"Neele, Henry,",The romance of history,1833,m,,0.0
uiuo.ark:/13960/t6058743b,"West,",The loyalists,1812,f,high_male,0.0
uiuo.ark:/13960/t6058760s,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,0.0
mdp.39015065966528,"Paalzow, Henriette (Wach) von,",St. Roche,1847,f,,0.0
mdp.39015065966221,"Paalzow, Henriette (Wach) von,",St. Roche,1847,f,,0.0
uiuo.ark:/13960/t5x63vr7b,"Fenn, George Manville,",By birth a lady,1871,m,,0.0
nyp.33433005069566,"Milman, Constance.",Mum Fidgets,1892,f,,0.0
mdp.39015065801287,"Dorat, Claude Joseph,","Chevalier de Versenai, a novel",1810,f,high_male,0.0
wu.89006594758,"McKee, Alexander,",The Coal-Scuttle Brigade / | $c: by Alexander McKee.,1957,m,high_male,0.0
mdp.39015065861760,"Shankland, Peter.",Dardanelles patrol / | $c: [by] Peter Shankland and Anthony Hunter.,1964,m,high_male,0.0
mdp.39015065891064,"calling himself marquis of Pharnusa. Grosse, Karl,",Horrid mysteries; | a story from the German of the marquis of Grosse by P. Will ...,1927,m,,0.0
nyp.33433008439113,"Hunter, Charles.",The adventures of a naval officer;,1905,m,high_male,0.0
nyp.33433008279089,,The Comical creatures from Würtemberg,1851,m,mixed,0.0
nyp.33433008160214,,Tales of our coast,1896,m,high_male,0.0
dul1.ark:/13960/t7fr0gj3r,,The three chances,1858,u,,0.0
mdp.39015050023426,"Baricco, Alessandro,",City / | $c: Alessandro Baricco ; translated by Ann Goldstein.,2001,m,high_male,0.0
uiuo.ark:/13960/t5x643b1b,,"The picaroon, or, The merchant smuggler",1845,u,,0.0
wu.89006405088,"Orczy, Emmuska Orczy,",The nest of the sparrowhawk,1909,f,,0.0
nyp.33433006611846,"Neish, Rosalie Galsworthy,",A world in a garden,1899,f,high_male,0.0
mdp.39015050041238,"Colvin, Clare.",Masque of the Gonzagas / | $c: Clare Colvin.,1999,f,mixed,0.0
wu.89006380992,"Muddock, Joyce Emmerson Preston,",The dead man's secret;,1911,m,high_male,0.0
dul1.ark:/13960/t7gq7nw7v,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,0.0
uiuo.ark:/13960/t5x644h10,"Senior, Henry.",Charles Vernon;,1849,m,,0.0
uiuo.ark:/13960/t5x645907,"Warren, Samuel,",Now and then,1848,m,high_male,0.0
nnc1.cu58507701,"Heeley, Sibyl.",Ellie and the China lady;,1895,f,high_female,0.0
nnc1.cu58447903,"Kingston, William Henry Giles,",Afar in the forest,1892,m,,0.0
mdp.39015050116816,"Germain, Sylvie,",The book of Tobias / | $c: Sylvie Germain ; translated from the French by Christine Donougher.,2000,f,mixed,0.0
mdp.39015063617594,"Hook, James,",Percy Mallory,1824,m,,0.0
wu.89006381032,"Muddock, Joyce Emmerson Preston,",In the face of night,1908,m,,0.0
uiuo.ark:/13960/t5x645f3g,"Wilton, Maurice.",The old love is the new,1880,m,,0.0
dul1.ark:/13960/t7gq7p55w,"Morgan,",Florence Macarthy,1818,f,mixed,0.0
uiuo.ark:/13960/t5z60sp7s,"Old Sailor,","Hamilton King, or, The smuggler and the dwarf",1839,m,high_male,0.0
uiuo.ark:/13960/t5z60vf41,,Caught napping,1866,u,,0.0
mdp.39015063551504,"Crockett, S. R.",The red axe,1898,m,high_female,0.0
njp.32101072858226,,Weird tales,1888,u,,0.0
mdp.39015066835789,"Stead, C. K. (Christian Karlson),",My name was Judas / | $c: C.K. Stead.,2006,m,high_male,0.0
nyp.33433061821579,"Croker, Thomas Crofton,",Legends of the lakes,1829,m,high_male,0.0
hvd.32044086803400,"Deacon, William Frederick,",The inn-keeper's album,1823,m,mixed,0.0
njp.32101068178399,"Henty, G. A.",Tales of daring and danger,1890,m,,0.0
hvd.32044086825528,"Gore,","Mary Raymond, and other tales",1838,f,,0.0
umn.31951002092177u,"Walsh, J. M. (James Morgan),",King's messenger.,1933,m,high_male,0.0
uiuo.ark:/13960/t6n01pv5m,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,0.0
uiuo.ark:/13960/t6n01qs54,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,1810,f,high_female,0.0
mdp.39015063514494,"Hope, Anthony,",Comedies of courtship,1896,m,,0.0
umn.31951002090656s,"Oppenheim, E. Phillips (Edward Phillips),",A monk of Cruta.,1927,m,,0.0
uiuo.ark:/13960/t6n01sp1p,"Trollope, Frank.",Old times revived;,1870,m,mixed,0.0
njp.32101068178001,"Hervey, Elizabeth",Amabel;,1814,f,mixed,0.0
njp.32101068177532,"Edgar, John G.",Runnymede and Lincoln Fair,1866,m,high_male,0.0
mdp.39015063514445,"Hawker, Mary Elizabeth.",The Hôtel d'Angleterre,1891,f,high_female,0.0
njp.32101068177078,"Drury, W. P.",Bearers of the burden,1904,u,high_male,0.0
njp.32101068176278,"Cartwright, Robert,",Ambrose the sculptor,1854,f,,0.0
hvd.32044087023867,"Voltaire,",Lord Chesterfield's ears,1826,m,high_male,0.0
njp.32101068176260,"Cartwright, Robert,",Ambrose the sculptor,1854,f,,0.0
uiuo.ark:/13960/t6nz8pg31,Author of Cynthia.,Lemuel,1883,u,mixed,0.0
uiuo.ark:/13960/t6nz8qp53,"Acton, Eugenia de,",The microcosm,1801,f,,0.0
uiuo.ark:/13960/t6nz8sz22,"Scott,",Trevelyan,1834,f,high_female,0.0
uiuo.ark:/13960/t6nz8t11w,"Scott,",The old grey church,1856,f,,0.0
njp.32101068175445,"Byrne, Mary",Ingram Place. A novel,1874,f,,0.0
hvd.32044089606511,Deale.,Craven Derby;,1832,m,,0.0
mdp.39015051349788,"Boland, Bridget.",The wild geese : | a novel / | $c: by Bridget Boland.,1988,f,,0.0
uiuo.ark:/13960/t6nz8v77w,"Wood, Henry,",The house of Halliwell,1890,f,high_female,0.0
mdp.39015063512498,"Cooke, W. Bourne.",Madam Domino,1907,u,high_male,0.0
uiuo.ark:/13960/t6pz5gf0t,"Bennett,",Vicissitudes abroad;,1806,f,,0.0
umn.319510020873846,"Westheimer, David.",The long bright days.,1950,m,,0.0
uiuo.ark:/13960/t6n01hs64,"Gibbon, Charles,",Of high degree,1883,m,mixed,0.0
uiuo.ark:/13960/t6n01hq1t,"Fraser, James Baillie,",The highland smugglers,1832,m,mixed,0.0
mdp.39015063516614,"Borrow, George Henry,",Lavengro;,1851,m,mixed,0.0
hvd.32044086801982,,"English life, or Manners at home",1825,u,high_female,0.0
mdp.39015068634875,"(Feliks I͡Akovlevich), Kon, F. I͡A.","Escape from the gallows, | $c: by Felix Kohn.",1930,u,mixed,0.0
mdp.39015063536133,"Collins, Mortimer,",[Works,1883,m,mixed,0.0
mdp.39015051156498,"Banim, John,",Tales,1826,m,,0.0
uiuo.ark:/13960/t6k07g132,"Gibbon, Charles,",Robin Gray,1869,m,mixed,0.0
hvd.32044086801958,,Cameron,1832,u,,0.0
uiuo.ark:/13960/t6k07ks0q,"Marryat, Florence,",Nelly Brooke,1868,f,high_female,0.0
uiuo.ark:/13960/t6k07m540,,"Malcolm Douglas, or, The Sibylline prophecy",1812,u,,0.0
njp.32101068581576,"Collins, Wilkie,",The woman in white,1860,m,high_female,0.0
mdp.39015063526795,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,0.0
mdp.39015063526787,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,0.0
mdp.39015051324252,"Bates, H. E. (Herbert Ernest),",The yellow meads of asphodel / | $c: by H. E. Bates.,1976,m,high_female,0.0
njp.32101068186079,"Kennedy, Patrick,",Legendary fictions of the Irish Celts,1891,m,,0.0
njp.32101068179041,"Harwood, John Berwick.",Lady Livingston's legacy,1874,m,,0.0
uiuo.ark:/13960/t6m04st95,"Barrie, J. M.",The little minister,1891,m,,0.0
umn.31951002103586j,"De la Mare, Walter,","The three royal monkeys; or, The three Mulla-Mulgars / | $c: by Walter de la Mare, with illustrations by J.A. Shepherd.",1927,m,high_male,0.0
umn.31951002102719v,,The Holy Bible reprinted according to the Authorized version.,1926,u,high_male,0.0
njp.32101068179009,"Hardy, Elizabeth,","Owen Glendower, or, The prince in Wales",1849,f,mixed,0.0
umn.319510020990648,"Dilke, Christopher,",France is a star : | a novel.,1946,m,,0.0
mdp.39015063524956,"Castle, Agnes,",French Nan,1905,f,high_female,0.0
njp.32101068178894,"Harding, Anne Raikes,","The refugees, an Irish tale",1822,f,,0.0
uiuo.ark:/13960/t6m04pc93,"Oliphant,",Innocent,1873,f,high_female,0.0
hvd.32044086801990,,The English nights' entertainment,1826,u,,0.0
mdp.39015063524923,"Castle, Agnes,",The star dreamer,1903,f,mixed,0.0
uiuo.ark:/13960/t6m04qp25,"Reid, Mayne,",Oceola,1859,m,,0.0
mdp.39015063524329,"Ayscough, John,",Mr. Beke of the Blacks,1908,m,mixed,0.0
uiuo.ark:/13960/t6m04rh68,"Steinman, Emma C. C.",Our little gipsy,1881,f,,0.0
njp.32101068171204,"Hughes, William,",The three students of Gray's inn;,1846,m,,0.0
njp.32101068170891,"Howitt, William,",The life and adventures of Jack of the mill,1844,m,high_male,0.0
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
hvd.32044100906213,"Hauff, Wilhelm,",The banished,1839,m,high_male,0.0
mdp.39015070494425,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,high_female,0.0
njp.32101068169018,"Thanet, Octave,",Expiation,1890,m,mixed,0.0
uiuo.ark:/13960/t6qz2wc5g,"Praed, Campbell,",Mrs. Tregaskiss,1896,f,high_female,0.0
uiuo.ark:/13960/t6qz2wp7g,"Tupper, Martin Farquhar,",Stephan Langton,1858,m,,0.0
uiuo.ark:/13960/t6qz2x06f,"Wraxall, Lascelles,","Fides, or, The beauty of Mayence",1866,m,,0.0
njp.32101068168101,"Crommelin, May.","Joy, or, The light of Cold-home Ford",1884,f,high_female,0.0
uiuo.ark:/13960/t6rx9k80m,"Chetwynd, Henry Wayland,",A brilliant woman,1892,f,high_female,0.0
njp.32101068168093,"Crommelin, May.","Joy, or, The light of Cold-home Ford",1884,f,high_female,0.0
mdp.39015070494433,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,high_female,0.0
mdp.39015070528370,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,mixed,0.0
uiuo.ark:/13960/t6rx9nc75,"Gilliat, Edward,",Asylum Christi,1877,m,,0.0
mdp.39015062877082,"Fuller, John,",Flawed angel : | a tale / | $c: John Fuller.,2005,m,high_male,0.0
njp.32101068167194,"Dallas, Robert Charles,",Percival,1801,m,,0.0
uiuo.ark:/13960/t6qz2v302,"Ponsonby, Emily,",Mary Lyndsay,1863,f,high_female,0.0
hvd.32044100906221,"Hauff, Wilhelm,",The banished,1839,m,high_male,0.0
hvd.hn1qjy,"Maurice, Frederick Denison,",Eustace Conway,1834,m,,0.0
uiuo.ark:/13960/t6rx9s555,"Lever, Charles James,",The fortunes of Glencore,1857,m,high_male,0.0
njp.32101068167186,"Dallas, Robert Charles,",Percival,1801,m,,0.0
uiuo.ark:/13960/t6rx9ts9k,"Notley, F. E. M.",Forgotten lives,1875,f,high_female,0.0
njp.32101068167178,"Dallas, Robert Charles,",Percival,1801,m,,0.0
uiuo.ark:/13960/t6rx9ws21,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,0.0
uiuo.ark:/13960/t6rx9ww0d,"Palgrave, William Gifford,",Hermann Agha,1872,m,high_male,0.0
njp.32101068167160,"Dallas, Robert Charles,",Percival,1801,m,,0.0
mdp.39015070684983,"Okri, Ben.",Starbook : | a magical tale of love and regeneration / | $c: Ben Okri.,2007,m,high_male,0.0
njp.32101068167145,Dalton.,"Chartley, the fatalist",1831,u,,0.0
uiuo.ark:/13960/t6sx6nm41,"Ouida,",Chandos,1866,f,high_male,0.0
umn.31951002056112q,"Knight, Brigid.",The cloister and the citadel / | $c: Brigid Knight.,1958,f,mixed,0.0
uiuo.ark:/13960/t6qz2sj40,,"Modern times, or, Anecdotes of the English family",1809,u,,0.0
uiuo.ark:/13960/t6pz5kb4n,"Fenn, George Manville,",The sapphire cross,1871,m,,0.0
uiuo.ark:/13960/t6pz5v56p,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,0.0
njp.32101068170867,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
njp.32101068170347,"Horne, R. H.",The poor artist,1871,m,mixed,0.0
umn.319510020818141,"Payne, Robert,",Harvest.,1955,m,high_male,0.0
mdp.39015063044153,"Wast, Hugo,",The strength of lovers / | $c: by Hugo Wast [pseud.] translated from the Spanish by Louis Imbert and Jacques Le Clerq.,1930,u,high_male,0.0
uiuo.ark:/13960/t6pz5m052,"Gray, Russell.",Never for ever,1867,m,,0.0
mdp.39015051371626,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,0.0
njp.32101068169455,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,0.0
njp.32101068169448,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,0.0
inu.30000026317622,"Lewin, Michael Z.",Called by a panther / | $c: Michael Z. Lewin.,1991,m,mixed,0.0
njp.32101068169430,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,0.0
mdp.39015069803495,"Nagenda, John,",The seasons of Thomas Tebo / | $c: John Nagenda.,1986,m,,0.0
mdp.39015063020096,"Gorky, Maksim,",Heartache & The old woman Izergil,1905,m,high_male,0.0
umn.31951002076341z,,The four Gospels.,1927,u,high_male,0.0
umn.31951002058908b,"Standish, Robert.",The gulf of time / | $c: Robert Standish [i.e. D.G. Gerahty].,1947,m,,0.0
umn.31951002074823r,"Creighton, Basil.","The leaden cupid, or, The egoist revisited.",1950,m,high_female,0.0
mdp.39015070310894,,John Bull and his wonderful lamp,1849,u,high_male,0.0
njp.32101068169406,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,0.0
mdp.39015070426179,"Riesen, René.",Jungle mission / | $c: René Riesen ; translated by James Oliver.,1957,u,high_male,0.0
mdp.39015062980498,"(Clive Staples), Lewis, C. S.",Broadcast talks : | reprinted with some alterations from two series of Broadcast Talks (Right and Wrong : a clue to the Meaning of the Universe and what Christians believe) given in 1941 and 1942.,1942,m,high_male,0.0
njp.32101068169141,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,0.0
mdp.39015070470094,"Mitchell, William,","The quality of life, | $c: by Sir W. Mitchell.",1935,m,high_male,0.0
mdp.39015070494359,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,,0.0
hvd.32044097914444,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,1825,m,,0.0
uiuo.ark:/13960/t6qz2n61d,"Hardy, Duffus,",In sight of land;,1885,m,,0.0
uiuo.ark:/13960/t6qz2n71v,,"Harden Hall, or, The three proposals",1847,m,high_female,0.0
njp.32101068169125,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,0.0
umn.31951002139025b,Homer.,The Odyssey of Homer / | $c: done into English verse by William Morris.,1975,m,high_male,0.0
mdp.39015068383846,"Dallett, Morris.",Star of earth | $c: [by] Morris Dallett.,1923,m,high_male,0.0
mdp.39015068379133,"Forfar, William Bentinck,",Kynance cover,1865,m,high_female,0.0
mdp.39015063542172,"Collins, Wilkie,", I say no,1884,m,high_female,0.0
uva.x000966281,"Ebner-Eschenbach, Marie von,",The two contesses,1893,f,,0.0
njp.32101069186292,,Chantilly,1832,f,,0.0
njp.32101069186284,,Chantilly,1832,f,,0.0
njp.32101069186276,,Chantilly,1832,f,,0.0
mdp.39015067313505,"Symons-Jeune, Bertram Hanmer Banbury.",Natural rock gardening,1933,m,high_male,0.0
mdp.39015067349285,"Rankin, Reginald, Sir,","The collected works of Lt. Colonel Sir Reginald Rankin, bt.",1930,m,high_male,0.0
uiuo.ark:/13960/t6c25gx1t,"Payn, James,",What he cost her,1877,m,,0.0
uiuo.ark:/13960/t6c25hb1m,"Pryce, Richard,",Winifred Mount,1894,m,high_female,0.0
uiuo.ark:/13960/t6c25jh56,,Theodore,1807,u,mixed,0.0
njp.32101069166021,"Grant, James,",Morley Ashton,1876,m,,0.0
uiuo.ark:/13960/t6c25m129,"Hatton, Ann Julia (Kemble)","Cambrian pictures, or, Every one has errors",1810,f,mixed,0.0
mdp.39015063542362,"Malden, Charles,",Jane Austen,1889,f,high_female,0.0
njp.32101069165981,"Grant, James,",The Ross-Shire buffs,1877,m,mixed,0.0
uiuo.ark:/13960/t6c25dj31,"Helps, Arthur,",Ivan de Biron;,1874,m,,0.0
njp.32101069165940,"Grant, James,",Shall I win her?,1874,m,mixed,0.0
uiuo.ark:/13960/t6d22b59b,"Hall, S. C.,",A woman's story,1857,f,high_female,0.0
uiuo.ark:/13960/t6d22fb5w,,Laura Erle,1873,u,high_female,0.0
uiuo.ark:/13960/t6d22fk0m,"McDonnel, Emily Fanny Dorothy Osborn,",Peccavi,1888,f,high_female,0.0
njp.32101069165353,"Bury, Charlotte (Campbell)",The devoted,1836,f,,0.0
mdp.39015050801789,"Kelman, James,",Translated accounts : | a novel / | $c: by James Kelman.,2001,m,high_male,0.0
uiuo.ark:/13960/t6d22jj5t,"Roberts,",Delmore,1806,f,mixed,0.0
mdp.39015063542164,"Collins, Wilkie,", I say no,1884,m,high_female,0.0
mdp.39015063542156,"Collins, Wilkie,", I say no,1884,m,high_female,0.0
uiuo.ark:/13960/t6d22k211,"Norris, W. E.",Miss Wentworth's idea,1891,f,,0.0
njp.32101069158465,"Prévost, Marcel,",Benoit Castain,1916,m,,0.0
mdp.39015063542131,"Collins, Wilkie,",Heart and science;,1883,m,high_female,0.0
njp.32101069186367,,"Clarenswold, or, Tales of the North",1832,u,,0.0
