htid,author,title,year,authgender,female_category,gb_england_intensity
mdp.39015052337758,"Nambisan, Kavery.",On wings of butterflies / | $c: Kavery Nambisan.,2002,u,high_female,12.10946960523129
mdp.39015000550114,"Pomeroy, Miggs.",The rays of July.,1966,u,,12.109371846517748
inu.30000110569674,"Allnatt, Judith.",A mile of river / | $c: Judith Allnatt.,2008,f,mixed,12.109018424337265
mdp.39015026430721,"Meares, Ainslie.",Strange places and simple truths.,1969,u,high_male,12.104485922482873
uiuo.ark:/13960/t3tt55z1b,"Murray, Charles Augustus,","Hassan : or, The child of the pyramid",1857,m,,12.1000919606989
mdp.39015038168210,,Soviet short stories 1942-1943 / | $c: [edited by Ivor Montagu and Herbert Marshall],1943,u,high_female,12.098725600903371
mdp.39015062219715,,Folk-lore and legends,1890,u,high_male,12.09586839695184
inu.30000042020531,"Gondwe, Walije,",Double dating / | $c: Walije Gondwe.,1994,u,high_male,12.091606007109863
umn.31951002132614r,"pseud. Zeno,",Play dirty : | The story of the film / | $c: by Zeno.,1969,m,high_male,12.090680100755666
mdp.39015007012035,"Marshall, Bill,",Bukom / | $c: Bill Marshall.,1979,m,high_male,12.089267148625453
inu.30000009539960,"Cameron, Ian,",The children  / | $c: James Vance Marshall.,1959,m,mixed,12.087148339527998
uc2.ark:/13960/t6154g68b,"Fenn, George Manville,",Real gold;,1894,m,high_male,12.075571119624998
mdp.39015010866195,"Danielsson, Bengt,",Forgotten islands of the South Seas.,1957,u,high_male,12.07160878330255
inu.30000110593211,"McNicoll, Andrea.",Moonshine in the morning / | $c: Andrea McNicoll.,2008,f,high_female,12.065491487795756
mdp.39015063976412,"Wilson, John,",Lights and shadows of Scottish life,1822,m,,12.06340525803624
mdp.39015012363324,,The New British novelist;,1830,u,high_female,12.059193412234912
mdp.39015011488080,"Carter, Bryan,",The arm'd rhinoceros,1965,m,high_male,12.056908608632748
mdp.39015063967320,"Galt, John,",The earthquake;,1820,m,high_male,12.055455093429778
pst.000067154463,"Chen, Willi.",Crossbones / | $c: Willi Chen.,2009,m,,12.053517618224918
uc1.b4105090,"Morier, James Justinian,","Ayesha, the maid of Kars",1834,m,mixed,12.053093878534948
uiuo.ark:/13960/t89g68945,"Reid, Mayne,",The quadroon,1856,m,high_male,12.049644535486202
mdp.49015003174084,"Horwood, William.",The willows in winter / | $c: William Horwood ; illustrated by Patrick Benson.,1995,m,high_male,12.043839576056843
uc1.b2792596,"Lee, Joseph,",Journey for Betsy.,1963,m,high_male,12.039094222329236
mdp.39015020872399,,Dissonant voices : | the new Russian fiction / | $c: edited by Oleg Chukhontsev.,1991,u,,12.036229049438813
nyp.33433008279089,,The Comical creatures from Würtemberg,1851,m,mixed,12.034418436729045
mdp.39015040371307,"Wagner, Erica,",Gravity : | stories / | $c: Erica Wagner.,1997,f,mixed,12.0340161523239
wu.89053136404,"Galdino, Dirceu.","Golden Lambari / | $c: Dirceu Galdino ; cover and illustrations by Tânia R. Machado ; translated by Thomas Bonnici from the original Portuguese version, Lambari Dourado.",1994,u,,12.030075187969924
mdp.39015021859718,"Micou, Paul.",The music programme.,1989,m,mixed,12.02935161794779
uiuo.ark:/13960/t3dz0n44k,"Gore, Leslie.",Annie Jennings,1870,f,high_female,12.027904738994469
mdp.39015000613508,"Bramah, Ernest,",The mirror of Kong Ho,1905,m,high_male,12.019643531714689
mdp.39015050638546,"Palacio Valdés, Armando,",Froth,1891,f,,12.016851867560156
mdp.39015008265731,,Hungarian short stories;,1967,u,,12.014417300760911
uiuo.ark:/13960/t6640dq3h,"Wright, Thomas,",Johnny Robinson: the story of the childhood and schooldays of an  intelligent artisan.,1868,m,high_male,12.010028373692032
mdp.39015050470510,"Fine, Anne,",All bones and lies / | $c: Anne Fine.,2001,f,,12.008405884118885
uc2.ark:/13960/t6vx0bp13,"Cleland, E. Davenport.",The white kangeroo,1890,f,high_male,12.00653155316492
mdp.39015022242401,"Coyle, William.",Chief of staff : | a novel / | $c: William Coyle.,1991,m,high_male,12.006505342894878
mdp.39015019638587,"Perec, Georges,",Things : | a story of the Sixties / | $c: translated from the French by David Bellos ; A man asleep / translated from the French by Andrew Leak.,1990,m,,11.99868014518403
uiuo.ark:/13960/t3nv9vg5k,"Grant, James,","Philip Rollo, or, The Scottish musketeers",1854,m,,11.986958189489837
mdp.39015052285676,"Gokhale, Namita,",The book of shadows / | $c: Namita Gokhale.,1999,u,,11.985298034411125
mdp.39015030838687,"Montgomery, Robert Bruce,","Best SF three; | science fiction stories, | $c: edited with an introd. by Edmund Crispin [pseud.]",1958,m,high_male,11.98400679820022
nyp.33433075771620,"Prest, Thomas Peckett.",Ernnestine de Lacy;,1842,m,,11.975433254067372
uc2.ark:/13960/t9c53j310,"Cullum, Ridgwell,",The devil's keg;,1903,m,,11.958384820823534
uc2.ark:/13960/t5n878d24,"Maturin, Charles Robert,",The Albigenses,1824,m,,11.955843086201629
uc2.ark:/13960/t29889052,"Grimshaw, Beatrice Ethel.",The terrible island,1920,f,,11.955644558687272
inu.32000009080054,"Mitchison, Naomi,",Men and herring : | a documentary / | $c: by Naomi Mitchison and Denis MacIntosh.,1949,f,high_male,11.95000119500012
mdp.39015042556616,"Gilbert, Stephen,",Ratman's notebooks.,1968,m,high_male,11.94985839417803
inu.30000061588277,"Smith, Gregor Ian.",Folk tales of the Highlands. | $c: Drawings by the author.,1953,m,,11.94800229401644
mdp.39015016441993,"David, Janina,",A part of the main.,1969,f,high_female,11.93972825178499
uc2.ark:/13960/t1pg1k841,"Oliphant,",Harry Muir,1853,f,,11.935310616458793
uiuo.ark:/13960/t9n30df5d,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,11.933174224343675
uc1.b3834627,"Davies, Ellen Chivers.",Tales of Serbian life,1919,f,high_male,11.931275851097675
mdp.39015069304775,"Paling, Chris.",Minding / | $c: Chris Paling.,2007,m,high_female,11.930959514277385
mdp.39015016447255,"Cloete, Stuart,","The writing on the wall, | and other African stories.",1968,m,,11.93058568329718
mdp.39015059377252,"Duffus, R. L. (Robert Luther),","To-morrow never comes, | $c: by R. L. Duffus.",1931,m,high_male,11.927243812742272
uiuo.ark:/13960/t3pv75696,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,11.92659182730295
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,11.92659182730295
mdp.39015049548517,"Jooste, Pamela.",Like water in wild places / | $c: Pamela Jooste.,2000,f,high_male,11.923096030602611
coo.31924022307601,"Burroughs, Edgar Rice,",Tarzan of the Apes,1917,m,high_male,11.921674597891853
uc1.$b259946,"Hunebelle, Danielle,",Philippine. | $c: Translated from the French of Helen Beauclerk.,1955,u,high_female,11.921534626639213
uc1.$b50003,"Houlson, Jane Harvey.",Blue blaze : | danger and delight in strange islands of Honduras / | $c: by Jane Harvey Houlson.,1934,f,high_male,11.919080280423454
mdp.39015059159825,"Louvish, Simon.",The cosmic follies / | $c: Simon Louvish.,2004,m,,11.917971479061356
uc1.32106018868551,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,,11.912404121691829
uc1.$b243577,"O'Flaherty, Liam,","Thy neighbour's wife, | $c: by Liam O'Flaherty.",1923,m,,11.91090641997856
uc1.l0074905373,"FitzGerald, John D.",The Ring Valley,1922,m,high_male,11.909887955438696
uc1.b4422795,"Wackrill, H. R.",The inscription over the gate / | $c: H.R. Wackrill.,1937,u,high_male,11.909015124449208
nc01.ark:/13960/t9b572w07,"Willett, Edward,","The loyal spectre, or, The true hearts of Atlanta",1875,m,,11.90646282802305
mdp.39015074083612,"Burke, John Frederick,",Nurse is a neighbor. | $c: Joanna Jones [pseud.].,1961,m,high_female,11.904154549937928
mdp.39015050246175,"Desai, Anita,",Diamond dust : | and other stories / | $c: Anita Desai.,2000,f,,11.902400317397342
mdp.39015002334954,"Christiansen, Reidar Thoralf,",Folktales of Norway. | $c: edited by Reidar Thorwald Christiansen. Translated by Pat Shaw Iversen.,1964,m,high_male,11.90210518485457
uiuo.ark:/13960/t7hq4kh4t,"Ormsby, Anne.",The soldier's family,1807,f,,11.894849530153444
mdp.39015014117660,"Porter, Anna Maria,",The recluse of Norway,1814,f,,11.88979855284166
uc1.$b807432,"Morgan, Robert,",The winds blow red / | $c: by Robert Morgan.,1962,m,high_male,11.889546116577
uc1.b3472750,"Kydd, Lionel",Breakdown in communications / | $c: Lionel Kydd,1979,m,,11.887072808320951
uiuo.ark:/13960/t3902rs2j,"Oliphant,",The primrose path,1878,f,high_female,11.882913690436895
nyp.33433075771596,"Prest, Thomas Peckett.",Angelina;,1841,m,mixed,11.88189397389944
mdp.39015057057906,"Jensen, Wilhelm,",Runic rocks;,1895,m,,11.874134177716208
uc1.32106008371111,"Loest, Erich.",The monument / | $c: Erich Loest ; translated from the German by Ian Mitchell.,1987,m,mixed,11.874067037589905
njp.32101068162732,"Adams, F. Colburn","Our world, or, The democrat's rule",1855,m,high_male,11.870016338728371
wu.89072682958,Ólafur Gunnarsson.,Potter's Field : | translated from the Icelandic by Olafur Gunnarsson and Jill Burrows / | $c: Ólafur Gunnarsson.,1999,u,,11.865524060646012
mdp.39015078793562,"Kristian, Giles.",Raven : | blood eye / | $c: Giles Kristian.,2009,m,,11.864859253107108
mdp.39015002713694,"Rabelais, François,",Gargantua and Pantagruel ... | $c: [by] François Rabelais.,1954,u,high_male,11.860030081349024
uiuo.ark:/13960/t6vx0mz10,"Black, William,",In far Lochaber,1888,m,high_female,11.857707509881422
uc1.32106008206812,,One half of the sky : | selection from contemporary women writers of China / | $c: translated by R.A. Roberts and Angela Knox / | with an introduction by Frances Wood.,1987,u,high_female,11.851851851851851
uc2.ark:/13960/t81j9bn0w,"Lyon, Thomas M.",More adventures in kilt and khaki,1917,m,,11.842494818908516
inu.32000009545106,"Cowper, Richard,",Kuldesak / | $c: Richard Cowper.,1972,m,high_male,11.839223346948442
nyp.33433074866421,"Knight, Arthur Lee.",Leaves from a middy's log,1896,m,high_male,11.834494593115284
uc1.b2801278,"Klein-Haparash, Jacob,",He who flees the lion. | $c: Translated from the German by Richard and Clara Winston.,1963,m,mixed,11.833052533118458
uc1.b3868735,"FitzGibbon, Constantine,","The holiday, | a novel.",1953,m,,11.83179914337774
njp.32101066460070,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,11.83011948420679
inu.39000003730673,"Kroetsch, Robert,",The studhorse man.,1969,m,high_female,11.827845705752768
nyp.33433076043953,"Savile, Frank",The red wall,1914,m,high_male,11.8271939444767
mdp.39015030742475,"Douglas, Norman,",They went,1920,m,high_female,11.8267965643156
mdp.39015059376478,,The New British novelist;,1830,u,high_male,11.826122214525858
mdp.39015048881224,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,11.821320737059349
hvd.hwadby,"Scott, Walter,",The Waverley novels,1829,m,high_male,11.820116018984926
mdp.39015047753259,"Kirst, Hans Hellmut,","No one will escape, | a novel;",1959,m,,11.818584724479244
mdp.39015005633568,"Sterne, Laurence,",The works of Laurence Sterne,1803,m,,11.818157943115269
mdp.39015037464032,"Segun, Mabel.",The surrender and other stories / | $c: Mabel Segun.,1995,f,,11.8140469017662
inu.32000006995882,"Manning, Anne,",The interrupted wedding,1864,f,,11.812825775585845
uc1.$b704639,"Arenas, Reinaldo,","Hallucinations, being an account of the life and adventures of Friar Servando Teresa de Mier; | $c: translated from the Spanish by Gordon Brotherston.",1971,m,,11.8127147766323
mdp.39015029470096,"Day, Lal Behari,",Govinda Sámanta,1874,m,,11.811754383004573
mdp.39015034025976,"Anderson, Barbara,",All the nice girls / | $c: Barbara Anderson.,1994,f,high_female,11.810140186364016
uiuo.ark:/13960/t0ht34m31,"Jolly, Emily.",Bond and free,1860,f,mixed,11.808931488515814
hvd.hwadak,"Scott, Walter,",The Waverley novels,1829,m,,11.803239989377085
inu.32000003326370,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,11.80068640659265
uiuo.ark:/13960/t9t15n146,"Roy, Gordon.",His cousin Adair,1891,f,,11.798614505553775
njp.32101068163847,,Isabella,1823,f,high_female,11.797222596737225
uc1.$b106127,"Lewis, Wyndham,","The human age: book two, Monstre gai; book 3, Malign fiesta.",1955,m,high_male,11.795872427639695
mdp.49015002155142,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,11.79395952706222
uc1.32106009467207,"Troyat, Henri,",Sylvie-happiness / | $c: Henri Troyat ; translated by Anthea Bell.,1989,m,high_female,11.793287260891102
nyp.33433074951629,"Cuthbertson, Catherine.",Romance of the Pyrenees,1803,f,high_female,11.789324766424002
mdp.39015055226602,"Grieg, Nordahl,",The ship sails on / | $c: by Nordahl Grieg ; translated from the Norwegian by A.G. Chater.,1927,u,high_male,11.784710180306066
uc1.$b119986,"Serumaga, Robert,",Return to the shadows.,1969,m,high_male,11.783321550011784
uc1.$b301217,"McArthur, Alexander, of Glasgow.",No mean city : | a story of the Glasgow slums / | $c: by Alexander McArthur (of Glasgow) and H. Kingsley Long.,1935,m,,11.780644401248749
uiuo.ark:/13960/t6ww81m2z,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,11.768859597505005
mdp.39015007708384,"Iroh, Eddie.",Forty-eight guns for the general / | $c: Eddie Iroh.,1976,m,high_male,11.766436240623625
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,11.763091340404255
mdp.39015000635030,"Leitch, Maurice,",Stamping ground / | $c: Maurice Leitch.,1975,m,,11.761938367442951
mdp.39015073645510,"Ní Dhuibhne, Éilís,","Fox, swallow, scarecrow / | $c: Éilís Ní Dhuibhne.",2007,u,high_female,11.7584039926314
uc2.ark:/13960/t8pc2xd09,"Deadfall,",The experiences of a game preserver,1868,u,high_male,11.756580010874837
uc1.32106013567307,"Hobbs, Jenny",The sweet-smelling jasmine / | $c: Jenny Hobbs,1993,f,,11.753712704000378
uiuo.ark:/13960/t3320jn49,"Mathers, Helen,", Cherry ripe!,1878,f,,11.75324893381242
mdp.39015005774560,"Trevor, William,",A standard of behaviour / | $c: William Trevor.,1982,m,,11.752814799144396
inu.30000026319966,"Wilson, Christopher P.",Fou / | $c: Chris Wilson.,1992,m,mixed,11.7486724000188
inu.30000082369228,,Libyan stories : | twelve short stories from Libya / | $c: edited by Ahmed Fagih.,2000,u,high_male,11.746050390556176
uc1.32106006790882,"Campbell, John.",Saturday night in York Street / | $c: John Campbell ; illustrated by Hector McDonnell.,1982,m,,11.741223435481976
wu.89052876588,"Madsen, Svend Åge.","Days with Diam, or, Life at night / | $c: by Svend Åge Madsen ; translated by W. Glyn Jones.",1994,u,,11.735405719054388
njp.32101076479037,"Balzac, Honoré de,",Comedy of human life,1887,f,,11.734122829187276
wu.89001072198,,Modern German short stories / | $c: translated by H. Steinhauer and Helen Jessiman ; with an introduction by H. Steinhauer.,1938,u,mixed,11.729930089616667
mdp.39015001718371,"Carter, Angela,",The passion of new Eve / | $c: Angela Carter.,1982,f,high_female,11.724856696195936
mdp.39015037263749,"Saramago, José",Manual of painting and calligraphy : | a novel / | $c: Josʹe Saramago ; translated from the Portuguese by Giovanni Pontiero.,1995,u,high_female,11.72445401349378
mdp.39015055445939,"Rushdie, Salman.",The Moor's last sigh / | $c: Salman Rushdie.,1995,m,,11.716648825405956
mdp.39015019628612,"Saxton, Josephine,",The conciousness machine ; Jane Saint and the backlash : | the further travails of Jane Saint / | $c: Josephine Saxton.,1989,f,high_female,11.71405980027528
uc1.32106010984638,"Calvino, Italo.",Our ancestors : | three novels / | $c: Italo Calvino ; translated from the Italian by Archibald Colquhoun with a new introduction by the author.,1980,m,high_female,11.712725876664996
uc1.$b243334,"Humphreys, Emyr.",The little kingdom / | $c: by Emyr Humphreys.,1946,m,,11.711247482081792
uc1.$b398528,"Sitwell, Constance,",Seek paradise / | $c: by Constance Sitwell.,1948,f,,11.711247482081792
mdp.39015051842584,"Abbasi, Talat.",Bitter gourd and other stories / | $c: Talat Abbasi.,2001,u,high_female,11.709405998561415
inu.30000110628306,"Christensen, Lars Saabye,",Beatles / | $c: by Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2009,m,high_male,11.701482187743782
mdp.39015063276706,"Taylor, Chad,",Departure lounge / | $c: Chad Taylor.,2006,m,,11.70079398244881
uc1.32106016455070,"Kidman, Fiona,",Paddy's puzzle / | $c: by Fiona Kidman,1983,f,high_female,11.685428270946131
uc1.$b120263,"Brewster, Harry.",Where the trout sing; | $c: with an introduction by David Garnett.,1969,m,,11.684868095815917
mdp.39015047770626,"Friel, George.",Mr Alfred M.A. / | $c: George Friel.,1987,m,high_male,11.681030007268198
uiuo.ark:/13960/t9w09kf0m,"Marryat, Florence,",The prey of the gods,1871,f,,11.680651001615823
mdp.39015059375850,,The New British novelist;,1830,u,,11.677638781438391
mdp.39015059976921,"Maitland, Sara,",On becoming a fairy godmother / | $c: Sara Maitland.,2003,f,high_female,11.668222429657288
mdp.39015063919032,"Birmingham, George A.,",Spanish gold,1912,m,high_male,11.666569445254623
mdp.39015012165562,"Lippard, George,","Dora Livingstone, the adulteress: or, The Quaker City",1848,m,mixed,11.66203424750724
inu.39000004504119,"Anderson, Jessica.",An ordinary lunacy / | $c: by Jessica Anderson.,1963,f,,11.658521893732573
mdp.39015063276946,"Doyle, Mogue.",Down a road all rebels run / | $c: Mogue Doyle.,2005,u,mixed,11.653823182367766
mdp.39015046879600,"Warner, Alan.",The Sopranos / | $c: Alan Warner.,1998,m,,11.652748106428431
njp.32101068169018,"Thanet, Octave,",Expiation,1890,m,mixed,11.645510655642251
uc1.32106016706043,"Buĭda, I͡Uriĭ",The zero train / | $c: Yuri Buida ; translated and with an afterword by Oliver Ready,2001,u,high_male,11.64551065564225
uiuo.ark:/13960/t0zp4j72m,Lady.,Julia de Vienne,1811,m,high_female,11.642460051808948
uc1.b3327257,,The World of thought;,1886,u,mixed,11.6398949083774
uc2.ark:/13960/t6pz58f3s,"Becke, Louis,",His native wife,1896,m,mixed,11.637379262190157
mdp.39015010309220,"McEwan, Ian.",The comfort of strangers / | $c: Ian McEwan.,1981,m,high_female,11.635483570697197
mdp.39015014863511,"Ship, Reuben.","The investigator, | a narrative in dialogue.",1956,m,high_male,11.63399453202257
uc1.b3578383,"Ferrier, Susan,",The inheritance,1824,f,high_female,11.630476500622231
uc1.b3442223,"Habe, Hans,",Palazzo : | a novel / | $c: by Hans Habe ; translated by Salomé Hangartner.,1977,m,,11.625282938871525
wu.89006937031,"Sayce, Conrad Harvey,",In the Musgrave Ranges,1922,m,high_male,11.624021039478082
uc1.$b395374,,Stories of Africa / | $c: chosen by E. C. Parnwell.,1930,u,,11.622163465729145
mdp.39015063240017,"Caldwell, Lucy,",Where they were missed / | $c: Lucy Caldwell.,2006,f,,11.621900826446282
uc1.32106018254216,"Murdoch, Iris",The unicorn / | $c: Iris Murdoch,1966,f,high_female,11.61263812339768
uc2.ark:/13960/t7kp7zc3h,"Weindel, Henri de.",The real Francis-Joseph,1909,m,high_female,11.61049123988436
uc2.ark:/13960/t1sf2mr8m,"Lynch, Lawrence L.",Against odds;,1894,m,,11.59996685723755
uc2.ark:/13960/t1pg1kd78,"Martin, Mary Letitia,",Julia Howard,1850,f,,11.599582415033058
njp.32101066164854,"Blackwood, Algernon,",The human chord,1916,m,,11.599077873309072
uc1.31822000443432,"Horne, Shirley",Out of the dark,1962,f,high_male,11.595547309833025
mdp.39015011039826,"Khan, Ismith.",The obeah man.,1964,u,high_male,11.595248524826715
mdp.39015053040500,,Yeats is dead! : | a novel by fifteen Irish writers / | $c: edited by Joseph O'Connor.,2001,u,,11.592614450720852
mdp.39015063239902,"Miano, Sarah Emily.",Van Rijn / | $c: Sarah Miano.,2006,f,mixed,11.592261521419925
mdp.39015011539486,"[Macchetta, Blanche Roosevelt (Tucker)],",Elisabeth of Roumania,1891,f,high_female,11.591783743682477
mdp.39015023517025,"Chalmers, Thomas Wightman.","The automatic stabilisation of ships,",1931,m,high_male,11.588828369451848
uiuo.ark:/13960/t3417jz5f,"Patmore, P. G.","Chatsworth; or, The romance of a week",1844,m,mixed,11.584800741427248
mdp.39015046832435,"Faulkner, William,","Dr. Martino, | and other stories.",1965,m,mixed,11.584321448371162
mdp.39015019619538,"Boyt, Rose,",Sexual intercourse / | $c: Rose Boyt.,1989,f,high_female,11.584129742253111
inu.30000082344098,"Skiadaresēs, Spyros A.",Cephalonian tales / | $c: by Spyridon Skiadaressi ; translated by Maki Razi and Alec Reid.,1987,u,high_male,11.572198949244337
mdp.39015059395049,"Crawford, F. Marion",To leeward,1884,m,,11.568335812262436
uc1.$b173837,"Prichard, Katharine Susannah,","Haxby's circus : | the lightest, brightest little show on earch / | $c: by Katharine Susannah Prichard.",1932,f,,11.557830430116404
uiuo.ark:/13960/t8sb4qc54,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,11.555683952043912
uiuo.ark:/13960/t79s29p78,"Melville, Julia.",Old memories,1856,f,,11.555540881852847
uc1.b4184454,Sister of Notre Dame.,Vittorino da Feltre,1920,f,,11.551679325381928
uc1.b4095564,"Green, Henry,",Concluding; | a novel.,1948,m,high_female,11.550132826527506
mdp.39015024956214,,"Letters from home : | stories / | $c: by Pat Cadigan, Karen Joy Fowler, Pat Murphy.",1991,u,high_female,11.543466398018722
uiuo.ark:/13960/t7sn0tn1b,"Oliphant,",The last of the Mortimers,1862,f,high_female,11.535545960910978
uc1.$b312023,"Romains, Jules,",Tussles with time. | $c: Translated by Gerard Hopkins.,1952,m,high_female,11.5342672594581
inu.30000026319594,"West, Morris L.",The ringmaster / | $c: Morris West.,1992,m,mixed,11.5285501152855
uc2.ark:/13960/t2m61fg1h,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,11.527654362496698
uc1.b3475529,"Zeno, pseud.",Grab.,1970,u,high_male,11.525606054785047
mdp.39015017669725,"Hobson, Mary.",This place is a madhouse / | $c: Mary Hobson.,1980,f,high_female,11.524277811923788
nc01.ark:/13960/t8z89qp4f,"McLeod, Isabella.",Westfield,1866,f,high_female,11.52206475400392
wu.89008695462,"Curtis, Jean Louis,",The neon halo : | the face of the future / | $c: Jean Louis Curtis ; translated from the French by Humphrey Hare.,1958,f,,11.521327256899996
inu.39000003995649,"Preindlsberger-Mrazović, Milena,",Selam,1899,f,mixed,11.517585913992429
inu.30000029988874,"Stewart, Michael,",Birthright / | $c: Michael Stewart.,1990,m,,11.51597672417881
mdp.39015013767119,"Devilliers, Catherine,",Lieutenant Katia.,1964,f,high_male,11.515912897822446
mdp.39015063869740,"Gleig, G. R.",Allan Breck,1834,m,,11.505659346190908
mdp.39015077113721,"Hollywood, Peter,",Luggage / | $c: Peter Hollywood.,2008,m,,11.503508570113883
nyp.33433074918602,"Abbott, Charles T.",The cliff dweller's daughter,1899,m,high_male,11.500642119184988
uiuo.ark:/13960/t3223k548,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,11.496730617230725
uc1.b4101373,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,11.49359232228033
coo.31924002521106,"Cohen, Max,",It was not in the news; | a novel.,1965,m,high_male,11.483693155718878
uc1.$b252087,"Dembo, Samuel,",The amber eyes of the lion.,1963,m,,11.480726730002008
mdp.39015064126637,"Gavin, Catherine Irvine.",The house of war / | $c: [by] Catherine Gavin.,1970,f,,11.468401368562564
uc1.$b302082,"Muir, Edwin,",The marionette / | $c: by Edwin Muir.,1927,m,high_male,11.465260261407934
mdp.39015012440486,"Powys, Theodore Francis,","Bottle's path, and other stories, | $c: by T.F. Powys.",1946,m,,11.463945890175395
inu.30000055841815,"Maré, Leon.",Dying is not easy / | $c: Leon Maré.,1996,m,,11.45942091726298
uc2.ark:/13960/t0pr7sg01,"Mathers, Helen,",Eyre's acquittal,1884,f,,11.45186779963812
hvd.hnnzq8,,Young hearts,1834,f,high_female,11.448721177844432
nyp.33433082512538,,"The most delectable history of Reynard the Fox, and of his son Reynardine",1844,u,high_male,11.441647597254006
mdp.39015047564508,"Darko, Amma,",The housemaid / | $c: Amma Darko.,1998,f,mixed,11.439029970258522
uc1.b4097002,"Asterisk,","Gone native; | a tale of the South Seas, | $c: by ""Asterisk"" [pseud.].",1924,u,high_male,11.43888458165457
uc1.$b104867,"Rees, Goronwy,","Where no wounds were, | a novel.",1950,u,high_male,11.43566620924002
uiuo.ark:/13960/t8jd5g253,"Peart, Emily.",Maude Maynard,1876,f,mixed,11.430810934387145
mdp.39015018850514,"(Maurice S), Power, M. S.",Crucible of fools / | $c: M.S. Power.,1990,u,mixed,11.430095441296936
mdp.39015014233855,"Vansittart, Peter.",Parsifal : | a novel / | $c: Peter Vansittart.,1988,m,,11.4258727462466
mdp.39015050742553,"Bolger, Dermot,",Temptation / | $c: Dermot Bolger.,2000,m,,11.424328106703223
hvd.hnnxie,"Daunt, William J. O'Neill,",The husband-hunter,1839,m,,11.415090749971462
inu.30000107352480,"Nakyana, Basiima.",Rope round the head / | $c: Basiima Nakyana.,2005,u,mixed,11.412318280778145
mdp.39015059205099,"Broderick, John.",The pilgrimage / | $c: John Broderick.,2004,m,mixed,11.409942950285249
inu.30000057280442,"Ergas, Zaki.",Redemption : | a saga of South Africa in two parts / | $c: Zeki Ergas.,1996,u,,11.4081454158269
uiug.30112046430838,"Lawrence, D. H. (David Herbert),","The Prussian officer, and other stories, | $c: by D.H. Lawrence.",1932,m,high_female,11.40333599411173
mdp.39015004721869,"De Morgan, Mary A","The necklace of Princess Fiorimonde and other stories; | being the complete fairy tales. | $c: With original illus. by William De Morgan, Walter Crane [and] Olive Cockerell. Introduced by Roger Lancelyn Green.",1963,f,,11.399450144169515
uc2.ark:/13960/t75t3pg64,"Hewlett, Maurice Henry,",The light heart,1920,m,high_male,11.394193518982728
uc1.b4503874,"Harrison, Marion Chilton",Byliny book;,1915,u,high_male,11.390170283045732
uc1.$b248705,"Farjeon, J. Jefferson (Joseph Jefferson),","The works of Smith Minor, | $c: collected by J. Jefferson Farjeon.",1947,m,high_male,11.390040548544354
uc1.b2838527,"Wheeler, Terence,",The conjunction: | a novel.,1969,m,high_male,11.378043626670134
uc1.b4948803,"La Guma, Alex.",Time of the butcherbird / | $c: [by] Alex La Guma.,1979,m,,11.376934078793395
inu.30000095825646,"Charlesworth, Monique,",The children's war / | $c: Monique Charlesworth.,2004,f,mixed,11.369644186985168
uc2.ark:/13960/t6g160t62,"Grier, Sydney C.,",The advanced-guard,1912,m,,11.363292021453894
uc1.b4538971,,Luuanda / | $c: ,1980,u,,11.362345188046811
inu.30000042783195,"Kennedy, William,",Legs / | $c: [by] William Kennedy.,1976,m,,11.361054305839584
njp.32101069186433,,Confessions of a too-generous young lady,1859,u,high_female,11.359763716914689
inu.30000053300863,"Halldór Laxness,",Paradise reclaimed. | $c: Translated by Magnus Magnusson.,1962,u,high_male,11.356128179715892
mdp.39015009018279,"Moorcock, Michael,",The city of the beast / | $c: Michael Moorcock.,1977,m,high_male,11.354604292040422
uc2.ark:/13960/t5cc15k3w,"Milne, A. A.",Once on a time,1917,m,,11.34227752932789
inu.30000118529340,"Davis, Frederick Hadland.",The ninth immortal : | and other tales of China and Japan / | $c: F. Hadland Davis.,1931,m,high_male,11.330527678860474
nyp.33433075739346,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,11.319499961089218
uc2.ark:/13960/t0sq8sr2j,"Dwyer, Vera G.",The Kayles of Bushy Lodge,1922,f,high_female,11.308219662166938
mdp.39015031234647,"Hartley, L. P. (Leslie Poles),",The collections | $c: [by] L. P. Hartley.,1972,m,,11.305822498586773
