htid,author,title,year,authgender,female_category,gb_suba1_intensity
mdp.39015040588959,"Foster, David,",In the new country / | $c: David Foster.,1999,m,high_male,14.024791516079963
mdp.39015014543626,,Sometimes when it rains : | writings by South African women / | $c: edited by Ann Oosthuizen ; linocuts by Bongiwe Dhlomo.,1987,u,,14.022563579578051
mdp.39015030029063,"Lie, Jonas Lauritz Idemil,",The visionary,1894,m,,14.020984740494944
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,,14.014345593762345
njp.32101065836353,"Maxwell, W. H.",The dark lady of Doona,1834,m,,14.0129997520777
mdp.39015049619086,"Lawrence, D. H. (David Herbert),","Fantasia of the unconscious, | $c: by D. H. Lawrence.",1923,m,high_male,14.00834897598969
uiuo.ark:/13960/t02z1jh4q,,Constancy and contrition,1844,u,,14.00809922828108
njp.32101068571189,,"Master Tyll Owlglass, | his marvellous adventures and rare conceits, | $c: translated by K. R. H. MacKenzie, with an introduction and appendices.",1923,u,high_male,14.00798455119418
uiuo.ark:/13960/t5x643q4q,"Mathers, Helen,", Cherry ripe!,1878,f,,14.00516635025365
inu.32000007509732,"Malgonkar, Manohar,","Combat of shadows, | a novel.",1962,m,high_male,14.00200695433012
mdp.39015047442879,"Blanchard, Stephen",The paraffin child / | $c: Stephen Blanchard,1999,m,,14.00137859727727
mdp.39015015392650,"Tusquets, Esther.",Love is a solitary game / | $c: Esther Tusquets ; translated by Bruce Penman.,1985,f,,14.00070003500175
mdp.39015002133513,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,13.992863639543836
uiuo.ark:/13960/t0qr5ds1j,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,13.99076609437771
nyp.33433040405478,"Balzac, Honoré de,",La grande Bretèche and other stories,1896,f,mixed,13.986013986013988
uiuo.ark:/13960/t5q81w50t,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,13.981125480601188
mdp.39015011002451,"Bates, H. E. (Herbert Ernest),",The wedding party | $c: [by] H. E. Bates.,1965,m,mixed,13.976240391334732
uc1.b3324545,"Lever, Charles James,","Gerald Fitzgerald, the chevalier",1899,m,high_male,13.96981356119651
uc1.b3322034,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,13.969406998672907
mdp.39015029925651,"Tabucchi, Antonio,",Indian nocturne / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1988,m,,13.966480446927376
uiuo.ark:/13960/t3bz6k827,"Grant, Maria M.",The sun-maid,1876,f,,13.93447699263021
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,13.934369121438028
uiuo.ark:/13960/t98635387,"Oliphant,",Within the precincts,1879,f,high_female,13.92709167508095
nyp.33433082345947,"Kingston, William Henry Giles,",Saved from the sea;,1890,m,high_male,13.9251895968122
uiug.30112041679504,"Cleaver, Hylton.","Captains of Harley, a school story / | $c: with illustrations by H.M. Brock.",1928,u,high_male,13.92131245850378
mdp.39015048481249,"Scheuzger, Otto.",The new trail; | among the tribes in North Thailand. | $c: Translated from the German by Joyce Baldwin.,1963,m,high_male,13.92079070091181
uc1.$b244063,"Peters, Ellis,","Reluctant Odyssey; | being the second volume of The eighth champion of Christendom, | $c: by Edith Pargeter.",1946,m,high_male,13.920086051441045
mdp.39015016437686,"Mackenzie, Kenneth,",The refuge; | $c: a confession by Seaforth Mackenzie [pseud.],1954,m,high_female,13.919337439537877
mdp.39015030743416,"Heaven, Constance.",The Astrov inheritance.,1973,f,,13.918853086505672
mdp.39015058503072,"[Lappo-Danilevskai͡a, Nadezhda Aleksandrovna (Li͡utkevich),",Michail,1917,u,high_female,13.914095583787054
mdp.39015065785639,"Howison, John.",Tales of the colonies,1830,m,,13.903283702823629
mdp.39076002128192,"Passes, Alan,","The private diary of Rembrandt Harmenszoom van Rijn, painter 1661 / | $c: written by Alan Passes ; drawings by Oscar Grillo.",1985,m,,13.897381733281447
uc2.ark:/13960/t9b56fb83,"Frost, Robert,",North of Boston,1914,m,,13.896609227348527
mdp.39015058207419,"Scott, Lawrence",Witchbroom / | $c: Lawrence Scott,1993,m,high_female,13.894571082309897
mdp.39015012304955,"Balchin, Nigel,",Kings of infinite space.,1967,m,,13.893787339553471
inu.30000035081136,"Household, Geoffrey,",The high place.,1972,m,,13.888406652546784
mdp.39015065646914,,The ninth wave.,1955,u,mixed,13.878885190511628
mdp.39015040364625,"Kishtainy, Khalid.",Tales from old Baghdad : | grandma and I / | $c: Khalid Kishtainy ; with illustrations by the author.,1997,m,,13.8693507162529
uc1.$b244951,"Stern, G. B. (Gladys Bronwyn),",The dark gentleman / | $c: by G.B. Stern.,1927,f,mixed,13.861166555777332
mdp.39015057024716,"Shah, Saira.",The storyteller's daughter / | $c: Saira Shah.,2002,u,,13.855286857727515
uc1.$b266661,"Gibbon, Perceval,","The adventures of Miss Gregory, | $c: by Perceval Gibbon.",1925,m,high_female,13.845400132063816
mdp.39015063540861,"Dallas, Helen A.",Across the barrier,1913,f,high_female,13.83946223803875
inu.30000026295174,"Gustafsson, Lars,",The death of a beekeeper / | $c: Lars Gustafsson ; translated from the Swedish by Janet K. Swaffar and Guntram H. Weber ; with an afterword by Janet K. Swaffar.,1990,m,mixed,13.836234330464624
uc1.b3815024,"Arnott, Kathleen.","Ayo, an African schoolgirl.",1951,f,high_female,13.836042891732966
njp.32101066459692,"Gore,",Hungarian tales,1829,f,,13.835723838952177
mdp.39015004257146,"Ekwensi, Cyprian.","Restless city and Christmas gold, with other stories / | $c: Cyprian Ekwensi.",1975,m,,13.829664630632704
mdp.39015063548260,"Brereton, F. S.",With Allenby in Palestine,1920,m,high_male,13.823037474254594
uiuo.ark:/13960/t6h13d823,"Godwin, William,",Things as they are;,1816,m,mixed,13.821700069108498
uc1.$b245031,"MacDonald, Philip.","Patrol, | $c: by Philip MacDonald.",1927,m,high_male,13.82042659050076
uc2.ark:/13960/t48p5zg8w,"J©đkai, M©đr,",The baron's sons;,1908,u,mixed,13.82008377096932
inu.30000100647464,"Scott, Matthew David.",Playing mercy / | $c: Matthew David Scott.,2005,m,,13.818467850803064
nyp.33433074848536,"Burrow, Charles Kennett,",The yeoman,1904,m,,13.81565313500196
mdp.39015031843470,"Murdoch, Walter,","Australian short stories, | $c: selected by Walter Murdoch and H. Drake-Brockman.",1951,m,,13.814409685157042
uc1.32106016491836,"Wilkinson, Crystal",Water Street / | $c: Crystal E Wilkinson,2002,f,high_female,13.81287014175458
mdp.39015019867145,"Booth, Martin.",A very private gentleman / | $c: Martin Booth.,1991,m,,13.805719019103666
mdp.39015024989447,"Bolger, Dermot,",The woman's daughter / | $c: Dermot Bolger.,1991,m,high_female,13.80487437564318
mdp.39015064443982,"Anstey, F.,",Paleface and Redskin,1898,m,,13.800294406280669
uc2.ark:/13960/t9668hk5g,"Quiller-Couch, Arthur,",Fort Amity,1904,m,,13.782172759535545
mdp.39015081739289,"Gladwell, Adèle Olivia.",Bridal gown shrowd : | fiction & essays / | $c: by Adele Olivia Gladwell.,1992,f,high_female,13.770732602974478
mdp.39015031242459,"Lytton, David.",The goddam white man.,1960,m,mixed,13.7634590748838
uc2.ark:/13960/t5t729m0k,"Scott, P. E. S.",Souls in pawn,1913,f,,13.761073363722373
mdp.39015030051588,"James, G. P. R.",The gipsy;,1835,m,,13.760205485735252
hvd.32044012935268,"Brown, Charles Brockden,","Carwin, the biloquist",1822,m,high_female,13.756509776948018
uc1.$b794470,"Collins, Norman,",Anna / | $c: by Norman Collins.,1942,m,high_female,13.756202149762352
nyp.33433008142238,"Owen, Fairleigh.",The Lathams: a tale,1858,u,,13.755394693856497
mdp.39015019125452,"pseud. Zeno,",The cauldron | $c: [by] Zeno.,1966,m,high_male,13.749484394335212
uc2.ark:/13960/t5t72927s,"O'Donovan, Gerald,",Father Ralph,1913,m,,13.744636603760055
uc1.b3444529,,"Writings beyond the wall : | literature from the German Democratic Republic / | $c: edited by Edward Mackinnon, Gina Kalla, and John Green.",1980,u,,13.744624869916942
uc1.b4097321,"Dunsterville, L. C. (Lionel Charles),","More yarns / | $c: by ""Stalky"" (L.C. Dunsterville).",1931,m,high_male,13.737521751076107
inu.39000001881668,"Bradley, Martha.","The British housewife, or, The cook, housekeeper's and gardiner's companion / | $c: by Martha Bradley, 1756.",1996,f,high_male,13.734565781702807
uc1.$b85961,"Benson, Stella,",The man who missed the bus; | $c: a story by Stella Benson.,1928,f,high_male,13.726835964310226
mdp.39015047750396,"Jarves, James Jackson,",Kiana,1857,m,,13.72615081296248
uc1.32106013111692,"Balle, Solvej,",According to the law : | four accounts of mankind / | $c: Solvej Balle ; translated from the Danish by Barbara Haveland,1996,u,mixed,13.724951962668133
mdp.39015014757473,"Reid, Forrest,",The garden god,1906,m,high_male,13.723068478111704
njp.32101067644045,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,13.717131642257211
uc2.ark:/13960/t6348j96b,"Scott, P. E. S.",The eternal triangle,1915,f,high_female,13.71632356807297
nyp.33433067303705,"Griffin, Gerald,",The invasion,1832,m,high_male,13.713658804168958
uc1.32106010909254,"Donoghue, Emma,",Hood / | $c: Emma Donoghue,1995,f,high_female,13.71111487494656
mdp.39015019480444,"Wings, Mary,",She came too late / | $c: Mary Wings.,1986,f,high_female,13.707441031643096
mdp.39015017694178,"Wang, Anyi,",Baotown / | $c: Wang Anyi ; translated by Martha Avery.,1989,u,high_male,13.707079706668496
mdp.39015032154414,"Morazzoni, Marta,",His mother's house / | $c: Marta Morazzoni ; translated from the Italian by Emma Rose.,1994,f,high_male,13.705670721260926
uc1.$b119605,"Born, Edith de,",Scars.,1968,f,high_female,13.702384214853383
uc1.32106013458853,,Contemporary Norwegian women's writing : | an anthology / | $c: edited by Janet Garton,1995,u,high_female,13.70136017139156
mdp.39015019854291,"Taylor, Elisabeth Russell.",Tomorrow.,1991,f,high_female,13.69737923477308
mdp.39076005032920,"Christie, Agatha,",Murder on the Orient express.,1968,f,,13.697265527718288
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,13.695701553961063
mdp.39015005667848,"Lie, J. L. I.",The commodore's daughters,1892,u,high_female,13.69470761799236
uc1.$b661999,"Mardrus, Joseph C. V.","The queen of Sheba, | $c: translated into French from his own Arabic text...",1924,m,high_male,13.693940431359124
nyp.33433074859418,"Greenwood, James.",The bear king,1868,m,high_female,13.692252923296
nyp.33433061821587,"Croker, Thomas Crofton,",Fairy legends and traditions of the South of Ireland,1825,m,high_male,13.683804595270384
mdp.39015021856847,"Galloway, Janice.",Blood / | $c: Janice Galloway.,1991,f,high_female,13.683400324980756
mdp.39015013454254,"[Manunet Bahān, phya]","Siamese tales, old and new: | The four riddles and other stories,",1930,u,high_male,13.6832182929425
mdp.39015077667932,"Önal, Ayşe,",Honour killing : | stories of men who killed / | $c: Ayse Onal.,2008,u,high_male,13.68104228494454
umn.31951002001640k,"Wodehouse, P. G. (Pelham Grenville),",Indiscretions of Archie.,1930,m,high_male,13.679890560875512
nyp.33433074863972,"Sulieman, Idrees.",The professor's wife,1881,m,mixed,13.66733701700607
njp.32101064710906,"Pickering, Ellen,",The quiet husband,1840,f,mixed,13.66143547533257
uc2.ark:/13960/t7np2084s,"Gibbon, Frederick P.",A prisoner of the Gurkhas,1904,m,high_male,13.660580119302397
mdp.39015030753753,"Johnson, Pamela Hansford,",The holiday friend.,1972,f,,13.659336156262803
nyp.33433074930573,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,13.655372535631988
wu.89049301443,"Thynne, Robert.",Ravensdale,1845,m,,13.654007451186926
mdp.39015053247840,"Dutton, Geoffrey,",Modern Australian writing.,1966,m,high_female,13.652576070447289
uiuo.ark:/13960/t6f19jp8p,"Peake, Richard Brinsley,","Cartouche, the celebrated French robber",1844,m,high_male,13.648383519576898
uc1.b4510026,"Sykes, John.",Caïque; | a portrait of Greek islanders. | $c: With decorations by Margaret Eastoe.,1965,m,high_male,13.6440877686955
uc1.b3324470,"Lawrence, George A.","Maurice Dering, or, The quadrilateral",1864,m,,13.642298922258387
mdp.39015024956214,,"Letters from home : | stories / | $c: by Pat Cadigan, Karen Joy Fowler, Pat Murphy.",1991,u,high_female,13.642278470385762
uiuo.ark:/13960/t6737bt82,"Duchess,",Nor wife nor maid,1892,f,high_female,13.639109171326696
uc1.32106016455070,"Kidman, Fiona,",Paddy's puzzle / | $c: by Fiona Kidman,1983,f,high_female,13.632999649437156
mdp.39015016458666,,Signature anthology / | $c: by Samuel Beckett ... [et al.].,1975,u,high_male,13.624720693225786
mdp.39015070295814,"Weber, Henry William,",Popular romances,1812,m,high_male,13.62077807999844
mdp.39015020677111,"Ngũgĩ wa Thiongʼo,",A grain of wheat.,1967,u,,13.618677042801547
uiuo.ark:/13960/t8gf1fc0h,"Russell, William Clark,",An ocean tragedy,1890,m,mixed,13.616928565592744
hvd.32044097914444,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,1825,m,,13.604285349885217
uc1.b4402151,,The ninth wave.,1955,u,mixed,13.595739047678109
mdp.39015021576452,"Denny, John Howard.",Chindit indescretion.,1956,m,high_male,13.5901878843475
uc2.ark:/13960/t0pr7nz52,"Greer, Maria J.",My mother's diamonds,1882,f,mixed,13.58965513636696
uc2.ark:/13960/t5h993w83,"Maclean, Donald.","The man from Curdie's River; or, Where men are made",1907,m,high_male,13.588802826470989
mdp.39015057018791,"Elderkin, Susan.",The voices / | $c: Susan Elderkin.,2003,f,,13.586859361703652
uiuo.ark:/13960/t5t72x582,"Lever, Charles James,",Tony Butler,1865,m,,13.584607404845997
uc2.ark:/13960/t71v5ds95,"Steuart, John A.",In the day of battle,1895,m,high_male,13.569573139999225
uc1.b3739978,"Bascom, Harold A.,",Apata : | the story of a reluctant criminal / | $c: Harold Bascom.,1986,m,high_male,13.560877910373028
nyp.33433074919592,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,13.556258472661543
uc2.ark:/13960/t9n29qj04,"Reid, Mayne,",The white chief,1855,m,high_male,13.553283767038412
uc1.$b491960,"Veen, Adriaan van der,",The intruder. | $c: Translated from the Dutch by James S. Holmes and Hans van Marle.,1958,m,mixed,13.546464372798695
njp.32101065861609,"McKesson, Charles L.","Under Pike's peak; or, Mahalma, child of the fire father",1898,m,high_male,13.546342036105518
wu.89087923314,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,13.537013318338488
uc1.32106015511279,"Archer, Jeffrey,",The eleventh commandment / | $c: Jeffrey Archer,1998,m,mixed,13.529753519725585
uc1.$b244204,"Field, Nathan.","The world well lost, | a novel.",1952,m,high_female,13.527528520539295
inu.30000083501357,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,,13.523181350224226
mdp.39015017937668,"Roy, Namba.",No black sparrows / | $c: Namba Roy ; edited by Jacqueline Roy.,1989,u,high_male,13.521919030748844
mdp.39015005282192,"Griffin, Gerald,", Holland-tide;,1827,m,,13.519326491734777
mdp.39015019619538,"Boyt, Rose,",Sexual intercourse / | $c: Rose Boyt.,1989,f,high_female,13.514818032628632
njp.32101068606126,"Whitechurch, Victor L.",The locum tenens,1906,m,mixed,13.51434363290128
mdp.39076006257948,"Faulkner, William,",The collected short stories of William Faulkner / | $c: William Faulkner.,1958,m,mixed,13.50450290768828
uiuo.ark:/13960/t76t15q92,"Lamb, Caroline,",Glenarvon,1816,f,high_female,13.49322808615426
uc1.b3314283,"Kingsley, Henry,",Old Margaret,1871,m,,13.48617666891436
uiuo.ark:/13960/t9183zf6s,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,13.485166317051243
uc1.$b730115,"Miró, Gabriel,","Our father San Daniel; | scenes of clerical life, | $c: by Gabriel Miró, translated from the Spanish by Charlotte Remfry-Kidd.",1930,u,,13.482679941920765
uc1.$b120263,"Brewster, Harry.",Where the trout sing; | $c: with an introduction by David Garnett.,1969,m,,13.482540110556828
mdp.39015060814566,"Thorpe, Adam,",The rules of perspective / | $c: Adam Thorpe.,2005,m,high_male,13.47689775999773
mdp.39015034869423,"Kennedy, A. L.",So I am glad / | $c: A.L. Kennedy.,1995,u,high_male,13.474494706448509
wu.89098869761,"Baylor, Frances Courtenay,",Claudia,1894,m,mixed,13.473230375397875
mdp.39015038028505,"Doyle, Roddy,",The woman who walked into doors / | $c: Roddy Doyle.,1996,m,,13.46339791684516
uiuo.ark:/13960/t6h13hv7c,"James, G. P. R.",The false heir,1843,m,,13.453719205931597
mdp.39015008593884,"Bainbridge, Beryl,",A quiet life / | $c: Beryl Bainbridge.,1976,f,high_female,13.450803685520208
uiuo.ark:/13960/t0qr5cj0h,"Muir, Alan.",Children's children,1879,m,high_female,13.448693235307305
uc1.b3475529,"Zeno, pseud.",Grab.,1970,u,high_male,13.446540397249224
uc1.$b322906,"Aiken, Conrad,",A heart for the gods of Mexico.,1939,m,high_female,13.44592050771796
uc1.$b170843,"Bruce, Jean,",Flash point. | $c: Translated by W.G. Corp.,1965,f,,13.444474321054049
inu.39000005925479,"Amadu, Malum.",Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -,1972,u,high_male,13.440860215053767
mdp.39015076168940,"Garrood, Frances.",Dead Ernest / | $c: Frances Garrood.,2007,f,high_female,13.43621636147261
mdp.39015063949823,"Mordaunt, Elinor,",The island,1914,f,,13.435958463694122
uc2.ark:/13960/t72v2rk89,"Hawke, Jonathan.",Under the street lamp,1910,m,high_male,13.432325501880523
mdp.49015000341801,"Sembène, Ousmane,",Black docker / | $c: Sembène Ousmane ; translated from the French by Ros Schwartz.,1987,u,,13.429514235285088
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,mixed,13.4212424715218
uc1.b3475732,"Harris, John,",The Mercenaries.,1969,m,mixed,13.41762760558489
inu.39000003449100,"Innes, Michael,",A night of errors / | $c: by Michael Innes [i.e. J. I. M. Stewart].,1974,m,,13.4147159433899
mdp.39015040081617,"Čapek, Karel,",Tales from two pockets / | $c: Karel Čapek ; translated from the Czech by Paul Selver ; with drawings by Karel Svolinsky.,1962,u,,13.412834863615856
mdp.39015004721869,"De Morgan, Mary A","The necklace of Princess Fiorimonde and other stories; | being the complete fairy tales. | $c: With original illus. by William De Morgan, Walter Crane [and] Olive Cockerell. Introduced by Roger Lancelyn Green.",1963,f,,13.41111781667002
mdp.39015047446870,"Buckley, Jonathan,",Xerxes / | $c: Jonathan Buckley.,1999,m,high_male,13.403702772891007
nyp.33433081852703,"James, Henry,",The madonna of the future,1879,m,mixed,13.398040908684909
nyp.33433075748891,"Parker, Eric,",The sinner and the problem,1901,u,high_male,13.395488399507045
uc2.ark:/13960/t40r9qf1w,"Mathers, Helen,",Found out;,1885,f,,13.395174388426572
uc1.32106016668961,"Frisch, Max,",Gantenbein : | a novel / | $c: Max Frisch ; translated from the German by Michael Bullock.,1982,m,,13.394850424170263
mdp.39015030739737,"Derby, Mark.",The big water / | $c: Mark Derby.,1973,m,mixed,13.387570156016682
mdp.39015046878107,"Clark, Candida.",The last look / | $c: Candida Clark.,1998,f,high_female,13.385686239514548
uc2.ark:/13960/t3qv3h130,"Swinton, Ernest Dunlop,",The green curve and other stories,1914,m,high_male,13.38449183545998
uc2.ark:/13960/t2b854q62,"Nicholson, John Gambril,",In Carrington's duty-week,1910,m,high_male,13.381148637799068
mdp.39015064126637,"Gavin, Catherine Irvine.",The house of war / | $c: [by] Catherine Gavin.,1970,f,,13.379801596656325
inu.39000002909047,"A. L. O. E.,",The crown of success,1878,f,high_male,13.371282305973144
mdp.39015059414907,"Manhood, H. A. (Harold Alfred),",Nightseed; | tales.,1929,m,mixed,13.367494708700011
uiuo.ark:/13960/t9r21jt0j,"Reid, Mayne,",The white chief,1855,m,high_male,13.359288522462688
uc1.b4080508,"Young, E. H. (Emily Hilda),",Jenny Wren / | $c: by E.H. Young.,1932,f,high_female,13.35669445382905
uiuo.ark:/13960/t2b85v820,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,1810,f,high_female,13.355465247171502
mdp.39015064755526,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,13.353541693095549
uc1.$b119529,"Ash, William,",The lotus in the sky / | $c: William Ash.,1961,m,high_male,13.351007524246388
mdp.39015008265731,,Hungarian short stories;,1967,u,,13.34935255640101
mdp.39015078793562,"Kristian, Giles.",Raven : | blood eye / | $c: Giles Kristian.,2009,m,,13.3479666597455
uc1.b3346981,"Prescott, H. F. M. (Hilda Frances Margaret),",Dead and not buried / | $c: H.F.M. Prescott.,1957,f,,13.347570742124931
dul1.ark:/13960/t4rj56g8r,,The spirit of the moist hand,1875,f,high_male,13.340448239060832
dul1.ark:/13960/t13n2ww35,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,13.339685564554552
uc2.ark:/13960/t0bv7bv8c,"Gibbon, Frederick P.",The disputed V.C.;,1904,m,high_male,13.335222489852743
uc2.ark:/13960/t5k93798g,"Macnamara, Rachel Swete.",The fringe of the desert,1913,f,high_female,13.335111348179762
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,13.335111348179758
uiuo.ark:/13960/t8rb7fv6d,"Halsted, Leonora B.",Bethesda,1884,f,high_female,13.32825590251333
mdp.39015018913940,"Bolger, Dermot,",The journey home / | $c: Dermot Bolger.,1990,m,mixed,13.3269166697516
mdp.39015032436480,"McKenzie, Alecia,",Satellite city / | $c: Alecia McKenzie.,1992,f,,13.325634078088209
njp.32101067634111,"Hall, S. C.,",Midsummer Eve,1848,f,,13.320627504021807
nyp.33433074866421,"Knight, Arthur Lee.",Leaves from a middy's log,1896,m,high_male,13.313806417254693
nyp.33433074935416,,"The Canadian girl; or, The Pirate of the Lakes",1838,u,,13.311233822556956
njp.32101066460070,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,13.30888441973264
mdp.39015011353052,"Brooke-Rose, Christine,",Thru / | $c: Cristine Brooke-Rose.,1975,f,,13.308490817141337
inu.39000003730673,"Kroetsch, Robert,",The studhorse man.,1969,m,high_female,13.306326418971867
mdp.39015064690525,"Myerson, Julie.",The story of you / | $c: Julie Myerson.,2006,f,,13.302421040629394
uc2.ark:/13960/t38053083,"Trollope, Frances Milton,",Father Eustace,1847,f,high_female,13.287270794578792
inu.30000048048791,"Maitland, Sara,",Angel and me : | short stories for Holy Week / | $c: Sara Maitland.,1995,f,,13.283079017716307
mdp.39015022378486,"Ouida,",Strathmore;,1877,f,high_female,13.277138129898072
mdp.39015016442512,"Kimenye, Barbara.",Kalasanda. | $c: Illus. by N. Kagwa.,1965,f,high_female,13.265062478444277
uc2.ark:/13960/t3dz0512g,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,13.259082471492976
nyp.33433074963764,"De Iongh, Anna M.",Mossdale;,1872,f,high_female,13.256797422878584
mdp.39015017666192,,"The saga of Grettir the Strong; | a story of the eleventh century, | $c: translated from the Icelandic by George Ainslie Hight.",1958,u,high_male,13.255567338282084
mdp.39015024519756,"Hauptmann, Gerhart,","The heretic of Soana, | $c: by Gerhart Hauptmann.",1923,u,high_male,13.251000450534017
uc2.ark:/13960/t7np20788,"Hird, Dennis,",Toddle Island,1894,m,mixed,13.249836120447988
uc2.ark:/13960/t3st7g50q,,The Good-natured bear,1846,u,,13.240356606937947
uc1.$b244871,"Sherman, Richard,",A kindred spirit / | $c: Richard Sherman.,1951,m,high_female,13.237318648734512
mdp.39015031234928,"Holme, Constance.",The splendid fairing ... | $c: by Constance Holme.,1933,f,high_female,13.229408976153987
mdp.39015005386712,"Akutagawa, Ryūnosuke,",Kappa: | a novel; | $c: translated from the Japanese by Geoffrey Bownas; with an introduction by G. H. Healey.,1970,u,high_male,13.228563113474614
mdp.39015074051635,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,high_female,13.225151593300138
uc2.ark:/13960/t1pg1tn2w,"Paton, Margaret (Whitecross)",Letters and sketches from the New Hebrides,1905,f,high_male,13.22413139496954
uc1.$b299549,"Aldington, Richard,","At all costs, | $c: by Richard Aldington.",1930,m,high_male,13.224014810896584
njp.32101076515467,"Fisher, William,",The petrel,1850,m,,13.22301560315841
inu.30000009673132,"Walker, William Sylvester,",When the mopoke calls,1898,m,,13.209341646412344
uc1.$b236293,"Clewes, Howard,",The unforgiven / | $c: Howard Clewes.,1947,m,,13.206282126820945
uiuo.ark:/13960/t46q2g33b,"Kennard, Edward,",A crack county,1888,f,,13.202482066628528
pst.000017521055,"Mahjoub, Jamal,",Navigation of a rainmaker / | $c: Jamal Mahjoub.,1989,m,high_male,13.19853232320566
mdp.39015070528594,"Donatti, Arthur Louis.","The orphan of Novogorod, an Illyrian tale",1841,m,high_male,13.191451939143429
inu.30000055651669,"Nkhana, Miriam.",The money road / | $c: Miriam Nkhana.,1996,f,,13.185943783926334
mdp.39015013979623,"Brown, Christy,",Down all the days.,1970,u,high_female,13.184985344381676
njp.32101066459726,"Gore,",The lettre de cachet,1827,f,,13.168290755859887
uc1.$b104086,"Lanham, Peter.",Blanket boy's moon / | $c: by Peter Lanham  ; based on an original story by A.S. Mopeli-Paulus.,1953,m,high_male,13.167712768292148
uiuo.ark:/13960/t9m33fq4r,"Russell, William Clark,",The tale of the ten;,1896,m,high_male,13.165906884123562
nyp.33433075849947,"Kielland, Alexander Lange,",Norse tales and sketches,1897,m,,13.164823591363872
uc2.ark:/13960/t85h7cv5j,"Phillips, Forbes Alexander,",War and the weird,1916,m,high_male,13.16251316251316
uiuo.ark:/13960/t6640cf5g,"Maartens, Maarten,",God's fool;,1892,m,,13.162348162912265
mdp.39015056907200,"Parks, Tim.",Judge Savage / | $c: Tim Parks.,2003,m,mixed,13.158130827706238
mdp.39015042556616,"Gilbert, Stephen,",Ratman's notebooks.,1968,m,high_male,13.144844233595837
mdp.39015040051768,"Reynolds, Siri",House of rooms / | $c: Siri Reynolds.,1997,f,high_female,13.138479574717522
uc2.ark:/13960/t6sx6727b,"Kerruish, Jessie Douglas.",Miss Haroun Al-Raschid,1917,f,,13.137862547045138
uiuo.ark:/13960/t7br9fp5k,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,13.137497044063164
wu.89038343711,"Fearon, Ethelind.","A privy in the cactus, | $c: by Ethelind Fearon. Illustrated by Alex Jardine.",1965,u,,13.11663069530067
mdp.39015032618541,"Habens, Alison,",Dreamhouse / | $c: Alison Habens.,1994,f,high_female,13.110133313668136
uc1.32106007014209,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,13.09671927182241
mdp.39015001755290,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,13.093804011941549
inu.39000002745425,"Fraser, George MacDonald,","Flashman and the redskins : | from the Flashman papers, 1849-50 and 1875-76 / | $c: edited and arranged by George MacDonald Fraser.",1993,m,mixed,13.092187704565433
uc1.$b245262,"Warner, Rex,","Escapade, a tale of Average.",1953,m,high_female,13.087047562069998
mdp.39015056205597,,Beneath black stars : | contemporary Austrian short stories / | $c: edited by Martin Chalmers.,2002,u,,13.086150490730642
njp.32101068158953,"Somerville, E. Œ.",The real Charlotte,1919,f,,13.083272183256824
mdp.39015021919876,"Hartley, L. P. (Leslie Poles),",Facial justice.,1960,m,high_female,13.078448895960936
uc1.$b299579,"Anthony, John.",The story of Hassan (Hassan Ali Shah) : | a novel of India / | $c: written by himself and Englished by John Anthony.,1928,m,,13.07717913357744
