htid,author,title,year,authgender,female_category,intl_subcity_intensity
uc1.$b252533,"Drabble, Margaret,",The millstone : | a novel / | $c: by Margaret Drabble.,1965,f,,17.586614074316007
mdp.39015070329696,"Fielding, Henry,",Works;,1893,m,mixed,17.58461438791659
uc1.b3752233,"Simenon, Georges,","A wife at sea, | $c: translated from the French by Geoffrey Sainsbury.",1949,m,,17.580528587892875
umn.31951002129828f,"Goolden, Barbara,",Battledore and shuttlecock / | $c: Barbara Goolden.,1973,f,high_female,17.573662937144867
uiuo.ark:/13960/t6k07np7k,"Jerrold, Douglas William,",Men of character,1846,m,,17.572633552015
uc1.$b189407,"Rolin, Dominique,",The pulse of life / | $c: by Dominique Rolin ; translated by David Moore.,1954,m,high_female,17.560885438328945
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,17.56010344497302
mdp.39015082722680,"Arnold, Gaynor.",Girl in a blue dress / | $c: Gaynor Arnold.,2008,u,,17.557394057088135
wu.89049301443,"Thynne, Robert.",Ravensdale,1845,m,,17.55515243724033
njp.32101068574464,"Lawrence, D. H.","The Prussian officer, and other stories",1914,m,high_female,17.55429641404734
uc2.ark:/13960/t71v5h271,"Brown, T. E.",Fo'c's'le yarns,1881,f,high_male,17.552071144395036
uc1.b3325761,"Raikes, Harriet.",The marriage contract,1849,f,high_female,17.550402562358773
uiuo.ark:/13960/t6n01v01j,"Varty-Smith, Augusta A.",Matthew Tindale,1891,f,mixed,17.548785624034817
njp.32101075688984,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,17.54016698238967
mdp.39015082743819,"Weisgarber, Ann.",The personal history of Rachel DuPree / | $c: Ann Weisgarber.,2008,f,,17.539163104985736
uc1.b5041314,"Angulo, Jaime de.","Red Indian tales; | $c: written and illustrated by Jaime de Angulo, with a foreword by Carl Carmer.",1954,m,high_male,17.5381454663894
mdp.39015056330742,"Glastra van Loon, Karel,",A father's affair / | $c: Karel van Loon ; translated from the Dutch by Sam Garrett.,2002,f,,17.53528977066346
mdp.39015001995714,"Compton-Burnett, I. (Ivy),",Darkness and day.,1951,f,high_female,17.53463089601964
uc1.32106014721044,"Samokovlija, Isak",Tales of old Sarajevo / | $c: Isak Samokovlija ; with an introduction by Ivo Andrić ; edited by Zdenko Lešić ; translated by Celia Hawkesworth and Christina Pribićević-Zorić,1997,u,,17.531761708294862
uiuo.ark:/13960/t9r21j57d,,The ordeal;,1813,u,high_female,17.531044558071585
inu.30000118457237,"Morris, John I.,","Short stories since 1930, | a selection from the British Isles, | $c: by John I. Morris.",1965,m,mixed,17.530788447210412
uiuo.ark:/13960/t9b573c1d,"MacCabe, William Bernard,",Agnes Arnold,1860,m,,17.52708731676227
mdp.39015031597142,"Maugham, W. Somerset (William Somerset),",Theatre; | [a novel],1951,m,high_female,17.526094407228538
mdp.39015065768148,"Eliot, George,",The works of George Eliot,1878,f,,17.524388106781938
uc1.b3325525,"Mackenzie, Mary Jane.",Private life,1830,f,mixed,17.513339326787232
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,17.50700280112045
uc1.$b322862,"Brierley, Walter,",Means-test man / | $c: by Walter Brierley.,1936,m,mixed,17.5051640233869
mdp.39015025222418,"Cavendish, Margaret.","The Description of a new world called the blazing world, and other writings / | $c: Margaret Cavendish; edited by Kate Lilley.",1992,f,high_female,17.505010809344178
uc1.b3346504,"Coppard, A. E. (Alfred Edgar),","Dark-eyed lady, | fourteen tales.",1947,m,,17.502023671487017
uc1.b3321934,"Chatterton, Georgiana,",Life and its realities,1857,f,high_female,17.498960999190672
nyp.33433081604534,"Black, William,",Judith Shakespeare;,1884,m,high_female,17.498091117332653
njp.32101067640688,,The School of fashion,1829,f,,17.497812773403325
uc1.b3578350,"Crowe, Eyre Evans,",Today in Ireland,1825,m,,17.495586340718592
uc2.ark:/13960/t7xk87p39,"Gilkes, Arthur Herman.",A day at Dulwich,1905,m,high_male,17.491691446562882
mdp.39015034935018,"Jenkins, Robin,",The thistle and the grail / | $c: Robin Jenkins.,1994,f,,17.488632388947185
uc1.b3472632,"Brown, George Mackay.",Time in a red coat / | $c: George Mackay Brown.,1984,m,mixed,17.47350579683555
uc2.ark:/13960/t0ms3ms44,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,17.47287106860401
nyp.33433075840151,"Marguerite,","The Heptameron of Margaret, queen of Navarre",1855,f,,17.47230868971479
mdp.39015031233755,"Fisher, Michael,",The voyager.,1972,m,,17.46889193474697
njp.32101069186367,,"Clarenswold, or, Tales of the North",1832,u,,17.46025224929132
mdp.39015037433326,"Pullinger, Kate.",Where does kissing end? / | $c: Kate Pullinger.,1992,f,high_female,17.458535977054495
uiuo.ark:/13960/t71v5tb4w,"Coleridge, Christabel R.",An English squire,1881,f,mixed,17.447439588240425
nyp.33433074875364,"Lytton, Edward Robert Bulwer Lytton,",The ring of Amasis,1863,m,,17.44243994817104
njp.32101057193185,"Le Sage, Alain René,","The life and adventures of Guzman D'Alfarache, or The Spanish rogue",1823,m,,17.441768278180348
mdp.39015079245166,"Brown, Sandra,",Smoke screen / | $c: Sandra Brown.,2008,f,high_male,17.43899358966649
mdp.39015030186897,"Feuchtwanger, Lion,",The Lautensack brothers. | $c: [Translated from the German by Caroline Oram],1943,m,,17.431219313791004
njp.32101064911934,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,17.429392017338458
uiuo.ark:/13960/t6ww7z58t,"Munster, Wilhelmina Fitzclarence,",Dorinda,1889,f,high_female,17.426807408882695
inu.30000107605945,"Ashon, Will.",Clear water / | $c: Will Ashon.,2006,m,,17.42505247316938
uc1.b4095578,"Green, Henry,","Party going, | a novel.",1947,m,high_female,17.422303228486808
uiuo.ark:/13960/t6g16ns12,"Wood, Henry,",George Canterbury's will,1870,f,high_female,17.42136931962852
mdp.39015002704834,"Scott, John Dick,",The end of an old song; | a romance.,1954,m,mixed,17.411289480098894
uc1.32106013102063,"Cowan, Andrew",Common ground / | $c: Andrew Cowan,1996,m,high_female,17.409827335477132
mdp.39015047755536,"Chapman, Robin,",The Duchess's diary / | $c: Robin Chapman.,1980,u,,17.40576711083606
mdp.39015066062350,"Woolf, Virginia,","A haunted house, and other short stories.",1943,f,high_female,17.40273803078351
uc1.$b322709,"Benson, Stella,","Mundos; | an unfinished novel, | $c: by Stella Benson.",1935,f,,17.398593877276642
uc1.$b795568,"Ross, Victor.",Tightrope.,1952,m,high_male,17.38970324982866
mdp.39015013401610,"Lispector, Clarice.",The Foreign Legion : | stories and chronicles / | $c: Clarice Lispector ; translated with an afterword by Giovanni Pontiero.,1986,f,high_female,17.388683444814113
uc1.$b383948,"Hurd, David.",Kidnap at Kiunga.,1965,m,high_male,17.387776393195583
uiuo.ark:/13960/t0ns19n7m,"Moore, George,",Grasville Abbey,1801,m,mixed,17.376625955714424
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,17.371163867979156
inu.30000050888597,"Lind, Jakov,",The stove : | short stories / | $c: Jakov Lind.,1983,u,high_male,17.370158068438425
uiuo.ark:/13960/t1cj8qs01,"Beale, Anne.","Simplicity and fascination, or, Guardians and wards",1855,f,,17.36676435471616
uc2.ark:/13960/t8ff3sn0p,,"Fabellae mostellariae; or, Devonshire and Wiltshire stories in verse",1878,u,high_male,17.364125716270188
uc2.ark:/13960/t9862t682,"Pease, Howard,",Tales of Northumbria,1899,m,high_male,17.356423805299492
uiuo.ark:/13960/t4sj2431s,"Oliphant,",Kirsteen,1890,f,high_female,17.355358861488458
inu.30000115166245,"Lake, Elizabeth.",Siamese counterpart / | $c: Elizabeth Lake.,1958,f,mixed,17.34793451154722
inu.30000029463019,"Koranteng, Kwasi.",The gold diggers / | $c: Kwasi Koranteng ; illustrated by Pauline King.,1992,u,high_male,17.34755833116489
mdp.39015034024847,"James, Siân.",Storm at Arberth / | $c: Siân James.,1994,u,high_female,17.3419712866504
uc1.b4097792,"Blake, Nicholas,",The deadly joker / | $c: by Nicholas Blake.,1963,m,mixed,17.341541663053846
mdp.39015039248052,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,high_female,17.338234274221513
uiuo.ark:/13960/t9s18jz2x,"Owen, Octavius Freire,",Raised to the peerage,1859,f,,17.326518236160442
uiug.30112070553711,"Reid, Forrest,","Peter Waring, | $c: by Forrest Reid ...",1937,m,,17.325167404430047
inu.39000005786780,"Sturt, George,",The Bettesworth book;,1901,m,high_male,17.325017325017324
mdp.39015004964857,,"Tales from the Panchatantra, | $c: translated from the Sanskrit by Alfred Williams; illustrated by Peggy Whistler; with an introductory note by A. A. Macdonell ...",1930,u,,17.32268309113656
uc1.32106005852287,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,17.321103128341843
uc1.l0051179273,"Panton, Jane Ellen Frith,",Most of the game,1911,f,high_female,17.320159015555156
uc1.32106014574955,"Klíma, Ivan",The ultimate intimacy / | $c: Ivan Klima ; translated from the Czech by A.G. Brain,1997,m,mixed,17.317422950997106
mdp.39015054151397,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,17.316929934195667
uiuo.ark:/13960/t6543891b,,"Melcombe Lodge; or, traits of family pride!",1819,u,high_female,17.30627785229092
uc1.$b393267,"Mauriac, François,",Lines of life (Destins) | $c: Translated by Gerard Hopkins.,1957,m,,17.30070548432364
nyp.33433082345954,"Kingston, William Henry Giles,",In the wilds of Africa,1872,m,high_male,17.290381144839362
uc1.b3727281,"Baird, Thomas,",Sheba's landing / | $c: Thomas Baird.,1965,m,,17.288326057829455
uc1.$b242745,"Jones, William Glynne.",He who had eaten of the eagle; | short stories.,1948,m,,17.28608470181504
mdp.39015059404080,"Evans, Caradoc,",Mother's marvel.,1949,m,mixed,17.283346055796404
osu.32435010562262,"Kenyon, C. Fred (Charles Frederick),",A Lover at forty / | $c: by Gerald Cumberland ; pseud. of Charles Frederick Kenyon.,1922,m,high_female,17.279953435072848
inu.30000054081561,"Umelo, Rosina.",Something to hide / | $c: Rosina Umelo.,1986,f,high_female,17.27973734799231
mdp.39015078569970,"Doubtful, David,",The reprobate,1801,m,high_male,17.27637887098864
mdp.39015034410863,"Weldon, Fay.",Affliction / | $c: Fay Weldon.,1993,f,,17.266896891958563
mdp.39015030932829,,Voices on the green / | $c: edited by A.R.J. Wise and Reginald A. Smith ...,1945,u,,17.263588436051688
uc2.ark:/13960/t5fb52r9k,"Merriman, Henry Seton,",The slave of the lamp,1897,m,,17.263330528042122
mdp.39015000618788,"Greene, Graham,",The collected edition.,1970,m,,17.262809004281177
uiuo.ark:/13960/t70v94r3q,"Trollope, Thomas Adolphus,",The dream numbers,1868,m,,17.26121979286536
uc1.b4692438,"Vince, Charles.","Barrie Marvell, his dreams and adventures",1922,m,high_male,17.257248044178557
njp.32101067707297,"Blackmore, R. D.",Cradock Nowell,1866,m,,17.25681374505215
nyp.33433082531470,"Craik, Georgiana M.","Playroom stories, or, How to make peace",1863,f,high_male,17.256796824749387
mdp.39015055583572,"Baker, Jo.",Offcomer / | $c: Jo Baker.,2001,f,high_female,17.255858363914548
uiuo.ark:/13960/t5j96tf7n,"Walker,","Cousin George, and other tales",1845,f,high_female,17.252087502587813
uc1.$b322787,"Bowles, Jane Auer,","Plain pleasures, | $c: by Jane Bowles.",1966,f,high_female,17.247326664367023
uiuo.ark:/13960/t96691q1x,"Oliphant,",A poor gentleman,1889,f,mixed,17.24187476651628
uiuo.ark:/13960/t5w676591,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,17.23803572582904
njp.32101068597465,"Edgeworth, Maria,",Rosamond,1821,f,high_female,17.235011695186508
mdp.39015058209936,"Beck, Heather,",Home is where / | $c: Heather Beck.,2003,f,high_female,17.228507436972375
uiuo.ark:/13960/t2697q61t,"Oliphant,",At his gates,1872,f,,17.22835522217952
njp.32101067633667,"Grogan, Mercy,","The Roua Pass, or, Englishmen in the Highlands",1857,f,,17.220266340119394
uiuo.ark:/13960/t5h99sm6t,,Wedded life in the upper ranks,1831,u,,17.22000275520044
uiuo.ark:/13960/t4xh05m7z,"Oliphant,",Innocent,1873,f,high_female,17.21694677314686
njp.32101007059791,"James, G. P. R.",Forest days;,1843,m,,17.21639574755025
mdp.39015031308128,"Trickett, Rachel,",A visit to Timon.,1970,f,mixed,17.216148747525178
uc2.ark:/13960/t0zp4163f,"Reid, Mayne,","The boy hunters, or, Adventures in search of a white buffalo",1853,m,high_male,17.20656022748884
mdp.39015028779604,"Blish, James.",The seedling stars.,1957,m,mixed,17.204642606635698
mdp.39015032202015,"Hensher, Philip.",Other Lulus / | $c: Philip Hensher.,1994,m,,17.20387824569596
uc1.$b243988,"Powys, Theodore Francis,",Mr. Weston's good wine / | $c: by T. F. Powys.,1928,m,mixed,17.200210449633737
uiuo.ark:/13960/t6640cm5q,"Smart, Hawley,",Broken bonds,1874,m,,17.198547678196064
njp.32101067628691,"Baring-Gould, S.",The Pennycomequicks;,1889,m,,17.19808757266192
uc1.b4974529,"Levy, Deborah.",Ophelia and the great idea.,1989,f,high_female,17.191484484685255
uiuo.ark:/13960/t3tt55r9h,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,17.1875
mdp.39015053239581,"(Herbert George), Wells, H. G.",You can't be too careful : | a sample of life 1901-1951.,1941,m,mixed,17.186855492919015
uc1.$b391720,"Audemars, Pierre.",A thorn in the dust.,1967,m,,17.181057103586156
mdp.39015024030150,"(Cyril Lionel Robert), James, C. L. R.",Minty Alley / | $c: by C.L.R. James ; with an introduction by Kenneth Ramchand.,1971,m,mixed,17.178982088048006
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,high_female,17.17054025878457
mdp.39015010521865,"King, Francis Henry,",The needle / | $c: Francis King.,1975,m,high_female,17.167381974248926
uiuo.ark:/13960/t6qz2wc5g,"Praed, Campbell,",Mrs. Tregaskiss,1896,f,high_female,17.166727068113758
uc1.b3472565,"Tracy, Honor,",The quiet end of evening | $c: [by] Honor Tracy.,1972,f,,17.164661922178063
mdp.39015030854429,"Barker, A. L. (Audrey Lillian),","Femina real, | by A. L. Barker.",1971,f,,17.16191036579386
uc1.32106013111692,"Balle, Solvej,",According to the law : | four accounts of mankind / | $c: Solvej Balle ; translated from the Danish by Barbara Haveland,1996,u,mixed,17.156189953335165
njp.32101064911884,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,17.153541348611423
mdp.39015049860797,"Josipovici, Gabriel,",The air we breathe / | $c: Gabriel Josipovici.,1981,m,,17.147511467398292
uc2.ark:/13960/t06w97x5f,"Inman, Herbert Escott.",The tear of Kalee,1902,m,,17.14505306098318
uiuo.ark:/13960/t0pr84m1t,"Dalton, James,",The maiden's talisman,1834,m,,17.14481655046291
uc1.b3339459,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,17.136825870375493
nyp.33433075753602,"Stretton, Hesba,",Cobwebs and cables,1881,m,high_female,17.13668367917148
nyp.33433074951884,"Davies, Florence H.",Silver thorns;,1898,f,high_female,17.136492160054836
mdp.39015032154414,"Morazzoni, Marta,",His mother's house / | $c: Marta Morazzoni ; translated from the Italian by Emma Rose.,1994,f,high_male,17.132088401576155
wu.89015217631,"Lubbock, Percy,",Earlham | $c: [by] Percy Lubbock.,1924,m,high_female,17.13208840157615
njp.32101064726662,"Nansen, Peter,",Love's trilogy,1906,m,high_female,17.129153819801303
uc1.$b675574,"Lubbock, Percy,",Earlham.,1963,m,high_female,17.127267833767633
mdp.39015016437462,"McIlwain, David,",The isotope man | $c: [by] Charles Eric Maine [pseud.],1957,m,high_male,17.123776363480694
uc1.b4097210,"Chesterton, G. K. (Gilbert Keith),",The secret of Father Brown / | $c: by G.K. Chesterton.,1927,m,high_male,17.110216115191243
uc1.b2806825,,Lesbian love in literature / | $c: edited by Stella Fox.,1964,u,high_female,17.109172071609663
uiuo.ark:/13960/t4dn4n43s,"Harding, Anne Raikes,",Decision,1819,f,,17.101724164736243
uiuo.ark:/13960/t4fn1v66s,"James, G. P. R.",The fate,1851,m,mixed,17.09869365980439
uiuo.ark:/13960/t9863513x,"Skene, Felicia,",The tutor's ward,1851,f,high_female,17.098108949150223
uiuo.ark:/13960/t10p1fv4v,"Greg, Percy,",Errant,1880,m,high_female,17.095965352176886
mdp.39015059376494,,The New British novelist;,1830,u,mixed,17.09090080441173
uc1.$b322840,"Blakiston, Noel.",Canon James | and other stories / | $c: Noel Blakiston.,1951,m,,17.089343085651787
mdp.39015082762439,"Herbert, Brian.","Paul of Dune / | $c: by Kevin J Anderson, Brian Herbert.",2008,m,,17.088905028410306
uc1.32106019365706,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,17.082797622793848
mdp.39015059223068,"Parks, Tim,",Cara Massimina / | $c: Tim Parks.,1995,m,,17.08142501788212
mdp.39015000221278,"Musil, Robert,",The man without qualities. | $c: Translated from the German and with a foreword by Eithne Wilkins & Ernst Kaiser.,1953,m,high_male,17.079257242079496
mdp.39015047616571,"Davie, Elspeth.",The night of the funny hats / | $c: Elspeth Davie.,1980,f,mixed,17.078933135976776
njp.32101067643948,"Fendall, Percy.",Spiders and flies,1886,m,high_female,17.07483656942141
uc1.$b787168,"Doyle, Lynn,","Me and Mr. Murphy, | $c: by Lynn Doyle [pseud.]",1935,m,,17.067176406335335
uc1.32106014861121,"Dunn, Suzannah,",Commencing our descent / | $c: Suzannah Dunn,1999,f,,17.055629779129596
uc1.$b86271,"Auld, Philip.",Honour a physician.,1959,m,,17.054729438899397
mdp.39015051332560,"Bargate, Verity.",Tit for tat / | $c: Verity Bargate.,1981,u,,17.046229374062456
njp.32101064919051,"Craik, Georgiana M.",Patience Holt,1891,f,,17.03642008026047
mdp.39015032979232,"Boullosa, Carmen.",The miracle-worker / | $c: Carmen Boullosa ; translated from the Spanish by Amanda Hopkinson.,1994,f,,17.02790143277628
mdp.39015027520777,"Weyssenhoff, Józef,","The sable and the girl, | $c: by Joseph Weyssenhoff, tr. from the original Polish by Kate Zuk-Skar-szewska.",1929,u,high_male,17.021759482538513
uiuo.ark:/13960/t6834f959,"Merriman, Henry Seton,",The phantom future,1888,m,,17.01066001360853
mdp.39015048881596,"Salisbury, Ray.",Birds of the air : | a novel / | $c: by Ray Salisbury.,1988,m,,17.00982704098595
mdp.39015064701926,"Kay, Jackie,",Wish I was here / | $c: Jackie Kay.,2006,u,,17.006802721088437
uiuo.ark:/13960/t4th96q76,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,17.00583867127714
mdp.39015022251097,"Saʻdāwī, Nawāl.",Searching / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1991,f,high_male,17.00029750520634
uiuo.ark:/13960/t9w09qv6j,"Wallace, Ellen.",The clandestine marriage,1840,f,high_female,16.996846140771655
uiuo.ark:/13960/t5k93js2k,"Ellis, Sarah Stickney,",Northern roses,1868,f,,16.99492040712276
inu.30000006633014,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,,16.994278592873734
mdp.39015019120941,"Lady, (Ethel Stefana), Drower, E. S.","Folk-tales of Iraq, | $c: set down and translated from the vernacular by E. S. Stevens.  With an introduction by Sir Arnold Wilson.",1931,f,,16.9916972388492
uiuo.ark:/13960/t0ns1cv4p,"Sedley, Charles,",The barouche driver and his wife,1807,m,,16.990428725151496
uiuo.ark:/13960/t6m04mk6h,"Tytler, Sarah,",Saint Mung's city,1884,f,mixed,16.98629206230572
inu.32000002550475,"Trollope, Frances Milton,",The young countess,1848,f,high_female,16.9860559922173
mdp.49015002143544,"Shaw, Bernard,",Works.,1930,m,,16.984336667295715
mdp.39015064869475,"Brookfield, Amanda,",The simple rules of love / | $c: Amanda Brookfield.,2006,f,,16.98232221126009
njp.32101076045705,"Collins, Wilkie,",The woman in white,1860,m,high_female,16.981388398315445
mdp.39015049991782,"Martín Gaite, Carmen.",The farewell angel / | $c: Carmen Martin Gaite ; translated from the Spanish by Margaret Jull Costa.,1999,f,,16.973486000410194
mdp.39015064989331,"Edric, Robert,",The kingdom of ashes / | $c: Robert Edric.,2007,m,,16.972851519878443
uiuo.ark:/13960/t2d79qg2t,"Greg, Percy,",Errant,1880,m,high_female,16.97274177670661
uc1.$b301046,"Kenward, James,","Summervale; | a fantasy, | $c: by James Kenward ...",1935,m,,16.972165648336727
uc1.$b252086,"Baldwin, Michael,",Sebastian and other voices.,1966,m,mixed,16.971380081771194
uiuo.ark:/13960/t02z1ww8q,"Lee, Holme,",Sylvan Holt's daughter,1858,f,high_female,16.965686898248293
uiuo.ark:/13960/t9571rw87,"Cursham, Mary Anne.",Norman Abbey,1832,f,,16.96509816622712
mdp.39015070494391,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,,16.957231113310968
mdp.39015065973151,"Haldane, Charlotte.","Man's world,",1926,f,,16.95448930656139
inu.30000110627290,"McMahon, Katharine.",The crimson rooms / | $c: Katharine McMahon.,2009,f,,16.953052154854024
uc2.ark:/13960/t53f4nw9z,"Van der Goes, Betty.",A necessity of life,1913,f,high_female,16.94592132856023
mdp.39015037443309,"French, Sean,",The dreamer of dreams / | $c: Sean French.,1995,m,high_male,16.9458384931239
mdp.39015004901560,"Spark, Muriel.",The prime of Miss Jean Brodie.,1961,f,high_female,16.93551801515729
njp.32101072858234,,Weird tales,1888,u,,16.929271920384053
inu.30000042020531,"Gondwe, Walije,",Double dating / | $c: Walije Gondwe.,1994,u,high_male,16.92824840995381
uc1.b3322033,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,16.922263352723427
njp.32101067646651,"Hook, Theodore Edward,",Jack Brag,1837,m,,16.909029421711196
uc1.$b252065,"Mayo, Gael.",Nobody's nothing.,1963,m,,16.907695255700713
uc2.ark:/13960/t3st7mj5q,"Drake, Maurice,",The salving of a derelict,1919,m,high_male,16.900456312320433
uiuo.ark:/13960/t07w6ps56,"Clarke, Charles.",The flying scud,1867,m,,16.896376934031718
uc1.$b119993,"Strathern, Paul,",Pass by the sea : | a novel / by Paul Strathern.,1968,m,high_male,16.892272348476318
mdp.39015031238366,"Hanley, James,",Aria & finale / | $c: James Hanley.,1932,m,mixed,16.89189189189189
njp.32101063581167,"Hewlett, J.",Dunster Castle,1846,m,high_male,16.890465332319906
mdp.39015030947660,"Brooke-Rose, Christine,",Go when you see the green man walking.,1970,f,,16.887327749256958
inu.30000038180323,"Gustafsson, Lars,",A tiler's afternoon / | $c: Lars Gustafsson ; translated from the Swedish by Tom Geddes.,1993,m,high_male,16.887001833445915
umn.319510020517648,"Dunstan, Mary.",Banners in Bavaria : | A novel / | $c: by Mary Dunstan.,1939,f,mixed,16.884476412386455
uc1.$b175329,"Mason, Arthur Telford.",The new book of Artemas : | concerning men and the things that men did do in the year when began the war of liberation.,1939,m,high_male,16.88219603606037
uiuo.ark:/13960/t7cr6g80c,,Ravensdale,1873,u,mixed,16.88191103232886
mdp.39015048881778,"MacGill, Patrick,",Moleskin Joe / | $c: by Patrick MacGill.,1983,m,mixed,16.878586699673683
inu.30000118957434,"Sava, George,",No crown of laurels.,1950,m,high_male,16.86751504020091
uiuo.ark:/13960/t12n5qb1s,"Owen, Octavius Freire,",Raised to the peerage,1859,f,,16.865776528460998
mdp.39015018889785,"Francis, Dick.",Longshot / | $c: Dick Francis.,1990,m,,16.860705283301996
uiuo.ark:/13960/t9b576s8d,"Skene, Felicia,",The tutor's ward,1851,f,high_female,16.856584181781404
mdp.39015022027471,"Shirazi, Manny,",Siege of Azadi Square / | $c: Manny Shirazi.,1991,m,high_female,16.855477586650462
mdp.39015078770099,"Cross, Neil.",Burial / | $c: Neil Cross.,2009,m,mixed,16.850416446006452
uc1.b3435504,"Charles, Gerda.",A logical girl.,1967,f,high_female,16.84678164075174
mdp.39015012165562,"Lippard, George,","Dora Livingstone, the adulteress: or, The Quaker City",1848,m,mixed,16.84516057973268
mdp.39015047709814,"Hlatky, Stefan.",Understanding reality : | a commonsense theory of the original cause / | $c: Stefan Hlatky and Philip Booth.,1999,m,high_male,16.843030280839223
mdp.39015007028478,L. E. L.,Romance and reality,1831,f,high_female,16.83850577690275
uiuo.ark:/13960/t3126589w,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,16.831333209903555
njp.32101063603953,"Eiloart, Elizabeth,","Ernie Elton, the lazy boy",1866,f,,16.82935038707506
mdp.39015030201027,"Urquhart, Fred,",The collected stories of Fred Urquhart.,1967,m,high_female,16.828642349278475
mdp.39015049623997,"Padfield, Fiona.",Strip ; Snapshots / | $c: Fiona Padfield.,2000,f,high_female,16.823283424259174
njp.32101063605602,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,16.82111508701104
mdp.39015062626398,"Rawle, Graham.",Woman's world : | a novel / | $c: Graham Rawle.,2005,m,mixed,16.813316146387937
uc1.b3123791,"Kavanagh, Julia,",Grace Lee,1855,f,,16.80826355357252
mdp.39015024090469,"Peyton, K. M.",Windfall. | $c: Illustrated by Victor G. Ambrus.,1962,f,high_male,16.798470047035714
uc1.b3591589,"Vidal, Nicole,",Ring of Jade; | $c: translated from the French by Johanna Harwood.,1966,u,mixed,16.796640671865628
uc1.$b787413,"Laverty, Maura,",Never no more : | the story of a lost village / | $c: by Maura Laverty.,1942,f,high_female,16.785388319467902
uc1.32106019365573,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,16.778651454022683
inu.32000006468898,"Woolf, Virginia,",The years | $c: [by] Virginia Woolf.,1937,f,high_female,16.777168138293572
uc1.$b250722,"Garnett, Martha Roscoe,",Unrecorded : | a tale of the days of chivalry / | $c: by Mrs. R. S. Garnett.,1931,u,high_female,16.77570877369569
uiuo.ark:/13960/t9s18k343,"Payn, James,",For cash only,1882,m,mixed,16.7740203972088
uiuo.ark:/13960/t2j682v5v,"St. John, James Augustus,",The ring and the veil,1856,m,,16.76883233030873
mdp.39015032437827,"Dunmore, Helen,",Burning bright / | $c: Helen Dunmore.,1994,f,high_female,16.768158150207395
uc2.ark:/13960/t6736s49k,"Mathers, Helen,",Eyre's acquittal,1884,f,,16.76767192852181
uc1.b4096972,"(Ivy), Compton-Burnett, I.",Darkness and day / | $c: by I. Compton-Burnett.,1951,u,high_female,16.765616678829957
nyp.33433078795154,"Pushkin, Aleksandr Sergeevich,",The captain's daughter,1859,f,,16.750418760469014
uiuo.ark:/13960/t12n5jk49,"Hardy, Iza Duffus.",Glencairn,1877,f,,16.74831470083323
nyp.33433074935416,,"The Canadian girl; or, The Pirate of the Lakes",1838,u,,16.74639093805553
njp.32101064918079,"Saunders, John,",A noble wife;,1883,m,high_female,16.74340728338217
mdp.39015011709352,"Mvungi, Martha Mlagala.",Three solid stones / | $c: Martha Mvungi.,1975,f,,16.742406122937098
uc1.$b322695,"Bennett, Rolf.","Cranmer Paul, | $c: by Rolf Bennett.",1928,u,,16.74163197428485
uc1.b3834442,"Garnett, David,","The grasshoppers come, | $c: by David Garnett.",1931,m,mixed,16.74088458834165
mdp.39015031234621,"Hartley, L. P. (Leslie Poles),","Mrs. Carteret receives, | and other stories | $c: [by] L.P. Hartley.",1971,m,mixed,16.7381843634925
uc2.ark:/13960/t55d8q90m,"Crichton, Madeline.",Like a sister,1893,f,high_female,16.73523464193571
uc1.b4091129,"Isherwood, Christopher,",A single man.,1964,m,high_male,16.73515684560888
njp.32101035234135,"Marryat, Florence,",The root of all evil,1880,f,,16.735001255125095
uiuo.ark:/13960/t7zk5t18d,"Neil, Ross,",Carleton Grange,1866,f,,16.73273953560212
