htid,author,title,year,authgender,female_category,gb_greater_london_intensity
mdp.39015057576988,,Kin : | new fiction by black and Asian women / | $c: edited by Karen McCarthy.,2003,u,high_female,95.80838323353294
mdp.39015059395148,"Creighton, Basil,",The history of an attraction,1917,m,high_female,95.78275798329685
mdp.49015002987437,,Queens of literature of the Victorian era,1886,u,high_female,95.7569447026886
mdp.39015013505790,"Graham, Winston.",Cameo / | $c: Winston Graham.,1988,m,,95.69697441775068
uiuo.ark:/13960/t5cc1pz8f,"Dickens, Charles,",Great expectations,1861,m,mixed,95.6962888192651
mdp.39015047776730,"Garfield, Leon.",The house of cards / | $c: Leon Garfield.,1983,m,mixed,95.65285014386812
uc2.ark:/13960/t0ht2hz9k,,Episodes in an obscure life,1871,u,mixed,95.65081596002187
uc1.b4593533,,Arab Jack,1870,u,high_male,95.60010533185256
wu.89095872966,"Brown, Beatrice Curtis.","Anne Stuart, queen of England, | $c: by Beatrice Curtis Brown ...",1929,f,high_female,95.5706203170396
mdp.39015029208397,"Hill, Susan,",The mist in the mirror / | $c: Susan Hill.,1992,f,,95.51098376313276
uiuo.ark:/13960/t1rf64403,"Gissing, George,",The unclassed,1884,m,high_female,95.50509873994886
uiuo.ark:/13960/t5q81mg0j,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,95.50221308013003
mdp.39015063761202,"Black, William,",Madcap Violet,1876,m,,95.4679977633212
uc1.b3472672,"Freeman, Gillian.",The liberty man / | $c: by Gillian Freeman.,1955,f,,95.43338362930578
mdp.39015062319523,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,95.42664254888837
uc1.b3327551,"Pemberton, Max,",Kronstadt;,1898,m,,95.42198971687732
mdp.39015029579920,"Ireland, Timothy.",A time to burn / | $c: Timothy Ireland.,1992,m,high_male,95.41397353031702
mdp.39015064001228,,Sketches of character,1808,u,high_female,95.37623939436088
umn.319510020777820,"Oppenheim, E. Phillips (Edward Phillips),",Passers-by.,1924,m,mixed,95.3426236959679
mdp.39015053114727,"Judd, Alan.",Legacy / | $c: Alan Judd.,2001,m,high_male,95.30471277432892
mdp.39015013328771,"Holtby, Winifred,","Mandoa, Mandoa! | A comedy of irrelevance.",1971,f,,95.28906525342974
dul1.ark:/13960/t18k82d6j,"Riddell, J. H.,",Mitre Court,1885,f,mixed,95.1977998730696
uiuo.ark:/13960/t9571t22d,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,95.16106009420945
mdp.39015082695043,"Shaffer, Mary Ann.",The Guernsey Literary and Potato Peel Pie Society / | $c: Mary Ann Shaffer.,2008,f,,95.15530285230956
uiuo.ark:/13960/t0ms4cg52,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,95.12736497199027
uc1.$b169792,"Carson, Anthony",The golden kiss.,1966,m,mixed,95.12258923687902
uc1.32106011975924,"Corrigan, Simon,",Sweets from strangers / | $c: Simon Corrigan,1994,m,mixed,95.10924167124352
dul1.ark:/13960/t8ff48s14,"Braddon, M. E.",Birds of prey,1867,f,mixed,94.98107916597569
mdp.39015008802384,"Colegate, Isabel.",Orlando King.,1968,f,mixed,94.96557497907008
uiuo.ark:/13960/t0bv80f49,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,94.95787080379831
mdp.39015049986790,"Brookner, Anita.",The bay of angels / | $c: Anita Brookner.,2001,f,,94.95674192867692
uc1.32106014833021,"Stock, Francine",A foreign country / | $c: Francine Stock,1999,f,mixed,94.92902399717418
mdp.39015059168719,"Hensher, Philip",The fit / | $c: Philip Hensher,2004,m,high_female,94.8840091398474
mdp.39015065444252,"[Scott, Caroline Lucy,",Trevelyan,1833,f,high_female,94.87125970058632
uc1.32106017658342,"Hensher, Philip",The fit / | $c: Philip Hensher,2004,m,high_female,94.84727652820256
njp.32101061960934,"Solly, Henry,",James Woodford,1881,m,,94.76848355618736
uc2.ark:/13960/t4gm86c0w,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,94.74824038982136
uc1.$b391279,"Cooper, Edmund,",All Fools' Day.,1966,m,mixed,94.73644321497596
uc1.$b100785,"Harwood, Alice.",Merchant of the ruby / | $c: Alice Harwood.,1951,f,mixed,94.71163846708772
nyp.33433074915269,"Morrison, Arthur,",The Dorrington deed-box,1897,m,high_male,94.7034683429638
uiuo.ark:/13960/t6zw1zc7c,"Jeaffreson, John Cordy,",A noble woman,1868,m,high_female,94.63904437647874
uva.x030581136,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,94.577361230604
nyp.33433075861348,"Young, Florence Ethel Mills,",The triumph of Jill,1903,f,high_female,94.5770482342946
uc1.$b86978,"Brophy, John,",Portrait of an unknown lady : | a novel / | $c: by John Brophy.,1945,m,mixed,94.5353147209848
uc2.ark:/13960/t4sj1d82f,"Hales, A. G.",The watcher on the tower,1904,m,,94.53388244103331
mdp.39015063547288,"Crofts, Freeman Wills,","The sea mystery; | an Inspector French case, | $c: by Freeman Wills Crofts.",1933,m,,94.4733112895607
uiuo.ark:/13960/t4th9616r,"Carey, Rosa Nouchette,","The old, old story",1894,f,,94.43574641516936
uiuo.ark:/13960/t09w0qm47,"Burke, Ulick Ralph,",Beating the air,1879,m,mixed,94.43275958277889
inu.39000004007436,,The Penguin complete rivals of Sherlock Holmes / | $c: collected and introduced by Hugh Greene.,1983,u,,94.41229018005198
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,94.39556582880516
uva.x030581120,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,94.37459975058142
mdp.39015031224549,"Bennett, Arnold,",A great man,1904,m,mixed,94.37222532365683
inu.30000086817388,"Norman, Diana.",A catch of consequence / | $c: Diana Norman.,2002,f,mixed,94.34023223205112
uc1.$b312658,"Thurston, E. Temple (Ernest Temple),","Sally Bishop, | a romance.",1931,m,high_female,94.30120662680298
uc1.b4948649,"Street, Pamela,",Light of evening : | a novel / | $c: by Pamela Street.,1981,f,high_female,94.23323498061266
uiuo.ark:/13960/t10p1ht7p,"Harrison, F. Bayford.",The ideal artist;,1893,m,,94.2019616173184
mdp.39015008889845,"Sillitoe, Alan.",The death of William Posters.,1965,m,,94.15962534380654
njp.32101067630606,"Forrester,",The light of other days,1894,f,high_female,94.15064102564102
hvd.hwjssd,"Ainsworth, William Harrison,",Jack Sheppard,1839,m,,94.08387816935098
mdp.39015018854870,"Brookner, Anita.",Brief lives / | $c: Anita Brookner.,1990,f,high_female,94.07145340395508
mdp.39015029193391,"Scott, Mary.",Not in Newbury / | $c: Mary Scott.,1992,f,high_female,94.06426802783196
wu.89001126705,"Howarth, David Armine,",A near run thing: | the day of Waterloo | $c: [by] David Howarth.,1968,m,high_male,94.04307945996084
uc1.$b675277,"Hill, Constance,",Juniper Hall,1904,u,,94.0388204005466
mdp.39015059404098,"Evans, Caradoc.",My neighbours,1919,m,mixed,94.0119604105189
mdp.39015082701189,"Penney, Bridget,",Index / | $c: Bridget Penney ; [edited by Stewart Home and Gavin Everall].,2008,f,high_female,94.00875004519652
uc1.32106001932869,"Darton, F. J. Harvey (Frederick Joseph Harvey),","Vincent Crummles, | his theatre and his times, | $c: arranged by F. J. Harvey Darton ... With an historical introductory note and appendices from Nicholas Nickleby by Charles Dickens.",1926,m,,93.95373351512998
mdp.39015016452412,"Braithwaite, E. R. (Edward Ricardo)",Choice of straws.,1965,m,mixed,93.88078271688724
uc1.$b396469,"Williams, Gordon M.,",The man who had power over women | $c: [by] Gordon M. Williams.,1967,m,mixed,93.87957336949437
wu.89005272349,"Mais, S. P. B.",Lovers of silver,1918,u,mixed,93.8003575637562
nyp.33433075722755,"Dudeney, Henry,",The maternity of Harriott Wicken,1899,f,high_female,93.7189197460026
mdp.39015059177553,"Harwood, John,",The ghost writer / | $c: John Harwood.,2004,m,high_female,93.71266136148878
njp.32101067629707,"Bayly, Ada Ellen,","Derrick Vaughan, novelist",1889,f,,93.67539963134196
njp.32101068178886,"Hatton, Joseph,",A modern Ulysses,1883,m,mixed,93.65011502677172
uc1.b3324226,"Ouida,",An altruist,1897,f,,93.52561395040128
njp.32101068574175,"Wood, Henry,",Johnny Ludlow,1899,f,,93.52329716813172
mdp.39015063928512,"Disraeli, Benjamin,",Lothair,1870,m,,93.52140102745427
mdp.39015047858314,"Stewart, Lucretia,",Making love : | a romance / | $c: Lucretia Stewart.,1999,f,,93.48665144169772
uiuo.ark:/13960/t23b6pf8z,"Smart, Hawley,",Beatrice and Benedick,1891,m,mixed,93.48263458451032
mdp.39015067672892,"Sansom, C. J.",Sovereign / | $c: C.J. Sansom.,2006,u,high_male,93.39077368015596
uiuo.ark:/13960/t8gf19p2v,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,93.3692978035984
uc1.b4421708,"Barnett, James,",Diminished responsibility / | $c: James Barnett.,1984,m,high_male,93.35755945270384
hvd.hn6gu9,"Turner,",The daisy,1807,f,,93.32711152589827
uc2.ark:/13960/t3611nt38,"Panton, Jane Ellen Frith,",The year's mind;,1913,f,high_female,93.30732038340828
uc2.ark:/13960/t47p90b2t,"Barrett, Frank,",Little Lady Linton,1884,m,high_female,93.26582663976548
mdp.39015082737639,"El-Youssef, Samir,",A treaty of love : | a novel / | $c: by Samir El-Youssef.,2008,m,high_female,93.23574658524078
mdp.39015078807446,"Upson, Nicola.",An expert in murder / | $c: Nicola Upson.,2009,u,mixed,93.21943243119335
mdp.39015045697763,"Watson, Robert,",Slipping away from Milford / | $c: Rob Watson.,1997,m,,93.17219669283932
uc2.ark:/13960/t1gh9pw4v,"Carter, Thomas Thellusson,",Shakespeare's stories of the English kings,1912,m,high_male,93.162762162285
uc1.b4101358,"Gore,",Self,1845,f,mixed,93.1098696461825
uc2.ark:/13960/t3vt1nq85,"Whyte-Melville, G. J.",The White Rose,1868,m,,93.1068802773943
uc1.b4064067,"Beerbohm, Max, Sir,",The dreadful dragon of Hay Hill / | $c: Max Beerbohm.,1929,m,high_male,93.07595807535108
uc2.ark:/13960/t3319zd5p,"Fison, Lois A.",Merry Suffolk;,1899,f,high_female,93.07173969695842
uc2.ark:/13960/t28916t30,"Belcher, Edward,",Horatio Howard Brenton,1856,m,mixed,93.06260575296108
mdp.39015078807669,"Campbell, Duncan,",If it bleeds / | $c: Duncan Campbell.,2009,m,high_female,92.96889526389884
uiuo.ark:/13960/t5j96sf1b,,Rose Aylmer's home,1865,u,,92.94385432473445
uiuo.ark:/13960/t2h70pm17,"Besant, Walter,",All sorts and conditions of men,1882,m,,92.90665093644004
mdp.39015000607021,"Orwell, George,","Keep the aspidistra flying,",1936,m,,92.87602945496934
mdp.39015049862462,"Kennaway, James,",The bells of Shoreditch / | $c: James Kennaway ; introduction by Frank Delaney.,1981,m,,92.85448987171796
uc1.b4098088,"Anderson, Sherwood,",Alice | and The lost novel / | $c: by Sherwood Anderson.,1929,m,high_female,92.79881217520416
mdp.39015016435201,"Kennedy, Margaret,",The forgotten smile.,1961,f,high_female,92.7892677473449
uiuo.ark:/13960/t8rb7dj02,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,92.78865599200591
mdp.39015032936745,"Clarke, Peter A.",The English nobility under Edward the Confessor / | $c: Peter A. Clarke.,1994,m,high_male,92.75770248766564
uc2.ark:/13960/t92808z2g,"O'Brien, Georgina.",A twentieth-century hero,1913,f,high_female,92.7239009490564
uc1.b3322521,"Gladstone, Alfred.",The man of the hour,1863,m,,92.70561332488684
mdp.39015002717059,"Richler, Mordecai,",A choice of enemies / | $c: Mordecai Richler.,1957,m,,92.66586148015492
umn.31951002065818l,"Goolden, Barbara,",Ichabod.,1945,f,,92.57925813154483
uc2.ark:/13960/t04x5639d,"Warner, Anne.",Seeing England with Uncle John,1908,f,mixed,92.5775122365184
mdp.39015038143429,"Colegate, Isabel.",Winter journey / | $c: Isabel Colegate.,1995,f,,92.57521736410834
mdp.39015051293416,"Hamilton-Paterson, James.",Loving monsters / | $c: James Hamilton-Paterson.,2001,m,mixed,92.5482687091112
inu.30000095304378,"Curram, Roland,",Man on the beach / | $c: Roland Curram.,2004,m,,92.52298617937892
uc1.$b392292,"Bourne, John,",Computer takes all.,1967,m,,92.51781752036568
uc1.$b794738,"Firbank, Ronald,",Caprice,1917,m,high_female,92.45348434069108
mdp.39015013004513,"Waugh, Harriet,","Mirror, mirror; | a novel.",1973,f,,92.41799070219002
uiuo.ark:/13960/t6sx6sx37,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,92.40346269818112
mdp.39015059421894,"Jefferies, Richard,",World's end,1877,m,,92.37354962262026
mdp.39015030853793,"Barrett, Susan,",Private view.,1972,f,mixed,92.36905636611736
uiuo.ark:/13960/t6c25hb1m,"Pryce, Richard,",Winifred Mount,1894,m,high_female,92.33269315999408
uiuo.ark:/13960/t6pz5kz6p,"Grant, James,",Love's labour won,1888,m,,92.2735062049225
uc1.32106012273410,"Healy, Dermot,",Sudden times,1999,m,mixed,92.26938212864354
nyp.33433081604534,"Black, William,",Judith Shakespeare;,1884,m,high_female,92.26266225502673
mdp.39015014452190,"Mitchell, James Leslie,",The thirteenth disciple / | $c: J. Leslie Mitchell; introd. by Douglas F. Young.,1981,m,high_male,92.22033406556967
uc2.ark:/13960/t6pz56n1p,"Mayo, Isabella Fyvie,",The occupations of a retired lfe,1869,f,high_female,92.20681647428457
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,92.18926456014198
uiuo.ark:/13960/t3tt53s18,"Donelan, A. M.",What 'tis to love,1873,u,mixed,92.17931302154084
mdp.39015064136289,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The story of Mona Sheehy, | $c: by Lord Dunsany.",1939,m,high_female,92.1767903568896
uc2.ark:/13960/t4sj1b18c,"Hutten zum Stolzenberg, Betsey Riddle,",What became of Pam,1906,f,high_female,92.17126391058416
uc2.ark:/13960/t6rx96z9c,"George, Walter Lionel,",The making of an Englishman,1914,m,high_female,92.14551619918171
mdp.39015063536125,"Collins, Mortimer,",[Works,1883,m,mixed,92.11839406933004
uiuo.ark:/13960/t73v07v1v,"Yates, Edmund Hodgson,",Broken to harness,1864,m,,92.1163736854226
uc2.ark:/13960/fk76t0hb7b,"Pennell, Elizabeth Robins,",The lovers,1917,f,mixed,92.1016603191198
uc2.ark:/13960/t6445pf3h,"Barrett, Frank,",Little Lady Linton,1884,m,high_female,92.07314461907414
mdp.39015022004801,"Buchan, James.",Slide / | $c: James Buchan.,1991,m,high_female,92.0730830096389
dul1.ark:/13960/t75t4760n,"Gore,",The sketch book of fashion,1833,f,high_female,92.05483120491408
mdp.39015066189237,"Thackeray, William Makepeace,",Works,1883,m,mixed,91.99188930148776
mdp.39015049648168,"O'Farrell, John.",The best a man can get / | $c: John O'Farrell.,2000,m,,91.99001810441848
uiuo.ark:/13960/t5s75xg02,"Meeke, Mary,",Langhton Priory,1809,f,mixed,91.97767592679202
mdp.39015031237046,"Green, F. L. (Frederick Lawrence),",A fragment of glass.,1947,m,,91.88285350065394
njp.32101063581217,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,91.8288977193041
uc1.32106019293932,"Yardley, Jane",Dancing with Dr Kildare / | $c: Jane Yardley,2008,f,high_female,91.75050301810865
mdp.39015000550783,"Houghton, Claude,","Transformation scene, | $c: by Claude Houghton [pseud.]",1947,m,mixed,91.72336980429228
mdp.39015019780264,"Clarke, Pauline,",The white elephant. | $c: Illustrated by Richard Kennedy.,1952,f,high_female,91.68777898419592
uc2.ark:/13960/t3gx47g4w,"Lucas, E. V.",Variety Lane,1916,m,,91.63942939181965
uc1.b3123811,"Hood, Tom,",A golden heart,1867,m,high_female,91.60025648071814
mdp.39015047512127,"Jewell, Lisa.",Ralph's party / | $c: Lisa Jewell.,1999,f,mixed,91.59606136936112
uc1.$b243905,"Peterkiewicz, Jerzy,",Future to let; | a novel | $c: [by] Jerzy Peterkiewicz.,1958,u,,91.51835999098896
njp.32101075689016,"Defoe, Daniel,",Romances and narratives,1899,m,high_female,91.4903984804638
uiuo.ark:/13960/t6h13973w,"Briscoe,",The young bride. A novel,1857,f,high_female,91.46305249028948
uiuo.ark:/13960/t1rf64929,"Grant, Louisa Keir.",Charles Stanley,1854,f,high_female,91.46075897912372
njp.32101066164227,,The green room;,1880,m,mixed,91.4433051508065
mdp.39015064913356,"Tennant, Emma.",Pemberley revisited / | $c: Emma Tennant.,2005,f,high_female,91.40696411690716
uc1.$b101840,"Golding, Louis,",The loving brothers / | $c: by Louis Golding.,1952,m,mixed,91.36066483494174
uc1.b3576747,"Defoe, Daniel,",Selections from the prose of Daniel Defoe; | made introduced by Roger Manvell.,1953,m,high_male,91.28163297014896
mdp.39015000604408,"Gissing, George,",The unclassed ...,1930,m,,91.26275680140692
mdp.39015020729664,,The comforters.,1957,u,high_female,91.25158060773552
mdp.39015056946067,"Markham, E. A. (Edward Archibald),",Taking the drawing room through customs : | selected stories (1972-2002) / | $c: E.A. Markham.,2002,m,,91.23660693398212
uiuo.ark:/13960/t07w72b8r,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,91.21526803255684
njp.32101075688984,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,91.20886830842628
uc1.$b312483,"Shanks, Edward,","Elizabeth goes home, | $c: by Edward Shanks, with illustrations by Michael Rivett.",1942,m,high_female,91.2030511566205
mdp.39015063891389,"Kingsley, Henry,",Number seventeen,1875,m,,91.17848187827671
uiuo.ark:/13960/t4bp0kq7q,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,91.16462812428776
uc1.b3327503,"Wood, Henry,",The story of Charles Strange,1888,f,,91.1115610447459
mdp.39015051144783,"Byrne, Donn,","The power of the dog, | $c: by Donn Byrne.",1929,m,,91.10491734931016
uva.x030166111,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,91.0006825051188
uc1.32106016939214,"Gstrein, Norbert,",The English years / | $c: Norbert Gstrein ; translated from the German by Anthea Bell,2002,m,high_female,90.99353566757028
uiuo.ark:/13960/t50g49j69,"Tabor, Eliza.",Hagar,1870,f,high_female,90.97204306915232
inu.30000035042351,"Sanders, Bruce.",They couldn't lose the body.,1966,m,,90.95594700300154
uiuo.ark:/13960/t3126888n,"Gore,",The manners of the day,1830,f,high_female,90.94100003190913
njp.32101063882656,"Norris, W. E.",Adrian Vidal,1885,f,high_female,90.93719877052906
mdp.39015073478763,"Henty, G. A.",Colonel Thorndyke's secret,1898,m,,90.93299443446251
mdp.49015000947144,"Coward, Noel,",The collected short stories of Noël Coward.,1969,m,high_female,90.922020399041
mdp.39015016935176,"Brett, Simon.",The Booker book / | $c: by Simon Brett.,1989,m,high_female,90.91772624265532
mdp.39015050556318,"Heppenstall, Rayner,",The Shearers: | a novel.,1969,u,,90.91460088490211
uiuo.ark:/13960/t5x640t2v,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,90.90533449031032
mdp.39015008396809,"Boycott, Rosie.",A nice girl like me : | a story of the seventies.,1984,f,high_female,90.89436454939792
uc1.$b300619,"Harris, Edwin.","John Jasper's gatehouse / | $c: by Edwin Harris. A sequel to the unfinished novel ""The mystery of Edwin Drood"" by Charles Dickens.",1931,m,high_male,90.85652928058148
uiuo.ark:/13960/t6b28g80n,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,90.815627141878
uiuo.ark:/13960/t43r1f081,"Murray, David Christie,",A rising star,1894,m,mixed,90.80468979515533
uc1.b3327284,"Whyte-Melville, G. J.",Black but comely,1879,m,,90.78529278256924
uiuo.ark:/13960/t2w38874v,"Keary, C. F.",The two Lancrofts,1893,u,mixed,90.77793447778372
mdp.39015059414659,"McKenna, Stephen,","The commandment of Moses; | a novel, | $c: by Stephen McKenna.",1923,m,,90.774055124608
uiuo.ark:/13960/t1jh43c78,"Maxwell,",Eleanor's victory,1863,f,high_female,90.62994575730112
uc1.b3475436,"Hughes, David,",The man who invented tomorrow / | $c: by David Hughes.,1968,m,,90.6268106791068
mdp.39015049985610,"Lock, Samuel,",The whites of gold / | $c: Samuel Lock.,2001,m,,90.6262272301604
uiuo.ark:/13960/t9n30481x,"Besant, Walter,",All in a garden fair;,1883,m,,90.6214481000215
mdp.39015063944261,"Craik, Dinah Maria Mulock,",A legacy,1878,f,high_male,90.61771072813008
mdp.39015005899391,"Murdoch, Iris.",A word child / | $c: Iris Murdoch.,1975,f,mixed,90.5443504662763
mdp.39015051324997,"Benson, E. F. (Edward Frederic),","Rex, | $c: by E. F. Benson.",1925,m,,90.5281671925922
mdp.39015065739024,"Smith, Horace,","Adam Brown, the merchant",1843,m,,90.52231375033946
njp.32101076780996,"Smollett, T.",The expedition of Humphry Clinker,1820,m,mixed,90.48039768795972
mdp.39015024903794,"Frayn, Michael.",A landing on the sun / | $c: Michael Frayn.,1991,m,,90.46408073416627
mdp.39015016732102,"Dick, Kay.","The uncertain element, | an anthology of fantastic conceptions.",1950,f,,90.42824231898204
nyp.33433075763502,"Thackeray, William Makepeace,",The history of Pendennis;,1906,m,mixed,90.39521899455548
uiuo.ark:/13960/t2v41cp3t,"Shelley, Mary Wollstonecraft,",Lodore,1835,f,high_female,90.37191518943344
uc2.ark:/13960/t29884w3p,"Dowson, Ernest Christopher,","Dilemmas, stories and studies in sentiment",1895,m,mixed,90.36953813838753
mdp.39015063617032,"Gallenga, Antonio Carlo Napoleone,",The Blackgown papers,1846,m,mixed,90.35333922872852
uiuo.ark:/13960/t7cr63984,"Besant, Walter,",Children of Gibeon,1886,m,,90.3501848544012
mdp.39015048899242,"Sillitoe, Alan.",Life goes on / | $c: Alan Sillitoe.,1985,m,mixed,90.3293585142784
uc1.$b396668,"Sinclair, Andrew,",Magog: | a novel.,1972,m,mixed,90.31101724940432
uiuo.ark:/13960/t3cz3vq12,"Norris, W. E.",A victim of good luck;,1894,f,high_female,90.27863268907215
uc2.ark:/13960/t78s4mx7k,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,90.26289066907368
uc2.ark:/13960/t25b05f07,"King, Richard,",Passion & pot-pourri,1918,m,high_female,90.23164641640348
uc1.$b243542,"Millar, George Reid.",Siesta.,1953,m,,90.22288865733094
mdp.39015074795710,"Thackeray, William Makepeace,","Lovel the widower, and other stories & sketches",1911,m,,90.20131293022152
njp.32101067627206,"Ancketill, William Robert.","The adventures of Mick Callighin, M. P",1874,m,,90.19665828774214
uc1.32106013782625,"Hoban, Russell",Mr Rinyo-Clacton's offer / | $c: Russell Hoban,1998,m,mixed,90.13381404700826
mdp.39015060665984,"Wilson, A. N.,",A jealous ghost / | $c: A.N. Wilson.,2005,m,high_female,90.12368699111194
mdp.39015053039205,"Beaven, Derek.",If the invader comes / | $c: Derek Beaven.,2001,m,mixed,90.12229819308516
uiuo.ark:/13960/t3320h99t,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,90.08077735280654
uc1.32106019365052,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,89.99147095760328
uc1.b4088608,,The comforters.,1957,u,high_female,89.96557838739962
mdp.39015063946001,"Philips, Austin.",Pariah & Brahmin;,1914,m,,89.93974037394946
uc1.32106010387279,"Thomas, Rosie.",All my sins remembered / | $c: Rosie Thomas.,1991,f,,89.92653172031152
mdp.39015043787715,"Barnacle, Hugo.",Day one / | $c: Hugo Barnacle.,1998,m,,89.91661506357784
uiuo.ark:/13960/t23b6nf6k,"Mackay, Charles,","The twin soul; or, The strange experiences of Mr. Rameses",1887,m,high_male,89.91188635137564
mdp.39015005315364,"Wilson, A. N.,",Wise virgin / | $c: A.N. Wilson.,1982,m,high_female,89.89325176353081
uc2.ark:/13960/t03x85w56,"Gretton, R. H.",Ingram,1911,u,,89.88284761048735
uiuo.ark:/13960/t62527w1k,"Scott,",Trevelyan,1834,f,high_female,89.87857221468138
njp.32101068551629,"Hugo, Victor,",By order of the king,1870,m,mixed,89.8631801440342
mdp.39015053378397,"Evaristo, Bernardine,",The emperor's babe : | a novel / | $c: Bernardine Evaristo.,2001,f,high_female,89.85363316071977
mdp.39015059415581,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,,89.83521272173877
mdp.39015070702983,"Docx, Edward.",Self help : | a novel / | $c: Edward Docx.,2007,m,,89.7833341803459
mdp.39015057606405,"Liddle, Rod.",Too beautiful for you / | $c: Rod Liddle.,2003,m,,89.777551178746
uc1.b3472693,"Douglas-Home, Robin.",When the sweet talking's done / | $c: Robin Douglas-Home.,1968,u,mixed,89.77474699844028
nyp.33433074870852,"Hocking, Salome.",Belinda the backward,1905,f,,89.77466558937068
uc1.$b300861,"Hichens, Robert Smythe,",After the verdict / | $c: by Robert Hichens.,1924,m,,89.74494336264499
pst.000053378514,"Brodber, Erna.",The rainmaker's mistake / | $c: Erna Brodber.,2007,f,high_female,89.73028133082323
mdp.39015050563843,"Hocking, Mary.",March house / | $c: Mary Hocking.,1981,f,high_female,89.72472454509565
uc2.ark:/13960/t46q1vc8h,"Watson, William Davy,",Trevethlan,1848,m,mixed,89.63128946832349
uc2.ark:/13960/t0pr7pn01,"O'Donnell, Elliott,",Twenty years' experience as a ghost hunter,1917,m,mixed,89.62220792352238
mdp.39015046012889,"Carr, Rocky.",Brixton bwoy : | a novel / | $c: Rocky Carr.,1998,m,high_male,89.55388388305643
uiuo.ark:/13960/t39z9tm0g,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,89.54187453173253
mdp.39015039926350,"Baxter, Walter,",The image and the search.,1953,m,high_female,89.50490998363338
inu.32000002425082,"Bowen, Marjorie,",The governor of England,1913,f,,89.47361788464205
mdp.39015066188932,"Thackeray, William Makepeace,",Works,1883,m,high_male,89.4285696904068
uc1.$b242755,"Edwards, R. A.","Plain tales from the slums, | $c: by R.A. Edwards.",1933,u,,89.41381963361128
uc1.$b119623,"Naipaul, V. S. (Vidiadhar Surajprasad),",The mimic man.,1967,m,mixed,89.40343525926997
uiuo.ark:/13960/t09w13v7r,,Wedded life in the upper ranks,1831,u,,89.37756117303833
mdp.39015073446208,"Lucas, Barbara,",The trembling of the sea / | $c: by Barbara Lucas.,1936,f,,89.37185802061647
uc1.$b299643,"Baring, Maurice,","Robert Peckham, | $c: by Maurice Baring.",1930,m,,89.34953538241602
mdp.39015054151405,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,89.33849212746522
mdp.39015063935210,"Maxwell, W. B.",The ragged messenger,1904,m,mixed,89.31102920328892
uc1.$b396520,"Holland, Elizabeth.",The adding up.,1968,f,high_male,89.2795143194421
nyp.33433074913264,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,89.2567348263551
inu.30000107600995,"Berry, Eleanor.",The house of the weird doctors / | $c: Eleanor Berry.,2005,f,high_male,89.17270739845819
uc2.ark:/13960/t3125v37k,"Grant, Marjorie.",Verdun days in Paris,1918,f,,89.11001373779378
njp.32101067645562,"Griffiths, Arthur,",A wayward woman,1879,m,,89.107788020673
mdp.39015059376528,,The New British novelist;,1830,u,high_male,89.03398130286392
mdp.39015016736830,"Hayes, Douglas.",The comedy man.,1960,m,,89.02122695808326
uc2.ark:/13960/t3ws8pd3r,"Hook, Theodore Edward,","Sayings and doings, or, Sketches from life",1828,m,mixed,89.01548869503293
nyp.33433074938527,"Caine, William,",The confectioners,1906,m,,89.00316455696202
inu.32000009107717,"Hughes, M. V. (Mary Vivian),",A London home in the nineties | $c: [by] M. Vivian Hughes.,1937,f,,88.98300312003694
uiuo.ark:/13960/t8hd84770,"Chatterton, Georgiana,",Country coteries,1868,f,high_female,88.95569086363706
uc1.b3862769,"Coward, Noel,",Collected short stories.,1962,m,high_female,88.91508355477424
mdp.39015045696674,"Boyd, William,",Armadillo / | $c: William Boyd.,1998,m,,88.9138096763858
