htid,author,title,year,authgender,period,diff
nyp.33433075760854,,"The extraordinary confession, life, and singular adventures of Wolfe",1804,f,1800-1850,-0.26009373124089263
nyp.33433074910211,"Moore, George,",Tales of the passions;,1808,m,1800-1850,-0.2600937312408925
njp.32101066477926,"Ballantine, James,",The gaberlunzie's wallet,1843,m,1800-1850,-0.2600937312408923
uc1.b3327389,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,1800-1850,-0.259463214216933
uc1.b4102523,"Bedingfield, Richard,",The miser's son,1845,m,1800-1850,-0.25899483014199154
uc1.b3321466,"Butler, Alfred,",Elphinstone,1844,m,1800-1850,-0.25874420357557554
uiuo.ark:/13960/t50g40536,,Concealment,1821,u,1800-1850,-0.25834547949264114
nyp.33433074951579,"Cuthbertson, Catherine.",Rosabella,1817,f,1800-1850,-0.2578043539515154
mdp.39015063608353,"Opie, Amelia Alderson,",Simple tales,1806,f,1800-1850,-0.25761234166272884
mdp.39015059376528,,The New British novelist;,1830,u,1800-1850,-0.2576123416627287
hvd.hwaduj,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.25752248632981484
mdp.39015064001665,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,1800-1850,-0.2574258788620576
mdp.39015059372105,"Lockhart, J. G.",Reginald Dalton,1823,m,1800-1850,-0.25738517219430523
nnc1.0037105930,,The orphans of Llangloed,1802,u,1800-1850,-0.2569540138154608
hvd.hwjssd,"Ainsworth, William Harrison,",Jack Sheppard,1839,m,1800-1850,-0.25664941436374
hvd.hwadur,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.25655122111943524
uc1.b3321866,"Disraeli, Benjamin,",The young duke,1831,m,1800-1850,-0.25621990722318383
uiuo.ark:/13960/t73v05w2z,"Pinkney, Jane Vaughan.",Sir Arthur Bouverie,1850,f,1800-1850,-0.25582022696738843
uc2.ark:/13960/t4qj7c32f,"Gore,","The inundation, or, Pardon and peace",1847,f,1800-1850,-0.2558202269673883
hvd.hwkcjs,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,1800-1850,-0.2548174191053748
dul1.ark:/13960/t2j68601c,"Gore,","Stokeshill Place, or, The man of business",1837,f,1800-1850,-0.2544652134172528
mdp.39015059901713,,Stories of chivalry and romance,1827,u,1800-1850,-0.2544652134172528
hvd.hwadb7,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.2540841158562773
mdp.39015059376304,,The New British novelist;,1830,u,1800-1850,-0.2540841158562772
uiuo.ark:/13960/t79s2b97r,"James, G. P. R.",Arabella Stuart,1844,m,1800-1850,-0.2536200069453861
hvd.32044020392411,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,1800-1850,-0.2534047680301904
uiuo.ark:/13960/t1wd4g74n,"Pinkney, Jane Vaughan.",Sir Arthur Bouverie,1850,f,1800-1850,-0.2534047680301903
uiuo.ark:/13960/t9t15kv25,"Ollier, Charles,",Ferrers,1842,m,1800-1850,-0.25340476803019024
uiuo.ark:/13960/t58d0m05n,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,1800-1850,-0.2531007242478856
uiuo.ark:/13960/t6qz2sj40,,"Modern times, or, Anecdotes of the English family",1809,u,1800-1850,-0.25281722396438533
uiuo.ark:/13960/t0rr27b5r,"Gore,",The diary of a désennuyée,1836,f,1800-1850,-0.25225628566759783
dul1.ark:/13960/t75t4760n,"Gore,",The sketch book of fashion,1833,f,1800-1850,-0.25148877687322624
njp.32101067640712,"Moore, Alicia Radford.",The sisters,1821,f,1800-1850,-0.2507697219168834
hvd.32044086799103,"Ollier, Charles,","Inesilla, or The tempter",1824,m,1800-1850,-0.2507697219168833
uiuo.ark:/13960/t0sq9m438,"Hook, Theodore Edward,",The man of sorrow;,1808,m,1800-1850,-0.25047834662550833
mdp.39015065763537,"Smith, Horace,",Walter Colyton,1830,m,1800-1850,-0.24980465725755113
mdp.39015065763545,"Smith, Horace,",Walter Colyton,1830,m,1800-1850,-0.2495871646367651
uc1.b3321285,"Cooper, Thomas,",Wise saws and modern instances,1845,m,1800-1850,-0.24922888986757663
uiuo.ark:/13960/t3cz3pf79,"Hatton, Ann Julia (Kemble)","Secrets in every mansion, or, The surgeon's memorandum-book",1818,f,1800-1850,-0.2491867277965759
uiuo.ark:/13960/t83j3v84f,,The Golden calf,1849,u,1800-1850,-0.24910472025188163
njp.32101064790585,"Smith, Horace,",Arthur Arundel,1844,m,1800-1850,-0.24896443500521342
njp.32101064790742,"Stepney, Catherine Pollock Manners,",The courtier's daughter,1838,f,1800-1850,-0.24848270076193762
njp.32101067647808,"James, G. P. R.",The woodman,1849,m,1800-1850,-0.2482333449311671
uiuo.ark:/13960/t0ms47n5n,"M'Donogh, Felix,",The highlanders,1824,m,1800-1850,-0.2478837190308804
uiuo.ark:/13960/t17m0wd50,"Pyne, W. H.",The twenty-ninth of May,1825,m,1800-1850,-0.24780189936143182
nyp.33433074893276,"Gordon, John.",A short history of the adventures of a London reviewer,1824,m,1800-1850,-0.24765029232686553
uiuo.ark:/13960/t1mg8774g,"Reeve, Sophia.",The mysterious wanderer,1807,f,1800-1850,-0.24765029232686553
dul1.ark:/13960/t0ft99g9v,"Gore,","Stokeshill Place, or, The man of business",1837,f,1800-1850,-0.24727321842037991
uiuo.ark:/13960/t5db89n2k,"Cathcart,",Adelaide;,1833,f,1800-1850,-0.24711875441049402
nyp.33433075767990,,The life and times of Dick Whittington,1841,u,1800-1850,-0.24667471782187922
uc1.b3325612,"Marsh-Caldwell, Anne,",Angela,1848,f,1800-1850,-0.2464040311105144
uiuo.ark:/13960/t47p9h11h,L. E. L.,"Lady Anne Granard, or, Keeping up appearances",1842,f,1800-1850,-0.24606046720762853
njp.32101067179281,"Trollope, Frances Milton,",The attractive man,1846,f,1800-1850,-0.2447091158562773
njp.32101066458462,"Coxe, Eliza A.",Liberality and prejudice : a tale,1813,f,1800-1850,-0.2447091158562773
uiuo.ark:/13960/t0ht38h97,"Smythies, Gordon,",The breach of promise;,1845,f,1800-1850,-0.2447091158562773
njp.32101064789918,"Pickering, Ellen,","The prince and the pedlar, or, The siege of Bristol",1839,f,1800-1850,-0.2447091158562772
uc2.ark:/13960/t88g8k59z,"Scott, Walter,",The abbot,1820,m,1800-1850,-0.2447091158562772
uc2.ark:/13960/t5gb1z86d,,Rachel,1818,u,1800-1850,-0.2447091158562772
mdp.39015006945433,"Hogg, James,",The mountain bard ;,1821,m,1800-1850,-0.2447091158562772
hvd.hn2he7,,"Tales of the arbor; or, Evening rewards for morning studies",1800,m,1800-1850,-0.2447091158562772
uiuo.ark:/13960/t5w675c99,"Croffts,",Ankerwick Castle,1800,f,1800-1850,-0.2447091158562772
uiuo.ark:/13960/t16m3ww2n,,Tales of my landlord,1820,m,1800-1850,-0.2447091158562772
dul1.ark:/13960/t9w09nr1z,"Hughs,",A mother's care rewarded,1824,f,1800-1850,-0.24470911585627714
mdp.39015065762950,"Smith, Horace,",The Tor hill,1826,m,1800-1850,-0.24363959713969974
uiuo.ark:/13960/t8rb7ph0x,,St. Clyde,1816,u,1800-1850,-0.24363959713969963
mdp.39015010964842,"Hook, Theodore Edward,",Gilbert Gurney,1836,m,1800-1850,-0.2421667429749214
uiuo.ark:/13960/t3ws9c932,"Burney, Fanny,",The wanderer,1814,f,1800-1850,-0.2421117132588747
uc2.ark:/13960/t8ff3s14j,"Hall, S. C.,",The buccaneer,1832,f,1800-1850,-0.2421117132588746
njp.32101064214263,"Charlotte Elizabeth,",Derry,1833,f,1800-1850,-0.2421117132588746
hvd.hxxy9m,"Overs, John A.",Evenings of a working man,1844,m,1800-1850,-0.24193133807849942
uiuo.ark:/13960/t45q5ks5b,"West,",The loyalists,1812,f,1800-1850,-0.24183141801455071
mdp.39015063967296,"Calt, John,",Rothelan;,1824,m,1800-1850,-0.2418314180145506
njp.32101064791849,"Williams, Robert Folkestone,",Maids of honour,1845,m,1800-1850,-0.2417964944970541
mdp.39015016447842,"Gaspey, Thomas,","The witch-finder; or, The wisdom of our ancestors",1824,m,1800-1850,-0.24148330940466434
njp.32101067640746,"Moore, Alicia Radford.",The sisters,1821,f,1800-1850,-0.24148330940466423
uiuo.ark:/13960/t9m336n3g,"Gordon,",The fortunes of the Falconars,1844,f,1800-1850,-0.2410946580249519
mdp.39015005622959,"Lauder, Thomas Dick,",Legendary tales of the Highlands,1841,m,1800-1850,-0.2405995268151812
nyp.33433074954961,"Cullen, Margaret.",Home,1802,f,1800-1850,-0.24045379670734124
mdp.39015059376510,,The New British novelist;,1830,u,1800-1850,-0.23975043817032682
njp.32101068166030,"Chatterton, Georgiana,","Aunt Dorothy's tale, or, Geraldine Morton",1837,f,1800-1850,-0.23964582471703683
hvd.hwjrdn,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,1800-1850,-0.23930371045087173
uc1.b3550026,"Sherwood,",The heron's plume,1840,f,1800-1850,-0.23845911585627733
njp.32101066121847,"Gore,",The diamond and the pearl,1849,f,1800-1850,-0.23845911585627722
uc2.ark:/13960/t4bn9zc2f,"Loudon,","Glimpses of nature, and objects of interest described during a visit to the Isle of Wight",1848,f,1800-1850,-0.23792945483932804
hvd.hwadbb,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.23787681771963132
mdp.39015059372113,"Lockhart, J. G.",Reginald Dalton,1823,m,1800-1850,-0.23781256413213953
uiuo.ark:/13960/t4th93s6c,"Phillips, Samuel,",Caleb Stukely,1844,m,1800-1850,-0.23730170844886994
nyp.33433074858154,"Henry, Alexander.",Rolando: a romance,1821,m,1800-1850,-0.23730170844886983
nyp.33433075744502,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,1800-1850,-0.23710042020410332
uiuo.ark:/13960/t4dn4pr0t,"Meeke, Mary,",Langhton Priory,1809,f,1800-1850,-0.2354564468171314
uc2.ark:/13960/t91839t3d,"Galt, John,",Ringan Gilhaize,1823,m,1800-1850,-0.2348730502825067
uiuo.ark:/13960/t1vd7bw2c,,"Geraldine Hamilton, or, Self-guidance",1832,u,1800-1850,-0.2348730502825067
inu.32000002550343,"Trollope, Frances Milton,",The widow Barnaby,1840,f,1800-1850,-0.2345825335777964
uiuo.ark:/13960/t1pg29q9b,"Siddons, Henry,","The maid, wife, and widow",1806,m,1800-1850,-0.23399483014199163
uc1.b3581482,"Jones, Hannah Maria,","The gipsy mother, or, The miseries of enforced marriage",1840,f,1800-1850,-0.23399483014199152
uc2.ark:/13960/t7rn32566,"Blessington, Marguerite,",Country quarters,1850,f,1800-1850,-0.23385640267798263
uc1.b3324317,"Hall, S. C.,",Uncle Horace,1837,f,1800-1850,-0.2333615981257806
njp.32101063579377,,The turf,1831,u,1800-1850,-0.2329444099739243
njp.32101068163854,,Isabella,1823,f,1800-1850,-0.2329444099739243
njp.32101007891326,"Taylor, Jane,",Display,1815,f,1800-1850,-0.2329444099739243
uiuo.ark:/13960/t2n58xr20,"Grey,",Aline,1848,f,1800-1850,-0.23294440997392424
uiuo.ark:/13960/t1wd47k9n,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,1800-1850,-0.2324284141018913
uc1.b3326182,"Nares, Edward,",Thinks I-to-myself;,1811,m,1800-1850,-0.23220911585627751
uiuo.ark:/13960/t8z89vv9r,"Scott, Walter,",Tales of my landlord,1816,m,1800-1850,-0.23201070315786454
uiuo.ark:/13960/t6543995p,"Palmer, John,",Like master like man,1811,m,1800-1850,-0.23201070315786443
uiuo.ark:/13960/t9z03qj2x,"Ollier, Charles,",Ferrers,1842,m,1800-1850,-0.2315354631616664
mdp.39015063913530,"Byron, Medora Gordon.",The Englishman,1812,f,1800-1850,-0.23007496951481393
inu.32000005270816,,"The Abduction, or, The adventures of Major Sarney",1825,u,1800-1850,-0.22968935301042742
mdp.39015065444278,"[Scott, Caroline Lucy,",Trevelyan,1833,f,1800-1850,-0.22932450047166192
uiuo.ark:/13960/t4zg71605,"Gordon,",The fortunes of the Falconars,1844,f,1800-1850,-0.22921615810979834
njp.32101067631315,"Brown, Thomas,",Bath,1818,m,1800-1850,-0.2280424491896107
mdp.39015065739032,"Smith, Horace,",Brambletye house;,1826,m,1800-1850,-0.2277206988678604
hvd.hn2ghd,"Sanders, Charlotte.",Holidays at home,1803,f,1800-1850,-0.22712669827385973
uiuo.ark:/13960/t5j96f67z,"Cathcart,",Adelaide;,1833,f,1800-1850,-0.2265272976744589
mdp.39015065764055,"Thomson, Richard,",Tales of an antiquary,1828,m,1800-1850,-0.2262176316713626
njp.32101067708089,"Bennett, William,",The king of the Peak,1823,m,1800-1850,-0.22610446469348633
uc1.b3324270,"Deale,",Life in the West;,1828,m,1800-1850,-0.2257901969373584
njp.32101065841791,"Brooke, Frances,",Manners,1817,f,1800-1850,-0.2256614968086581
dul1.ark:/13960/t3708t937,"Reeve, Clara,",The two mentors,1803,f,1800-1850,-0.2249560294365242
hvd.32044086790011,"Little, Thomas,",Holly-grove,1828,m,1800-1850,-0.2245410486293865
uiuo.ark:/13960/t49p3cb55,,Concealment,1821,u,1800-1850,-0.223977408539204
uc1.b3321456,"Bury, Charlotte Campbell,",Flirtation,1827,f,1800-1850,-0.22365648427733004
uiuo.ark:/13960/t3514nv03,,Varieties of life;,1815,u,1800-1850,-0.22314048840529682
uiuo.ark:/13960/t5db8nx0b,"Scott,",Trevelyan,1834,f,1800-1850,-0.22283411585627722
mdp.39015059415581,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,1800-1850,-0.222768187586235
hvd.hxkelx,"Brunton, Mary,",Self-control,1811,f,1800-1850,-0.22234886740907223
uc2.ark:/13960/t84j0gq99,"Bourne, John George Hamilton.","The picture, and The prosperous man",1835,m,1800-1850,-0.22217390458867153
njp.32101065836536,"Meeke, Mary,",Which is the man?,1801,f,1800-1850,-0.2218519729991344
mdp.39015059376239,,The New British novelist;,1830,u,1800-1850,-0.22117970409157112
mdp.39015009162184,"More, Hannah,",Stories for the middle ranks of society and tales for the common people,1818,f,1800-1850,-0.21970911585627723
uiuo.ark:/13960/t5h99m70x,,The actress of the present day,1817,u,1800-1850,-0.2191772009626603
nyp.33433074951561,"Cuthbertson, Catherine.",Rosabella,1817,f,1800-1850,-0.2190334401806016
uiuo.ark:/13960/t2d79zb8t,"Savile, Charles Stuart,","Leonard Normandale; or, The three brothers",1850,m,1800-1850,-0.2190334401806015
uiuo.ark:/13960/t3514q38x,"Holstein, Anthony Frederick,",The miseries of an heiress,1810,m,1800-1850,-0.21896654159885154
mdp.39015062286045,"James, G. P. R.","Morley Ernstein; or, The tenants of the heart",1842,m,1800-1850,-0.21847960765955604
mdp.39015063994233,"Galt, John,",The spaewife;,1823,m,1800-1850,-0.21839332638259312
njp.32101064790445,"Scargill, William Pitt,",Rank and talent,1829,m,1800-1850,-0.21823852762098322
mdp.39015063913514,"Byron, Medora Gordon.",The Englishman,1812,f,1800-1850,-0.2182385276209831
mdp.39015064001210,,Sketches of character,1808,u,1800-1850,-0.2181356892828507
mdp.39015008020441,"Mitford, Mary Russell,",Our village,1825,f,1800-1850,-0.21774282372144582
uiuo.ark:/13960/t0xp7g23v,,James Hatfield and the Beauty of Buttermere,1843,u,1800-1850,-0.21728976101756764
uiuo.ark:/13960/t0000tq23,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,1800-1850,-0.21722819982574293
mdp.39015065764063,"Thomson, Richard,",Tales of an antiquary,1828,m,1800-1850,-0.2165248340134588
hvd.hwad9z,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.21647945078450692
uiuo.ark:/13960/t16m3mq7h,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,1800-1850,-0.21613768728484872
uiuo.ark:/13960/t6n01jf5k,"Harding, Anne Raikes,",Realities,1825,f,1800-1850,-0.2161376872848486
njp.32101068177987,"Hervey, Elizabeth",Amabel;,1814,f,1800-1850,-0.2161376872848486
hvd.hn6gu9,"Turner,",The daisy,1807,f,1800-1850,-0.2161376872848486
njp.32101068171188,"Hughes, William,",The three students of Gray's inn;,1846,m,1800-1850,-0.2161376872848486
nyp.33433074923156,"Lauder, Thomas Dick,",Highland rambles,1837,m,1800-1850,-0.2161376872848486
njp.32101067646727,"Hook, Theodore Edward,",The parson's daughter,1833,m,1800-1850,-0.2161376872848485
uc2.ark:/13960/t7gq6wq8m,"Cunningham, Allan,",Traditional tales of the English and Scottish peasantry,1822,m,1800-1850,-0.2155055760332683
uiuo.ark:/13960/t19k4nr6v,"Moore, Charlotte Trimmer.",Country houses,1832,f,1800-1850,-0.21536128976932084
njp.32101010941746,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,1800-1850,-0.21503026757277782
uiuo.ark:/13960/t7br95364,,Dunsany,1818,u,1800-1850,-0.21484486246261214
uiuo.ark:/13960/t55d93269,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,1800-1850,-0.2146573023847747
uiuo.ark:/13960/t3fx7w710,"Plumptre, Anne,",The history of myself and my friend;,1813,f,1800-1850,-0.21385805202649022
uc1.b3321465,"Butler, Alfred,",Elphinstone,1844,m,1800-1850,-0.2128909340380955
uiuo.ark:/13960/t18k7zd3g,"Wilks, John,","The Tory baronet, or Tories, Whigs, and Radicals",1841,m,1800-1850,-0.2123782887886082
uiuo.ark:/13960/t11n8ns61,,The Observant pedestrian mounted; or A donkey tour to Brighton,1815,u,1800-1850,-0.21227668342384481
uc1.b3314601,"Marryat, Frederick,","Japhet, in search of a father",1836,m,1800-1850,-0.2120168081639695
nyp.33433074920244,"Neale, Erskine,",Experiences of a gaol chaplain;,1849,m,1800-1850,-0.2120168081639695
hvd.hwiwh6,"Austen, Jane,",Mansfield Park,1833,f,1800-1850,-0.2118732949607549
uiuo.ark:/13960/t2j683k08,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,1800-1850,-0.21160364710627722
mdp.39015064002879,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,1800-1850,-0.21130053797817344
uiuo.ark:/13960/t3mw30v4f,"James, G. P. R.",A whim and its consequences,1850,m,1800-1850,-0.21074685170533392
mdp.39015065763503,"Smith, Horace,",Walter Colyton,1830,m,1800-1850,-0.2101853063324678
uiuo.ark:/13960/t7dr3c232,"Kelty, Mary Ann,",The story of Isabel;,1826,f,1800-1850,-0.2088116799588413
njp.32101068177748,Della.,The rambles and surprising adventures of Captain Bolio,1839,u,1800-1850,-0.2088116799588412
uc1.b3575697,"Radcliffe, Ann Ward,",Gaston de Blondeville,1826,f,1800-1850,-0.20800025509678344
dul1.ark:/13960/t93783d7n,"Gore,","The Hamiltons, or, Official life in 1830",1850,f,1800-1850,-0.207523186208036
uiuo.ark:/13960/t1hh76z12,"Burney, Fanny,",The wanderer,1814,f,1800-1850,-0.20720911585627733
hvd.hn2hfv,"Semple, Elizabeth,",A cup of sweets that can never cloy,1814,f,1800-1850,-0.20720911585627722
mdp.39015064544813,"Hofland,",Tales of the Priory,1820,f,1800-1850,-0.20720911585627722
uiuo.ark:/13960/t0pr84m1t,"Dalton, James,",The maiden's talisman,1834,m,1800-1850,-0.2072091158562771
uc1.b3321851,"Disraeli, Benjamin,",Henrietta Temple,1837,m,1800-1850,-0.20700943534509503
nyp.33433074951553,"Cuthbertson, Catherine.",Rosabella,1817,f,1800-1850,-0.20695811184021273
hvd.hwkz9q,"Marryat, Frederick,",Poor Jack,1840,m,1800-1850,-0.2067780813735186
nyp.33433075723563,"Ross,","The balance of comfort; or, The old maid and married woman",1817,f,1800-1850,-0.20650686866526613
uiuo.ark:/13960/t3rv13t3w,,"Melcombe Lodge; or, traits of family pride!",1819,u,1800-1850,-0.20650686866526602
njp.32101068971140,"Kelty, Mary Ann,",The favourite of nature;,1821,f,1800-1850,-0.2063529514727156
uiuo.ark:/13960/t9474s15t,"Godwin, William,",Things as they are;,1816,m,1800-1850,-0.20611262462820712
inu.32000005270824,,"The Abduction, or, The adventures of Major Sarney",1825,u,1800-1850,-0.206112624628207
nyp.33433074857750,"Hawkins, Laetitia Matilda,","The countess and Gertrude; or, Modes of discipline",1812,f,1800-1850,-0.206112624628207
nyp.33433075752430,,Almack's;,1827,u,1800-1850,-0.20568472561237472
mdp.39015031644456,"Hook, Theodore Edward,",Maxwell,1830,m,1800-1850,-0.2054027574747742
njp.32101067640688,,The School of fashion,1829,f,1800-1850,-0.2053151764623377
uiuo.ark:/13960/t4rj4zq55,"M'Donogh, Felix,",The highlanders,1824,m,1800-1850,-0.20470911585627732
mdp.39015064003000,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,1800-1850,-0.20470911585627732
uc1.b3328954,"Dickens, Charles,",Sketches of young gentlemen,1838,m,1800-1850,-0.2047091158562772
uiuo.ark:/13960/t0sq9gk7c,"Plumptre, Anne,",The history of myself and my friend;,1813,f,1800-1850,-0.2044106083935907
mdp.39015059376007,,The New British novelist;,1830,u,1800-1850,-0.20391964217206682
njp.32101075728483,"Opie, Amelia Alderson,",Tales of the heart,1820,f,1800-1850,-0.2039196421720667
uc2.ark:/13960/t03x85708,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,1800-1850,-0.20384890080251372
njp.32101013270481,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,1800-1850,-0.2038273523292231
nyp.33433074954987,"Cullen, Margaret.",Home,1802,f,1800-1850,-0.2035326452680421
njp.32101066121896,"Gore,",The debutante;,1846,f,1800-1850,-0.2034279770662416
uiuo.ark:/13960/t3126gn1p,"Plumptre, Anne,",The history of myself and my friend;,1813,f,1800-1850,-0.203394561865667
uiuo.ark:/13960/t7fr0j10d,"Thomson, A. T.,",Constance,1833,f,1800-1850,-0.20332980551144963
hvd.hwadbw,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.20330286585627722
uc1.b3322475,"Cathcart,",The heir of Mordaunt,1835,f,1800-1850,-0.20326767441483573
inu.32000004496032,"Gore,","Mrs. Armytage, or Female domination",1836,f,1800-1850,-0.20319968189401333
inu.32000004496024,"Gore,","Mrs. Armytage, or Female domination",1836,f,1800-1850,-0.20299132444523443
uc1.b3322533,"Gore,",Peers and parvenus,1846,f,1800-1850,-0.2029746985121037
uiuo.ark:/13960/t47p9cq48,"Grey,",Daughters,1847,f,1800-1850,-0.20284865073999803
hvd.hn2tj4,"Lathom, Francis,",Human beings,1807,m,1800-1850,-0.20240142354858492
uiuo.ark:/13960/t7fr08z44,,Happiness;,1821,u,1800-1850,-0.2020861650366052
njp.32101037989942,"Nares, Edward,",Thinks-I-to-myself,1812,m,1800-1850,-0.20167114117273283
uiuo.ark:/13960/t5cc1n85m,"Pickering, Ellen,",The heiress,1833,f,1800-1850,-0.2015272976744592
uiuo.ark:/13960/t6c257z78,"De Merle, William Henry,","Melton de Mowbray, or, The banker's son",1838,m,1800-1850,-0.20141014678411234
uiuo.ark:/13960/t5w67451b,"Scott, Walter",Rob Roy,1818,m,1800-1850,-0.2010471440252911
uc1.b3325525,"Mackenzie, Mary Jane.",Private life,1830,f,1800-1850,-0.2002646714118328
mdp.39015005622876,"Lauder, Thomas Dick,",Legendary tales of the Highlands,1841,m,1800-1850,-0.20026467141183274
mdp.39015063751930,"Banim, John,",The smuggler;,1831,m,1800-1850,-0.20026467141183274
uiuo.ark:/13960/t51g17v2r,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,1800-1850,-0.20026467141183263
njp.32101063581225,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,1800-1850,-0.19962241065396502
njp.32101067631307,"Brown, Thomas,",Bath,1818,m,1800-1850,-0.1985552697024311
hvd.hxgeyk,"Byron, Medora Gordon.",Celia in search of a husband,1809,f,1800-1850,-0.1982805444277057
uiuo.ark:/13960/t39z9w75s,"Hook, Theodore Edward,",The man of sorrow;,1808,m,1800-1850,-0.19790060521797942
nyp.33433074889860,"Landor, Walter Savage,",Citation and examination of William Shakespeare Euseby Treen Joseph Carnaby and Silas Gough clerk,1834,m,1800-1850,-0.1977394188865803
mdp.39015064564647,"Woodrooffe, Anne Cox,",Shades of character,1844,f,1800-1850,-0.19755464431156172
hvd.hwadvc,"Scott, Walter,",The Waverley novels,1829,m,1800-1850,-0.19734069480364563
uiuo.ark:/13960/t3bz6kg7b,"Grey,",Aline,1848,f,1800-1850,-0.19734069480364563
njp.32101064710922,"Pickering, Ellen,",The quiet husband,1840,f,1800-1850,-0.1969479218264265
uiuo.ark:/13960/t78s50f4s,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,1800-1850,-0.19679244918961053
uc1.b4101374,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,1800-1850,-0.19670911585627732
hvd.hn2gsw,"Hughs,",Something new from Aunt Mary,1820,f,1800-1850,-0.1964332537873117
njp.32101067646651,"Hook, Theodore Edward,",Jack Brag,1837,m,1800-1850,-0.1956073194490916
njp.32101064790833,"Smythies, Gordon,",The matchmaker;,1842,f,1800-1850,-0.19543375353743664
uc2.ark:/13960/t87h1gw05,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,1800-1850,-0.19504468632607602
uiuo.ark:/13960/t7hq4g562,"Mangin, Edward,",George the third,1807,m,1800-1850,-0.19470911585627743
njp.32101068155611,"Newman, John Henry,",Loss and gain,1848,m,1800-1850,-0.19470911585627743
uiuo.ark:/13960/t0zp4m63g,"James, G. P. R.",Russell,1847,m,1800-1850,-0.19441671819545853
mdp.39015024482500,"Radcliffe, Ann Ward,",The posthumous works of Anne Radcliffe,1833,f,1800-1850,-0.19437799002846262
mdp.39015063913555,"Byron, Medora Gordon.",The Englishman,1812,f,1800-1850,-0.1933816822279586
uiuo.ark:/13960/t2j682401,"Pisani, Marianna.",The banker-lord,1840,f,1800-1850,-0.19285726400442543
njp.32101064919036,"Maxwell, W. H.",My life,1835,m,1800-1850,-0.1927317147263336
nyp.33433074951850,"Cunningham, Allan,",Paul Jones : a romance,1826,m,1800-1850,-0.1925814562818089
uiuo.ark:/13960/t6k07n07m,"Meeke, Mary,",Langhton Priory,1809,f,1800-1850,-0.19187892717703192
uiuo.ark:/13960/t46q2gj8k,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,1800-1850,-0.19158411585627722
nyp.33433074931837,"Cruikshank, Robert,",Cruikshank at home,1845,m,1800-1850,-0.19150714541292752
uc1.b3327357,"Scargill, William Pitt,",Truckleborough hall;,1827,m,1800-1850,-0.19137578252294402
njp.32101064710583,"Picken, Andrew,",The sectarian; or The church and the meeting-house,1829,m,1800-1850,-0.19110086843359692
uiuo.ark:/13960/t5p84sj7q,L. E. L.,"Lady Anne Granard, or, Keeping up appearances",1842,f,1800-1850,-0.1910505792709114
njp.32101064791476,"Trollope, Frances Milton,",Petticoat government;,1850,f,1800-1850,-0.19076174743522473
njp.32101066457076,"Cockton, Henry,","Sylvester Sound, the somnambulist",1849,m,1800-1850,-0.19016366131082263
nyp.33433074955034,"Lathom, Francis,",Men and manners,1800,m,1800-1850,-0.19016366131082263
njp.32101067646065,"Holland, John,",The old arm-chair,1824,m,1800-1850,-0.19016366131082263
uc2.ark:/13960/t4mk66m3m,"Cushing, Paul.",The bull i' th' thorn,1840,m,1800-1850,-0.19016366131082252
njp.32101068164191,,"The Night watch, or, Tales of the sea",1828,u,1800-1850,-0.1895367020631739
uiuo.ark:/13960/t4mk6z79p,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,1800-1850,-0.1891535603007216
uiuo.ark:/13960/t5z60wn25,"Ellis, Sarah Stickney,",Temper and temperament;,1846,f,1800-1850,-0.1885687649790842
njp.32101063693772,"Pardoe,",The rival beauties,1848,f,1800-1850,-0.1878125641321392
uc1.b3290602,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,1800-1850,-0.1877554734721713
